,id,child_alone,child_alone_prediction
335,1411,0,0.0
336,1419,0,0.0
337,1420,0,0.0
338,1421,0,0.0
339,1424,0,0.0
340,1427,0,0.0
341,1430,0,0.0
342,1433,0,0.0
343,1436,0,0.0
344,1446,0,0.0
345,1453,0,0.0
346,1456,0,0.0
347,1460,0,0.0
348,1462,0,0.0
349,1463,0,0.0
350,1465,0,0.0
351,1466,0,0.0
352,1467,0,0.0
353,1475,0,0.0
354,1482,0,0.0
355,1483,0,0.0
356,1492,0,0.0
357,1499,0,0.0
358,1500,0,0.0
359,1504,0,0.0
360,1506,0,0.0
361,1519,0,0.0
362,1525,0,0.0
363,1527,0,0.0
364,1534,0,0.0
365,1535,0,0.0
366,1536,0,0.0
367,1537,0,0.0
368,1540,0,0.0
369,1554,0,0.0
370,1555,0,0.0
371,1556,0,0.0
372,1560,0,0.0
373,1561,0,0.0
374,1564,0,0.0
375,1571,0,0.0
376,1576,0,0.0
377,1583,0,0.0
378,1586,0,0.0
379,1587,0,0.0
380,1590,0,0.0
381,1605,0,0.0
382,1607,0,0.0
383,1617,0,0.0
384,1620,0,0.0
385,1622,0,0.0
386,1630,0,0.0
387,1633,0,0.0
388,1636,0,0.0
389,1637,0,0.0
390,1645,0,0.0
391,1649,0,0.0
392,1664,0,0.0
393,1669,0,0.0
394,1670,0,0.0
395,1672,0,0.0
396,1673,0,0.0
397,1674,0,0.0
398,1677,0,0.0
399,1679,0,0.0
400,1681,0,0.0
401,1684,0,0.0
402,1691,0,0.0
403,1692,0,0.0
404,1694,0,0.0
405,1699,0,0.0
406,1702,0,0.0
407,1703,0,0.0
408,1704,0,0.0
409,1706,0,0.0
410,1710,0,0.0
411,1712,0,0.0
412,1714,0,0.0
413,1715,0,0.0
414,1722,0,0.0
415,1725,0,0.0
416,1730,0,0.0
417,1733,0,0.0
418,1734,0,0.0
419,1735,0,0.0
420,1739,0,0.0
421,1741,0,0.0
422,1742,0,0.0
423,1744,0,0.0
424,1745,0,0.0
425,1757,0,0.0
426,1759,0,0.0
427,1761,0,0.0
428,1775,0,0.0
429,1780,0,0.0
430,1782,0,0.0
431,1783,0,0.0
432,1791,0,0.0
433,1802,0,0.0
434,1803,0,0.0
435,1804,0,0.0
436,1807,0,0.0
437,1812,0,0.0
438,1823,0,0.0
439,1832,0,0.0
440,1836,0,0.0
441,1837,0,0.0
442,1842,0,0.0
443,1843,0,0.0
444,1844,0,0.0
445,1846,0,0.0
446,1851,0,0.0
447,1857,0,0.0
448,1863,0,0.0
449,1864,0,0.0
450,1867,0,0.0
451,1872,0,0.0
452,1874,0,0.0
453,1877,0,0.0
454,1897,0,0.0
455,1899,0,0.0
456,1901,0,0.0
457,1904,0,0.0
458,1912,0,0.0
459,1913,0,0.0
460,1914,0,0.0
461,1917,0,0.0
462,1921,0,0.0
463,1923,0,0.0
464,1934,0,0.0
465,1939,0,0.0
466,1941,0,0.0
467,1949,0,0.0
468,1951,0,0.0
469,1952,0,0.0
470,1956,0,0.0
471,1957,0,0.0
472,1960,0,0.0
473,1963,0,0.0
474,1970,0,0.0
475,1973,0,0.0
476,1974,0,0.0
477,1975,0,0.0
478,1976,0,0.0
479,1977,0,0.0
480,1980,0,0.0
481,1985,0,0.0
482,1989,0,0.0
483,1990,0,0.0
484,1995,0,0.0
485,1996,0,0.0
486,2000,0,0.0
487,2001,0,0.0
488,2010,0,0.0
489,2017,0,0.0
490,2019,0,0.0
491,2022,0,0.0
492,2032,0,0.0
493,2037,0,0.0
494,2049,0,0.0
495,2060,0,0.0
496,2065,0,0.0
497,2069,0,0.0
498,2071,0,0.0
499,2072,0,0.0
500,2074,0,0.0
501,2076,0,0.0
502,2077,0,0.0
503,2079,0,0.0
504,2085,0,0.0
505,2086,0,0.0
506,2089,0,0.0
507,2091,0,0.0
508,2092,0,0.0
509,2093,0,0.0
510,2094,0,0.0
511,2096,0,0.0
512,2099,0,0.0
513,2110,0,0.0
514,2114,0,0.0
515,2119,0,0.0
516,2121,0,0.0
517,2124,0,0.0
518,2127,0,0.0
519,2132,0,0.0
520,2134,0,0.0
521,2145,0,0.0
522,2149,0,0.0
523,2151,0,0.0
524,2152,0,0.0
525,2154,0,0.0
526,2157,0,0.0
527,2162,0,0.0
528,2165,0,0.0
529,2166,0,0.0
530,2170,0,0.0
531,2172,0,0.0
532,2174,0,0.0
533,2176,0,0.0
534,2180,0,0.0
535,2186,0,0.0
536,2191,0,0.0
537,2192,0,0.0
538,2204,0,0.0
539,2207,0,0.0
540,2210,0,0.0
541,2216,0,0.0
542,2217,0,0.0
543,2219,0,0.0
544,2221,0,0.0
545,2227,0,0.0
546,2230,0,0.0
547,2244,0,0.0
548,2251,0,0.0
549,2255,0,0.0
550,2259,0,0.0
551,2260,0,0.0
552,2269,0,0.0
553,2271,0,0.0
554,2274,0,0.0
555,2283,0,0.0
556,2287,0,0.0
557,2290,0,0.0
558,2300,0,0.0
559,2323,0,0.0
560,2325,0,0.0
561,2335,0,0.0
562,2340,0,0.0
563,2344,0,0.0
564,2349,0,0.0
565,2351,0,0.0
566,2365,0,0.0
567,2367,0,0.0
568,2371,0,0.0
569,2372,0,0.0
570,2373,0,0.0
571,2376,0,0.0
572,2380,0,0.0
573,2381,0,0.0
574,2382,0,0.0
575,2386,0,0.0
576,2387,0,0.0
577,2393,0,0.0
578,2395,0,0.0
579,2396,0,0.0
580,2399,0,0.0
581,2401,0,0.0
582,2402,0,0.0
583,2403,0,0.0
584,2405,0,0.0
585,2407,0,0.0
586,2419,0,0.0
587,2422,0,0.0
588,2442,0,0.0
589,2446,0,0.0
590,2449,0,0.0
591,2451,0,0.0
592,2452,0,0.0
593,2453,0,0.0
594,2456,0,0.0
595,2460,0,0.0
596,2462,0,0.0
597,2475,0,0.0
598,2476,0,0.0
599,2477,0,0.0
600,2487,0,0.0
601,2493,0,0.0
602,2496,0,0.0
603,2499,0,0.0
604,2504,0,0.0
605,2506,0,0.0
606,2510,0,0.0
607,2525,0,0.0
608,2529,0,0.0
609,2532,0,0.0
610,2540,0,0.0
611,2541,0,0.0
612,2546,0,0.0
613,2547,0,0.0
614,2550,0,0.0
615,2553,0,0.0
616,2557,0,0.0
617,2565,0,0.0
618,2569,0,0.0
619,2570,0,0.0
620,2575,0,0.0
621,2577,0,0.0
622,2579,0,0.0
623,2581,0,0.0
624,2584,0,0.0
625,2586,0,0.0
626,2590,0,0.0
627,2592,0,0.0
628,2599,0,0.0
629,2600,0,0.0
630,2601,0,0.0
631,2604,0,0.0
632,2605,0,0.0
633,2611,0,0.0
634,2614,0,0.0
635,2617,0,0.0
636,2619,0,0.0
637,2632,0,0.0
638,2635,0,0.0
639,2643,0,0.0
640,2650,0,0.0
641,2651,0,0.0
642,2656,0,0.0
643,2663,0,0.0
644,2672,0,0.0
645,2680,0,0.0
646,2681,0,0.0
647,2682,0,0.0
648,2685,0,0.0
649,2695,0,0.0
650,2700,0,0.0
651,2702,0,0.0
652,2704,0,0.0
653,2705,0,0.0
654,2716,0,0.0
655,2720,0,0.0
656,2722,0,0.0
657,2732,0,0.0
658,2735,0,0.0
659,2740,0,0.0
660,2750,0,0.0
661,2761,0,0.0
662,2779,0,0.0
663,2782,0,0.0
664,2784,0,0.0
665,2789,0,0.0
666,2790,0,0.0
667,2792,0,0.0
668,2793,0,0.0
669,2795,0,0.0
670,2797,0,0.0
671,2801,0,0.0
672,2804,0,0.0
673,2807,0,0.0
674,2811,0,0.0
675,2812,0,0.0
676,2815,0,0.0
677,2822,0,0.0
678,2824,0,0.0
679,2825,0,0.0
680,2829,0,0.0
681,2831,0,0.0
682,2833,0,0.0
683,2837,0,0.0
684,2842,0,0.0
685,2852,0,0.0
686,2855,0,0.0
687,2857,0,0.0
688,2860,0,0.0
689,2863,0,0.0
690,2867,0,0.0
691,2871,0,0.0
692,2877,0,0.0
693,2886,0,0.0
694,2907,0,0.0
695,2909,0,0.0
696,2920,0,0.0
697,2922,0,0.0
698,2924,0,0.0
699,2925,0,0.0
700,2927,0,0.0
701,2940,0,0.0
702,2941,0,0.0
703,2945,0,0.0
704,2946,0,0.0
705,2960,0,0.0
706,2961,0,0.0
707,2962,0,0.0
708,2965,0,0.0
709,2974,0,0.0
710,2976,0,0.0
711,2985,0,0.0
712,2990,0,0.0
713,2995,0,0.0
714,2997,0,0.0
715,3002,0,0.0
716,3003,0,0.0
717,3005,0,0.0
718,3010,0,0.0
719,3012,0,0.0
720,3014,0,0.0
721,3015,0,0.0
722,3019,0,0.0
723,3024,0,0.0
724,3025,0,0.0
725,3034,0,0.0
726,3039,0,0.0
727,3041,0,0.0
728,3047,0,0.0
729,3049,0,0.0
730,3050,0,0.0
731,3056,0,0.0
732,3061,0,0.0
733,3063,0,0.0
734,3064,0,0.0
735,3065,0,0.0
736,3070,0,0.0
737,3073,0,0.0
738,3084,0,0.0
739,3087,0,0.0
740,3089,0,0.0
741,3093,0,0.0
742,3095,0,0.0
743,3097,0,0.0
744,3099,0,0.0
745,3100,0,0.0
746,3102,0,0.0
747,3105,0,0.0
748,3107,0,0.0
749,3114,0,0.0
750,3116,0,0.0
751,3119,0,0.0
752,3126,0,0.0
753,3130,0,0.0
754,3131,0,0.0
755,3132,0,0.0
756,3133,0,0.0
757,3140,0,0.0
758,3141,0,0.0
759,3143,0,0.0
760,3144,0,0.0
761,3150,0,0.0
762,3152,0,0.0
763,3153,0,0.0
764,3154,0,0.0
765,3156,0,0.0
766,3160,0,0.0
767,3162,0,0.0
768,3165,0,0.0
769,3171,0,0.0
770,3175,0,0.0
771,3180,0,0.0
772,3189,0,0.0
773,3191,0,0.0
774,3193,0,0.0
775,3200,0,0.0
776,3206,0,0.0
777,3209,0,0.0
778,3210,0,0.0
779,3212,0,0.0
780,3213,0,0.0
781,3214,0,0.0
782,3217,0,0.0
783,3221,0,0.0
784,3224,0,0.0
785,3225,0,0.0
786,3231,0,0.0
787,3233,0,0.0
788,3239,0,0.0
789,3240,0,0.0
790,3243,0,0.0
791,3249,0,0.0
792,3250,0,0.0
793,3250,0,0.0
794,3253,0,0.0
795,3256,0,0.0
796,3260,0,0.0
797,3262,0,0.0
798,3263,0,0.0
799,3266,0,0.0
800,3267,0,0.0
801,3275,0,0.0
802,3277,0,0.0
803,3283,0,0.0
804,3291,0,0.0
805,3296,0,0.0
806,3299,0,0.0
807,3309,0,0.0
808,3332,0,0.0
809,3335,0,0.0
810,3336,0,0.0
811,3341,0,0.0
812,3346,0,0.0
813,3351,0,0.0
814,3356,0,0.0
815,3360,0,0.0
816,3370,0,0.0
817,3372,0,0.0
818,3377,0,0.0
819,3385,0,0.0
820,3386,0,0.0
821,3387,0,0.0
822,3394,0,0.0
823,3395,0,0.0
824,3405,0,0.0
825,3409,0,0.0
826,3410,0,0.0
827,3411,0,0.0
828,3420,0,0.0
829,3437,0,0.0
830,3449,0,0.0
831,3450,0,0.0
832,3451,0,0.0
833,3455,0,0.0
834,3457,0,0.0
835,3467,0,0.0
836,3470,0,0.0
837,3477,0,0.0
838,3484,0,0.0
839,3485,0,0.0
840,3486,0,0.0
841,3487,0,0.0
842,3492,0,0.0
843,3510,0,0.0
844,3520,0,0.0
845,3522,0,0.0
846,3524,0,0.0
847,3529,0,0.0
848,3533,0,0.0
849,3535,0,0.0
850,3536,0,0.0
851,3539,0,0.0
852,3542,0,0.0
853,3543,0,0.0
854,3544,0,0.0
855,3545,0,0.0
856,3547,0,0.0
857,3549,0,0.0
858,3555,0,0.0
859,3557,0,0.0
860,3559,0,0.0
861,3560,0,0.0
862,3572,0,0.0
863,3575,0,0.0
864,3582,0,0.0
865,3593,0,0.0
866,3594,0,0.0
867,3596,0,0.0
868,3599,0,0.0
869,3600,0,0.0
870,3602,0,0.0
871,3609,0,0.0
872,3611,0,0.0
873,3617,0,0.0
874,3625,0,0.0
875,3634,0,0.0
876,3637,0,0.0
877,3642,0,0.0
878,3646,0,0.0
879,3652,0,0.0
880,3655,0,0.0
881,3657,0,0.0
882,3661,0,0.0
883,3664,0,0.0
884,3667,0,0.0
885,3669,0,0.0
886,3672,0,0.0
887,3689,0,0.0
888,3696,0,0.0
889,3703,0,0.0
890,3706,0,0.0
891,3709,0,0.0
892,3711,0,0.0
893,3717,0,0.0
894,3720,0,0.0
895,3723,0,0.0
896,3725,0,0.0
897,3730,0,0.0
898,3736,0,0.0
899,3737,0,0.0
900,3739,0,0.0
901,3741,0,0.0
902,3749,0,0.0
903,3752,0,0.0
904,3754,0,0.0
905,3760,0,0.0
906,3763,0,0.0
907,3772,0,0.0
908,3777,0,0.0
909,3780,0,0.0
910,3783,0,0.0
911,3784,0,0.0
912,3793,0,0.0
913,3800,0,0.0
914,3802,0,0.0
915,3805,0,0.0
916,3806,0,0.0
917,3811,0,0.0
918,3812,0,0.0
919,3814,0,0.0
920,3816,0,0.0
921,3819,0,0.0
922,3820,0,0.0
923,3823,0,0.0
924,3836,0,0.0
925,3837,0,0.0
926,3840,0,0.0
927,3841,0,0.0
928,3843,0,0.0
929,3853,0,0.0
930,3854,0,0.0
931,3862,0,0.0
932,3869,0,0.0
933,3872,0,0.0
934,3875,0,0.0
935,3877,0,0.0
936,3885,0,0.0
937,3886,0,0.0
938,3889,0,0.0
939,3895,0,0.0
940,3896,0,0.0
941,3903,0,0.0
942,3906,0,0.0
943,3913,0,0.0
944,3914,0,0.0
945,3922,0,0.0
946,3927,0,0.0
947,3931,0,0.0
948,3933,0,0.0
949,3935,0,0.0
950,3936,0,0.0
951,3946,0,0.0
952,3950,0,0.0
953,3956,0,0.0
954,3957,0,0.0
955,3977,0,0.0
956,3983,0,0.0
957,3985,0,0.0
958,3989,0,0.0
959,3991,0,0.0
960,3993,0,0.0
961,3994,0,0.0
962,3996,0,0.0
963,3999,0,0.0
964,4000,0,0.0
965,4001,0,0.0
966,4003,0,0.0
967,4006,0,0.0
968,4013,0,0.0
969,4016,0,0.0
970,4019,0,0.0
971,4023,0,0.0
972,4030,0,0.0
973,4031,0,0.0
974,4036,0,0.0
975,4039,0,0.0
976,4041,0,0.0
977,4047,0,0.0
978,4050,0,0.0
979,4052,0,0.0
980,4053,0,0.0
981,4055,0,0.0
982,4056,0,0.0
983,4064,0,0.0
984,4066,0,0.0
985,4071,0,0.0
986,4082,0,0.0
987,4087,0,0.0
988,4094,0,0.0
989,4095,0,0.0
990,4097,0,0.0
991,4104,0,0.0
992,4106,0,0.0
993,4113,0,0.0
994,4114,0,0.0
995,4116,0,0.0
996,4122,0,0.0
997,4126,0,0.0
998,4132,0,0.0
999,4135,0,0.0
1000,4139,0,0.0
1001,4155,0,0.0
1002,4161,0,0.0
1003,4163,0,0.0
1004,4171,0,0.0
1005,4173,0,0.0
1006,4177,0,0.0
1007,4179,0,0.0
1008,4181,0,0.0
1009,4187,0,0.0
1010,4189,0,0.0
1011,4190,0,0.0
1012,4202,0,0.0
1013,4203,0,0.0
1014,4205,0,0.0
1015,4210,0,0.0
1016,4212,0,0.0
1017,4216,0,0.0
1018,4222,0,0.0
1019,4223,0,0.0
1020,4229,0,0.0
1021,4235,0,0.0
1022,4236,0,0.0
1023,4239,0,0.0
1024,4240,0,0.0
1025,4241,0,0.0
1026,4243,0,0.0
1027,4244,0,0.0
1028,4250,0,0.0
1029,4253,0,0.0
1030,4255,0,0.0
1031,4260,0,0.0
1032,4261,0,0.0
1033,4263,0,0.0
1034,4264,0,0.0
1035,4269,0,0.0
1036,4272,0,0.0
1037,4274,0,0.0
1038,4280,0,0.0
1039,4282,0,0.0
1040,4293,0,0.0
1041,4294,0,0.0
1042,4299,0,0.0
1043,4300,0,0.0
1044,4305,0,0.0
1045,4314,0,0.0
1046,4315,0,0.0
1047,4316,0,0.0
1048,4320,0,0.0
1049,4326,0,0.0
1050,4337,0,0.0
1051,4339,0,0.0
1052,4340,0,0.0
1053,4349,0,0.0
1054,4355,0,0.0
1055,4365,0,0.0
1056,4373,0,0.0
1057,4376,0,0.0
1058,4377,0,0.0
1059,4380,0,0.0
1060,4387,0,0.0
1061,4389,0,0.0
1062,4391,0,0.0
1063,4394,0,0.0
1064,4396,0,0.0
1065,4410,0,0.0
1066,4412,0,0.0
1067,4416,0,0.0
1068,4424,0,0.0
1069,4430,0,0.0
1070,4431,0,0.0
1071,4443,0,0.0
1072,4444,0,0.0
1073,4456,0,0.0
1074,4457,0,0.0
1075,4459,0,0.0
1076,4460,0,0.0
1077,4472,0,0.0
1078,4474,0,0.0
1079,4476,0,0.0
1080,4477,0,0.0
1081,4480,0,0.0
1082,4481,0,0.0
1083,4482,0,0.0
1084,4485,0,0.0
1085,4487,0,0.0
1086,4497,0,0.0
1087,4499,0,0.0
1088,4502,0,0.0
1089,4505,0,0.0
1090,4507,0,0.0
1091,4512,0,0.0
1092,4516,0,0.0
1093,4524,0,0.0
1094,4527,0,0.0
1095,4530,0,0.0
1096,4533,0,0.0
1097,4541,0,0.0
1098,4549,0,0.0
1099,4554,0,0.0
1100,4560,0,0.0
1101,4561,0,0.0
1102,4575,0,0.0
1103,4576,0,0.0
1104,4585,0,0.0
1105,4591,0,0.0
1106,4592,0,0.0
1107,4594,0,0.0
1108,4596,0,0.0
1109,4600,0,0.0
1110,4614,0,0.0
1111,4622,0,0.0
1112,4629,0,0.0
1113,4636,0,0.0
1114,4645,0,0.0
1115,4650,0,0.0
1116,4665,0,0.0
1117,4669,0,0.0
1118,4673,0,0.0
1119,4684,0,0.0
1120,4687,0,0.0
1121,4695,0,0.0
1122,4696,0,0.0
1123,4699,0,0.0
1124,4705,0,0.0
1125,4709,0,0.0
1126,4713,0,0.0
1127,4714,0,0.0
1128,4715,0,0.0
1129,4716,0,0.0
1130,4722,0,0.0
1131,4745,0,0.0
1132,4747,0,0.0
1133,4750,0,0.0
1134,4751,0,0.0
1135,4757,0,0.0
1136,4759,0,0.0
1137,4761,0,0.0
1138,4765,0,0.0
1139,4767,0,0.0
1140,4769,0,0.0
1141,4770,0,0.0
1142,4782,0,0.0
1143,4786,0,0.0
1144,4789,0,0.0
1145,4797,0,0.0
1146,4801,0,0.0
1147,4802,0,0.0
1148,4805,0,0.0
1149,4809,0,0.0
1150,4812,0,0.0
1151,4813,0,0.0
1152,4814,0,0.0
1153,4815,0,0.0
1154,4821,0,0.0
1155,4823,0,0.0
1156,4824,0,0.0
1157,4825,0,0.0
1158,4826,0,0.0
1159,4835,0,0.0
1160,4839,0,0.0
1161,4843,0,0.0
1162,4844,0,0.0
1163,4854,0,0.0
1164,4859,0,0.0
1165,4863,0,0.0
1166,4866,0,0.0
1167,4867,0,0.0
1168,4871,0,0.0
1169,4873,0,0.0
1170,4879,0,0.0
1171,4880,0,0.0
1172,4889,0,0.0
1173,4890,0,0.0
1174,4891,0,0.0
1175,4895,0,0.0
1176,4896,0,0.0
1177,4902,0,0.0
1178,4909,0,0.0
1179,4910,0,0.0
1180,4915,0,0.0
1181,4920,0,0.0
1182,4931,0,0.0
1183,4936,0,0.0
1184,4951,0,0.0
1185,4960,0,0.0
1186,4963,0,0.0
1187,4974,0,0.0
1188,4977,0,0.0
1189,4990,0,0.0
1190,4992,0,0.0
1191,4999,0,0.0
1192,5003,0,0.0
1193,5004,0,0.0
1194,5006,0,0.0
1195,5009,0,0.0
1196,5012,0,0.0
1197,5015,0,0.0
1198,5019,0,0.0
1199,5023,0,0.0
1200,5026,0,0.0
1201,5033,0,0.0
1202,5034,0,0.0
1203,5035,0,0.0
1204,5045,0,0.0
1205,5047,0,0.0
1206,5049,0,0.0
1207,5056,0,0.0
1208,5057,0,0.0
1209,5059,0,0.0
1210,5060,0,0.0
1211,5063,0,0.0
1212,5064,0,0.0
1213,5065,0,0.0
1214,5071,0,0.0
1215,5081,0,0.0
1216,5095,0,0.0
1217,5096,0,0.0
1218,5104,0,0.0
1219,5114,0,0.0
1220,5117,0,0.0
1221,5143,0,0.0
1222,5144,0,0.0
1223,5145,0,0.0
1224,5147,0,0.0
1225,5149,0,0.0
1226,5151,0,0.0
1227,5153,0,0.0
1228,5154,0,0.0
1229,5156,0,0.0
1230,5157,0,0.0
1231,5161,0,0.0
1232,5163,0,0.0
1233,5167,0,0.0
1234,5174,0,0.0
1235,5180,0,0.0
1236,5182,0,0.0
1237,5187,0,0.0
1238,5190,0,0.0
1239,5192,0,0.0
1240,5193,0,0.0
1241,5201,0,0.0
1242,5210,0,0.0
1243,5211,0,0.0
1244,5213,0,0.0
1245,5217,0,0.0
1246,5220,0,0.0
1247,5222,0,0.0
1248,5223,0,0.0
1249,5226,0,0.0
1250,5229,0,0.0
1251,5242,0,0.0
1252,5252,0,0.0
1253,5254,0,0.0
1254,5255,0,0.0
1255,5259,0,0.0
1256,5262,0,0.0
1257,5263,0,0.0
1258,5264,0,0.0
1259,5265,0,0.0
1260,5265,0,0.0
1261,5266,0,0.0
1262,5270,0,0.0
1263,5277,0,0.0
1264,5283,0,0.0
1265,5286,0,0.0
1266,5287,0,0.0
