,id,aid_related,aid_related_prediction
212,923,1,1.0
213,933,1,1.0
214,936,1,1.0
215,951,1,0.0
216,954,0,1.0
217,964,0,0.0
218,967,1,1.0
219,975,0,1.0
220,976,1,0.0
221,980,1,1.0
222,987,0,0.0
223,995,1,0.0
224,997,1,1.0
225,1000,0,0.0
226,1004,1,1.0
227,1012,1,1.0
228,1016,1,1.0
229,1022,1,1.0
230,1029,1,1.0
231,1031,0,1.0
232,1037,1,1.0
233,1039,0,0.0
234,1041,1,1.0
235,1043,1,1.0
236,1046,1,1.0
237,1047,1,1.0
238,1056,1,1.0
239,1057,1,1.0
240,1086,0,0.0
241,1099,1,1.0
242,1107,1,0.0
243,1124,1,0.0
244,1125,1,0.0
245,1130,1,1.0
246,1136,1,1.0
247,1139,1,1.0
248,1141,0,0.0
249,1144,1,0.0
250,1149,1,1.0
251,1156,0,0.0
252,1157,1,1.0
253,1162,1,0.0
254,1172,1,1.0
255,1174,1,1.0
256,1177,1,1.0
257,1181,1,1.0
258,1182,1,1.0
259,1184,0,0.0
260,1193,1,1.0
261,1194,1,0.0
262,1196,1,1.0
263,1200,0,0.0
264,1210,1,1.0
265,1230,0,0.0
266,1231,0,0.0
267,1235,1,1.0
268,1236,1,1.0
269,1237,1,0.0
270,1239,0,0.0
271,1249,1,1.0
272,1250,1,1.0
273,1253,1,1.0
274,1254,1,1.0
275,1257,0,1.0
276,1260,0,0.0
277,1262,1,1.0
278,1263,1,0.0
279,1270,1,1.0
280,1274,1,1.0
281,1275,1,1.0
282,1279,1,0.0
283,1283,0,0.0
284,1285,0,0.0
285,1286,1,1.0
286,1292,1,1.0
287,1293,0,1.0
288,1295,1,1.0
289,1299,1,1.0
290,1300,1,1.0
291,1320,0,1.0
292,1321,1,1.0
293,1326,1,1.0
294,1339,1,1.0
295,1340,0,0.0
296,1356,0,0.0
297,1359,1,1.0
298,1365,0,0.0
299,1370,1,1.0
300,1373,1,1.0
301,1374,0,0.0
302,1381,0,0.0
303,1383,0,0.0
304,1385,0,0.0
305,1396,1,1.0
306,1397,1,1.0
307,1399,0,0.0
308,1400,1,1.0
309,1404,0,0.0
310,1405,1,0.0
311,1415,1,1.0
312,1416,1,1.0
313,1419,1,1.0
314,1422,1,1.0
315,1426,1,1.0
316,1427,1,0.0
317,1444,0,1.0
318,1446,1,1.0
319,1447,0,0.0
320,1449,1,0.0
321,1450,0,0.0
322,1451,0,1.0
323,1459,0,1.0
324,1460,0,1.0
325,1461,1,1.0
326,1463,1,1.0
327,1464,0,0.0
328,1472,0,0.0
329,1473,0,0.0
330,1480,1,1.0
331,1481,0,1.0
332,1484,1,0.0
333,1489,1,0.0
334,1492,1,1.0
335,1494,1,1.0
336,1497,1,1.0
337,1499,1,1.0
338,1502,0,0.0
339,1504,1,1.0
340,1505,0,1.0
341,1507,1,0.0
342,1509,0,1.0
343,1510,1,0.0
344,1514,1,1.0
345,1519,1,0.0
346,1524,1,0.0
347,1533,1,1.0
348,1541,0,1.0
349,1543,0,0.0
350,1545,1,1.0
351,1546,1,0.0
352,1547,0,1.0
353,1553,0,0.0
354,1555,1,0.0
355,1556,1,1.0
356,1557,1,0.0
357,1562,1,1.0
358,1566,0,1.0
359,1572,0,0.0
360,1574,1,0.0
361,1576,0,0.0
362,1577,0,1.0
363,1584,1,0.0
364,1586,1,1.0
365,1592,0,0.0
366,1594,0,0.0
367,1595,0,0.0
368,1599,0,1.0
369,1601,0,0.0
370,1602,0,0.0
371,1606,0,0.0
372,1610,0,0.0
373,1616,0,0.0
374,1625,0,0.0
375,1626,0,1.0
376,1629,0,0.0
377,1631,0,0.0
378,1632,0,0.0
379,1633,0,0.0
380,1640,0,0.0
381,1641,1,1.0
382,1642,0,0.0
383,1645,0,0.0
384,1649,0,0.0
385,1657,0,1.0
386,1664,0,1.0
387,1669,0,0.0
388,1670,0,1.0
389,1671,1,1.0
390,1674,0,0.0
391,1675,1,1.0
392,1683,1,0.0
393,1685,0,0.0
394,1693,0,0.0
395,1703,0,0.0
396,1711,0,0.0
397,1715,0,0.0
398,1716,1,1.0
399,1720,0,0.0
400,1725,1,1.0
401,1731,0,0.0
402,1734,0,0.0
403,1739,1,0.0
404,1743,0,0.0
405,1744,0,1.0
406,1752,0,1.0
407,1754,1,1.0
408,1763,1,1.0
409,1764,1,0.0
410,1766,1,0.0
411,1769,1,1.0
412,1775,0,0.0
413,1782,0,0.0
414,1785,0,0.0
415,1791,0,1.0
416,1793,0,0.0
417,1803,0,1.0
418,1809,0,0.0
419,1811,1,1.0
420,1812,0,0.0
421,1814,1,0.0
422,1822,1,1.0
423,1826,1,0.0
424,1829,0,0.0
425,1835,1,1.0
426,1845,0,0.0
427,1851,0,1.0
428,1854,0,0.0
429,1859,1,1.0
430,1866,0,1.0
431,1870,0,0.0
432,1877,0,1.0
433,1879,0,0.0
434,1880,1,0.0
435,1884,1,1.0
436,1885,1,1.0
437,1886,0,0.0
438,1887,0,0.0
439,1894,1,1.0
440,1899,0,1.0
441,1900,0,0.0
442,1901,0,1.0
443,1903,0,0.0
444,1904,1,0.0
445,1910,0,1.0
446,1917,0,0.0
447,1923,1,1.0
448,1929,1,1.0
449,1933,1,1.0
450,1939,0,0.0
451,1941,1,1.0
452,1942,1,1.0
453,1944,1,1.0
454,1950,1,1.0
455,1956,1,1.0
456,1957,1,1.0
457,1963,0,0.0
458,1970,1,1.0
459,1973,1,1.0
460,1974,0,0.0
461,1980,0,0.0
462,1985,0,0.0
463,1990,0,0.0
464,2002,0,0.0
465,2011,0,0.0
466,2012,0,0.0
467,2013,0,0.0
468,2019,1,0.0
469,2020,0,0.0
470,2025,1,1.0
471,2029,0,0.0
472,2032,1,0.0
473,2034,1,1.0
474,2041,1,1.0
475,2045,0,0.0
476,2047,0,0.0
477,2056,1,1.0
478,2057,0,0.0
479,2059,1,1.0
480,2062,1,0.0
481,2065,0,1.0
482,2066,1,0.0
483,2070,1,1.0
484,2074,1,1.0
485,2076,0,0.0
486,2077,0,0.0
487,2085,0,1.0
488,2087,1,1.0
489,2091,1,1.0
490,2097,1,1.0
491,2107,1,1.0
492,2110,1,1.0
493,2114,1,0.0
494,2115,0,0.0
495,2122,1,1.0
496,2126,1,1.0
497,2127,1,1.0
498,2132,1,1.0
499,2146,0,0.0
500,2154,1,1.0
501,2157,1,0.0
502,2161,1,0.0
503,2164,0,0.0
504,2166,0,0.0
505,2172,0,0.0
506,2174,0,1.0
507,2176,0,0.0
508,2180,0,0.0
509,2184,1,1.0
510,2189,0,0.0
511,2192,0,0.0
512,2194,1,1.0
513,2199,1,1.0
514,2200,1,1.0
515,2206,0,0.0
516,2210,0,0.0
517,2211,0,0.0
518,2212,0,0.0
519,2213,0,0.0
520,2214,0,0.0
521,2216,1,1.0
522,2219,0,0.0
523,2222,0,0.0
524,2223,0,1.0
525,2229,1,1.0
526,2230,1,1.0
527,2250,0,0.0
528,2256,1,1.0
529,2261,0,0.0
530,2262,0,0.0
531,2264,1,1.0
532,2267,0,1.0
533,2274,0,0.0
534,2276,0,0.0
535,2277,0,0.0
536,2293,0,0.0
537,2296,1,1.0
538,2297,0,0.0
539,2303,0,0.0
540,2305,0,0.0
541,2314,0,0.0
542,2321,0,0.0
543,2325,1,1.0
544,2326,1,0.0
545,2336,1,1.0
546,2345,1,1.0
547,2349,0,1.0
548,2350,1,1.0
549,2359,1,1.0
550,2369,1,1.0
551,2373,1,1.0
552,2374,0,1.0
553,2375,0,0.0
554,2382,1,1.0
555,2391,1,1.0
556,2393,1,1.0
557,2396,0,0.0
558,2397,1,1.0
559,2399,1,0.0
560,2403,0,0.0
561,2410,0,0.0
562,2411,1,0.0
563,2412,1,0.0
564,2413,0,0.0
565,2414,0,0.0
566,2416,1,1.0
567,2420,0,0.0
568,2423,1,1.0
569,2424,0,0.0
570,2425,0,0.0
571,2427,0,1.0
572,2432,0,1.0
573,2446,0,0.0
574,2449,1,1.0
575,2455,1,1.0
576,2457,1,0.0
577,2471,1,1.0
578,2473,0,0.0
579,2476,0,0.0
580,2477,0,0.0
581,2479,1,1.0
582,2481,1,1.0
583,2486,0,1.0
584,2487,0,1.0
585,2495,0,1.0
586,2499,1,1.0
587,2503,0,1.0
588,2512,1,1.0
589,2516,0,1.0
590,2522,0,0.0
591,2530,1,1.0
592,2531,1,0.0
593,2534,0,0.0
594,2537,1,1.0
595,2540,1,1.0
596,2541,1,0.0
597,2543,1,1.0
598,2547,0,0.0
599,2549,1,1.0
600,2550,1,1.0
601,2551,1,0.0
602,2553,1,1.0
603,2563,1,1.0
604,2564,0,1.0
605,2570,1,1.0
606,2573,1,1.0
607,2574,1,1.0
608,2575,1,1.0
609,2577,1,1.0
610,2580,1,1.0
611,2582,1,1.0
612,2584,0,0.0
613,2586,1,1.0
614,2589,1,1.0
615,2592,1,0.0
616,2594,1,1.0
617,2596,1,0.0
618,2601,0,1.0
619,2603,0,0.0
620,2605,1,1.0
621,2606,0,1.0
622,2607,1,1.0
623,2610,0,0.0
624,2613,0,0.0
625,2614,0,0.0
626,2622,1,1.0
627,2625,0,0.0
628,2626,0,0.0
629,2627,1,1.0
630,2634,1,1.0
631,2635,1,1.0
632,2650,0,0.0
633,2660,1,1.0
634,2669,1,1.0
635,2677,0,0.0
636,2679,0,0.0
637,2680,0,1.0
638,2689,1,0.0
639,2693,1,1.0
640,2694,0,1.0
641,2696,0,0.0
642,2697,0,0.0
643,2706,1,0.0
644,2712,1,1.0
645,2715,0,0.0
646,2716,0,0.0
647,2719,1,1.0
648,2727,1,1.0
649,2730,1,1.0
650,2744,1,1.0
651,2746,1,1.0
652,2753,0,1.0
653,2755,1,1.0
654,2759,1,1.0
655,2769,0,1.0
656,2770,1,1.0
657,2773,0,1.0
658,2774,1,1.0
659,2777,1,1.0
660,2779,0,0.0
661,2780,0,0.0
662,2781,1,1.0
663,2790,1,0.0
664,2801,0,0.0
665,2802,1,1.0
666,2803,0,1.0
667,2805,1,1.0
668,2809,1,1.0
669,2816,1,1.0
670,2821,1,1.0
671,2822,1,1.0
672,2823,0,0.0
673,2825,0,0.0
674,2831,0,0.0
675,2833,1,0.0
676,2837,1,0.0
677,2849,1,0.0
678,2850,1,1.0
679,2853,0,0.0
680,2854,1,1.0
681,2855,0,1.0
682,2856,1,1.0
683,2857,1,0.0
684,2860,0,1.0
685,2864,1,1.0
686,2869,0,1.0
687,2876,0,0.0
688,2879,0,0.0
689,2881,1,1.0
690,2882,1,1.0
691,2883,1,1.0
692,2884,0,0.0
693,2885,0,0.0
694,2886,0,0.0
695,2894,0,1.0
696,2897,1,1.0
697,2900,0,0.0
698,2901,1,1.0
699,2902,1,1.0
700,2909,1,1.0
701,2913,0,1.0
702,2915,1,0.0
703,2921,0,0.0
704,2922,0,0.0
705,2924,1,1.0
706,2929,0,0.0
707,2930,0,1.0
708,2931,1,0.0
709,2933,1,1.0
710,2936,0,1.0
711,2942,0,1.0
712,2946,1,1.0
713,2951,1,1.0
714,2954,1,1.0
715,2955,0,1.0
716,2956,0,1.0
717,2957,0,0.0
718,2959,0,1.0
719,2962,1,1.0
720,2965,0,0.0
721,2966,1,1.0
722,2967,1,0.0
723,2972,0,1.0
724,2974,1,1.0
725,2976,1,1.0
726,2980,1,1.0
727,2989,1,1.0
728,2993,1,1.0
729,2996,1,1.0
730,3000,1,0.0
731,3010,1,0.0
732,3015,1,0.0
733,3022,1,0.0
734,3023,0,1.0
735,3029,1,1.0
736,3031,1,1.0
737,3033,1,1.0
738,3035,1,1.0
739,3036,1,1.0
740,3037,0,1.0
741,3039,1,1.0
742,3040,1,1.0
743,3051,1,0.0
744,3055,1,1.0
745,3056,0,0.0
746,3060,1,1.0
747,3064,1,1.0
748,3066,0,0.0
749,3067,0,0.0
750,3080,1,1.0
751,3083,0,0.0
752,3092,1,1.0
753,3095,1,1.0
754,3099,0,1.0
755,3105,0,0.0
756,3113,1,1.0
757,3114,0,1.0
758,3121,1,0.0
759,3124,0,1.0
760,3125,0,1.0
761,3126,1,1.0
762,3131,0,0.0
763,3132,1,0.0
764,3134,1,1.0
765,3141,1,1.0
766,3142,1,1.0
767,3144,1,1.0
768,3163,1,1.0
769,3165,1,1.0
770,3171,1,1.0
771,3180,1,1.0
772,3194,0,0.0
773,3197,1,1.0
774,3206,0,0.0
775,3213,1,1.0
776,3216,1,1.0
777,3221,0,0.0
778,3224,0,1.0
779,3229,1,0.0
780,3236,1,1.0
781,3237,0,0.0
782,3239,1,1.0
783,3243,0,1.0
784,3247,1,1.0
785,3249,1,0.0
786,3250,0,1.0
787,3253,1,1.0
788,3254,1,1.0
789,3260,1,1.0
790,3262,1,1.0
791,3265,1,1.0
792,3267,0,0.0
793,3273,1,1.0
794,3277,0,0.0
795,3287,0,1.0
796,3296,1,1.0
797,3297,1,1.0
798,3299,1,1.0
799,3301,1,1.0
800,3306,1,0.0
801,3309,0,0.0
802,3310,1,1.0
803,3314,1,0.0
804,3322,0,0.0
805,3345,0,1.0
806,3346,1,1.0
807,3347,0,0.0
808,3352,1,1.0
809,3360,0,0.0
810,3366,1,1.0
811,3370,0,0.0
812,3371,1,1.0
813,3374,0,1.0
814,3383,0,0.0
815,3396,1,1.0
816,3399,1,1.0
817,3402,1,1.0
818,3405,0,0.0
819,3413,0,1.0
820,3414,0,0.0
821,3419,0,1.0
822,3420,0,1.0
823,3421,1,1.0
824,3422,1,0.0
825,3430,0,0.0
826,3431,0,0.0
827,3432,0,0.0
828,3433,0,1.0
829,3440,1,1.0
830,3449,0,0.0
831,3450,1,0.0
832,3457,0,0.0
833,3460,0,0.0
834,3464,1,0.0
835,3465,1,1.0
836,3470,1,1.0
837,3477,0,1.0
838,3486,1,1.0
839,3499,1,1.0
840,3506,0,0.0
841,3509,1,1.0
842,3513,1,0.0
843,3516,1,1.0
844,3520,1,1.0
845,3522,1,1.0
846,3526,0,0.0
847,3533,0,1.0
848,3540,1,1.0
849,3544,0,1.0
850,3550,1,1.0
851,3551,0,1.0
852,3573,0,0.0
853,3577,0,0.0
854,3590,0,0.0
855,3596,1,0.0
856,3600,0,0.0
857,3604,0,1.0
858,3607,1,1.0
859,3612,0,0.0
860,3613,0,0.0
861,3616,1,1.0
862,3617,0,0.0
863,3621,1,0.0
864,3630,0,1.0
865,3631,0,1.0
866,3635,1,1.0
867,3637,1,1.0
868,3639,1,1.0
869,3646,1,1.0
870,3656,1,1.0
871,3657,0,1.0
872,3661,1,1.0
873,3663,0,1.0
874,3679,1,1.0
875,3686,0,0.0
876,3690,1,0.0
877,3691,1,1.0
878,3692,1,1.0
879,3694,0,0.0
880,3701,1,1.0
881,3702,1,0.0
882,3715,0,1.0
883,3717,0,0.0
884,3724,1,1.0
885,3725,1,1.0
886,3727,1,1.0
887,3729,1,0.0
888,3737,1,0.0
889,3739,1,0.0
890,3741,1,1.0
891,3745,0,1.0
892,3746,0,1.0
893,3747,0,1.0
894,3752,1,1.0
895,3755,1,1.0
896,3756,0,1.0
897,3761,0,0.0
898,3762,1,1.0
899,3775,0,0.0
900,3777,1,1.0
901,3780,1,0.0
902,3785,0,0.0
903,3800,0,0.0
904,3816,1,1.0
905,3821,0,0.0
906,3823,1,1.0
907,3827,1,0.0
908,3829,1,1.0
909,3831,0,0.0
910,3834,1,1.0
911,3836,1,1.0
912,3839,1,1.0
913,3840,0,1.0
914,3841,0,0.0
915,3842,1,0.0
916,3846,0,0.0
917,3853,0,1.0
918,3855,1,1.0
919,3856,1,0.0
920,3857,1,1.0
921,3859,0,1.0
922,3866,0,0.0
923,3876,0,0.0
924,3881,0,1.0
925,3884,0,1.0
926,3885,0,1.0
927,3886,0,1.0
928,3890,0,0.0
929,3891,1,0.0
930,3894,0,0.0
931,3896,0,1.0
932,3899,1,1.0
933,3907,1,0.0
934,3910,0,0.0
935,3912,0,0.0
936,3913,0,1.0
937,3914,0,0.0
938,3916,0,0.0
939,3923,0,1.0
940,3926,0,0.0
941,3927,0,0.0
942,3930,0,0.0
943,3934,1,1.0
944,3936,0,1.0
945,3937,0,0.0
946,3940,0,0.0
947,3945,1,1.0
948,3946,1,1.0
949,3947,1,1.0
950,3954,1,1.0
951,3955,0,0.0
952,3957,0,0.0
953,3963,1,1.0
954,3964,0,1.0
955,3974,1,1.0
956,3981,1,0.0
957,3982,1,1.0
958,3985,0,0.0
959,3986,0,0.0
960,3992,0,0.0
961,3995,0,1.0
962,3999,0,0.0
963,4004,0,0.0
964,4005,0,1.0
965,4007,1,1.0
966,4009,1,1.0
967,4010,1,1.0
968,4011,1,1.0
969,4014,0,0.0
970,4016,1,1.0
971,4019,0,0.0
972,4030,0,1.0
973,4031,0,0.0
974,4034,0,0.0
975,4037,0,1.0
976,4041,1,1.0
977,4043,1,1.0
978,4044,0,0.0
979,4046,0,1.0
980,4049,1,1.0
981,4050,1,1.0
982,4051,1,1.0
983,4056,1,0.0
984,4064,1,1.0
985,4065,1,1.0
986,4066,1,1.0
987,4076,0,0.0
988,4079,1,1.0
989,4080,1,1.0
990,4082,0,0.0
991,4083,1,1.0
992,4096,0,0.0
993,4097,0,1.0
994,4105,1,1.0
995,4109,1,0.0
996,4115,0,0.0
997,4122,0,0.0
998,4123,0,1.0
999,4126,0,1.0
1000,4131,1,0.0
1001,4133,1,1.0
1002,4137,0,0.0
1003,4144,0,0.0
1004,4152,0,1.0
1005,4155,1,1.0
1006,4161,1,1.0
1007,4163,0,0.0
1008,4166,1,0.0
1009,4173,0,0.0
1010,4175,0,0.0
1011,4177,1,1.0
1012,4179,1,0.0
1013,4187,1,1.0
1014,4192,1,1.0
1015,4197,0,0.0
1016,4200,0,0.0
1017,4201,1,1.0
1018,4202,0,0.0
1019,4206,0,0.0
1020,4209,1,1.0
1021,4210,1,1.0
1022,4211,0,1.0
1023,4215,0,0.0
1024,4217,0,0.0
1025,4222,1,1.0
1026,4223,0,0.0
1027,4224,1,1.0
1028,4232,1,0.0
1029,4233,0,0.0
1030,4240,1,1.0
1031,4244,1,1.0
1032,4249,0,1.0
1033,4251,1,1.0
1034,4252,0,1.0
1035,4254,1,0.0
1036,4259,1,1.0
1037,4261,1,1.0
1038,4262,1,1.0
1039,4267,1,1.0
1040,4269,0,0.0
1041,4281,1,0.0
1042,4284,0,1.0
1043,4291,1,1.0
1044,4293,0,0.0
1045,4299,1,0.0
1046,4301,0,0.0
1047,4309,1,1.0
1048,4315,0,0.0
1049,4320,0,1.0
1050,4321,0,1.0
1051,4326,1,1.0
1052,4330,0,1.0
1053,4331,1,1.0
1054,4336,1,1.0
1055,4346,0,0.0
1056,4349,1,1.0
1057,4354,1,1.0
1058,4360,1,1.0
1059,4361,1,1.0
1060,4364,0,0.0
1061,4379,0,0.0
1062,4383,0,0.0
1063,4385,1,1.0
1064,4386,0,0.0
1065,4389,1,1.0
1066,4390,0,0.0
1067,4391,1,1.0
1068,4392,1,1.0
1069,4394,0,1.0
1070,4395,0,1.0
1071,4400,1,1.0
1072,4404,0,1.0
1073,4406,1,1.0
1074,4419,0,1.0
1075,4424,1,0.0
1076,4430,0,1.0
1077,4433,1,1.0
1078,4434,0,0.0
1079,4435,0,0.0
1080,4436,1,1.0
1081,4442,0,0.0
1082,4445,1,1.0
1083,4447,0,1.0
1084,4449,0,0.0
1085,4450,0,1.0
1086,4455,0,1.0
1087,4462,1,1.0
1088,4463,1,0.0
1089,4472,0,1.0
1090,4475,1,1.0
1091,4477,0,1.0
1092,4481,0,0.0
1093,4486,0,0.0
1094,4487,0,1.0
1095,4490,1,1.0
1096,4492,0,0.0
1097,4496,1,1.0
1098,4497,1,1.0
1099,4501,1,1.0
1100,4504,0,1.0
1101,4505,0,0.0
1102,4514,1,0.0
1103,4516,1,1.0
1104,4521,1,1.0
1105,4524,0,0.0
1106,4527,0,1.0
1107,4530,0,0.0
1108,4531,1,0.0
1109,4541,0,0.0
1110,4542,0,0.0
1111,4546,1,1.0
1112,4547,0,0.0
1113,4549,1,0.0
1114,4554,0,0.0
1115,4556,0,1.0
1116,4557,1,1.0
1117,4562,1,0.0
1118,4566,0,0.0
1119,4572,0,0.0
1120,4573,1,1.0
1121,4575,1,1.0
1122,4577,0,0.0
1123,4580,0,1.0
1124,4581,0,0.0
1125,4583,1,1.0
1126,4584,0,0.0
1127,4587,1,1.0
1128,4593,0,0.0
1129,4600,1,1.0
1130,4601,1,1.0
1131,4604,0,0.0
1132,4605,1,1.0
1133,4611,0,0.0
1134,4614,0,0.0
1135,4617,0,1.0
1136,4619,0,0.0
1137,4620,1,1.0
1138,4625,1,1.0
1139,4630,0,0.0
1140,4631,1,1.0
1141,4632,1,1.0
1142,4644,0,0.0
1143,4652,0,1.0
1144,4656,1,1.0
1145,4659,1,1.0
1146,4664,0,0.0
1147,4667,1,1.0
1148,4675,1,1.0
1149,4676,1,1.0
1150,4677,0,0.0
1151,4680,0,0.0
1152,4684,0,0.0
1153,4686,1,1.0
1154,4692,0,0.0
1155,4694,1,0.0
1156,4699,0,1.0
1157,4701,0,1.0
1158,4702,1,1.0
1159,4704,0,1.0
1160,4705,0,0.0
1161,4713,0,1.0
1162,4715,0,1.0
1163,4719,1,1.0
1164,4720,1,1.0
1165,4722,1,1.0
1166,4723,1,0.0
1167,4724,0,1.0
1168,4725,0,0.0
1169,4726,1,1.0
1170,4733,0,1.0
1171,4735,1,0.0
1172,4741,1,1.0
1173,4742,0,0.0
1174,4747,1,1.0
1175,4752,1,0.0
1176,4753,1,1.0
1177,4760,0,0.0
1178,4763,0,0.0
1179,4769,1,0.0
1180,4774,1,1.0
1181,4782,0,0.0
1182,4783,0,0.0
1183,4786,0,0.0
1184,4789,0,0.0
1185,4792,0,0.0
1186,4793,1,1.0
1187,4799,0,0.0
1188,4809,1,0.0
1189,4810,1,1.0
1190,4812,0,0.0
1191,4819,0,0.0
1192,4822,0,0.0
1193,4823,0,0.0
1194,4826,1,1.0
1195,4829,0,0.0
1196,4833,1,1.0
1197,4835,0,1.0
1198,4836,1,0.0
1199,4837,1,1.0
1200,4840,0,0.0
1201,4842,1,1.0
1202,4854,0,1.0
1203,4855,0,0.0
1204,4859,1,1.0
1205,4861,0,1.0
1206,4862,1,0.0
1207,4864,1,0.0
1208,4873,1,1.0
1209,4876,0,0.0
1210,4881,1,0.0
1211,4884,0,0.0
1212,4886,0,0.0
1213,4889,0,1.0
1214,4891,1,0.0
1215,4894,1,1.0
1216,4900,1,1.0
1217,4902,1,1.0
1218,4905,0,0.0
1219,4906,1,1.0
1220,4913,0,0.0
1221,4914,0,0.0
1222,4920,0,0.0
1223,4927,0,1.0
1224,4934,1,1.0
1225,4935,1,0.0
1226,4936,0,1.0
1227,4939,1,1.0
1228,4940,1,0.0
1229,4944,1,1.0
1230,4950,1,1.0
1231,4956,0,0.0
1232,4959,1,1.0
1233,4960,0,0.0
1234,4963,0,1.0
1235,4974,1,1.0
1236,4975,0,1.0
1237,4982,0,0.0
1238,4984,0,1.0
1239,4987,1,1.0
1240,4990,1,0.0
1241,4991,1,1.0
1242,4993,0,1.0
1243,4999,1,1.0
1244,5003,1,1.0
1245,5009,0,0.0
1246,5010,0,0.0
1247,5011,0,0.0
1248,5025,0,0.0
1249,5026,1,1.0
1250,5029,0,0.0
1251,5030,0,0.0
1252,5032,0,1.0
1253,5033,0,0.0
1254,5037,1,1.0
1255,5040,0,0.0
1256,5050,1,0.0
1257,5051,1,1.0
1258,5053,0,0.0
1259,5056,0,0.0
1260,5057,1,0.0
1261,5059,1,0.0
1262,5061,1,1.0
1263,5064,0,0.0
1264,5066,0,0.0
