,id,death,death_prediction
105,494,0,0.0
106,497,0,0.0
107,511,0,0.0
108,514,0,0.0
109,520,0,0.0
110,527,0,0.0
111,529,0,0.0
112,532,0,0.0
113,536,0,0.0
114,539,0,0.0
115,540,0,0.0
116,550,0,0.0
117,552,0,0.0
118,557,0,0.0
119,566,0,0.0
120,574,0,0.0
121,575,0,0.0
122,580,0,0.0
123,583,0,0.0
124,585,0,0.0
125,589,1,0.0
126,592,0,0.0
127,596,0,0.0
128,599,0,0.0
129,600,0,0.0
130,602,0,0.0
131,617,0,0.0
132,622,0,0.0
133,629,0,0.0
134,634,0,0.0
135,635,1,0.0
136,636,0,0.0
137,657,0,0.0
138,660,0,0.0
139,666,0,0.0
140,673,0,0.0
141,674,0,0.0
142,679,0,0.0
143,681,0,0.0
144,683,0,0.0
145,685,0,0.0
146,687,0,0.0
147,695,0,0.0
148,701,0,0.0
149,714,0,0.0
150,727,1,0.0
151,730,0,0.0
152,733,0,0.0
153,735,0,0.0
154,737,0,0.0
155,745,0,0.0
156,749,0,0.0
157,752,0,0.0
158,756,0,0.0
159,759,0,0.0
160,763,1,0.0
161,769,0,0.0
162,770,0,0.0
163,773,0,0.0
164,775,0,0.0
165,776,0,0.0
166,781,0,0.0
167,789,0,0.0
168,796,0,0.0
169,811,0,0.0
170,812,0,0.0
171,813,0,0.0
172,816,0,0.0
173,820,0,0.0
174,829,0,0.0
175,834,0,0.0
176,835,0,0.0
177,841,0,0.0
178,842,0,0.0
179,845,0,0.0
180,847,0,0.0
181,849,0,0.0
182,854,0,0.0
183,857,0,0.0
184,859,0,0.0
185,860,0,0.0
186,862,0,0.0
187,865,0,0.0
188,866,0,0.0
189,872,0,0.0
190,875,0,0.0
191,876,0,0.0
192,885,0,0.0
193,887,0,0.0
194,894,0,0.0
195,897,0,0.0
196,901,0,0.0
197,913,0,0.0
198,914,0,0.0
199,916,0,0.0
200,923,1,0.0
201,925,0,0.0
202,926,0,0.0
203,933,0,0.0
204,940,1,0.0
205,947,0,0.0
206,949,0,0.0
207,952,0,0.0
208,959,0,0.0
209,966,0,0.0
210,967,0,0.0
211,970,0,0.0
212,971,0,0.0
213,973,0,0.0
214,983,0,0.0
215,989,0,0.0
216,990,0,0.0
217,991,0,0.0
218,996,0,0.0
219,1007,0,0.0
220,1012,0,0.0
221,1015,0,0.0
222,1016,0,0.0
223,1021,0,0.0
224,1022,0,0.0
225,1030,0,0.0
226,1031,0,1.0
227,1041,0,0.0
228,1047,0,0.0
229,1049,0,0.0
230,1053,0,0.0
231,1057,0,0.0
232,1070,0,0.0
233,1077,0,0.0
234,1080,0,0.0
235,1084,0,0.0
236,1089,0,0.0
237,1094,0,0.0
238,1095,0,0.0
239,1096,0,0.0
240,1097,0,0.0
241,1101,0,0.0
242,1110,0,0.0
243,1111,0,0.0
244,1120,0,0.0
245,1124,0,0.0
246,1125,0,0.0
247,1127,0,0.0
248,1129,0,0.0
249,1131,0,0.0
250,1136,0,0.0
251,1149,1,0.0
252,1150,0,0.0
253,1155,1,0.0
254,1156,0,0.0
255,1162,0,0.0
256,1176,0,0.0
257,1180,0,0.0
258,1185,0,0.0
259,1187,0,0.0
260,1197,0,0.0
261,1207,0,0.0
262,1211,0,0.0
263,1215,0,0.0
264,1217,0,0.0
265,1220,0,0.0
266,1223,0,0.0
267,1230,0,0.0
268,1232,0,0.0
269,1233,0,0.0
270,1237,0,0.0
271,1243,0,0.0
272,1252,0,0.0
273,1253,0,0.0
274,1256,0,0.0
275,1257,0,0.0
276,1260,0,0.0
277,1263,0,0.0
278,1270,0,0.0
279,1274,0,0.0
280,1275,0,0.0
281,1283,0,0.0
282,1284,0,0.0
283,1285,0,0.0
284,1301,0,0.0
285,1306,0,0.0
286,1307,0,0.0
287,1315,0,0.0
288,1317,0,0.0
289,1320,0,0.0
290,1321,1,0.0
291,1326,0,0.0
292,1333,0,0.0
293,1344,0,0.0
294,1346,0,0.0
295,1347,0,0.0
296,1351,0,0.0
297,1359,0,0.0
298,1365,0,0.0
299,1367,0,0.0
300,1369,0,0.0
301,1376,0,0.0
302,1382,0,0.0
303,1387,0,0.0
304,1392,0,0.0
305,1400,1,0.0
306,1413,0,0.0
307,1414,0,0.0
308,1417,1,0.0
309,1420,0,0.0
310,1421,0,0.0
311,1424,0,0.0
312,1425,0,0.0
313,1426,0,0.0
314,1427,0,0.0
315,1442,0,0.0
316,1446,0,0.0
317,1447,0,0.0
318,1449,0,0.0
319,1452,0,0.0
320,1453,0,0.0
321,1457,0,0.0
322,1465,0,0.0
323,1467,0,0.0
324,1469,0,0.0
325,1470,0,0.0
326,1480,0,0.0
327,1490,0,0.0
328,1491,0,1.0
329,1493,0,0.0
330,1495,0,0.0
331,1504,0,0.0
332,1505,0,0.0
333,1507,0,0.0
334,1509,0,0.0
335,1511,0,0.0
336,1512,0,0.0
337,1516,0,0.0
338,1519,0,0.0
339,1520,0,0.0
340,1522,0,0.0
341,1525,0,0.0
342,1530,0,0.0
343,1532,0,0.0
344,1534,0,0.0
345,1536,0,0.0
346,1537,0,0.0
347,1539,0,0.0
348,1540,1,0.0
349,1542,0,0.0
350,1546,0,0.0
351,1551,0,0.0
352,1554,0,0.0
353,1561,0,0.0
354,1564,0,0.0
355,1566,0,0.0
356,1567,0,0.0
357,1572,0,0.0
358,1577,0,0.0
359,1584,0,0.0
360,1586,0,0.0
361,1589,0,0.0
362,1602,0,0.0
363,1605,0,0.0
364,1606,0,0.0
365,1609,0,0.0
366,1610,0,0.0
367,1612,0,0.0
368,1613,0,0.0
369,1615,0,0.0
370,1616,0,0.0
371,1619,0,0.0
372,1620,0,0.0
373,1621,0,0.0
374,1626,0,0.0
375,1629,0,0.0
376,1631,0,0.0
377,1637,0,0.0
378,1639,0,0.0
379,1640,0,0.0
380,1642,0,0.0
381,1643,0,0.0
382,1649,0,0.0
383,1652,0,0.0
384,1653,0,0.0
385,1655,0,0.0
386,1657,0,0.0
387,1669,0,0.0
388,1672,0,0.0
389,1674,0,0.0
390,1675,0,0.0
391,1679,0,0.0
392,1687,0,0.0
393,1689,0,0.0
394,1700,0,0.0
395,1716,1,0.0
396,1722,0,0.0
397,1726,0,0.0
398,1729,0,0.0
399,1730,0,0.0
400,1731,0,0.0
401,1732,0,0.0
402,1743,0,0.0
403,1750,0,0.0
404,1752,0,0.0
405,1756,0,0.0
406,1769,0,0.0
407,1770,0,0.0
408,1772,0,0.0
409,1775,0,0.0
410,1782,0,0.0
411,1786,0,0.0
412,1790,0,0.0
413,1793,0,0.0
414,1796,0,0.0
415,1800,0,0.0
416,1801,0,0.0
417,1802,0,0.0
418,1805,0,0.0
419,1807,0,0.0
420,1812,0,0.0
421,1814,0,0.0
422,1836,0,0.0
423,1841,0,0.0
424,1842,0,0.0
425,1845,0,0.0
426,1847,0,0.0
427,1850,0,0.0
428,1855,0,0.0
429,1864,0,0.0
430,1867,0,0.0
431,1873,0,0.0
432,1874,0,0.0
433,1889,0,0.0
434,1895,0,0.0
435,1901,0,0.0
436,1902,0,0.0
437,1910,0,0.0
438,1913,0,0.0
439,1921,0,0.0
440,1926,0,0.0
441,1932,0,0.0
442,1936,0,0.0
443,1937,0,0.0
444,1940,0,0.0
445,1941,0,0.0
446,1943,0,0.0
447,1947,0,0.0
448,1950,0,0.0
449,1953,0,0.0
450,1954,0,0.0
451,1959,0,0.0
452,1961,0,0.0
453,1965,0,0.0
454,1970,0,0.0
455,1971,0,0.0
456,1976,0,0.0
457,1980,0,0.0
458,1982,0,0.0
459,1984,0,0.0
460,1986,0,0.0
461,1987,0,0.0
462,1999,0,0.0
463,2001,0,0.0
464,2002,0,0.0
465,2003,0,0.0
466,2010,0,0.0
467,2012,0,0.0
468,2013,0,0.0
469,2014,0,0.0
470,2017,0,0.0
471,2019,1,0.0
472,2024,0,0.0
473,2027,0,0.0
474,2030,0,0.0
475,2040,0,0.0
476,2042,0,0.0
477,2051,0,0.0
478,2052,0,0.0
479,2053,0,0.0
480,2054,0,0.0
481,2059,0,0.0
482,2060,0,0.0
483,2061,0,0.0
484,2063,0,0.0
485,2069,0,0.0
486,2070,0,0.0
487,2073,0,0.0
488,2086,0,0.0
489,2093,0,0.0
490,2099,0,0.0
491,2103,0,0.0
492,2105,0,0.0
493,2112,0,0.0
494,2113,0,0.0
495,2117,0,0.0
496,2127,0,0.0
497,2132,0,0.0
498,2134,0,0.0
499,2139,0,0.0
500,2142,0,0.0
501,2151,0,0.0
502,2153,0,0.0
503,2155,0,0.0
504,2157,0,0.0
505,2162,0,0.0
506,2163,0,0.0
507,2167,0,0.0
508,2170,0,0.0
509,2172,0,0.0
510,2174,0,0.0
511,2175,0,0.0
512,2176,0,0.0
513,2180,0,0.0
514,2182,0,0.0
515,2186,1,0.0
516,2191,0,0.0
517,2197,0,0.0
518,2204,0,0.0
519,2210,0,0.0
520,2211,0,0.0
521,2217,0,0.0
522,2226,0,0.0
523,2232,0,0.0
524,2233,0,0.0
525,2234,0,0.0
526,2239,0,0.0
527,2243,0,0.0
528,2244,0,0.0
529,2249,0,0.0
530,2252,0,0.0
531,2254,1,0.0
532,2260,0,0.0
533,2261,0,0.0
534,2262,0,0.0
535,2264,0,0.0
536,2269,0,0.0
537,2271,0,0.0
538,2272,0,0.0
539,2275,0,0.0
540,2280,0,0.0
541,2282,0,0.0
542,2284,0,0.0
543,2290,0,0.0
544,2292,0,0.0
545,2300,0,0.0
546,2305,0,0.0
547,2307,0,0.0
548,2320,0,0.0
549,2334,0,0.0
550,2340,0,0.0
551,2344,0,0.0
552,2345,0,0.0
553,2349,0,0.0
554,2350,0,0.0
555,2360,0,0.0
556,2361,0,0.0
557,2362,0,0.0
558,2365,0,0.0
559,2372,0,0.0
560,2374,0,0.0
561,2400,1,0.0
562,2402,0,0.0
563,2405,0,0.0
564,2406,0,0.0
565,2413,0,0.0
566,2414,0,0.0
567,2423,0,0.0
568,2429,0,0.0
569,2431,0,0.0
570,2432,0,0.0
571,2439,0,0.0
572,2440,0,0.0
573,2449,0,0.0
574,2454,0,0.0
575,2459,0,0.0
576,2460,0,0.0
577,2465,0,0.0
578,2470,0,0.0
579,2476,0,0.0
580,2486,0,0.0
581,2504,0,0.0
582,2513,0,0.0
583,2525,0,0.0
584,2531,0,0.0
585,2532,0,0.0
586,2536,0,0.0
587,2540,0,0.0
588,2543,1,0.0
589,2546,0,0.0
590,2547,0,0.0
591,2552,0,0.0
592,2561,0,0.0
593,2562,0,0.0
594,2563,1,0.0
595,2580,0,0.0
596,2581,0,0.0
597,2583,0,0.0
598,2586,0,0.0
599,2587,0,0.0
600,2599,0,0.0
601,2604,0,0.0
602,2613,0,0.0
603,2615,0,0.0
604,2616,1,0.0
605,2619,1,0.0
606,2620,0,0.0
607,2622,0,0.0
608,2624,0,0.0
609,2627,0,0.0
610,2639,0,0.0
611,2646,0,0.0
612,2655,0,0.0
613,2662,0,0.0
614,2669,0,0.0
615,2672,0,0.0
616,2674,0,0.0
617,2677,0,0.0
618,2681,0,0.0
619,2685,1,0.0
620,2686,0,0.0
621,2689,0,0.0
622,2691,0,0.0
623,2694,0,0.0
624,2696,0,0.0
625,2697,0,0.0
626,2704,0,0.0
627,2706,0,0.0
628,2707,0,0.0
629,2712,0,0.0
630,2715,0,0.0
631,2729,0,0.0
632,2732,0,0.0
633,2735,0,0.0
634,2750,0,0.0
635,2753,0,0.0
636,2755,0,0.0
637,2756,0,0.0
638,2757,0,0.0
639,2760,0,0.0
640,2763,0,0.0
641,2769,0,0.0
642,2770,0,0.0
643,2785,0,0.0
644,2786,0,0.0
645,2792,0,0.0
646,2794,0,0.0
647,2795,0,0.0
648,2796,0,0.0
649,2802,0,0.0
650,2804,0,0.0
651,2805,0,0.0
652,2807,0,0.0
653,2820,0,0.0
654,2824,0,0.0
655,2831,0,0.0
656,2840,0,0.0
657,2846,0,0.0
658,2849,0,0.0
659,2850,0,0.0
660,2867,0,0.0
661,2883,0,0.0
662,2886,0,0.0
663,2901,1,0.0
664,2913,0,1.0
665,2922,0,0.0
666,2930,0,0.0
667,2932,0,0.0
668,2933,0,0.0
669,2936,0,0.0
670,2942,0,0.0
671,2943,0,0.0
672,2946,0,0.0
673,2949,0,0.0
674,2954,0,0.0
675,2961,0,0.0
676,2962,0,0.0
677,2963,0,0.0
678,2966,1,0.0
679,2973,0,0.0
680,2975,0,0.0
681,2985,0,0.0
682,2986,1,0.0
683,2989,0,0.0
684,2990,0,0.0
685,2993,0,0.0
686,2999,0,0.0
687,3000,0,0.0
688,3002,0,0.0
689,3003,0,1.0
690,3005,0,0.0
691,3006,0,0.0
692,3011,0,0.0
693,3022,0,0.0
694,3023,0,0.0
695,3025,0,0.0
696,3027,0,0.0
697,3029,0,0.0
698,3036,0,0.0
699,3049,0,0.0
700,3050,0,0.0
701,3056,0,0.0
702,3061,0,0.0
703,3062,0,0.0
704,3069,0,0.0
705,3076,0,0.0
706,3080,1,0.0
707,3082,0,0.0
708,3083,0,0.0
709,3084,0,0.0
710,3092,0,0.0
711,3093,0,0.0
712,3094,0,0.0
713,3096,0,0.0
714,3102,0,0.0
715,3103,0,0.0
716,3113,0,0.0
717,3114,0,0.0
718,3116,0,0.0
719,3122,0,0.0
720,3132,0,0.0
721,3141,0,0.0
722,3146,0,0.0
723,3150,0,0.0
724,3152,0,0.0
725,3156,0,0.0
726,3163,0,0.0
727,3165,0,0.0
728,3171,0,0.0
729,3172,0,0.0
730,3174,0,0.0
731,3183,0,0.0
732,3185,0,0.0
733,3186,0,0.0
734,3189,0,0.0
735,3193,0,0.0
736,3204,0,0.0
737,3212,0,0.0
738,3215,0,0.0
739,3217,0,0.0
740,3221,0,0.0
741,3225,0,0.0
742,3230,0,0.0
743,3237,0,0.0
744,3242,0,0.0
745,3243,0,0.0
746,3246,0,0.0
747,3251,0,0.0
748,3253,0,0.0
749,3256,0,0.0
750,3261,0,0.0
751,3265,0,0.0
752,3267,0,0.0
753,3269,0,0.0
754,3281,0,0.0
755,3286,0,0.0
756,3287,0,0.0
757,3294,0,0.0
758,3297,0,0.0
759,3301,0,0.0
760,3306,0,0.0
761,3307,0,0.0
762,3310,0,1.0
763,3312,0,0.0
764,3320,0,0.0
765,3321,0,0.0
766,3322,0,0.0
767,3326,0,0.0
768,3331,0,0.0
769,3334,0,0.0
770,3336,1,0.0
771,3347,0,0.0
772,3350,0,0.0
773,3353,0,0.0
774,3357,0,0.0
775,3361,0,0.0
776,3362,0,0.0
777,3366,0,0.0
778,3369,0,0.0
779,3373,0,0.0
780,3376,0,0.0
781,3380,0,0.0
782,3382,1,0.0
783,3383,0,0.0
784,3385,0,0.0
785,3387,0,0.0
786,3396,0,0.0
787,3404,0,0.0
788,3405,0,0.0
789,3409,1,0.0
790,3415,0,0.0
791,3426,0,0.0
792,3430,0,0.0
793,3432,0,0.0
794,3439,0,0.0
795,3440,0,0.0
796,3444,0,0.0
797,3445,0,0.0
798,3446,0,0.0
799,3451,0,0.0
800,3455,0,0.0
801,3460,0,0.0
802,3461,0,0.0
803,3464,0,0.0
804,3465,0,0.0
805,3474,0,0.0
806,3475,0,0.0
807,3480,0,0.0
808,3482,0,0.0
809,3484,0,0.0
810,3490,0,0.0
811,3497,0,0.0
812,3505,0,0.0
813,3510,0,0.0
814,3523,0,0.0
815,3524,0,0.0
816,3527,0,0.0
817,3542,0,0.0
818,3545,0,0.0
819,3549,0,0.0
820,3552,0,0.0
821,3554,0,0.0
822,3557,0,0.0
823,3559,0,0.0
824,3560,0,0.0
825,3566,0,0.0
826,3574,0,0.0
827,3577,0,0.0
828,3581,0,0.0
829,3583,0,0.0
830,3586,0,0.0
831,3589,1,0.0
832,3595,0,0.0
833,3596,0,0.0
834,3602,0,0.0
835,3604,0,0.0
836,3619,0,0.0
837,3621,0,0.0
838,3626,0,0.0
839,3635,0,0.0
840,3637,0,0.0
841,3641,0,0.0
842,3664,0,0.0
843,3666,0,0.0
844,3676,1,0.0
845,3679,0,0.0
846,3683,0,0.0
847,3689,0,0.0
848,3694,0,0.0
849,3705,0,0.0
850,3709,0,0.0
851,3711,0,0.0
852,3714,0,0.0
853,3721,0,0.0
854,3727,0,0.0
855,3730,0,0.0
856,3736,0,0.0
857,3739,0,0.0
858,3741,0,0.0
859,3747,0,0.0
860,3749,0,0.0
861,3752,0,0.0
862,3754,0,0.0
863,3763,0,0.0
864,3764,0,0.0
865,3779,0,0.0
866,3781,0,0.0
867,3784,0,0.0
868,3790,0,0.0
869,3795,0,0.0
870,3797,0,0.0
871,3799,0,0.0
872,3801,0,0.0
873,3805,0,0.0
874,3807,0,0.0
875,3810,0,0.0
876,3822,0,0.0
877,3824,0,0.0
878,3830,0,0.0
879,3841,0,0.0
880,3842,0,0.0
881,3849,0,0.0
882,3851,0,0.0
883,3854,0,0.0
884,3861,0,0.0
885,3862,0,0.0
886,3863,0,0.0
887,3869,0,0.0
888,3872,0,0.0
889,3874,0,0.0
890,3876,0,0.0
891,3882,0,0.0
892,3884,0,0.0
893,3887,0,0.0
894,3896,0,0.0
895,3897,0,0.0
896,3899,0,0.0
897,3900,0,0.0
898,3902,0,0.0
899,3903,0,0.0
900,3906,0,0.0
901,3911,0,0.0
902,3912,0,0.0
903,3913,0,0.0
904,3914,0,0.0
905,3915,0,0.0
906,3917,0,0.0
907,3922,0,0.0
908,3923,0,0.0
909,3929,0,0.0
910,3939,0,0.0
911,3940,0,0.0
912,3942,0,0.0
913,3943,0,0.0
914,3950,0,0.0
915,3951,0,0.0
916,3954,0,0.0
917,3962,0,0.0
918,3963,0,0.0
919,3976,0,0.0
920,3979,0,0.0
921,3982,0,0.0
922,3983,0,0.0
923,3984,0,0.0
924,3989,0,0.0
925,3991,0,0.0
926,3999,0,0.0
927,4001,0,0.0
928,4002,0,0.0
929,4006,1,0.0
930,4011,0,0.0
931,4014,0,0.0
932,4017,0,0.0
933,4020,0,0.0
934,4021,0,0.0
935,4027,1,0.0
936,4032,0,0.0
937,4035,0,0.0
938,4037,0,0.0
939,4040,0,0.0
940,4043,0,0.0
941,4044,0,0.0
942,4051,0,0.0
943,4052,0,0.0
944,4066,0,0.0
945,4069,0,0.0
946,4070,0,0.0
947,4071,0,0.0
948,4072,0,0.0
949,4080,0,0.0
950,4084,0,0.0
951,4086,0,0.0
952,4094,0,0.0
953,4095,0,0.0
954,4096,0,0.0
955,4103,0,0.0
956,4116,0,0.0
957,4120,0,0.0
958,4124,0,0.0
959,4126,0,0.0
960,4142,0,0.0
961,4143,0,0.0
962,4145,0,1.0
963,4147,0,0.0
964,4154,0,0.0
965,4155,0,0.0
966,4156,0,0.0
967,4164,0,0.0
968,4166,1,0.0
969,4169,0,0.0
970,4175,0,0.0
971,4181,0,0.0
972,4187,0,0.0
973,4190,0,0.0
974,4194,0,0.0
975,4195,0,0.0
976,4199,0,0.0
977,4201,0,0.0
978,4205,0,0.0
979,4207,0,0.0
980,4210,0,0.0
981,4211,0,0.0
982,4215,0,0.0
983,4222,0,0.0
984,4223,0,0.0
985,4224,0,0.0
986,4237,0,0.0
987,4239,0,0.0
988,4246,0,0.0
989,4249,0,0.0
990,4250,0,0.0
991,4260,0,0.0
992,4266,0,0.0
993,4271,0,0.0
994,4272,0,0.0
995,4273,0,0.0
996,4276,0,0.0
997,4277,0,0.0
998,4281,0,0.0
999,4282,0,0.0
1000,4283,0,0.0
1001,4287,0,0.0
1002,4297,0,0.0
1003,4301,0,0.0
1004,4306,0,0.0
1005,4309,0,0.0
1006,4311,1,0.0
1007,4315,0,0.0
1008,4316,0,0.0
1009,4329,0,0.0
1010,4330,0,0.0
1011,4332,0,0.0
1012,4340,0,0.0
1013,4342,0,0.0
1014,4343,0,0.0
1015,4351,0,0.0
1016,4361,0,0.0
1017,4363,0,0.0
1018,4364,0,0.0
1019,4369,0,0.0
1020,4373,0,0.0
1021,4377,0,0.0
1022,4379,0,0.0
1023,4384,0,0.0
1024,4389,0,0.0
1025,4392,1,0.0
1026,4400,0,0.0
1027,4406,0,0.0
1028,4411,0,0.0
1029,4412,0,0.0
1030,4415,0,0.0
1031,4423,0,1.0
1032,4426,0,0.0
1033,4449,0,0.0
1034,4450,0,0.0
1035,4454,0,0.0
1036,4457,0,0.0
1037,4462,0,0.0
1038,4464,0,0.0
1039,4465,0,0.0
1040,4469,0,0.0
1041,4471,0,0.0
1042,4472,0,0.0
1043,4475,0,0.0
1044,4479,0,0.0
1045,4499,0,0.0
1046,4506,0,1.0
1047,4507,0,0.0
1048,4509,0,0.0
1049,4511,0,0.0
1050,4516,0,0.0
1051,4519,1,0.0
1052,4521,1,0.0
1053,4522,0,0.0
1054,4553,0,0.0
1055,4556,0,0.0
1056,4557,0,0.0
1057,4559,0,0.0
1058,4560,0,0.0
1059,4569,0,0.0
1060,4571,0,0.0
1061,4576,0,0.0
1062,4577,0,0.0
1063,4581,0,0.0
1064,4585,0,0.0
1065,4589,0,0.0
1066,4590,0,0.0
1067,4593,0,0.0
1068,4597,0,0.0
1069,4600,0,0.0
1070,4605,0,0.0
1071,4607,0,0.0
1072,4610,0,0.0
1073,4620,0,0.0
1074,4624,0,0.0
1075,4625,0,0.0
1076,4627,0,0.0
1077,4630,0,0.0
1078,4631,0,0.0
1079,4640,0,0.0
1080,4644,0,0.0
1081,4646,0,0.0
1082,4647,0,0.0
1083,4654,0,0.0
1084,4664,0,0.0
1085,4670,0,0.0
1086,4673,0,0.0
1087,4682,0,0.0
1088,4685,0,0.0
1089,4695,0,0.0
1090,4697,0,0.0
1091,4705,0,0.0
1092,4706,0,0.0
1093,4709,0,0.0
1094,4715,0,0.0
1095,4719,0,0.0
1096,4720,0,0.0
1097,4724,0,0.0
1098,4729,0,0.0
1099,4736,1,0.0
1100,4743,0,0.0
1101,4746,0,0.0
1102,4749,0,0.0
1103,4751,0,0.0
1104,4752,0,0.0
1105,4753,0,0.0
1106,4755,0,0.0
1107,4757,0,0.0
1108,4760,0,0.0
1109,4762,0,0.0
1110,4765,0,0.0
1111,4771,0,0.0
1112,4772,0,1.0
1113,4774,0,0.0
1114,4780,0,0.0
1115,4782,0,0.0
1116,4786,0,0.0
1117,4791,0,0.0
1118,4792,0,0.0
1119,4800,0,0.0
1120,4801,0,0.0
1121,4802,0,0.0
1122,4803,0,0.0
1123,4810,0,0.0
1124,4814,0,0.0
1125,4819,0,0.0
1126,4824,0,0.0
1127,4825,0,0.0
1128,4827,0,0.0
1129,4834,0,0.0
1130,4856,0,0.0
1131,4857,0,0.0
1132,4859,0,0.0
1133,4867,0,0.0
1134,4869,0,0.0
1135,4871,0,0.0
1136,4882,1,0.0
1137,4884,0,0.0
1138,4890,0,0.0
1139,4892,0,0.0
1140,4895,0,0.0
1141,4906,0,0.0
1142,4907,0,0.0
1143,4910,0,0.0
1144,4913,0,0.0
1145,4914,0,0.0
1146,4917,0,0.0
1147,4919,0,0.0
1148,4930,0,0.0
1149,4931,0,0.0
1150,4932,0,0.0
1151,4937,0,0.0
1152,4941,0,0.0
1153,4944,0,0.0
1154,4947,0,0.0
1155,4949,0,0.0
1156,4951,0,0.0
1157,4960,0,0.0
1158,4962,0,0.0
1159,4967,0,0.0
1160,4972,0,0.0
1161,4973,0,0.0
1162,4976,0,0.0
1163,4989,0,0.0
1164,4996,0,0.0
1165,5001,0,0.0
1166,5007,0,0.0
1167,5009,0,0.0
1168,5012,0,0.0
1169,5013,0,0.0
1170,5014,0,0.0
1171,5020,0,0.0
1172,5022,0,0.0
1173,5037,0,0.0
1174,5046,0,0.0
1175,5053,0,0.0
1176,5056,0,0.0
1177,5057,0,0.0
1178,5059,0,0.0
1179,5060,0,0.0
1180,5067,0,0.0
1181,5070,0,0.0
1182,5080,0,0.0
1183,5081,0,0.0
1184,5083,0,0.0
1185,5089,0,0.0
1186,5096,0,0.0
1187,5105,0,0.0
1188,5115,0,0.0
1189,5117,0,0.0
1190,5120,0,0.0
1191,5127,0,0.0
1192,5130,0,0.0
1193,5140,0,0.0
1194,5144,0,0.0
1195,5147,0,0.0
1196,5150,0,0.0
1197,5151,0,0.0
1198,5152,0,0.0
1199,5154,0,0.0
1200,5155,0,0.0
1201,5157,0,0.0
1202,5161,0,0.0
1203,5165,0,0.0
1204,5169,0,0.0
1205,5175,0,0.0
1206,5177,0,0.0
1207,5185,0,0.0
1208,5190,0,0.0
1209,5194,0,0.0
1210,5195,0,0.0
1211,5200,0,0.0
1212,5211,0,0.0
1213,5214,0,0.0
1214,5216,0,0.0
1215,5223,0,0.0
1216,5227,0,0.0
1217,5231,0,0.0
1218,5241,0,0.0
1219,5244,0,0.0
1220,5249,0,0.0
1221,5252,0,0.0
1222,5254,0,0.0
1223,5255,0,0.0
1224,5263,0,0.0
1225,5267,0,0.0
1226,5271,0,0.0
1227,5281,0,0.0
1228,5283,0,0.0
1229,5287,0,0.0
1230,5289,0,0.0
1231,5295,0,0.0
1232,5301,0,0.0
1233,5306,0,0.0
1234,5311,0,0.0
1235,5313,0,0.0
1236,5316,0,0.0
1237,5321,0,0.0
1238,5327,0,0.0
1239,5331,0,0.0
1240,5334,0,0.0
1241,5336,0,0.0
1242,5342,0,0.0
1243,5343,0,0.0
1244,5344,0,0.0
1245,5349,0,0.0
1246,5352,1,1.0
1247,5355,0,0.0
1248,5356,0,0.0
1249,5359,0,0.0
1250,5362,0,0.0
1251,5363,0,0.0
1252,5364,0,0.0
1253,5370,0,0.0
1254,5371,0,0.0
1255,5372,0,0.0
1256,5381,0,0.0
1257,5387,0,0.0
1258,5393,0,0.0
1259,5394,0,0.0
1260,5400,0,0.0
1261,5401,0,0.0
1262,5404,0,0.0
1263,5407,0,0.0
1264,5410,0,0.0
1265,5412,0,0.0
