,id,security,security_prediction
232,1099,0,0.0
233,1100,0,0.0
234,1103,0,0.0
235,1110,0,0.0
236,1122,0,0.0
237,1124,0,0.0
238,1125,0,0.0
239,1136,0,0.0
240,1143,0,0.0
241,1144,0,0.0
242,1145,0,0.0
243,1153,0,0.0
244,1155,0,0.0
245,1157,0,0.0
246,1165,0,0.0
247,1166,0,0.0
248,1169,0,0.0
249,1176,0,0.0
250,1179,0,0.0
251,1180,1,0.0
252,1182,0,0.0
253,1187,0,0.0
254,1193,0,0.0
255,1197,0,0.0
256,1199,0,0.0
257,1202,0,0.0
258,1203,0,0.0
259,1205,0,0.0
260,1206,0,0.0
261,1212,0,0.0
262,1215,0,0.0
263,1219,0,0.0
264,1220,0,0.0
265,1229,0,0.0
266,1230,0,0.0
267,1232,0,0.0
268,1237,0,0.0
269,1239,0,0.0
270,1247,0,0.0
271,1249,0,0.0
272,1257,0,0.0
273,1259,0,0.0
274,1260,0,0.0
275,1270,0,0.0
276,1274,0,0.0
277,1275,0,0.0
278,1280,0,0.0
279,1285,0,0.0
280,1286,0,0.0
281,1287,0,0.0
282,1292,0,0.0
283,1299,0,0.0
284,1301,0,0.0
285,1305,0,0.0
286,1312,0,0.0
287,1320,0,0.0
288,1323,0,0.0
289,1324,0,0.0
290,1325,0,0.0
291,1329,0,0.0
292,1332,0,0.0
293,1336,0,0.0
294,1344,0,0.0
295,1349,0,0.0
296,1352,0,0.0
297,1354,0,0.0
298,1356,0,0.0
299,1365,0,0.0
300,1367,0,0.0
301,1372,0,0.0
302,1374,0,0.0
303,1381,0,0.0
304,1384,0,0.0
305,1385,0,0.0
306,1391,0,0.0
307,1397,0,0.0
308,1400,0,0.0
309,1406,0,0.0
310,1411,0,0.0
311,1412,0,0.0
312,1415,0,0.0
313,1417,0,0.0
314,1419,0,0.0
315,1421,0,0.0
316,1423,0,0.0
317,1429,0,0.0
318,1430,0,0.0
319,1437,0,0.0
320,1447,0,0.0
321,1451,0,0.0
322,1456,0,0.0
323,1461,0,0.0
324,1462,0,0.0
325,1466,0,0.0
326,1469,0,0.0
327,1471,0,0.0
328,1473,0,0.0
329,1474,0,0.0
330,1483,0,0.0
331,1487,0,0.0
332,1490,0,0.0
333,1499,0,0.0
334,1500,0,0.0
335,1501,0,0.0
336,1506,0,0.0
337,1511,0,0.0
338,1513,0,0.0
339,1515,0,0.0
340,1517,0,0.0
341,1524,0,0.0
342,1525,0,0.0
343,1526,0,0.0
344,1527,0,0.0
345,1530,0,0.0
346,1540,0,0.0
347,1547,0,0.0
348,1549,0,0.0
349,1551,0,0.0
350,1552,0,0.0
351,1553,0,0.0
352,1554,0,0.0
353,1559,0,0.0
354,1567,0,0.0
355,1571,0,0.0
356,1577,0,0.0
357,1585,0,0.0
358,1590,0,0.0
359,1591,0,0.0
360,1600,0,0.0
361,1602,0,0.0
362,1609,0,0.0
363,1610,0,0.0
364,1612,0,0.0
365,1615,0,0.0
366,1617,0,0.0
367,1620,0,0.0
368,1623,0,0.0
369,1630,0,0.0
370,1632,0,0.0
371,1633,0,0.0
372,1635,0,0.0
373,1636,0,0.0
374,1637,0,0.0
375,1643,0,0.0
376,1647,0,0.0
377,1650,0,0.0
378,1651,0,0.0
379,1655,0,0.0
380,1659,0,0.0
381,1662,0,0.0
382,1664,0,0.0
383,1669,0,0.0
384,1690,0,0.0
385,1693,0,0.0
386,1694,0,0.0
387,1699,0,0.0
388,1704,0,0.0
389,1707,0,0.0
390,1712,0,0.0
391,1714,0,0.0
392,1720,0,0.0
393,1721,0,0.0
394,1722,0,0.0
395,1724,0,0.0
396,1733,0,0.0
397,1736,0,0.0
398,1739,0,0.0
399,1741,0,0.0
400,1744,0,0.0
401,1745,0,0.0
402,1747,0,0.0
403,1749,0,0.0
404,1753,0,0.0
405,1770,0,0.0
406,1773,0,0.0
407,1781,0,0.0
408,1789,0,0.0
409,1796,0,0.0
410,1800,0,0.0
411,1803,0,0.0
412,1806,0,0.0
413,1807,0,0.0
414,1811,0,0.0
415,1814,0,0.0
416,1823,0,0.0
417,1835,0,0.0
418,1837,0,0.0
419,1840,0,0.0
420,1844,0,0.0
421,1846,0,0.0
422,1847,0,0.0
423,1849,0,0.0
424,1850,0,0.0
425,1852,0,0.0
426,1853,0,0.0
427,1860,0,0.0
428,1864,0,0.0
429,1865,0,0.0
430,1869,0,0.0
431,1879,0,0.0
432,1882,0,0.0
433,1883,0,0.0
434,1887,0,0.0
435,1896,1,0.0
436,1899,0,0.0
437,1900,0,0.0
438,1907,0,0.0
439,1910,0,0.0
440,1911,0,0.0
441,1914,0,0.0
442,1927,0,0.0
443,1929,0,0.0
444,1937,0,0.0
445,1940,0,0.0
446,1941,0,0.0
447,1947,0,0.0
448,1952,0,0.0
449,1954,0,0.0
450,1956,0,0.0
451,1957,0,0.0
452,1959,0,0.0
453,1971,0,0.0
454,1976,0,0.0
455,1979,0,0.0
456,1980,0,0.0
457,1984,0,0.0
458,1985,0,0.0
459,1987,0,0.0
460,1995,0,0.0
461,1996,0,0.0
462,1997,0,0.0
463,1999,0,0.0
464,2006,0,0.0
465,2007,0,0.0
466,2011,0,0.0
467,2016,0,0.0
468,2020,0,0.0
469,2021,0,0.0
470,2022,0,0.0
471,2024,0,0.0
472,2031,0,0.0
473,2033,0,0.0
474,2037,0,0.0
475,2039,0,0.0
476,2040,0,0.0
477,2051,0,0.0
478,2052,0,0.0
479,2059,0,0.0
480,2060,0,0.0
481,2071,0,0.0
482,2082,0,0.0
483,2086,0,0.0
484,2103,0,0.0
485,2104,0,0.0
486,2114,0,0.0
487,2115,0,0.0
488,2116,0,0.0
489,2117,0,0.0
490,2122,0,0.0
491,2134,0,0.0
492,2136,0,0.0
493,2139,0,0.0
494,2143,0,0.0
495,2149,0,0.0
496,2156,0,0.0
497,2160,0,0.0
498,2161,0,0.0
499,2162,0,0.0
500,2167,0,0.0
501,2170,0,0.0
502,2174,0,0.0
503,2179,1,0.0
504,2187,0,0.0
505,2200,0,0.0
506,2202,0,0.0
507,2211,0,0.0
508,2213,0,0.0
509,2219,0,0.0
510,2221,0,0.0
511,2222,0,0.0
512,2223,0,0.0
513,2234,0,0.0
514,2239,0,0.0
515,2242,0,0.0
516,2246,0,0.0
517,2249,0,0.0
518,2250,0,0.0
519,2252,0,0.0
520,2259,0,0.0
521,2263,0,0.0
522,2266,0,0.0
523,2277,0,0.0
524,2280,0,0.0
525,2282,0,0.0
526,2284,0,0.0
527,2286,0,0.0
528,2287,0,0.0
529,2293,0,0.0
530,2296,0,0.0
531,2299,0,0.0
532,2303,0,0.0
533,2306,0,0.0
534,2309,0,0.0
535,2316,0,0.0
536,2320,0,0.0
537,2347,0,0.0
538,2349,0,0.0
539,2351,0,0.0
540,2352,0,0.0
541,2356,0,0.0
542,2370,0,0.0
543,2372,0,0.0
544,2373,0,0.0
545,2381,0,0.0
546,2383,0,0.0
547,2384,0,0.0
548,2385,0,0.0
549,2389,0,0.0
550,2390,0,0.0
551,2391,0,0.0
552,2392,0,0.0
553,2394,0,0.0
554,2397,0,0.0
555,2401,0,0.0
556,2409,0,0.0
557,2410,0,0.0
558,2412,0,0.0
559,2416,0,0.0
560,2419,0,0.0
561,2420,0,0.0
562,2429,0,0.0
563,2430,0,0.0
564,2434,0,0.0
565,2440,0,0.0
566,2441,0,0.0
567,2442,0,0.0
568,2443,1,0.0
569,2445,0,0.0
570,2449,0,0.0
571,2455,0,0.0
572,2460,0,0.0
573,2461,0,0.0
574,2472,0,0.0
575,2475,0,0.0
576,2476,0,0.0
577,2482,0,0.0
578,2483,0,0.0
579,2485,0,0.0
580,2487,0,0.0
581,2489,0,0.0
582,2491,0,0.0
583,2493,0,0.0
584,2503,0,0.0
585,2504,0,0.0
586,2507,0,0.0
587,2509,0,0.0
588,2510,0,0.0
589,2517,0,0.0
590,2526,0,0.0
591,2530,0,0.0
592,2535,0,0.0
593,2536,0,0.0
594,2537,0,0.0
595,2547,0,0.0
596,2552,0,0.0
597,2560,0,0.0
598,2561,0,0.0
599,2562,0,0.0
600,2572,0,0.0
601,2580,0,0.0
602,2581,0,0.0
603,2586,0,0.0
604,2589,0,0.0
605,2593,0,0.0
606,2595,0,0.0
607,2603,0,0.0
608,2611,0,0.0
609,2614,0,0.0
610,2631,0,0.0
611,2632,0,0.0
612,2636,0,0.0
613,2642,1,0.0
614,2647,0,0.0
615,2649,0,0.0
616,2654,0,0.0
617,2662,0,0.0
618,2670,0,0.0
619,2674,0,0.0
620,2685,0,0.0
621,2687,0,0.0
622,2697,0,0.0
623,2704,0,0.0
624,2706,0,0.0
625,2710,0,0.0
626,2713,0,0.0
627,2723,0,0.0
628,2725,0,0.0
629,2726,0,0.0
630,2732,0,0.0
631,2733,0,0.0
632,2736,0,0.0
633,2737,0,0.0
634,2739,0,0.0
635,2741,0,0.0
636,2742,1,0.0
637,2745,0,0.0
638,2747,0,0.0
639,2752,0,0.0
640,2753,0,0.0
641,2756,0,0.0
642,2761,0,0.0
643,2774,0,0.0
644,2776,0,0.0
645,2784,0,0.0
646,2786,0,0.0
647,2791,0,0.0
648,2794,0,0.0
649,2795,0,0.0
650,2799,0,1.0
651,2801,0,0.0
652,2803,0,0.0
653,2812,0,0.0
654,2817,0,0.0
655,2819,0,0.0
656,2820,0,0.0
657,2822,0,0.0
658,2823,0,0.0
659,2829,0,0.0
660,2841,0,0.0
661,2842,0,0.0
662,2847,0,0.0
663,2850,0,0.0
664,2856,0,0.0
665,2861,0,0.0
666,2871,1,0.0
667,2872,0,0.0
668,2879,0,0.0
669,2883,0,0.0
670,2886,0,0.0
671,2892,0,0.0
672,2897,0,0.0
673,2899,0,0.0
674,2901,0,0.0
675,2902,0,0.0
676,2905,0,0.0
677,2912,0,0.0
678,2915,0,0.0
679,2919,0,0.0
680,2925,0,0.0
681,2927,0,0.0
682,2931,0,0.0
683,2932,0,0.0
684,2934,1,0.0
685,2941,0,0.0
686,2942,0,0.0
687,2947,0,0.0
688,2949,0,0.0
689,2954,0,0.0
690,2955,0,0.0
691,2962,0,0.0
692,2979,0,0.0
693,2985,0,0.0
694,2986,0,0.0
695,2990,0,0.0
696,2997,0,0.0
697,3002,0,0.0
698,3005,0,0.0
699,3006,0,0.0
700,3007,0,0.0
701,3011,0,0.0
702,3012,0,0.0
703,3014,0,0.0
704,3020,0,0.0
705,3024,0,0.0
706,3031,0,0.0
707,3032,0,0.0
708,3033,0,0.0
709,3035,0,0.0
710,3039,0,0.0
711,3041,0,0.0
712,3043,0,0.0
713,3055,0,0.0
714,3064,0,0.0
715,3069,0,0.0
716,3072,0,0.0
717,3075,1,0.0
718,3076,0,0.0
719,3077,0,0.0
720,3081,0,0.0
721,3082,0,0.0
722,3086,0,0.0
723,3092,0,0.0
724,3095,0,0.0
725,3100,0,0.0
726,3101,0,0.0
727,3112,0,0.0
728,3114,0,0.0
729,3120,0,0.0
730,3121,0,0.0
731,3122,0,0.0
732,3127,0,0.0
733,3130,0,0.0
734,3131,0,0.0
735,3133,0,0.0
736,3143,0,0.0
737,3145,0,0.0
738,3147,0,0.0
739,3163,0,0.0
740,3165,0,0.0
741,3169,0,0.0
742,3170,1,0.0
743,3173,0,0.0
744,3179,0,0.0
745,3183,0,0.0
746,3184,0,0.0
747,3185,0,0.0
748,3186,0,0.0
749,3189,0,0.0
750,3192,0,0.0
751,3194,0,0.0
752,3196,0,0.0
753,3204,0,0.0
754,3213,0,0.0
755,3217,0,0.0
756,3220,0,0.0
757,3222,0,0.0
758,3227,0,0.0
759,3229,0,0.0
760,3230,0,0.0
761,3231,0,0.0
762,3233,0,0.0
763,3235,0,0.0
764,3236,0,0.0
765,3250,0,0.0
766,3253,0,0.0
767,3255,0,0.0
768,3281,0,0.0
769,3310,0,0.0
770,3314,0,0.0
771,3319,0,0.0
772,3321,0,0.0
773,3324,0,0.0
774,3331,0,0.0
775,3333,0,0.0
776,3334,0,0.0
777,3339,0,0.0
778,3344,0,0.0
779,3350,0,0.0
780,3353,0,0.0
781,3356,0,0.0
782,3357,0,0.0
783,3366,0,0.0
784,3389,0,0.0
785,3395,0,0.0
786,3400,0,0.0
787,3403,0,0.0
788,3410,0,0.0
789,3411,0,0.0
790,3412,0,0.0
791,3415,0,0.0
792,3420,0,0.0
793,3423,0,0.0
794,3425,0,0.0
795,3436,0,0.0
796,3440,0,0.0
797,3443,0,0.0
798,3447,0,0.0
799,3455,0,0.0
800,3460,0,0.0
801,3463,0,0.0
802,3471,0,0.0
803,3473,0,0.0
804,3477,0,0.0
805,3480,0,0.0
806,3482,0,0.0
807,3492,0,0.0
808,3499,0,0.0
809,3503,0,0.0
810,3504,0,0.0
811,3506,0,0.0
812,3507,0,0.0
813,3515,0,0.0
814,3517,0,0.0
815,3521,0,0.0
816,3535,0,0.0
817,3536,0,0.0
818,3541,0,0.0
819,3542,0,0.0
820,3543,0,0.0
821,3544,0,0.0
822,3550,0,0.0
823,3553,0,0.0
824,3560,0,0.0
825,3564,0,0.0
826,3565,0,0.0
827,3575,0,0.0
828,3581,0,0.0
829,3582,0,0.0
830,3585,0,0.0
831,3589,0,0.0
832,3595,0,0.0
833,3596,0,0.0
834,3614,0,0.0
835,3621,0,0.0
836,3625,0,0.0
837,3626,0,0.0
838,3642,0,0.0
839,3650,0,0.0
840,3651,0,0.0
841,3652,0,0.0
842,3656,0,0.0
843,3657,0,0.0
844,3659,0,0.0
845,3673,0,0.0
846,3676,0,0.0
847,3679,0,0.0
848,3681,0,0.0
849,3686,0,0.0
850,3689,0,0.0
851,3690,0,0.0
852,3691,0,0.0
853,3692,0,0.0
854,3695,0,0.0
855,3700,0,0.0
856,3701,0,0.0
857,3711,0,0.0
858,3715,0,0.0
859,3719,0,0.0
860,3721,0,0.0
861,3724,0,0.0
862,3730,0,0.0
863,3732,0,0.0
864,3734,0,0.0
865,3735,0,0.0
866,3742,0,0.0
867,3745,0,0.0
868,3749,0,0.0
869,3754,0,0.0
870,3761,0,0.0
871,3763,0,0.0
872,3779,0,0.0
873,3781,0,0.0
874,3784,0,0.0
875,3786,0,0.0
876,3793,0,0.0
877,3799,0,0.0
878,3803,0,0.0
879,3805,0,0.0
880,3809,0,0.0
881,3810,0,0.0
882,3812,0,0.0
883,3813,0,0.0
884,3819,0,0.0
885,3823,0,0.0
886,3824,0,0.0
887,3827,0,0.0
888,3829,0,0.0
889,3830,0,0.0
890,3834,0,0.0
891,3837,0,0.0
892,3846,0,0.0
893,3847,0,0.0
894,3849,0,0.0
895,3853,0,0.0
896,3857,0,0.0
897,3859,0,0.0
898,3862,0,0.0
899,3866,0,0.0
900,3870,0,0.0
901,3871,0,0.0
902,3874,0,0.0
903,3880,0,0.0
904,3882,0,0.0
905,3886,0,0.0
906,3891,1,0.0
907,3895,0,0.0
908,3906,0,0.0
909,3913,0,0.0
910,3922,0,0.0
911,3931,0,0.0
912,3933,0,0.0
913,3936,0,0.0
914,3947,0,0.0
915,3951,0,0.0
916,3962,0,0.0
917,3963,0,0.0
918,3976,0,0.0
919,3977,0,0.0
920,3982,0,0.0
921,3984,0,0.0
922,3985,0,0.0
923,3986,0,0.0
924,3987,0,0.0
925,3989,0,0.0
926,3990,0,0.0
927,3991,0,0.0
928,4006,0,0.0
929,4009,0,0.0
930,4010,0,0.0
931,4011,0,0.0
932,4013,0,0.0
933,4015,0,0.0
934,4020,0,0.0
935,4029,0,0.0
936,4031,0,0.0
937,4032,0,0.0
938,4034,0,0.0
939,4036,0,0.0
940,4040,0,0.0
941,4041,0,0.0
942,4049,0,0.0
943,4053,0,0.0
944,4056,0,0.0
945,4060,0,0.0
946,4061,1,0.0
947,4067,0,0.0
948,4069,0,0.0
949,4070,0,0.0
950,4074,0,0.0
951,4075,0,0.0
952,4079,0,0.0
953,4083,0,0.0
954,4090,0,0.0
955,4106,0,0.0
956,4115,0,0.0
957,4117,0,0.0
958,4126,0,0.0
959,4129,0,0.0
960,4134,0,0.0
961,4141,0,0.0
962,4149,0,0.0
963,4150,0,0.0
964,4153,0,0.0
965,4154,0,0.0
966,4155,0,0.0
967,4157,0,0.0
968,4159,0,0.0
969,4164,0,0.0
970,4166,0,0.0
971,4171,0,0.0
972,4172,0,0.0
973,4176,0,0.0
974,4183,0,0.0
975,4184,0,0.0
976,4187,0,0.0
977,4189,0,0.0
978,4190,0,0.0
979,4197,0,0.0
980,4199,0,0.0
981,4200,0,0.0
982,4201,0,0.0
983,4206,0,0.0
984,4210,0,0.0
985,4211,0,0.0
986,4213,0,0.0
987,4216,0,0.0
988,4221,0,0.0
989,4222,0,0.0
990,4223,0,0.0
991,4230,1,0.0
992,4231,0,0.0
993,4232,0,0.0
994,4233,0,0.0
995,4235,0,0.0
996,4237,0,0.0
997,4240,0,0.0
998,4245,0,0.0
999,4252,0,0.0
1000,4254,0,0.0
1001,4260,0,0.0
1002,4267,0,0.0
1003,4269,0,0.0
1004,4271,0,0.0
1005,4273,0,0.0
1006,4277,0,0.0
1007,4280,0,0.0
1008,4282,0,0.0
1009,4285,0,0.0
1010,4291,0,0.0
1011,4294,0,0.0
1012,4295,0,0.0
1013,4305,0,0.0
1014,4306,0,0.0
1015,4320,0,0.0
1016,4324,0,0.0
1017,4332,0,0.0
1018,4336,0,0.0
1019,4340,0,0.0
1020,4342,0,0.0
1021,4343,0,0.0
1022,4344,0,0.0
1023,4345,0,0.0
1024,4349,0,0.0
1025,4350,0,0.0
1026,4352,0,0.0
1027,4357,0,0.0
1028,4359,0,0.0
1029,4360,0,0.0
1030,4361,0,0.0
1031,4363,0,0.0
1032,4374,0,0.0
1033,4376,0,0.0
1034,4382,0,0.0
1035,4383,0,0.0
1036,4392,0,0.0
1037,4395,0,0.0
1038,4400,0,0.0
1039,4402,0,0.0
1040,4403,0,0.0
1041,4405,0,0.0
1042,4420,0,0.0
1043,4423,0,0.0
1044,4424,0,0.0
1045,4427,0,0.0
1046,4430,0,0.0
1047,4433,0,0.0
1048,4434,0,0.0
1049,4437,0,0.0
1050,4443,0,0.0
1051,4449,0,0.0
1052,4453,0,0.0
1053,4457,0,0.0
1054,4471,0,0.0
1055,4472,0,0.0
1056,4480,0,0.0
1057,4484,0,0.0
1058,4492,0,0.0
1059,4497,0,0.0
1060,4499,0,0.0
1061,4501,0,0.0
1062,4506,0,0.0
1063,4507,0,0.0
1064,4511,0,0.0
1065,4514,1,0.0
1066,4515,0,0.0
1067,4516,0,0.0
1068,4517,0,0.0
1069,4519,0,0.0
1070,4521,0,0.0
1071,4523,0,0.0
1072,4527,0,0.0
1073,4530,0,0.0
1074,4533,0,0.0
1075,4535,0,0.0
1076,4536,0,0.0
1077,4539,0,0.0
1078,4541,0,0.0
1079,4547,0,0.0
1080,4549,0,0.0
1081,4565,0,0.0
1082,4569,0,0.0
1083,4576,0,0.0
1084,4584,0,0.0
1085,4587,0,0.0
1086,4591,0,0.0
1087,4597,0,0.0
1088,4600,0,0.0
1089,4601,0,0.0
1090,4606,0,0.0
1091,4610,0,0.0
1092,4615,0,0.0
1093,4619,0,0.0
1094,4625,0,0.0
1095,4631,0,0.0
1096,4632,0,0.0
1097,4633,0,0.0
1098,4635,0,0.0
1099,4636,0,0.0
1100,4637,0,0.0
1101,4639,0,0.0
1102,4645,0,0.0
1103,4647,0,0.0
1104,4649,0,0.0
1105,4651,0,0.0
1106,4657,0,0.0
1107,4661,0,0.0
1108,4666,0,0.0
1109,4677,0,0.0
1110,4679,0,0.0
1111,4684,0,0.0
1112,4689,0,0.0
1113,4694,0,0.0
1114,4697,0,0.0
1115,4702,0,0.0
1116,4704,0,0.0
1117,4705,0,0.0
1118,4709,0,0.0
1119,4711,0,0.0
1120,4712,0,0.0
1121,4716,0,0.0
1122,4717,0,0.0
1123,4722,0,0.0
1124,4724,0,0.0
1125,4730,0,0.0
1126,4737,0,0.0
1127,4741,0,0.0
1128,4742,0,0.0
1129,4745,0,0.0
1130,4746,0,0.0
1131,4749,0,0.0
1132,4750,0,0.0
1133,4755,0,0.0
1134,4759,0,0.0
1135,4763,0,0.0
1136,4767,0,0.0
1137,4769,0,0.0
1138,4777,0,0.0
1139,4780,0,0.0
1140,4781,0,0.0
1141,4785,0,0.0
1142,4787,0,0.0
1143,4789,0,0.0
1144,4790,0,0.0
1145,4792,0,0.0
1146,4795,0,0.0
1147,4796,0,0.0
1148,4803,0,0.0
1149,4813,0,0.0
1150,4819,0,0.0
1151,4823,0,0.0
1152,4825,0,0.0
1153,4827,0,0.0
1154,4829,0,0.0
1155,4833,0,0.0
1156,4840,0,0.0
1157,4842,0,0.0
1158,4849,0,0.0
1159,4855,0,0.0
1160,4859,0,0.0
1161,4861,0,0.0
1162,4865,0,0.0
1163,4869,0,0.0
1164,4871,0,0.0
1165,4875,0,0.0
1166,4876,0,0.0
1167,4879,0,0.0
1168,4880,0,0.0
1169,4882,0,0.0
1170,4886,0,0.0
1171,4893,0,0.0
1172,4896,0,0.0
1173,4897,0,0.0
1174,4900,0,0.0
1175,4901,0,0.0
1176,4903,0,0.0
1177,4905,0,0.0
1178,4912,0,0.0
1179,4913,0,0.0
1180,4915,0,0.0
1181,4921,0,0.0
1182,4924,0,0.0
1183,4930,0,0.0
1184,4935,0,0.0
1185,4940,0,0.0
1186,4953,0,0.0
1187,4956,0,0.0
1188,4962,0,0.0
1189,4982,0,0.0
1190,4986,0,0.0
1191,4994,0,0.0
1192,5000,0,0.0
1193,5002,0,0.0
1194,5003,0,0.0
1195,5005,0,0.0
1196,5007,0,0.0
1197,5009,0,0.0
1198,5010,0,0.0
1199,5012,1,0.0
1200,5019,0,0.0
1201,5033,0,0.0
1202,5041,0,0.0
1203,5046,0,0.0
1204,5050,0,0.0
1205,5051,0,0.0
1206,5055,0,0.0
1207,5056,0,0.0
1208,5060,0,0.0
1209,5063,0,0.0
1210,5064,0,0.0
1211,5069,0,0.0
1212,5073,1,0.0
1213,5074,0,0.0
1214,5079,0,0.0
1215,5083,0,0.0
1216,5093,0,0.0
1217,5094,0,0.0
1218,5096,0,0.0
1219,5097,0,0.0
1220,5099,0,0.0
1221,5102,0,0.0
1222,5105,0,0.0
1223,5107,0,0.0
1224,5114,0,0.0
1225,5133,0,0.0
1226,5134,0,0.0
1227,5139,0,0.0
1228,5140,0,0.0
1229,5147,0,0.0
1230,5152,0,0.0
1231,5153,0,0.0
1232,5154,0,0.0
1233,5160,0,0.0
1234,5161,0,0.0
1235,5163,0,0.0
1236,5171,0,0.0
1237,5174,0,0.0
1238,5177,0,0.0
1239,5179,0,0.0
1240,5181,0,0.0
1241,5182,0,0.0
1242,5185,0,0.0
1243,5187,0,0.0
1244,5189,0,0.0
1245,5197,0,0.0
1246,5207,0,0.0
1247,5214,0,0.0
1248,5216,1,0.0
1249,5217,1,0.0
1250,5219,0,0.0
1251,5221,0,0.0
1252,5222,0,0.0
1253,5224,0,0.0
1254,5227,0,0.0
1255,5229,0,0.0
1256,5237,0,0.0
1257,5243,0,0.0
1258,5244,0,0.0
1259,5249,0,0.0
1260,5253,0,0.0
1261,5255,0,0.0
1262,5257,0,0.0
1263,5260,0,0.0
1264,5261,0,0.0
