,id,infrastructure_related,infrastructure_related_prediction
193,827,0,0.0
194,835,0,0.0
195,839,0,0.0
196,845,0,0.0
197,850,0,0.0
198,851,0,0.0
199,853,0,0.0
200,854,0,0.0
201,859,0,0.0
202,863,0,0.0
203,864,0,0.0
204,871,0,0.0
205,875,0,0.0
206,876,0,0.0
207,879,0,0.0
208,880,0,0.0
209,883,0,0.0
210,885,0,0.0
211,893,0,0.0
212,901,0,0.0
213,902,0,0.0
214,904,1,0.0
215,909,0,0.0
216,912,0,0.0
217,917,0,0.0
218,919,0,0.0
219,920,0,0.0
220,921,0,0.0
221,925,0,0.0
222,926,0,0.0
223,927,0,0.0
224,930,0,0.0
225,933,0,0.0
226,943,0,0.0
227,945,0,0.0
228,946,0,0.0
229,952,0,0.0
230,953,0,0.0
231,965,0,0.0
232,972,0,0.0
233,983,1,0.0
234,987,0,0.0
235,991,0,0.0
236,994,0,0.0
237,1001,0,0.0
238,1009,0,0.0
239,1012,0,0.0
240,1014,0,0.0
241,1016,0,0.0
242,1020,0,0.0
243,1021,0,0.0
244,1023,0,0.0
245,1026,0,0.0
246,1030,0,0.0
247,1033,0,0.0
248,1037,0,0.0
249,1039,0,0.0
250,1041,0,0.0
251,1042,0,0.0
252,1043,0,0.0
253,1046,0,0.0
254,1056,0,0.0
255,1057,0,0.0
256,1060,0,0.0
257,1065,0,0.0
258,1066,0,0.0
259,1076,0,0.0
260,1080,0,0.0
261,1086,0,0.0
262,1093,1,0.0
263,1095,0,0.0
264,1119,0,0.0
265,1120,0,0.0
266,1121,0,0.0
267,1126,0,0.0
268,1130,1,0.0
269,1131,0,0.0
270,1136,0,0.0
271,1142,0,0.0
272,1143,0,0.0
273,1147,0,0.0
274,1154,0,0.0
275,1155,1,0.0
276,1163,0,0.0
277,1165,0,0.0
278,1166,0,0.0
279,1169,0,0.0
280,1174,0,0.0
281,1177,0,0.0
282,1184,0,0.0
283,1186,0,0.0
284,1187,0,0.0
285,1191,0,0.0
286,1193,0,0.0
287,1196,1,0.0
288,1197,0,0.0
289,1209,0,0.0
290,1210,0,0.0
291,1211,0,0.0
292,1219,0,0.0
293,1223,0,0.0
294,1225,0,0.0
295,1230,0,0.0
296,1234,0,0.0
297,1237,0,0.0
298,1239,0,0.0
299,1244,0,0.0
300,1247,1,0.0
301,1249,0,0.0
302,1254,0,0.0
303,1266,0,0.0
304,1271,0,0.0
305,1275,0,0.0
306,1276,0,0.0
307,1277,0,0.0
308,1279,0,0.0
309,1286,0,0.0
310,1289,0,0.0
311,1291,0,0.0
312,1297,0,0.0
313,1299,0,0.0
314,1301,0,0.0
315,1306,0,0.0
316,1309,0,0.0
317,1311,0,0.0
318,1313,0,0.0
319,1315,0,0.0
320,1325,0,0.0
321,1327,0,0.0
322,1331,0,0.0
323,1333,0,0.0
324,1334,0,0.0
325,1337,0,0.0
326,1339,0,0.0
327,1341,0,0.0
328,1345,0,0.0
329,1347,0,0.0
330,1356,0,0.0
331,1357,0,0.0
332,1361,0,0.0
333,1364,0,0.0
334,1369,0,0.0
335,1371,0,0.0
336,1374,0,0.0
337,1379,0,0.0
338,1381,0,0.0
339,1384,0,0.0
340,1385,0,0.0
341,1390,0,0.0
342,1397,0,0.0
343,1399,0,0.0
344,1409,0,0.0
345,1412,0,0.0
346,1419,0,0.0
347,1420,1,0.0
348,1425,0,0.0
349,1426,1,0.0
350,1432,0,0.0
351,1436,0,0.0
352,1437,0,0.0
353,1444,0,0.0
354,1446,0,0.0
355,1449,0,0.0
356,1452,0,0.0
357,1453,0,0.0
358,1460,0,0.0
359,1462,0,0.0
360,1467,0,0.0
361,1470,0,0.0
362,1481,0,0.0
363,1483,0,1.0
364,1484,0,0.0
365,1487,0,0.0
366,1500,0,0.0
367,1506,0,0.0
368,1509,0,0.0
369,1512,0,0.0
370,1513,1,0.0
371,1517,0,0.0
372,1520,0,0.0
373,1522,0,0.0
374,1525,0,0.0
375,1526,0,1.0
376,1533,0,0.0
377,1540,0,0.0
378,1541,0,0.0
379,1542,0,0.0
380,1543,0,0.0
381,1545,0,0.0
382,1549,0,0.0
383,1553,0,0.0
384,1555,0,0.0
385,1557,0,0.0
386,1560,0,0.0
387,1561,0,0.0
388,1562,0,0.0
389,1563,0,0.0
390,1565,0,0.0
391,1566,0,0.0
392,1567,0,0.0
393,1569,0,0.0
394,1574,0,0.0
395,1577,0,0.0
396,1583,0,0.0
397,1587,0,0.0
398,1593,0,0.0
399,1594,0,0.0
400,1595,0,0.0
401,1601,0,0.0
402,1605,0,0.0
403,1606,0,0.0
404,1609,0,0.0
405,1610,0,0.0
406,1630,0,0.0
407,1632,0,0.0
408,1649,0,0.0
409,1652,0,0.0
410,1654,0,0.0
411,1663,0,0.0
412,1671,0,0.0
413,1674,0,0.0
414,1677,0,0.0
415,1683,0,0.0
416,1684,0,0.0
417,1685,0,0.0
418,1687,0,0.0
419,1690,0,0.0
420,1693,0,0.0
421,1694,0,0.0
422,1697,0,0.0
423,1703,0,0.0
424,1710,0,0.0
425,1711,0,0.0
426,1712,0,0.0
427,1714,0,0.0
428,1716,0,0.0
429,1719,0,0.0
430,1720,0,0.0
431,1727,0,0.0
432,1729,0,0.0
433,1730,0,0.0
434,1733,0,0.0
435,1735,0,0.0
436,1737,0,0.0
437,1741,1,0.0
438,1744,0,0.0
439,1749,0,0.0
440,1751,0,0.0
441,1761,0,0.0
442,1763,0,0.0
443,1765,1,0.0
444,1772,0,0.0
445,1779,0,0.0
446,1782,0,0.0
447,1783,0,0.0
448,1787,0,0.0
449,1789,0,0.0
450,1790,0,0.0
451,1796,0,0.0
452,1800,0,0.0
453,1803,0,0.0
454,1804,0,0.0
455,1805,1,0.0
456,1812,0,0.0
457,1813,0,0.0
458,1822,0,0.0
459,1826,0,0.0
460,1840,0,0.0
461,1841,0,0.0
462,1842,0,0.0
463,1843,0,0.0
464,1850,0,0.0
465,1855,0,0.0
466,1864,0,0.0
467,1873,0,0.0
468,1874,0,0.0
469,1877,0,0.0
470,1880,0,0.0
471,1896,0,0.0
472,1899,0,0.0
473,1903,0,0.0
474,1905,0,0.0
475,1910,0,0.0
476,1913,0,0.0
477,1920,0,0.0
478,1926,0,0.0
479,1931,0,0.0
480,1943,0,0.0
481,1944,0,0.0
482,1947,0,0.0
483,1949,0,0.0
484,1954,0,0.0
485,1964,0,0.0
486,1970,0,0.0
487,1971,0,0.0
488,1981,0,0.0
489,1987,0,0.0
490,1996,0,0.0
491,2002,0,0.0
492,2010,0,0.0
493,2013,0,0.0
494,2014,0,0.0
495,2020,0,0.0
496,2021,0,0.0
497,2022,1,0.0
498,2029,0,0.0
499,2032,1,0.0
500,2047,1,0.0
501,2049,0,0.0
502,2051,0,0.0
503,2053,0,0.0
504,2057,0,0.0
505,2059,0,0.0
506,2060,0,0.0
507,2061,0,0.0
508,2062,0,0.0
509,2063,0,0.0
510,2065,0,0.0
511,2071,0,0.0
512,2072,0,0.0
513,2073,0,0.0
514,2076,0,0.0
515,2080,0,0.0
516,2081,1,0.0
517,2082,0,0.0
518,2083,0,0.0
519,2086,0,0.0
520,2087,1,0.0
521,2091,0,0.0
522,2102,0,0.0
523,2103,0,0.0
524,2107,0,0.0
525,2113,1,0.0
526,2123,1,0.0
527,2144,0,0.0
528,2145,0,0.0
529,2153,0,0.0
530,2154,0,0.0
531,2156,0,0.0
532,2160,0,0.0
533,2161,0,0.0
534,2172,0,0.0
535,2176,0,0.0
536,2180,0,0.0
537,2186,0,0.0
538,2191,0,0.0
539,2192,0,0.0
540,2195,0,0.0
541,2205,0,0.0
542,2206,0,0.0
543,2207,0,0.0
544,2215,0,0.0
545,2222,0,0.0
546,2225,0,0.0
547,2232,0,0.0
548,2233,0,0.0
549,2234,0,0.0
550,2239,0,0.0
551,2240,0,0.0
552,2241,0,1.0
553,2242,0,0.0
554,2244,0,0.0
555,2246,0,0.0
556,2252,0,0.0
557,2254,0,0.0
558,2255,0,0.0
559,2264,0,0.0
560,2267,0,0.0
561,2270,0,0.0
562,2271,0,0.0
563,2272,0,0.0
564,2275,0,0.0
565,2283,0,0.0
566,2284,0,0.0
567,2287,0,0.0
568,2294,0,0.0
569,2305,0,0.0
570,2307,0,0.0
571,2312,0,0.0
572,2313,0,0.0
573,2322,0,0.0
574,2326,0,0.0
575,2327,0,0.0
576,2330,0,0.0
577,2331,0,0.0
578,2332,0,0.0
579,2334,0,0.0
580,2343,0,0.0
581,2345,1,0.0
582,2346,1,0.0
583,2350,0,0.0
584,2357,0,0.0
585,2359,0,0.0
586,2361,0,0.0
587,2362,0,0.0
588,2367,0,0.0
589,2369,0,0.0
590,2372,0,0.0
591,2376,0,0.0
592,2383,0,0.0
593,2386,0,0.0
594,2389,0,0.0
595,2392,0,0.0
596,2394,0,0.0
597,2399,0,0.0
598,2401,0,0.0
599,2403,0,0.0
600,2404,0,0.0
601,2406,0,0.0
602,2409,0,0.0
603,2412,1,0.0
604,2414,0,0.0
605,2417,0,0.0
606,2419,0,0.0
607,2421,1,0.0
608,2422,0,0.0
609,2427,0,0.0
610,2430,0,0.0
611,2439,0,0.0
612,2440,0,0.0
613,2444,0,0.0
614,2445,0,0.0
615,2455,0,0.0
616,2456,0,0.0
617,2465,0,0.0
618,2467,0,0.0
619,2470,0,0.0
620,2472,0,0.0
621,2476,0,0.0
622,2479,0,0.0
623,2481,0,0.0
624,2483,0,0.0
625,2484,0,0.0
626,2486,0,0.0
627,2506,0,0.0
628,2512,0,0.0
629,2519,0,0.0
630,2521,0,0.0
631,2526,0,0.0
632,2530,0,0.0
633,2536,0,0.0
634,2541,0,0.0
635,2544,0,0.0
636,2547,0,0.0
637,2557,0,0.0
638,2560,0,0.0
639,2561,0,0.0
640,2573,0,0.0
641,2575,0,0.0
642,2580,0,0.0
643,2581,0,0.0
644,2587,0,0.0
645,2592,0,0.0
646,2595,0,0.0
647,2601,0,0.0
648,2603,0,0.0
649,2604,0,0.0
650,2611,0,0.0
651,2613,0,0.0
652,2614,0,0.0
653,2615,0,0.0
654,2616,0,0.0
655,2620,0,0.0
656,2625,0,0.0
657,2632,0,0.0
658,2636,0,0.0
659,2639,0,0.0
660,2642,0,0.0
661,2643,0,0.0
662,2644,0,0.0
663,2647,0,0.0
664,2650,0,0.0
665,2660,0,0.0
666,2662,0,0.0
667,2663,0,0.0
668,2677,0,0.0
669,2679,0,0.0
670,2683,0,0.0
671,2686,0,0.0
672,2687,0,0.0
673,2692,0,0.0
674,2693,0,0.0
675,2696,0,0.0
676,2702,0,0.0
677,2705,0,0.0
678,2710,0,0.0
679,2716,0,0.0
680,2719,0,0.0
681,2723,0,0.0
682,2724,0,1.0
683,2736,0,0.0
684,2739,0,0.0
685,2746,0,0.0
686,2750,0,0.0
687,2752,0,0.0
688,2755,0,0.0
689,2757,0,0.0
690,2760,0,0.0
691,2770,0,0.0
692,2772,0,0.0
693,2773,0,0.0
694,2777,0,0.0
695,2779,0,0.0
696,2785,0,0.0
697,2789,0,0.0
698,2794,0,0.0
699,2802,0,0.0
700,2804,0,0.0
701,2805,0,0.0
702,2807,0,0.0
703,2809,1,0.0
704,2812,0,0.0
705,2819,0,0.0
706,2820,0,0.0
707,2823,0,0.0
708,2832,1,0.0
709,2845,0,0.0
710,2854,0,0.0
711,2860,0,0.0
712,2862,0,0.0
713,2863,0,0.0
714,2864,0,0.0
715,2875,0,0.0
716,2877,0,0.0
717,2880,0,0.0
718,2892,0,0.0
719,2893,0,0.0
720,2904,0,0.0
721,2905,0,0.0
722,2909,1,0.0
723,2913,0,0.0
724,2914,0,0.0
725,2915,0,0.0
726,2923,0,0.0
727,2924,0,0.0
728,2926,0,0.0
729,2941,0,0.0
730,2943,0,0.0
731,2955,0,0.0
732,2961,0,0.0
733,2966,0,0.0
734,2967,0,0.0
735,2972,0,0.0
736,2973,0,0.0
737,2974,0,0.0
738,2975,0,0.0
739,2976,0,0.0
740,2977,0,0.0
741,2981,0,0.0
742,2990,0,0.0
743,2992,0,0.0
744,2995,0,0.0
745,2996,0,0.0
746,2999,0,1.0
747,3012,0,0.0
748,3020,0,0.0
749,3024,0,0.0
750,3031,0,0.0
751,3033,0,0.0
752,3039,0,0.0
753,3065,0,0.0
754,3072,0,0.0
755,3075,0,0.0
756,3083,0,0.0
757,3086,0,0.0
758,3092,0,0.0
759,3102,0,0.0
760,3106,0,0.0
761,3113,0,0.0
762,3114,0,0.0
763,3121,0,0.0
764,3124,0,0.0
765,3125,0,0.0
766,3130,0,0.0
767,3131,0,0.0
768,3132,0,0.0
769,3140,0,0.0
770,3145,1,0.0
771,3146,0,0.0
772,3147,0,0.0
773,3153,0,0.0
774,3155,0,0.0
775,3156,0,0.0
776,3157,0,0.0
777,3160,0,0.0
778,3169,0,0.0
779,3174,0,0.0
780,3175,0,0.0
781,3176,0,0.0
782,3181,0,0.0
783,3182,0,0.0
784,3183,0,0.0
785,3184,0,0.0
786,3185,0,0.0
787,3192,0,0.0
788,3197,0,0.0
789,3207,0,0.0
790,3209,0,0.0
791,3210,0,0.0
792,3212,0,0.0
793,3213,0,0.0
794,3216,0,0.0
795,3217,0,0.0
796,3225,0,0.0
797,3227,0,0.0
798,3231,0,0.0
799,3241,0,0.0
800,3242,0,0.0
801,3243,0,0.0
802,3247,0,0.0
803,3250,0,0.0
804,3253,0,0.0
805,3274,1,0.0
806,3277,0,0.0
807,3280,0,0.0
808,3281,0,0.0
809,3286,0,0.0
810,3287,0,0.0
811,3291,0,0.0
812,3299,0,0.0
813,3301,0,0.0
814,3307,0,0.0
815,3310,0,0.0
816,3312,0,0.0
817,3325,0,0.0
818,3326,0,0.0
819,3329,0,0.0
820,3331,0,0.0
821,3333,0,0.0
822,3360,0,0.0
823,3361,0,0.0
824,3365,0,0.0
825,3369,0,0.0
826,3370,0,0.0
827,3371,0,0.0
828,3376,0,0.0
829,3380,0,0.0
830,3382,0,0.0
831,3383,0,0.0
832,3385,0,0.0
833,3386,0,0.0
834,3387,0,0.0
835,3399,0,0.0
836,3402,0,0.0
837,3407,0,0.0
838,3415,0,0.0
839,3420,0,0.0
840,3422,0,0.0
841,3423,0,0.0
842,3431,0,0.0
843,3443,0,0.0
844,3445,0,0.0
845,3449,0,0.0
846,3452,0,0.0
847,3454,0,0.0
848,3457,0,0.0
849,3460,0,0.0
850,3461,0,0.0
851,3465,0,0.0
852,3467,0,0.0
853,3472,0,0.0
854,3474,0,0.0
855,3477,0,0.0
856,3481,0,0.0
857,3483,0,0.0
858,3484,0,0.0
859,3487,0,0.0
860,3489,0,0.0
861,3491,0,0.0
862,3499,0,0.0
863,3502,0,0.0
864,3504,0,0.0
865,3505,0,0.0
866,3506,0,0.0
867,3509,0,0.0
868,3516,0,0.0
869,3517,0,0.0
870,3522,0,0.0
871,3524,0,0.0
872,3526,0,0.0
873,3529,0,0.0
874,3530,0,0.0
875,3533,0,0.0
876,3535,0,0.0
877,3541,0,0.0
878,3544,0,0.0
879,3545,0,0.0
880,3552,0,0.0
881,3555,1,0.0
882,3556,1,0.0
883,3566,0,0.0
884,3571,0,0.0
885,3575,0,0.0
886,3587,0,0.0
887,3589,0,0.0
888,3591,0,0.0
889,3599,0,0.0
890,3606,0,0.0
891,3610,0,0.0
892,3613,0,0.0
893,3623,0,0.0
894,3626,0,0.0
895,3631,0,0.0
896,3649,0,0.0
897,3651,0,0.0
898,3656,0,0.0
899,3660,0,0.0
900,3664,0,0.0
901,3669,0,0.0
902,3683,1,0.0
903,3685,0,0.0
904,3686,0,0.0
905,3696,0,0.0
906,3699,0,0.0
907,3700,0,0.0
908,3701,0,0.0
909,3702,0,0.0
910,3705,0,0.0
911,3710,0,0.0
912,3711,0,0.0
913,3716,0,0.0
914,3717,0,0.0
915,3723,0,0.0
916,3724,0,0.0
917,3725,0,0.0
918,3726,0,0.0
919,3729,0,0.0
920,3730,0,0.0
921,3731,0,0.0
922,3733,0,0.0
923,3734,0,0.0
924,3736,0,0.0
925,3742,0,0.0
926,3745,0,0.0
927,3747,0,0.0
928,3751,0,0.0
929,3753,0,0.0
930,3755,0,0.0
931,3757,0,0.0
932,3762,0,0.0
933,3772,0,0.0
934,3775,0,0.0
935,3780,0,0.0
936,3783,0,0.0
937,3790,0,0.0
938,3792,0,0.0
939,3799,0,0.0
940,3801,1,0.0
941,3805,0,0.0
942,3816,0,0.0
943,3817,0,0.0
944,3819,0,0.0
945,3821,0,0.0
946,3822,0,0.0
947,3823,0,0.0
948,3825,0,0.0
949,3836,0,0.0
950,3841,0,1.0
951,3845,0,0.0
952,3852,0,0.0
953,3853,0,0.0
954,3860,0,0.0
955,3862,0,0.0
956,3863,0,0.0
957,3864,0,0.0
958,3870,1,0.0
959,3877,0,0.0
960,3880,0,0.0
961,3882,0,0.0
962,3886,0,0.0
963,3887,0,0.0
964,3903,0,0.0
965,3907,0,0.0
966,3910,0,0.0
967,3911,0,0.0
968,3914,0,0.0
969,3915,0,0.0
970,3917,0,0.0
971,3919,0,0.0
972,3920,0,0.0
973,3926,0,0.0
974,3927,0,0.0
975,3929,0,0.0
976,3937,0,0.0
977,3939,0,0.0
978,3940,0,0.0
979,3941,0,0.0
980,3947,0,0.0
981,3951,0,0.0
982,3956,0,0.0
983,3964,0,0.0
984,3965,0,0.0
985,3974,0,0.0
986,3977,0,0.0
987,3979,1,0.0
988,3981,0,0.0
989,3983,0,0.0
990,3985,0,0.0
991,3986,0,0.0
992,3987,0,0.0
993,3999,0,0.0
994,4001,0,0.0
995,4002,0,0.0
996,4007,0,0.0
997,4010,0,0.0
998,4013,0,0.0
999,4020,0,0.0
1000,4030,0,0.0
1001,4031,0,0.0
1002,4037,0,0.0
1003,4040,1,0.0
1004,4045,0,1.0
1005,4052,0,0.0
1006,4055,0,0.0
1007,4060,0,0.0
1008,4065,0,0.0
1009,4070,0,0.0
1010,4075,0,0.0
1011,4079,0,0.0
1012,4083,0,0.0
1013,4086,0,0.0
1014,4092,0,0.0
1015,4093,0,0.0
1016,4094,0,0.0
1017,4099,0,0.0
1018,4101,0,0.0
1019,4102,0,0.0
1020,4107,0,0.0
1021,4109,0,0.0
1022,4110,0,0.0
1023,4120,0,0.0
1024,4122,0,0.0
1025,4130,0,0.0
1026,4131,0,0.0
1027,4132,0,0.0
1028,4137,0,0.0
1029,4141,0,0.0
1030,4144,0,0.0
1031,4146,0,0.0
1032,4149,0,0.0
1033,4154,0,0.0
1034,4159,0,0.0
1035,4172,0,0.0
1036,4173,0,0.0
1037,4175,0,0.0
1038,4176,0,0.0
1039,4180,0,0.0
1040,4182,0,0.0
1041,4185,0,0.0
1042,4189,0,0.0
1043,4203,0,0.0
1044,4209,0,0.0
1045,4213,0,0.0
1046,4214,0,0.0
1047,4216,0,0.0
1048,4223,0,0.0
1049,4225,0,0.0
1050,4230,0,0.0
1051,4231,0,0.0
1052,4251,1,0.0
1053,4253,0,0.0
1054,4259,0,0.0
1055,4262,0,0.0
1056,4267,0,0.0
1057,4271,0,0.0
1058,4272,0,0.0
1059,4280,0,0.0
1060,4282,0,0.0
1061,4283,0,0.0
1062,4285,0,0.0
1063,4296,0,0.0
1064,4297,0,0.0
1065,4301,0,0.0
1066,4312,0,0.0
1067,4315,0,0.0
1068,4317,0,0.0
1069,4320,0,0.0
1070,4321,0,0.0
1071,4325,0,0.0
1072,4335,0,0.0
1073,4336,0,1.0
1074,4340,0,0.0
1075,4345,0,0.0
1076,4349,0,0.0
1077,4351,0,0.0
1078,4355,1,0.0
1079,4362,0,0.0
1080,4365,0,0.0
1081,4366,0,0.0
1082,4370,0,0.0
1083,4375,0,0.0
1084,4379,0,0.0
1085,4380,0,0.0
1086,4381,0,0.0
1087,4387,0,0.0
1088,4391,0,0.0
1089,4394,0,0.0
1090,4395,0,0.0
1091,4400,0,0.0
1092,4410,0,0.0
1093,4414,0,0.0
1094,4416,0,0.0
1095,4421,0,0.0
1096,4425,0,0.0
1097,4426,0,0.0
1098,4442,0,0.0
1099,4443,0,0.0
1100,4449,0,0.0
1101,4454,0,0.0
1102,4456,0,0.0
1103,4460,0,0.0
1104,4472,0,0.0
1105,4477,0,0.0
1106,4480,0,0.0
1107,4481,0,0.0
1108,4483,0,0.0
1109,4485,0,0.0
1110,4496,0,0.0
1111,4501,0,0.0
1112,4506,0,0.0
1113,4510,1,0.0
1114,4512,0,0.0
1115,4514,1,0.0
1116,4516,0,0.0
1117,4517,0,0.0
1118,4519,0,0.0
1119,4527,0,1.0
1120,4530,0,0.0
1121,4531,0,0.0
1122,4532,0,0.0
1123,4533,0,0.0
1124,4534,0,0.0
1125,4536,0,0.0
1126,4539,0,1.0
1127,4549,0,0.0
1128,4551,0,0.0
1129,4563,0,0.0
1130,4570,0,0.0
1131,4573,0,0.0
1132,4574,0,0.0
1133,4579,0,0.0
1134,4581,0,0.0
1135,4583,0,0.0
1136,4589,0,0.0
1137,4591,0,0.0
1138,4592,0,0.0
1139,4593,0,0.0
1140,4594,0,0.0
1141,4597,0,0.0
1142,4601,0,0.0
1143,4602,0,0.0
1144,4606,1,0.0
1145,4607,0,0.0
1146,4610,0,0.0
1147,4614,0,0.0
1148,4615,0,0.0
1149,4619,0,0.0
1150,4623,0,0.0
1151,4631,0,0.0
1152,4634,0,0.0
1153,4636,0,0.0
1154,4637,0,0.0
1155,4643,0,0.0
1156,4645,0,0.0
1157,4653,0,0.0
1158,4654,0,0.0
1159,4655,0,0.0
1160,4661,0,0.0
1161,4663,0,0.0
1162,4670,0,0.0
1163,4675,0,0.0
1164,4676,0,0.0
1165,4677,0,0.0
1166,4689,0,0.0
1167,4692,0,0.0
1168,4696,0,0.0
1169,4701,0,0.0
1170,4705,0,0.0
1171,4706,0,0.0
1172,4715,0,0.0
1173,4716,0,0.0
1174,4717,0,0.0
1175,4725,0,0.0
1176,4730,0,0.0
1177,4731,0,0.0
1178,4736,0,0.0
1179,4741,1,0.0
1180,4742,0,0.0
1181,4743,0,0.0
1182,4749,0,0.0
1183,4750,0,0.0
1184,4755,0,0.0
1185,4762,0,0.0
1186,4766,0,0.0
1187,4767,0,0.0
1188,4772,0,1.0
1189,4774,0,0.0
1190,4781,0,0.0
1191,4783,0,0.0
1192,4796,0,0.0
1193,4801,0,0.0
1194,4802,0,0.0
1195,4804,0,0.0
1196,4806,0,0.0
1197,4816,0,0.0
1198,4819,0,0.0
1199,4820,0,0.0
1200,4821,0,0.0
1201,4824,0,0.0
1202,4827,0,0.0
1203,4830,0,0.0
1204,4831,0,0.0
1205,4842,0,0.0
1206,4850,0,0.0
1207,4852,0,0.0
1208,4856,0,0.0
1209,4861,0,0.0
1210,4877,0,0.0
1211,4880,0,0.0
1212,4882,0,0.0
1213,4883,0,0.0
1214,4890,0,0.0
1215,4895,0,0.0
1216,4900,0,0.0
1217,4905,0,0.0
1218,4911,0,0.0
1219,4916,0,0.0
1220,4917,0,0.0
1221,4921,0,0.0
1222,4931,0,0.0
1223,4933,0,0.0
1224,4934,0,0.0
1225,4936,0,0.0
1226,4939,0,0.0
1227,4940,0,0.0
1228,4942,0,0.0
1229,4947,0,0.0
1230,4951,1,0.0
1231,4953,0,0.0
1232,4955,0,0.0
1233,4959,0,0.0
1234,4961,0,0.0
1235,4962,0,0.0
1236,4965,0,0.0
1237,4970,1,1.0
1238,4979,0,0.0
1239,4986,0,0.0
1240,4991,0,0.0
1241,5004,0,0.0
1242,5007,0,0.0
1243,5012,0,0.0
1244,5016,0,0.0
1245,5021,0,0.0
1246,5022,0,0.0
1247,5024,0,0.0
1248,5027,0,0.0
1249,5030,0,0.0
1250,5032,0,0.0
1251,5036,0,0.0
1252,5040,0,0.0
1253,5041,0,0.0
1254,5047,0,0.0
1255,5051,0,0.0
1256,5059,0,0.0
1257,5063,0,0.0
1258,5064,0,0.0
1259,5069,0,0.0
1260,5073,0,0.0
1261,5074,0,0.0
1262,5075,0,0.0
1263,5077,0,0.0
1264,5079,0,0.0
