,id,shops,shops_prediction
348,1480,0,0.0
349,1482,0,0.0
350,1487,0,0.0
351,1489,0,0.0
352,1495,0,0.0
353,1497,0,0.0
354,1504,0,0.0
355,1505,0,0.0
356,1510,0,0.0
357,1512,0,0.0
358,1517,0,0.0
359,1533,0,0.0
360,1542,0,0.0
361,1543,0,0.0
362,1544,0,0.0
363,1545,0,0.0
364,1549,0,0.0
365,1550,0,0.0
366,1553,0,0.0
367,1557,0,0.0
368,1560,0,0.0
369,1563,0,0.0
370,1564,0,0.0
371,1565,0,0.0
372,1576,0,0.0
373,1579,0,0.0
374,1586,0,0.0
375,1590,0,0.0
376,1596,0,0.0
377,1600,0,0.0
378,1606,0,0.0
379,1610,0,0.0
380,1611,0,0.0
381,1622,0,0.0
382,1623,0,0.0
383,1624,0,0.0
384,1632,0,0.0
385,1635,0,0.0
386,1636,0,0.0
387,1639,0,0.0
388,1645,0,0.0
389,1646,0,0.0
390,1650,0,0.0
391,1651,0,0.0
392,1654,0,0.0
393,1660,0,0.0
394,1662,0,0.0
395,1669,0,0.0
396,1670,0,0.0
397,1672,0,0.0
398,1676,0,0.0
399,1684,0,0.0
400,1685,0,0.0
401,1686,0,0.0
402,1687,0,0.0
403,1690,0,0.0
404,1692,0,0.0
405,1695,0,0.0
406,1696,0,0.0
407,1702,0,0.0
408,1711,0,0.0
409,1712,0,0.0
410,1721,0,0.0
411,1722,0,0.0
412,1730,0,0.0
413,1731,0,0.0
414,1749,0,0.0
415,1752,0,0.0
416,1755,0,0.0
417,1760,0,0.0
418,1761,0,0.0
419,1770,0,0.0
420,1775,0,0.0
421,1781,0,0.0
422,1784,0,0.0
423,1785,0,0.0
424,1797,0,0.0
425,1800,0,0.0
426,1801,0,0.0
427,1809,0,0.0
428,1811,0,0.0
429,1812,0,0.0
430,1831,0,0.0
431,1837,0,0.0
432,1841,0,0.0
433,1851,0,0.0
434,1852,0,0.0
435,1853,0,0.0
436,1854,0,0.0
437,1857,0,0.0
438,1859,0,0.0
439,1864,0,0.0
440,1865,0,0.0
441,1867,0,0.0
442,1870,0,0.0
443,1871,0,0.0
444,1877,0,0.0
445,1879,0,0.0
446,1885,0,0.0
447,1886,0,0.0
448,1887,0,0.0
449,1895,0,0.0
450,1899,0,0.0
451,1901,0,0.0
452,1904,0,0.0
453,1905,0,0.0
454,1907,0,0.0
455,1910,0,0.0
456,1914,0,0.0
457,1917,0,0.0
458,1919,0,0.0
459,1921,0,0.0
460,1922,0,0.0
461,1923,0,0.0
462,1926,0,0.0
463,1927,0,0.0
464,1929,0,0.0
465,1931,0,0.0
466,1941,0,0.0
467,1942,0,0.0
468,1945,0,0.0
469,1951,0,0.0
470,1955,0,0.0
471,1959,0,0.0
472,1964,0,0.0
473,1965,0,0.0
474,1971,0,0.0
475,1973,0,0.0
476,1975,0,0.0
477,1976,0,0.0
478,1977,0,0.0
479,1979,0,0.0
480,1980,0,0.0
481,1984,0,0.0
482,1985,0,0.0
483,1986,0,0.0
484,1993,0,0.0
485,2001,0,0.0
486,2002,0,0.0
487,2006,0,0.0
488,2011,0,0.0
489,2013,0,0.0
490,2020,0,0.0
491,2023,0,0.0
492,2024,0,0.0
493,2029,0,0.0
494,2030,0,0.0
495,2044,0,0.0
496,2045,0,0.0
497,2049,0,0.0
498,2052,0,0.0
499,2055,0,0.0
500,2056,0,0.0
501,2060,0,0.0
502,2072,0,0.0
503,2076,0,0.0
504,2085,0,0.0
505,2086,0,0.0
506,2091,0,0.0
507,2099,0,0.0
508,2102,0,0.0
509,2105,0,0.0
510,2110,0,0.0
511,2123,0,0.0
512,2126,0,0.0
513,2135,0,0.0
514,2136,0,0.0
515,2139,0,0.0
516,2141,0,0.0
517,2154,0,0.0
518,2155,0,0.0
519,2162,0,0.0
520,2163,0,0.0
521,2167,0,0.0
522,2170,0,0.0
523,2174,0,0.0
524,2176,0,0.0
525,2179,0,0.0
526,2185,0,0.0
527,2190,0,0.0
528,2192,0,0.0
529,2200,0,0.0
530,2213,0,0.0
531,2216,0,0.0
532,2221,0,0.0
533,2229,0,0.0
534,2234,0,0.0
535,2244,0,0.0
536,2249,0,0.0
537,2260,0,0.0
538,2262,0,0.0
539,2266,0,0.0
540,2269,0,0.0
541,2270,0,0.0
542,2272,0,0.0
543,2276,0,0.0
544,2280,0,0.0
545,2283,0,0.0
546,2284,0,0.0
547,2285,0,0.0
548,2286,0,0.0
549,2289,0,0.0
550,2293,0,0.0
551,2297,0,0.0
552,2300,0,0.0
553,2303,0,0.0
554,2310,0,0.0
555,2312,0,0.0
556,2314,0,0.0
557,2326,0,0.0
558,2327,0,0.0
559,2329,0,0.0
560,2331,0,0.0
561,2347,0,0.0
562,2352,0,0.0
563,2353,0,0.0
564,2357,0,0.0
565,2362,0,0.0
566,2363,0,0.0
567,2365,0,0.0
568,2371,0,0.0
569,2383,0,0.0
570,2385,0,0.0
571,2390,0,0.0
572,2396,0,0.0
573,2400,0,0.0
574,2402,0,0.0
575,2406,0,0.0
576,2407,0,0.0
577,2411,0,0.0
578,2413,0,0.0
579,2416,0,0.0
580,2421,0,0.0
581,2423,0,0.0
582,2425,0,0.0
583,2426,0,0.0
584,2433,0,0.0
585,2445,0,0.0
586,2452,0,0.0
587,2456,0,0.0
588,2457,0,0.0
589,2463,0,0.0
590,2469,0,0.0
591,2470,0,0.0
592,2475,0,0.0
593,2476,0,0.0
594,2477,0,0.0
595,2479,0,0.0
596,2483,0,0.0
597,2489,0,0.0
598,2510,0,0.0
599,2525,0,0.0
600,2526,0,0.0
601,2529,0,0.0
602,2533,0,0.0
603,2534,0,0.0
604,2536,0,0.0
605,2540,0,0.0
606,2541,0,0.0
607,2543,0,0.0
608,2544,0,0.0
609,2546,0,0.0
610,2550,0,0.0
611,2551,0,0.0
612,2553,0,0.0
613,2557,0,0.0
614,2562,0,0.0
615,2564,0,0.0
616,2565,0,0.0
617,2574,0,0.0
618,2575,0,0.0
619,2586,0,0.0
620,2592,0,0.0
621,2594,0,0.0
622,2601,0,0.0
623,2604,0,0.0
624,2606,0,0.0
625,2607,0,0.0
626,2609,0,0.0
627,2617,0,0.0
628,2625,0,0.0
629,2629,0,0.0
630,2631,0,0.0
631,2632,0,0.0
632,2635,0,0.0
633,2639,0,0.0
634,2641,0,0.0
635,2643,0,0.0
636,2644,0,0.0
637,2651,0,0.0
638,2653,0,0.0
639,2656,0,0.0
640,2660,0,0.0
641,2662,0,0.0
642,2667,0,0.0
643,2671,0,0.0
644,2672,0,0.0
645,2673,0,0.0
646,2674,0,0.0
647,2687,0,0.0
648,2700,0,0.0
649,2702,0,0.0
650,2703,0,0.0
651,2704,0,0.0
652,2705,0,0.0
653,2712,0,0.0
654,2715,0,0.0
655,2717,0,0.0
656,2722,0,0.0
657,2724,0,0.0
658,2730,0,0.0
659,2740,0,0.0
660,2742,0,0.0
661,2744,0,0.0
662,2752,0,0.0
663,2756,0,0.0
664,2759,0,0.0
665,2761,0,0.0
666,2763,0,0.0
667,2773,0,0.0
668,2776,0,0.0
669,2777,0,0.0
670,2779,0,0.0
671,2785,0,0.0
672,2790,0,0.0
673,2791,0,0.0
674,2795,0,0.0
675,2796,0,0.0
676,2803,0,0.0
677,2804,0,0.0
678,2815,0,0.0
679,2816,0,0.0
680,2823,0,0.0
681,2829,0,0.0
682,2830,0,0.0
683,2840,0,0.0
684,2841,0,0.0
685,2842,0,0.0
686,2845,0,0.0
687,2847,0,0.0
688,2850,0,0.0
689,2854,0,0.0
690,2865,0,0.0
691,2866,0,0.0
692,2871,0,0.0
693,2874,0,0.0
694,2885,0,0.0
695,2886,0,0.0
696,2894,0,0.0
697,2897,0,0.0
698,2905,0,0.0
699,2913,0,0.0
700,2922,0,0.0
701,2924,0,0.0
702,2925,0,0.0
703,2927,0,0.0
704,2941,0,0.0
705,2943,0,0.0
706,2946,0,0.0
707,2957,0,0.0
708,2964,0,0.0
709,2967,0,0.0
710,2970,0,0.0
711,2980,0,0.0
712,2984,0,0.0
713,2987,0,0.0
714,2990,0,0.0
715,3013,0,0.0
716,3016,0,0.0
717,3020,0,0.0
718,3027,0,0.0
719,3030,0,0.0
720,3031,0,0.0
721,3032,0,0.0
722,3034,0,0.0
723,3039,0,0.0
724,3041,0,0.0
725,3047,0,0.0
726,3055,0,0.0
727,3061,0,0.0
728,3062,0,0.0
729,3070,0,0.0
730,3072,0,0.0
731,3076,0,0.0
732,3081,0,0.0
733,3083,0,0.0
734,3086,0,0.0
735,3089,0,0.0
736,3090,0,0.0
737,3092,0,0.0
738,3114,0,0.0
739,3119,0,0.0
740,3120,0,0.0
741,3123,0,0.0
742,3127,0,0.0
743,3132,0,0.0
744,3133,0,0.0
745,3135,0,0.0
746,3136,0,0.0
747,3137,0,0.0
748,3142,0,0.0
749,3147,0,0.0
750,3150,0,0.0
751,3151,0,0.0
752,3152,0,0.0
753,3156,0,0.0
754,3159,0,0.0
755,3166,0,0.0
756,3170,0,0.0
757,3173,0,0.0
758,3175,0,0.0
759,3191,0,0.0
760,3192,0,0.0
761,3193,0,0.0
762,3194,0,0.0
763,3197,0,0.0
764,3204,0,0.0
765,3209,0,0.0
766,3213,0,0.0
767,3222,0,0.0
768,3231,0,0.0
769,3236,0,0.0
770,3241,0,0.0
771,3243,0,0.0
772,3247,0,0.0
773,3255,0,0.0
774,3257,0,0.0
775,3261,0,0.0
776,3264,0,0.0
777,3269,0,0.0
778,3274,0,0.0
779,3277,0,0.0
780,3281,0,0.0
781,3300,0,0.0
782,3320,0,0.0
783,3323,0,0.0
784,3331,0,0.0
785,3335,0,0.0
786,3337,0,0.0
787,3339,0,0.0
788,3344,0,0.0
789,3346,0,0.0
790,3347,0,0.0
791,3351,0,0.0
792,3354,0,0.0
793,3360,0,0.0
794,3361,0,0.0
795,3362,0,0.0
796,3367,0,0.0
797,3369,0,0.0
798,3371,0,0.0
799,3372,0,0.0
800,3376,0,0.0
801,3381,0,0.0
802,3383,0,0.0
803,3384,0,0.0
804,3385,0,0.0
805,3387,0,0.0
806,3394,0,0.0
807,3395,0,0.0
808,3396,0,0.0
809,3397,0,0.0
810,3399,0,0.0
811,3402,0,0.0
812,3406,0,0.0
813,3412,0,0.0
814,3415,0,0.0
815,3420,0,0.0
816,3424,0,0.0
817,3425,0,0.0
818,3426,0,0.0
819,3431,0,0.0
820,3432,0,0.0
821,3437,0,0.0
822,3439,0,0.0
823,3441,0,0.0
824,3446,0,0.0
825,3449,0,0.0
826,3454,0,0.0
827,3457,0,0.0
828,3464,0,0.0
829,3470,0,0.0
830,3472,0,0.0
831,3474,0,0.0
832,3481,0,0.0
833,3483,0,0.0
834,3485,0,0.0
835,3487,0,0.0
836,3489,0,0.0
837,3492,0,0.0
838,3494,0,0.0
839,3499,0,0.0
840,3502,0,0.0
841,3506,0,0.0
842,3512,0,0.0
843,3515,0,0.0
844,3521,0,0.0
845,3524,0,0.0
846,3526,0,0.0
847,3532,0,0.0
848,3535,0,0.0
849,3543,0,0.0
850,3550,0,0.0
851,3551,0,0.0
852,3556,0,0.0
853,3557,0,0.0
854,3560,0,0.0
855,3573,0,0.0
856,3575,0,0.0
857,3585,0,0.0
858,3586,0,0.0
859,3587,0,0.0
860,3590,0,0.0
861,3591,0,0.0
862,3595,0,0.0
863,3596,0,0.0
864,3601,0,0.0
865,3604,0,0.0
866,3606,0,0.0
867,3613,0,0.0
868,3617,0,0.0
869,3629,0,0.0
870,3630,0,0.0
871,3647,0,0.0
872,3649,0,0.0
873,3652,0,0.0
874,3660,0,0.0
875,3661,0,0.0
876,3662,0,0.0
877,3663,0,0.0
878,3664,0,0.0
879,3669,0,0.0
880,3685,0,0.0
881,3686,0,0.0
882,3689,0,0.0
883,3694,0,0.0
884,3700,0,0.0
885,3715,0,0.0
886,3716,0,0.0
887,3719,0,0.0
888,3722,0,0.0
889,3723,0,0.0
890,3726,0,0.0
891,3736,0,0.0
892,3737,0,0.0
893,3739,0,0.0
894,3741,0,0.0
895,3745,0,0.0
896,3746,0,0.0
897,3747,0,0.0
898,3749,0,0.0
899,3752,0,0.0
900,3754,0,0.0
901,3756,0,0.0
902,3757,0,0.0
903,3763,0,0.0
904,3769,0,0.0
905,3774,0,0.0
906,3780,0,0.0
907,3783,0,0.0
908,3784,0,0.0
909,3785,0,0.0
910,3786,0,0.0
911,3790,0,0.0
912,3791,0,0.0
913,3792,0,0.0
914,3795,0,0.0
915,3809,0,0.0
916,3810,0,0.0
917,3815,0,0.0
918,3816,0,0.0
919,3822,0,0.0
920,3824,0,0.0
921,3829,0,0.0
922,3831,0,0.0
923,3832,0,0.0
924,3834,0,0.0
925,3836,0,0.0
926,3842,0,0.0
927,3849,0,0.0
928,3850,0,0.0
929,3855,0,0.0
930,3861,0,0.0
931,3863,0,0.0
932,3864,0,0.0
933,3866,0,0.0
934,3869,0,0.0
935,3875,0,0.0
936,3877,0,0.0
937,3882,0,0.0
938,3885,0,0.0
939,3887,0,0.0
940,3890,0,0.0
941,3894,0,0.0
942,3895,0,0.0
943,3897,0,0.0
944,3903,0,0.0
945,3904,0,0.0
946,3906,0,0.0
947,3907,0,0.0
948,3910,0,0.0
949,3912,0,0.0
950,3914,0,0.0
951,3915,0,0.0
952,3917,0,0.0
953,3919,0,0.0
954,3923,0,0.0
955,3927,0,0.0
956,3931,0,0.0
957,3942,0,0.0
958,3954,0,0.0
959,3961,0,0.0
960,3962,0,0.0
961,3964,0,0.0
962,3969,0,0.0
963,3972,0,0.0
964,3976,0,0.0
965,3983,0,0.0
966,3985,0,0.0
967,3987,0,0.0
968,3992,0,0.0
969,3999,0,0.0
970,4000,0,0.0
971,4001,0,0.0
972,4002,0,0.0
973,4003,0,0.0
974,4007,0,0.0
975,4011,0,0.0
976,4015,0,0.0
977,4017,0,0.0
978,4024,0,0.0
979,4032,0,0.0
980,4033,0,0.0
981,4035,0,0.0
982,4036,0,0.0
983,4039,0,0.0
984,4041,0,0.0
985,4049,0,0.0
986,4052,0,0.0
987,4054,0,0.0
988,4060,0,0.0
989,4064,0,0.0
990,4067,0,0.0
991,4070,0,0.0
992,4077,0,0.0
993,4079,0,0.0
994,4080,0,0.0
995,4087,0,0.0
996,4094,0,0.0
997,4099,0,0.0
998,4103,0,0.0
999,4107,0,0.0
1000,4109,0,0.0
1001,4110,0,0.0
1002,4112,0,0.0
1003,4113,0,0.0
1004,4117,0,0.0
1005,4121,0,0.0
1006,4125,0,0.0
1007,4132,0,0.0
1008,4136,0,0.0
1009,4137,0,0.0
1010,4141,0,0.0
1011,4143,0,0.0
1012,4149,0,0.0
1013,4161,0,0.0
1014,4177,0,0.0
1015,4180,0,0.0
1016,4183,0,0.0
1017,4191,0,0.0
1018,4192,0,0.0
1019,4194,0,0.0
1020,4196,0,0.0
1021,4197,0,0.0
1022,4203,0,0.0
1023,4209,0,0.0
1024,4211,0,0.0
1025,4214,0,0.0
1026,4215,0,0.0
1027,4221,0,0.0
1028,4229,0,0.0
1029,4232,0,0.0
1030,4235,0,0.0
1031,4241,0,0.0
1032,4252,0,0.0
1033,4266,0,0.0
1034,4277,0,0.0
1035,4282,0,0.0
1036,4289,0,0.0
1037,4291,0,0.0
1038,4293,0,0.0
1039,4295,0,0.0
1040,4297,0,0.0
1041,4302,0,0.0
1042,4312,0,0.0
1043,4320,0,0.0
1044,4329,0,0.0
1045,4331,0,0.0
1046,4332,0,0.0
1047,4333,0,0.0
1048,4335,0,0.0
1049,4336,0,0.0
1050,4339,0,0.0
1051,4340,0,0.0
1052,4342,0,0.0
1053,4345,0,0.0
1054,4349,0,0.0
1055,4351,0,0.0
1056,4352,0,0.0
1057,4356,0,0.0
1058,4359,0,0.0
1059,4373,0,0.0
1060,4377,0,0.0
1061,4381,0,0.0
1062,4382,0,0.0
1063,4392,0,0.0
1064,4394,0,0.0
1065,4395,0,0.0
1066,4402,0,0.0
1067,4404,0,0.0
1068,4411,0,0.0
1069,4412,0,0.0
1070,4414,0,0.0
1071,4426,0,0.0
1072,4427,0,0.0
1073,4431,0,0.0
1074,4440,0,0.0
1075,4442,0,0.0
1076,4444,0,0.0
1077,4445,0,0.0
1078,4450,0,0.0
1079,4454,0,0.0
1080,4460,0,0.0
1081,4462,0,0.0
1082,4465,0,0.0
1083,4467,0,0.0
1084,4470,0,0.0
1085,4472,0,0.0
1086,4480,0,0.0
1087,4483,0,0.0
1088,4485,0,0.0
1089,4491,0,0.0
1090,4495,0,0.0
1091,4496,0,0.0
1092,4497,0,0.0
1093,4500,0,0.0
1094,4502,0,0.0
1095,4503,0,0.0
1096,4504,0,0.0
1097,4507,0,0.0
1098,4509,0,0.0
1099,4511,0,0.0
1100,4512,0,0.0
1101,4513,0,0.0
1102,4514,0,0.0
1103,4517,0,0.0
1104,4521,0,0.0
1105,4523,0,0.0
1106,4527,0,0.0
1107,4530,0,0.0
1108,4535,0,0.0
1109,4539,0,0.0
1110,4541,0,0.0
1111,4543,0,0.0
1112,4553,0,0.0
1113,4562,0,0.0
1114,4566,0,0.0
1115,4571,0,0.0
1116,4576,0,0.0
1117,4580,0,0.0
1118,4584,0,0.0
1119,4602,0,0.0
1120,4606,0,0.0
1121,4611,0,0.0
1122,4615,0,0.0
1123,4617,0,0.0
1124,4624,0,0.0
1125,4625,0,0.0
1126,4626,0,0.0
1127,4630,0,0.0
1128,4633,0,0.0
1129,4640,0,0.0
1130,4649,0,0.0
1131,4650,0,0.0
1132,4656,0,0.0
1133,4663,0,0.0
1134,4666,0,0.0
1135,4669,0,0.0
1136,4671,0,0.0
1137,4683,0,0.0
1138,4687,0,0.0
1139,4689,0,0.0
1140,4696,0,0.0
1141,4699,0,0.0
1142,4705,0,0.0
1143,4715,0,0.0
1144,4724,0,0.0
1145,4737,0,0.0
1146,4749,0,0.0
1147,4752,0,0.0
1148,4759,0,0.0
1149,4761,0,0.0
1150,4763,0,0.0
1151,4766,0,0.0
1152,4769,0,0.0
1153,4773,0,0.0
1154,4779,0,0.0
1155,4780,0,0.0
1156,4782,0,0.0
1157,4801,0,0.0
1158,4803,0,0.0
1159,4804,0,0.0
1160,4805,0,0.0
1161,4806,0,0.0
1162,4811,0,0.0
1163,4812,0,0.0
1164,4816,0,0.0
1165,4823,0,0.0
1166,4825,0,0.0
1167,4833,0,0.0
1168,4835,0,0.0
1169,4836,0,0.0
1170,4840,0,0.0
1171,4849,0,0.0
1172,4853,0,0.0
1173,4855,0,0.0
1174,4871,0,0.0
1175,4880,0,0.0
1176,4882,0,0.0
1177,4890,0,0.0
1178,4891,1,0.0
1179,4893,0,0.0
1180,4897,0,0.0
1181,4900,0,0.0
1182,4901,0,0.0
1183,4902,0,0.0
1184,4907,0,0.0
1185,4919,0,0.0
1186,4921,0,0.0
1187,4930,0,0.0
1188,4933,0,0.0
1189,4937,0,0.0
1190,4941,0,0.0
1191,4944,0,0.0
1192,4949,0,0.0
1193,4950,0,0.0
1194,4952,0,0.0
1195,4954,0,0.0
1196,4956,0,0.0
1197,4960,0,0.0
1198,4962,0,0.0
1199,4965,0,0.0
1200,4969,0,0.0
1201,4970,1,0.0
1202,4972,0,0.0
1203,4975,0,0.0
1204,4979,0,0.0
1205,4983,0,0.0
1206,4989,0,0.0
1207,4990,0,0.0
1208,4991,0,0.0
1209,4994,0,0.0
1210,5005,0,0.0
1211,5011,0,0.0
1212,5015,0,0.0
1213,5016,0,0.0
1214,5021,0,0.0
1215,5022,0,0.0
1216,5023,0,0.0
1217,5024,0,0.0
1218,5029,0,0.0
1219,5033,0,0.0
1220,5036,0,0.0
1221,5037,0,0.0
1222,5046,0,0.0
1223,5050,0,0.0
1224,5061,0,0.0
1225,5074,0,0.0
1226,5075,0,0.0
1227,5091,0,0.0
1228,5095,0,0.0
1229,5100,0,0.0
1230,5109,0,0.0
1231,5112,0,0.0
1232,5113,0,0.0
1233,5117,0,0.0
1234,5121,0,0.0
1235,5127,0,0.0
1236,5139,0,0.0
1237,5146,0,0.0
1238,5147,0,0.0
1239,5152,0,0.0
1240,5161,0,0.0
1241,5166,0,0.0
1242,5170,0,0.0
1243,5173,0,0.0
1244,5174,0,0.0
1245,5179,0,0.0
1246,5181,0,0.0
1247,5184,0,0.0
1248,5186,0,0.0
1249,5189,0,0.0
1250,5190,0,0.0
1251,5205,0,0.0
1252,5216,0,0.0
1253,5217,0,0.0
1254,5230,0,0.0
1255,5240,0,0.0
1256,5247,0,0.0
1257,5253,0,0.0
1258,5259,0,0.0
1259,5263,0,0.0
1260,5265,0,0.0
1261,5272,0,0.0
1262,5273,0,0.0
1263,5283,0,0.0
1264,5284,0,0.0
1265,5285,0,0.0
1266,5286,0,0.0
