,id,offer,offer_prediction
220,1004,0,0.0
221,1009,0,0.0
222,1014,0,0.0
223,1015,0,0.0
224,1016,0,0.0
225,1019,0,0.0
226,1020,0,0.0
227,1023,0,0.0
228,1027,0,0.0
229,1029,0,0.0
230,1033,0,0.0
231,1040,0,0.0
232,1046,0,0.0
233,1053,0,0.0
234,1060,0,0.0
235,1066,0,0.0
236,1067,0,0.0
237,1070,0,0.0
238,1072,0,0.0
239,1076,0,0.0
240,1082,0,0.0
241,1084,0,0.0
242,1094,0,0.0
243,1096,0,0.0
244,1097,0,0.0
245,1101,0,0.0
246,1109,0,0.0
247,1115,0,0.0
248,1117,0,0.0
249,1122,0,0.0
250,1126,0,0.0
251,1130,0,0.0
252,1131,0,0.0
253,1135,0,0.0
254,1143,0,0.0
255,1147,0,0.0
256,1163,0,0.0
257,1171,0,0.0
258,1172,0,0.0
259,1175,0,0.0
260,1181,0,0.0
261,1185,0,0.0
262,1189,0,0.0
263,1191,0,0.0
264,1195,0,0.0
265,1200,0,0.0
266,1205,0,0.0
267,1207,0,0.0
268,1210,0,0.0
269,1211,0,0.0
270,1212,0,0.0
271,1221,0,0.0
272,1223,0,0.0
273,1229,0,0.0
274,1231,0,0.0
275,1232,0,0.0
276,1253,0,0.0
277,1267,0,0.0
278,1275,0,0.0
279,1283,0,0.0
280,1285,0,0.0
281,1286,0,0.0
282,1291,0,0.0
283,1293,0,0.0
284,1301,0,0.0
285,1302,0,0.0
286,1306,0,0.0
287,1307,0,0.0
288,1309,0,0.0
289,1310,0,0.0
290,1316,0,0.0
291,1324,0,0.0
292,1325,0,0.0
293,1326,0,0.0
294,1332,0,0.0
295,1333,0,0.0
296,1334,0,0.0
297,1336,0,0.0
298,1337,0,0.0
299,1342,0,0.0
300,1344,0,0.0
301,1345,0,0.0
302,1351,0,0.0
303,1354,0,0.0
304,1355,0,0.0
305,1359,0,0.0
306,1360,0,0.0
307,1361,0,0.0
308,1364,0,0.0
309,1366,0,0.0
310,1374,0,0.0
311,1376,0,0.0
312,1377,0,0.0
313,1380,0,0.0
314,1385,0,0.0
315,1387,0,0.0
316,1394,0,0.0
317,1396,0,0.0
318,1400,0,0.0
319,1406,0,0.0
320,1412,0,0.0
321,1415,0,0.0
322,1416,0,0.0
323,1417,0,0.0
324,1420,0,0.0
325,1424,0,0.0
326,1426,0,0.0
327,1430,0,0.0
328,1433,0,0.0
329,1434,0,0.0
330,1436,0,0.0
331,1437,0,0.0
332,1439,0,0.0
333,1442,0,0.0
334,1453,0,0.0
335,1465,0,0.0
336,1472,0,0.0
337,1473,0,0.0
338,1475,0,0.0
339,1479,0,0.0
340,1483,0,0.0
341,1489,0,0.0
342,1491,0,0.0
343,1495,0,0.0
344,1499,0,0.0
345,1500,0,0.0
346,1502,0,0.0
347,1506,0,0.0
348,1507,0,0.0
349,1510,0,0.0
350,1512,0,0.0
351,1513,0,0.0
352,1514,0,0.0
353,1521,0,0.0
354,1522,0,0.0
355,1527,0,0.0
356,1535,0,0.0
357,1539,0,0.0
358,1546,0,0.0
359,1547,0,0.0
360,1552,0,0.0
361,1554,0,0.0
362,1556,0,0.0
363,1566,0,0.0
364,1571,0,0.0
365,1574,0,0.0
366,1582,0,0.0
367,1583,0,0.0
368,1584,0,0.0
369,1587,0,0.0
370,1590,0,0.0
371,1592,0,0.0
372,1595,0,0.0
373,1597,0,0.0
374,1599,0,0.0
375,1600,0,0.0
376,1602,0,0.0
377,1605,0,0.0
378,1607,0,0.0
379,1610,0,0.0
380,1613,0,0.0
381,1616,0,0.0
382,1619,0,0.0
383,1620,0,0.0
384,1625,0,0.0
385,1627,0,0.0
386,1637,0,0.0
387,1640,0,0.0
388,1650,0,0.0
389,1656,0,0.0
390,1657,0,0.0
391,1659,0,0.0
392,1663,0,0.0
393,1665,0,0.0
394,1671,0,0.0
395,1672,0,0.0
396,1673,0,0.0
397,1680,0,0.0
398,1682,0,0.0
399,1684,0,0.0
400,1686,0,0.0
401,1690,0,0.0
402,1691,0,0.0
403,1692,0,0.0
404,1694,0,0.0
405,1701,0,0.0
406,1703,0,0.0
407,1712,0,0.0
408,1713,0,0.0
409,1719,0,0.0
410,1721,0,0.0
411,1726,0,0.0
412,1734,0,0.0
413,1741,0,0.0
414,1745,0,0.0
415,1747,0,0.0
416,1749,1,0.0
417,1753,0,0.0
418,1757,0,0.0
419,1759,0,0.0
420,1760,0,0.0
421,1763,0,0.0
422,1765,0,0.0
423,1767,0,0.0
424,1771,0,0.0
425,1772,0,0.0
426,1783,0,0.0
427,1789,0,0.0
428,1791,0,0.0
429,1792,0,0.0
430,1795,0,0.0
431,1803,0,0.0
432,1805,0,0.0
433,1807,0,0.0
434,1812,0,0.0
435,1814,0,0.0
436,1822,0,0.0
437,1823,0,0.0
438,1832,0,0.0
439,1836,0,0.0
440,1837,0,0.0
441,1840,0,0.0
442,1844,0,0.0
443,1846,0,0.0
444,1851,0,0.0
445,1852,0,0.0
446,1855,0,0.0
447,1856,0,0.0
448,1857,0,0.0
449,1865,0,0.0
450,1866,0,0.0
451,1875,0,0.0
452,1877,0,0.0
453,1881,0,0.0
454,1887,0,0.0
455,1900,0,0.0
456,1901,0,0.0
457,1909,0,0.0
458,1910,0,0.0
459,1913,0,0.0
460,1916,0,0.0
461,1922,0,0.0
462,1923,0,0.0
463,1932,0,0.0
464,1935,0,0.0
465,1940,0,0.0
466,1941,0,0.0
467,1942,0,0.0
468,1944,0,0.0
469,1946,0,0.0
470,1950,0,0.0
471,1956,0,0.0
472,1959,0,0.0
473,1969,0,0.0
474,1973,0,0.0
475,1977,0,0.0
476,1981,0,0.0
477,1991,0,0.0
478,1995,0,0.0
479,2000,0,0.0
480,2003,0,0.0
481,2005,0,0.0
482,2006,0,0.0
483,2010,0,0.0
484,2015,0,0.0
485,2020,0,0.0
486,2021,0,0.0
487,2022,0,0.0
488,2029,0,0.0
489,2030,0,0.0
490,2033,0,0.0
491,2042,0,0.0
492,2047,0,0.0
493,2050,0,0.0
494,2059,0,0.0
495,2060,0,0.0
496,2065,0,0.0
497,2071,0,0.0
498,2077,0,0.0
499,2080,0,0.0
500,2084,0,0.0
501,2091,0,0.0
502,2094,0,0.0
503,2097,0,0.0
504,2119,0,0.0
505,2121,0,0.0
506,2123,0,0.0
507,2152,0,0.0
508,2153,0,0.0
509,2156,0,0.0
510,2160,0,0.0
511,2161,0,0.0
512,2170,0,0.0
513,2185,0,0.0
514,2189,0,0.0
515,2192,0,0.0
516,2193,0,0.0
517,2197,0,0.0
518,2206,0,0.0
519,2209,0,0.0
520,2214,0,0.0
521,2219,0,0.0
522,2225,0,0.0
523,2226,0,0.0
524,2229,0,0.0
525,2233,0,0.0
526,2235,0,0.0
527,2239,0,0.0
528,2240,0,0.0
529,2241,0,0.0
530,2242,0,0.0
531,2249,0,0.0
532,2252,0,0.0
533,2255,0,0.0
534,2259,0,0.0
535,2261,0,0.0
536,2277,0,0.0
537,2280,0,0.0
538,2287,0,0.0
539,2296,0,0.0
540,2297,0,0.0
541,2301,0,0.0
542,2303,0,0.0
543,2306,0,0.0
544,2307,0,0.0
545,2312,0,0.0
546,2314,0,0.0
547,2316,0,0.0
548,2322,0,0.0
549,2331,0,0.0
550,2349,0,0.0
551,2352,0,0.0
552,2353,0,0.0
553,2359,0,0.0
554,2360,0,0.0
555,2367,0,0.0
556,2372,0,0.0
557,2377,0,0.0
558,2390,0,0.0
559,2394,0,0.0
560,2396,0,0.0
561,2403,0,0.0
562,2404,0,0.0
563,2405,0,0.0
564,2410,0,0.0
565,2412,0,0.0
566,2417,0,0.0
567,2419,0,0.0
568,2420,0,0.0
569,2423,0,0.0
570,2431,0,0.0
571,2433,0,0.0
572,2442,0,0.0
573,2446,0,0.0
574,2449,0,0.0
575,2450,0,0.0
576,2452,0,0.0
577,2453,0,0.0
578,2462,0,0.0
579,2467,0,0.0
580,2474,0,0.0
581,2476,0,0.0
582,2479,0,0.0
583,2483,0,0.0
584,2487,0,0.0
585,2491,0,0.0
586,2494,0,0.0
587,2500,0,0.0
588,2504,0,0.0
589,2506,0,0.0
590,2507,0,0.0
591,2512,0,0.0
592,2513,0,0.0
593,2519,0,0.0
594,2525,0,0.0
595,2526,0,0.0
596,2527,0,0.0
597,2529,0,0.0
598,2530,0,0.0
599,2533,0,0.0
600,2541,0,0.0
601,2545,0,0.0
602,2564,0,0.0
603,2574,0,0.0
604,2581,0,0.0
605,2584,0,0.0
606,2586,0,0.0
607,2592,0,0.0
608,2593,0,0.0
609,2594,0,0.0
610,2595,0,0.0
611,2599,0,0.0
612,2603,0,0.0
613,2616,0,0.0
614,2619,0,0.0
615,2624,0,0.0
616,2630,0,0.0
617,2632,0,0.0
618,2643,0,0.0
619,2651,0,0.0
620,2653,0,0.0
621,2654,0,0.0
622,2662,0,0.0
623,2666,0,0.0
624,2667,0,0.0
625,2670,0,0.0
626,2671,0,0.0
627,2677,0,0.0
628,2683,0,0.0
629,2689,0,0.0
630,2691,0,0.0
631,2696,0,0.0
632,2697,0,0.0
633,2702,0,0.0
634,2704,0,0.0
635,2705,0,0.0
636,2706,0,0.0
637,2707,0,0.0
638,2710,0,0.0
639,2717,0,0.0
640,2720,0,0.0
641,2724,0,0.0
642,2726,0,0.0
643,2733,0,0.0
644,2735,0,0.0
645,2739,0,0.0
646,2740,0,0.0
647,2746,0,0.0
648,2747,0,0.0
649,2752,0,0.0
650,2754,0,0.0
651,2756,0,0.0
652,2757,0,0.0
653,2760,0,0.0
654,2769,0,0.0
655,2780,0,0.0
656,2783,0,0.0
657,2789,0,0.0
658,2792,0,0.0
659,2794,0,0.0
660,2799,0,0.0
661,2802,0,0.0
662,2804,0,0.0
663,2809,0,0.0
664,2815,0,0.0
665,2816,0,0.0
666,2821,0,0.0
667,2825,0,0.0
668,2832,0,0.0
669,2840,0,0.0
670,2849,0,0.0
671,2852,0,0.0
672,2856,0,0.0
673,2862,0,0.0
674,2876,0,0.0
675,2881,0,0.0
676,2882,0,0.0
677,2885,0,0.0
678,2893,0,0.0
679,2897,0,0.0
680,2919,0,0.0
681,2921,0,0.0
682,2922,0,0.0
683,2925,0,0.0
684,2927,0,0.0
685,2930,0,0.0
686,2943,0,0.0
687,2946,0,0.0
688,2947,0,0.0
689,2949,0,0.0
690,2962,0,0.0
691,2970,0,0.0
692,2973,0,0.0
693,2986,0,0.0
694,2989,0,0.0
695,2990,0,0.0
696,2996,0,0.0
697,3000,0,0.0
698,3004,0,0.0
699,3011,0,0.0
700,3019,0,0.0
701,3024,0,0.0
702,3025,0,0.0
703,3031,0,0.0
704,3033,0,0.0
705,3034,0,0.0
706,3035,0,0.0
707,3036,0,0.0
708,3037,0,0.0
709,3040,0,0.0
710,3043,0,0.0
711,3062,0,0.0
712,3063,0,0.0
713,3064,0,0.0
714,3065,0,0.0
715,3066,0,0.0
716,3069,0,0.0
717,3070,0,0.0
718,3072,0,0.0
719,3076,0,0.0
720,3077,0,0.0
721,3080,0,0.0
722,3081,0,0.0
723,3084,0,0.0
724,3090,0,0.0
725,3093,0,0.0
726,3105,0,0.0
727,3107,0,0.0
728,3112,0,0.0
729,3116,0,0.0
730,3119,0,0.0
731,3126,0,0.0
732,3131,0,0.0
733,3134,0,0.0
734,3136,0,0.0
735,3137,0,0.0
736,3139,0,0.0
737,3151,0,0.0
738,3153,0,0.0
739,3162,0,0.0
740,3167,0,0.0
741,3169,0,0.0
742,3171,0,0.0
743,3172,0,0.0
744,3179,0,0.0
745,3182,0,0.0
746,3183,0,0.0
747,3187,0,0.0
748,3189,0,0.0
749,3191,0,0.0
750,3192,0,0.0
751,3194,0,0.0
752,3197,0,0.0
753,3202,0,0.0
754,3209,0,0.0
755,3210,0,0.0
756,3214,0,0.0
757,3216,0,0.0
758,3217,0,0.0
759,3217,0,0.0
760,3225,0,0.0
761,3229,0,0.0
762,3233,0,0.0
763,3234,0,0.0
764,3235,0,0.0
765,3239,0,0.0
766,3243,0,0.0
767,3245,0,0.0
768,3247,0,0.0
769,3249,0,0.0
770,3253,0,0.0
771,3260,0,0.0
772,3261,0,0.0
773,3273,0,0.0
774,3280,0,0.0
775,3283,0,0.0
776,3287,0,0.0
777,3295,0,0.0
778,3306,0,0.0
779,3307,0,0.0
780,3317,0,0.0
781,3319,0,0.0
782,3322,0,0.0
783,3325,0,0.0
784,3330,0,0.0
785,3333,0,0.0
786,3335,0,0.0
787,3336,0,0.0
788,3340,0,0.0
789,3344,0,0.0
790,3345,0,0.0
791,3350,0,0.0
792,3351,0,0.0
793,3353,0,0.0
794,3354,0,0.0
795,3357,0,0.0
796,3360,0,0.0
797,3361,0,0.0
798,3365,0,0.0
799,3366,0,0.0
800,3367,0,0.0
801,3369,0,0.0
802,3372,0,0.0
803,3374,0,0.0
804,3375,0,0.0
805,3376,0,0.0
806,3379,0,0.0
807,3383,0,0.0
808,3386,0,0.0
809,3394,0,0.0
810,3399,0,0.0
811,3404,0,0.0
812,3410,0,0.0
813,3419,0,0.0
814,3421,0,0.0
815,3422,0,0.0
816,3423,0,0.0
817,3425,0,0.0
818,3432,0,0.0
819,3433,0,0.0
820,3437,0,0.0
821,3443,0,0.0
822,3449,0,0.0
823,3455,0,0.0
824,3460,0,0.0
825,3477,0,0.0
826,3479,0,0.0
827,3481,0,0.0
828,3483,0,0.0
829,3497,0,0.0
830,3499,0,0.0
831,3500,0,0.0
832,3517,0,0.0
833,3520,0,0.0
834,3523,0,0.0
835,3530,0,0.0
836,3539,0,0.0
837,3542,0,0.0
838,3545,0,0.0
839,3547,0,0.0
840,3549,0,0.0
841,3550,0,0.0
842,3553,0,0.0
843,3565,0,0.0
844,3572,0,0.0
845,3573,0,0.0
846,3574,0,0.0
847,3579,0,0.0
848,3581,0,0.0
849,3584,0,0.0
850,3587,0,0.0
851,3595,0,0.0
852,3596,0,0.0
853,3602,0,0.0
854,3604,0,0.0
855,3605,0,0.0
856,3607,0,0.0
857,3613,0,0.0
858,3617,0,0.0
859,3621,0,0.0
860,3625,0,0.0
861,3637,0,0.0
862,3639,0,0.0
863,3644,0,0.0
864,3649,0,0.0
865,3666,0,0.0
866,3672,0,0.0
867,3673,0,0.0
868,3683,0,0.0
869,3685,0,0.0
870,3693,0,0.0
871,3694,0,0.0
872,3695,0,0.0
873,3700,0,0.0
874,3706,0,0.0
875,3726,0,0.0
876,3732,0,0.0
877,3737,0,0.0
878,3742,0,0.0
879,3746,0,0.0
880,3747,0,0.0
881,3761,0,0.0
882,3762,0,0.0
883,3764,0,0.0
884,3767,0,0.0
885,3769,0,0.0
886,3771,0,0.0
887,3772,0,0.0
888,3779,0,0.0
889,3780,0,0.0
890,3781,0,0.0
891,3785,0,0.0
892,3789,0,0.0
893,3793,0,0.0
894,3795,0,0.0
895,3801,0,0.0
896,3806,0,0.0
897,3809,0,0.0
898,3811,0,0.0
899,3813,0,0.0
900,3815,0,0.0
901,3821,0,0.0
902,3822,0,0.0
903,3825,0,0.0
904,3839,0,0.0
905,3840,0,0.0
906,3841,0,0.0
907,3842,0,0.0
908,3850,0,0.0
909,3851,0,0.0
910,3853,0,0.0
911,3860,0,0.0
912,3869,0,0.0
913,3870,0,0.0
914,3872,0,0.0
915,3875,0,0.0
916,3881,0,0.0
917,3885,0,0.0
918,3886,0,0.0
919,3894,0,0.0
920,3896,0,0.0
921,3902,0,0.0
922,3905,0,0.0
923,3913,0,0.0
924,3923,0,0.0
925,3926,0,0.0
926,3929,0,0.0
927,3933,0,0.0
928,3934,0,0.0
929,3943,0,0.0
930,3945,0,0.0
931,3947,0,0.0
932,3954,0,0.0
933,3955,0,0.0
934,3957,0,0.0
935,3965,0,0.0
936,3967,0,0.0
937,3975,0,0.0
938,3977,0,0.0
939,3979,0,0.0
940,3982,0,0.0
941,3983,0,0.0
942,3985,0,0.0
943,3987,0,0.0
944,3989,0,0.0
945,3992,0,0.0
946,3999,0,0.0
947,4002,0,0.0
948,4004,0,0.0
949,4007,0,0.0
950,4011,0,0.0
951,4013,0,0.0
952,4014,0,0.0
953,4015,0,0.0
954,4019,0,0.0
955,4023,0,0.0
956,4027,0,0.0
957,4032,0,0.0
958,4035,0,0.0
959,4037,0,0.0
960,4044,0,0.0
961,4049,0,0.0
962,4052,0,0.0
963,4054,0,0.0
964,4056,0,0.0
965,4061,0,0.0
966,4065,0,0.0
967,4066,0,0.0
968,4069,0,0.0
969,4071,0,0.0
970,4072,0,0.0
971,4076,0,0.0
972,4080,0,0.0
973,4081,0,0.0
974,4092,0,0.0
975,4093,0,0.0
976,4096,0,0.0
977,4097,0,0.0
978,4101,0,0.0
979,4102,0,0.0
980,4119,0,0.0
981,4123,0,0.0
982,4124,0,0.0
983,4125,0,0.0
984,4130,0,0.0
985,4133,0,0.0
986,4136,0,0.0
987,4143,0,0.0
988,4144,0,0.0
989,4152,0,0.0
990,4161,0,0.0
991,4163,0,0.0
992,4179,0,0.0
993,4180,0,0.0
994,4181,0,0.0
995,4183,0,0.0
996,4184,0,0.0
997,4190,0,0.0
998,4199,0,0.0
999,4201,0,0.0
1000,4202,0,0.0
1001,4203,0,0.0
1002,4204,0,0.0
1003,4206,0,0.0
1004,4212,0,0.0
1005,4214,0,0.0
1006,4216,0,0.0
1007,4221,0,0.0
1008,4222,0,0.0
1009,4229,0,0.0
1010,4230,0,0.0
1011,4233,0,0.0
1012,4244,0,0.0
1013,4246,0,0.0
1014,4252,0,0.0
1015,4254,0,0.0
1016,4260,0,0.0
1017,4263,0,0.0
1018,4264,0,0.0
1019,4265,0,0.0
1020,4283,0,0.0
1021,4287,0,0.0
1022,4289,0,0.0
1023,4291,0,0.0
1024,4299,0,0.0
1025,4301,0,0.0
1026,4305,0,0.0
1027,4306,0,0.0
1028,4316,0,0.0
1029,4321,0,0.0
1030,4331,0,0.0
1031,4344,0,0.0
1032,4345,0,0.0
1033,4350,0,0.0
1034,4351,0,0.0
1035,4354,0,0.0
1036,4364,0,0.0
1037,4369,0,0.0
1038,4374,0,0.0
1039,4381,0,0.0
1040,4387,0,0.0
1041,4390,0,0.0
1042,4391,0,0.0
1043,4399,0,0.0
1044,4400,0,0.0
1045,4402,0,0.0
1046,4405,0,0.0
1047,4411,0,0.0
1048,4412,0,0.0
1049,4415,0,0.0
1050,4419,0,0.0
1051,4426,0,0.0
1052,4427,0,0.0
1053,4430,0,0.0
1054,4433,0,0.0
1055,4442,0,0.0
1056,4447,0,0.0
1057,4459,0,0.0
1058,4463,0,0.0
1059,4464,0,0.0
1060,4467,0,0.0
1061,4470,0,0.0
1062,4472,0,0.0
1063,4475,0,0.0
1064,4477,0,0.0
1065,4480,0,0.0
1066,4482,0,0.0
1067,4486,0,0.0
1068,4492,0,0.0
1069,4495,0,0.0
1070,4497,0,0.0
1071,4499,0,0.0
1072,4501,0,0.0
1073,4502,0,0.0
1074,4505,0,0.0
1075,4509,0,0.0
1076,4510,0,0.0
1077,4514,0,0.0
1078,4515,0,0.0
1079,4519,0,0.0
1080,4521,0,0.0
1081,4522,0,0.0
1082,4523,0,0.0
1083,4525,0,0.0
1084,4527,0,0.0
1085,4532,0,0.0
1086,4534,0,0.0
1087,4539,0,0.0
1088,4541,0,0.0
1089,4542,0,0.0
1090,4551,0,0.0
1091,4553,0,0.0
1092,4562,0,0.0
1093,4570,0,0.0
1094,4571,0,0.0
1095,4573,0,0.0
1096,4584,0,0.0
1097,4585,0,0.0
1098,4590,0,0.0
1099,4593,0,0.0
1100,4597,0,0.0
1101,4610,0,0.0
1102,4611,0,0.0
1103,4613,0,0.0
1104,4614,0,0.0
1105,4615,0,0.0
1106,4625,0,0.0
1107,4629,0,0.0
1108,4630,0,0.0
1109,4631,0,0.0
1110,4632,0,0.0
1111,4633,0,0.0
1112,4635,0,0.0
1113,4637,0,0.0
1114,4640,0,0.0
1115,4650,0,0.0
1116,4655,0,0.0
1117,4656,0,0.0
1118,4667,0,0.0
1119,4669,0,0.0
1120,4671,0,0.0
1121,4683,0,0.0
1122,4684,0,0.0
1123,4685,0,0.0
1124,4689,0,0.0
1125,4691,0,0.0
1126,4696,0,0.0
1127,4703,0,0.0
1128,4706,0,0.0
1129,4720,0,0.0
1130,4722,0,0.0
1131,4726,0,0.0
1132,4729,0,0.0
1133,4737,0,0.0
1134,4740,0,0.0
1135,4744,0,0.0
1136,4751,0,0.0
1137,4753,0,0.0
1138,4754,0,0.0
1139,4757,0,0.0
1140,4761,0,0.0
1141,4763,0,0.0
1142,4765,0,0.0
1143,4766,0,0.0
1144,4772,0,0.0
1145,4773,0,0.0
1146,4776,0,0.0
1147,4777,0,0.0
1148,4779,0,0.0
1149,4780,0,0.0
1150,4781,0,0.0
1151,4786,0,0.0
1152,4792,0,0.0
1153,4793,0,0.0
1154,4796,0,0.0
1155,4797,0,0.0
1156,4800,0,0.0
1157,4805,0,0.0
1158,4809,0,0.0
1159,4819,0,0.0
1160,4820,0,0.0
1161,4821,0,0.0
1162,4827,0,0.0
1163,4829,0,0.0
1164,4836,0,0.0
1165,4837,0,0.0
1166,4843,0,0.0
1167,4849,0,0.0
1168,4850,0,0.0
1169,4852,0,0.0
1170,4855,0,0.0
1171,4860,0,0.0
1172,4863,0,0.0
1173,4864,0,0.0
1174,4865,0,0.0
1175,4869,0,0.0
1176,4872,0,0.0
1177,4877,0,0.0
1178,4879,0,0.0
1179,4886,0,0.0
1180,4891,0,0.0
1181,4892,0,0.0
1182,4893,0,0.0
1183,4900,0,0.0
1184,4910,0,0.0
1185,4911,0,0.0
1186,4912,0,0.0
1187,4913,0,0.0
1188,4922,0,0.0
1189,4925,0,0.0
1190,4930,0,0.0
1191,4933,0,0.0
1192,4935,0,0.0
1193,4937,0,0.0
1194,4939,0,0.0
1195,4941,0,0.0
1196,4942,0,0.0
1197,4949,0,0.0
1198,4951,0,0.0
1199,4972,0,0.0
1200,4973,0,0.0
1201,4976,0,0.0
1202,4980,0,0.0
1203,4984,0,0.0
1204,4993,0,0.0
1205,4995,0,0.0
1206,4996,0,0.0
1207,5007,0,0.0
1208,5013,0,0.0
1209,5021,0,0.0
1210,5022,0,0.0
1211,5029,0,0.0
1212,5030,0,0.0
1213,5032,0,0.0
1214,5036,0,0.0
1215,5037,0,0.0
1216,5041,0,0.0
1217,5046,0,0.0
1218,5049,0,0.0
1219,5053,0,0.0
1220,5056,0,0.0
1221,5057,0,0.0
1222,5063,0,0.0
1223,5065,0,0.0
1224,5079,0,0.0
1225,5089,0,0.0
1226,5094,0,0.0
1227,5096,0,0.0
1228,5097,0,0.0
1229,5100,0,0.0
1230,5101,0,0.0
1231,5104,0,0.0
1232,5106,0,0.0
1233,5109,0,0.0
1234,5110,0,0.0
1235,5114,0,0.0
1236,5119,0,0.0
1237,5121,0,0.0
1238,5123,0,0.0
1239,5136,0,0.0
1240,5139,0,0.0
1241,5140,0,0.0
1242,5143,0,0.0
1243,5144,0,0.0
1244,5147,0,0.0
1245,5157,0,0.0
1246,5164,0,0.0
1247,5167,0,0.0
1248,5169,0,0.0
1249,5174,0,0.0
1250,5182,0,0.0
1251,5183,0,0.0
1252,5190,0,0.0
1253,5191,0,0.0
1254,5193,0,0.0
1255,5195,0,0.0
1256,5197,0,0.0
1257,5201,0,0.0
1258,5202,0,0.0
1259,5207,0,0.0
1260,5209,0,0.0
1261,5211,0,0.0
1262,5215,0,0.0
1263,5220,0,0.0
1264,5224,0,0.0
1265,5226,0,0.0
