,id,search_and_rescue,search_and_rescue_prediction
346,1533,0,0.0
347,1536,1,0.0
348,1541,0,0.0
349,1542,0,0.0
350,1543,0,0.0
351,1544,0,0.0
352,1551,0,0.0
353,1557,0,0.0
354,1559,0,0.0
355,1564,0,0.0
356,1565,0,0.0
357,1567,0,0.0
358,1569,0,0.0
359,1574,0,0.0
360,1581,0,0.0
361,1583,0,0.0
362,1590,0,0.0
363,1591,0,0.0
364,1592,0,0.0
365,1594,0,0.0
366,1595,0,0.0
367,1600,0,0.0
368,1601,0,0.0
369,1609,0,0.0
370,1615,0,0.0
371,1619,0,0.0
372,1620,0,0.0
373,1622,0,0.0
374,1624,0,0.0
375,1626,0,0.0
376,1629,0,0.0
377,1636,0,0.0
378,1637,0,0.0
379,1645,0,0.0
380,1649,0,0.0
381,1651,0,0.0
382,1653,0,0.0
383,1654,0,0.0
384,1655,0,0.0
385,1656,0,0.0
386,1657,0,0.0
387,1659,0,0.0
388,1672,0,0.0
389,1675,0,0.0
390,1681,0,0.0
391,1685,0,0.0
392,1686,0,0.0
393,1687,0,0.0
394,1694,0,0.0
395,1695,0,0.0
396,1700,0,0.0
397,1701,0,0.0
398,1704,0,0.0
399,1709,0,0.0
400,1712,0,0.0
401,1721,0,0.0
402,1724,0,0.0
403,1725,0,0.0
404,1726,0,0.0
405,1729,0,0.0
406,1736,0,0.0
407,1742,0,0.0
408,1743,0,0.0
409,1751,0,0.0
410,1753,0,0.0
411,1757,0,0.0
412,1760,0,0.0
413,1767,0,0.0
414,1772,0,0.0
415,1774,0,0.0
416,1776,0,0.0
417,1777,0,0.0
418,1780,0,0.0
419,1783,0,0.0
420,1784,0,0.0
421,1785,0,0.0
422,1789,0,0.0
423,1790,0,0.0
424,1792,0,0.0
425,1794,0,0.0
426,1795,0,0.0
427,1797,0,0.0
428,1811,0,0.0
429,1816,0,0.0
430,1822,0,0.0
431,1825,0,0.0
432,1835,0,0.0
433,1837,0,0.0
434,1841,0,0.0
435,1842,0,0.0
436,1852,0,0.0
437,1853,0,0.0
438,1854,0,0.0
439,1855,0,0.0
440,1857,0,0.0
441,1865,0,0.0
442,1873,0,0.0
443,1874,0,0.0
444,1876,0,0.0
445,1879,0,0.0
446,1880,0,0.0
447,1886,0,0.0
448,1889,0,0.0
449,1895,0,0.0
450,1896,0,0.0
451,1897,0,0.0
452,1902,0,0.0
453,1912,0,0.0
454,1914,0,0.0
455,1916,0,0.0
456,1929,0,0.0
457,1932,0,0.0
458,1934,0,0.0
459,1940,0,0.0
460,1943,0,0.0
461,1949,0,0.0
462,1955,0,0.0
463,1956,0,0.0
464,1964,0,0.0
465,1967,0,0.0
466,1970,0,0.0
467,1973,0,0.0
468,1975,1,0.0
469,1983,0,0.0
470,1985,0,0.0
471,1986,0,0.0
472,1987,0,0.0
473,1993,0,0.0
474,1995,0,0.0
475,2005,0,0.0
476,2006,0,0.0
477,2014,0,0.0
478,2015,1,0.0
479,2019,0,0.0
480,2022,0,0.0
481,2025,0,0.0
482,2029,0,0.0
483,2042,0,0.0
484,2043,0,0.0
485,2044,1,0.0
486,2045,0,0.0
487,2051,0,0.0
488,2053,0,0.0
489,2054,0,0.0
490,2060,0,0.0
491,2063,0,0.0
492,2070,0,0.0
493,2073,0,0.0
494,2074,0,0.0
495,2075,0,0.0
496,2082,0,0.0
497,2086,0,0.0
498,2091,0,0.0
499,2093,0,0.0
500,2096,0,0.0
501,2100,0,0.0
502,2110,1,0.0
503,2115,0,0.0
504,2119,0,1.0
505,2122,0,0.0
506,2127,0,0.0
507,2134,0,0.0
508,2154,0,0.0
509,2160,0,0.0
510,2164,0,0.0
511,2165,0,0.0
512,2189,0,0.0
513,2194,0,0.0
514,2199,0,0.0
515,2200,0,0.0
516,2202,0,0.0
517,2204,0,0.0
518,2205,0,0.0
519,2207,0,0.0
520,2210,0,0.0
521,2212,0,0.0
522,2214,0,0.0
523,2216,0,0.0
524,2221,0,0.0
525,2232,0,0.0
526,2235,1,0.0
527,2237,0,0.0
528,2239,0,0.0
529,2240,0,0.0
530,2241,0,0.0
531,2243,0,0.0
532,2244,0,0.0
533,2250,0,0.0
534,2251,0,0.0
535,2252,0,0.0
536,2256,0,0.0
537,2259,0,0.0
538,2260,0,0.0
539,2262,0,0.0
540,2263,0,0.0
541,2267,0,0.0
542,2270,0,0.0
543,2271,0,0.0
544,2284,0,0.0
545,2285,0,0.0
546,2289,0,0.0
547,2290,0,0.0
548,2292,0,0.0
549,2299,0,0.0
550,2301,0,0.0
551,2309,0,0.0
552,2315,0,0.0
553,2329,0,0.0
554,2337,0,0.0
555,2339,0,0.0
556,2340,0,0.0
557,2341,0,0.0
558,2342,0,0.0
559,2343,0,0.0
560,2350,0,0.0
561,2356,0,0.0
562,2359,0,0.0
563,2365,0,0.0
564,2373,1,0.0
565,2374,0,0.0
566,2376,0,0.0
567,2377,0,0.0
568,2385,0,0.0
569,2394,0,0.0
570,2400,0,0.0
571,2401,0,0.0
572,2404,0,0.0
573,2407,0,0.0
574,2411,0,0.0
575,2416,0,0.0
576,2421,1,0.0
577,2426,0,0.0
578,2427,0,0.0
579,2430,0,0.0
580,2431,0,0.0
581,2432,0,0.0
582,2441,0,0.0
583,2444,0,0.0
584,2445,0,0.0
585,2446,0,0.0
586,2449,0,0.0
587,2457,0,0.0
588,2462,0,0.0
589,2463,0,0.0
590,2465,0,0.0
591,2473,0,0.0
592,2475,0,0.0
593,2476,0,0.0
594,2484,1,0.0
595,2485,0,0.0
596,2486,0,0.0
597,2501,0,0.0
598,2505,0,0.0
599,2513,0,0.0
600,2529,0,0.0
601,2531,0,0.0
602,2535,0,0.0
603,2540,0,0.0
604,2541,0,0.0
605,2543,0,0.0
606,2547,0,0.0
607,2551,0,0.0
608,2560,0,0.0
609,2561,0,0.0
610,2564,0,0.0
611,2565,1,0.0
612,2569,0,0.0
613,2580,0,0.0
614,2581,0,0.0
615,2583,0,0.0
616,2590,0,0.0
617,2592,0,0.0
618,2596,0,0.0
619,2601,0,0.0
620,2604,0,0.0
621,2606,0,0.0
622,2607,0,0.0
623,2611,0,0.0
624,2613,0,0.0
625,2615,1,0.0
626,2616,1,0.0
627,2620,0,0.0
628,2630,0,0.0
629,2633,0,0.0
630,2634,0,0.0
631,2636,0,0.0
632,2644,0,0.0
633,2650,0,0.0
634,2651,0,0.0
635,2652,0,0.0
636,2653,1,0.0
637,2655,0,0.0
638,2664,0,0.0
639,2669,0,0.0
640,2679,0,0.0
641,2682,0,0.0
642,2683,0,0.0
643,2685,0,0.0
644,2692,0,0.0
645,2694,0,0.0
646,2695,0,0.0
647,2700,0,0.0
648,2703,0,0.0
649,2705,0,0.0
650,2714,0,0.0
651,2721,0,0.0
652,2725,0,0.0
653,2727,0,0.0
654,2735,0,0.0
655,2736,1,0.0
656,2737,0,0.0
657,2746,0,0.0
658,2750,0,0.0
659,2760,0,0.0
660,2761,0,0.0
661,2765,0,0.0
662,2770,0,0.0
663,2781,0,0.0
664,2782,0,0.0
665,2786,0,0.0
666,2794,0,0.0
667,2795,1,0.0
668,2797,0,0.0
669,2800,0,0.0
670,2803,0,0.0
671,2807,0,0.0
672,2809,1,0.0
673,2814,0,0.0
674,2816,0,0.0
675,2817,0,0.0
676,2819,0,0.0
677,2825,0,0.0
678,2832,0,0.0
679,2833,0,0.0
680,2846,0,0.0
681,2857,0,0.0
682,2865,0,0.0
683,2867,0,0.0
684,2876,0,0.0
685,2877,0,0.0
686,2883,0,0.0
687,2889,0,0.0
688,2893,0,0.0
689,2894,0,0.0
690,2901,0,0.0
691,2902,0,0.0
692,2913,0,1.0
693,2916,0,0.0
694,2920,0,0.0
695,2923,0,0.0
696,2927,0,0.0
697,2941,0,0.0
698,2945,0,0.0
699,2947,0,0.0
700,2949,0,0.0
701,2952,0,0.0
702,2959,0,0.0
703,2961,0,0.0
704,2962,0,0.0
705,2973,0,0.0
706,2974,0,0.0
707,2975,0,0.0
708,2976,0,0.0
709,2977,0,0.0
710,2990,0,0.0
711,2992,0,0.0
712,2993,0,0.0
713,3007,0,0.0
714,3010,0,0.0
715,3016,0,0.0
716,3024,0,0.0
717,3027,0,0.0
718,3030,0,0.0
719,3039,0,0.0
720,3050,0,0.0
721,3051,0,0.0
722,3061,0,0.0
723,3063,0,0.0
724,3066,0,0.0
725,3075,0,0.0
726,3076,0,0.0
727,3077,0,0.0
728,3080,0,0.0
729,3083,0,0.0
730,3093,0,0.0
731,3094,0,0.0
732,3096,0,0.0
733,3100,0,0.0
734,3104,0,0.0
735,3115,0,0.0
736,3116,0,0.0
737,3121,0,0.0
738,3123,0,0.0
739,3124,0,0.0
740,3126,0,0.0
741,3127,0,0.0
742,3130,0,0.0
743,3135,0,0.0
744,3139,0,0.0
745,3143,0,0.0
746,3145,0,0.0
747,3146,0,0.0
748,3149,0,0.0
749,3151,0,0.0
750,3152,0,0.0
751,3157,0,0.0
752,3159,0,0.0
753,3164,0,0.0
754,3167,0,0.0
755,3169,0,0.0
756,3171,0,0.0
757,3172,0,0.0
758,3175,0,0.0
759,3182,0,0.0
760,3186,1,0.0
761,3200,0,0.0
762,3202,0,0.0
763,3207,0,0.0
764,3209,0,0.0
765,3210,0,0.0
766,3215,0,0.0
767,3217,0,0.0
768,3220,0,0.0
769,3225,0,0.0
770,3233,0,0.0
771,3235,0,0.0
772,3237,0,0.0
773,3240,0,0.0
774,3242,0,0.0
775,3247,0,0.0
776,3250,0,0.0
777,3250,0,0.0
778,3251,0,0.0
779,3253,0,0.0
780,3254,0,0.0
781,3255,0,0.0
782,3256,0,0.0
783,3257,0,0.0
784,3260,0,0.0
785,3261,0,0.0
786,3262,0,0.0
787,3263,0,0.0
788,3274,0,0.0
789,3277,0,0.0
790,3280,0,0.0
791,3285,0,0.0
792,3287,0,0.0
793,3309,0,0.0
794,3312,0,0.0
795,3314,0,0.0
796,3316,0,0.0
797,3317,0,0.0
798,3319,0,0.0
799,3325,0,0.0
800,3335,0,0.0
801,3343,0,0.0
802,3354,0,0.0
803,3366,0,0.0
804,3375,0,0.0
805,3379,0,0.0
806,3384,0,0.0
807,3387,0,0.0
808,3389,0,0.0
809,3395,0,0.0
810,3396,0,0.0
811,3411,0,0.0
812,3414,0,0.0
813,3415,0,0.0
814,3417,0,0.0
815,3419,0,0.0
816,3422,0,0.0
817,3427,0,0.0
818,3432,0,0.0
819,3440,0,0.0
820,3451,0,0.0
821,3452,0,0.0
822,3455,0,0.0
823,3457,0,0.0
824,3473,0,0.0
825,3480,0,0.0
826,3481,0,0.0
827,3482,0,0.0
828,3501,0,0.0
829,3502,0,0.0
830,3503,0,0.0
831,3517,0,0.0
832,3540,0,0.0
833,3542,0,0.0
834,3543,0,0.0
835,3544,0,0.0
836,3545,0,0.0
837,3572,0,0.0
838,3573,0,0.0
839,3582,0,0.0
840,3584,0,0.0
841,3587,0,0.0
842,3591,0,0.0
843,3596,0,0.0
844,3605,0,0.0
845,3611,0,0.0
846,3613,0,0.0
847,3616,0,0.0
848,3621,0,0.0
849,3632,0,0.0
850,3633,1,0.0
851,3634,0,0.0
852,3641,0,0.0
853,3647,0,0.0
854,3654,0,0.0
855,3655,0,0.0
856,3656,0,0.0
857,3660,0,0.0
858,3661,0,0.0
859,3662,0,0.0
860,3664,0,0.0
861,3666,0,0.0
862,3667,0,0.0
863,3669,0,0.0
864,3670,0,0.0
865,3672,0,0.0
866,3675,0,0.0
867,3683,0,0.0
868,3685,0,0.0
869,3687,0,0.0
870,3689,0,0.0
871,3692,0,0.0
872,3693,0,0.0
873,3694,0,0.0
874,3699,0,0.0
875,3701,0,0.0
876,3704,0,0.0
877,3707,0,0.0
878,3715,0,0.0
879,3716,0,0.0
880,3717,0,0.0
881,3720,0,0.0
882,3722,0,0.0
883,3731,0,0.0
884,3737,0,0.0
885,3744,0,0.0
886,3745,0,0.0
887,3747,0,0.0
888,3749,0,0.0
889,3752,0,0.0
890,3753,0,0.0
891,3760,0,0.0
892,3762,0,0.0
893,3764,0,0.0
894,3776,0,0.0
895,3780,0,0.0
896,3782,0,0.0
897,3784,0,0.0
898,3785,0,0.0
899,3786,0,0.0
900,3791,0,0.0
901,3792,0,0.0
902,3813,0,0.0
903,3814,0,0.0
904,3816,0,0.0
905,3820,0,0.0
906,3824,0,0.0
907,3831,0,0.0
908,3834,1,0.0
909,3842,0,0.0
910,3847,0,0.0
911,3851,0,0.0
912,3860,0,0.0
913,3863,0,0.0
914,3870,1,0.0
915,3871,0,0.0
916,3876,0,0.0
917,3877,0,0.0
918,3885,0,0.0
919,3889,0,0.0
920,3893,0,0.0
921,3894,0,0.0
922,3902,0,0.0
923,3903,0,0.0
924,3905,0,0.0
925,3906,0,0.0
926,3914,0,0.0
927,3915,0,0.0
928,3923,0,0.0
929,3926,0,0.0
930,3934,0,0.0
931,3937,0,0.0
932,3939,0,0.0
933,3941,0,0.0
934,3950,0,0.0
935,3951,0,0.0
936,3954,1,0.0
937,3959,0,0.0
938,3961,0,0.0
939,3963,0,0.0
940,3969,0,0.0
941,3975,0,0.0
942,3979,0,0.0
943,3981,0,0.0
944,3982,0,0.0
945,3983,0,0.0
946,3984,0,0.0
947,3989,0,0.0
948,3991,0,0.0
949,3994,0,0.0
950,3996,0,0.0
951,4001,0,0.0
952,4005,0,0.0
953,4007,0,0.0
954,4010,0,0.0
955,4014,0,0.0
956,4015,0,0.0
957,4019,0,0.0
958,4021,0,0.0
959,4024,0,0.0
960,4030,0,0.0
961,4034,0,0.0
962,4035,0,0.0
963,4036,0,0.0
964,4040,0,0.0
965,4041,0,0.0
966,4044,0,0.0
967,4049,0,0.0
968,4051,0,0.0
969,4054,0,0.0
970,4055,0,0.0
971,4060,0,0.0
972,4061,0,0.0
973,4062,0,0.0
974,4067,0,0.0
975,4074,0,0.0
976,4076,0,0.0
977,4080,0,0.0
978,4082,0,0.0
979,4085,0,0.0
980,4089,0,0.0
981,4096,0,0.0
982,4097,0,0.0
983,4099,0,0.0
984,4101,0,0.0
985,4102,0,0.0
986,4112,0,0.0
987,4113,0,0.0
988,4115,0,0.0
989,4124,0,0.0
990,4130,0,0.0
991,4134,0,0.0
992,4136,0,0.0
993,4137,0,0.0
994,4139,0,0.0
995,4149,0,0.0
996,4150,0,0.0
997,4153,0,0.0
998,4156,0,0.0
999,4163,0,0.0
1000,4169,0,0.0
1001,4170,0,0.0
1002,4172,0,0.0
1003,4180,0,0.0
1004,4191,0,0.0
1005,4192,0,0.0
1006,4197,0,0.0
1007,4200,0,0.0
1008,4205,0,0.0
1009,4211,0,0.0
1010,4215,0,0.0
1011,4221,0,0.0
1012,4226,0,0.0
1013,4237,0,0.0
1014,4240,0,0.0
1015,4263,0,0.0
1016,4265,0,0.0
1017,4266,0,0.0
1018,4267,0,0.0
1019,4269,0,0.0
1020,4272,0,0.0
1021,4281,0,0.0
1022,4283,0,0.0
1023,4285,0,0.0
1024,4289,0,0.0
1025,4293,0,0.0
1026,4302,0,0.0
1027,4305,0,0.0
1028,4309,0,0.0
1029,4314,0,0.0
1030,4325,0,0.0
1031,4331,0,0.0
1032,4334,0,0.0
1033,4339,0,0.0
1034,4344,0,0.0
1035,4345,0,0.0
1036,4349,0,0.0
1037,4355,0,0.0
1038,4373,0,0.0
1039,4374,0,0.0
1040,4376,0,0.0
1041,4380,0,0.0
1042,4382,0,0.0
1043,4383,0,0.0
1044,4386,0,0.0
1045,4389,0,0.0
1046,4391,0,0.0
1047,4392,0,0.0
1048,4395,0,0.0
1049,4396,0,0.0
1050,4400,0,0.0
1051,4402,0,0.0
1052,4403,0,0.0
1053,4404,0,0.0
1054,4407,0,0.0
1055,4412,0,0.0
1056,4424,0,0.0
1057,4427,0,0.0
1058,4429,0,0.0
1059,4443,0,0.0
1060,4449,0,0.0
1061,4450,0,0.0
1062,4454,0,0.0
1063,4457,0,0.0
1064,4469,0,0.0
1065,4470,0,0.0
1066,4471,0,0.0
1067,4476,0,0.0
1068,4477,0,0.0
1069,4480,0,0.0
1070,4481,0,0.0
1071,4482,0,0.0
1072,4483,0,0.0
1073,4484,0,0.0
1074,4494,0,0.0
1075,4496,0,0.0
1076,4499,0,0.0
1077,4503,0,0.0
1078,4504,0,0.0
1079,4505,0,0.0
1080,4510,1,0.0
1081,4511,0,0.0
1082,4512,0,0.0
1083,4513,0,0.0
1084,4515,0,0.0
1085,4517,0,0.0
1086,4519,0,0.0
1087,4520,0,0.0
1088,4521,0,0.0
1089,4522,0,0.0
1090,4523,0,0.0
1091,4524,0,0.0
1092,4525,0,0.0
1093,4527,0,0.0
1094,4532,0,0.0
1095,4534,0,0.0
1096,4536,0,0.0
1097,4537,0,0.0
1098,4539,0,0.0
1099,4556,0,0.0
1100,4569,0,0.0
1101,4570,0,0.0
1102,4574,0,0.0
1103,4575,0,0.0
1104,4580,0,0.0
1105,4587,0,0.0
1106,4590,0,0.0
1107,4591,0,0.0
1108,4594,0,0.0
1109,4597,0,0.0
1110,4604,0,0.0
1111,4611,0,0.0
1112,4614,0,0.0
1113,4621,0,0.0
1114,4626,1,0.0
1115,4637,0,0.0
1116,4643,0,0.0
1117,4649,0,0.0
1118,4651,0,0.0
1119,4653,0,0.0
1120,4655,0,0.0
1121,4659,0,0.0
1122,4669,0,0.0
1123,4670,0,0.0
1124,4671,0,0.0
1125,4672,0,0.0
1126,4673,0,0.0
1127,4676,0,0.0
1128,4679,0,0.0
1129,4682,0,0.0
1130,4684,0,0.0
1131,4686,0,0.0
1132,4695,0,0.0
1133,4697,0,0.0
1134,4701,0,0.0
1135,4703,0,0.0
1136,4704,0,0.0
1137,4705,0,0.0
1138,4709,0,0.0
1139,4711,0,0.0
1140,4713,0,0.0
1141,4715,0,0.0
1142,4733,0,0.0
1143,4735,0,0.0
1144,4737,0,0.0
1145,4740,0,0.0
1146,4741,0,0.0
1147,4744,0,0.0
1148,4746,0,0.0
1149,4752,0,0.0
1150,4753,0,0.0
1151,4754,0,0.0
1152,4755,0,0.0
1153,4760,0,0.0
1154,4761,0,0.0
1155,4766,0,0.0
1156,4770,0,0.0
1157,4773,0,0.0
1158,4777,0,0.0
1159,4779,0,0.0
1160,4787,0,0.0
1161,4789,0,0.0
1162,4791,0,0.0
1163,4799,0,0.0
1164,4800,0,0.0
1165,4801,0,0.0
1166,4803,0,0.0
1167,4806,0,0.0
1168,4809,0,0.0
1169,4813,0,0.0
1170,4814,0,0.0
1171,4816,0,0.0
1172,4830,0,0.0
1173,4833,1,0.0
1174,4835,0,0.0
1175,4852,1,0.0
1176,4853,0,0.0
1177,4856,0,0.0
1178,4857,0,0.0
1179,4863,0,0.0
1180,4872,0,0.0
1181,4873,0,0.0
1182,4875,0,0.0
1183,4876,0,0.0
1184,4883,0,0.0
1185,4885,0,0.0
1186,4887,0,0.0
1187,4891,0,0.0
1188,4893,0,0.0
1189,4896,0,0.0
1190,4906,0,0.0
1191,4907,0,0.0
1192,4910,0,0.0
1193,4920,0,0.0
1194,4922,0,0.0
1195,4924,0,0.0
1196,4927,0,0.0
1197,4934,0,0.0
1198,4939,0,0.0
1199,4941,0,0.0
1200,4943,0,0.0
1201,4950,0,0.0
1202,4953,0,0.0
1203,4954,0,0.0
1204,4956,0,0.0
1205,4959,0,0.0
1206,4961,0,0.0
1207,4972,0,0.0
1208,4974,0,0.0
1209,4982,0,0.0
1210,4987,0,0.0
1211,4993,0,0.0
1212,4996,0,0.0
1213,5000,0,0.0
1214,5001,0,0.0
1215,5005,0,0.0
1216,5007,0,0.0
1217,5009,0,0.0
1218,5010,0,0.0
1219,5013,0,0.0
1220,5015,0,0.0
1221,5016,0,0.0
1222,5024,0,0.0
1223,5027,0,0.0
1224,5030,0,0.0
1225,5032,0,0.0
1226,5035,0,0.0
1227,5037,0,0.0
1228,5046,0,0.0
1229,5047,0,0.0
1230,5053,0,0.0
1231,5055,0,0.0
1232,5064,0,0.0
1233,5065,0,0.0
1234,5074,0,0.0
1235,5075,0,0.0
1236,5077,0,0.0
1237,5080,0,0.0
1238,5083,0,0.0
1239,5087,0,0.0
1240,5095,0,0.0
1241,5101,0,0.0
1242,5102,0,0.0
1243,5107,0,0.0
1244,5109,0,0.0
1245,5113,0,0.0
1246,5115,0,0.0
1247,5119,0,0.0
1248,5120,0,0.0
1249,5121,0,0.0
1250,5122,0,0.0
1251,5124,0,0.0
1252,5130,0,0.0
1253,5133,0,0.0
1254,5141,0,0.0
1255,5142,0,0.0
1256,5143,0,0.0
1257,5145,0,0.0
1258,5147,0,0.0
1259,5149,0,0.0
1260,5152,0,0.0
1261,5153,0,0.0
1262,5153,0,0.0
1263,5162,0,0.0
1264,5172,0,0.0
