,id,food,food_prediction
274,1192,0,0.0
275,1196,1,0.0
276,1201,0,0.0
277,1203,0,1.0
278,1204,0,1.0
279,1205,1,1.0
280,1210,1,0.0
281,1216,0,0.0
282,1219,0,0.0
283,1220,1,1.0
284,1223,1,1.0
285,1231,0,0.0
286,1232,1,1.0
287,1234,0,0.0
288,1235,1,1.0
289,1243,0,0.0
290,1244,0,0.0
291,1249,1,1.0
292,1251,0,0.0
293,1256,0,0.0
294,1264,0,0.0
295,1267,1,1.0
296,1275,1,1.0
297,1277,0,0.0
298,1285,0,0.0
299,1289,1,0.0
300,1293,0,1.0
301,1307,1,0.0
302,1309,0,0.0
303,1311,0,0.0
304,1314,1,1.0
305,1315,0,0.0
306,1316,0,0.0
307,1324,0,1.0
308,1331,0,0.0
309,1333,0,0.0
310,1334,0,1.0
311,1345,1,0.0
312,1352,0,0.0
313,1354,0,0.0
314,1357,0,0.0
315,1361,0,0.0
316,1364,1,1.0
317,1366,0,0.0
318,1367,0,0.0
319,1371,0,0.0
320,1373,0,0.0
321,1379,0,0.0
322,1380,0,0.0
323,1381,0,0.0
324,1382,1,1.0
325,1384,0,0.0
326,1399,0,0.0
327,1404,0,0.0
328,1407,1,0.0
329,1417,0,0.0
330,1421,0,0.0
331,1422,0,0.0
332,1425,0,0.0
333,1429,0,0.0
334,1430,0,0.0
335,1433,0,0.0
336,1435,1,0.0
337,1439,0,0.0
338,1449,0,0.0
339,1450,0,0.0
340,1452,0,1.0
341,1453,0,0.0
342,1461,1,1.0
343,1465,0,1.0
344,1466,0,0.0
345,1469,0,0.0
346,1472,0,0.0
347,1474,0,0.0
348,1487,0,0.0
349,1489,0,0.0
350,1491,0,1.0
351,1504,1,1.0
352,1509,0,0.0
353,1513,0,0.0
354,1516,0,0.0
355,1520,0,0.0
356,1521,0,0.0
357,1525,0,0.0
358,1526,0,0.0
359,1527,0,0.0
360,1530,0,0.0
361,1536,0,0.0
362,1540,0,0.0
363,1541,0,0.0
364,1542,0,0.0
365,1552,0,0.0
366,1553,0,0.0
367,1559,0,0.0
368,1565,0,0.0
369,1569,0,0.0
370,1570,0,0.0
371,1572,0,0.0
372,1574,0,0.0
373,1584,0,0.0
374,1585,0,1.0
375,1589,0,0.0
376,1590,0,1.0
377,1592,0,0.0
378,1597,1,1.0
379,1601,0,0.0
380,1612,1,0.0
381,1617,0,0.0
382,1619,0,0.0
383,1620,0,0.0
384,1621,0,0.0
385,1623,1,0.0
386,1626,0,0.0
387,1627,0,0.0
388,1633,0,0.0
389,1635,0,0.0
390,1636,0,0.0
391,1644,0,0.0
392,1650,1,1.0
393,1651,0,0.0
394,1652,1,1.0
395,1665,0,1.0
396,1666,0,0.0
397,1671,1,0.0
398,1672,0,0.0
399,1683,0,0.0
400,1694,0,0.0
401,1695,0,0.0
402,1696,0,0.0
403,1697,0,0.0
404,1704,1,1.0
405,1706,0,0.0
406,1712,1,1.0
407,1714,0,0.0
408,1715,0,0.0
409,1721,0,0.0
410,1723,0,0.0
411,1726,0,0.0
412,1727,0,1.0
413,1730,0,0.0
414,1731,0,0.0
415,1735,1,0.0
416,1742,1,0.0
417,1743,0,0.0
418,1745,0,0.0
419,1749,0,0.0
420,1753,0,0.0
421,1755,0,0.0
422,1764,0,0.0
423,1769,1,0.0
424,1770,0,0.0
425,1781,0,1.0
426,1783,0,0.0
427,1784,0,0.0
428,1787,0,0.0
429,1793,0,0.0
430,1795,0,0.0
431,1799,0,0.0
432,1800,0,1.0
433,1802,0,0.0
434,1805,0,0.0
435,1814,0,0.0
436,1827,0,0.0
437,1829,0,0.0
438,1830,0,0.0
439,1831,0,0.0
440,1832,0,0.0
441,1836,0,0.0
442,1839,0,0.0
443,1842,0,0.0
444,1843,0,0.0
445,1845,0,0.0
446,1846,0,0.0
447,1855,0,0.0
448,1863,0,0.0
449,1867,1,0.0
450,1877,0,0.0
451,1880,0,0.0
452,1885,0,0.0
453,1889,0,0.0
454,1894,0,0.0
455,1895,0,0.0
456,1899,0,0.0
457,1902,1,1.0
458,1906,0,0.0
459,1910,0,0.0
460,1916,1,0.0
461,1921,1,1.0
462,1922,0,0.0
463,1923,1,0.0
464,1924,1,0.0
465,1926,1,1.0
466,1932,0,0.0
467,1933,0,0.0
468,1952,1,1.0
469,1960,0,1.0
470,1965,0,0.0
471,1967,0,0.0
472,1979,0,0.0
473,1984,0,0.0
474,1987,0,0.0
475,1993,0,0.0
476,1997,0,0.0
477,1999,0,0.0
478,2000,1,1.0
479,2004,0,1.0
480,2006,0,0.0
481,2014,0,0.0
482,2016,0,0.0
483,2019,0,0.0
484,2034,0,0.0
485,2035,0,0.0
486,2040,1,1.0
487,2043,0,0.0
488,2044,0,0.0
489,2050,0,0.0
490,2052,0,0.0
491,2053,0,0.0
492,2059,0,1.0
493,2060,0,0.0
494,2062,0,0.0
495,2065,0,0.0
496,2066,0,0.0
497,2070,0,0.0
498,2071,0,1.0
499,2075,0,0.0
500,2076,0,0.0
501,2080,0,0.0
502,2091,1,0.0
503,2093,0,1.0
504,2094,0,0.0
505,2099,0,0.0
506,2101,0,1.0
507,2105,0,0.0
508,2106,1,0.0
509,2117,0,0.0
510,2124,0,0.0
511,2126,1,1.0
512,2127,1,0.0
513,2134,0,1.0
514,2135,1,0.0
515,2142,0,0.0
516,2144,0,0.0
517,2146,0,0.0
518,2152,0,1.0
519,2165,0,0.0
520,2172,0,0.0
521,2179,0,0.0
522,2185,0,0.0
523,2189,0,0.0
524,2194,1,1.0
525,2204,1,1.0
526,2209,0,0.0
527,2214,0,0.0
528,2216,1,0.0
529,2221,1,1.0
530,2227,0,0.0
531,2230,0,0.0
532,2234,0,0.0
533,2241,0,1.0
534,2245,0,0.0
535,2251,0,0.0
536,2262,0,0.0
537,2263,1,1.0
538,2264,1,1.0
539,2272,0,1.0
540,2286,0,0.0
541,2297,0,0.0
542,2299,0,0.0
543,2300,0,0.0
544,2301,1,0.0
545,2303,0,0.0
546,2304,0,0.0
547,2306,0,0.0
548,2309,0,0.0
549,2312,0,0.0
550,2317,0,0.0
551,2323,0,0.0
552,2332,0,0.0
553,2333,0,0.0
554,2334,0,1.0
555,2336,0,0.0
556,2340,0,0.0
557,2341,0,0.0
558,2344,0,0.0
559,2345,0,0.0
560,2349,0,0.0
561,2351,0,0.0
562,2357,0,0.0
563,2359,1,1.0
564,2363,0,0.0
565,2365,0,0.0
566,2371,0,0.0
567,2373,0,0.0
568,2376,0,0.0
569,2382,1,1.0
570,2386,1,1.0
571,2392,1,1.0
572,2394,1,0.0
573,2401,0,0.0
574,2403,0,0.0
575,2412,1,0.0
576,2416,0,0.0
577,2430,0,0.0
578,2431,1,0.0
579,2432,0,0.0
580,2433,0,0.0
581,2434,0,0.0
582,2440,0,0.0
583,2444,0,0.0
584,2446,0,0.0
585,2455,1,0.0
586,2461,0,0.0
587,2470,0,0.0
588,2471,1,0.0
589,2472,1,1.0
590,2475,0,0.0
591,2479,0,0.0
592,2482,0,0.0
593,2485,0,1.0
594,2489,0,0.0
595,2493,0,0.0
596,2494,0,0.0
597,2495,0,0.0
598,2504,0,0.0
599,2505,0,0.0
600,2506,0,0.0
601,2516,0,0.0
602,2517,1,0.0
603,2519,0,0.0
604,2522,0,0.0
605,2527,1,1.0
606,2535,0,1.0
607,2541,0,0.0
608,2543,0,0.0
609,2545,0,0.0
610,2551,1,0.0
611,2553,0,0.0
612,2557,1,1.0
613,2563,0,0.0
614,2564,0,0.0
615,2569,0,0.0
616,2574,1,1.0
617,2584,0,0.0
618,2586,0,1.0
619,2587,0,0.0
620,2589,0,0.0
621,2590,1,1.0
622,2592,0,0.0
623,2594,1,0.0
624,2600,0,1.0
625,2603,0,0.0
626,2605,1,1.0
627,2636,0,0.0
628,2642,0,0.0
629,2645,0,0.0
630,2649,1,0.0
631,2656,1,1.0
632,2664,0,0.0
633,2666,0,0.0
634,2667,0,0.0
635,2669,1,1.0
636,2676,1,1.0
637,2677,0,0.0
638,2681,0,0.0
639,2687,0,0.0
640,2691,0,0.0
641,2693,0,1.0
642,2696,0,0.0
643,2697,0,0.0
644,2700,0,0.0
645,2707,0,0.0
646,2712,0,0.0
647,2713,0,0.0
648,2720,0,0.0
649,2721,1,1.0
650,2727,1,0.0
651,2741,0,0.0
652,2746,0,0.0
653,2749,0,0.0
654,2750,0,0.0
655,2752,0,0.0
656,2757,0,0.0
657,2760,1,0.0
658,2780,0,0.0
659,2782,0,0.0
660,2783,1,1.0
661,2797,0,0.0
662,2800,0,0.0
663,2801,0,1.0
664,2812,0,0.0
665,2816,0,0.0
666,2822,0,1.0
667,2829,0,0.0
668,2831,0,0.0
669,2840,0,0.0
670,2851,0,0.0
671,2855,0,0.0
672,2856,1,1.0
673,2860,0,0.0
674,2861,0,0.0
675,2863,0,0.0
676,2864,0,0.0
677,2866,0,0.0
678,2870,0,0.0
679,2871,0,0.0
680,2883,1,1.0
681,2893,0,0.0
682,2896,0,0.0
683,2912,0,0.0
684,2916,0,0.0
685,2919,0,0.0
686,2923,1,1.0
687,2926,0,0.0
688,2927,0,0.0
689,2929,0,0.0
690,2931,0,0.0
691,2932,0,1.0
692,2935,0,0.0
693,2936,0,0.0
694,2945,0,0.0
695,2956,0,1.0
696,2961,0,0.0
697,2964,0,0.0
698,2965,0,0.0
699,2966,0,0.0
700,2970,1,1.0
701,2976,1,1.0
702,2984,1,0.0
703,2987,0,0.0
704,2993,1,0.0
705,2996,0,0.0
706,3000,0,0.0
707,3004,0,1.0
708,3011,0,0.0
709,3022,0,0.0
710,3023,0,1.0
711,3045,1,1.0
712,3047,0,0.0
713,3049,0,0.0
714,3050,0,0.0
715,3051,0,0.0
716,3055,0,0.0
717,3061,1,1.0
718,3069,0,0.0
719,3071,0,0.0
720,3073,0,0.0
721,3075,0,0.0
722,3076,1,1.0
723,3077,1,0.0
724,3083,0,1.0
725,3086,0,0.0
726,3090,0,0.0
727,3102,0,0.0
728,3104,0,0.0
729,3116,1,0.0
730,3122,0,0.0
731,3137,0,0.0
732,3139,1,1.0
733,3142,0,0.0
734,3145,0,1.0
735,3146,1,1.0
736,3147,0,0.0
737,3150,0,0.0
738,3153,0,0.0
739,3154,0,0.0
740,3156,0,0.0
741,3159,0,0.0
742,3160,1,0.0
743,3164,0,0.0
744,3166,0,0.0
745,3173,1,0.0
746,3176,0,1.0
747,3183,1,0.0
748,3192,0,0.0
749,3193,0,0.0
750,3196,0,0.0
751,3197,1,1.0
752,3202,0,0.0
753,3206,0,0.0
754,3209,0,0.0
755,3217,1,1.0
756,3222,1,1.0
757,3224,0,0.0
758,3231,0,1.0
759,3232,0,0.0
760,3234,0,0.0
761,3235,1,0.0
762,3236,0,0.0
763,3240,1,1.0
764,3245,1,0.0
765,3250,0,0.0
766,3250,0,0.0
767,3251,0,0.0
768,3254,0,0.0
769,3266,0,0.0
770,3286,0,0.0
771,3295,1,1.0
772,3299,1,1.0
773,3310,1,1.0
774,3319,0,1.0
775,3324,0,0.0
776,3329,0,1.0
777,3330,1,1.0
778,3333,0,0.0
779,3336,0,0.0
780,3341,1,0.0
781,3344,1,1.0
782,3354,1,1.0
783,3356,1,0.0
784,3359,1,1.0
785,3367,0,1.0
786,3369,0,0.0
787,3370,0,0.0
788,3374,0,0.0
789,3379,0,0.0
790,3385,1,0.0
791,3386,0,0.0
792,3389,1,0.0
793,3394,0,0.0
794,3396,0,0.0
795,3406,0,0.0
796,3409,0,0.0
797,3413,0,0.0
798,3415,0,0.0
799,3416,0,0.0
800,3420,0,0.0
801,3421,1,0.0
802,3424,0,0.0
803,3425,0,1.0
804,3430,0,0.0
805,3432,0,0.0
806,3439,0,0.0
807,3440,0,0.0
808,3443,0,1.0
809,3446,0,0.0
810,3461,0,0.0
811,3464,0,0.0
812,3472,0,0.0
813,3473,0,0.0
814,3481,0,1.0
815,3482,0,0.0
816,3484,0,0.0
817,3487,0,1.0
818,3502,0,0.0
819,3507,0,0.0
820,3524,0,1.0
821,3526,0,0.0
822,3529,0,0.0
823,3539,0,0.0
824,3540,0,1.0
825,3541,1,0.0
826,3542,1,1.0
827,3545,0,0.0
828,3547,0,0.0
829,3550,0,0.0
830,3551,0,0.0
831,3560,0,0.0
832,3566,0,0.0
833,3572,1,1.0
834,3579,0,0.0
835,3582,0,0.0
836,3590,0,0.0
837,3593,0,0.0
838,3595,0,1.0
839,3600,0,0.0
840,3601,0,0.0
841,3604,0,0.0
842,3609,0,0.0
843,3610,1,0.0
844,3616,1,1.0
845,3619,0,0.0
846,3626,0,0.0
847,3635,0,1.0
848,3639,0,0.0
849,3643,0,0.0
850,3645,1,0.0
851,3649,0,0.0
852,3650,0,1.0
853,3657,0,0.0
854,3659,0,0.0
855,3661,1,0.0
856,3662,1,1.0
857,3663,0,0.0
858,3667,1,0.0
859,3690,1,0.0
860,3691,1,1.0
861,3695,0,0.0
862,3701,0,0.0
863,3702,0,0.0
864,3703,0,0.0
865,3724,0,0.0
866,3725,1,1.0
867,3727,0,1.0
868,3730,0,0.0
869,3731,0,0.0
870,3732,0,0.0
871,3735,0,0.0
872,3737,1,0.0
873,3741,0,0.0
874,3743,0,0.0
875,3745,0,0.0
876,3746,0,1.0
877,3747,0,0.0
878,3757,0,0.0
879,3763,0,0.0
880,3764,0,0.0
881,3767,0,0.0
882,3770,0,0.0
883,3776,0,0.0
884,3785,0,0.0
885,3792,0,0.0
886,3799,0,0.0
887,3805,0,0.0
888,3809,0,0.0
889,3810,0,0.0
890,3813,1,0.0
891,3814,0,0.0
892,3820,0,0.0
893,3821,0,0.0
894,3830,1,1.0
895,3831,0,0.0
896,3836,1,0.0
897,3842,0,0.0
898,3843,0,0.0
899,3845,1,1.0
900,3849,0,0.0
901,3856,0,0.0
902,3857,1,0.0
903,3861,0,0.0
904,3862,0,0.0
905,3863,0,0.0
906,3864,1,0.0
907,3866,0,0.0
908,3876,0,0.0
909,3887,0,0.0
910,3893,0,0.0
911,3896,0,0.0
912,3897,1,0.0
913,3900,0,0.0
914,3901,0,0.0
915,3905,0,0.0
916,3907,0,0.0
917,3913,0,0.0
918,3923,0,0.0
919,3930,0,0.0
920,3937,0,0.0
921,3939,0,0.0
922,3941,0,0.0
923,3942,0,1.0
924,3953,0,0.0
925,3955,0,0.0
926,3961,0,0.0
927,3979,1,0.0
928,3982,0,1.0
929,3985,0,0.0
930,3986,0,0.0
931,4000,0,0.0
932,4002,0,0.0
933,4006,0,0.0
934,4009,1,0.0
935,4011,0,0.0
936,4013,0,0.0
937,4016,0,0.0
938,4017,0,0.0
939,4021,1,0.0
940,4030,0,0.0
941,4031,0,0.0
942,4033,0,1.0
943,4035,0,0.0
944,4037,0,0.0
945,4041,0,1.0
946,4044,0,0.0
947,4047,0,0.0
948,4050,1,0.0
949,4051,0,0.0
950,4066,1,1.0
951,4072,1,1.0
952,4075,0,0.0
953,4077,0,0.0
954,4082,0,0.0
955,4084,0,0.0
956,4086,0,0.0
957,4087,0,0.0
958,4094,1,0.0
959,4099,1,1.0
960,4103,0,0.0
961,4107,1,1.0
962,4109,0,0.0
963,4110,0,0.0
964,4112,0,0.0
965,4114,0,0.0
966,4116,1,0.0
967,4120,0,0.0
968,4121,0,0.0
969,4125,0,0.0
970,4132,0,0.0
971,4133,0,0.0
972,4134,1,1.0
973,4137,0,0.0
974,4146,0,1.0
975,4149,0,0.0
976,4150,0,0.0
977,4152,0,0.0
978,4154,0,0.0
979,4159,0,1.0
980,4166,0,0.0
981,4170,0,0.0
982,4175,0,0.0
983,4176,0,0.0
984,4179,1,0.0
985,4180,0,0.0
986,4182,1,0.0
987,4194,0,0.0
988,4199,0,0.0
989,4203,1,1.0
990,4204,0,0.0
991,4209,1,0.0
992,4210,1,1.0
993,4223,0,0.0
994,4225,0,0.0
995,4226,0,0.0
996,4230,0,0.0
997,4233,0,0.0
998,4237,0,0.0
999,4239,0,0.0
1000,4250,0,0.0
1001,4251,0,0.0
1002,4252,0,1.0
1003,4253,1,0.0
1004,4255,0,0.0
1005,4261,1,0.0
1006,4262,0,0.0
1007,4263,0,0.0
1008,4264,0,0.0
1009,4265,0,0.0
1010,4271,0,0.0
1011,4275,0,0.0
1012,4279,0,0.0
1013,4280,0,0.0
1014,4285,0,0.0
1015,4301,0,0.0
1016,4305,0,0.0
1017,4306,0,0.0
1018,4309,0,0.0
1019,4310,0,1.0
1020,4313,0,0.0
1021,4314,0,0.0
1022,4316,0,0.0
1023,4320,0,0.0
1024,4324,0,0.0
1025,4332,0,0.0
1026,4333,1,1.0
1027,4339,0,0.0
1028,4342,0,0.0
1029,4344,0,0.0
1030,4345,0,0.0
1031,4349,0,0.0
1032,4350,0,0.0
1033,4356,0,1.0
1034,4357,1,0.0
1035,4360,0,1.0
1036,4367,0,0.0
1037,4371,1,1.0
1038,4380,0,0.0
1039,4383,0,0.0
1040,4385,0,0.0
1041,4386,0,0.0
1042,4392,0,0.0
1043,4396,1,1.0
1044,4400,0,1.0
1045,4403,1,0.0
1046,4404,0,1.0
1047,4406,0,0.0
1048,4407,0,0.0
1049,4412,0,0.0
1050,4414,0,0.0
1051,4416,0,0.0
1052,4419,0,0.0
1053,4426,0,0.0
1054,4427,0,0.0
1055,4429,0,0.0
1056,4430,0,0.0
1057,4433,0,0.0
1058,4436,0,0.0
1059,4443,1,0.0
1060,4444,0,0.0
1061,4460,0,0.0
1062,4461,0,0.0
1063,4464,0,0.0
1064,4474,0,0.0
1065,4476,0,0.0
1066,4479,0,0.0
1067,4480,0,0.0
1068,4485,0,0.0
1069,4487,0,0.0
1070,4492,0,0.0
1071,4496,1,0.0
1072,4500,0,0.0
1073,4503,0,0.0
1074,4505,0,0.0
1075,4509,0,1.0
1076,4520,0,0.0
1077,4523,0,0.0
1078,4526,0,0.0
1079,4547,0,0.0
1080,4554,0,0.0
1081,4556,0,0.0
1082,4557,1,1.0
1083,4562,0,0.0
1084,4563,1,0.0
1085,4564,1,1.0
1086,4565,1,0.0
1087,4566,0,0.0
1088,4573,1,1.0
1089,4575,0,0.0
1090,4580,0,0.0
1091,4581,0,0.0
1092,4582,0,0.0
1093,4584,0,0.0
1094,4587,0,0.0
1095,4607,1,0.0
1096,4610,0,0.0
1097,4611,0,0.0
1098,4620,1,0.0
1099,4623,1,1.0
1100,4624,0,0.0
1101,4627,1,0.0
1102,4630,0,0.0
1103,4635,1,0.0
1104,4645,0,0.0
1105,4646,0,0.0
1106,4649,1,0.0
1107,4650,0,0.0
1108,4652,0,0.0
1109,4654,1,0.0
1110,4659,1,0.0
1111,4662,0,1.0
1112,4665,0,0.0
1113,4670,0,1.0
1114,4672,0,0.0
1115,4677,0,0.0
1116,4679,0,1.0
1117,4685,1,1.0
1118,4686,1,1.0
1119,4689,0,0.0
1120,4692,0,0.0
1121,4695,0,0.0
1122,4699,0,0.0
1123,4701,0,0.0
1124,4702,1,0.0
1125,4705,0,0.0
1126,4712,1,0.0
1127,4714,1,1.0
1128,4723,0,0.0
1129,4724,0,0.0
1130,4735,0,0.0
1131,4745,0,0.0
1132,4746,1,1.0
1133,4747,1,1.0
1134,4755,1,0.0
1135,4763,0,0.0
1136,4769,0,0.0
1137,4771,0,0.0
1138,4774,0,0.0
1139,4780,1,0.0
1140,4782,0,0.0
1141,4783,0,0.0
1142,4785,0,0.0
1143,4786,0,0.0
1144,4790,0,0.0
1145,4802,0,0.0
1146,4812,0,0.0
1147,4813,1,0.0
1148,4819,0,0.0
1149,4825,0,0.0
1150,4835,0,0.0
1151,4843,0,1.0
1152,4844,0,0.0
1153,4847,0,0.0
1154,4850,0,0.0
1155,4855,0,0.0
1156,4861,0,0.0
1157,4872,0,0.0
1158,4873,1,1.0
1159,4875,1,1.0
1160,4877,0,0.0
1161,4880,0,0.0
1162,4882,0,0.0
1163,4889,0,0.0
1164,4897,0,0.0
1165,4905,0,0.0
1166,4909,1,1.0
1167,4917,1,1.0
1168,4931,0,0.0
1169,4932,0,0.0
1170,4934,1,1.0
1171,4936,0,0.0
1172,4940,1,0.0
1173,4942,0,0.0
1174,4950,1,0.0
1175,4951,0,0.0
1176,4953,0,0.0
1177,4956,0,1.0
1178,4956,0,1.0
1179,4962,0,0.0
1180,4964,0,0.0
1181,4969,0,0.0
1182,4975,0,0.0
1183,4976,0,1.0
1184,4977,0,0.0
1185,4983,0,0.0
1186,4984,0,0.0
1187,4985,0,0.0
1188,4991,0,0.0
1189,4994,1,0.0
1190,4995,0,0.0
1191,4996,1,1.0
1192,4999,1,0.0
1193,5001,0,0.0
1194,5002,0,1.0
1195,5006,1,0.0
1196,5010,0,0.0
1197,5014,0,1.0
1198,5015,1,0.0
1199,5020,1,1.0
1200,5027,0,0.0
1201,5032,0,0.0
1202,5035,0,0.0
1203,5041,0,0.0
1204,5055,1,1.0
1205,5056,0,0.0
1206,5062,0,0.0
1207,5063,0,0.0
1208,5069,0,0.0
1209,5076,0,0.0
1210,5095,0,0.0
1211,5097,0,0.0
1212,5099,0,1.0
1213,5105,0,0.0
1214,5110,0,0.0
1215,5112,1,0.0
1216,5122,0,1.0
1217,5132,0,0.0
1218,5133,0,0.0
1219,5135,0,0.0
1220,5142,0,0.0
1221,5150,0,0.0
1222,5153,1,0.0
1223,5156,0,0.0
1224,5157,0,0.0
1225,5159,0,0.0
1226,5163,0,0.0
1227,5166,0,0.0
1228,5171,0,0.0
1229,5174,0,0.0
1230,5177,0,1.0
1231,5179,0,0.0
1232,5183,0,0.0
1233,5185,0,0.0
1234,5191,0,0.0
1235,5194,0,0.0
1236,5195,0,0.0
1237,5211,0,0.0
1238,5221,0,0.0
1239,5223,0,1.0
1240,5226,0,1.0
1241,5230,1,1.0
1242,5233,0,0.0
1243,5234,0,0.0
1244,5236,1,1.0
1245,5237,0,0.0
1246,5243,1,0.0
1247,5257,0,0.0
1248,5262,0,1.0
1249,5267,0,0.0
1250,5270,0,0.0
1251,5271,0,0.0
1252,5275,0,1.0
1253,5279,0,0.0
1254,5286,0,0.0
1255,5289,0,0.0
1256,5294,0,0.0
1257,5296,0,0.0
1258,5300,0,0.0
1259,5303,0,0.0
1260,5307,0,0.0
1261,5319,0,0.0
1262,5325,0,0.0
1263,5327,0,0.0
1264,5329,0,0.0
1265,5330,0,0.0
1266,5334,0,0.0
