,id,tools,tools_prediction
953,3984,0,0.0
954,3997,0,0.0
955,4013,0,0.0
956,4020,0,0.0
957,4029,0,0.0
958,4033,0,0.0
959,4035,0,0.0
960,4036,0,0.0
961,4037,0,0.0
962,4041,0,0.0
963,4055,0,0.0
964,4056,0,0.0
965,4060,0,0.0
966,4071,0,0.0
967,4075,0,0.0
968,4079,0,0.0
969,4084,0,0.0
970,4089,0,0.0
971,4095,0,0.0
972,4097,0,0.0
973,4099,0,0.0
974,4101,0,0.0
975,4107,0,0.0
976,4110,0,0.0
977,4113,0,0.0
978,4114,0,0.0
979,4119,0,0.0
980,4120,0,0.0
981,4122,0,0.0
982,4125,0,0.0
983,4126,0,0.0
984,4132,0,0.0
985,4133,0,0.0
986,4134,0,0.0
987,4141,0,0.0
988,4149,0,0.0
989,4152,0,0.0
990,4165,0,0.0
991,4166,0,0.0
992,4170,0,0.0
993,4179,0,0.0
994,4181,0,0.0
995,4182,0,0.0
996,4187,0,0.0
997,4192,0,0.0
998,4194,0,0.0
999,4195,0,0.0
1000,4196,0,0.0
1001,4201,0,0.0
1002,4210,0,0.0
1003,4213,0,0.0
1004,4215,0,0.0
1005,4223,0,0.0
1006,4230,0,0.0
1007,4232,0,0.0
1008,4234,0,0.0
1009,4236,0,0.0
1010,4237,0,0.0
1011,4246,0,0.0
1012,4249,0,0.0
1013,4251,0,0.0
1014,4259,0,0.0
1015,4261,0,0.0
1016,4269,0,0.0
1017,4270,0,0.0
1018,4272,0,0.0
1019,4276,0,0.0
1020,4283,0,0.0
1021,4285,0,0.0
1022,4293,0,0.0
1023,4294,0,0.0
1024,4295,0,0.0
1025,4297,0,0.0
1026,4300,0,0.0
1027,4301,0,0.0
1028,4306,0,0.0
1029,4309,0,0.0
1030,4312,0,0.0
1031,4315,0,0.0
1032,4325,0,0.0
1033,4327,0,0.0
1034,4331,0,0.0
1035,4333,0,0.0
1036,4334,0,0.0
1037,4340,0,0.0
1038,4349,0,0.0
1039,4350,0,0.0
1040,4351,0,0.0
1041,4355,0,0.0
1042,4363,0,0.0
1043,4364,0,0.0
1044,4367,0,0.0
1045,4370,0,0.0
1046,4373,0,0.0
1047,4381,0,0.0
1048,4382,0,0.0
1049,4383,0,0.0
1050,4384,0,0.0
1051,4385,0,0.0
1052,4389,0,0.0
1053,4392,0,0.0
1054,4395,0,0.0
1055,4397,0,0.0
1056,4399,0,0.0
1057,4400,0,0.0
1058,4403,0,0.0
1059,4404,0,0.0
1060,4405,0,0.0
1061,4412,0,0.0
1062,4414,0,0.0
1063,4416,0,0.0
1064,4420,0,0.0
1065,4421,0,0.0
1066,4423,0,0.0
1067,4432,0,0.0
1068,4436,0,0.0
1069,4437,0,0.0
1070,4444,0,0.0
1071,4445,0,0.0
1072,4450,0,0.0
1073,4453,0,0.0
1074,4460,0,0.0
1075,4462,0,0.0
1076,4473,0,0.0
1077,4480,0,0.0
1078,4482,0,0.0
1079,4485,0,0.0
1080,4486,0,0.0
1081,4490,0,0.0
1082,4492,0,0.0
1083,4495,0,0.0
1084,4496,0,0.0
1085,4499,0,0.0
1086,4501,0,0.0
1087,4503,0,0.0
1088,4504,0,0.0
1089,4509,0,0.0
1090,4511,0,0.0
1091,4512,0,0.0
1092,4514,1,0.0
1093,4526,0,0.0
1094,4534,0,0.0
1095,4536,0,0.0
1096,4539,0,0.0
1097,4549,0,0.0
1098,4556,0,0.0
1099,4559,0,0.0
1100,4563,0,0.0
1101,4564,0,0.0
1102,4565,0,0.0
1103,4572,0,0.0
1104,4575,0,0.0
1105,4577,0,0.0
1106,4579,0,0.0
1107,4582,0,0.0
1108,4586,0,0.0
1109,4590,0,0.0
1110,4592,0,0.0
1111,4593,0,0.0
1112,4604,0,0.0
1113,4605,0,0.0
1114,4610,0,0.0
1115,4617,0,0.0
1116,4619,0,0.0
1117,4622,0,0.0
1118,4623,0,0.0
1119,4624,0,0.0
1120,4625,0,0.0
1121,4626,0,0.0
1122,4629,0,0.0
1123,4630,0,0.0
1124,4645,0,0.0
1125,4646,0,0.0
1126,4653,0,0.0
1127,4655,0,0.0
1128,4659,0,0.0
1129,4662,0,0.0
1130,4664,0,0.0
1131,4669,0,0.0
1132,4672,0,0.0
1133,4673,0,0.0
1134,4674,0,0.0
1135,4679,0,0.0
1136,4684,0,0.0
1137,4686,0,0.0
1138,4689,0,0.0
1139,4690,0,0.0
1140,4692,0,0.0
1141,4695,0,0.0
1142,4696,0,0.0
1143,4701,0,0.0
1144,4702,0,0.0
1145,4705,0,0.0
1146,4711,0,0.0
1147,4715,0,0.0
1148,4716,0,0.0
1149,4717,0,0.0
1150,4719,0,0.0
1151,4722,0,0.0
1152,4724,0,0.0
1153,4732,0,0.0
1154,4733,0,0.0
1155,4736,0,0.0
1156,4742,0,0.0
1157,4749,0,0.0
1158,4753,0,0.0
1159,4755,0,0.0
1160,4760,0,0.0
1161,4761,0,0.0
1162,4763,0,0.0
1163,4767,0,0.0
1164,4772,0,0.0
1165,4773,0,0.0
1166,4782,0,0.0
1167,4785,0,0.0
1168,4790,0,0.0
1169,4792,0,0.0
1170,4796,0,0.0
1171,4797,0,0.0
1172,4804,0,0.0
1173,4805,0,0.0
1174,4810,0,0.0
1175,4813,0,0.0
1176,4814,0,0.0
1177,4822,0,0.0
1178,4823,0,0.0
1179,4824,0,0.0
1180,4826,0,0.0
1181,4835,0,0.0
1182,4837,0,0.0
1183,4843,0,0.0
1184,4852,0,0.0
1185,4855,0,0.0
1186,4862,0,0.0
1187,4864,0,0.0
1188,4865,0,0.0
1189,4866,0,0.0
1190,4869,0,0.0
1191,4871,0,0.0
1192,4872,0,0.0
1193,4873,0,0.0
1194,4879,0,0.0
1195,4880,0,0.0
1196,4881,0,0.0
1197,4891,0,0.0
1198,4893,0,0.0
1199,4896,0,0.0
1200,4902,0,0.0
1201,4906,0,0.0
1202,4911,0,0.0
1203,4912,0,0.0
1204,4913,0,0.0
1205,4914,0,0.0
1206,4916,0,0.0
1207,4919,0,0.0
1208,4920,0,0.0
1209,4925,0,0.0
1210,4927,0,0.0
1211,4932,0,0.0
1212,4933,0,0.0
1213,4945,0,0.0
1214,4947,0,0.0
1215,4951,0,0.0
1216,4952,0,0.0
1217,4956,0,0.0
1218,4966,0,0.0
1219,4967,0,0.0
1220,4969,0,0.0
1221,4971,0,0.0
1222,4972,0,0.0
1223,4982,0,0.0
1224,4983,0,0.0
1225,4987,0,0.0
1226,5000,0,0.0
1227,5001,0,0.0
1228,5002,0,0.0
1229,5006,0,0.0
1230,5007,0,0.0
1231,5015,0,0.0
1232,5017,0,0.0
1233,5020,0,0.0
1234,5035,0,0.0
1235,5037,0,0.0
1236,5043,0,0.0
1237,5047,0,0.0
1238,5049,0,0.0
1239,5050,0,0.0
1240,5052,0,0.0
1241,5053,0,0.0
1242,5059,0,0.0
1243,5073,0,0.0
1244,5079,0,0.0
1245,5083,0,0.0
1246,5093,0,0.0
1247,5094,0,0.0
1248,5099,0,0.0
1249,5100,0,0.0
1250,5102,0,0.0
1251,5103,0,0.0
1252,5105,0,0.0
1253,5115,0,0.0
1254,5116,0,0.0
1255,5119,0,0.0
1256,5120,0,0.0
1257,5123,0,0.0
1258,5133,0,0.0
1259,5134,0,0.0
1260,5139,0,0.0
1261,5144,0,0.0
1262,5146,0,0.0
1263,5153,0,0.0
1264,5165,0,0.0
1265,5170,0,0.0
1266,5171,0,0.0
