,id,buildings,buildings_prediction
155,687,0,0.0
156,690,0,0.0
157,706,0,0.0
158,710,0,0.0
159,729,0,0.0
160,731,0,0.0
161,740,0,0.0
162,742,0,0.0
163,749,0,0.0
164,756,0,0.0
165,761,0,0.0
166,765,0,0.0
167,769,0,0.0
168,781,0,0.0
169,785,0,0.0
170,787,0,0.0
171,794,0,0.0
172,804,0,0.0
173,805,0,0.0
174,810,0,0.0
175,813,0,0.0
176,830,0,0.0
177,832,0,0.0
178,840,0,0.0
179,843,0,0.0
180,847,0,0.0
181,850,0,0.0
182,853,0,0.0
183,860,0,0.0
184,862,0,0.0
185,864,0,0.0
186,869,0,0.0
187,871,0,0.0
188,874,0,0.0
189,877,0,0.0
190,882,0,0.0
191,887,0,0.0
192,891,0,0.0
193,894,0,0.0
194,900,0,0.0
195,913,1,0.0
196,916,0,0.0
197,930,0,0.0
198,940,0,0.0
199,943,0,0.0
200,945,0,0.0
201,949,0,0.0
202,951,0,0.0
203,953,0,0.0
204,957,0,0.0
205,960,0,0.0
206,962,0,0.0
207,972,0,0.0
208,973,0,0.0
209,984,0,0.0
210,985,0,0.0
211,986,0,0.0
212,997,0,0.0
213,1000,0,0.0
214,1001,0,0.0
215,1002,0,0.0
216,1011,0,0.0
217,1012,0,0.0
218,1013,0,0.0
219,1015,0,0.0
220,1017,0,0.0
221,1021,0,0.0
222,1022,0,0.0
223,1024,0,0.0
224,1039,0,0.0
225,1044,1,0.0
226,1046,0,0.0
227,1049,0,0.0
228,1053,0,0.0
229,1065,0,0.0
230,1072,0,0.0
231,1074,0,0.0
232,1081,0,0.0
233,1090,0,0.0
234,1097,0,0.0
235,1103,0,0.0
236,1106,0,0.0
237,1113,0,0.0
238,1127,0,0.0
239,1137,0,0.0
240,1141,0,0.0
241,1143,0,0.0
242,1155,1,0.0
243,1157,0,0.0
244,1163,0,0.0
245,1171,0,0.0
246,1174,0,0.0
247,1180,0,0.0
248,1186,0,0.0
249,1195,0,0.0
250,1196,0,0.0
251,1207,0,0.0
252,1209,0,0.0
253,1210,0,0.0
254,1225,0,0.0
255,1230,0,0.0
256,1234,0,0.0
257,1236,1,0.0
258,1237,0,0.0
259,1239,0,0.0
260,1246,0,0.0
261,1250,0,0.0
262,1256,0,0.0
263,1257,0,0.0
264,1265,0,0.0
265,1266,0,0.0
266,1275,0,0.0
267,1276,0,0.0
268,1277,0,0.0
269,1280,0,0.0
270,1289,0,0.0
271,1291,0,0.0
272,1295,0,0.0
273,1297,0,0.0
274,1302,0,0.0
275,1304,0,0.0
276,1305,0,0.0
277,1307,0,0.0
278,1310,0,0.0
279,1311,0,0.0
280,1313,0,0.0
281,1326,0,0.0
282,1330,0,0.0
283,1331,0,0.0
284,1336,0,0.0
285,1337,0,0.0
286,1339,0,0.0
287,1341,0,0.0
288,1349,0,0.0
289,1351,0,0.0
290,1353,0,0.0
291,1356,0,0.0
292,1360,0,0.0
293,1365,0,0.0
294,1366,0,0.0
295,1370,0,0.0
296,1379,0,0.0
297,1384,0,0.0
298,1386,0,0.0
299,1387,0,0.0
300,1394,0,0.0
301,1396,0,0.0
302,1397,0,0.0
303,1401,1,0.0
304,1406,0,0.0
305,1407,0,0.0
306,1414,0,0.0
307,1420,0,0.0
308,1421,0,0.0
309,1422,0,0.0
310,1424,0,0.0
311,1425,0,0.0
312,1429,0,0.0
313,1430,0,0.0
314,1435,0,0.0
315,1437,1,0.0
316,1442,0,0.0
317,1450,0,0.0
318,1451,0,0.0
319,1456,0,0.0
320,1460,0,0.0
321,1469,1,0.0
322,1470,0,0.0
323,1483,0,1.0
324,1486,0,0.0
325,1487,0,0.0
326,1493,0,0.0
327,1494,0,0.0
328,1499,0,0.0
329,1502,0,0.0
330,1507,0,0.0
331,1510,0,0.0
332,1511,0,0.0
333,1512,0,0.0
334,1514,0,0.0
335,1517,0,0.0
336,1520,0,0.0
337,1524,0,0.0
338,1533,0,0.0
339,1541,0,0.0
340,1550,0,0.0
341,1553,0,0.0
342,1555,0,0.0
343,1557,0,0.0
344,1559,0,0.0
345,1561,0,0.0
346,1579,0,0.0
347,1580,0,0.0
348,1584,0,0.0
349,1585,0,0.0
350,1591,0,0.0
351,1592,0,0.0
352,1593,0,0.0
353,1599,0,0.0
354,1601,0,0.0
355,1609,0,0.0
356,1610,0,0.0
357,1617,0,0.0
358,1624,0,0.0
359,1626,0,0.0
360,1642,0,0.0
361,1645,0,0.0
362,1647,0,0.0
363,1649,0,0.0
364,1654,0,0.0
365,1659,0,0.0
366,1662,0,0.0
367,1665,0,0.0
368,1677,0,0.0
369,1679,0,0.0
370,1680,0,0.0
371,1684,0,0.0
372,1685,0,0.0
373,1691,0,0.0
374,1724,0,0.0
375,1726,0,0.0
376,1727,0,0.0
377,1735,0,0.0
378,1736,0,0.0
379,1742,0,0.0
380,1743,0,0.0
381,1744,0,0.0
382,1745,0,0.0
383,1747,0,0.0
384,1749,0,0.0
385,1757,0,0.0
386,1759,0,0.0
387,1764,0,0.0
388,1766,0,0.0
389,1772,0,0.0
390,1774,0,0.0
391,1775,0,0.0
392,1777,0,0.0
393,1779,0,0.0
394,1782,0,0.0
395,1785,0,0.0
396,1789,1,0.0
397,1790,0,0.0
398,1799,1,0.0
399,1800,0,0.0
400,1802,0,0.0
401,1813,0,0.0
402,1826,0,0.0
403,1827,0,0.0
404,1831,0,0.0
405,1837,0,0.0
406,1843,0,0.0
407,1844,0,0.0
408,1845,0,0.0
409,1847,0,0.0
410,1859,0,0.0
411,1863,0,0.0
412,1865,0,0.0
413,1871,0,0.0
414,1880,0,0.0
415,1883,0,0.0
416,1896,0,0.0
417,1902,0,0.0
418,1905,0,0.0
419,1909,0,0.0
420,1911,0,0.0
421,1912,0,0.0
422,1914,0,0.0
423,1916,0,0.0
424,1917,0,0.0
425,1926,0,0.0
426,1932,0,0.0
427,1936,0,0.0
428,1939,0,0.0
429,1940,0,0.0
430,1943,0,0.0
431,1944,0,0.0
432,1947,0,0.0
433,1955,0,0.0
434,1967,0,0.0
435,1971,0,0.0
436,1973,0,0.0
437,1979,0,0.0
438,1982,0,0.0
439,1983,0,0.0
440,1987,0,0.0
441,1990,0,0.0
442,1993,0,0.0
443,1997,0,0.0
444,2004,0,0.0
445,2005,0,0.0
446,2006,0,0.0
447,2010,0,0.0
448,2012,0,0.0
449,2024,0,0.0
450,2025,0,0.0
451,2029,0,0.0
452,2031,0,0.0
453,2039,0,1.0
454,2044,0,0.0
455,2047,0,0.0
456,2049,0,0.0
457,2050,0,0.0
458,2052,0,0.0
459,2053,0,0.0
460,2054,0,0.0
461,2059,0,0.0
462,2060,0,0.0
463,2061,0,0.0
464,2063,0,0.0
465,2065,0,0.0
466,2073,0,0.0
467,2085,0,0.0
468,2086,0,0.0
469,2087,1,0.0
470,2092,0,0.0
471,2104,0,0.0
472,2105,0,0.0
473,2107,0,0.0
474,2112,0,0.0
475,2115,0,0.0
476,2124,0,0.0
477,2127,0,0.0
478,2132,0,0.0
479,2144,0,0.0
480,2146,0,0.0
481,2151,0,0.0
482,2153,0,0.0
483,2156,0,0.0
484,2161,0,0.0
485,2163,0,0.0
486,2170,0,0.0
487,2173,0,0.0
488,2175,0,0.0
489,2184,0,0.0
490,2190,0,0.0
491,2193,0,0.0
492,2194,0,0.0
493,2195,0,0.0
494,2206,0,0.0
495,2214,0,0.0
496,2216,0,0.0
497,2219,0,0.0
498,2221,0,0.0
499,2222,0,0.0
500,2230,0,0.0
501,2232,0,0.0
502,2234,0,0.0
503,2240,0,0.0
504,2242,0,0.0
505,2254,1,0.0
506,2257,0,0.0
507,2259,0,0.0
508,2260,0,0.0
509,2263,0,0.0
510,2267,0,0.0
511,2272,0,0.0
512,2275,0,0.0
513,2286,0,0.0
514,2299,0,0.0
515,2301,0,0.0
516,2307,0,0.0
517,2310,0,0.0
518,2312,0,0.0
519,2314,0,0.0
520,2315,0,0.0
521,2316,0,0.0
522,2321,0,0.0
523,2326,0,0.0
524,2327,1,0.0
525,2331,0,0.0
526,2337,0,0.0
527,2339,0,0.0
528,2340,0,0.0
529,2346,1,0.0
530,2347,0,0.0
531,2360,0,0.0
532,2361,0,0.0
533,2371,0,0.0
534,2372,0,0.0
535,2383,0,0.0
536,2391,0,0.0
537,2392,0,0.0
538,2393,0,0.0
539,2394,0,0.0
540,2397,0,0.0
541,2405,0,0.0
542,2406,0,0.0
543,2409,0,0.0
544,2413,0,0.0
545,2416,0,0.0
546,2425,0,0.0
547,2426,0,0.0
548,2427,0,0.0
549,2431,0,0.0
550,2432,0,0.0
551,2434,0,0.0
552,2440,1,0.0
553,2442,0,0.0
554,2451,0,0.0
555,2453,0,0.0
556,2454,0,0.0
557,2464,0,0.0
558,2467,0,0.0
559,2475,0,0.0
560,2477,0,0.0
561,2482,0,0.0
562,2483,0,0.0
563,2484,0,0.0
564,2486,0,0.0
565,2494,0,0.0
566,2499,1,0.0
567,2501,0,0.0
568,2503,0,0.0
569,2506,0,0.0
570,2509,0,0.0
571,2513,0,0.0
572,2517,0,0.0
573,2522,0,0.0
574,2525,0,0.0
575,2537,1,0.0
576,2543,0,0.0
577,2550,0,0.0
578,2553,0,0.0
579,2561,0,0.0
580,2569,0,0.0
581,2572,0,0.0
582,2573,0,0.0
583,2580,0,0.0
584,2581,0,0.0
585,2587,0,0.0
586,2589,1,0.0
587,2596,1,0.0
588,2599,0,0.0
589,2606,0,0.0
590,2607,0,0.0
591,2609,0,0.0
592,2611,0,0.0
593,2616,1,0.0
594,2620,0,0.0
595,2626,0,0.0
596,2633,0,0.0
597,2641,1,0.0
598,2643,0,0.0
599,2649,0,0.0
600,2655,0,0.0
601,2663,1,0.0
602,2667,0,0.0
603,2670,0,0.0
604,2673,0,0.0
605,2674,0,0.0
606,2676,0,0.0
607,2680,0,0.0
608,2686,0,0.0
609,2694,0,0.0
610,2695,0,0.0
611,2697,0,0.0
612,2702,0,0.0
613,2707,0,0.0
614,2714,0,0.0
615,2720,0,0.0
616,2722,0,0.0
617,2723,0,0.0
618,2726,0,0.0
619,2735,0,0.0
620,2736,1,0.0
621,2744,1,0.0
622,2745,0,0.0
623,2747,0,0.0
624,2753,0,0.0
625,2765,0,0.0
626,2770,0,0.0
627,2773,0,0.0
628,2776,1,0.0
629,2777,0,0.0
630,2780,0,0.0
631,2782,0,0.0
632,2786,0,0.0
633,2787,0,0.0
634,2793,0,0.0
635,2794,0,0.0
636,2796,0,0.0
637,2799,0,1.0
638,2800,0,0.0
639,2804,0,0.0
640,2811,0,0.0
641,2812,0,0.0
642,2822,0,1.0
643,2825,0,0.0
644,2830,0,0.0
645,2833,0,0.0
646,2834,0,0.0
647,2841,1,0.0
648,2842,0,0.0
649,2845,0,0.0
650,2849,0,0.0
651,2862,0,0.0
652,2864,0,0.0
653,2872,0,0.0
654,2874,0,0.0
655,2875,0,0.0
656,2879,0,0.0
657,2882,0,0.0
658,2883,0,0.0
659,2886,0,0.0
660,2900,0,0.0
661,2905,0,0.0
662,2913,0,0.0
663,2914,0,0.0
664,2915,0,0.0
665,2919,0,0.0
666,2923,0,0.0
667,2931,1,0.0
668,2935,0,0.0
669,2940,0,0.0
670,2949,0,0.0
671,2970,0,0.0
672,2975,0,0.0
673,2986,0,0.0
674,2991,0,0.0
675,2993,0,0.0
676,2997,0,0.0
677,3002,0,0.0
678,3007,0,0.0
679,3011,0,0.0
680,3019,0,0.0
681,3023,0,0.0
682,3024,0,0.0
683,3034,0,0.0
684,3035,0,0.0
685,3043,0,0.0
686,3061,0,0.0
687,3062,0,0.0
688,3063,0,0.0
689,3073,0,0.0
690,3077,0,0.0
691,3081,0,0.0
692,3083,0,0.0
693,3084,1,0.0
694,3089,0,0.0
695,3090,0,0.0
696,3094,1,0.0
697,3095,0,0.0
698,3096,0,0.0
699,3102,0,0.0
700,3121,0,0.0
701,3122,0,0.0
702,3124,0,0.0
703,3127,0,0.0
704,3130,0,0.0
705,3137,0,0.0
706,3150,0,0.0
707,3152,0,0.0
708,3160,0,0.0
709,3162,0,0.0
710,3163,0,0.0
711,3165,0,0.0
712,3166,0,0.0
713,3167,0,0.0
714,3171,0,0.0
715,3173,0,0.0
716,3175,0,0.0
717,3180,0,0.0
718,3182,0,0.0
719,3184,0,0.0
720,3186,1,1.0
721,3191,0,0.0
722,3204,0,0.0
723,3217,0,0.0
724,3222,0,0.0
725,3225,0,0.0
726,3229,0,0.0
727,3230,0,0.0
728,3239,0,0.0
729,3247,0,0.0
730,3251,0,0.0
731,3257,0,0.0
732,3260,0,0.0
733,3266,1,0.0
734,3285,1,0.0
735,3286,0,0.0
736,3304,0,0.0
737,3306,1,0.0
738,3309,0,0.0
739,3321,0,0.0
740,3330,0,0.0
741,3332,0,0.0
742,3333,0,0.0
743,3334,0,0.0
744,3339,0,0.0
745,3345,0,0.0
746,3346,0,0.0
747,3353,0,0.0
748,3356,0,0.0
749,3365,0,0.0
750,3367,0,0.0
751,3376,0,0.0
752,3381,0,0.0
753,3382,0,0.0
754,3385,0,0.0
755,3389,0,0.0
756,3395,0,0.0
757,3402,0,0.0
758,3405,0,0.0
759,3412,0,0.0
760,3414,0,0.0
761,3416,0,0.0
762,3422,0,0.0
763,3440,1,0.0
764,3444,0,0.0
765,3453,0,0.0
766,3464,0,0.0
767,3472,0,0.0
768,3474,0,0.0
769,3479,0,0.0
770,3481,0,0.0
771,3485,1,0.0
772,3495,0,0.0
773,3500,0,0.0
774,3502,0,0.0
775,3503,0,0.0
776,3505,0,0.0
777,3507,0,0.0
778,3509,1,0.0
779,3526,0,0.0
780,3536,0,0.0
781,3543,0,0.0
782,3552,0,0.0
783,3553,0,0.0
784,3554,0,0.0
785,3557,0,0.0
786,3564,0,0.0
787,3565,0,0.0
788,3566,0,0.0
789,3567,0,0.0
790,3571,0,0.0
791,3575,0,0.0
792,3580,0,0.0
793,3587,0,0.0
794,3596,0,0.0
795,3603,0,0.0
796,3609,0,0.0
797,3615,0,0.0
798,3619,0,0.0
799,3620,0,0.0
800,3625,0,0.0
801,3629,0,0.0
802,3630,0,0.0
803,3631,0,0.0
804,3636,0,0.0
805,3641,0,0.0
806,3644,0,0.0
807,3649,0,0.0
808,3651,0,0.0
809,3652,0,0.0
810,3654,0,0.0
811,3655,0,0.0
812,3656,0,0.0
813,3659,0,0.0
814,3675,1,0.0
815,3683,0,0.0
816,3687,0,0.0
817,3694,0,0.0
818,3695,1,0.0
819,3700,0,0.0
820,3710,0,0.0
821,3722,0,0.0
822,3726,0,0.0
823,3727,0,0.0
824,3729,0,0.0
825,3732,0,0.0
826,3735,0,0.0
827,3740,0,0.0
828,3742,0,0.0
829,3756,0,0.0
830,3757,0,0.0
831,3762,0,0.0
832,3771,0,0.0
833,3780,0,0.0
834,3781,0,0.0
835,3783,0,0.0
836,3784,0,0.0
837,3787,0,0.0
838,3791,0,0.0
839,3793,0,0.0
840,3796,0,0.0
841,3797,0,0.0
842,3799,0,0.0
843,3805,0,0.0
844,3810,0,0.0
845,3812,1,0.0
846,3817,0,0.0
847,3819,0,0.0
848,3825,0,0.0
849,3841,0,0.0
850,3846,0,0.0
851,3847,0,0.0
852,3849,0,0.0
853,3851,0,0.0
854,3856,0,0.0
855,3860,0,0.0
856,3866,0,0.0
857,3872,0,0.0
858,3874,0,0.0
859,3890,0,0.0
860,3894,0,0.0
861,3896,0,0.0
862,3899,0,0.0
863,3900,0,0.0
864,3901,0,0.0
865,3902,0,0.0
866,3905,0,0.0
867,3907,0,0.0
868,3917,0,0.0
869,3921,0,0.0
870,3922,0,0.0
871,3923,0,1.0
872,3926,0,0.0
873,3929,0,0.0
874,3931,0,0.0
875,3933,0,0.0
876,3936,0,0.0
877,3954,1,0.0
878,3956,0,0.0
879,3957,0,0.0
880,3960,0,0.0
881,3961,0,0.0
882,3963,0,0.0
883,3965,0,0.0
884,3970,0,0.0
885,3977,0,0.0
886,3984,1,0.0
887,3991,0,0.0
888,3999,0,0.0
889,4001,0,0.0
890,4002,0,0.0
891,4003,0,0.0
892,4005,0,0.0
893,4009,0,0.0
894,4010,0,0.0
895,4013,0,0.0
896,4015,0,0.0
897,4020,0,0.0
898,4021,0,0.0
899,4023,0,0.0
900,4035,0,0.0
901,4051,0,0.0
902,4052,0,0.0
903,4062,0,0.0
904,4067,0,0.0
905,4069,0,0.0
906,4070,0,0.0
907,4075,0,0.0
908,4077,0,0.0
909,4080,0,0.0
910,4082,0,0.0
911,4085,0,0.0
912,4086,0,0.0
913,4101,0,0.0
914,4110,0,0.0
915,4112,0,0.0
916,4129,0,0.0
917,4132,0,0.0
918,4133,0,0.0
919,4145,0,1.0
920,4147,0,0.0
921,4149,0,0.0
922,4155,0,0.0
923,4156,0,0.0
924,4161,0,0.0
925,4163,0,0.0
926,4182,0,0.0
927,4189,0,0.0
928,4191,0,0.0
929,4195,0,0.0
930,4201,0,0.0
931,4215,0,0.0
932,4216,0,0.0
933,4219,0,0.0
934,4224,0,0.0
935,4229,0,0.0
936,4231,0,0.0
937,4232,0,0.0
938,4236,0,0.0
939,4245,0,0.0
940,4250,0,0.0
941,4254,0,0.0
942,4260,0,0.0
943,4261,0,0.0
944,4265,0,0.0
945,4267,0,0.0
946,4270,0,0.0
947,4274,0,0.0
948,4275,0,0.0
949,4283,0,0.0
950,4291,0,0.0
951,4296,0,0.0
952,4302,0,0.0
953,4309,0,0.0
954,4311,0,0.0
955,4313,0,0.0
956,4321,0,0.0
957,4324,0,0.0
958,4330,1,0.0
959,4331,1,0.0
960,4332,0,0.0
961,4337,0,0.0
962,4343,0,0.0
963,4344,0,0.0
964,4346,0,1.0
965,4353,0,0.0
966,4364,0,0.0
967,4365,0,0.0
968,4366,1,0.0
969,4369,0,0.0
970,4373,0,0.0
971,4376,0,0.0
972,4383,0,0.0
973,4385,0,0.0
974,4386,0,0.0
975,4397,0,0.0
976,4399,0,0.0
977,4404,0,0.0
978,4405,0,0.0
979,4410,0,0.0
980,4412,0,0.0
981,4414,0,0.0
982,4415,0,0.0
983,4416,1,0.0
984,4420,0,0.0
985,4430,0,0.0
986,4440,0,0.0
987,4453,0,0.0
988,4454,0,0.0
989,4456,0,0.0
990,4461,0,0.0
991,4462,0,0.0
992,4467,0,0.0
993,4477,0,0.0
994,4480,0,0.0
995,4486,0,0.0
996,4494,0,0.0
997,4504,0,0.0
998,4505,0,0.0
999,4507,0,0.0
1000,4511,0,0.0
1001,4515,0,0.0
1002,4516,0,0.0
1003,4524,0,0.0
1004,4525,0,0.0
1005,4527,0,0.0
1006,4530,0,0.0
1007,4534,0,0.0
1008,4542,0,0.0
1009,4549,0,0.0
1010,4553,0,0.0
1011,4554,0,0.0
1012,4561,0,0.0
1013,4566,0,0.0
1014,4569,0,0.0
1015,4570,0,0.0
1016,4571,0,0.0
1017,4574,0,0.0
1018,4580,0,0.0
1019,4581,0,0.0
1020,4584,0,0.0
1021,4587,0,0.0
1022,4589,0,0.0
1023,4591,0,0.0
1024,4596,0,0.0
1025,4601,0,0.0
1026,4615,0,0.0
1027,4622,0,0.0
1028,4626,0,0.0
1029,4629,1,0.0
1030,4637,0,0.0
1031,4645,0,0.0
1032,4649,0,0.0
1033,4650,0,0.0
1034,4655,0,0.0
1035,4661,0,0.0
1036,4664,0,0.0
1037,4667,0,0.0
1038,4671,0,0.0
1039,4684,0,0.0
1040,4686,1,0.0
1041,4691,0,0.0
1042,4702,0,0.0
1043,4713,0,0.0
1044,4717,0,0.0
1045,4722,0,0.0
1046,4723,0,0.0
1047,4736,0,0.0
1048,4744,0,0.0
1049,4749,0,0.0
1050,4754,0,0.0
1051,4757,0,0.0
1052,4763,0,0.0
1053,4767,0,0.0
1054,4780,1,0.0
1055,4781,0,0.0
1056,4782,0,0.0
1057,4789,0,0.0
1058,4793,0,0.0
1059,4795,0,0.0
1060,4800,0,0.0
1061,4801,0,0.0
1062,4802,0,0.0
1063,4810,0,0.0
1064,4815,0,0.0
1065,4817,0,0.0
1066,4822,0,0.0
1067,4825,0,0.0
1068,4833,1,0.0
1069,4834,0,0.0
1070,4842,0,0.0
1071,4844,0,0.0
1072,4854,0,0.0
1073,4856,0,0.0
1074,4857,0,0.0
1075,4863,0,0.0
1076,4864,0,0.0
1077,4869,0,0.0
1078,4875,0,0.0
1079,4880,0,0.0
1080,4882,0,0.0
1081,4883,0,0.0
1082,4893,0,0.0
1083,4895,0,0.0
1084,4897,0,0.0
1085,4906,0,0.0
1086,4907,0,0.0
1087,4909,0,0.0
1088,4911,0,0.0
1089,4914,0,0.0
1090,4915,0,0.0
1091,4917,0,0.0
1092,4919,0,0.0
1093,4922,0,0.0
1094,4940,0,0.0
1095,4941,0,0.0
1096,4947,0,0.0
1097,4949,0,0.0
1098,4950,0,0.0
1099,4951,0,0.0
1100,4955,0,0.0
1101,4956,0,0.0
1102,4962,0,0.0
1103,4969,0,0.0
1104,4979,0,0.0
1105,4987,0,0.0
1106,4990,0,0.0
1107,4991,0,0.0
1108,4996,0,0.0
1109,5000,0,0.0
1110,5005,0,0.0
1111,5009,0,0.0
1112,5011,0,0.0
1113,5021,0,0.0
1114,5025,0,0.0
1115,5035,0,0.0
1116,5043,0,0.0
1117,5051,0,0.0
1118,5052,0,0.0
1119,5064,0,0.0
1120,5065,0,0.0
1121,5070,0,0.0
1122,5076,0,0.0
1123,5080,0,0.0
1124,5082,0,0.0
1125,5090,0,0.0
1126,5093,0,0.0
1127,5096,0,0.0
1128,5097,0,0.0
1129,5101,0,0.0
1130,5106,0,0.0
1131,5107,0,0.0
1132,5109,0,0.0
1133,5110,0,0.0
1134,5114,0,0.0
1135,5115,0,0.0
1136,5117,0,0.0
1137,5123,0,0.0
1138,5130,0,0.0
1139,5132,0,0.0
1140,5134,0,0.0
1141,5135,0,0.0
1142,5136,0,0.0
1143,5137,0,0.0
1144,5141,0,0.0
1145,5144,0,0.0
1146,5146,0,0.0
1147,5147,0,0.0
1148,5150,0,0.0
1149,5153,0,0.0
1150,5155,0,0.0
1151,5157,0,0.0
1152,5160,0,0.0
1153,5170,0,1.0
1154,5175,0,0.0
1155,5177,0,0.0
1156,5180,0,0.0
1157,5181,0,0.0
1158,5182,0,0.0
1159,5184,0,0.0
1160,5189,0,0.0
1161,5197,0,0.0
1162,5204,0,0.0
1163,5209,0,0.0
1164,5211,0,0.0
1165,5212,0,0.0
1166,5213,0,0.0
1167,5214,0,0.0
1168,5219,0,0.0
1169,5220,0,0.0
1170,5221,0,0.0
1171,5222,0,0.0
1172,5223,1,0.0
1173,5225,0,1.0
1174,5226,0,0.0
1175,5231,0,0.0
1176,5233,0,0.0
1177,5234,1,1.0
1178,5245,0,1.0
1179,5246,0,0.0
1180,5254,0,0.0
1181,5260,0,1.0
1182,5265,0,0.0
1183,5267,0,0.0
1184,5269,0,1.0
1185,5272,0,0.0
1186,5276,0,0.0
1187,5277,0,0.0
1188,5281,0,0.0
1189,5292,0,0.0
1190,5293,0,0.0
1191,5294,0,0.0
1192,5295,1,0.0
1193,5302,0,0.0
1194,5304,0,0.0
1195,5310,0,0.0
1196,5320,0,0.0
1197,5325,0,0.0
1198,5330,0,0.0
1199,5333,0,0.0
1200,5342,0,0.0
1201,5344,0,0.0
1202,5354,0,0.0
1203,5355,0,0.0
1204,5363,0,0.0
1205,5365,0,0.0
1206,5379,0,0.0
1207,5381,0,0.0
1208,5407,0,0.0
1209,5411,1,0.0
1210,5417,0,0.0
1211,5420,0,0.0
1212,5421,0,0.0
1213,5423,1,0.0
1214,5424,0,0.0
1215,5429,0,0.0
1216,5437,0,1.0
1217,5439,0,0.0
1218,5443,0,0.0
1219,5446,1,0.0
1220,5447,0,0.0
1221,5449,0,0.0
1222,5450,0,0.0
1223,5451,0,0.0
1224,5453,0,0.0
1225,5463,0,0.0
1226,5464,0,0.0
1227,5465,0,0.0
1228,5471,0,0.0
1229,5472,0,0.0
1230,5475,0,0.0
1231,5476,0,0.0
1232,5487,0,0.0
1233,5502,0,0.0
1234,5514,0,0.0
1235,5517,0,0.0
1236,5533,0,0.0
1237,5537,0,0.0
1238,5545,0,0.0
1239,5549,0,0.0
1240,5550,0,0.0
1241,5554,0,0.0
1242,5555,0,0.0
1243,5557,0,0.0
1244,5562,0,0.0
1245,5570,0,0.0
1246,5573,0,0.0
1247,5573,0,0.0
1248,5583,0,0.0
1249,5587,0,0.0
1250,5599,0,0.0
1251,5600,0,0.0
1252,5602,0,0.0
1253,5606,0,0.0
1254,5613,0,0.0
1255,5614,0,0.0
1256,5620,0,0.0
1257,5627,0,0.0
1258,5631,0,0.0
1259,5633,0,0.0
1260,5643,0,0.0
1261,5647,0,0.0
1262,5652,0,0.0
1263,5656,0,0.0
1264,5662,0,0.0
