,id,aid_centers,aid_centers_prediction
345,1550,0,0.0
346,1553,0,0.0
347,1554,0,0.0
348,1557,0,0.0
349,1565,0,0.0
350,1566,0,0.0
351,1577,0,0.0
352,1580,0,0.0
353,1584,0,0.0
354,1586,0,0.0
355,1589,0,0.0
356,1595,0,0.0
357,1596,0,0.0
358,1597,0,0.0
359,1599,0,0.0
360,1605,0,0.0
361,1617,0,0.0
362,1624,0,0.0
363,1629,0,0.0
364,1632,0,0.0
365,1633,0,0.0
366,1650,0,0.0
367,1651,0,0.0
368,1652,0,0.0
369,1653,0,0.0
370,1655,0,0.0
371,1657,0,0.0
372,1666,0,0.0
373,1669,0,0.0
374,1670,0,0.0
375,1672,0,0.0
376,1677,0,0.0
377,1680,0,0.0
378,1681,0,0.0
379,1683,0,0.0
380,1685,0,0.0
381,1686,0,0.0
382,1692,0,0.0
383,1695,0,0.0
384,1710,0,0.0
385,1715,0,0.0
386,1723,0,0.0
387,1724,0,0.0
388,1725,0,0.0
389,1726,0,0.0
390,1731,0,0.0
391,1734,0,0.0
392,1737,0,0.0
393,1744,0,0.0
394,1745,0,0.0
395,1746,0,0.0
396,1747,0,0.0
397,1750,0,0.0
398,1763,0,0.0
399,1764,0,0.0
400,1767,0,0.0
401,1770,0,0.0
402,1776,0,0.0
403,1784,0,0.0
404,1797,0,0.0
405,1803,0,0.0
406,1804,0,0.0
407,1812,0,0.0
408,1816,0,0.0
409,1823,0,0.0
410,1826,0,0.0
411,1835,0,0.0
412,1836,0,0.0
413,1840,0,0.0
414,1842,0,0.0
415,1846,0,0.0
416,1849,0,0.0
417,1854,0,0.0
418,1855,0,0.0
419,1857,0,0.0
420,1865,0,0.0
421,1866,0,0.0
422,1867,0,0.0
423,1870,0,0.0
424,1872,0,0.0
425,1877,0,0.0
426,1879,0,0.0
427,1887,0,0.0
428,1894,0,0.0
429,1903,0,0.0
430,1914,0,0.0
431,1919,0,0.0
432,1920,0,0.0
433,1921,0,1.0
434,1933,0,0.0
435,1940,0,0.0
436,1947,0,0.0
437,1950,0,0.0
438,1951,0,0.0
439,1953,0,0.0
440,1954,0,0.0
441,1960,0,0.0
442,1963,0,0.0
443,1965,0,0.0
444,1966,0,0.0
445,1967,0,0.0
446,1969,0,0.0
447,1970,0,0.0
448,1974,0,0.0
449,1981,0,0.0
450,1982,0,0.0
451,1984,0,0.0
452,1995,0,0.0
453,2001,0,0.0
454,2002,0,0.0
455,2003,0,0.0
456,2007,0,0.0
457,2010,0,0.0
458,2012,0,0.0
459,2017,0,0.0
460,2020,0,0.0
461,2021,0,0.0
462,2024,0,0.0
463,2029,0,0.0
464,2040,0,0.0
465,2044,0,0.0
466,2050,0,0.0
467,2051,0,0.0
468,2052,0,0.0
469,2053,0,0.0
470,2054,0,0.0
471,2056,0,0.0
472,2057,0,0.0
473,2060,0,0.0
474,2061,0,0.0
475,2062,0,0.0
476,2065,0,0.0
477,2069,0,0.0
478,2070,0,0.0
479,2071,0,0.0
480,2075,0,0.0
481,2076,0,0.0
482,2080,0,0.0
483,2082,0,0.0
484,2085,0,0.0
485,2097,1,0.0
486,2100,0,0.0
487,2103,0,0.0
488,2109,0,0.0
489,2114,0,0.0
490,2115,0,0.0
491,2123,0,0.0
492,2126,0,0.0
493,2127,0,0.0
494,2134,0,0.0
495,2149,0,0.0
496,2154,0,0.0
497,2155,0,0.0
498,2160,0,0.0
499,2161,0,0.0
500,2165,0,0.0
501,2167,0,0.0
502,2171,0,0.0
503,2173,0,0.0
504,2176,0,0.0
505,2182,0,0.0
506,2187,0,0.0
507,2190,0,0.0
508,2194,0,0.0
509,2199,0,0.0
510,2205,0,0.0
511,2210,0,0.0
512,2214,0,0.0
513,2215,0,0.0
514,2216,0,0.0
515,2221,0,0.0
516,2223,0,0.0
517,2230,0,0.0
518,2233,0,0.0
519,2235,0,0.0
520,2241,0,0.0
521,2255,0,0.0
522,2261,0,0.0
523,2269,0,0.0
524,2275,0,0.0
525,2281,0,0.0
526,2287,0,0.0
527,2289,0,0.0
528,2290,0,0.0
529,2293,0,0.0
530,2302,0,0.0
531,2304,0,0.0
532,2310,0,0.0
533,2312,0,0.0
534,2313,0,0.0
535,2314,0,0.0
536,2315,0,0.0
537,2316,0,0.0
538,2333,0,0.0
539,2334,0,0.0
540,2337,0,0.0
541,2345,0,0.0
542,2356,0,0.0
543,2361,0,0.0
544,2362,0,0.0
545,2370,0,0.0
546,2372,0,0.0
547,2374,0,0.0
548,2382,0,0.0
549,2384,0,0.0
550,2394,0,0.0
551,2402,0,0.0
552,2403,0,0.0
553,2409,0,0.0
554,2413,0,0.0
555,2416,0,0.0
556,2421,0,0.0
557,2422,0,0.0
558,2424,0,0.0
559,2425,0,0.0
560,2427,0,0.0
561,2429,0,0.0
562,2430,0,0.0
563,2431,0,0.0
564,2432,0,0.0
565,2440,0,0.0
566,2446,0,0.0
567,2451,0,0.0
568,2453,0,0.0
569,2459,0,0.0
570,2461,0,0.0
571,2465,0,0.0
572,2469,0,0.0
573,2479,0,0.0
574,2482,0,0.0
575,2484,0,0.0
576,2485,0,0.0
577,2486,0,0.0
578,2487,0,0.0
579,2496,0,0.0
580,2500,0,0.0
581,2501,0,0.0
582,2504,0,0.0
583,2510,0,0.0
584,2529,0,0.0
585,2530,0,0.0
586,2532,0,0.0
587,2533,0,0.0
588,2535,0,0.0
589,2541,0,0.0
590,2543,0,0.0
591,2545,0,0.0
592,2547,0,0.0
593,2552,0,0.0
594,2562,0,0.0
595,2564,0,0.0
596,2570,0,0.0
597,2574,0,0.0
598,2581,0,0.0
599,2584,0,0.0
600,2586,0,0.0
601,2587,0,0.0
602,2590,0,0.0
603,2592,0,0.0
604,2593,0,0.0
605,2595,0,0.0
606,2596,0,0.0
607,2599,0,0.0
608,2601,0,0.0
609,2606,0,0.0
610,2611,0,0.0
611,2613,0,0.0
612,2623,0,0.0
613,2624,0,0.0
614,2627,0,0.0
615,2630,0,0.0
616,2631,0,0.0
617,2633,0,0.0
618,2643,0,0.0
619,2645,0,0.0
620,2646,0,0.0
621,2652,0,0.0
622,2661,0,0.0
623,2667,0,0.0
624,2672,0,0.0
625,2673,0,0.0
626,2674,0,0.0
627,2675,0,0.0
628,2677,0,0.0
629,2679,0,0.0
630,2682,0,0.0
631,2683,0,0.0
632,2686,0,0.0
633,2691,0,0.0
634,2693,0,0.0
635,2694,0,0.0
636,2702,0,0.0
637,2704,0,0.0
638,2706,0,0.0
639,2713,0,0.0
640,2717,0,0.0
641,2724,0,0.0
642,2732,0,0.0
643,2733,0,0.0
644,2746,0,0.0
645,2747,0,0.0
646,2752,0,0.0
647,2755,0,0.0
648,2761,0,0.0
649,2763,0,0.0
650,2769,0,0.0
651,2770,0,0.0
652,2771,0,0.0
653,2773,0,0.0
654,2774,0,0.0
655,2777,0,0.0
656,2779,0,0.0
657,2783,0,0.0
658,2797,0,0.0
659,2799,0,0.0
660,2807,0,0.0
661,2815,0,0.0
662,2823,0,0.0
663,2824,0,0.0
664,2829,0,0.0
665,2830,0,0.0
666,2831,0,0.0
667,2832,0,0.0
668,2837,0,0.0
669,2842,0,0.0
670,2845,0,0.0
671,2850,0,0.0
672,2851,0,0.0
673,2854,0,0.0
674,2856,0,0.0
675,2864,0,0.0
676,2867,0,0.0
677,2871,0,0.0
678,2872,0,0.0
679,2874,0,0.0
680,2884,0,0.0
681,2886,0,0.0
682,2893,0,0.0
683,2900,0,0.0
684,2912,0,0.0
685,2913,0,0.0
686,2915,0,0.0
687,2919,0,0.0
688,2922,0,0.0
689,2924,0,0.0
690,2925,0,0.0
691,2926,0,0.0
692,2930,0,0.0
693,2933,0,0.0
694,2936,0,0.0
695,2940,0,0.0
696,2946,0,0.0
697,2947,0,0.0
698,2951,0,0.0
699,2955,0,0.0
700,2965,0,0.0
701,2966,0,0.0
702,2972,0,0.0
703,2973,0,0.0
704,2975,0,0.0
705,2979,0,0.0
706,2982,0,0.0
707,2985,0,0.0
708,2992,0,0.0
709,2993,0,0.0
710,2995,0,0.0
711,2996,0,0.0
712,3003,0,0.0
713,3005,0,0.0
714,3019,0,0.0
715,3022,0,0.0
716,3027,0,0.0
717,3034,0,0.0
718,3045,0,0.0
719,3060,0,0.0
720,3063,0,0.0
721,3067,0,0.0
722,3071,0,0.0
723,3077,0,0.0
724,3081,0,0.0
725,3082,0,0.0
726,3089,0,0.0
727,3090,0,0.0
728,3093,0,0.0
729,3094,0,0.0
730,3095,0,0.0
731,3099,0,0.0
732,3105,0,0.0
733,3106,0,0.0
734,3107,0,0.0
735,3113,0,0.0
736,3120,0,0.0
737,3121,0,0.0
738,3129,0,0.0
739,3130,0,0.0
740,3132,0,0.0
741,3136,0,0.0
742,3139,0,0.0
743,3142,0,0.0
744,3146,0,0.0
745,3150,0,0.0
746,3152,0,0.0
747,3154,0,0.0
748,3155,0,0.0
749,3159,0,0.0
750,3160,0,0.0
751,3164,0,0.0
752,3167,0,0.0
753,3171,0,0.0
754,3176,0,0.0
755,3179,0,0.0
756,3180,0,0.0
757,3185,0,0.0
758,3192,0,0.0
759,3194,0,0.0
760,3196,0,0.0
761,3197,0,0.0
762,3204,0,0.0
763,3206,0,0.0
764,3207,0,0.0
765,3212,0,0.0
766,3215,0,0.0
767,3220,0,0.0
768,3223,0,0.0
769,3225,0,0.0
770,3229,0,0.0
771,3231,0,0.0
772,3234,0,0.0
773,3236,0,0.0
774,3237,0,0.0
775,3243,0,0.0
776,3247,0,0.0
777,3249,0,0.0
778,3255,0,0.0
779,3260,0,0.0
780,3266,0,0.0
781,3267,0,0.0
782,3275,1,0.0
783,3276,0,0.0
784,3280,0,0.0
785,3287,0,0.0
786,3294,0,0.0
787,3296,0,0.0
788,3299,0,0.0
789,3304,0,0.0
790,3312,0,0.0
791,3313,0,0.0
792,3316,0,0.0
793,3320,0,0.0
794,3325,0,0.0
795,3326,0,0.0
796,3332,0,0.0
797,3339,0,0.0
798,3346,0,0.0
799,3357,0,0.0
800,3362,0,0.0
801,3376,0,0.0
802,3382,0,0.0
803,3395,0,0.0
804,3396,0,0.0
805,3397,0,0.0
806,3399,0,0.0
807,3402,0,0.0
808,3404,0,0.0
809,3405,0,0.0
810,3413,0,0.0
811,3416,0,0.0
812,3421,0,0.0
813,3422,0,0.0
814,3424,0,0.0
815,3443,0,0.0
816,3445,0,0.0
817,3449,0,0.0
818,3453,0,0.0
819,3457,0,0.0
820,3463,0,0.0
821,3464,0,0.0
822,3466,0,0.0
823,3475,0,0.0
824,3479,0,0.0
825,3483,0,0.0
826,3485,0,0.0
827,3495,0,0.0
828,3497,0,0.0
829,3499,0,0.0
830,3513,0,0.0
831,3523,0,0.0
832,3524,0,0.0
833,3527,0,0.0
834,3529,0,0.0
835,3532,0,0.0
836,3536,0,0.0
837,3541,0,0.0
838,3542,0,0.0
839,3549,0,0.0
840,3550,0,0.0
841,3554,0,0.0
842,3556,0,0.0
843,3559,0,0.0
844,3562,0,0.0
845,3564,0,0.0
846,3566,0,0.0
847,3567,0,0.0
848,3573,0,0.0
849,3574,0,0.0
850,3575,0,0.0
851,3580,0,0.0
852,3584,0,0.0
853,3589,0,0.0
854,3590,0,0.0
855,3600,1,0.0
856,3611,0,0.0
857,3612,0,0.0
858,3619,0,0.0
859,3621,0,0.0
860,3623,0,0.0
861,3632,1,0.0
862,3645,0,0.0
863,3650,0,0.0
864,3651,0,0.0
865,3654,0,0.0
866,3656,0,0.0
867,3657,0,0.0
868,3662,0,0.0
869,3663,0,0.0
870,3664,0,0.0
871,3670,0,0.0
872,3681,0,0.0
873,3685,0,0.0
874,3686,0,0.0
875,3687,0,0.0
876,3690,0,0.0
877,3695,0,0.0
878,3700,0,0.0
879,3703,0,0.0
880,3705,0,0.0
881,3711,0,0.0
882,3714,0,0.0
883,3716,0,0.0
884,3719,0,0.0
885,3721,0,0.0
886,3723,0,0.0
887,3724,0,0.0
888,3733,0,0.0
889,3734,0,0.0
890,3743,0,0.0
891,3745,0,0.0
892,3753,0,0.0
893,3760,0,0.0
894,3761,0,0.0
895,3763,0,0.0
896,3767,0,0.0
897,3769,0,0.0
898,3776,0,0.0
899,3780,0,0.0
900,3789,0,0.0
901,3791,0,0.0
902,3797,0,0.0
903,3800,0,0.0
904,3803,0,0.0
905,3806,0,0.0
906,3807,0,0.0
907,3813,0,0.0
908,3822,0,0.0
909,3827,0,0.0
910,3829,0,0.0
911,3830,0,0.0
912,3837,0,0.0
913,3841,0,0.0
914,3847,0,0.0
915,3852,0,0.0
916,3859,0,0.0
917,3860,0,0.0
918,3862,0,0.0
919,3863,0,0.0
920,3881,0,0.0
921,3890,0,0.0
922,3891,0,0.0
923,3900,0,0.0
924,3905,0,0.0
925,3913,0,0.0
926,3915,0,0.0
927,3917,0,0.0
928,3923,0,0.0
929,3939,0,0.0
930,3947,0,0.0
931,3951,0,0.0
932,3955,0,0.0
933,3961,0,0.0
934,3963,0,0.0
935,3966,0,0.0
936,3972,0,0.0
937,3984,0,0.0
938,3985,0,0.0
939,3986,0,0.0
940,3991,0,0.0
941,3999,0,0.0
942,4003,0,0.0
943,4013,0,0.0
944,4014,0,0.0
945,4016,0,0.0
946,4017,0,0.0
947,4023,0,0.0
948,4024,0,0.0
949,4026,0,0.0
950,4027,0,0.0
951,4029,0,0.0
952,4032,0,0.0
953,4033,0,0.0
954,4034,0,0.0
955,4036,0,0.0
956,4039,0,0.0
957,4053,0,0.0
958,4054,0,0.0
959,4066,0,0.0
960,4070,0,0.0
961,4073,0,0.0
962,4075,0,0.0
963,4081,0,0.0
964,4083,0,0.0
965,4085,0,0.0
966,4090,0,0.0
967,4093,0,0.0
968,4094,0,0.0
969,4096,0,0.0
970,4099,0,0.0
971,4102,0,0.0
972,4111,0,0.0
973,4114,0,0.0
974,4120,0,0.0
975,4123,0,0.0
976,4124,0,0.0
977,4126,0,0.0
978,4129,0,0.0
979,4134,0,0.0
980,4145,0,1.0
981,4152,0,0.0
982,4157,0,0.0
983,4165,0,0.0
984,4175,0,0.0
985,4182,0,0.0
986,4183,0,0.0
987,4185,0,0.0
988,4190,0,0.0
989,4191,0,0.0
990,4192,0,0.0
991,4197,0,0.0
992,4207,0,0.0
993,4213,0,0.0
994,4216,0,0.0
995,4221,0,0.0
996,4222,0,0.0
997,4229,0,0.0
998,4230,0,0.0
999,4232,0,0.0
1000,4235,0,0.0
1001,4237,0,0.0
1002,4243,0,0.0
1003,4244,0,0.0
1004,4246,0,0.0
1005,4250,0,0.0
1006,4253,0,0.0
1007,4254,0,0.0
1008,4257,0,0.0
1009,4259,0,0.0
1010,4260,0,0.0
1011,4271,0,0.0
1012,4274,0,0.0
1013,4275,0,0.0
1014,4277,0,0.0
1015,4280,0,0.0
1016,4282,0,0.0
1017,4283,0,0.0
1018,4293,0,0.0
1019,4299,0,0.0
1020,4309,0,0.0
1021,4311,0,0.0
1022,4316,0,0.0
1023,4324,0,0.0
1024,4329,0,0.0
1025,4330,0,0.0
1026,4332,0,0.0
1027,4334,0,0.0
1028,4336,0,0.0
1029,4339,0,0.0
1030,4343,0,0.0
1031,4353,0,0.0
1032,4359,0,0.0
1033,4360,0,0.0
1034,4361,0,0.0
1035,4362,0,0.0
1036,4366,0,0.0
1037,4369,0,0.0
1038,4371,0,0.0
1039,4373,0,0.0
1040,4377,0,0.0
1041,4380,0,0.0
1042,4382,0,0.0
1043,4383,0,0.0
1044,4387,0,0.0
1045,4389,0,0.0
1046,4394,0,0.0
1047,4397,0,0.0
1048,4399,0,0.0
1049,4400,0,0.0
1050,4403,0,0.0
1051,4404,0,0.0
1052,4405,0,0.0
1053,4406,0,0.0
1054,4410,0,0.0
1055,4412,0,0.0
1056,4415,0,0.0
1057,4421,0,0.0
1058,4422,0,0.0
1059,4423,0,0.0
1060,4427,0,0.0
1061,4429,0,0.0
1062,4432,0,0.0
1063,4447,0,0.0
1064,4453,0,0.0
1065,4454,0,0.0
1066,4456,0,0.0
1067,4459,0,0.0
1068,4462,0,0.0
1069,4464,0,0.0
1070,4465,0,0.0
1071,4469,0,0.0
1072,4472,0,0.0
1073,4474,0,0.0
1074,4477,0,0.0
1075,4480,0,0.0
1076,4481,0,0.0
1077,4485,0,0.0
1078,4490,0,0.0
1079,4491,0,0.0
1080,4502,0,0.0
1081,4509,0,0.0
1082,4510,0,0.0
1083,4512,0,0.0
1084,4513,0,0.0
1085,4514,0,0.0
1086,4517,0,0.0
1087,4524,0,0.0
1088,4525,0,0.0
1089,4527,0,0.0
1090,4531,0,0.0
1091,4537,0,0.0
1092,4542,0,0.0
1093,4547,0,0.0
1094,4556,0,0.0
1095,4561,0,0.0
1096,4562,0,0.0
1097,4563,0,0.0
1098,4569,0,0.0
1099,4584,0,0.0
1100,4589,0,0.0
1101,4590,0,0.0
1102,4606,0,0.0
1103,4610,0,0.0
1104,4613,0,0.0
1105,4620,0,0.0
1106,4623,0,0.0
1107,4631,0,0.0
1108,4646,0,0.0
1109,4649,0,0.0
1110,4651,0,0.0
1111,4652,0,0.0
1112,4659,0,0.0
1113,4661,0,0.0
1114,4662,0,0.0
1115,4666,0,0.0
1116,4670,0,0.0
1117,4677,0,0.0
1118,4679,0,0.0
1119,4680,0,0.0
1120,4681,0,0.0
1121,4684,0,0.0
1122,4687,0,0.0
1123,4689,0,0.0
1124,4690,0,0.0
1125,4694,0,0.0
1126,4695,0,0.0
1127,4696,0,0.0
1128,4697,1,0.0
1129,4702,0,0.0
1130,4703,0,0.0
1131,4706,0,0.0
1132,4709,0,0.0
1133,4713,0,0.0
1134,4714,0,0.0
1135,4719,0,0.0
1136,4726,0,0.0
1137,4732,0,0.0
1138,4735,0,0.0
1139,4736,0,0.0
1140,4741,1,0.0
1141,4742,0,0.0
1142,4743,0,0.0
1143,4750,0,0.0
1144,4759,0,0.0
1145,4760,0,0.0
1146,4766,0,0.0
1147,4772,0,0.0
1148,4774,0,0.0
1149,4781,0,0.0
1150,4785,0,0.0
1151,4792,0,0.0
1152,4795,0,0.0
1153,4796,0,0.0
1154,4812,0,0.0
1155,4820,0,0.0
1156,4825,0,0.0
1157,4831,0,0.0
1158,4833,0,0.0
1159,4834,1,0.0
1160,4835,0,0.0
1161,4839,0,0.0
1162,4844,0,0.0
1163,4849,0,0.0
1164,4852,0,0.0
1165,4855,0,0.0
1166,4860,0,0.0
1167,4877,0,0.0
1168,4891,0,0.0
1169,4892,0,0.0
1170,4893,0,0.0
1171,4906,0,0.0
1172,4907,0,0.0
1173,4910,0,0.0
1174,4915,0,0.0
1175,4919,0,0.0
1176,4921,0,0.0
1177,4922,0,0.0
1178,4924,0,0.0
1179,4930,0,0.0
1180,4932,0,0.0
1181,4934,0,0.0
1182,4954,0,0.0
1183,4955,0,0.0
1184,4956,0,0.0
1185,4963,0,0.0
1186,4967,0,0.0
1187,4972,0,0.0
1188,4975,0,0.0
1189,4989,0,0.0
1190,4996,0,0.0
1191,4997,0,0.0
1192,5016,0,0.0
1193,5017,0,0.0
1194,5025,0,0.0
1195,5043,0,0.0
1196,5047,0,0.0
1197,5052,0,0.0
1198,5053,0,0.0
1199,5057,0,0.0
1200,5062,0,0.0
1201,5063,0,0.0
1202,5064,0,0.0
1203,5067,0,0.0
1204,5069,0,0.0
1205,5074,0,0.0
1206,5083,0,0.0
1207,5087,0,0.0
1208,5091,0,0.0
1209,5093,0,0.0
1210,5096,0,0.0
1211,5100,0,0.0
1212,5101,0,0.0
1213,5104,0,0.0
1214,5110,0,0.0
1215,5114,0,0.0
1216,5121,0,0.0
1217,5124,0,0.0
1218,5133,0,0.0
1219,5135,0,0.0
1220,5139,0,0.0
1221,5140,1,0.0
1222,5142,0,0.0
1223,5144,0,0.0
1224,5145,0,0.0
1225,5152,0,0.0
1226,5157,0,0.0
1227,5161,0,0.0
1228,5163,0,0.0
1229,5165,0,0.0
1230,5166,0,0.0
1231,5167,0,0.0
1232,5170,0,0.0
1233,5174,0,0.0
1234,5175,0,0.0
1235,5181,0,0.0
1236,5185,0,0.0
1237,5190,0,0.0
1238,5195,0,0.0
1239,5197,0,0.0
1240,5199,0,0.0
1241,5200,0,0.0
1242,5203,0,0.0
1243,5205,0,0.0
1244,5209,0,0.0
1245,5216,0,0.0
1246,5220,0,0.0
1247,5223,0,0.0
1248,5226,0,0.0
1249,5231,0,0.0
1250,5243,0,0.0
1251,5245,0,0.0
1252,5252,0,0.0
1253,5254,0,0.0
1254,5257,0,0.0
1255,5260,0,0.0
1256,5270,0,0.0
1257,5271,0,0.0
1258,5285,0,0.0
1259,5286,0,0.0
1260,5287,0,0.0
1261,5293,0,0.0
1262,5295,0,0.0
1263,5297,0,0.0
