,id,weather_related,weather_related_prediction
128,606,0,0.0
129,610,0,0.0
130,615,0,0.0
131,619,0,0.0
132,620,0,0.0
133,623,0,0.0
134,625,0,0.0
135,627,0,0.0
136,633,0,1.0
137,635,0,1.0
138,647,0,0.0
139,649,0,0.0
140,651,0,0.0
141,653,0,0.0
142,654,0,0.0
143,656,1,0.0
144,657,0,0.0
145,662,0,0.0
146,670,0,0.0
147,671,0,0.0
148,673,0,0.0
149,674,0,0.0
150,680,0,0.0
151,681,0,0.0
152,683,0,0.0
153,685,0,0.0
154,691,0,0.0
155,709,1,0.0
156,710,0,0.0
157,714,1,0.0
158,719,0,0.0
159,727,0,0.0
160,734,1,1.0
161,737,0,0.0
162,749,0,0.0
163,757,0,0.0
164,761,0,0.0
165,767,1,0.0
166,771,0,0.0
167,782,0,0.0
168,783,0,0.0
169,784,0,0.0
170,785,0,0.0
171,786,0,0.0
172,787,0,0.0
173,790,0,0.0
174,791,0,0.0
175,792,0,0.0
176,793,0,0.0
177,799,1,1.0
178,805,0,1.0
179,806,1,0.0
180,810,0,0.0
181,811,0,0.0
182,815,0,0.0
183,816,0,0.0
184,823,0,0.0
185,832,0,0.0
186,839,0,0.0
187,840,0,0.0
188,851,0,0.0
189,854,0,0.0
190,856,0,0.0
191,857,0,0.0
192,860,1,0.0
193,861,0,0.0
194,863,1,0.0
195,867,0,1.0
196,875,0,0.0
197,876,0,0.0
198,877,0,0.0
199,879,0,0.0
200,880,0,0.0
201,881,0,0.0
202,882,0,0.0
203,884,0,0.0
204,899,0,0.0
205,914,0,0.0
206,919,0,0.0
207,921,0,0.0
208,923,0,0.0
209,924,0,0.0
210,925,0,0.0
211,927,0,0.0
212,929,0,0.0
213,935,0,0.0
214,936,0,0.0
215,940,0,0.0
216,946,0,0.0
217,947,1,0.0
218,953,0,0.0
219,967,0,0.0
220,972,0,0.0
221,973,0,1.0
222,974,0,0.0
223,976,0,0.0
224,979,0,0.0
225,981,0,0.0
226,983,0,0.0
227,990,0,0.0
228,997,1,0.0
229,1002,0,0.0
230,1005,0,0.0
231,1006,0,0.0
232,1013,0,0.0
233,1015,0,0.0
234,1021,0,0.0
235,1022,0,0.0
236,1026,0,0.0
237,1027,0,0.0
238,1029,0,0.0
239,1031,0,0.0
240,1033,0,0.0
241,1036,0,0.0
242,1055,0,0.0
243,1061,1,0.0
244,1067,0,0.0
245,1076,1,0.0
246,1094,0,0.0
247,1097,0,0.0
248,1103,0,0.0
249,1113,0,0.0
250,1119,0,0.0
251,1129,0,0.0
252,1130,1,0.0
253,1137,0,0.0
254,1142,0,0.0
255,1143,0,0.0
256,1149,0,0.0
257,1150,0,0.0
258,1155,1,0.0
259,1156,0,0.0
260,1157,1,1.0
261,1160,0,0.0
262,1169,0,0.0
263,1173,0,0.0
264,1176,0,0.0
265,1177,0,0.0
266,1180,1,0.0
267,1185,0,0.0
268,1186,0,0.0
269,1190,0,0.0
270,1202,0,0.0
271,1204,1,1.0
272,1223,0,0.0
273,1229,0,0.0
274,1230,0,0.0
275,1232,0,0.0
276,1234,0,0.0
277,1236,0,0.0
278,1241,1,1.0
279,1249,0,0.0
280,1256,0,0.0
281,1259,0,0.0
282,1263,0,0.0
283,1275,0,0.0
284,1279,0,0.0
285,1283,0,0.0
286,1299,1,0.0
287,1300,0,0.0
288,1302,0,0.0
289,1304,1,1.0
290,1306,0,0.0
291,1313,0,0.0
292,1315,1,0.0
293,1322,0,0.0
294,1326,0,0.0
295,1327,0,0.0
296,1332,0,0.0
297,1333,1,0.0
298,1334,0,0.0
299,1340,0,0.0
300,1345,0,0.0
301,1352,1,0.0
302,1360,1,1.0
303,1363,0,0.0
304,1365,0,0.0
305,1372,0,0.0
306,1377,0,0.0
307,1380,0,0.0
308,1383,1,1.0
309,1392,0,0.0
310,1394,1,0.0
311,1397,0,0.0
312,1400,0,0.0
313,1407,1,0.0
314,1409,1,0.0
315,1419,0,0.0
316,1420,1,0.0
317,1427,0,0.0
318,1431,0,0.0
319,1432,0,0.0
320,1444,1,0.0
321,1445,1,1.0
322,1447,0,1.0
323,1452,0,0.0
324,1456,0,0.0
325,1457,0,0.0
326,1462,0,0.0
327,1464,0,0.0
328,1467,1,1.0
329,1471,0,1.0
330,1473,1,1.0
331,1479,1,0.0
332,1489,1,0.0
333,1491,1,0.0
334,1506,0,0.0
335,1509,0,0.0
336,1513,1,0.0
337,1515,0,0.0
338,1517,0,0.0
339,1519,0,0.0
340,1520,0,0.0
341,1525,0,0.0
342,1526,0,1.0
343,1531,0,0.0
344,1533,0,0.0
345,1534,0,0.0
346,1535,0,0.0
347,1536,0,0.0
348,1539,0,0.0
349,1542,1,0.0
350,1544,1,0.0
351,1546,1,1.0
352,1551,0,0.0
353,1552,1,1.0
354,1556,0,0.0
355,1559,1,1.0
356,1561,0,0.0
357,1562,0,0.0
358,1563,0,0.0
359,1565,0,0.0
360,1569,0,0.0
361,1572,1,1.0
362,1577,0,0.0
363,1585,0,0.0
364,1586,0,0.0
365,1591,0,0.0
366,1595,0,0.0
367,1597,0,0.0
368,1607,0,0.0
369,1615,0,0.0
370,1617,0,0.0
371,1621,0,0.0
372,1624,0,0.0
373,1633,0,0.0
374,1639,0,0.0
375,1655,0,0.0
376,1656,0,0.0
377,1657,0,0.0
378,1665,0,0.0
379,1666,0,0.0
380,1679,0,0.0
381,1680,0,0.0
382,1685,1,1.0
383,1686,1,0.0
384,1690,0,0.0
385,1694,0,1.0
386,1697,1,1.0
387,1704,0,0.0
388,1712,0,0.0
389,1713,0,1.0
390,1714,1,0.0
391,1715,0,0.0
392,1720,0,0.0
393,1725,0,0.0
394,1733,1,0.0
395,1736,0,0.0
396,1737,0,0.0
397,1742,0,0.0
398,1746,1,0.0
399,1751,0,0.0
400,1752,0,1.0
401,1753,0,0.0
402,1756,0,0.0
403,1757,0,0.0
404,1760,1,0.0
405,1764,0,0.0
406,1765,0,0.0
407,1766,0,0.0
408,1769,0,0.0
409,1776,0,0.0
410,1782,0,0.0
411,1785,0,0.0
412,1793,0,0.0
413,1796,0,0.0
414,1800,0,0.0
415,1812,0,0.0
416,1813,0,0.0
417,1825,0,0.0
418,1832,0,0.0
419,1842,1,0.0
420,1846,0,0.0
421,1854,0,0.0
422,1861,1,0.0
423,1866,0,0.0
424,1869,0,0.0
425,1871,0,0.0
426,1872,0,0.0
427,1873,1,0.0
428,1879,0,0.0
429,1883,0,0.0
430,1884,0,1.0
431,1886,0,0.0
432,1897,0,0.0
433,1899,0,0.0
434,1904,0,0.0
435,1905,0,0.0
436,1907,1,0.0
437,1911,0,0.0
438,1916,0,0.0
439,1919,0,0.0
440,1920,0,0.0
441,1927,0,0.0
442,1931,0,1.0
443,1934,0,0.0
444,1937,0,0.0
445,1942,0,0.0
446,1947,0,0.0
447,1951,0,1.0
448,1953,0,0.0
449,1957,0,0.0
450,1961,1,0.0
451,1965,0,0.0
452,1966,0,0.0
453,1967,0,0.0
454,1969,0,0.0
455,1971,0,0.0
456,1977,0,1.0
457,1980,0,0.0
458,1981,0,0.0
459,1982,0,0.0
460,1986,0,0.0
461,1990,0,0.0
462,1995,0,1.0
463,1996,0,0.0
464,1997,0,0.0
465,2003,0,0.0
466,2009,1,1.0
467,2010,0,0.0
468,2013,0,0.0
469,2017,0,0.0
470,2019,1,0.0
471,2020,0,0.0
472,2021,0,1.0
473,2022,1,0.0
474,2024,0,0.0
475,2032,1,1.0
476,2033,0,0.0
477,2050,0,0.0
478,2052,1,0.0
479,2053,0,0.0
480,2054,0,0.0
481,2059,0,0.0
482,2062,0,1.0
483,2065,0,0.0
484,2066,1,0.0
485,2072,0,1.0
486,2074,0,0.0
487,2076,0,0.0
488,2080,0,0.0
489,2083,0,1.0
490,2085,0,0.0
491,2093,0,0.0
492,2094,0,1.0
493,2100,0,0.0
494,2102,1,0.0
495,2112,0,0.0
496,2113,1,0.0
497,2116,0,0.0
498,2122,0,0.0
499,2127,0,0.0
500,2143,0,0.0
501,2144,0,0.0
502,2153,0,0.0
503,2157,0,0.0
504,2160,0,0.0
505,2176,0,0.0
506,2184,0,0.0
507,2187,0,0.0
508,2190,0,0.0
509,2194,0,0.0
510,2197,0,0.0
511,2199,1,0.0
512,2205,0,0.0
513,2213,1,1.0
514,2217,0,0.0
515,2221,0,0.0
516,2222,0,0.0
517,2227,0,0.0
518,2229,0,0.0
519,2230,0,0.0
520,2235,1,0.0
521,2242,0,0.0
522,2245,0,1.0
523,2246,0,0.0
524,2249,0,0.0
525,2251,0,0.0
526,2252,0,0.0
527,2260,0,0.0
528,2263,0,0.0
529,2269,0,0.0
530,2270,0,1.0
531,2271,0,0.0
532,2275,0,0.0
533,2276,0,0.0
534,2282,1,1.0
535,2283,0,0.0
536,2284,0,0.0
537,2289,0,0.0
538,2297,0,0.0
539,2302,0,0.0
540,2304,0,0.0
541,2309,0,0.0
542,2322,0,0.0
543,2325,0,0.0
544,2329,0,1.0
545,2334,0,0.0
546,2337,0,0.0
547,2340,0,0.0
548,2343,1,0.0
549,2352,0,0.0
550,2353,0,0.0
551,2362,0,0.0
552,2366,0,0.0
553,2374,0,0.0
554,2375,0,0.0
555,2377,0,0.0
556,2380,0,0.0
557,2381,0,0.0
558,2383,0,0.0
559,2386,0,0.0
560,2387,1,0.0
561,2389,1,0.0
562,2390,0,0.0
563,2397,0,0.0
564,2402,1,0.0
565,2404,0,0.0
566,2419,0,0.0
567,2420,1,0.0
568,2421,1,0.0
569,2426,0,0.0
570,2430,0,0.0
571,2434,0,0.0
572,2439,0,0.0
573,2441,0,0.0
574,2443,1,0.0
575,2451,0,0.0
576,2459,0,0.0
577,2464,0,0.0
578,2467,0,0.0
579,2469,0,0.0
580,2475,0,0.0
581,2476,0,0.0
582,2479,0,0.0
583,2481,1,0.0
584,2484,1,0.0
585,2489,0,0.0
586,2494,0,0.0
587,2495,0,0.0
588,2501,0,0.0
589,2504,0,0.0
590,2506,0,0.0
591,2516,0,0.0
592,2517,0,0.0
593,2531,0,0.0
594,2541,0,0.0
595,2545,0,0.0
596,2546,0,0.0
597,2552,0,0.0
598,2553,0,0.0
599,2560,0,0.0
600,2562,0,0.0
601,2565,0,0.0
602,2569,0,0.0
603,2575,0,0.0
604,2582,1,0.0
605,2601,0,0.0
606,2606,0,0.0
607,2607,0,0.0
608,2609,0,0.0
609,2611,0,0.0
610,2613,1,0.0
611,2616,1,0.0
612,2620,0,0.0
613,2622,0,0.0
614,2624,0,1.0
615,2625,0,0.0
616,2633,0,0.0
617,2644,1,0.0
618,2656,1,0.0
619,2663,0,0.0
620,2664,0,0.0
621,2669,0,0.0
622,2672,0,0.0
623,2674,0,0.0
624,2677,0,0.0
625,2681,0,0.0
626,2685,0,0.0
627,2700,0,0.0
628,2712,1,1.0
629,2714,1,0.0
630,2716,0,1.0
631,2720,0,0.0
632,2722,1,0.0
633,2726,0,0.0
634,2730,0,0.0
635,2739,1,0.0
636,2740,1,1.0
637,2747,0,0.0
638,2749,0,0.0
639,2753,0,0.0
640,2756,0,0.0
641,2759,0,0.0
642,2765,0,0.0
643,2776,0,0.0
644,2777,0,0.0
645,2780,0,0.0
646,2781,0,0.0
647,2783,0,0.0
648,2785,0,0.0
649,2789,0,0.0
650,2792,0,0.0
651,2795,0,0.0
652,2797,0,0.0
653,2802,1,0.0
654,2803,0,0.0
655,2811,0,0.0
656,2816,1,0.0
657,2820,0,0.0
658,2823,0,0.0
659,2825,0,0.0
660,2829,0,0.0
661,2856,0,0.0
662,2862,0,0.0
663,2866,0,0.0
664,2871,0,0.0
665,2881,0,0.0
666,2883,0,0.0
667,2892,0,0.0
668,2893,0,0.0
669,2894,0,0.0
670,2899,0,1.0
671,2902,0,0.0
672,2907,1,0.0
673,2930,0,0.0
674,2934,1,0.0
675,2945,0,0.0
676,2949,0,0.0
677,2954,1,0.0
678,2959,0,0.0
679,2960,1,0.0
680,2961,0,0.0
681,2964,0,0.0
682,2965,0,0.0
683,2972,0,0.0
684,2973,0,0.0
685,2980,0,0.0
686,2981,0,0.0
687,2987,0,0.0
688,2989,0,1.0
689,2997,0,0.0
690,3002,0,0.0
691,3005,0,0.0
692,3011,0,0.0
693,3012,0,0.0
694,3037,0,0.0
695,3045,1,0.0
696,3060,0,0.0
697,3064,0,0.0
698,3067,0,0.0
699,3071,0,0.0
700,3072,0,0.0
701,3075,1,0.0
702,3077,0,0.0
703,3082,0,0.0
704,3084,0,0.0
705,3086,0,0.0
706,3089,0,0.0
707,3097,0,0.0
708,3102,1,0.0
709,3105,0,0.0
710,3112,1,0.0
711,3114,0,0.0
712,3130,0,0.0
713,3134,1,1.0
714,3135,0,0.0
715,3141,0,0.0
716,3144,0,0.0
717,3145,1,0.0
718,3146,0,0.0
719,3151,0,0.0
720,3152,0,0.0
721,3157,0,0.0
722,3160,0,0.0
723,3167,0,0.0
724,3169,0,0.0
725,3181,0,0.0
726,3184,0,0.0
727,3185,0,0.0
728,3186,0,0.0
729,3197,0,0.0
730,3204,0,0.0
731,3212,0,0.0
732,3217,0,0.0
733,3223,0,0.0
734,3225,0,0.0
735,3233,1,0.0
736,3237,0,0.0
737,3239,0,0.0
738,3241,0,0.0
739,3242,0,0.0
740,3249,0,0.0
741,3250,0,0.0
742,3250,0,0.0
743,3257,0,0.0
744,3260,0,0.0
745,3261,0,0.0
746,3262,1,0.0
747,3267,0,0.0
748,3269,0,0.0
749,3273,0,0.0
750,3275,1,0.0
751,3281,0,0.0
752,3283,0,1.0
753,3286,0,0.0
754,3287,0,0.0
755,3299,0,0.0
756,3304,0,0.0
757,3306,1,0.0
758,3317,0,0.0
759,3330,0,0.0
760,3334,0,0.0
761,3337,0,0.0
762,3340,0,0.0
763,3343,0,0.0
764,3345,0,0.0
765,3353,0,0.0
766,3360,0,0.0
767,3361,0,0.0
768,3369,0,0.0
769,3371,0,0.0
770,3376,0,0.0
771,3377,0,0.0
772,3379,0,0.0
773,3382,1,0.0
774,3383,0,0.0
775,3384,0,0.0
776,3390,0,0.0
777,3396,0,0.0
778,3397,0,0.0
779,3400,0,0.0
780,3402,0,0.0
781,3403,0,0.0
782,3405,0,0.0
783,3409,0,0.0
784,3412,0,0.0
785,3413,0,0.0
786,3415,0,0.0
787,3420,0,0.0
788,3424,0,0.0
789,3425,0,0.0
790,3426,1,1.0
791,3432,0,0.0
792,3433,0,0.0
793,3437,0,0.0
794,3439,0,0.0
795,3445,0,0.0
796,3456,0,0.0
797,3463,0,0.0
798,3473,1,1.0
799,3480,0,0.0
800,3485,1,0.0
801,3487,0,0.0
802,3497,0,0.0
803,3500,0,0.0
804,3506,0,0.0
805,3511,0,0.0
806,3512,1,1.0
807,3515,1,0.0
808,3516,0,1.0
809,3524,0,1.0
810,3539,0,0.0
811,3541,0,0.0
812,3544,0,0.0
813,3545,0,0.0
814,3564,0,0.0
815,3574,0,0.0
816,3579,0,0.0
817,3581,0,0.0
818,3582,0,0.0
819,3586,0,0.0
820,3590,0,0.0
821,3601,1,1.0
822,3602,0,0.0
823,3607,0,0.0
824,3609,0,0.0
825,3613,0,0.0
826,3621,1,1.0
827,3623,0,1.0
828,3630,0,0.0
829,3631,0,0.0
830,3636,1,0.0
831,3637,0,0.0
832,3639,0,0.0
833,3644,0,0.0
834,3647,0,0.0
835,3649,0,0.0
836,3655,1,1.0
837,3661,1,0.0
838,3662,0,0.0
839,3663,0,0.0
840,3670,0,0.0
841,3679,0,0.0
842,3683,0,0.0
843,3686,0,0.0
844,3689,0,0.0
845,3690,0,0.0
846,3691,0,0.0
847,3692,0,0.0
848,3694,0,0.0
849,3696,1,1.0
850,3702,1,1.0
851,3704,0,0.0
852,3707,0,0.0
853,3710,0,0.0
854,3711,0,0.0
855,3716,0,0.0
856,3717,1,1.0
857,3719,0,1.0
858,3721,0,0.0
859,3723,0,1.0
860,3725,0,0.0
861,3726,0,0.0
862,3727,0,0.0
863,3729,0,0.0
864,3730,0,0.0
865,3732,0,0.0
866,3733,0,0.0
867,3743,0,0.0
868,3752,0,0.0
869,3754,0,0.0
870,3756,0,0.0
871,3763,0,0.0
872,3764,0,0.0
873,3770,0,0.0
874,3772,0,1.0
875,3775,0,0.0
876,3780,0,0.0
877,3782,0,0.0
878,3784,1,1.0
879,3795,0,0.0
880,3796,0,0.0
881,3797,0,0.0
882,3799,0,0.0
883,3803,0,0.0
884,3805,0,0.0
885,3811,0,0.0
886,3813,0,0.0
887,3816,0,0.0
888,3824,0,0.0
889,3827,0,0.0
890,3840,0,0.0
891,3841,0,0.0
892,3849,0,0.0
893,3861,0,0.0
894,3863,0,0.0
895,3866,0,0.0
896,3869,0,0.0
897,3875,0,0.0
898,3881,0,0.0
899,3886,0,0.0
900,3889,0,0.0
901,3893,0,0.0
902,3896,0,0.0
903,3899,0,0.0
904,3902,0,0.0
905,3903,0,0.0
906,3905,0,0.0
907,3913,0,0.0
908,3914,0,0.0
909,3915,0,0.0
910,3920,1,0.0
911,3921,0,0.0
912,3926,0,0.0
913,3930,0,1.0
914,3932,0,0.0
915,3935,0,0.0
916,3944,1,0.0
917,3946,1,1.0
918,3954,0,0.0
919,3955,0,0.0
920,3959,0,0.0
921,3967,1,0.0
922,3970,0,0.0
923,3974,0,0.0
924,3977,0,0.0
925,3987,0,0.0
926,3990,0,0.0
927,3992,0,0.0
928,3997,0,0.0
929,4000,0,0.0
930,4003,0,0.0
931,4010,0,0.0
932,4017,0,0.0
933,4019,0,0.0
934,4021,0,0.0
935,4024,0,0.0
936,4029,0,0.0
937,4035,0,0.0
938,4051,0,0.0
939,4064,0,0.0
940,4067,0,0.0
941,4070,0,0.0
942,4072,0,0.0
943,4073,0,0.0
944,4074,0,0.0
945,4075,0,0.0
946,4079,1,0.0
947,4081,1,0.0
948,4083,0,0.0
949,4086,0,0.0
950,4093,0,0.0
951,4095,0,0.0
952,4099,0,0.0
953,4103,0,0.0
954,4106,0,0.0
955,4109,1,0.0
956,4110,0,0.0
957,4117,0,0.0
958,4121,0,0.0
959,4125,0,0.0
960,4126,0,0.0
961,4129,0,0.0
962,4130,0,0.0
963,4136,0,0.0
964,4139,0,0.0
965,4143,0,0.0
966,4154,0,1.0
967,4157,0,0.0
968,4159,1,1.0
969,4177,0,0.0
970,4179,0,0.0
971,4187,0,0.0
972,4195,0,0.0
973,4196,0,0.0
974,4203,0,0.0
975,4209,0,0.0
976,4210,0,0.0
977,4212,0,0.0
978,4213,0,0.0
979,4216,0,0.0
980,4221,0,0.0
981,4231,0,0.0
982,4235,0,1.0
983,4237,0,0.0
984,4239,0,0.0
985,4242,0,0.0
986,4243,0,0.0
987,4244,0,0.0
988,4246,0,0.0
989,4249,0,0.0
990,4251,1,0.0
991,4257,0,0.0
992,4259,0,0.0
993,4261,0,0.0
994,4264,0,0.0
995,4270,0,0.0
996,4271,0,0.0
997,4281,0,0.0
998,4284,0,0.0
999,4285,0,0.0
1000,4294,0,0.0
1001,4295,0,0.0
1002,4296,0,0.0
1003,4299,0,0.0
1004,4300,0,0.0
1005,4309,0,0.0
1006,4312,0,0.0
1007,4317,0,0.0
1008,4321,0,0.0
1009,4332,0,0.0
1010,4356,0,0.0
1011,4357,1,0.0
1012,4359,0,0.0
1013,4362,1,0.0
1014,4363,0,0.0
1015,4366,1,0.0
1016,4369,0,0.0
1017,4376,0,0.0
1018,4377,0,0.0
1019,4389,0,0.0
1020,4390,0,0.0
1021,4394,0,0.0
1022,4395,0,0.0
1023,4396,0,0.0
1024,4397,0,0.0
1025,4400,0,0.0
1026,4402,0,0.0
1027,4405,0,0.0
1028,4406,0,0.0
1029,4412,0,0.0
1030,4416,1,0.0
1031,4423,0,0.0
1032,4430,0,0.0
1033,4436,0,0.0
1034,4437,0,0.0
1035,4447,0,0.0
1036,4450,0,0.0
1037,4462,0,0.0
1038,4463,0,0.0
1039,4467,1,1.0
1040,4469,0,0.0
1041,4472,0,0.0
1042,4474,0,0.0
1043,4476,0,0.0
1044,4477,0,0.0
1045,4483,1,1.0
1046,4492,0,0.0
1047,4493,0,0.0
1048,4494,0,0.0
1049,4497,0,0.0
1050,4502,0,0.0
1051,4509,0,0.0
1052,4517,0,0.0
1053,4521,0,0.0
1054,4522,1,1.0
1055,4525,0,0.0
1056,4526,0,0.0
1057,4530,0,0.0
1058,4534,0,0.0
1059,4535,0,0.0
1060,4536,0,0.0
1061,4537,0,0.0
1062,4542,0,0.0
1063,4547,0,0.0
1064,4553,0,0.0
1065,4556,0,0.0
1066,4560,0,0.0
1067,4565,0,0.0
1068,4577,0,0.0
1069,4580,0,0.0
1070,4586,0,0.0
1071,4587,0,0.0
1072,4591,1,0.0
1073,4595,1,0.0
1074,4600,0,0.0
1075,4611,1,1.0
1076,4613,0,0.0
1077,4614,0,0.0
1078,4621,1,0.0
1079,4623,0,0.0
1080,4624,0,0.0
1081,4629,0,0.0
1082,4637,0,0.0
1083,4639,0,0.0
1084,4650,0,0.0
1085,4651,0,0.0
1086,4654,0,0.0
1087,4663,1,0.0
1088,4665,0,0.0
1089,4667,0,0.0
1090,4673,0,0.0
1091,4676,0,0.0
1092,4677,0,0.0
1093,4681,0,0.0
1094,4685,1,0.0
1095,4690,0,0.0
1096,4695,0,0.0
1097,4697,0,0.0
1098,4703,0,0.0
1099,4715,0,0.0
1100,4717,0,0.0
1101,4719,0,0.0
1102,4723,0,0.0
1103,4724,0,0.0
1104,4730,0,0.0
1105,4737,1,0.0
1106,4740,0,0.0
1107,4741,0,0.0
1108,4744,0,0.0
1109,4745,0,0.0
1110,4749,1,1.0
1111,4769,1,0.0
1112,4782,0,0.0
1113,4785,0,0.0
1114,4786,1,1.0
1115,4787,0,0.0
1116,4791,1,0.0
1117,4796,0,0.0
1118,4797,1,0.0
1119,4799,0,1.0
1120,4805,0,0.0
1121,4807,0,0.0
1122,4825,0,0.0
1123,4826,0,0.0
1124,4827,1,0.0
1125,4830,0,0.0
1126,4836,1,0.0
1127,4839,0,0.0
1128,4842,0,1.0
1129,4850,1,0.0
1130,4860,0,0.0
1131,4861,0,0.0
1132,4873,0,0.0
1133,4876,0,0.0
1134,4879,0,0.0
1135,4889,1,1.0
1136,4893,0,0.0
1137,4901,0,0.0
1138,4909,0,0.0
1139,4910,0,0.0
1140,4912,0,0.0
1141,4920,0,0.0
1142,4922,0,0.0
1143,4924,0,0.0
1144,4937,0,0.0
1145,4942,1,1.0
1146,4944,0,0.0
1147,4945,1,1.0
1148,4947,1,0.0
1149,4951,1,0.0
1150,4956,0,0.0
1151,4959,0,0.0
1152,4960,0,0.0
1153,4961,0,0.0
1154,4962,0,1.0
1155,4964,0,0.0
1156,4966,0,0.0
1157,4967,0,0.0
1158,4969,0,0.0
1159,4970,0,1.0
1160,4971,0,0.0
1161,4973,0,0.0
1162,4979,0,0.0
1163,4983,1,0.0
1164,4984,0,0.0
1165,4985,0,0.0
1166,4989,0,0.0
1167,4991,0,0.0
1168,4997,0,0.0
1169,5006,0,0.0
1170,5014,0,0.0
1171,5017,0,0.0
1172,5021,0,0.0
1173,5022,0,0.0
1174,5024,0,0.0
1175,5029,0,0.0
1176,5034,0,0.0
1177,5037,0,0.0
1178,5046,0,0.0
1179,5053,0,0.0
1180,5056,0,0.0
1181,5059,0,0.0
1182,5063,0,0.0
1183,5066,0,0.0
1184,5071,0,0.0
1185,5073,1,0.0
1186,5080,0,0.0
1187,5087,0,0.0
1188,5089,1,0.0
1189,5097,0,0.0
1190,5100,0,0.0
1191,5102,1,0.0
1192,5104,0,0.0
1193,5116,0,0.0
1194,5120,0,0.0
1195,5124,1,1.0
1196,5133,0,0.0
1197,5134,0,0.0
1198,5137,0,0.0
1199,5143,0,0.0
1200,5153,0,0.0
1201,5157,0,0.0
1202,5160,0,0.0
1203,5161,0,0.0
1204,5170,0,1.0
1205,5175,0,0.0
1206,5182,1,0.0
1207,5185,0,0.0
1208,5186,0,0.0
1209,5189,0,0.0
1210,5194,0,0.0
1211,5207,0,0.0
1212,5210,0,0.0
1213,5212,0,0.0
1214,5220,0,0.0
1215,5222,0,0.0
1216,5226,0,0.0
1217,5232,1,0.0
1218,5243,1,0.0
1219,5244,1,1.0
1220,5252,1,1.0
1221,5253,0,0.0
1222,5255,0,0.0
1223,5260,0,0.0
1224,5261,0,0.0
1225,5262,0,1.0
1226,5266,0,0.0
1227,5267,0,0.0
1228,5269,0,0.0
1229,5272,0,0.0
1230,5274,0,0.0
1231,5282,0,0.0
1232,5283,0,0.0
1233,5285,1,0.0
1234,5286,0,0.0
1235,5287,0,0.0
1236,5290,0,0.0
1237,5297,0,0.0
1238,5301,0,0.0
1239,5302,1,0.0
1240,5304,0,0.0
1241,5305,0,0.0
1242,5310,0,0.0
1243,5313,0,0.0
1244,5331,0,0.0
1245,5332,0,0.0
1246,5333,0,0.0
1247,5334,0,0.0
1248,5339,0,0.0
1249,5342,0,0.0
1250,5347,0,0.0
1251,5349,1,0.0
1252,5355,0,1.0
1253,5362,1,0.0
1254,5363,0,0.0
1255,5364,0,0.0
1256,5365,0,0.0
1257,5367,0,0.0
1258,5369,0,0.0
1259,5370,0,0.0
1260,5373,0,0.0
1261,5386,0,0.0
1262,5392,0,0.0
1263,5405,0,1.0
1264,5407,0,0.0
1265,5412,0,0.0
