,id,other_aid,other_aid_prediction
234,1004,0,0.0
235,1005,0,0.0
236,1006,0,0.0
237,1010,0,0.0
238,1013,0,1.0
239,1015,1,0.0
240,1017,0,0.0
241,1026,0,0.0
242,1029,0,0.0
243,1031,0,1.0
244,1037,0,0.0
245,1042,0,0.0
246,1044,1,1.0
247,1052,0,0.0
248,1060,1,0.0
249,1061,0,0.0
250,1062,1,0.0
251,1067,0,0.0
252,1077,0,0.0
253,1080,0,0.0
254,1082,1,0.0
255,1091,0,0.0
256,1093,1,0.0
257,1094,0,0.0
258,1099,0,0.0
259,1110,0,0.0
260,1111,0,0.0
261,1113,0,0.0
262,1117,0,0.0
263,1119,1,0.0
264,1123,0,0.0
265,1124,1,0.0
266,1126,1,1.0
267,1130,0,0.0
268,1137,0,0.0
269,1142,0,0.0
270,1147,0,0.0
271,1153,0,0.0
272,1155,1,0.0
273,1156,0,1.0
274,1162,1,0.0
275,1165,0,0.0
276,1169,1,0.0
277,1173,0,0.0
278,1174,0,0.0
279,1186,0,0.0
280,1192,0,1.0
281,1193,1,0.0
282,1199,0,0.0
283,1203,0,0.0
284,1207,0,0.0
285,1219,0,0.0
286,1220,0,0.0
287,1221,0,0.0
288,1223,0,0.0
289,1232,0,1.0
290,1233,1,0.0
291,1234,1,0.0
292,1239,0,0.0
293,1247,0,0.0
294,1251,0,0.0
295,1256,0,0.0
296,1257,0,0.0
297,1264,0,0.0
298,1271,0,0.0
299,1274,1,1.0
300,1275,0,0.0
301,1293,0,0.0
302,1297,0,0.0
303,1301,0,1.0
304,1307,0,0.0
305,1310,1,0.0
306,1312,0,0.0
307,1315,0,0.0
308,1316,0,0.0
309,1322,0,0.0
310,1324,0,0.0
311,1327,0,0.0
312,1331,0,0.0
313,1332,0,0.0
314,1337,0,0.0
315,1340,0,0.0
316,1356,0,1.0
317,1357,0,0.0
318,1361,0,0.0
319,1365,0,0.0
320,1366,0,0.0
321,1367,0,0.0
322,1369,1,0.0
323,1374,0,0.0
324,1379,0,0.0
325,1381,0,0.0
326,1382,0,0.0
327,1383,0,0.0
328,1387,0,0.0
329,1391,0,1.0
330,1396,0,1.0
331,1399,0,0.0
332,1410,0,0.0
333,1412,1,0.0
334,1414,1,0.0
335,1423,0,0.0
336,1424,0,0.0
337,1425,0,0.0
338,1429,0,0.0
339,1430,0,0.0
340,1444,0,0.0
341,1446,1,0.0
342,1447,0,1.0
343,1449,1,0.0
344,1450,0,0.0
345,1453,0,0.0
346,1456,0,0.0
347,1457,0,0.0
348,1460,0,0.0
349,1463,1,0.0
350,1465,1,1.0
351,1466,0,0.0
352,1472,0,0.0
353,1473,0,0.0
354,1475,0,0.0
355,1477,0,1.0
356,1481,0,0.0
357,1500,1,0.0
358,1512,0,0.0
359,1514,0,0.0
360,1515,1,0.0
361,1516,0,0.0
362,1519,0,0.0
363,1521,0,0.0
364,1522,0,0.0
365,1530,0,0.0
366,1533,0,0.0
367,1534,0,0.0
368,1539,0,0.0
369,1544,0,0.0
370,1549,0,0.0
371,1551,0,0.0
372,1552,0,0.0
373,1561,0,0.0
374,1562,1,0.0
375,1563,0,1.0
376,1567,0,1.0
377,1579,0,0.0
378,1581,0,0.0
379,1586,0,0.0
380,1595,0,0.0
381,1596,0,0.0
382,1599,0,0.0
383,1609,0,0.0
384,1611,0,0.0
385,1627,0,0.0
386,1629,0,0.0
387,1632,0,0.0
388,1633,0,0.0
389,1642,0,0.0
390,1645,0,0.0
391,1647,0,0.0
392,1650,0,0.0
393,1652,0,0.0
394,1654,0,0.0
395,1656,0,0.0
396,1657,0,0.0
397,1662,0,0.0
398,1663,0,0.0
399,1671,0,0.0
400,1674,0,0.0
401,1677,0,0.0
402,1680,0,0.0
403,1683,1,0.0
404,1687,1,0.0
405,1690,0,0.0
406,1691,1,0.0
407,1699,0,0.0
408,1702,0,0.0
409,1704,0,0.0
410,1706,0,0.0
411,1722,1,0.0
412,1736,0,0.0
413,1745,0,0.0
414,1753,0,0.0
415,1755,0,0.0
416,1765,0,0.0
417,1766,0,0.0
418,1769,0,0.0
419,1770,0,0.0
420,1772,0,0.0
421,1773,0,0.0
422,1780,0,0.0
423,1799,0,0.0
424,1800,0,1.0
425,1803,0,0.0
426,1804,0,0.0
427,1813,0,0.0
428,1817,0,0.0
429,1825,0,0.0
430,1826,0,0.0
431,1830,0,0.0
432,1832,0,0.0
433,1837,0,0.0
434,1842,1,0.0
435,1843,0,0.0
436,1850,0,0.0
437,1854,0,0.0
438,1855,0,0.0
439,1856,0,0.0
440,1857,1,0.0
441,1860,0,0.0
442,1866,0,0.0
443,1872,0,0.0
444,1877,0,0.0
445,1883,0,0.0
446,1884,1,1.0
447,1885,0,0.0
448,1886,0,0.0
449,1889,0,0.0
450,1895,0,0.0
451,1904,0,0.0
452,1906,0,0.0
453,1914,0,0.0
454,1916,0,0.0
455,1920,0,0.0
456,1923,0,0.0
457,1933,0,0.0
458,1939,0,0.0
459,1941,0,0.0
460,1946,0,0.0
461,1947,0,0.0
462,1950,0,0.0
463,1953,0,0.0
464,1957,1,0.0
465,1959,0,0.0
466,1960,0,1.0
467,1967,0,0.0
468,1971,0,0.0
469,1976,0,0.0
470,1979,0,0.0
471,1982,0,0.0
472,1987,0,0.0
473,1989,0,0.0
474,1990,0,1.0
475,1995,0,0.0
476,1996,0,0.0
477,1997,0,0.0
478,2002,0,0.0
479,2003,0,0.0
480,2004,1,1.0
481,2007,0,0.0
482,2012,0,0.0
483,2013,0,0.0
484,2017,0,0.0
485,2019,0,0.0
486,2020,0,0.0
487,2021,0,0.0
488,2025,0,0.0
489,2032,0,0.0
490,2041,0,1.0
491,2045,0,0.0
492,2047,0,0.0
493,2054,0,0.0
494,2055,1,1.0
495,2059,1,0.0
496,2069,0,0.0
497,2075,0,0.0
498,2082,0,0.0
499,2087,0,0.0
500,2095,0,0.0
501,2101,1,1.0
502,2102,0,0.0
503,2105,1,0.0
504,2107,1,1.0
505,2109,0,0.0
506,2115,0,0.0
507,2116,1,0.0
508,2126,1,0.0
509,2132,1,1.0
510,2133,0,0.0
511,2137,0,0.0
512,2141,1,0.0
513,2144,0,0.0
514,2149,0,0.0
515,2151,1,0.0
516,2152,0,0.0
517,2153,0,0.0
518,2156,0,0.0
519,2161,1,0.0
520,2164,0,1.0
521,2166,0,0.0
522,2167,0,0.0
523,2173,1,0.0
524,2176,0,0.0
525,2180,0,0.0
526,2193,0,0.0
527,2195,1,0.0
528,2199,0,0.0
529,2202,0,0.0
530,2204,0,0.0
531,2206,0,0.0
532,2207,0,0.0
533,2214,0,0.0
534,2215,0,1.0
535,2230,1,0.0
536,2232,1,0.0
537,2233,0,0.0
538,2240,0,0.0
539,2244,0,0.0
540,2250,0,0.0
541,2254,0,0.0
542,2257,0,0.0
543,2259,0,0.0
544,2263,0,0.0
545,2270,0,0.0
546,2271,0,0.0
547,2274,0,0.0
548,2283,0,0.0
549,2286,0,0.0
550,2287,0,0.0
551,2293,0,0.0
552,2297,0,0.0
553,2299,1,1.0
554,2300,0,0.0
555,2302,0,0.0
556,2305,0,0.0
557,2314,0,0.0
558,2315,1,0.0
559,2316,0,0.0
560,2317,0,1.0
561,2323,0,0.0
562,2325,0,0.0
563,2326,0,0.0
564,2334,0,0.0
565,2335,0,0.0
566,2336,1,0.0
567,2337,0,0.0
568,2349,0,0.0
569,2350,0,0.0
570,2361,0,0.0
571,2366,0,1.0
572,2369,0,0.0
573,2374,0,0.0
574,2377,0,0.0
575,2380,1,0.0
576,2381,0,1.0
577,2382,0,0.0
578,2385,0,0.0
579,2392,0,0.0
580,2393,0,0.0
581,2399,0,0.0
582,2402,0,0.0
583,2405,0,0.0
584,2411,0,0.0
585,2412,0,0.0
586,2413,0,0.0
587,2417,0,0.0
588,2421,1,0.0
589,2423,0,0.0
590,2430,0,0.0
591,2433,1,0.0
592,2440,0,0.0
593,2441,0,0.0
594,2442,0,0.0
595,2443,0,0.0
596,2444,0,0.0
597,2445,0,0.0
598,2446,0,0.0
599,2446,0,0.0
600,2449,0,0.0
601,2452,0,0.0
602,2453,1,0.0
603,2456,0,1.0
604,2457,0,0.0
605,2464,1,1.0
606,2467,0,1.0
607,2484,1,0.0
608,2487,0,0.0
609,2500,0,0.0
610,2512,0,0.0
611,2513,1,0.0
612,2517,0,0.0
613,2525,0,0.0
614,2526,0,0.0
615,2527,0,0.0
616,2533,0,0.0
617,2537,1,0.0
618,2549,0,0.0
619,2550,0,0.0
620,2551,0,0.0
621,2552,0,0.0
622,2560,0,0.0
623,2563,0,0.0
624,2565,0,0.0
625,2570,0,0.0
626,2581,0,0.0
627,2582,0,0.0
628,2589,1,0.0
629,2592,1,0.0
630,2593,0,1.0
631,2601,0,0.0
632,2611,0,0.0
633,2613,0,0.0
634,2615,1,1.0
635,2617,0,0.0
636,2632,0,0.0
637,2635,0,0.0
638,2639,0,1.0
639,2642,0,0.0
640,2654,0,0.0
641,2656,0,0.0
642,2670,0,0.0
643,2671,0,0.0
644,2682,0,0.0
645,2687,0,0.0
646,2693,0,0.0
647,2695,0,0.0
648,2697,0,0.0
649,2706,0,0.0
650,2712,1,0.0
651,2713,1,0.0
652,2714,1,0.0
653,2719,0,0.0
654,2720,1,0.0
655,2726,1,0.0
656,2751,1,0.0
657,2753,0,0.0
658,2754,0,0.0
659,2756,0,0.0
660,2762,0,0.0
661,2765,0,0.0
662,2770,0,0.0
663,2780,0,0.0
664,2781,1,0.0
665,2782,0,0.0
666,2786,0,0.0
667,2787,0,0.0
668,2789,0,0.0
669,2790,0,0.0
670,2791,0,0.0
671,2799,0,1.0
672,2801,0,0.0
673,2809,0,0.0
674,2815,0,0.0
675,2816,1,0.0
676,2817,0,0.0
677,2823,0,0.0
678,2833,0,0.0
679,2841,0,0.0
680,2842,0,0.0
681,2850,0,0.0
682,2852,1,0.0
683,2856,0,0.0
684,2865,1,0.0
685,2866,0,0.0
686,2869,0,0.0
687,2871,0,0.0
688,2874,0,0.0
689,2875,0,0.0
690,2876,0,0.0
691,2892,0,0.0
692,2896,1,0.0
693,2901,0,0.0
694,2904,1,0.0
695,2913,0,1.0
696,2916,0,0.0
697,2919,0,1.0
698,2920,0,1.0
699,2924,1,0.0
700,2929,0,0.0
701,2933,0,0.0
702,2934,0,0.0
703,2935,0,0.0
704,2941,0,0.0
705,2942,0,0.0
706,2945,1,0.0
707,2949,0,0.0
708,2951,0,0.0
709,2955,0,0.0
710,2959,0,1.0
711,2965,0,0.0
712,2966,0,0.0
713,2970,0,0.0
714,2972,0,0.0
715,2973,0,0.0
716,2975,0,0.0
717,2977,0,0.0
718,2981,0,0.0
719,2982,0,0.0
720,2990,1,0.0
721,2991,1,0.0
722,2995,0,0.0
723,3004,0,0.0
724,3005,0,0.0
725,3012,0,0.0
726,3030,0,1.0
727,3045,0,0.0
728,3055,0,0.0
729,3062,0,0.0
730,3067,0,0.0
731,3072,0,0.0
732,3073,0,0.0
733,3077,0,0.0
734,3087,0,0.0
735,3093,0,0.0
736,3096,0,0.0
737,3100,0,0.0
738,3102,1,0.0
739,3103,0,0.0
740,3104,0,0.0
741,3106,0,0.0
742,3107,0,0.0
743,3120,0,0.0
744,3121,1,0.0
745,3127,0,0.0
746,3135,0,0.0
747,3145,1,1.0
748,3149,0,0.0
749,3151,0,0.0
750,3155,1,0.0
751,3157,1,0.0
752,3166,0,0.0
753,3167,0,0.0
754,3169,0,0.0
755,3170,0,0.0
756,3175,0,0.0
757,3184,0,0.0
758,3187,0,0.0
759,3192,0,0.0
760,3209,0,0.0
761,3216,0,0.0
762,3219,0,0.0
763,3223,0,0.0
764,3224,0,0.0
765,3230,0,0.0
766,3231,0,0.0
767,3235,0,0.0
768,3239,0,0.0
769,3242,0,0.0
770,3245,0,0.0
771,3249,0,0.0
772,3250,0,0.0
773,3253,0,0.0
774,3262,0,0.0
775,3266,0,0.0
776,3280,0,0.0
777,3289,0,0.0
778,3294,1,0.0
779,3297,1,0.0
780,3306,1,0.0
781,3307,0,0.0
782,3309,0,0.0
783,3310,0,0.0
784,3312,0,0.0
785,3316,0,0.0
786,3319,0,0.0
787,3321,0,0.0
788,3323,0,0.0
789,3331,0,0.0
790,3335,0,0.0
791,3336,0,0.0
792,3340,0,0.0
793,3341,1,0.0
794,3343,0,0.0
795,3347,0,0.0
796,3350,0,1.0
797,3357,0,0.0
798,3359,0,0.0
799,3365,0,0.0
800,3369,1,0.0
801,3371,0,0.0
802,3372,1,0.0
803,3374,0,0.0
804,3381,1,0.0
805,3382,1,0.0
806,3384,1,0.0
807,3385,0,0.0
808,3389,0,0.0
809,3390,0,0.0
810,3393,0,0.0
811,3395,0,1.0
812,3404,0,0.0
813,3407,0,0.0
814,3414,0,0.0
815,3415,0,0.0
816,3416,0,0.0
817,3420,0,0.0
818,3431,0,0.0
819,3432,0,0.0
820,3433,0,0.0
821,3437,0,0.0
822,3440,1,0.0
823,3441,0,0.0
824,3444,0,1.0
825,3450,0,0.0
826,3461,0,0.0
827,3465,1,0.0
828,3466,1,0.0
829,3479,0,0.0
830,3482,0,0.0
831,3483,0,0.0
832,3487,0,0.0
833,3489,0,1.0
834,3490,0,0.0
835,3494,0,0.0
836,3499,1,0.0
837,3500,0,0.0
838,3501,0,0.0
839,3503,0,0.0
840,3513,1,0.0
841,3516,0,0.0
842,3521,0,0.0
843,3522,0,0.0
844,3523,0,0.0
845,3524,0,0.0
846,3529,0,0.0
847,3530,0,0.0
848,3532,1,0.0
849,3536,1,0.0
850,3540,1,0.0
851,3542,1,0.0
852,3551,0,0.0
853,3552,0,0.0
854,3553,1,0.0
855,3554,0,0.0
856,3556,1,1.0
857,3560,0,0.0
858,3571,0,0.0
859,3577,0,0.0
860,3582,0,0.0
861,3584,1,1.0
862,3585,0,0.0
863,3589,0,0.0
864,3590,0,0.0
865,3591,0,0.0
866,3595,0,0.0
867,3605,1,0.0
868,3606,0,1.0
869,3615,1,0.0
870,3626,0,0.0
871,3632,0,0.0
872,3641,0,0.0
873,3643,0,0.0
874,3646,0,0.0
875,3647,1,1.0
876,3650,0,1.0
877,3651,0,0.0
878,3654,0,0.0
879,3656,0,0.0
880,3657,0,0.0
881,3664,0,0.0
882,3666,0,0.0
883,3667,0,0.0
884,3672,1,0.0
885,3679,0,1.0
886,3681,0,0.0
887,3690,0,0.0
888,3700,1,0.0
889,3701,1,0.0
890,3703,0,0.0
891,3705,0,0.0
892,3709,0,0.0
893,3714,1,0.0
894,3716,0,0.0
895,3723,0,0.0
896,3724,1,1.0
897,3726,0,0.0
898,3727,1,0.0
899,3734,0,0.0
900,3735,0,0.0
901,3740,0,0.0
902,3746,0,0.0
903,3753,0,0.0
904,3757,0,0.0
905,3762,0,0.0
906,3763,0,0.0
907,3767,0,0.0
908,3769,0,0.0
909,3770,0,0.0
910,3776,0,0.0
911,3777,1,1.0
912,3780,1,0.0
913,3781,0,0.0
914,3783,1,0.0
915,3785,0,0.0
916,3786,1,0.0
917,3787,0,0.0
918,3793,0,0.0
919,3795,0,0.0
920,3797,0,0.0
921,3799,0,0.0
922,3802,0,0.0
923,3803,0,0.0
924,3809,0,1.0
925,3812,1,0.0
926,3817,0,0.0
927,3829,1,0.0
928,3836,0,0.0
929,3837,0,0.0
930,3839,0,0.0
931,3841,0,0.0
932,3843,0,0.0
933,3852,0,0.0
934,3855,0,0.0
935,3856,1,0.0
936,3857,0,0.0
937,3862,0,0.0
938,3865,0,0.0
939,3869,0,0.0
940,3871,0,0.0
941,3880,0,0.0
942,3882,0,0.0
943,3882,0,0.0
944,3884,0,0.0
945,3889,1,0.0
946,3890,0,0.0
947,3893,0,0.0
948,3897,0,0.0
949,3899,0,0.0
950,3900,0,0.0
951,3910,0,0.0
952,3912,0,0.0
953,3915,0,0.0
954,3920,0,0.0
955,3921,0,0.0
956,3927,0,0.0
957,3929,0,0.0
958,3930,0,0.0
959,3931,0,0.0
960,3934,0,0.0
961,3942,0,0.0
962,3943,0,0.0
963,3944,0,0.0
964,3950,0,0.0
965,3956,0,0.0
966,3959,0,0.0
967,3962,0,0.0
968,3964,0,0.0
969,3967,0,0.0
970,3969,0,0.0
971,3975,0,0.0
972,3982,0,0.0
973,3983,0,0.0
974,3986,0,0.0
975,3989,0,0.0
976,3996,0,0.0
977,3999,0,0.0
978,4015,1,0.0
979,4019,0,0.0
980,4023,0,0.0
981,4024,0,0.0
982,4030,0,0.0
983,4031,0,0.0
984,4052,0,0.0
985,4056,0,0.0
986,4060,0,0.0
987,4065,0,0.0
988,4070,0,0.0
989,4073,0,0.0
990,4077,0,0.0
991,4084,0,0.0
992,4085,1,0.0
993,4086,0,0.0
994,4087,0,1.0
995,4093,1,0.0
996,4094,0,0.0
997,4095,0,0.0
998,4096,0,0.0
999,4102,0,0.0
1000,4106,0,0.0
1001,4109,0,0.0
1002,4111,0,0.0
1003,4113,0,0.0
1004,4124,0,0.0
1005,4134,0,0.0
1006,4135,0,0.0
1007,4137,0,0.0
1008,4139,0,0.0
1009,4141,0,0.0
1010,4145,0,1.0
1011,4152,0,0.0
1012,4156,1,1.0
1013,4157,0,0.0
1014,4161,0,0.0
1015,4173,0,0.0
1016,4177,1,0.0
1017,4181,0,0.0
1018,4182,0,0.0
1019,4187,1,0.0
1020,4191,0,0.0
1021,4195,0,0.0
1022,4201,1,0.0
1023,4207,0,0.0
1024,4213,0,0.0
1025,4214,0,0.0
1026,4215,0,0.0
1027,4216,0,0.0
1028,4217,0,0.0
1029,4223,0,0.0
1030,4229,1,0.0
1031,4231,0,0.0
1032,4234,0,0.0
1033,4236,0,0.0
1034,4243,0,0.0
1035,4251,0,0.0
1036,4252,0,1.0
1037,4254,0,0.0
1038,4257,1,0.0
1039,4262,0,0.0
1040,4271,0,0.0
1041,4282,0,0.0
1042,4283,0,0.0
1043,4284,0,0.0
1044,4291,1,0.0
1045,4294,1,0.0
1046,4299,1,0.0
1047,4306,0,0.0
1048,4313,0,0.0
1049,4316,0,0.0
1050,4320,0,0.0
1051,4330,0,0.0
1052,4331,0,1.0
1053,4334,0,0.0
1054,4337,0,0.0
1055,4340,0,1.0
1056,4342,0,0.0
1057,4350,1,0.0
1058,4351,0,0.0
1059,4352,0,0.0
1060,4355,1,0.0
1061,4361,0,1.0
1062,4363,0,0.0
1063,4366,0,0.0
1064,4367,0,0.0
1065,4369,0,0.0
1066,4370,1,0.0
1067,4371,0,0.0
1068,4376,0,0.0
1069,4377,0,0.0
1070,4382,0,0.0
1071,4399,1,0.0
1072,4402,0,0.0
1073,4403,0,0.0
1074,4405,0,0.0
1075,4414,1,0.0
1076,4423,0,0.0
1077,4429,1,0.0
1078,4434,0,0.0
1079,4435,0,0.0
1080,4442,0,0.0
1081,4447,0,0.0
1082,4450,0,0.0
1083,4453,0,0.0
1084,4455,0,0.0
1085,4456,0,0.0
1086,4457,0,0.0
1087,4460,0,0.0
1088,4473,0,0.0
1089,4490,1,0.0
1090,4494,0,0.0
1091,4496,0,0.0
1092,4497,1,0.0
1093,4512,0,0.0
1094,4515,1,0.0
1095,4516,0,0.0
1096,4519,0,1.0
1097,4526,0,0.0
1098,4531,0,0.0
1099,4539,0,0.0
1100,4541,0,0.0
1101,4542,0,0.0
1102,4546,0,0.0
1103,4551,0,0.0
1104,4560,0,0.0
1105,4563,0,0.0
1106,4564,0,1.0
1107,4574,0,0.0
1108,4576,0,0.0
1109,4580,0,0.0
1110,4584,0,0.0
1111,4585,1,0.0
1112,4587,0,0.0
1113,4589,0,0.0
1114,4590,0,0.0
1115,4591,0,0.0
1116,4592,0,0.0
1117,4593,0,0.0
1118,4597,0,0.0
1119,4605,1,0.0
1120,4606,0,0.0
1121,4615,0,0.0
1122,4619,0,0.0
1123,4635,0,0.0
1124,4639,0,0.0
1125,4640,1,0.0
1126,4651,0,0.0
1127,4655,1,0.0
1128,4661,0,0.0
1129,4671,0,0.0
1130,4674,0,0.0
1131,4676,0,0.0
1132,4679,1,1.0
1133,4680,0,0.0
1134,4687,0,0.0
1135,4689,0,0.0
1136,4690,0,0.0
1137,4696,0,0.0
1138,4713,0,1.0
1139,4719,1,0.0
1140,4730,0,0.0
1141,4732,0,0.0
1142,4736,0,0.0
1143,4749,0,0.0
1144,4755,0,0.0
1145,4763,0,0.0
1146,4767,0,0.0
1147,4769,0,0.0
1148,4771,1,0.0
1149,4772,0,1.0
1150,4777,0,0.0
1151,4787,0,0.0
1152,4799,0,0.0
1153,4801,0,0.0
1154,4805,0,0.0
1155,4814,0,0.0
1156,4815,0,0.0
1157,4817,0,0.0
1158,4819,0,0.0
1159,4822,0,0.0
1160,4823,0,0.0
1161,4825,0,0.0
1162,4826,0,0.0
1163,4830,0,0.0
1164,4839,0,0.0
1165,4850,0,0.0
1166,4853,0,0.0
1167,4856,0,0.0
1168,4862,1,0.0
1169,4867,0,0.0
1170,4872,0,0.0
1171,4879,0,0.0
1172,4882,0,0.0
1173,4884,0,0.0
1174,4889,0,0.0
1175,4893,0,0.0
1176,4894,0,0.0
1177,4901,0,0.0
1178,4905,0,0.0
1179,4907,1,0.0
1180,4909,0,0.0
1181,4911,0,0.0
1182,4912,1,0.0
1183,4913,0,0.0
1184,4915,0,1.0
1185,4931,1,0.0
1186,4932,0,0.0
1187,4933,0,1.0
1188,4935,1,0.0
1189,4944,0,1.0
1190,4945,0,0.0
1191,4950,1,0.0
1192,4955,0,0.0
1193,4956,0,0.0
1194,4956,0,0.0
1195,4963,0,1.0
1196,4964,0,0.0
1197,4965,0,0.0
1198,4975,0,1.0
1199,4976,0,0.0
1200,4979,0,0.0
1201,4983,0,0.0
1202,4986,1,1.0
1203,4993,0,0.0
1204,5012,0,0.0
1205,5016,0,0.0
1206,5020,0,0.0
1207,5021,0,0.0
1208,5022,0,0.0
1209,5025,0,0.0
1210,5036,0,1.0
1211,5043,0,0.0
1212,5045,0,0.0
1213,5046,0,0.0
1214,5052,0,1.0
1215,5060,0,0.0
1216,5061,0,0.0
1217,5062,1,0.0
1218,5065,0,0.0
1219,5067,0,0.0
1220,5070,0,0.0
1221,5074,0,0.0
1222,5081,0,0.0
1223,5082,0,0.0
1224,5083,0,0.0
1225,5086,0,0.0
1226,5089,0,0.0
1227,5090,1,1.0
1228,5091,0,0.0
1229,5096,1,0.0
1230,5100,0,0.0
1231,5102,0,0.0
1232,5104,0,0.0
1233,5105,0,0.0
1234,5107,0,1.0
1235,5114,0,0.0
1236,5133,1,0.0
1237,5136,0,0.0
1238,5139,0,0.0
1239,5153,0,0.0
1240,5153,0,0.0
1241,5155,0,0.0
1242,5156,0,0.0
1243,5160,0,1.0
1244,5161,0,0.0
1245,5162,0,0.0
1246,5163,0,0.0
1247,5164,0,0.0
1248,5165,0,0.0
1249,5169,0,0.0
1250,5171,0,0.0
1251,5172,0,0.0
1252,5173,0,0.0
1253,5174,1,0.0
1254,5176,1,0.0
1255,5177,0,0.0
1256,5180,0,0.0
1257,5181,0,0.0
1258,5191,0,0.0
1259,5193,1,0.0
1260,5196,0,0.0
1261,5202,0,0.0
1262,5203,0,0.0
1263,5205,0,0.0
1264,5213,0,0.0
1265,5214,0,0.0
