,id,refugees,refugees_prediction
547,2299,0,0.0
548,2300,0,0.0
549,2301,0,0.0
550,2302,0,0.0
551,2305,0,0.0
552,2316,0,0.0
553,2320,0,0.0
554,2322,0,0.0
555,2326,0,0.0
556,2331,0,0.0
557,2339,0,0.0
558,2340,0,0.0
559,2343,0,0.0
560,2344,0,0.0
561,2349,0,0.0
562,2356,0,0.0
563,2357,0,0.0
564,2359,0,0.0
565,2360,0,0.0
566,2362,0,0.0
567,2371,0,0.0
568,2374,0,0.0
569,2382,0,0.0
570,2384,0,0.0
571,2386,0,0.0
572,2387,0,0.0
573,2395,0,0.0
574,2400,0,0.0
575,2401,0,0.0
576,2406,0,0.0
577,2410,0,0.0
578,2416,0,0.0
579,2421,0,0.0
580,2423,1,0.0
581,2424,0,0.0
582,2440,0,0.0
583,2444,0,0.0
584,2445,0,0.0
585,2451,0,0.0
586,2456,0,0.0
587,2461,0,0.0
588,2462,0,0.0
589,2465,0,0.0
590,2472,0,0.0
591,2473,0,0.0
592,2486,0,0.0
593,2487,0,0.0
594,2489,0,0.0
595,2496,0,0.0
596,2501,0,0.0
597,2507,0,0.0
598,2510,0,0.0
599,2513,0,0.0
600,2527,0,0.0
601,2534,0,0.0
602,2537,0,0.0
603,2545,0,0.0
604,2557,0,0.0
605,2561,0,0.0
606,2574,0,0.0
607,2575,0,0.0
608,2580,0,0.0
609,2582,0,0.0
610,2584,0,0.0
611,2589,0,0.0
612,2592,1,0.0
613,2593,0,0.0
614,2594,0,0.0
615,2599,0,0.0
616,2606,0,0.0
617,2607,0,0.0
618,2610,0,0.0
619,2611,0,0.0
620,2613,0,0.0
621,2615,1,0.0
622,2619,0,0.0
623,2620,0,0.0
624,2622,0,0.0
625,2623,0,0.0
626,2625,0,0.0
627,2629,0,0.0
628,2631,0,0.0
629,2639,0,0.0
630,2641,0,0.0
631,2643,0,0.0
632,2650,0,0.0
633,2655,0,0.0
634,2656,0,0.0
635,2660,1,0.0
636,2662,0,0.0
637,2663,0,0.0
638,2670,0,0.0
639,2672,1,0.0
640,2674,0,0.0
641,2679,0,0.0
642,2682,0,0.0
643,2683,0,0.0
644,2697,0,0.0
645,2700,0,0.0
646,2702,0,0.0
647,2710,0,0.0
648,2716,0,0.0
649,2717,0,0.0
650,2722,0,0.0
651,2726,0,0.0
652,2730,0,0.0
653,2737,0,0.0
654,2739,0,0.0
655,2740,0,0.0
656,2742,0,0.0
657,2749,0,0.0
658,2751,0,0.0
659,2752,0,0.0
660,2753,0,0.0
661,2759,0,0.0
662,2762,0,0.0
663,2770,0,0.0
664,2773,0,0.0
665,2781,0,0.0
666,2790,0,0.0
667,2791,0,0.0
668,2794,0,0.0
669,2795,0,0.0
670,2809,0,0.0
671,2811,1,0.0
672,2812,0,0.0
673,2819,0,0.0
674,2842,0,0.0
675,2845,0,0.0
676,2853,0,0.0
677,2862,0,0.0
678,2864,0,0.0
679,2865,0,0.0
680,2867,0,0.0
681,2874,0,0.0
682,2880,0,0.0
683,2883,0,0.0
684,2896,0,0.0
685,2901,0,0.0
686,2909,0,0.0
687,2912,0,0.0
688,2913,0,1.0
689,2935,0,0.0
690,2940,0,0.0
691,2941,0,0.0
692,2960,0,0.0
693,2965,0,0.0
694,2966,0,0.0
695,2970,0,0.0
696,2977,0,0.0
697,2981,0,0.0
698,2984,1,0.0
699,2985,0,0.0
700,2986,0,0.0
701,2990,0,0.0
702,2995,0,0.0
703,3000,0,0.0
704,3004,0,0.0
705,3005,0,0.0
706,3015,0,0.0
707,3016,0,0.0
708,3019,0,0.0
709,3022,0,0.0
710,3023,0,0.0
711,3027,0,0.0
712,3029,0,0.0
713,3030,0,0.0
714,3036,0,0.0
715,3040,0,0.0
716,3045,0,0.0
717,3047,0,0.0
718,3049,0,0.0
719,3056,0,0.0
720,3062,0,0.0
721,3064,0,0.0
722,3069,0,0.0
723,3075,0,0.0
724,3079,0,0.0
725,3080,0,0.0
726,3083,0,0.0
727,3084,0,0.0
728,3087,0,0.0
729,3094,1,0.0
730,3121,0,0.0
731,3133,0,0.0
732,3134,0,0.0
733,3142,0,0.0
734,3145,0,0.0
735,3146,0,0.0
736,3154,0,0.0
737,3156,0,0.0
738,3160,0,0.0
739,3166,0,0.0
740,3170,0,0.0
741,3171,0,0.0
742,3172,0,0.0
743,3174,0,0.0
744,3179,0,0.0
745,3182,0,0.0
746,3187,0,0.0
747,3191,0,0.0
748,3192,0,0.0
749,3194,0,0.0
750,3200,0,0.0
751,3206,0,0.0
752,3210,0,0.0
753,3213,0,0.0
754,3220,0,0.0
755,3224,0,0.0
756,3227,0,0.0
757,3229,0,0.0
758,3234,0,0.0
759,3237,0,0.0
760,3240,0,0.0
761,3247,0,0.0
762,3249,0,0.0
763,3251,0,0.0
764,3253,0,0.0
765,3254,1,0.0
766,3255,0,0.0
767,3256,0,0.0
768,3260,0,0.0
769,3275,0,0.0
770,3296,0,1.0
771,3297,0,0.0
772,3300,0,0.0
773,3301,0,0.0
774,3304,0,0.0
775,3309,0,0.0
776,3313,0,0.0
777,3314,0,0.0
778,3319,0,0.0
779,3324,0,0.0
780,3330,0,0.0
781,3331,0,0.0
782,3339,1,0.0
783,3346,0,0.0
784,3352,0,0.0
785,3359,0,0.0
786,3360,0,0.0
787,3365,0,0.0
788,3367,0,0.0
789,3373,0,0.0
790,3375,0,0.0
791,3381,0,0.0
792,3383,0,0.0
793,3387,0,0.0
794,3390,0,0.0
795,3393,0,0.0
796,3394,0,0.0
797,3412,0,0.0
798,3416,0,0.0
799,3417,0,0.0
800,3421,0,0.0
801,3422,0,0.0
802,3424,0,0.0
803,3425,0,0.0
804,3426,0,0.0
805,3432,0,0.0
806,3449,0,0.0
807,3455,0,0.0
808,3456,0,0.0
809,3457,0,0.0
810,3460,0,0.0
811,3463,0,0.0
812,3471,0,0.0
813,3472,0,0.0
814,3474,0,0.0
815,3475,0,0.0
816,3484,0,0.0
817,3486,0,0.0
818,3490,0,0.0
819,3516,0,0.0
820,3517,0,0.0
821,3520,0,0.0
822,3521,0,0.0
823,3523,0,0.0
824,3526,0,0.0
825,3535,0,0.0
826,3536,0,0.0
827,3539,0,0.0
828,3541,0,0.0
829,3543,0,0.0
830,3551,0,0.0
831,3552,0,0.0
832,3557,0,0.0
833,3559,0,0.0
834,3565,1,0.0
835,3567,0,0.0
836,3572,0,0.0
837,3573,0,0.0
838,3574,1,0.0
839,3579,0,0.0
840,3581,0,0.0
841,3583,0,0.0
842,3584,0,1.0
843,3596,0,0.0
844,3599,0,0.0
845,3601,0,0.0
846,3603,0,0.0
847,3607,0,0.0
848,3611,0,0.0
849,3612,0,0.0
850,3613,0,0.0
851,3615,0,0.0
852,3616,0,0.0
853,3617,0,0.0
854,3625,0,0.0
855,3629,0,0.0
856,3631,0,0.0
857,3632,0,0.0
858,3635,0,0.0
859,3636,1,0.0
860,3641,0,0.0
861,3643,0,0.0
862,3647,0,0.0
863,3656,0,0.0
864,3659,0,0.0
865,3664,0,0.0
866,3667,0,0.0
867,3672,0,0.0
868,3673,0,0.0
869,3679,0,0.0
870,3690,0,0.0
871,3692,0,0.0
872,3696,0,0.0
873,3702,0,0.0
874,3710,0,0.0
875,3711,0,0.0
876,3714,0,0.0
877,3715,0,0.0
878,3717,0,0.0
879,3724,0,0.0
880,3727,0,0.0
881,3729,0,0.0
882,3739,0,0.0
883,3740,0,0.0
884,3741,0,0.0
885,3742,0,0.0
886,3743,0,0.0
887,3744,0,0.0
888,3751,0,0.0
889,3753,0,0.0
890,3756,0,0.0
891,3759,0,0.0
892,3760,0,0.0
893,3761,0,0.0
894,3763,0,0.0
895,3767,0,0.0
896,3769,0,0.0
897,3770,0,0.0
898,3772,0,0.0
899,3774,1,0.0
900,3783,0,0.0
901,3785,0,0.0
902,3786,0,0.0
903,3787,0,0.0
904,3792,0,0.0
905,3797,0,0.0
906,3801,0,0.0
907,3803,0,0.0
908,3807,0,0.0
909,3812,0,0.0
910,3816,0,0.0
911,3822,0,0.0
912,3824,0,0.0
913,3830,0,0.0
914,3841,0,0.0
915,3842,0,0.0
916,3843,0,0.0
917,3845,0,0.0
918,3849,0,0.0
919,3850,0,0.0
920,3852,0,0.0
921,3853,0,0.0
922,3856,0,0.0
923,3859,0,0.0
924,3861,0,0.0
925,3866,0,0.0
926,3872,0,0.0
927,3874,0,0.0
928,3882,0,0.0
929,3882,0,0.0
930,3885,0,0.0
931,3886,0,0.0
932,3891,0,0.0
933,3893,0,0.0
934,3896,0,0.0
935,3904,0,0.0
936,3906,0,0.0
937,3912,0,0.0
938,3913,0,0.0
939,3914,0,0.0
940,3922,0,0.0
941,3926,0,0.0
942,3930,0,0.0
943,3931,0,0.0
944,3933,0,0.0
945,3937,0,0.0
946,3939,0,0.0
947,3940,0,0.0
948,3942,0,0.0
949,3955,0,0.0
950,3960,0,0.0
951,3961,0,0.0
952,3963,0,0.0
953,3967,0,0.0
954,3970,0,0.0
955,3974,0,0.0
956,3982,1,0.0
957,3983,0,0.0
958,3984,0,0.0
959,3987,0,0.0
960,3993,0,0.0
961,3997,0,0.0
962,3999,0,0.0
963,4002,0,0.0
964,4004,0,0.0
965,4009,0,0.0
966,4014,0,0.0
967,4021,1,0.0
968,4031,0,0.0
969,4033,0,0.0
970,4043,0,0.0
971,4047,0,0.0
972,4054,0,0.0
973,4070,0,0.0
974,4071,0,0.0
975,4073,0,0.0
976,4079,0,0.0
977,4080,0,0.0
978,4083,0,0.0
979,4085,0,0.0
980,4089,0,0.0
981,4090,0,0.0
982,4092,0,0.0
983,4097,0,0.0
984,4099,0,0.0
985,4101,0,0.0
986,4110,0,0.0
987,4114,0,0.0
988,4115,0,0.0
989,4125,0,0.0
990,4129,0,0.0
991,4131,0,0.0
992,4135,0,0.0
993,4136,0,0.0
994,4142,0,0.0
995,4149,0,0.0
996,4150,0,0.0
997,4154,0,0.0
998,4156,0,0.0
999,4169,0,0.0
1000,4170,0,0.0
1001,4172,0,0.0
1002,4175,0,0.0
1003,4176,0,0.0
1004,4184,0,0.0
1005,4185,0,0.0
1006,4187,0,0.0
1007,4194,0,0.0
1008,4195,0,0.0
1009,4196,0,0.0
1010,4207,0,0.0
1011,4215,0,0.0
1012,4216,0,0.0
1013,4224,0,0.0
1014,4225,0,0.0
1015,4226,0,0.0
1016,4229,0,0.0
1017,4230,0,0.0
1018,4234,0,0.0
1019,4239,0,0.0
1020,4249,0,0.0
1021,4251,0,0.0
1022,4263,0,0.0
1023,4266,0,0.0
1024,4275,0,0.0
1025,4280,0,0.0
1026,4284,0,0.0
1027,4287,0,0.0
1028,4293,0,0.0
1029,4299,0,0.0
1030,4311,0,0.0
1031,4325,0,0.0
1032,4330,0,0.0
1033,4332,0,0.0
1034,4335,0,0.0
1035,4339,0,0.0
1036,4342,0,0.0
1037,4344,0,0.0
1038,4354,0,0.0
1039,4361,0,0.0
1040,4362,0,0.0
1041,4363,0,0.0
1042,4369,0,0.0
1043,4380,0,0.0
1044,4382,0,0.0
1045,4390,0,0.0
1046,4391,0,0.0
1047,4399,0,0.0
1048,4403,0,0.0
1049,4409,0,0.0
1050,4420,0,0.0
1051,4423,0,0.0
1052,4426,0,0.0
1053,4429,0,0.0
1054,4449,0,0.0
1055,4454,0,0.0
1056,4457,0,0.0
1057,4459,0,0.0
1058,4461,0,0.0
1059,4465,0,0.0
1060,4469,0,0.0
1061,4477,0,0.0
1062,4483,0,0.0
1063,4487,0,0.0
1064,4490,0,0.0
1065,4492,0,0.0
1066,4493,0,0.0
1067,4494,0,0.0
1068,4502,0,0.0
1069,4505,0,0.0
1070,4514,0,0.0
1071,4525,0,0.0
1072,4527,0,0.0
1073,4536,0,0.0
1074,4549,0,0.0
1075,4554,0,0.0
1076,4561,0,0.0
1077,4562,0,0.0
1078,4563,0,0.0
1079,4564,0,0.0
1080,4565,0,0.0
1081,4570,0,0.0
1082,4573,0,0.0
1083,4576,0,0.0
1084,4581,0,0.0
1085,4582,0,0.0
1086,4585,0,0.0
1087,4587,0,0.0
1088,4591,0,0.0
1089,4594,0,0.0
1090,4596,0,0.0
1091,4602,0,0.0
1092,4611,0,0.0
1093,4615,0,0.0
1094,4617,0,0.0
1095,4620,0,0.0
1096,4621,0,0.0
1097,4622,0,0.0
1098,4624,0,0.0
1099,4630,0,0.0
1100,4631,0,0.0
1101,4632,0,0.0
1102,4640,0,0.0
1103,4644,0,0.0
1104,4645,0,0.0
1105,4647,0,0.0
1106,4665,0,0.0
1107,4671,0,0.0
1108,4679,0,0.0
1109,4682,0,0.0
1110,4685,0,0.0
1111,4686,0,0.0
1112,4690,0,0.0
1113,4695,0,0.0
1114,4702,0,0.0
1115,4709,0,0.0
1116,4717,0,0.0
1117,4724,0,0.0
1118,4725,0,0.0
1119,4737,0,0.0
1120,4740,0,0.0
1121,4743,0,0.0
1122,4744,0,0.0
1123,4751,0,0.0
1124,4753,0,0.0
1125,4755,0,0.0
1126,4763,0,0.0
1127,4773,0,0.0
1128,4774,0,0.0
1129,4776,0,0.0
1130,4781,0,0.0
1131,4785,0,0.0
1132,4791,0,0.0
1133,4795,0,0.0
1134,4797,0,0.0
1135,4801,0,0.0
1136,4804,0,0.0
1137,4805,0,0.0
1138,4807,0,0.0
1139,4813,0,0.0
1140,4815,1,0.0
1141,4816,0,0.0
1142,4820,0,0.0
1143,4821,0,0.0
1144,4823,0,0.0
1145,4824,0,0.0
1146,4827,0,0.0
1147,4829,0,0.0
1148,4830,0,0.0
1149,4837,0,0.0
1150,4842,0,0.0
1151,4849,0,0.0
1152,4853,0,0.0
1153,4854,0,0.0
1154,4860,0,0.0
1155,4861,0,0.0
1156,4862,0,0.0
1157,4864,0,0.0
1158,4866,0,0.0
1159,4869,0,0.0
1160,4876,0,0.0
1161,4884,0,0.0
1162,4887,0,0.0
1163,4891,0,0.0
1164,4906,0,0.0
1165,4912,0,0.0
1166,4914,0,0.0
1167,4916,0,0.0
1168,4920,0,0.0
1169,4921,0,0.0
1170,4924,0,0.0
1171,4930,0,0.0
1172,4931,0,0.0
1173,4932,0,0.0
1174,4935,0,0.0
1175,4936,0,0.0
1176,4941,0,0.0
1177,4944,0,0.0
1178,4952,0,0.0
1179,4954,0,0.0
1180,4956,0,0.0
1181,4959,0,0.0
1182,4961,0,0.0
1183,4965,0,0.0
1184,4966,0,0.0
1185,4969,0,1.0
1186,4971,0,0.0
1187,4974,0,0.0
1188,4977,0,0.0
1189,4979,0,0.0
1190,4990,0,0.0
1191,4991,0,0.0
1192,5000,0,0.0
1193,5002,0,0.0
1194,5003,0,0.0
1195,5009,0,0.0
1196,5012,0,0.0
1197,5013,0,0.0
1198,5017,0,0.0
1199,5020,0,0.0
1200,5022,0,0.0
1201,5024,1,0.0
1202,5026,0,0.0
1203,5027,0,0.0
1204,5029,0,0.0
1205,5030,0,0.0
1206,5034,0,0.0
1207,5036,0,0.0
1208,5037,0,0.0
1209,5040,0,0.0
1210,5046,0,0.0
1211,5049,0,0.0
1212,5050,0,0.0
1213,5052,0,0.0
1214,5055,0,0.0
1215,5062,0,0.0
1216,5066,0,1.0
1217,5070,0,0.0
1218,5073,0,0.0
1219,5074,0,0.0
1220,5079,0,0.0
1221,5080,0,0.0
1222,5082,0,0.0
1223,5097,0,0.0
1224,5104,0,0.0
1225,5106,0,0.0
1226,5109,0,0.0
1227,5114,0,0.0
1228,5116,0,0.0
1229,5119,0,0.0
1230,5120,0,0.0
1231,5124,0,0.0
1232,5127,0,0.0
1233,5134,0,0.0
1234,5136,0,0.0
1235,5141,0,0.0
1236,5147,0,0.0
1237,5149,0,0.0
1238,5153,0,0.0
1239,5161,0,0.0
1240,5171,0,0.0
1241,5175,0,0.0
1242,5176,0,0.0
1243,5177,0,0.0
1244,5183,0,0.0
1245,5184,0,0.0
1246,5187,0,0.0
1247,5194,0,0.0
1248,5199,0,0.0
1249,5201,0,0.0
1250,5203,0,0.0
1251,5204,0,0.0
1252,5205,0,0.0
1253,5210,0,0.0
1254,5211,0,0.0
1255,5213,0,0.0
1256,5216,0,0.0
1257,5220,0,0.0
1258,5224,0,0.0
1259,5225,0,0.0
1260,5226,0,0.0
1261,5227,0,0.0
1262,5234,0,0.0
1263,5235,0,0.0
1264,5241,0,0.0
1265,5252,0,0.0
1266,5253,0,0.0
