,id,cold,cold_prediction
547,2179,0,0.0
548,2180,0,0.0
549,2190,0,0.0
550,2193,0,0.0
551,2197,0,0.0
552,2205,0,0.0
553,2207,0,0.0
554,2211,0,0.0
555,2214,0,0.0
556,2219,0,0.0
557,2221,0,0.0
558,2223,0,0.0
559,2225,0,0.0
560,2226,0,0.0
561,2232,0,0.0
562,2237,0,0.0
563,2252,0,0.0
564,2257,0,0.0
565,2260,0,0.0
566,2261,0,0.0
567,2263,0,0.0
568,2266,0,0.0
569,2267,0,0.0
570,2272,0,0.0
571,2274,0,0.0
572,2277,0,0.0
573,2282,0,0.0
574,2284,0,0.0
575,2286,0,0.0
576,2290,0,0.0
577,2299,0,0.0
578,2301,0,0.0
579,2302,0,0.0
580,2304,0,0.0
581,2307,0,0.0
582,2320,0,0.0
583,2321,0,0.0
584,2322,0,0.0
585,2326,0,0.0
586,2327,0,0.0
587,2336,0,0.0
588,2345,0,0.0
589,2350,0,0.0
590,2361,0,0.0
591,2363,0,0.0
592,2384,0,0.0
593,2385,0,0.0
594,2387,0,0.0
595,2390,0,0.0
596,2393,0,0.0
597,2397,0,0.0
598,2399,0,0.0
599,2403,0,0.0
600,2405,0,0.0
601,2406,0,0.0
602,2410,0,0.0
603,2413,0,0.0
604,2414,0,0.0
605,2416,0,0.0
606,2422,0,0.0
607,2423,0,0.0
608,2425,0,0.0
609,2426,0,0.0
610,2431,0,0.0
611,2432,0,0.0
612,2451,0,0.0
613,2455,0,0.0
614,2461,0,0.0
615,2463,0,0.0
616,2469,0,0.0
617,2472,0,0.0
618,2474,0,0.0
619,2475,0,0.0
620,2476,0,0.0
621,2477,0,0.0
622,2482,0,0.0
623,2485,0,0.0
624,2491,0,0.0
625,2494,0,0.0
626,2500,0,0.0
627,2501,0,0.0
628,2506,0,0.0
629,2513,0,0.0
630,2517,0,0.0
631,2525,0,0.0
632,2526,0,0.0
633,2529,0,0.0
634,2532,0,0.0
635,2544,0,0.0
636,2546,0,0.0
637,2553,0,0.0
638,2560,0,0.0
639,2561,0,0.0
640,2565,0,0.0
641,2569,0,0.0
642,2570,0,0.0
643,2572,0,0.0
644,2575,0,0.0
645,2579,0,0.0
646,2580,0,0.0
647,2583,0,0.0
648,2584,0,0.0
649,2586,0,0.0
650,2589,0,0.0
651,2596,0,0.0
652,2601,0,0.0
653,2616,0,0.0
654,2619,0,0.0
655,2625,0,0.0
656,2631,0,0.0
657,2635,0,0.0
658,2636,0,0.0
659,2641,0,0.0
660,2642,0,0.0
661,2644,0,0.0
662,2649,0,0.0
663,2656,0,0.0
664,2664,0,0.0
665,2672,0,0.0
666,2683,0,0.0
667,2691,0,0.0
668,2692,0,0.0
669,2694,0,0.0
670,2696,0,0.0
671,2700,0,0.0
672,2704,0,0.0
673,2710,0,0.0
674,2712,0,0.0
675,2714,0,0.0
676,2730,0,0.0
677,2732,0,0.0
678,2735,0,0.0
679,2736,0,0.0
680,2737,0,0.0
681,2740,0,0.0
682,2741,0,0.0
683,2742,0,0.0
684,2749,0,0.0
685,2752,0,0.0
686,2757,0,0.0
687,2761,0,0.0
688,2763,0,0.0
689,2772,0,0.0
690,2774,0,0.0
691,2780,0,0.0
692,2781,0,0.0
693,2783,0,0.0
694,2786,0,0.0
695,2787,0,0.0
696,2789,0,0.0
697,2790,0,0.0
698,2811,0,0.0
699,2814,0,0.0
700,2819,0,0.0
701,2822,0,0.0
702,2824,0,0.0
703,2832,0,0.0
704,2842,0,0.0
705,2845,0,0.0
706,2846,0,0.0
707,2850,0,0.0
708,2855,0,0.0
709,2856,0,0.0
710,2864,0,0.0
711,2866,0,0.0
712,2869,0,0.0
713,2881,0,0.0
714,2889,0,0.0
715,2893,0,0.0
716,2896,0,0.0
717,2899,0,0.0
718,2900,0,0.0
719,2909,0,0.0
720,2913,0,0.0
721,2914,0,0.0
722,2919,0,0.0
723,2921,0,0.0
724,2925,0,0.0
725,2931,0,0.0
726,2942,0,0.0
727,2951,0,0.0
728,2955,0,0.0
729,2961,0,0.0
730,2962,0,0.0
731,2966,0,0.0
732,2974,0,0.0
733,2976,0,0.0
734,2979,0,0.0
735,2986,0,0.0
736,2992,0,0.0
737,2993,0,0.0
738,2995,0,0.0
739,2997,0,0.0
740,2999,0,0.0
741,3003,0,0.0
742,3004,0,0.0
743,3005,0,0.0
744,3014,0,0.0
745,3019,0,0.0
746,3020,0,0.0
747,3023,0,0.0
748,3025,0,0.0
749,3029,0,0.0
750,3033,0,0.0
751,3035,0,0.0
752,3039,0,0.0
753,3040,0,0.0
754,3047,0,0.0
755,3050,0,0.0
756,3051,0,0.0
757,3060,0,0.0
758,3061,0,0.0
759,3075,0,0.0
760,3077,0,0.0
761,3079,0,0.0
762,3090,0,0.0
763,3096,0,0.0
764,3105,0,0.0
765,3115,0,0.0
766,3129,0,0.0
767,3131,0,0.0
768,3132,0,0.0
769,3133,0,0.0
770,3135,0,0.0
771,3140,0,0.0
772,3145,0,0.0
773,3146,0,0.0
774,3150,0,0.0
775,3151,0,0.0
776,3152,0,0.0
777,3157,0,0.0
778,3159,0,0.0
779,3165,0,0.0
780,3170,0,0.0
781,3174,0,0.0
782,3175,0,0.0
783,3184,0,0.0
784,3193,0,0.0
785,3194,0,0.0
786,3213,0,0.0
787,3217,0,0.0
788,3225,0,0.0
789,3230,0,0.0
790,3232,0,0.0
791,3240,0,0.0
792,3241,0,0.0
793,3245,0,0.0
794,3246,0,0.0
795,3255,0,0.0
796,3260,0,0.0
797,3261,0,0.0
798,3265,0,0.0
799,3280,0,0.0
800,3281,0,0.0
801,3283,0,0.0
802,3285,0,0.0
803,3289,0,0.0
804,3295,0,0.0
805,3300,0,0.0
806,3309,0,0.0
807,3310,0,0.0
808,3313,0,0.0
809,3316,0,0.0
810,3321,0,0.0
811,3322,0,0.0
812,3324,0,0.0
813,3331,0,0.0
814,3332,0,0.0
815,3333,0,0.0
816,3336,0,0.0
817,3337,0,0.0
818,3344,0,0.0
819,3345,0,0.0
820,3350,0,0.0
821,3353,0,0.0
822,3357,0,0.0
823,3365,0,0.0
824,3369,0,0.0
825,3372,0,0.0
826,3373,0,0.0
827,3377,0,0.0
828,3379,0,0.0
829,3382,0,0.0
830,3386,0,0.0
831,3387,0,0.0
832,3390,0,0.0
833,3393,0,0.0
834,3395,0,0.0
835,3402,0,0.0
836,3413,0,0.0
837,3416,0,0.0
838,3420,0,0.0
839,3422,0,0.0
840,3423,0,0.0
841,3426,0,0.0
842,3437,0,0.0
843,3439,0,0.0
844,3449,0,0.0
845,3454,0,0.0
846,3457,0,0.0
847,3461,0,0.0
848,3470,0,0.0
849,3473,0,0.0
850,3476,0,0.0
851,3481,0,0.0
852,3482,0,0.0
853,3485,0,0.0
854,3494,0,0.0
855,3504,0,0.0
856,3511,0,0.0
857,3520,0,0.0
858,3522,0,0.0
859,3527,0,0.0
860,3536,1,0.0
861,3544,0,0.0
862,3545,0,0.0
863,3551,0,0.0
864,3553,0,0.0
865,3555,1,0.0
866,3557,0,0.0
867,3559,0,0.0
868,3560,0,0.0
869,3571,0,0.0
870,3572,0,0.0
871,3582,0,0.0
872,3586,0,0.0
873,3590,0,0.0
874,3599,0,0.0
875,3601,0,0.0
876,3602,0,0.0
877,3606,0,0.0
878,3610,0,0.0
879,3613,0,0.0
880,3623,0,0.0
881,3626,0,0.0
882,3629,0,0.0
883,3631,0,0.0
884,3643,0,0.0
885,3644,0,0.0
886,3649,0,0.0
887,3651,0,0.0
888,3655,0,0.0
889,3660,0,0.0
890,3661,0,0.0
891,3662,0,0.0
892,3663,0,0.0
893,3666,0,0.0
894,3672,0,0.0
895,3673,0,0.0
896,3675,0,0.0
897,3691,0,0.0
898,3693,0,0.0
899,3701,0,0.0
900,3709,0,0.0
901,3715,0,0.0
902,3719,0,0.0
903,3721,0,0.0
904,3727,0,0.0
905,3729,0,0.0
906,3731,0,0.0
907,3739,0,0.0
908,3747,0,0.0
909,3751,0,0.0
910,3767,0,0.0
911,3770,0,0.0
912,3771,0,0.0
913,3774,0,0.0
914,3785,0,0.0
915,3787,0,0.0
916,3799,0,0.0
917,3800,0,0.0
918,3803,0,0.0
919,3805,0,0.0
920,3806,0,0.0
921,3807,0,0.0
922,3811,0,0.0
923,3820,0,0.0
924,3821,0,0.0
925,3823,0,0.0
926,3827,0,0.0
927,3831,0,0.0
928,3840,0,0.0
929,3843,0,0.0
930,3849,0,0.0
931,3855,0,0.0
932,3856,0,0.0
933,3857,0,0.0
934,3859,0,0.0
935,3860,0,0.0
936,3875,0,0.0
937,3884,0,0.0
938,3886,0,0.0
939,3887,0,0.0
940,3889,0,0.0
941,3891,0,0.0
942,3893,0,0.0
943,3894,0,0.0
944,3895,0,0.0
945,3897,0,0.0
946,3907,0,0.0
947,3912,0,0.0
948,3913,0,0.0
949,3915,0,0.0
950,3920,0,0.0
951,3922,0,0.0
952,3923,0,0.0
953,3926,0,0.0
954,3930,0,0.0
955,3940,0,0.0
956,3946,0,0.0
957,3961,0,0.0
958,3976,0,0.0
959,3982,0,0.0
960,3983,0,0.0
961,3986,0,0.0
962,3987,0,0.0
963,3989,0,0.0
964,3992,0,0.0
965,3994,0,0.0
966,4001,0,0.0
967,4002,0,0.0
968,4004,0,0.0
969,4010,0,0.0
970,4011,0,0.0
971,4024,0,0.0
972,4026,0,0.0
973,4027,0,0.0
974,4033,0,0.0
975,4034,0,0.0
976,4039,0,0.0
977,4041,0,0.0
978,4044,0,0.0
979,4046,0,0.0
980,4053,0,0.0
981,4056,0,0.0
982,4060,0,0.0
983,4061,0,0.0
984,4067,0,0.0
985,4069,0,0.0
986,4073,0,0.0
987,4074,0,0.0
988,4081,0,0.0
989,4084,0,0.0
990,4089,0,0.0
991,4090,0,0.0
992,4095,0,0.0
993,4096,0,0.0
994,4105,0,0.0
995,4107,0,0.0
996,4109,0,0.0
997,4110,0,0.0
998,4112,0,0.0
999,4121,0,0.0
1000,4122,0,0.0
1001,4129,0,0.0
1002,4130,0,0.0
1003,4132,0,0.0
1004,4136,0,0.0
1005,4139,0,0.0
1006,4141,0,0.0
1007,4143,0,0.0
1008,4145,0,1.0
1009,4153,0,0.0
1010,4155,0,0.0
1011,4157,0,0.0
1012,4159,0,0.0
1013,4161,0,0.0
1014,4169,0,0.0
1015,4172,0,0.0
1016,4175,0,0.0
1017,4179,0,0.0
1018,4181,0,0.0
1019,4182,0,0.0
1020,4183,0,0.0
1021,4194,0,0.0
1022,4196,0,0.0
1023,4199,0,0.0
1024,4203,0,0.0
1025,4211,0,0.0
1026,4212,0,0.0
1027,4217,0,0.0
1028,4221,0,0.0
1029,4223,0,0.0
1030,4226,0,0.0
1031,4240,0,0.0
1032,4241,0,0.0
1033,4242,0,0.0
1034,4245,0,0.0
1035,4246,0,0.0
1036,4249,0,0.0
1037,4252,0,0.0
1038,4254,0,0.0
1039,4270,0,0.0
1040,4273,0,0.0
1041,4274,0,0.0
1042,4279,0,0.0
1043,4280,0,0.0
1044,4284,0,0.0
1045,4287,0,0.0
1046,4302,0,0.0
1047,4311,0,0.0
1048,4321,0,0.0
1049,4324,0,0.0
1050,4330,0,0.0
1051,4333,0,0.0
1052,4336,0,0.0
1053,4340,0,0.0
1054,4343,0,0.0
1055,4346,0,0.0
1056,4353,0,0.0
1057,4355,0,0.0
1058,4356,0,0.0
1059,4359,0,0.0
1060,4360,0,0.0
1061,4365,0,0.0
1062,4366,0,0.0
1063,4369,0,0.0
1064,4371,0,0.0
1065,4377,0,0.0
1066,4381,0,0.0
1067,4385,0,0.0
1068,4392,0,0.0
1069,4396,0,0.0
1070,4399,0,0.0
1071,4402,0,0.0
1072,4404,0,0.0
1073,4409,0,0.0
1074,4416,1,0.0
1075,4422,0,0.0
1076,4432,0,0.0
1077,4442,0,0.0
1078,4445,0,0.0
1079,4454,0,0.0
1080,4459,0,0.0
1081,4462,0,0.0
1082,4469,0,0.0
1083,4472,0,0.0
1084,4473,0,0.0
1085,4474,0,0.0
1086,4476,0,0.0
1087,4479,0,0.0
1088,4480,0,0.0
1089,4491,0,0.0
1090,4492,0,0.0
1091,4494,0,0.0
1092,4495,0,0.0
1093,4502,0,0.0
1094,4507,0,0.0
1095,4511,0,0.0
1096,4513,0,0.0
1097,4514,0,0.0
1098,4520,0,0.0
1099,4521,0,0.0
1100,4525,0,0.0
1101,4526,0,0.0
1102,4531,0,0.0
1103,4533,0,0.0
1104,4534,0,0.0
1105,4536,0,0.0
1106,4539,0,0.0
1107,4542,0,0.0
1108,4549,0,0.0
1109,4556,0,0.0
1110,4557,0,0.0
1111,4559,0,0.0
1112,4560,0,0.0
1113,4566,0,0.0
1114,4569,0,0.0
1115,4572,0,0.0
1116,4573,0,0.0
1117,4579,0,0.0
1118,4585,0,0.0
1119,4586,0,0.0
1120,4591,0,0.0
1121,4595,0,0.0
1122,4596,0,0.0
1123,4601,0,0.0
1124,4606,0,0.0
1125,4607,0,0.0
1126,4613,0,0.0
1127,4614,0,0.0
1128,4615,0,0.0
1129,4617,0,0.0
1130,4621,0,0.0
1131,4623,0,0.0
1132,4624,0,0.0
1133,4631,0,0.0
1134,4633,0,0.0
1135,4634,0,0.0
1136,4645,0,0.0
1137,4649,0,0.0
1138,4650,0,0.0
1139,4653,0,0.0
1140,4657,0,0.0
1141,4661,0,0.0
1142,4662,0,0.0
1143,4663,0,0.0
1144,4667,0,0.0
1145,4671,0,0.0
1146,4674,0,0.0
1147,4686,0,0.0
1148,4691,0,0.0
1149,4697,0,0.0
1150,4699,0,0.0
1151,4703,0,0.0
1152,4705,0,0.0
1153,4706,0,0.0
1154,4709,0,0.0
1155,4722,0,0.0
1156,4724,0,0.0
1157,4725,0,0.0
1158,4726,0,0.0
1159,4737,0,0.0
1160,4744,0,0.0
1161,4745,0,0.0
1162,4752,0,0.0
1163,4753,0,0.0
1164,4757,0,0.0
1165,4759,0,0.0
1166,4763,0,0.0
1167,4766,0,0.0
1168,4771,0,0.0
1169,4774,0,0.0
1170,4779,0,0.0
1171,4783,0,0.0
1172,4786,0,0.0
1173,4790,0,0.0
1174,4796,0,0.0
1175,4797,0,0.0
1176,4800,0,0.0
1177,4801,0,0.0
1178,4802,0,0.0
1179,4804,0,0.0
1180,4817,0,0.0
1181,4821,0,0.0
1182,4829,0,0.0
1183,4833,0,0.0
1184,4834,0,0.0
1185,4842,0,0.0
1186,4844,0,0.0
1187,4847,0,0.0
1188,4856,0,0.0
1189,4873,0,0.0
1190,4882,0,0.0
1191,4885,0,0.0
1192,4893,0,0.0
1193,4907,0,0.0
1194,4913,0,0.0
1195,4915,0,0.0
1196,4917,0,0.0
1197,4919,0,0.0
1198,4927,0,0.0
1199,4935,0,0.0
1200,4940,0,0.0
1201,4942,0,0.0
1202,4951,0,0.0
1203,4952,0,0.0
1204,4953,0,0.0
1205,4954,0,0.0
1206,4956,0,0.0
1207,4964,0,0.0
1208,4965,0,0.0
1209,4971,0,0.0
1210,4973,0,0.0
1211,4979,0,0.0
1212,4993,0,0.0
1213,4995,0,0.0
1214,4999,0,0.0
1215,5015,0,0.0
1216,5017,0,0.0
1217,5020,0,0.0
1218,5024,0,0.0
1219,5025,0,0.0
1220,5029,0,0.0
1221,5030,0,0.0
1222,5034,0,0.0
1223,5035,0,0.0
1224,5037,0,0.0
1225,5040,0,0.0
1226,5041,0,0.0
1227,5057,0,0.0
1228,5062,0,0.0
1229,5071,0,0.0
1230,5075,0,0.0
1231,5076,0,0.0
1232,5077,0,0.0
1233,5086,0,0.0
1234,5093,0,0.0
1235,5095,0,0.0
1236,5096,0,0.0
1237,5101,0,0.0
1238,5103,0,0.0
1239,5105,0,0.0
1240,5113,0,0.0
1241,5115,0,0.0
1242,5119,0,0.0
1243,5127,0,0.0
1244,5132,0,0.0
1245,5134,0,0.0
1246,5135,0,0.0
1247,5139,0,0.0
1248,5140,0,0.0
1249,5141,0,0.0
1250,5157,0,0.0
1251,5169,0,0.0
1252,5173,0,0.0
1253,5175,0,0.0
1254,5180,0,0.0
1255,5181,0,0.0
1256,5184,0,0.0
1257,5187,0,0.0
1258,5189,0,0.0
1259,5199,0,0.0
1260,5214,0,0.0
1261,5219,0,0.0
1262,5224,0,0.0
1263,5225,0,0.0
1264,5229,0,0.0
1265,5232,0,0.0
1266,5233,0,0.0
