,id,shelter,shelter_prediction
170,781,1,0.0
171,783,0,0.0
172,784,0,0.0
173,785,0,0.0
174,801,1,0.0
175,810,0,1.0
176,817,0,0.0
177,830,0,0.0
178,831,0,0.0
179,834,1,0.0
180,839,1,0.0
181,843,0,0.0
182,861,0,0.0
183,862,0,0.0
184,862,0,0.0
185,871,0,0.0
186,876,0,0.0
187,885,0,0.0
188,895,0,0.0
189,897,0,0.0
190,899,0,0.0
191,900,1,1.0
192,905,0,0.0
193,911,0,0.0
194,914,0,0.0
195,920,0,0.0
196,923,0,0.0
197,930,1,1.0
198,931,0,0.0
199,937,0,0.0
200,940,0,0.0
201,943,0,0.0
202,947,0,0.0
203,952,0,0.0
204,957,0,0.0
205,965,0,0.0
206,970,1,1.0
207,973,0,0.0
208,974,0,1.0
209,980,0,0.0
210,983,0,0.0
211,1000,0,0.0
212,1001,0,0.0
213,1005,0,0.0
214,1009,0,0.0
215,1012,0,0.0
216,1014,1,0.0
217,1016,1,0.0
218,1019,1,1.0
219,1020,0,0.0
220,1022,0,0.0
221,1025,0,0.0
222,1027,0,0.0
223,1031,0,1.0
224,1036,0,1.0
225,1041,0,0.0
226,1047,0,1.0
227,1055,0,0.0
228,1056,1,0.0
229,1057,0,0.0
230,1061,1,0.0
231,1062,0,0.0
232,1077,0,0.0
233,1079,0,0.0
234,1080,0,0.0
235,1082,0,0.0
236,1094,0,0.0
237,1104,0,0.0
238,1106,0,0.0
239,1109,0,0.0
240,1110,0,0.0
241,1111,0,0.0
242,1115,0,0.0
243,1119,0,0.0
244,1127,1,0.0
245,1137,0,0.0
246,1139,0,0.0
247,1149,0,0.0
248,1155,0,0.0
249,1163,1,0.0
250,1166,0,0.0
251,1171,0,1.0
252,1172,1,1.0
253,1173,0,0.0
254,1176,0,0.0
255,1180,0,0.0
256,1181,0,0.0
257,1184,0,0.0
258,1186,0,0.0
259,1190,0,0.0
260,1194,0,0.0
261,1196,0,0.0
262,1199,0,0.0
263,1200,0,0.0
264,1206,0,0.0
265,1212,0,0.0
266,1215,1,0.0
267,1219,0,0.0
268,1221,0,0.0
269,1223,0,0.0
270,1230,0,0.0
271,1231,0,0.0
272,1232,0,0.0
273,1239,0,0.0
274,1243,0,0.0
275,1246,0,0.0
276,1247,1,0.0
277,1249,0,0.0
278,1250,0,0.0
279,1253,0,0.0
280,1256,0,0.0
281,1264,1,0.0
282,1265,0,0.0
283,1274,0,1.0
284,1277,0,0.0
285,1280,0,1.0
286,1285,0,0.0
287,1286,0,0.0
288,1302,0,0.0
289,1304,0,0.0
290,1313,0,0.0
291,1323,0,0.0
292,1325,0,0.0
293,1332,0,0.0
294,1333,1,0.0
295,1339,0,0.0
296,1340,0,0.0
297,1341,0,0.0
298,1342,1,0.0
299,1344,0,0.0
300,1347,1,0.0
301,1349,1,1.0
302,1351,0,0.0
303,1353,0,0.0
304,1355,0,1.0
305,1359,1,0.0
306,1365,0,0.0
307,1366,0,0.0
308,1369,0,0.0
309,1371,0,0.0
310,1375,0,0.0
311,1379,0,0.0
312,1380,0,0.0
313,1381,0,0.0
314,1384,0,0.0
315,1392,0,1.0
316,1401,0,0.0
317,1402,0,0.0
318,1407,1,0.0
319,1409,0,0.0
320,1410,0,0.0
321,1412,0,0.0
322,1430,0,0.0
323,1436,0,0.0
324,1437,1,0.0
325,1439,0,0.0
326,1444,0,0.0
327,1445,0,0.0
328,1447,0,1.0
329,1449,0,0.0
330,1450,0,0.0
331,1451,0,1.0
332,1452,0,0.0
333,1454,0,0.0
334,1457,0,0.0
335,1461,1,0.0
336,1462,0,0.0
337,1463,0,0.0
338,1464,0,0.0
339,1470,0,0.0
340,1473,0,0.0
341,1481,0,0.0
342,1483,0,1.0
343,1486,1,1.0
344,1491,0,1.0
345,1492,1,0.0
346,1493,0,0.0
347,1500,0,0.0
348,1504,0,0.0
349,1509,0,0.0
350,1511,0,0.0
351,1513,0,0.0
352,1514,1,0.0
353,1516,0,0.0
354,1519,0,0.0
355,1522,0,0.0
356,1539,0,0.0
357,1540,0,0.0
358,1541,0,0.0
359,1542,0,0.0
360,1543,0,0.0
361,1544,0,0.0
362,1550,0,0.0
363,1554,0,0.0
364,1559,0,0.0
365,1561,0,0.0
366,1562,0,0.0
367,1564,0,0.0
368,1567,0,0.0
369,1571,0,0.0
370,1572,0,0.0
371,1577,0,0.0
372,1582,0,0.0
373,1583,0,0.0
374,1585,0,1.0
375,1586,0,0.0
376,1592,0,0.0
377,1593,0,0.0
378,1594,0,0.0
379,1597,0,0.0
380,1599,0,0.0
381,1601,0,0.0
382,1606,0,0.0
383,1607,0,0.0
384,1612,1,0.0
385,1613,1,0.0
386,1615,0,0.0
387,1621,0,0.0
388,1622,0,0.0
389,1624,1,1.0
390,1632,0,0.0
391,1637,0,0.0
392,1639,0,0.0
393,1640,0,0.0
394,1642,0,0.0
395,1643,1,0.0
396,1647,0,0.0
397,1652,1,0.0
398,1655,0,0.0
399,1657,0,0.0
400,1660,0,0.0
401,1662,0,0.0
402,1663,0,0.0
403,1664,0,0.0
404,1665,0,1.0
405,1671,1,0.0
406,1677,0,0.0
407,1681,0,0.0
408,1683,0,0.0
409,1689,0,0.0
410,1694,0,0.0
411,1699,0,0.0
412,1703,0,0.0
413,1710,0,1.0
414,1712,0,0.0
415,1713,0,0.0
416,1722,0,1.0
417,1739,0,0.0
418,1747,0,0.0
419,1757,0,0.0
420,1764,0,0.0
421,1765,1,0.0
422,1767,0,0.0
423,1772,0,0.0
424,1773,1,1.0
425,1781,0,1.0
426,1782,0,0.0
427,1783,0,0.0
428,1790,0,0.0
429,1792,0,0.0
430,1793,0,0.0
431,1799,1,0.0
432,1801,0,0.0
433,1809,0,0.0
434,1814,0,0.0
435,1831,0,0.0
436,1835,1,0.0
437,1839,0,0.0
438,1840,0,0.0
439,1846,0,0.0
440,1851,0,0.0
441,1854,0,0.0
442,1856,0,0.0
443,1864,0,0.0
444,1866,0,0.0
445,1876,0,0.0
446,1877,0,0.0
447,1881,0,0.0
448,1882,0,0.0
449,1883,0,0.0
450,1884,0,0.0
451,1889,0,0.0
452,1895,0,0.0
453,1897,0,0.0
454,1899,0,0.0
455,1904,0,0.0
456,1906,0,0.0
457,1910,0,0.0
458,1913,0,0.0
459,1916,1,0.0
460,1923,0,0.0
461,1936,0,0.0
462,1937,0,0.0
463,1940,0,0.0
464,1941,0,0.0
465,1944,0,0.0
466,1946,0,0.0
467,1953,0,0.0
468,1960,1,0.0
469,1965,0,0.0
470,1974,0,0.0
471,1981,0,0.0
472,1985,0,0.0
473,1989,0,0.0
474,1993,0,0.0
475,1997,0,0.0
476,2002,0,0.0
477,2003,0,0.0
478,2007,0,0.0
479,2022,0,0.0
480,2024,0,0.0
481,2029,0,0.0
482,2035,0,0.0
483,2036,0,0.0
484,2037,0,0.0
485,2039,0,1.0
486,2040,0,0.0
487,2041,0,0.0
488,2049,0,0.0
489,2054,0,0.0
490,2055,0,1.0
491,2056,0,0.0
492,2062,0,0.0
493,2063,0,0.0
494,2079,0,0.0
495,2080,0,0.0
496,2086,0,0.0
497,2087,1,0.0
498,2093,0,0.0
499,2094,0,0.0
500,2104,0,0.0
501,2115,0,0.0
502,2116,1,0.0
503,2117,0,0.0
504,2126,1,0.0
505,2135,0,0.0
506,2137,0,0.0
507,2139,0,0.0
508,2140,0,0.0
509,2144,0,0.0
510,2146,0,0.0
511,2152,0,0.0
512,2155,0,0.0
513,2162,0,0.0
514,2163,0,0.0
515,2164,0,0.0
516,2172,0,0.0
517,2175,0,0.0
518,2180,0,0.0
519,2184,1,0.0
520,2190,1,0.0
521,2200,0,0.0
522,2207,0,0.0
523,2211,0,0.0
524,2212,0,0.0
525,2214,0,0.0
526,2219,0,0.0
527,2222,0,0.0
528,2239,1,1.0
529,2240,0,0.0
530,2244,0,0.0
531,2251,0,0.0
532,2252,0,0.0
533,2254,0,0.0
534,2255,0,0.0
535,2259,1,0.0
536,2262,0,0.0
537,2266,0,0.0
538,2276,0,0.0
539,2284,0,0.0
540,2287,0,0.0
541,2294,0,1.0
542,2301,0,0.0
543,2304,0,0.0
544,2312,0,0.0
545,2313,0,0.0
546,2329,0,0.0
547,2334,1,0.0
548,2342,0,0.0
549,2343,0,0.0
550,2353,0,0.0
551,2356,0,0.0
552,2359,0,0.0
553,2360,0,0.0
554,2361,0,0.0
555,2363,0,0.0
556,2366,0,0.0
557,2367,0,0.0
558,2375,0,0.0
559,2377,0,0.0
560,2380,0,0.0
561,2381,0,0.0
562,2383,0,0.0
563,2394,0,0.0
564,2395,0,0.0
565,2397,1,0.0
566,2399,0,0.0
567,2400,0,0.0
568,2401,0,0.0
569,2402,0,0.0
570,2410,0,0.0
571,2412,1,0.0
572,2417,0,0.0
573,2420,0,0.0
574,2426,0,0.0
575,2443,1,1.0
576,2444,0,0.0
577,2446,0,0.0
578,2450,0,0.0
579,2451,0,0.0
580,2452,0,0.0
581,2455,0,0.0
582,2457,0,0.0
583,2463,0,0.0
584,2464,0,0.0
585,2470,0,0.0
586,2471,0,0.0
587,2475,0,0.0
588,2476,0,0.0
589,2481,0,0.0
590,2486,0,0.0
591,2489,0,0.0
592,2493,0,0.0
593,2494,0,0.0
594,2500,0,0.0
595,2501,0,0.0
596,2503,0,0.0
597,2506,0,0.0
598,2510,0,0.0
599,2512,0,0.0
600,2513,0,0.0
601,2517,0,0.0
602,2519,0,0.0
603,2521,1,0.0
604,2522,0,0.0
605,2526,0,0.0
606,2527,0,0.0
607,2529,0,0.0
608,2530,0,0.0
609,2533,0,0.0
610,2543,0,0.0
611,2545,0,0.0
612,2550,0,0.0
613,2552,1,1.0
614,2553,0,0.0
615,2560,1,0.0
616,2561,0,0.0
617,2565,1,0.0
618,2569,0,0.0
619,2570,0,0.0
620,2574,0,0.0
621,2580,0,1.0
622,2583,1,1.0
623,2592,1,0.0
624,2593,0,0.0
625,2599,0,0.0
626,2607,0,0.0
627,2609,0,0.0
628,2619,0,0.0
629,2625,0,0.0
630,2629,0,0.0
631,2631,0,0.0
632,2633,0,0.0
633,2640,0,0.0
634,2642,0,0.0
635,2653,0,0.0
636,2654,0,0.0
637,2664,0,0.0
638,2670,0,1.0
639,2675,0,0.0
640,2676,0,0.0
641,2677,0,0.0
642,2680,0,0.0
643,2681,0,0.0
644,2685,0,0.0
645,2696,0,0.0
646,2700,0,0.0
647,2710,0,0.0
648,2715,0,0.0
649,2730,0,0.0
650,2732,0,0.0
651,2736,1,1.0
652,2739,0,0.0
653,2741,0,0.0
654,2742,0,0.0
655,2747,0,0.0
656,2750,0,0.0
657,2752,0,0.0
658,2753,0,0.0
659,2754,0,0.0
660,2755,1,0.0
661,2757,0,0.0
662,2759,0,0.0
663,2770,0,0.0
664,2773,0,0.0
665,2787,0,0.0
666,2790,1,0.0
667,2795,0,0.0
668,2796,0,0.0
669,2797,0,0.0
670,2801,0,0.0
671,2803,0,0.0
672,2804,0,0.0
673,2814,0,0.0
674,2819,0,0.0
675,2821,1,0.0
676,2822,0,1.0
677,2829,0,0.0
678,2832,0,0.0
679,2833,0,0.0
680,2841,0,0.0
681,2846,0,0.0
682,2850,1,0.0
683,2861,0,0.0
684,2866,0,0.0
685,2871,0,0.0
686,2876,0,0.0
687,2877,0,0.0
688,2880,0,0.0
689,2881,0,0.0
690,2882,0,0.0
691,2885,0,0.0
692,2889,0,0.0
693,2892,1,0.0
694,2893,0,0.0
695,2902,0,0.0
696,2909,0,0.0
697,2913,0,0.0
698,2929,0,0.0
699,2934,0,0.0
700,2935,0,0.0
701,2940,0,0.0
702,2941,0,0.0
703,2943,0,0.0
704,2945,0,0.0
705,2956,0,1.0
706,2959,0,0.0
707,2961,0,0.0
708,2964,0,0.0
709,2977,0,0.0
710,2981,0,0.0
711,2985,0,0.0
712,2992,0,0.0
713,2995,0,0.0
714,2997,0,0.0
715,3004,1,0.0
716,3011,0,0.0
717,3020,1,0.0
718,3022,1,0.0
719,3023,0,0.0
720,3024,0,1.0
721,3030,0,1.0
722,3032,1,0.0
723,3033,1,0.0
724,3034,0,0.0
725,3037,0,0.0
726,3045,1,0.0
727,3047,0,0.0
728,3049,0,0.0
729,3051,0,0.0
730,3055,1,1.0
731,3060,0,0.0
732,3061,0,1.0
733,3062,1,0.0
734,3063,0,0.0
735,3067,0,0.0
736,3072,0,0.0
737,3073,0,0.0
738,3081,0,0.0
739,3092,0,0.0
740,3100,0,1.0
741,3102,0,0.0
742,3103,0,0.0
743,3105,0,0.0
744,3107,0,0.0
745,3112,0,1.0
746,3120,0,0.0
747,3122,0,0.0
748,3124,0,0.0
749,3125,0,0.0
750,3129,0,0.0
751,3133,0,0.0
752,3136,1,0.0
753,3146,0,0.0
754,3153,0,0.0
755,3154,0,0.0
756,3159,0,0.0
757,3163,0,0.0
758,3166,0,0.0
759,3169,0,0.0
760,3174,0,0.0
761,3177,0,0.0
762,3180,0,0.0
763,3182,0,0.0
764,3189,0,1.0
765,3196,0,0.0
766,3200,0,0.0
767,3204,0,0.0
768,3207,0,0.0
769,3209,0,0.0
770,3212,0,0.0
771,3213,1,0.0
772,3217,0,0.0
773,3217,0,0.0
774,3222,0,1.0
775,3225,0,0.0
776,3227,1,0.0
777,3231,1,1.0
778,3233,1,0.0
779,3237,0,0.0
780,3241,0,0.0
781,3243,0,0.0
782,3246,0,0.0
783,3247,1,0.0
784,3254,0,0.0
785,3257,0,0.0
786,3261,0,0.0
787,3266,0,0.0
788,3275,0,0.0
789,3277,0,0.0
790,3280,0,0.0
791,3299,1,1.0
792,3304,0,0.0
793,3306,1,0.0
794,3310,0,0.0
795,3316,0,0.0
796,3320,0,0.0
797,3322,0,0.0
798,3325,0,0.0
799,3326,0,0.0
800,3329,0,0.0
801,3330,0,0.0
802,3333,0,0.0
803,3334,0,0.0
804,3336,0,0.0
805,3339,1,0.0
806,3344,1,1.0
807,3352,1,0.0
808,3353,0,0.0
809,3357,0,0.0
810,3360,0,0.0
811,3366,1,1.0
812,3367,0,0.0
813,3373,1,0.0
814,3376,0,0.0
815,3379,0,0.0
816,3386,0,0.0
817,3399,0,0.0
818,3400,0,0.0
819,3405,0,0.0
820,3414,0,1.0
821,3415,0,0.0
822,3422,1,0.0
823,3426,0,0.0
824,3430,0,1.0
825,3439,0,0.0
826,3440,1,0.0
827,3443,0,0.0
828,3447,1,1.0
829,3452,0,0.0
830,3463,1,0.0
831,3465,1,0.0
832,3471,0,0.0
833,3474,0,0.0
834,3477,0,0.0
835,3479,0,0.0
836,3481,0,1.0
837,3482,0,0.0
838,3487,0,0.0
839,3489,1,0.0
840,3497,0,0.0
841,3503,0,0.0
842,3505,0,0.0
843,3506,0,0.0
844,3509,1,0.0
845,3512,0,0.0
846,3513,0,0.0
847,3517,0,0.0
848,3521,1,0.0
849,3522,0,0.0
850,3530,0,0.0
851,3539,0,0.0
852,3541,0,0.0
853,3552,0,0.0
854,3559,0,0.0
855,3567,0,0.0
856,3571,0,0.0
857,3572,0,0.0
858,3575,0,0.0
859,3579,0,0.0
860,3582,0,0.0
861,3585,0,0.0
862,3586,0,1.0
863,3590,0,0.0
864,3594,0,0.0
865,3595,1,1.0
866,3596,0,0.0
867,3600,0,0.0
868,3602,1,1.0
869,3603,0,0.0
870,3604,0,0.0
871,3606,0,0.0
872,3613,0,0.0
873,3624,1,0.0
874,3625,0,0.0
875,3626,0,0.0
876,3629,0,0.0
877,3631,0,0.0
878,3633,0,1.0
879,3634,0,0.0
880,3637,0,0.0
881,3651,0,0.0
882,3652,0,0.0
883,3654,0,0.0
884,3657,0,0.0
885,3660,0,0.0
886,3664,0,0.0
887,3669,0,0.0
888,3670,0,0.0
889,3685,0,0.0
890,3689,0,0.0
891,3693,0,0.0
892,3694,0,0.0
893,3699,0,0.0
894,3703,0,0.0
895,3711,0,0.0
896,3714,0,0.0
897,3715,0,0.0
898,3719,1,0.0
899,3721,0,0.0
900,3731,0,0.0
901,3743,0,0.0
902,3749,0,0.0
903,3753,1,1.0
904,3756,0,0.0
905,3759,0,0.0
906,3760,0,0.0
907,3764,0,0.0
908,3784,0,0.0
909,3785,0,0.0
910,3789,0,0.0
911,3790,0,0.0
912,3792,0,0.0
913,3799,0,0.0
914,3801,0,0.0
915,3803,0,0.0
916,3810,0,0.0
917,3811,0,0.0
918,3813,1,0.0
919,3815,0,0.0
920,3821,0,0.0
921,3822,0,0.0
922,3823,0,1.0
923,3825,0,1.0
924,3830,0,0.0
925,3834,0,0.0
926,3836,1,0.0
927,3839,0,0.0
928,3846,0,0.0
929,3853,0,0.0
930,3855,0,0.0
931,3859,0,1.0
932,3861,0,0.0
933,3862,0,0.0
934,3864,1,0.0
935,3870,0,0.0
936,3882,0,0.0
937,3885,0,0.0
938,3886,0,0.0
939,3889,0,0.0
940,3893,0,0.0
941,3895,0,0.0
942,3896,0,0.0
943,3897,0,0.0
944,3906,0,0.0
945,3907,1,0.0
946,3910,0,0.0
947,3914,0,0.0
948,3917,0,0.0
949,3921,0,0.0
950,3931,1,1.0
951,3933,0,0.0
952,3945,0,0.0
953,3947,0,0.0
954,3950,0,0.0
955,3953,0,0.0
956,3954,1,0.0
957,3955,0,0.0
958,3957,0,0.0
959,3962,0,1.0
960,3963,1,0.0
961,3964,0,0.0
962,3966,0,0.0
963,3967,0,0.0
964,3969,0,0.0
965,3970,0,0.0
966,3987,0,0.0
967,3991,0,0.0
968,3994,0,0.0
969,4001,0,0.0
970,4003,0,0.0
971,4004,0,0.0
972,4007,0,0.0
973,4009,0,0.0
974,4014,0,0.0
975,4026,0,0.0
976,4029,0,0.0
977,4035,0,0.0
978,4040,0,0.0
979,4045,0,1.0
980,4053,0,0.0
981,4054,0,0.0
982,4062,0,0.0
983,4069,0,0.0
984,4074,0,0.0
985,4077,0,0.0
986,4082,0,0.0
987,4084,1,0.0
988,4087,0,0.0
989,4090,0,0.0
990,4094,0,0.0
991,4096,0,0.0
992,4097,0,0.0
993,4109,0,0.0
994,4119,0,0.0
995,4121,0,0.0
996,4122,0,1.0
997,4125,0,0.0
998,4129,0,0.0
999,4130,0,0.0
1000,4133,0,0.0
1001,4141,0,0.0
1002,4149,0,0.0
1003,4156,0,0.0
1004,4157,0,0.0
1005,4159,1,1.0
1006,4161,0,0.0
1007,4163,0,0.0
1008,4169,0,0.0
1009,4173,0,0.0
1010,4176,0,0.0
1011,4179,0,0.0
1012,4183,0,0.0
1013,4184,0,0.0
1014,4191,0,0.0
1015,4192,0,0.0
1016,4200,0,0.0
1017,4212,0,0.0
1018,4214,0,0.0
1019,4216,0,0.0
1020,4217,0,0.0
1021,4219,0,0.0
1022,4224,1,1.0
1023,4225,0,0.0
1024,4226,0,0.0
1025,4231,0,0.0
1026,4235,0,0.0
1027,4237,0,0.0
1028,4241,0,0.0
1029,4243,0,0.0
1030,4244,0,0.0
1031,4257,0,0.0
1032,4263,0,0.0
1033,4266,0,0.0
1034,4267,0,0.0
1035,4269,0,0.0
1036,4282,0,0.0
1037,4283,0,0.0
1038,4284,0,0.0
1039,4285,0,0.0
1040,4291,0,0.0
1041,4296,0,0.0
1042,4299,0,0.0
1043,4302,1,1.0
1044,4309,1,1.0
1045,4310,1,0.0
1046,4312,0,0.0
1047,4315,0,0.0
1048,4335,0,0.0
1049,4336,1,1.0
1050,4343,0,0.0
1051,4345,0,0.0
1052,4350,0,0.0
1053,4352,0,0.0
1054,4353,0,0.0
1055,4355,0,0.0
1056,4357,0,0.0
1057,4359,0,0.0
1058,4364,0,0.0
1059,4367,0,0.0
1060,4369,0,0.0
1061,4370,0,0.0
1062,4371,0,0.0
1063,4376,0,0.0
1064,4384,0,0.0
1065,4390,0,0.0
1066,4395,0,0.0
1067,4399,0,0.0
1068,4404,0,0.0
1069,4409,0,0.0
1070,4410,0,0.0
1071,4411,0,0.0
1072,4412,1,0.0
1073,4412,1,0.0
1074,4420,0,1.0
1075,4421,0,0.0
1076,4426,0,0.0
1077,4427,0,0.0
1078,4431,1,0.0
1079,4434,0,0.0
1080,4442,0,0.0
1081,4444,0,0.0
1082,4449,0,0.0
1083,4461,0,0.0
1084,4462,0,0.0
1085,4470,0,0.0
1086,4477,0,0.0
1087,4481,0,0.0
1088,4482,0,0.0
1089,4484,1,0.0
1090,4486,0,0.0
1091,4490,0,0.0
1092,4491,0,0.0
1093,4497,0,0.0
1094,4503,1,1.0
1095,4506,0,0.0
1096,4509,0,1.0
1097,4514,0,0.0
1098,4515,1,0.0
1099,4519,0,0.0
1100,4521,0,0.0
1101,4523,0,0.0
1102,4537,1,0.0
1103,4539,0,0.0
1104,4543,0,0.0
1105,4559,0,0.0
1106,4561,0,0.0
1107,4566,0,0.0
1108,4569,0,0.0
1109,4574,0,0.0
1110,4575,0,0.0
1111,4576,0,0.0
1112,4580,0,1.0
1113,4587,0,0.0
1114,4590,0,0.0
1115,4594,0,0.0
1116,4595,0,0.0
1117,4604,0,0.0
1118,4607,0,0.0
1119,4611,0,0.0
1120,4630,0,0.0
1121,4639,0,0.0
1122,4644,0,0.0
1123,4645,1,1.0
1124,4649,0,0.0
1125,4650,0,0.0
1126,4653,0,0.0
1127,4667,0,0.0
1128,4669,0,0.0
1129,4672,0,0.0
1130,4677,0,0.0
1131,4692,0,0.0
1132,4694,0,0.0
1133,4697,0,0.0
1134,4699,0,1.0
1135,4702,1,0.0
1136,4713,0,0.0
1137,4716,0,0.0
1138,4724,0,0.0
1139,4726,0,0.0
1140,4730,0,0.0
1141,4733,0,0.0
1142,4735,0,0.0
1143,4741,1,1.0
1144,4746,1,1.0
1145,4749,0,0.0
1146,4754,0,0.0
1147,4762,0,0.0
1148,4763,0,0.0
1149,4765,0,0.0
1150,4772,0,1.0
1151,4773,0,0.0
1152,4774,0,0.0
1153,4777,0,0.0
1154,4779,0,0.0
1155,4783,0,0.0
1156,4787,0,0.0
1157,4792,0,0.0
1158,4793,0,0.0
1159,4810,0,0.0
1160,4817,0,0.0
1161,4820,0,0.0
1162,4823,0,0.0
1163,4827,0,0.0
1164,4829,0,0.0
1165,4830,0,0.0
1166,4833,0,0.0
1167,4834,0,0.0
1168,4835,0,0.0
1169,4843,1,0.0
1170,4850,0,0.0
1171,4855,0,0.0
1172,4856,0,0.0
1173,4864,0,0.0
1174,4866,0,0.0
1175,4875,0,0.0
1176,4883,0,0.0
1177,4884,0,0.0
1178,4886,0,0.0
1179,4889,0,0.0
1180,4893,0,0.0
1181,4894,1,0.0
1182,4902,0,0.0
1183,4905,0,0.0
1184,4909,0,0.0
1185,4910,0,0.0
1186,4913,0,0.0
1187,4914,0,0.0
1188,4924,0,0.0
1189,4935,0,0.0
1190,4936,0,0.0
1191,4937,0,0.0
1192,4940,0,0.0
1193,4954,0,0.0
1194,4956,0,0.0
1195,4959,1,0.0
1196,4960,0,0.0
1197,4963,0,0.0
1198,4989,0,0.0
1199,4992,0,0.0
1200,4993,0,0.0
1201,4997,0,0.0
1202,4999,0,0.0
1203,5000,0,0.0
1204,5001,0,0.0
1205,5004,0,0.0
1206,5014,0,0.0
1207,5015,0,0.0
1208,5020,0,0.0
1209,5021,0,0.0
1210,5023,0,0.0
1211,5025,0,0.0
1212,5027,0,0.0
1213,5033,0,0.0
1214,5037,1,1.0
1215,5045,0,0.0
1216,5049,0,0.0
1217,5050,0,0.0
1218,5052,0,0.0
1219,5053,0,0.0
1220,5056,0,0.0
1221,5057,0,0.0
1222,5059,1,0.0
1223,5061,0,0.0
1224,5062,0,0.0
1225,5070,0,0.0
1226,5077,0,0.0
1227,5079,0,0.0
1228,5096,1,1.0
1229,5105,0,0.0
1230,5106,0,1.0
1231,5122,0,0.0
1232,5134,0,0.0
1233,5135,1,0.0
1234,5139,0,0.0
1235,5142,0,0.0
1236,5147,0,0.0
1237,5151,0,0.0
1238,5153,0,0.0
1239,5154,0,0.0
1240,5156,0,0.0
1241,5161,0,0.0
1242,5166,0,0.0
1243,5170,0,1.0
1244,5172,0,0.0
1245,5173,0,0.0
1246,5175,0,0.0
1247,5176,0,0.0
1248,5186,0,0.0
1249,5189,0,0.0
1250,5191,0,0.0
1251,5192,0,0.0
1252,5193,0,0.0
1253,5200,0,0.0
1254,5201,0,0.0
1255,5203,0,0.0
1256,5204,0,0.0
1257,5207,0,0.0
1258,5212,0,0.0
1259,5219,0,0.0
1260,5222,0,0.0
1261,5226,0,0.0
1262,5232,0,0.0
1263,5233,1,0.0
1264,5241,1,0.0
