,id,transport,transport_prediction
267,1171,0,0.0
268,1174,0,0.0
269,1176,0,0.0
270,1183,0,0.0
271,1184,0,0.0
272,1189,1,0.0
273,1196,0,0.0
274,1200,0,0.0
275,1201,0,0.0
276,1203,0,0.0
277,1205,0,0.0
278,1206,0,0.0
279,1209,0,0.0
280,1210,0,0.0
281,1215,0,0.0
282,1217,0,0.0
283,1231,0,0.0
284,1254,0,0.0
285,1257,0,0.0
286,1260,0,0.0
287,1264,0,0.0
288,1267,0,0.0
289,1270,0,0.0
290,1284,0,0.0
291,1285,0,0.0
292,1287,0,0.0
293,1292,0,0.0
294,1293,0,0.0
295,1295,0,0.0
296,1299,0,0.0
297,1304,0,0.0
298,1307,0,0.0
299,1311,0,0.0
300,1314,0,0.0
301,1315,0,0.0
302,1317,0,0.0
303,1323,0,0.0
304,1325,0,0.0
305,1330,0,0.0
306,1333,0,0.0
307,1336,0,0.0
308,1341,0,0.0
309,1345,0,0.0
310,1347,0,0.0
311,1351,0,0.0
312,1352,0,0.0
313,1354,0,0.0
314,1356,0,0.0
315,1357,0,0.0
316,1359,0,0.0
317,1363,0,0.0
318,1367,0,0.0
319,1370,0,0.0
320,1373,0,0.0
321,1387,0,0.0
322,1396,0,0.0
323,1405,0,0.0
324,1416,0,0.0
325,1420,0,0.0
326,1425,0,0.0
327,1427,0,0.0
328,1431,0,0.0
329,1433,0,0.0
330,1435,0,0.0
331,1437,0,0.0
332,1442,0,0.0
333,1449,0,0.0
334,1457,0,0.0
335,1459,0,0.0
336,1460,0,0.0
337,1461,0,0.0
338,1462,0,0.0
339,1465,0,0.0
340,1482,0,0.0
341,1486,0,0.0
342,1492,0,0.0
343,1493,0,0.0
344,1494,0,0.0
345,1501,0,0.0
346,1505,0,0.0
347,1507,0,0.0
348,1510,0,0.0
349,1511,0,0.0
350,1512,0,0.0
351,1513,0,0.0
352,1515,0,0.0
353,1517,0,0.0
354,1522,0,0.0
355,1525,0,0.0
356,1536,0,0.0
357,1537,0,0.0
358,1544,0,0.0
359,1545,0,0.0
360,1546,0,0.0
361,1551,0,0.0
362,1552,0,0.0
363,1554,0,0.0
364,1555,0,0.0
365,1559,0,0.0
366,1560,0,0.0
367,1564,0,0.0
368,1567,0,0.0
369,1569,0,0.0
370,1570,0,0.0
371,1571,0,0.0
372,1574,0,0.0
373,1577,0,0.0
374,1597,0,0.0
375,1600,0,0.0
376,1601,0,0.0
377,1615,0,0.0
378,1617,0,0.0
379,1621,0,0.0
380,1626,0,0.0
381,1632,0,0.0
382,1636,0,0.0
383,1643,0,0.0
384,1644,0,0.0
385,1650,0,0.0
386,1651,0,0.0
387,1653,0,0.0
388,1656,0,0.0
389,1657,0,0.0
390,1660,0,0.0
391,1662,0,0.0
392,1670,0,0.0
393,1671,0,0.0
394,1672,0,0.0
395,1679,0,0.0
396,1685,0,0.0
397,1690,0,0.0
398,1692,0,0.0
399,1693,0,0.0
400,1696,0,0.0
401,1699,0,0.0
402,1703,0,0.0
403,1715,0,0.0
404,1719,0,0.0
405,1722,0,0.0
406,1724,0,0.0
407,1725,0,0.0
408,1727,0,0.0
409,1731,0,0.0
410,1732,0,0.0
411,1736,0,0.0
412,1746,0,0.0
413,1747,0,0.0
414,1750,0,0.0
415,1755,0,0.0
416,1759,0,0.0
417,1764,0,0.0
418,1766,0,0.0
419,1767,0,0.0
420,1769,0,0.0
421,1776,0,0.0
422,1777,0,0.0
423,1779,0,0.0
424,1784,0,0.0
425,1790,0,0.0
426,1793,0,0.0
427,1794,0,0.0
428,1795,0,0.0
429,1797,0,0.0
430,1799,0,0.0
431,1809,0,0.0
432,1814,0,0.0
433,1823,0,0.0
434,1829,0,0.0
435,1830,0,0.0
436,1841,0,0.0
437,1845,0,0.0
438,1846,0,0.0
439,1847,0,0.0
440,1851,0,0.0
441,1855,0,0.0
442,1856,0,0.0
443,1859,0,0.0
444,1860,0,0.0
445,1861,0,0.0
446,1870,0,0.0
447,1876,0,0.0
448,1877,0,0.0
449,1879,0,0.0
450,1881,0,0.0
451,1886,0,0.0
452,1887,0,0.0
453,1889,0,0.0
454,1894,0,0.0
455,1899,0,0.0
456,1901,0,0.0
457,1907,0,0.0
458,1909,0,0.0
459,1911,0,0.0
460,1915,0,0.0
461,1923,0,0.0
462,1926,0,0.0
463,1933,0,0.0
464,1934,0,0.0
465,1937,0,0.0
466,1941,0,0.0
467,1942,0,0.0
468,1945,0,0.0
469,1947,0,0.0
470,1952,0,0.0
471,1954,0,0.0
472,1961,0,0.0
473,1963,0,0.0
474,1969,0,0.0
475,1973,0,0.0
476,1975,0,0.0
477,1980,0,0.0
478,1981,0,0.0
479,1986,0,0.0
480,1987,0,0.0
481,1991,0,0.0
482,1995,0,0.0
483,2002,0,0.0
484,2006,0,0.0
485,2007,0,0.0
486,2009,0,0.0
487,2011,0,0.0
488,2015,0,0.0
489,2016,0,0.0
490,2017,0,0.0
491,2022,0,0.0
492,2025,0,0.0
493,2032,0,0.0
494,2033,0,0.0
495,2034,0,0.0
496,2039,0,1.0
497,2044,1,0.0
498,2053,0,0.0
499,2061,0,0.0
500,2064,0,0.0
501,2065,0,0.0
502,2070,0,0.0
503,2076,0,0.0
504,2081,0,0.0
505,2083,0,0.0
506,2086,0,0.0
507,2091,0,0.0
508,2092,0,0.0
509,2094,0,0.0
510,2096,0,0.0
511,2102,0,0.0
512,2109,0,0.0
513,2119,0,0.0
514,2124,0,0.0
515,2132,0,0.0
516,2135,0,0.0
517,2142,0,0.0
518,2144,0,0.0
519,2145,0,0.0
520,2149,0,0.0
521,2152,0,0.0
522,2154,0,0.0
523,2164,0,0.0
524,2165,0,0.0
525,2167,0,0.0
526,2172,0,0.0
527,2174,0,0.0
528,2175,0,0.0
529,2180,0,0.0
530,2182,0,0.0
531,2187,0,0.0
532,2190,0,0.0
533,2194,0,0.0
534,2195,0,0.0
535,2197,0,0.0
536,2205,0,0.0
537,2206,0,0.0
538,2209,0,0.0
539,2212,0,0.0
540,2214,0,0.0
541,2217,0,0.0
542,2232,0,0.0
543,2233,0,0.0
544,2235,0,0.0
545,2249,0,0.0
546,2263,0,0.0
547,2264,0,0.0
548,2272,0,0.0
549,2277,0,0.0
550,2280,0,0.0
551,2282,0,0.0
552,2290,0,0.0
553,2297,0,0.0
554,2299,0,0.0
555,2303,0,0.0
556,2304,0,0.0
557,2306,0,0.0
558,2313,0,0.0
559,2322,0,0.0
560,2323,0,0.0
561,2326,0,0.0
562,2327,0,0.0
563,2334,0,0.0
564,2345,0,0.0
565,2349,0,0.0
566,2350,0,0.0
567,2352,0,0.0
568,2363,0,0.0
569,2367,0,0.0
570,2372,0,0.0
571,2375,0,0.0
572,2376,0,0.0
573,2377,0,0.0
574,2384,0,0.0
575,2389,1,0.0
576,2391,0,0.0
577,2395,0,0.0
578,2396,0,0.0
579,2399,0,0.0
580,2401,0,0.0
581,2405,0,0.0
582,2406,0,0.0
583,2416,0,0.0
584,2419,0,0.0
585,2420,0,0.0
586,2429,0,0.0
587,2431,0,0.0
588,2432,0,0.0
589,2439,0,0.0
590,2440,0,0.0
591,2445,0,0.0
592,2449,0,0.0
593,2451,0,0.0
594,2453,0,0.0
595,2456,0,0.0
596,2457,0,0.0
597,2467,0,0.0
598,2470,0,0.0
599,2471,0,0.0
600,2472,0,0.0
601,2474,0,0.0
602,2477,0,0.0
603,2483,0,0.0
604,2485,0,1.0
605,2494,0,0.0
606,2495,0,0.0
607,2501,0,0.0
608,2506,0,0.0
609,2507,0,0.0
610,2510,0,0.0
611,2516,0,0.0
612,2517,0,0.0
613,2519,0,0.0
614,2522,0,0.0
615,2532,0,0.0
616,2536,0,0.0
617,2546,0,0.0
618,2549,0,0.0
619,2552,0,0.0
620,2560,0,0.0
621,2561,0,0.0
622,2563,0,0.0
623,2573,0,0.0
624,2583,0,0.0
625,2586,0,0.0
626,2594,0,0.0
627,2610,0,0.0
628,2613,0,0.0
629,2614,0,0.0
630,2620,0,0.0
631,2623,0,0.0
632,2624,0,0.0
633,2626,0,0.0
634,2629,0,0.0
635,2630,0,0.0
636,2639,0,0.0
637,2647,0,0.0
638,2651,0,0.0
639,2654,0,0.0
640,2656,0,0.0
641,2660,0,0.0
642,2662,0,0.0
643,2667,0,0.0
644,2670,0,0.0
645,2673,0,0.0
646,2674,0,0.0
647,2680,0,0.0
648,2685,0,0.0
649,2694,0,0.0
650,2695,0,0.0
651,2702,0,0.0
652,2706,0,0.0
653,2707,0,0.0
654,2712,0,0.0
655,2713,0,0.0
656,2715,0,0.0
657,2720,0,0.0
658,2721,0,0.0
659,2722,0,0.0
660,2723,0,0.0
661,2724,0,0.0
662,2727,0,0.0
663,2729,0,0.0
664,2733,0,0.0
665,2741,0,0.0
666,2745,0,0.0
667,2746,0,0.0
668,2747,0,0.0
669,2750,0,0.0
670,2759,0,0.0
671,2769,0,0.0
672,2770,0,0.0
673,2771,0,0.0
674,2772,0,0.0
675,2776,0,0.0
676,2779,0,0.0
677,2780,0,0.0
678,2782,0,0.0
679,2793,0,0.0
680,2794,0,0.0
681,2801,0,0.0
682,2811,0,0.0
683,2816,0,0.0
684,2819,0,0.0
685,2824,0,0.0
686,2825,0,0.0
687,2833,0,0.0
688,2841,0,0.0
689,2847,0,0.0
690,2852,0,0.0
691,2854,1,0.0
692,2855,0,0.0
693,2856,0,0.0
694,2857,0,0.0
695,2860,0,0.0
696,2864,0,0.0
697,2867,0,0.0
698,2875,0,0.0
699,2882,0,0.0
700,2886,0,0.0
701,2893,0,0.0
702,2896,0,0.0
703,2897,0,0.0
704,2901,0,0.0
705,2902,0,0.0
706,2904,0,0.0
707,2909,0,0.0
708,2913,0,0.0
709,2916,0,0.0
710,2920,0,0.0
711,2921,0,0.0
712,2922,0,0.0
713,2923,0,0.0
714,2925,0,0.0
715,2931,0,0.0
716,2934,0,0.0
717,2935,0,0.0
718,2945,0,0.0
719,2954,0,0.0
720,2960,0,0.0
721,2984,0,0.0
722,2990,0,0.0
723,2991,0,0.0
724,2993,0,0.0
725,2996,0,0.0
726,3010,0,0.0
727,3011,0,0.0
728,3014,0,0.0
729,3016,0,0.0
730,3020,0,0.0
731,3029,0,0.0
732,3030,0,0.0
733,3050,0,0.0
734,3051,0,0.0
735,3056,0,0.0
736,3060,0,0.0
737,3061,0,0.0
738,3062,0,0.0
739,3065,0,0.0
740,3069,0,0.0
741,3070,0,0.0
742,3071,0,0.0
743,3072,0,0.0
744,3081,0,0.0
745,3089,0,0.0
746,3094,0,0.0
747,3101,0,0.0
748,3102,0,0.0
749,3119,0,0.0
750,3121,0,0.0
751,3122,0,0.0
752,3125,0,0.0
753,3130,0,0.0
754,3131,0,0.0
755,3132,0,0.0
756,3134,0,0.0
757,3135,0,0.0
758,3137,0,0.0
759,3140,0,0.0
760,3141,0,0.0
761,3145,0,0.0
762,3147,0,0.0
763,3156,0,0.0
764,3162,0,0.0
765,3163,0,0.0
766,3165,0,0.0
767,3175,0,0.0
768,3185,0,0.0
769,3186,0,0.0
770,3202,0,0.0
771,3203,0,0.0
772,3209,0,0.0
773,3212,0,0.0
774,3213,0,0.0
775,3214,0,0.0
776,3216,0,0.0
777,3219,0,0.0
778,3225,0,0.0
779,3234,0,0.0
780,3236,0,0.0
781,3239,0,0.0
782,3245,0,0.0
783,3249,0,0.0
784,3250,0,0.0
785,3255,0,0.0
786,3257,0,0.0
787,3267,0,0.0
788,3274,0,0.0
789,3294,0,0.0
790,3295,0,0.0
791,3300,0,0.0
792,3306,0,0.0
793,3316,0,0.0
794,3320,0,0.0
795,3321,0,0.0
796,3323,0,0.0
797,3326,0,0.0
798,3332,0,0.0
799,3334,0,0.0
800,3335,0,0.0
801,3340,0,0.0
802,3347,0,0.0
803,3352,0,0.0
804,3354,0,0.0
805,3359,0,0.0
806,3361,0,0.0
807,3362,0,0.0
808,3367,0,0.0
809,3369,0,0.0
810,3375,0,0.0
811,3376,0,0.0
812,3377,0,0.0
813,3384,0,0.0
814,3393,0,0.0
815,3399,0,0.0
816,3405,0,0.0
817,3414,0,0.0
818,3415,0,0.0
819,3416,0,0.0
820,3419,0,0.0
821,3420,0,0.0
822,3423,0,0.0
823,3424,0,0.0
824,3426,0,0.0
825,3430,0,0.0
826,3431,0,0.0
827,3441,0,0.0
828,3443,0,0.0
829,3446,0,0.0
830,3451,0,0.0
831,3453,0,0.0
832,3463,0,0.0
833,3472,0,0.0
834,3485,0,0.0
835,3486,0,0.0
836,3487,0,0.0
837,3494,0,0.0
838,3504,0,0.0
839,3505,0,0.0
840,3507,0,0.0
841,3513,0,0.0
842,3523,0,0.0
843,3532,0,0.0
844,3539,0,0.0
845,3543,0,0.0
846,3547,0,0.0
847,3550,0,0.0
848,3551,0,0.0
849,3552,0,0.0
850,3554,0,0.0
851,3556,0,0.0
852,3574,0,0.0
853,3579,0,0.0
854,3580,0,0.0
855,3584,0,0.0
856,3585,0,0.0
857,3596,0,0.0
858,3602,0,0.0
859,3606,0,0.0
860,3607,0,0.0
861,3613,0,0.0
862,3616,0,0.0
863,3617,0,0.0
864,3630,0,0.0
865,3631,0,0.0
866,3632,0,0.0
867,3639,0,0.0
868,3642,0,0.0
869,3646,0,0.0
870,3651,0,0.0
871,3656,0,0.0
872,3667,0,0.0
873,3669,0,0.0
874,3673,0,0.0
875,3679,0,0.0
876,3692,0,0.0
877,3694,0,0.0
878,3702,0,0.0
879,3703,0,0.0
880,3704,0,0.0
881,3705,0,0.0
882,3706,0,0.0
883,3710,0,0.0
884,3714,0,0.0
885,3715,0,0.0
886,3726,0,0.0
887,3727,0,0.0
888,3731,0,0.0
889,3747,0,0.0
890,3749,0,0.0
891,3751,0,0.0
892,3753,0,0.0
893,3761,0,0.0
894,3770,0,0.0
895,3772,0,0.0
896,3774,0,0.0
897,3775,0,0.0
898,3779,0,0.0
899,3780,0,0.0
900,3782,0,0.0
901,3783,0,0.0
902,3784,0,0.0
903,3786,0,0.0
904,3787,0,0.0
905,3791,0,0.0
906,3796,0,0.0
907,3800,0,0.0
908,3801,0,0.0
909,3806,0,0.0
910,3807,0,0.0
911,3811,0,0.0
912,3816,0,0.0
913,3821,0,0.0
914,3822,0,0.0
915,3825,0,0.0
916,3827,0,0.0
917,3829,0,0.0
918,3831,0,0.0
919,3834,1,0.0
920,3836,0,0.0
921,3837,0,0.0
922,3841,0,0.0
923,3845,0,0.0
924,3849,0,0.0
925,3851,0,0.0
926,3852,0,0.0
927,3857,0,0.0
928,3860,0,0.0
929,3874,0,0.0
930,3877,0,0.0
931,3880,0,0.0
932,3881,0,0.0
933,3882,0,0.0
934,3882,0,0.0
935,3886,0,0.0
936,3887,0,0.0
937,3889,0,0.0
938,3890,0,0.0
939,3897,0,0.0
940,3901,0,0.0
941,3902,0,0.0
942,3907,0,0.0
943,3911,0,0.0
944,3912,0,0.0
945,3913,0,0.0
946,3921,0,0.0
947,3922,0,0.0
948,3926,0,0.0
949,3932,0,0.0
950,3936,0,0.0
951,3939,0,0.0
952,3944,1,0.0
953,3945,0,0.0
954,3946,0,0.0
955,3951,0,0.0
956,3953,0,0.0
957,3955,0,0.0
958,3957,0,0.0
959,3959,0,0.0
960,3961,0,0.0
961,3962,0,0.0
962,3965,0,0.0
963,3977,0,0.0
964,3983,0,0.0
965,3985,0,0.0
966,3990,0,0.0
967,3994,0,0.0
968,3995,0,0.0
969,3999,0,0.0
970,4000,0,0.0
971,4003,0,0.0
972,4004,0,0.0
973,4006,0,0.0
974,4011,0,0.0
975,4014,0,0.0
976,4015,0,0.0
977,4016,0,0.0
978,4017,0,0.0
979,4020,0,0.0
980,4021,0,0.0
981,4023,0,0.0
982,4024,0,0.0
983,4026,0,0.0
984,4031,0,0.0
985,4032,0,0.0
986,4034,0,0.0
987,4037,0,0.0
988,4039,0,0.0
989,4041,0,0.0
990,4044,0,0.0
991,4052,0,0.0
992,4053,0,0.0
993,4054,0,0.0
994,4056,0,0.0
995,4062,0,0.0
996,4065,0,0.0
997,4070,0,0.0
998,4071,0,0.0
999,4073,0,0.0
1000,4079,0,0.0
1001,4085,0,0.0
1002,4090,0,0.0
1003,4093,0,0.0
1004,4097,0,0.0
1005,4101,0,0.0
1006,4103,0,0.0
1007,4105,0,0.0
1008,4106,0,0.0
1009,4112,0,0.0
1010,4114,0,0.0
1011,4115,0,0.0
1012,4124,0,0.0
1013,4126,0,0.0
1014,4129,0,0.0
1015,4142,0,0.0
1016,4145,0,1.0
1017,4147,0,0.0
1018,4152,0,0.0
1019,4153,0,0.0
1020,4157,0,0.0
1021,4163,0,0.0
1022,4164,0,0.0
1023,4169,0,0.0
1024,4172,0,0.0
1025,4173,0,0.0
1026,4179,0,0.0
1027,4181,0,0.0
1028,4183,0,0.0
1029,4185,0,0.0
1030,4187,0,0.0
1031,4201,0,0.0
1032,4202,0,0.0
1033,4203,0,0.0
1034,4205,0,0.0
1035,4214,0,0.0
1036,4216,0,0.0
1037,4219,0,0.0
1038,4221,0,0.0
1039,4223,0,0.0
1040,4224,0,0.0
1041,4226,0,0.0
1042,4232,0,0.0
1043,4234,0,0.0
1044,4235,0,0.0
1045,4241,0,0.0
1046,4250,0,0.0
1047,4254,0,0.0
1048,4257,0,0.0
1049,4260,0,0.0
1050,4262,1,0.0
1051,4264,0,0.0
1052,4270,0,0.0
1053,4272,0,0.0
1054,4279,0,0.0
1055,4280,0,0.0
1056,4284,0,0.0
1057,4291,0,0.0
1058,4294,0,0.0
1059,4296,0,0.0
1060,4306,0,0.0
1061,4309,0,0.0
1062,4314,0,0.0
1063,4317,0,0.0
1064,4320,0,0.0
1065,4325,0,0.0
1066,4330,0,0.0
1067,4333,0,0.0
1068,4340,0,0.0
1069,4342,0,0.0
1070,4346,0,1.0
1071,4351,0,0.0
1072,4354,0,0.0
1073,4355,0,0.0
1074,4357,0,0.0
1075,4366,0,0.0
1076,4367,0,0.0
1077,4370,1,0.0
1078,4371,0,0.0
1079,4376,0,0.0
1080,4377,0,0.0
1081,4379,0,0.0
1082,4384,0,0.0
1083,4386,0,0.0
1084,4389,0,0.0
1085,4390,0,0.0
1086,4391,0,0.0
1087,4392,0,0.0
1088,4395,0,0.0
1089,4399,0,0.0
1090,4402,0,0.0
1091,4407,0,0.0
1092,4416,0,0.0
1093,4421,0,0.0
1094,4422,0,0.0
1095,4424,0,0.0
1096,4425,0,0.0
1097,4430,0,0.0
1098,4436,0,0.0
1099,4440,0,0.0
1100,4453,0,0.0
1101,4455,0,0.0
1102,4464,0,0.0
1103,4471,0,0.0
1104,4479,0,0.0
1105,4481,0,0.0
1106,4487,0,0.0
1107,4492,0,0.0
1108,4495,0,0.0
1109,4497,0,0.0
1110,4499,0,0.0
1111,4501,0,0.0
1112,4502,0,0.0
1113,4503,0,0.0
1114,4504,0,0.0
1115,4505,0,0.0
1116,4509,0,0.0
1117,4515,0,0.0
1118,4519,0,0.0
1119,4520,0,0.0
1120,4526,0,0.0
1121,4532,0,0.0
1122,4537,0,0.0
1123,4542,0,0.0
1124,4546,0,0.0
1125,4547,0,0.0
1126,4551,0,0.0
1127,4554,0,0.0
1128,4560,0,0.0
1129,4561,0,0.0
1130,4562,0,0.0
1131,4563,0,0.0
1132,4564,0,0.0
1133,4565,0,0.0
1134,4571,0,0.0
1135,4572,0,0.0
1136,4576,0,0.0
1137,4577,0,0.0
1138,4579,0,0.0
1139,4580,0,0.0
1140,4583,0,0.0
1141,4586,0,0.0
1142,4591,0,0.0
1143,4593,0,0.0
1144,4595,0,0.0
1145,4597,0,0.0
1146,4600,0,0.0
1147,4601,0,0.0
1148,4606,0,0.0
1149,4611,0,0.0
1150,4613,0,0.0
1151,4614,0,0.0
1152,4621,0,0.0
1153,4622,0,0.0
1154,4624,0,0.0
1155,4629,0,0.0
1156,4634,0,0.0
1157,4637,0,0.0
1158,4646,0,0.0
1159,4649,0,0.0
1160,4650,0,0.0
1161,4655,0,0.0
1162,4659,0,0.0
1163,4676,0,0.0
1164,4685,0,0.0
1165,4686,0,0.0
1166,4690,0,0.0
1167,4694,0,0.0
1168,4696,0,0.0
1169,4699,0,0.0
1170,4709,0,0.0
1171,4714,0,0.0
1172,4715,0,0.0
1173,4717,0,0.0
1174,4719,0,0.0
1175,4724,0,0.0
1176,4731,0,0.0
1177,4736,0,0.0
1178,4745,0,0.0
1179,4747,0,0.0
1180,4757,0,0.0
1181,4760,0,0.0
1182,4763,0,0.0
1183,4765,0,0.0
1184,4766,0,0.0
1185,4776,0,0.0
1186,4777,0,0.0
1187,4780,0,0.0
1188,4783,0,0.0
1189,4792,0,0.0
1190,4793,0,0.0
1191,4796,0,0.0
1192,4797,0,0.0
1193,4800,1,0.0
1194,4807,0,0.0
1195,4810,0,0.0
1196,4811,0,0.0
1197,4816,0,0.0
1198,4822,0,0.0
1199,4824,0,0.0
1200,4826,0,0.0
1201,4827,1,0.0
1202,4829,0,0.0
1203,4830,0,0.0
1204,4833,1,0.0
1205,4835,0,0.0
1206,4836,1,0.0
1207,4837,0,0.0
1208,4843,0,0.0
1209,4847,0,0.0
1210,4849,0,0.0
1211,4856,0,0.0
1212,4857,0,0.0
1213,4859,1,0.0
1214,4861,0,0.0
1215,4862,0,0.0
1216,4867,0,0.0
1217,4871,0,0.0
1218,4875,0,0.0
1219,4881,0,0.0
1220,4887,0,0.0
1221,4891,0,0.0
1222,4902,0,0.0
1223,4903,0,0.0
1224,4917,0,0.0
1225,4921,0,0.0
1226,4922,0,0.0
1227,4925,0,0.0
1228,4931,0,0.0
1229,4935,0,0.0
1230,4939,0,0.0
1231,4955,1,0.0
1232,4964,0,0.0
1233,4965,0,0.0
1234,4966,0,0.0
1235,4969,0,0.0
1236,4970,0,0.0
1237,4976,0,0.0
1238,4982,0,0.0
1239,4983,0,0.0
1240,4987,0,0.0
1241,4992,0,0.0
1242,5001,0,0.0
1243,5003,0,0.0
1244,5005,0,0.0
1245,5006,0,0.0
1246,5012,0,0.0
1247,5016,0,0.0
1248,5019,0,0.0
1249,5025,0,0.0
1250,5026,0,0.0
1251,5034,0,0.0
1252,5037,0,0.0
1253,5040,0,0.0
1254,5043,0,0.0
1255,5047,0,0.0
1256,5055,0,0.0
1257,5071,0,0.0
1258,5076,0,0.0
1259,5080,0,0.0
1260,5086,0,0.0
1261,5089,0,0.0
1262,5090,0,0.0
1263,5095,0,0.0
1264,5103,0,0.0
1265,5104,0,0.0
1266,5107,1,0.0
