,id,medical_products,medical_products_prediction
169,696,0,0.0
170,697,0,0.0
171,712,0,0.0
172,715,0,0.0
173,730,0,0.0
174,745,0,0.0
175,751,0,1.0
176,759,0,0.0
177,765,0,0.0
178,771,0,0.0
179,775,0,0.0
180,779,0,0.0
181,780,0,0.0
182,782,0,0.0
183,786,0,0.0
184,793,0,0.0
185,799,0,0.0
186,809,0,0.0
187,811,0,0.0
188,817,0,0.0
189,820,0,0.0
190,823,0,0.0
191,824,0,0.0
192,830,0,0.0
193,831,0,0.0
194,833,0,0.0
195,841,0,0.0
196,842,0,0.0
197,844,0,0.0
198,850,0,0.0
199,851,1,0.0
200,854,1,0.0
201,856,0,0.0
202,862,0,0.0
203,869,0,0.0
204,871,0,0.0
205,876,0,0.0
206,877,0,0.0
207,881,0,0.0
208,884,0,0.0
209,887,0,0.0
210,890,0,0.0
211,891,0,0.0
212,892,0,0.0
213,900,0,1.0
214,901,0,0.0
215,904,0,0.0
216,905,0,0.0
217,907,0,0.0
218,911,0,0.0
219,914,0,0.0
220,927,0,0.0
221,937,1,0.0
222,945,0,0.0
223,946,0,0.0
224,949,0,0.0
225,951,0,0.0
226,957,0,0.0
227,960,0,0.0
228,962,0,0.0
229,967,0,0.0
230,971,0,0.0
231,979,0,0.0
232,981,0,0.0
233,984,0,0.0
234,985,0,0.0
235,987,0,0.0
236,991,0,0.0
237,996,0,0.0
238,997,0,0.0
239,1005,0,0.0
240,1010,0,0.0
241,1021,0,0.0
242,1025,0,0.0
243,1030,1,0.0
244,1036,0,0.0
245,1049,0,0.0
246,1055,0,0.0
247,1060,0,0.0
248,1061,0,0.0
249,1063,0,0.0
250,1066,0,0.0
251,1075,1,0.0
252,1076,0,0.0
253,1079,0,0.0
254,1080,0,0.0
255,1082,0,0.0
256,1086,0,0.0
257,1092,0,0.0
258,1094,0,0.0
259,1107,0,0.0
260,1109,0,0.0
261,1110,0,0.0
262,1120,0,0.0
263,1123,0,0.0
264,1126,0,0.0
265,1133,0,0.0
266,1143,0,0.0
267,1147,0,0.0
268,1155,0,0.0
269,1156,0,0.0
270,1157,0,0.0
271,1160,0,0.0
272,1166,0,0.0
273,1171,0,0.0
274,1176,0,0.0
275,1179,0,0.0
276,1180,0,0.0
277,1184,0,0.0
278,1185,0,0.0
279,1186,0,0.0
280,1193,0,0.0
281,1195,0,0.0
282,1199,0,0.0
283,1200,0,0.0
284,1201,0,0.0
285,1212,0,0.0
286,1216,0,0.0
287,1217,0,0.0
288,1220,0,0.0
289,1221,0,0.0
290,1225,0,0.0
291,1229,0,0.0
292,1230,0,0.0
293,1233,1,0.0
294,1249,0,0.0
295,1251,0,0.0
296,1252,0,0.0
297,1259,0,0.0
298,1262,0,0.0
299,1265,0,0.0
300,1266,0,0.0
301,1271,0,0.0
302,1274,0,0.0
303,1286,0,1.0
304,1289,1,0.0
305,1291,0,0.0
306,1292,0,0.0
307,1304,0,0.0
308,1306,0,0.0
309,1314,0,0.0
310,1315,0,0.0
311,1317,0,0.0
312,1320,0,0.0
313,1321,0,0.0
314,1326,0,0.0
315,1327,0,0.0
316,1334,0,0.0
317,1340,0,0.0
318,1346,0,0.0
319,1349,0,0.0
320,1352,0,0.0
321,1353,1,0.0
322,1356,0,0.0
323,1359,0,0.0
324,1360,0,0.0
325,1363,0,0.0
326,1366,0,0.0
327,1370,0,0.0
328,1371,0,0.0
329,1373,0,0.0
330,1391,1,0.0
331,1397,0,0.0
332,1400,0,0.0
333,1404,0,0.0
334,1409,0,0.0
335,1412,0,0.0
336,1422,0,0.0
337,1424,0,0.0
338,1425,0,0.0
339,1433,0,0.0
340,1435,0,0.0
341,1439,0,0.0
342,1444,0,0.0
343,1447,0,0.0
344,1450,0,0.0
345,1453,0,0.0
346,1456,0,0.0
347,1475,0,0.0
348,1477,0,0.0
349,1480,0,0.0
350,1486,0,0.0
351,1494,0,0.0
352,1495,0,0.0
353,1497,0,0.0
354,1500,0,0.0
355,1510,0,0.0
356,1515,0,0.0
357,1517,0,0.0
358,1524,0,0.0
359,1527,0,0.0
360,1531,0,0.0
361,1532,0,0.0
362,1533,0,0.0
363,1536,0,0.0
364,1539,0,0.0
365,1553,0,0.0
366,1555,0,0.0
367,1561,0,0.0
368,1567,0,0.0
369,1569,0,0.0
370,1570,0,0.0
371,1571,0,0.0
372,1573,0,0.0
373,1574,0,0.0
374,1577,0,0.0
375,1579,0,0.0
376,1580,0,0.0
377,1582,0,0.0
378,1583,0,0.0
379,1591,0,0.0
380,1592,0,0.0
381,1593,0,0.0
382,1594,0,0.0
383,1597,0,0.0
384,1599,0,0.0
385,1601,0,0.0
386,1602,0,0.0
387,1606,0,0.0
388,1609,0,0.0
389,1613,0,0.0
390,1615,0,0.0
391,1619,0,0.0
392,1621,0,0.0
393,1623,0,0.0
394,1631,0,0.0
395,1637,0,0.0
396,1640,0,0.0
397,1642,0,0.0
398,1644,0,0.0
399,1646,0,0.0
400,1649,0,0.0
401,1652,0,0.0
402,1653,0,0.0
403,1656,0,0.0
404,1663,0,0.0
405,1665,0,0.0
406,1670,0,0.0
407,1671,0,0.0
408,1673,0,0.0
409,1675,0,0.0
410,1679,0,0.0
411,1680,0,0.0
412,1681,0,0.0
413,1686,0,0.0
414,1691,0,0.0
415,1693,0,0.0
416,1694,0,0.0
417,1703,0,0.0
418,1706,0,0.0
419,1712,0,0.0
420,1716,0,0.0
421,1724,0,0.0
422,1732,0,0.0
423,1734,0,0.0
424,1741,0,0.0
425,1752,0,0.0
426,1753,0,0.0
427,1760,0,0.0
428,1764,0,0.0
429,1770,0,0.0
430,1771,0,0.0
431,1775,0,0.0
432,1777,0,0.0
433,1781,0,0.0
434,1782,0,0.0
435,1786,0,0.0
436,1787,0,0.0
437,1790,0,0.0
438,1791,0,0.0
439,1792,0,0.0
440,1795,0,0.0
441,1806,0,0.0
442,1807,0,0.0
443,1817,0,0.0
444,1822,0,0.0
445,1825,0,0.0
446,1827,0,0.0
447,1837,0,0.0
448,1844,0,0.0
449,1846,0,0.0
450,1850,0,0.0
451,1854,0,0.0
452,1857,0,0.0
453,1865,0,0.0
454,1867,0,0.0
455,1869,0,0.0
456,1870,0,0.0
457,1874,0,0.0
458,1877,0,0.0
459,1880,0,0.0
460,1889,0,0.0
461,1894,0,0.0
462,1901,0,0.0
463,1902,0,0.0
464,1903,0,0.0
465,1910,0,0.0
466,1913,0,0.0
467,1917,0,0.0
468,1922,0,0.0
469,1931,0,0.0
470,1932,0,0.0
471,1934,0,0.0
472,1936,1,0.0
473,1944,0,0.0
474,1946,0,0.0
475,1950,0,0.0
476,1954,0,0.0
477,1966,0,0.0
478,1967,0,0.0
479,1969,1,0.0
480,1973,0,0.0
481,1983,0,0.0
482,1984,0,0.0
483,1985,0,0.0
484,1986,0,0.0
485,1989,0,0.0
486,1996,0,0.0
487,1997,0,0.0
488,2000,0,0.0
489,2002,0,0.0
490,2006,0,0.0
491,2010,0,0.0
492,2013,0,0.0
493,2019,0,0.0
494,2020,0,0.0
495,2023,0,0.0
496,2029,0,0.0
497,2031,0,0.0
498,2047,0,0.0
499,2052,0,0.0
500,2063,0,0.0
501,2065,0,0.0
502,2081,0,0.0
503,2082,1,0.0
504,2084,0,0.0
505,2091,0,0.0
506,2093,0,0.0
507,2094,0,0.0
508,2095,0,0.0
509,2097,0,0.0
510,2100,0,0.0
511,2106,0,0.0
512,2109,0,0.0
513,2131,0,0.0
514,2134,0,1.0
515,2137,0,0.0
516,2140,0,0.0
517,2149,0,0.0
518,2151,0,0.0
519,2154,0,0.0
520,2155,0,0.0
521,2157,0,0.0
522,2160,1,1.0
523,2165,0,0.0
524,2166,0,0.0
525,2167,0,0.0
526,2170,0,0.0
527,2172,0,0.0
528,2173,0,0.0
529,2180,0,0.0
530,2182,0,0.0
531,2184,0,0.0
532,2193,0,0.0
533,2194,0,0.0
534,2195,0,0.0
535,2200,0,0.0
536,2202,0,0.0
537,2205,0,0.0
538,2210,0,0.0
539,2211,0,0.0
540,2215,0,0.0
541,2217,0,0.0
542,2219,0,0.0
543,2221,0,0.0
544,2223,0,0.0
545,2225,0,0.0
546,2226,0,0.0
547,2234,0,0.0
548,2246,0,0.0
549,2251,0,0.0
550,2260,0,0.0
551,2262,0,0.0
552,2276,0,0.0
553,2277,0,0.0
554,2280,0,0.0
555,2281,0,0.0
556,2283,0,0.0
557,2286,0,0.0
558,2290,0,0.0
559,2294,0,0.0
560,2296,0,0.0
561,2300,0,0.0
562,2301,0,0.0
563,2306,0,0.0
564,2307,0,0.0
565,2310,0,0.0
566,2312,0,0.0
567,2314,0,0.0
568,2315,0,0.0
569,2316,1,0.0
570,2320,0,0.0
571,2329,1,1.0
572,2332,0,0.0
573,2333,0,0.0
574,2334,0,0.0
575,2336,0,0.0
576,2341,0,0.0
577,2343,0,0.0
578,2344,0,0.0
579,2345,0,0.0
580,2347,0,0.0
581,2352,0,0.0
582,2353,0,0.0
583,2356,0,0.0
584,2360,0,0.0
585,2361,0,0.0
586,2362,0,0.0
587,2371,0,0.0
588,2373,0,0.0
589,2374,0,0.0
590,2375,0,0.0
591,2380,0,0.0
592,2382,0,0.0
593,2392,0,0.0
594,2393,0,0.0
595,2395,0,0.0
596,2399,0,0.0
597,2401,0,0.0
598,2403,0,0.0
599,2410,0,0.0
600,2411,0,0.0
601,2424,0,0.0
602,2430,0,0.0
603,2441,0,0.0
604,2442,0,0.0
605,2446,0,0.0
606,2455,0,0.0
607,2462,0,0.0
608,2464,0,0.0
609,2467,0,0.0
610,2469,0,0.0
611,2472,0,0.0
612,2474,0,0.0
613,2475,0,0.0
614,2482,0,0.0
615,2483,0,0.0
616,2484,0,0.0
617,2499,1,0.0
618,2504,0,0.0
619,2505,0,0.0
620,2506,0,0.0
621,2507,0,0.0
622,2512,0,0.0
623,2519,0,0.0
624,2522,0,0.0
625,2529,0,0.0
626,2531,0,0.0
627,2536,0,0.0
628,2540,0,0.0
629,2541,0,0.0
630,2549,0,0.0
631,2553,1,0.0
632,2557,0,0.0
633,2569,0,0.0
634,2577,0,0.0
635,2580,0,0.0
636,2582,0,0.0
637,2583,0,0.0
638,2584,0,0.0
639,2590,1,0.0
640,2592,0,0.0
641,2593,0,0.0
642,2594,0,0.0
643,2599,0,0.0
644,2603,0,0.0
645,2611,0,0.0
646,2614,0,0.0
647,2617,0,0.0
648,2620,0,0.0
649,2624,0,0.0
650,2627,0,0.0
651,2632,0,0.0
652,2635,0,0.0
653,2636,0,0.0
654,2639,0,0.0
655,2642,0,0.0
656,2643,0,0.0
657,2644,0,0.0
658,2651,0,0.0
659,2653,0,0.0
660,2656,0,0.0
661,2662,0,0.0
662,2664,0,0.0
663,2674,0,0.0
664,2686,0,0.0
665,2687,0,0.0
666,2691,0,0.0
667,2692,0,0.0
668,2694,0,0.0
669,2700,0,0.0
670,2702,0,0.0
671,2703,0,0.0
672,2706,0,0.0
673,2712,0,0.0
674,2716,0,0.0
675,2717,0,0.0
676,2719,0,0.0
677,2720,0,0.0
678,2724,0,0.0
679,2725,0,0.0
680,2726,0,0.0
681,2729,0,0.0
682,2735,0,0.0
683,2740,0,0.0
684,2744,0,0.0
685,2750,0,0.0
686,2754,0,0.0
687,2770,0,0.0
688,2771,0,0.0
689,2779,0,0.0
690,2780,0,0.0
691,2781,0,0.0
692,2792,0,0.0
693,2795,0,0.0
694,2796,0,0.0
695,2799,0,1.0
696,2802,0,0.0
697,2805,0,0.0
698,2816,0,0.0
699,2825,0,0.0
700,2829,0,0.0
701,2833,0,0.0
702,2834,0,0.0
703,2837,0,0.0
704,2842,1,0.0
705,2850,0,0.0
706,2853,0,0.0
707,2855,0,0.0
708,2860,0,0.0
709,2862,0,0.0
710,2864,0,0.0
711,2866,0,0.0
712,2869,0,0.0
713,2887,0,0.0
714,2889,0,0.0
715,2893,0,0.0
716,2896,0,0.0
717,2907,0,0.0
718,2914,0,0.0
719,2916,0,0.0
720,2919,0,0.0
721,2923,0,0.0
722,2924,0,0.0
723,2926,0,0.0
724,2930,0,0.0
725,2934,0,0.0
726,2935,0,0.0
727,2940,0,0.0
728,2942,0,0.0
729,2943,0,0.0
730,2945,0,0.0
731,2946,0,0.0
732,2949,0,0.0
733,2956,0,0.0
734,2959,0,0.0
735,2960,0,0.0
736,2961,0,0.0
737,2962,0,0.0
738,2963,0,0.0
739,2964,0,0.0
740,2966,0,0.0
741,2967,0,0.0
742,2973,0,0.0
743,2974,0,0.0
744,2977,0,0.0
745,2979,0,0.0
746,2981,0,0.0
747,2982,0,0.0
748,2985,0,0.0
749,2986,0,0.0
750,2995,0,0.0
751,3007,0,0.0
752,3016,0,0.0
753,3019,0,0.0
754,3025,0,0.0
755,3031,0,0.0
756,3035,0,0.0
757,3037,0,0.0
758,3039,0,0.0
759,3055,0,0.0
760,3060,0,0.0
761,3063,0,0.0
762,3071,0,0.0
763,3072,0,0.0
764,3079,0,0.0
765,3082,0,0.0
766,3086,0,0.0
767,3089,0,0.0
768,3096,0,0.0
769,3107,0,0.0
770,3112,1,0.0
771,3122,1,0.0
772,3129,0,0.0
773,3133,0,0.0
774,3137,0,0.0
775,3141,0,0.0
776,3142,0,0.0
777,3143,0,0.0
778,3149,0,0.0
779,3159,0,0.0
780,3160,0,0.0
781,3163,0,0.0
782,3164,0,0.0
783,3165,0,0.0
784,3169,0,0.0
785,3170,0,0.0
786,3173,0,0.0
787,3175,0,0.0
788,3176,0,0.0
789,3177,0,0.0
790,3184,0,0.0
791,3186,0,0.0
792,3193,0,0.0
793,3203,0,0.0
794,3210,1,0.0
795,3220,0,0.0
796,3222,0,1.0
797,3223,0,0.0
798,3235,0,0.0
799,3237,0,0.0
800,3241,0,0.0
801,3243,0,0.0
802,3247,0,0.0
803,3250,0,0.0
804,3255,1,0.0
805,3256,0,0.0
806,3260,0,0.0
807,3261,1,0.0
808,3265,0,0.0
809,3267,0,0.0
810,3269,0,0.0
811,3273,0,0.0
812,3274,0,0.0
813,3276,0,0.0
814,3280,0,1.0
815,3283,0,0.0
816,3286,0,0.0
817,3289,0,0.0
818,3297,0,0.0
819,3301,0,0.0
820,3307,0,0.0
821,3316,0,0.0
822,3319,0,0.0
823,3322,0,0.0
824,3324,0,0.0
825,3329,0,0.0
826,3330,0,0.0
827,3331,1,0.0
828,3333,0,0.0
829,3336,0,0.0
830,3337,0,0.0
831,3339,0,0.0
832,3343,0,0.0
833,3345,0,0.0
834,3346,0,0.0
835,3347,0,0.0
836,3351,0,0.0
837,3354,0,0.0
838,3356,0,0.0
839,3360,0,0.0
840,3361,0,0.0
841,3362,0,0.0
842,3365,0,0.0
843,3370,0,0.0
844,3373,0,0.0
845,3375,0,0.0
846,3381,0,0.0
847,3384,0,0.0
848,3399,0,0.0
849,3402,0,0.0
850,3404,0,0.0
851,3405,0,0.0
852,3412,0,0.0
853,3414,0,0.0
854,3416,0,0.0
855,3417,0,0.0
856,3419,0,0.0
857,3431,0,0.0
858,3432,0,0.0
859,3445,0,0.0
860,3449,0,0.0
861,3450,0,0.0
862,3454,0,0.0
863,3455,0,0.0
864,3461,0,0.0
865,3464,0,0.0
866,3466,0,0.0
867,3470,0,0.0
868,3472,0,0.0
869,3473,0,0.0
870,3476,0,0.0
871,3486,0,0.0
872,3489,0,0.0
873,3490,0,0.0
874,3492,0,0.0
875,3494,0,0.0
876,3500,0,0.0
877,3501,0,0.0
878,3503,0,0.0
879,3505,0,0.0
880,3509,0,0.0
881,3513,0,0.0
882,3515,0,0.0
883,3520,1,0.0
884,3523,0,0.0
885,3524,0,0.0
886,3526,0,0.0
887,3527,0,0.0
888,3535,0,0.0
889,3541,0,0.0
890,3545,0,0.0
891,3547,0,0.0
892,3549,0,0.0
893,3559,0,0.0
894,3560,0,0.0
895,3564,0,0.0
896,3573,0,0.0
897,3575,0,0.0
898,3577,0,0.0
899,3584,0,0.0
900,3589,0,0.0
901,3591,0,0.0
902,3593,0,0.0
903,3594,0,0.0
904,3601,0,0.0
905,3602,1,0.0
906,3603,0,0.0
907,3609,0,0.0
908,3610,0,0.0
909,3615,0,0.0
910,3617,0,0.0
911,3625,0,0.0
912,3641,0,0.0
913,3647,0,0.0
914,3649,0,0.0
915,3651,0,0.0
916,3655,0,0.0
917,3656,0,0.0
918,3657,0,0.0
919,3662,0,0.0
920,3663,0,0.0
921,3667,0,0.0
922,3669,0,0.0
923,3675,0,0.0
924,3681,0,0.0
925,3686,0,0.0
926,3687,0,0.0
927,3693,0,0.0
928,3696,0,0.0
929,3699,0,0.0
930,3700,0,0.0
931,3701,0,0.0
932,3706,0,0.0
933,3711,0,0.0
934,3714,0,0.0
935,3715,0,0.0
936,3719,0,0.0
937,3720,0,1.0
938,3721,0,0.0
939,3726,0,0.0
940,3727,0,0.0
941,3729,0,0.0
942,3730,0,0.0
943,3742,0,0.0
944,3743,0,0.0
945,3744,0,0.0
946,3752,0,0.0
947,3754,0,0.0
948,3757,0,0.0
949,3759,0,0.0
950,3760,0,0.0
951,3767,0,0.0
952,3771,0,0.0
953,3777,1,0.0
954,3787,0,0.0
955,3789,0,0.0
956,3796,0,0.0
957,3799,0,0.0
958,3802,0,0.0
959,3805,0,0.0
960,3809,0,0.0
961,3810,0,0.0
962,3817,0,0.0
963,3819,0,0.0
964,3822,0,0.0
965,3829,0,0.0
966,3837,0,0.0
967,3840,0,0.0
968,3856,0,0.0
969,3859,0,0.0
970,3860,0,0.0
971,3861,0,0.0
972,3866,0,0.0
973,3869,0,0.0
974,3886,0,0.0
975,3890,0,0.0
976,3893,0,0.0
977,3895,0,0.0
978,3901,0,0.0
979,3910,0,0.0
980,3917,0,0.0
981,3921,0,0.0
982,3927,0,0.0
983,3929,0,0.0
984,3932,0,0.0
985,3933,1,0.0
986,3934,0,0.0
987,3944,1,0.0
988,3945,0,0.0
989,3947,0,0.0
990,3951,0,0.0
991,3954,0,0.0
992,3956,0,0.0
993,3963,0,0.0
994,3965,0,0.0
995,3966,0,0.0
996,3967,0,0.0
997,3970,0,0.0
998,3975,0,0.0
999,3987,0,0.0
1000,3991,0,0.0
1001,3995,0,0.0
1002,4000,0,0.0
1003,4005,0,0.0
1004,4009,0,0.0
1005,4013,0,0.0
1006,4017,0,0.0
1007,4026,0,0.0
1008,4027,1,0.0
1009,4029,0,0.0
1010,4030,0,0.0
1011,4034,0,0.0
1012,4037,0,0.0
1013,4041,0,0.0
1014,4043,0,0.0
1015,4045,0,1.0
1016,4046,0,0.0
1017,4047,0,0.0
1018,4053,0,0.0
1019,4060,0,0.0
1020,4062,0,0.0
1021,4067,0,0.0
1022,4071,0,0.0
1023,4073,0,0.0
1024,4074,0,0.0
1025,4076,0,0.0
1026,4081,0,0.0
1027,4086,0,0.0
1028,4099,0,0.0
1029,4101,1,0.0
1030,4102,0,0.0
1031,4103,0,0.0
1032,4109,1,0.0
1033,4119,0,0.0
1034,4121,0,0.0
1035,4124,0,0.0
1036,4125,0,0.0
1037,4131,0,0.0
1038,4134,0,0.0
1039,4141,0,0.0
1040,4150,0,0.0
1041,4156,0,0.0
1042,4163,0,0.0
1043,4169,0,0.0
1044,4170,0,0.0
1045,4176,0,0.0
1046,4177,1,1.0
1047,4180,0,0.0
1048,4183,0,0.0
1049,4192,0,0.0
1050,4194,0,0.0
1051,4195,0,0.0
1052,4196,0,0.0
1053,4197,0,0.0
1054,4200,0,0.0
1055,4202,0,0.0
1056,4207,1,0.0
1057,4211,0,0.0
1058,4214,0,0.0
1059,4230,0,0.0
1060,4233,0,0.0
1061,4241,0,0.0
1062,4243,0,0.0
1063,4252,0,0.0
1064,4254,1,0.0
1065,4260,0,0.0
1066,4263,0,0.0
1067,4267,0,0.0
1068,4274,0,0.0
1069,4277,0,0.0
1070,4279,0,0.0
1071,4280,0,0.0
1072,4284,0,0.0
1073,4287,0,0.0
1074,4301,0,0.0
1075,4305,0,0.0
1076,4310,0,0.0
1077,4313,0,0.0
1078,4316,0,0.0
1079,4326,0,0.0
1080,4329,0,0.0
1081,4332,0,0.0
1082,4333,0,0.0
1083,4335,0,0.0
1084,4343,0,0.0
1085,4344,0,0.0
1086,4350,0,0.0
1087,4352,0,0.0
1088,4361,0,0.0
1089,4363,0,0.0
1090,4365,0,0.0
1091,4366,0,1.0
1092,4377,0,0.0
1093,4387,0,0.0
1094,4397,0,0.0
1095,4405,0,0.0
1096,4407,0,0.0
1097,4414,0,0.0
1098,4420,0,0.0
1099,4423,0,0.0
1100,4424,1,0.0
1101,4426,0,0.0
1102,4427,0,0.0
1103,4432,0,0.0
1104,4435,0,0.0
1105,4436,0,0.0
1106,4440,0,0.0
1107,4449,0,0.0
1108,4450,0,0.0
1109,4453,0,0.0
1110,4457,0,0.0
1111,4462,0,0.0
1112,4463,0,0.0
1113,4464,0,0.0
1114,4472,0,0.0
1115,4474,0,0.0
1116,4481,0,0.0
1117,4484,0,0.0
1118,4487,0,0.0
1119,4490,0,0.0
1120,4501,0,0.0
1121,4503,0,0.0
1122,4507,0,0.0
1123,4510,0,0.0
1124,4515,1,1.0
1125,4517,0,0.0
1126,4525,0,0.0
1127,4526,0,0.0
1128,4533,0,0.0
1129,4547,0,0.0
1130,4561,0,0.0
1131,4566,0,0.0
1132,4570,0,0.0
1133,4571,0,0.0
1134,4572,0,0.0
1135,4580,0,0.0
1136,4585,0,0.0
1137,4587,0,0.0
1138,4591,0,0.0
1139,4594,0,0.0
1140,4600,0,0.0
1141,4601,0,0.0
1142,4615,0,0.0
1143,4631,0,0.0
1144,4633,0,0.0
1145,4636,0,0.0
1146,4643,0,1.0
1147,4646,0,0.0
1148,4651,0,0.0
1149,4654,0,0.0
1150,4655,0,0.0
1151,4656,0,0.0
1152,4657,0,0.0
1153,4664,0,0.0
1154,4670,0,0.0
1155,4682,0,0.0
1156,4687,0,0.0
1157,4690,0,0.0
1158,4695,0,0.0
1159,4696,0,0.0
1160,4703,0,0.0
1161,4704,0,0.0
1162,4711,0,0.0
1163,4714,0,0.0
1164,4719,0,0.0
1165,4722,0,0.0
1166,4737,0,0.0
1167,4745,0,0.0
1168,4746,0,0.0
1169,4751,0,0.0
1170,4769,0,0.0
1171,4770,0,0.0
1172,4777,0,0.0
1173,4780,0,0.0
1174,4781,0,0.0
1175,4786,0,0.0
1176,4790,0,0.0
1177,4791,0,0.0
1178,4800,0,0.0
1179,4806,0,0.0
1180,4813,0,0.0
1181,4817,0,0.0
1182,4827,0,0.0
1183,4829,0,0.0
1184,4830,0,0.0
1185,4834,0,0.0
1186,4835,0,0.0
1187,4840,0,0.0
1188,4849,0,0.0
1189,4853,0,0.0
1190,4855,0,0.0
1191,4857,0,0.0
1192,4863,0,0.0
1193,4866,0,0.0
1194,4872,0,0.0
1195,4876,0,0.0
1196,4877,0,0.0
1197,4881,0,0.0
1198,4887,0,0.0
1199,4890,0,0.0
1200,4894,0,0.0
1201,4896,0,0.0
1202,4900,0,0.0
1203,4901,0,0.0
1204,4905,0,0.0
1205,4907,0,0.0
1206,4922,0,0.0
1207,4930,0,0.0
1208,4954,0,0.0
1209,4961,0,0.0
1210,4962,0,0.0
1211,4963,0,0.0
1212,4975,0,0.0
1213,4977,0,0.0
1214,4979,0,0.0
1215,4983,0,0.0
1216,4984,0,0.0
1217,4985,0,0.0
1218,4987,0,0.0
1219,4990,0,0.0
1220,4991,0,0.0
1221,4992,0,0.0
1222,4993,0,0.0
1223,4995,0,0.0
1224,4996,0,0.0
1225,4997,0,0.0
1226,4999,0,0.0
1227,5003,0,0.0
1228,5004,0,0.0
1229,5014,0,0.0
1230,5016,0,0.0
1231,5023,0,0.0
1232,5029,0,0.0
1233,5030,0,0.0
1234,5034,0,0.0
1235,5043,0,0.0
1236,5047,0,0.0
1237,5049,0,0.0
1238,5050,0,0.0
1239,5053,0,0.0
1240,5056,0,0.0
1241,5059,0,0.0
1242,5061,0,0.0
1243,5063,0,0.0
1244,5065,0,0.0
1245,5066,0,1.0
1246,5069,0,0.0
1247,5071,0,0.0
1248,5073,0,0.0
1249,5075,0,0.0
1250,5076,0,0.0
1251,5090,0,0.0
1252,5093,0,0.0
1253,5096,0,0.0
1254,5097,0,0.0
1255,5101,0,0.0
1256,5104,0,0.0
1257,5109,0,0.0
1258,5110,0,0.0
1259,5115,0,0.0
1260,5116,0,0.0
1261,5117,0,0.0
1262,5119,0,0.0
1263,5123,0,0.0
1264,5136,0,0.0
1265,5140,0,0.0
1266,5141,0,0.0
