,id,water,water_prediction
543,2369,0,0.0
544,2373,0,0.0
545,2376,0,0.0
546,2380,0,0.0
547,2381,1,0.0
548,2382,0,0.0
549,2390,0,0.0
550,2393,0,0.0
551,2403,0,0.0
552,2409,0,0.0
553,2411,0,0.0
554,2414,0,0.0
555,2425,0,0.0
556,2426,0,0.0
557,2429,0,0.0
558,2431,0,0.0
559,2432,0,0.0
560,2433,0,0.0
561,2440,0,0.0
562,2446,0,0.0
563,2450,0,0.0
564,2451,0,0.0
565,2453,0,0.0
566,2456,0,0.0
567,2457,0,0.0
568,2460,0,0.0
569,2462,0,0.0
570,2463,0,0.0
571,2464,1,0.0
572,2467,1,0.0
573,2472,0,0.0
574,2475,0,0.0
575,2476,0,0.0
576,2477,0,0.0
577,2482,0,0.0
578,2500,1,0.0
579,2503,0,0.0
580,2504,0,0.0
581,2519,0,0.0
582,2521,0,0.0
583,2526,0,0.0
584,2529,0,0.0
585,2534,0,0.0
586,2535,0,1.0
587,2537,0,0.0
588,2540,1,1.0
589,2541,0,0.0
590,2547,0,0.0
591,2560,1,0.0
592,2563,0,0.0
593,2570,1,0.0
594,2573,0,0.0
595,2575,0,0.0
596,2579,0,0.0
597,2582,0,0.0
598,2589,0,0.0
599,2594,1,0.0
600,2596,0,0.0
601,2599,1,0.0
602,2601,0,0.0
603,2604,0,0.0
604,2609,0,0.0
605,2613,0,0.0
606,2619,1,0.0
607,2626,0,0.0
608,2629,0,0.0
609,2631,0,0.0
610,2634,0,0.0
611,2643,0,0.0
612,2645,0,0.0
613,2652,1,0.0
614,2653,0,0.0
615,2654,0,0.0
616,2656,0,0.0
617,2661,0,0.0
618,2662,0,0.0
619,2667,0,0.0
620,2676,0,0.0
621,2679,0,0.0
622,2680,0,0.0
623,2681,0,0.0
624,2683,0,0.0
625,2686,0,0.0
626,2692,1,1.0
627,2693,0,0.0
628,2694,0,0.0
629,2702,0,0.0
630,2704,0,0.0
631,2705,0,0.0
632,2719,0,0.0
633,2722,0,0.0
634,2724,0,0.0
635,2735,0,0.0
636,2737,1,0.0
637,2749,0,0.0
638,2750,0,0.0
639,2759,0,0.0
640,2761,0,0.0
641,2773,0,0.0
642,2779,0,0.0
643,2781,1,0.0
644,2782,0,0.0
645,2786,0,0.0
646,2795,0,0.0
647,2799,0,1.0
648,2809,0,0.0
649,2814,0,0.0
650,2821,0,0.0
651,2822,0,1.0
652,2823,0,0.0
653,2824,1,0.0
654,2846,1,0.0
655,2857,1,0.0
656,2860,0,0.0
657,2861,0,0.0
658,2864,0,0.0
659,2866,0,0.0
660,2867,0,0.0
661,2869,0,0.0
662,2876,0,0.0
663,2882,0,0.0
664,2887,0,0.0
665,2889,0,0.0
666,2892,1,0.0
667,2902,0,0.0
668,2904,0,0.0
669,2913,0,0.0
670,2914,0,0.0
671,2915,0,0.0
672,2924,0,0.0
673,2925,0,0.0
674,2930,0,0.0
675,2932,0,0.0
676,2935,0,0.0
677,2940,0,0.0
678,2943,0,0.0
679,2956,0,1.0
680,2957,0,0.0
681,2959,0,1.0
682,2965,0,0.0
683,2973,0,0.0
684,2974,0,0.0
685,2975,0,0.0
686,2989,0,0.0
687,2990,0,0.0
688,2991,0,0.0
689,2993,1,0.0
690,3002,0,0.0
691,3003,0,0.0
692,3005,0,0.0
693,3006,0,0.0
694,3023,0,0.0
695,3024,0,0.0
696,3030,0,1.0
697,3033,1,1.0
698,3047,0,0.0
699,3051,0,0.0
700,3061,1,1.0
701,3067,0,0.0
702,3070,1,0.0
703,3087,0,0.0
704,3089,1,0.0
705,3090,0,0.0
706,3094,0,0.0
707,3096,1,0.0
708,3100,0,0.0
709,3104,0,0.0
710,3105,0,0.0
711,3112,1,1.0
712,3113,1,1.0
713,3114,0,1.0
714,3131,0,0.0
715,3135,1,0.0
716,3136,0,0.0
717,3140,1,0.0
718,3143,0,0.0
719,3145,0,0.0
720,3147,0,0.0
721,3150,0,0.0
722,3154,0,0.0
723,3156,0,0.0
724,3159,0,0.0
725,3160,0,0.0
726,3162,0,0.0
727,3169,0,0.0
728,3170,0,0.0
729,3171,0,0.0
730,3176,0,1.0
731,3180,0,0.0
732,3181,0,0.0
733,3184,0,0.0
734,3187,0,0.0
735,3189,0,1.0
736,3196,0,0.0
737,3206,0,0.0
738,3214,0,0.0
739,3220,0,0.0
740,3221,0,0.0
741,3229,0,0.0
742,3233,0,0.0
743,3234,0,0.0
744,3239,0,0.0
745,3245,1,0.0
746,3251,1,0.0
747,3253,1,0.0
748,3256,0,0.0
749,3261,1,1.0
750,3266,1,0.0
751,3267,0,0.0
752,3269,0,0.0
753,3274,0,0.0
754,3276,0,0.0
755,3289,0,0.0
756,3296,1,1.0
757,3297,0,0.0
758,3300,0,0.0
759,3304,0,0.0
760,3307,0,0.0
761,3312,0,0.0
762,3313,0,0.0
763,3316,0,0.0
764,3321,0,0.0
765,3322,0,0.0
766,3324,0,0.0
767,3332,0,0.0
768,3341,0,0.0
769,3343,1,0.0
770,3345,0,1.0
771,3356,0,0.0
772,3357,1,0.0
773,3365,0,0.0
774,3366,1,0.0
775,3370,0,0.0
776,3371,1,0.0
777,3374,0,0.0
778,3377,0,0.0
779,3386,0,0.0
780,3390,0,0.0
781,3394,0,0.0
782,3396,0,0.0
783,3400,0,0.0
784,3402,1,0.0
785,3407,1,0.0
786,3412,0,1.0
787,3420,0,0.0
788,3422,0,0.0
789,3431,0,0.0
790,3433,0,0.0
791,3437,0,0.0
792,3440,0,1.0
793,3444,0,0.0
794,3449,0,0.0
795,3453,0,0.0
796,3455,0,0.0
797,3457,0,0.0
798,3473,0,0.0
799,3476,0,0.0
800,3477,0,0.0
801,3479,0,0.0
802,3482,0,0.0
803,3483,1,0.0
804,3484,0,0.0
805,3490,0,0.0
806,3492,0,0.0
807,3497,0,0.0
808,3499,0,1.0
809,3500,0,0.0
810,3509,0,0.0
811,3513,0,0.0
812,3516,0,0.0
813,3524,0,0.0
814,3526,0,0.0
815,3535,0,0.0
816,3539,0,0.0
817,3544,0,0.0
818,3547,0,0.0
819,3550,0,0.0
820,3552,0,0.0
821,3555,0,0.0
822,3557,0,0.0
823,3571,0,0.0
824,3577,0,0.0
825,3581,1,1.0
826,3582,0,0.0
827,3583,0,0.0
828,3593,0,0.0
829,3612,0,0.0
830,3613,0,0.0
831,3615,0,0.0
832,3623,0,0.0
833,3626,0,0.0
834,3629,0,0.0
835,3632,0,0.0
836,3636,0,0.0
837,3643,0,0.0
838,3647,0,0.0
839,3656,0,0.0
840,3661,0,0.0
841,3662,1,1.0
842,3663,0,0.0
843,3664,0,0.0
844,3676,0,0.0
845,3689,0,0.0
846,3693,1,0.0
847,3694,0,0.0
848,3707,0,0.0
849,3710,0,0.0
850,3722,0,0.0
851,3730,0,0.0
852,3731,0,0.0
853,3733,0,0.0
854,3734,0,0.0
855,3739,0,0.0
856,3740,0,0.0
857,3741,0,0.0
858,3744,0,0.0
859,3745,0,1.0
860,3752,0,0.0
861,3757,0,0.0
862,3760,0,0.0
863,3761,0,0.0
864,3762,1,0.0
865,3763,0,0.0
866,3769,0,0.0
867,3771,0,0.0
868,3774,0,0.0
869,3777,0,0.0
870,3782,0,0.0
871,3784,0,0.0
872,3789,0,0.0
873,3791,0,0.0
874,3792,0,0.0
875,3800,0,0.0
876,3801,0,0.0
877,3805,0,0.0
878,3806,0,0.0
879,3807,0,0.0
880,3809,0,1.0
881,3810,0,0.0
882,3813,0,0.0
883,3815,0,0.0
884,3821,0,0.0
885,3829,0,0.0
886,3834,0,0.0
887,3839,0,0.0
888,3841,0,0.0
889,3849,0,0.0
890,3850,0,0.0
891,3853,0,0.0
892,3854,0,0.0
893,3859,0,0.0
894,3860,0,0.0
895,3862,0,0.0
896,3871,0,0.0
897,3875,0,0.0
898,3876,0,0.0
899,3880,0,0.0
900,3886,0,0.0
901,3890,0,0.0
902,3894,0,0.0
903,3896,0,0.0
904,3902,0,0.0
905,3904,0,0.0
906,3907,0,0.0
907,3916,0,0.0
908,3919,0,0.0
909,3920,0,0.0
910,3922,0,0.0
911,3926,0,0.0
912,3929,0,0.0
913,3934,0,0.0
914,3936,0,0.0
915,3937,0,0.0
916,3940,0,0.0
917,3942,0,0.0
918,3944,0,0.0
919,3951,0,0.0
920,3954,1,0.0
921,3957,0,0.0
922,3959,0,0.0
923,3962,1,0.0
924,3964,0,0.0
925,3966,0,0.0
926,3967,0,0.0
927,3970,0,0.0
928,3981,0,0.0
929,3994,0,0.0
930,3996,0,0.0
931,4001,0,0.0
932,4011,0,0.0
933,4021,1,0.0
934,4024,0,1.0
935,4029,0,0.0
936,4030,0,0.0
937,4034,0,0.0
938,4036,1,1.0
939,4040,0,0.0
940,4041,0,0.0
941,4043,0,0.0
942,4045,0,1.0
943,4046,0,0.0
944,4049,0,0.0
945,4052,0,0.0
946,4061,0,0.0
947,4072,1,0.0
948,4080,0,0.0
949,4081,0,0.0
950,4085,0,0.0
951,4092,0,0.0
952,4097,0,0.0
953,4099,0,0.0
954,4109,0,0.0
955,4113,0,0.0
956,4117,0,0.0
957,4120,0,0.0
958,4125,0,0.0
959,4126,0,0.0
960,4131,0,0.0
961,4132,0,0.0
962,4135,0,0.0
963,4139,0,0.0
964,4147,0,0.0
965,4149,0,0.0
966,4152,0,0.0
967,4165,0,0.0
968,4175,0,0.0
969,4181,0,0.0
970,4194,0,0.0
971,4199,0,0.0
972,4200,0,0.0
973,4205,1,0.0
974,4206,0,0.0
975,4209,1,0.0
976,4210,0,0.0
977,4214,0,0.0
978,4216,0,0.0
979,4217,0,0.0
980,4221,0,0.0
981,4222,0,0.0
982,4226,0,0.0
983,4231,0,0.0
984,4232,0,0.0
985,4236,0,0.0
986,4241,0,0.0
987,4242,0,0.0
988,4243,0,0.0
989,4245,0,1.0
990,4249,0,0.0
991,4255,0,0.0
992,4256,1,0.0
993,4259,0,0.0
994,4269,0,0.0
995,4279,0,0.0
996,4280,0,0.0
997,4283,0,0.0
998,4291,0,0.0
999,4293,0,0.0
1000,4294,0,0.0
1001,4297,1,0.0
1002,4299,0,0.0
1003,4302,1,0.0
1004,4309,0,0.0
1005,4311,0,0.0
1006,4316,0,0.0
1007,4320,0,0.0
1008,4325,0,0.0
1009,4329,0,0.0
1010,4332,0,0.0
1011,4336,1,1.0
1012,4337,0,0.0
1013,4339,0,0.0
1014,4340,0,1.0
1015,4346,0,0.0
1016,4351,0,0.0
1017,4352,0,0.0
1018,4360,0,0.0
1019,4364,0,0.0
1020,4369,0,0.0
1021,4371,0,0.0
1022,4375,0,0.0
1023,4379,0,0.0
1024,4380,0,0.0
1025,4386,0,0.0
1026,4394,0,0.0
1027,4400,0,0.0
1028,4405,0,0.0
1029,4410,0,0.0
1030,4411,0,0.0
1031,4415,0,0.0
1032,4420,0,0.0
1033,4423,1,1.0
1034,4430,0,0.0
1035,4433,0,0.0
1036,4434,0,0.0
1037,4442,0,0.0
1038,4443,1,0.0
1039,4454,0,0.0
1040,4457,0,0.0
1041,4459,0,0.0
1042,4461,0,0.0
1043,4462,0,0.0
1044,4463,0,0.0
1045,4467,0,0.0
1046,4473,1,0.0
1047,4485,0,0.0
1048,4492,0,0.0
1049,4494,0,0.0
1050,4500,0,0.0
1051,4501,0,0.0
1052,4506,1,1.0
1053,4511,0,0.0
1054,4524,0,0.0
1055,4532,0,0.0
1056,4533,0,0.0
1057,4539,0,1.0
1058,4543,0,0.0
1059,4546,0,0.0
1060,4549,0,0.0
1061,4554,0,0.0
1062,4557,0,0.0
1063,4562,0,0.0
1064,4566,0,0.0
1065,4570,1,0.0
1066,4571,0,0.0
1067,4574,0,0.0
1068,4579,0,0.0
1069,4580,0,0.0
1070,4581,0,0.0
1071,4587,0,0.0
1072,4589,0,0.0
1073,4595,0,1.0
1074,4601,0,0.0
1075,4602,0,1.0
1076,4604,0,0.0
1077,4606,0,0.0
1078,4614,0,0.0
1079,4615,0,0.0
1080,4617,0,0.0
1081,4621,0,0.0
1082,4622,0,0.0
1083,4629,0,0.0
1084,4634,1,0.0
1085,4639,0,0.0
1086,4647,0,0.0
1087,4649,0,0.0
1088,4653,0,0.0
1089,4666,0,0.0
1090,4667,0,0.0
1091,4669,0,0.0
1092,4671,0,0.0
1093,4672,0,0.0
1094,4676,0,0.0
1095,4681,0,0.0
1096,4683,1,0.0
1097,4684,0,0.0
1098,4686,0,1.0
1099,4687,0,0.0
1100,4699,0,0.0
1101,4703,0,0.0
1102,4713,0,0.0
1103,4714,0,0.0
1104,4716,0,0.0
1105,4719,0,0.0
1106,4722,0,0.0
1107,4723,0,0.0
1108,4725,0,0.0
1109,4726,0,0.0
1110,4729,0,0.0
1111,4730,0,0.0
1112,4733,0,0.0
1113,4737,0,0.0
1114,4741,1,1.0
1115,4742,0,0.0
1116,4745,0,0.0
1117,4749,0,0.0
1118,4751,0,0.0
1119,4752,0,0.0
1120,4753,0,0.0
1121,4754,0,0.0
1122,4760,0,0.0
1123,4762,0,0.0
1124,4770,0,0.0
1125,4771,0,0.0
1126,4774,0,0.0
1127,4781,0,0.0
1128,4786,0,0.0
1129,4787,0,0.0
1130,4789,0,0.0
1131,4805,0,0.0
1132,4814,0,0.0
1133,4815,1,0.0
1134,4817,0,0.0
1135,4819,0,0.0
1136,4821,0,0.0
1137,4822,0,0.0
1138,4824,0,0.0
1139,4829,0,0.0
1140,4835,0,0.0
1141,4836,0,0.0
1142,4840,0,0.0
1143,4852,0,0.0
1144,4859,0,0.0
1145,4862,0,0.0
1146,4863,0,0.0
1147,4864,0,0.0
1148,4865,0,0.0
1149,4869,0,0.0
1150,4871,0,0.0
1151,4876,0,0.0
1152,4881,0,0.0
1153,4884,0,0.0
1154,4887,0,0.0
1155,4894,0,0.0
1156,4895,0,0.0
1157,4896,0,0.0
1158,4900,0,0.0
1159,4910,0,0.0
1160,4911,0,0.0
1161,4912,0,0.0
1162,4913,0,0.0
1163,4914,0,0.0
1164,4917,1,1.0
1165,4919,0,0.0
1166,4920,0,0.0
1167,4922,0,0.0
1168,4930,0,0.0
1169,4932,0,0.0
1170,4935,0,0.0
1171,4940,0,0.0
1172,4951,0,0.0
1173,4963,0,0.0
1174,4965,0,0.0
1175,4980,1,0.0
1176,4987,0,0.0
1177,4993,0,0.0
1178,4994,1,0.0
1179,4997,0,0.0
1180,4999,0,0.0
1181,5000,0,0.0
1182,5007,0,0.0
1183,5010,0,0.0
1184,5011,0,0.0
1185,5015,0,0.0
1186,5016,0,0.0
1187,5023,0,0.0
1188,5026,0,0.0
1189,5027,0,0.0
1190,5029,0,0.0
1191,5032,0,0.0
1192,5034,0,1.0
1193,5043,0,0.0
1194,5045,0,0.0
1195,5049,0,0.0
1196,5050,0,0.0
1197,5051,1,0.0
1198,5052,0,0.0
1199,5055,0,0.0
1200,5063,0,0.0
1201,5065,0,0.0
1202,5074,0,0.0
1203,5079,0,0.0
1204,5080,0,0.0
1205,5087,0,0.0
1206,5093,1,1.0
1207,5100,0,0.0
1208,5103,0,0.0
1209,5104,0,0.0
1210,5105,0,0.0
1211,5113,0,0.0
1212,5115,0,0.0
1213,5120,1,0.0
1214,5124,0,0.0
1215,5132,0,0.0
1216,5133,0,1.0
1217,5135,1,0.0
1218,5137,0,0.0
1219,5139,0,0.0
1220,5144,0,0.0
1221,5153,0,0.0
1222,5155,0,0.0
1223,5161,0,0.0
1224,5164,0,0.0
1225,5165,0,0.0
1226,5169,0,0.0
1227,5176,0,0.0
1228,5183,0,0.0
1229,5184,0,0.0
1230,5194,0,0.0
1231,5202,0,0.0
1232,5207,0,0.0
1233,5209,0,0.0
1234,5213,1,0.0
1235,5215,0,1.0
1236,5217,0,0.0
1237,5223,0,0.0
1238,5224,0,0.0
1239,5229,0,0.0
1240,5233,0,0.0
1241,5234,0,0.0
1242,5243,0,0.0
1243,5247,1,0.0
1244,5253,0,0.0
1245,5261,0,0.0
1246,5266,0,0.0
1247,5269,0,0.0
1248,5272,0,0.0
1249,5277,0,0.0
1250,5281,0,0.0
1251,5286,0,0.0
1252,5292,0,0.0
1253,5294,0,0.0
1254,5295,0,0.0
1255,5303,0,0.0
1256,5305,0,0.0
1257,5311,0,0.0
1258,5313,0,0.0
1259,5319,0,0.0
1260,5329,0,0.0
1261,5333,0,0.0
1262,5336,0,0.0
1263,5337,0,0.0
