,id,electricity,electricity_prediction
954,3976,0,0.0
955,3979,0,0.0
956,3986,0,0.0
957,3994,0,0.0
958,3996,0,0.0
959,3997,0,0.0
960,4001,0,0.0
961,4003,0,0.0
962,4004,0,0.0
963,4010,0,0.0
964,4011,0,0.0
965,4016,0,0.0
966,4017,0,0.0
967,4020,0,0.0
968,4024,0,0.0
969,4026,0,0.0
970,4032,0,0.0
971,4033,0,0.0
972,4039,0,0.0
973,4040,0,0.0
974,4043,0,0.0
975,4044,0,0.0
976,4049,0,0.0
977,4050,0,0.0
978,4051,0,0.0
979,4053,0,0.0
980,4054,0,0.0
981,4061,0,0.0
982,4062,0,0.0
983,4064,0,0.0
984,4074,0,0.0
985,4077,0,0.0
986,4085,0,0.0
987,4086,0,0.0
988,4096,0,0.0
989,4099,0,0.0
990,4104,0,0.0
991,4106,0,0.0
992,4112,0,0.0
993,4114,0,0.0
994,4116,0,0.0
995,4119,0,0.0
996,4121,0,0.0
997,4124,0,0.0
998,4125,0,0.0
999,4133,0,0.0
1000,4134,0,0.0
1001,4152,0,0.0
1002,4156,0,0.0
1003,4159,0,0.0
1004,4166,0,0.0
1005,4173,0,0.0
1006,4175,0,0.0
1007,4183,0,0.0
1008,4194,0,0.0
1009,4196,0,0.0
1010,4201,0,0.0
1011,4206,0,0.0
1012,4215,0,0.0
1013,4224,0,0.0
1014,4230,0,0.0
1015,4232,0,0.0
1016,4236,0,0.0
1017,4241,0,0.0
1018,4250,0,0.0
1019,4257,0,0.0
1020,4262,0,0.0
1021,4274,0,0.0
1022,4275,0,0.0
1023,4276,0,0.0
1024,4281,0,0.0
1025,4282,0,0.0
1026,4283,0,0.0
1027,4291,0,0.0
1028,4296,0,0.0
1029,4297,0,0.0
1030,4299,0,0.0
1031,4305,0,0.0
1032,4311,0,0.0
1033,4312,0,0.0
1034,4315,0,0.0
1035,4316,0,0.0
1036,4324,0,0.0
1037,4327,0,0.0
1038,4332,0,0.0
1039,4337,0,0.0
1040,4342,0,0.0
1041,4343,0,0.0
1042,4344,0,0.0
1043,4345,0,0.0
1044,4346,0,0.0
1045,4349,0,0.0
1046,4355,0,0.0
1047,4362,0,0.0
1048,4364,0,0.0
1049,4367,0,0.0
1050,4369,0,0.0
1051,4370,0,0.0
1052,4375,0,0.0
1053,4376,0,0.0
1054,4382,0,0.0
1055,4387,0,0.0
1056,4405,0,0.0
1057,4407,0,0.0
1058,4414,0,0.0
1059,4415,0,0.0
1060,4422,0,0.0
1061,4425,0,0.0
1062,4427,0,0.0
1063,4432,0,0.0
1064,4435,0,0.0
1065,4440,0,0.0
1066,4442,0,0.0
1067,4443,0,0.0
1068,4447,0,0.0
1069,4449,0,0.0
1070,4455,0,0.0
1071,4471,0,0.0
1072,4472,0,0.0
1073,4481,0,0.0
1074,4482,0,0.0
1075,4487,0,0.0
1076,4491,0,0.0
1077,4495,0,0.0
1078,4504,0,0.0
1079,4514,0,0.0
1080,4520,0,0.0
1081,4521,0,0.0
1082,4524,0,0.0
1083,4525,0,0.0
1084,4526,0,0.0
1085,4527,0,0.0
1086,4530,0,0.0
1087,4532,0,0.0
1088,4535,0,0.0
1089,4537,0,0.0
1090,4546,0,0.0
1091,4549,0,0.0
1092,4561,0,0.0
1093,4569,0,0.0
1094,4573,0,0.0
1095,4574,0,0.0
1096,4576,0,0.0
1097,4577,0,0.0
1098,4580,0,0.0
1099,4581,0,0.0
1100,4582,0,0.0
1101,4583,0,0.0
1102,4586,0,0.0
1103,4587,0,0.0
1104,4592,0,0.0
1105,4600,0,0.0
1106,4606,0,0.0
1107,4611,0,0.0
1108,4613,0,0.0
1109,4614,0,0.0
1110,4617,0,0.0
1111,4622,0,0.0
1112,4625,0,0.0
1113,4637,0,0.0
1114,4639,0,0.0
1115,4643,0,0.0
1116,4644,0,0.0
1117,4646,0,0.0
1118,4653,0,0.0
1119,4655,0,0.0
1120,4656,0,0.0
1121,4659,0,0.0
1122,4663,0,0.0
1123,4667,0,0.0
1124,4673,0,0.0
1125,4675,0,0.0
1126,4676,0,0.0
1127,4677,0,0.0
1128,4681,0,0.0
1129,4682,0,0.0
1130,4686,0,0.0
1131,4690,0,0.0
1132,4692,0,0.0
1133,4696,0,0.0
1134,4701,0,0.0
1135,4703,0,0.0
1136,4714,0,0.0
1137,4722,0,0.0
1138,4725,0,0.0
1139,4730,0,0.0
1140,4731,0,0.0
1141,4735,0,0.0
1142,4743,0,0.0
1143,4752,0,0.0
1144,4754,0,0.0
1145,4757,0,0.0
1146,4762,0,0.0
1147,4763,0,0.0
1148,4769,0,0.0
1149,4771,0,0.0
1150,4774,0,0.0
1151,4779,0,0.0
1152,4783,0,0.0
1153,4786,0,0.0
1154,4787,0,0.0
1155,4805,0,0.0
1156,4813,0,0.0
1157,4814,0,0.0
1158,4815,0,0.0
1159,4821,0,0.0
1160,4824,0,0.0
1161,4833,1,0.0
1162,4834,0,0.0
1163,4839,0,0.0
1164,4843,0,0.0
1165,4847,0,0.0
1166,4850,0,0.0
1167,4854,0,0.0
1168,4857,0,0.0
1169,4861,0,0.0
1170,4872,0,0.0
1171,4876,0,0.0
1172,4885,0,0.0
1173,4890,0,0.0
1174,4891,0,0.0
1175,4893,0,0.0
1176,4907,0,0.0
1177,4909,0,0.0
1178,4915,0,0.0
1179,4916,0,0.0
1180,4921,0,0.0
1181,4924,0,0.0
1182,4930,0,0.0
1183,4931,0,0.0
1184,4934,0,0.0
1185,4936,0,0.0
1186,4937,0,0.0
1187,4941,0,0.0
1188,4942,0,0.0
1189,4947,0,0.0
1190,4962,0,0.0
1191,4967,0,0.0
1192,4972,0,0.0
1193,4979,0,0.0
1194,4980,0,0.0
1195,4982,0,0.0
1196,4987,0,0.0
1197,4989,0,0.0
1198,4992,0,0.0
1199,5011,0,0.0
1200,5013,0,0.0
1201,5015,0,0.0
1202,5017,0,0.0
1203,5019,0,0.0
1204,5022,0,0.0
1205,5023,0,0.0
1206,5024,0,0.0
1207,5032,0,0.0
1208,5034,0,0.0
1209,5036,0,0.0
1210,5037,0,0.0
1211,5043,0,0.0
1212,5055,0,0.0
1213,5056,0,0.0
1214,5066,0,0.0
1215,5069,0,0.0
1216,5076,0,0.0
1217,5079,0,0.0
1218,5086,0,0.0
1219,5089,0,0.0
1220,5094,0,0.0
1221,5095,0,0.0
1222,5100,0,0.0
1223,5107,0,0.0
1224,5109,0,0.0
1225,5110,0,0.0
1226,5114,0,0.0
1227,5115,0,0.0
1228,5117,0,0.0
1229,5119,0,0.0
1230,5120,0,0.0
1231,5123,0,0.0
1232,5124,0,0.0
1233,5132,0,0.0
1234,5133,0,0.0
1235,5135,0,0.0
1236,5139,0,0.0
1237,5144,0,0.0
1238,5145,0,0.0
1239,5146,0,0.0
1240,5153,0,0.0
1241,5153,0,0.0
1242,5160,0,0.0
1243,5161,0,0.0
1244,5162,0,0.0
1245,5169,0,0.0
1246,5173,0,0.0
1247,5176,0,0.0
1248,5182,0,0.0
1249,5185,0,0.0
1250,5187,0,0.0
1251,5191,0,0.0
1252,5192,0,0.0
1253,5195,0,0.0
1254,5196,0,0.0
1255,5197,0,0.0
1256,5203,1,0.0
1257,5204,0,0.0
1258,5205,0,0.0
1259,5210,0,0.0
1260,5211,0,0.0
1261,5215,0,0.0
1262,5219,0,0.0
1263,5224,0,0.0
1264,5225,0,0.0
1265,5226,0,0.0
1266,5237,0,0.0
