,id,direct_report,direct_report_prediction
273,1292,1,1.0
274,1293,0,1.0
275,1297,0,0.0
276,1302,1,1.0
277,1307,1,1.0
278,1312,1,1.0
279,1314,1,1.0
280,1317,0,1.0
281,1322,1,1.0
282,1324,1,1.0
283,1325,1,1.0
284,1326,1,1.0
285,1332,0,0.0
286,1334,0,1.0
287,1340,0,0.0
288,1341,0,0.0
289,1346,1,0.0
290,1347,1,1.0
291,1353,0,0.0
292,1354,1,0.0
293,1355,0,0.0
294,1357,0,0.0
295,1360,1,0.0
296,1361,0,0.0
297,1366,0,0.0
298,1367,0,0.0
299,1370,1,1.0
300,1371,0,0.0
301,1374,0,0.0
302,1375,0,0.0
303,1385,0,1.0
304,1386,0,1.0
305,1394,0,1.0
306,1406,0,0.0
307,1412,0,0.0
308,1417,0,0.0
309,1420,1,0.0
310,1421,1,0.0
311,1422,0,1.0
312,1423,0,0.0
313,1425,0,0.0
314,1426,1,1.0
315,1427,1,1.0
316,1433,0,1.0
317,1442,0,0.0
318,1446,1,1.0
319,1447,0,1.0
320,1451,0,1.0
321,1456,1,0.0
322,1462,0,1.0
323,1467,0,1.0
324,1469,1,0.0
325,1471,0,1.0
326,1473,0,0.0
327,1482,0,1.0
328,1483,0,1.0
329,1490,1,1.0
330,1497,1,1.0
331,1499,0,0.0
332,1504,1,1.0
333,1510,1,1.0
334,1511,0,0.0
335,1512,1,1.0
336,1515,1,1.0
337,1521,0,1.0
338,1524,1,1.0
339,1531,1,1.0
340,1535,1,1.0
341,1536,1,1.0
342,1551,0,0.0
343,1554,1,1.0
344,1561,0,0.0
345,1563,1,1.0
346,1564,1,1.0
347,1572,0,0.0
348,1581,0,0.0
349,1584,1,1.0
350,1586,0,0.0
351,1594,0,0.0
352,1600,1,0.0
353,1602,0,0.0
354,1609,1,1.0
355,1612,1,1.0
356,1616,0,0.0
357,1620,0,1.0
358,1625,1,0.0
359,1626,0,0.0
360,1633,0,0.0
361,1641,1,1.0
362,1642,0,0.0
363,1650,1,1.0
364,1652,1,1.0
365,1655,0,0.0
366,1669,0,0.0
367,1672,0,0.0
368,1679,0,0.0
369,1680,0,0.0
370,1682,1,1.0
371,1683,1,0.0
372,1686,1,0.0
373,1690,1,1.0
374,1693,0,0.0
375,1697,1,0.0
376,1699,0,0.0
377,1700,1,0.0
378,1704,1,1.0
379,1710,0,1.0
380,1711,0,0.0
381,1712,1,1.0
382,1714,1,1.0
383,1715,0,0.0
384,1716,1,1.0
385,1724,1,1.0
386,1727,0,1.0
387,1737,1,1.0
388,1741,0,0.0
389,1746,1,1.0
390,1764,1,1.0
391,1765,1,1.0
392,1771,1,1.0
393,1772,1,0.0
394,1773,1,1.0
395,1774,1,1.0
396,1775,0,0.0
397,1779,0,0.0
398,1784,1,1.0
399,1792,1,0.0
400,1793,1,1.0
401,1804,0,0.0
402,1809,0,0.0
403,1816,1,0.0
404,1823,1,1.0
405,1825,0,0.0
406,1826,1,0.0
407,1830,1,1.0
408,1835,1,1.0
409,1844,0,0.0
410,1851,0,1.0
411,1855,0,1.0
412,1856,0,0.0
413,1869,0,0.0
414,1879,0,0.0
415,1881,0,0.0
416,1887,0,0.0
417,1889,0,1.0
418,1900,0,0.0
419,1903,0,1.0
420,1906,0,1.0
421,1910,1,1.0
422,1911,0,0.0
423,1912,1,0.0
424,1917,0,0.0
425,1921,1,1.0
426,1926,1,1.0
427,1927,0,0.0
428,1931,0,0.0
429,1937,0,0.0
430,1945,1,1.0
431,1950,1,1.0
432,1963,0,0.0
433,1964,1,1.0
434,1965,0,0.0
435,1967,1,1.0
436,1969,1,0.0
437,1975,1,0.0
438,1976,1,0.0
439,1977,0,0.0
440,1990,0,1.0
441,1991,1,1.0
442,1999,0,0.0
443,2003,0,0.0
444,2005,0,1.0
445,2011,0,0.0
446,2016,0,0.0
447,2017,1,0.0
448,2023,0,0.0
449,2029,0,0.0
450,2031,1,1.0
451,2045,0,1.0
452,2047,1,0.0
453,2052,1,0.0
454,2062,1,1.0
455,2070,0,1.0
456,2072,0,0.0
457,2075,0,0.0
458,2076,0,0.0
459,2077,0,0.0
460,2079,0,0.0
461,2081,0,1.0
462,2082,1,1.0
463,2086,0,0.0
464,2087,1,1.0
465,2089,1,1.0
466,2092,0,0.0
467,2093,0,1.0
468,2103,1,0.0
469,2107,1,1.0
470,2114,1,1.0
471,2121,0,0.0
472,2123,1,1.0
473,2132,1,1.0
474,2136,1,1.0
475,2137,0,0.0
476,2143,0,1.0
477,2157,0,0.0
478,2160,1,0.0
479,2161,0,0.0
480,2164,0,1.0
481,2166,0,0.0
482,2167,0,0.0
483,2170,1,1.0
484,2172,0,1.0
485,2173,1,0.0
486,2179,1,1.0
487,2185,1,1.0
488,2205,0,1.0
489,2210,0,0.0
490,2211,0,1.0
491,2213,0,0.0
492,2215,1,1.0
493,2221,1,1.0
494,2223,0,1.0
495,2227,0,1.0
496,2229,1,1.0
497,2240,1,1.0
498,2241,0,1.0
499,2242,0,1.0
500,2244,0,0.0
501,2246,0,0.0
502,2249,1,1.0
503,2250,0,0.0
504,2255,0,0.0
505,2259,1,1.0
506,2260,0,1.0
507,2261,0,1.0
508,2266,0,0.0
509,2267,0,1.0
510,2269,1,1.0
511,2270,0,1.0
512,2272,1,1.0
513,2275,0,0.0
514,2276,0,0.0
515,2277,0,1.0
516,2285,0,0.0
517,2287,0,0.0
518,2292,1,0.0
519,2296,1,1.0
520,2297,0,0.0
521,2300,1,0.0
522,2305,0,0.0
523,2314,0,0.0
524,2322,0,1.0
525,2334,1,1.0
526,2337,0,1.0
527,2340,0,0.0
528,2345,1,1.0
529,2349,0,0.0
530,2356,0,0.0
531,2377,1,0.0
532,2382,1,1.0
533,2386,1,1.0
534,2391,0,0.0
535,2393,1,1.0
536,2396,0,0.0
537,2397,1,1.0
538,2401,0,0.0
539,2402,0,1.0
540,2404,1,0.0
541,2407,0,0.0
542,2412,1,1.0
543,2413,0,1.0
544,2416,1,0.0
545,2417,0,0.0
546,2419,0,0.0
547,2422,1,0.0
548,2426,0,1.0
549,2427,0,1.0
550,2432,1,1.0
551,2434,0,1.0
552,2440,1,1.0
553,2444,0,1.0
554,2446,0,0.0
555,2450,0,0.0
556,2451,1,1.0
557,2459,0,0.0
558,2460,1,1.0
559,2462,0,0.0
560,2464,1,1.0
561,2465,1,1.0
562,2476,0,1.0
563,2479,0,0.0
564,2481,1,1.0
565,2482,0,0.0
566,2484,1,1.0
567,2486,0,1.0
568,2504,0,0.0
569,2505,0,0.0
570,2512,1,1.0
571,2516,0,1.0
572,2517,0,1.0
573,2519,1,0.0
574,2521,0,1.0
575,2525,0,1.0
576,2540,0,1.0
577,2544,0,0.0
578,2545,0,1.0
579,2557,0,1.0
580,2572,1,1.0
581,2573,1,1.0
582,2574,1,1.0
583,2575,1,1.0
584,2577,1,1.0
585,2581,0,1.0
586,2583,1,1.0
587,2587,0,0.0
588,2589,1,1.0
589,2603,0,0.0
590,2604,1,1.0
591,2605,1,1.0
592,2609,0,0.0
593,2613,0,0.0
594,2614,0,1.0
595,2615,1,1.0
596,2620,0,0.0
597,2622,1,1.0
598,2626,0,1.0
599,2629,1,0.0
600,2631,1,1.0
601,2634,1,1.0
602,2635,1,1.0
603,2639,0,1.0
604,2640,1,0.0
605,2645,0,0.0
606,2647,0,0.0
607,2652,1,1.0
608,2653,1,1.0
609,2655,1,1.0
610,2660,1,1.0
611,2662,1,0.0
612,2663,1,0.0
613,2676,1,1.0
614,2680,0,1.0
615,2681,1,1.0
616,2683,1,0.0
617,2685,0,1.0
618,2687,0,0.0
619,2696,0,1.0
620,2721,1,1.0
621,2723,1,1.0
622,2724,0,0.0
623,2726,1,0.0
624,2733,0,1.0
625,2740,0,0.0
626,2741,0,1.0
627,2754,0,0.0
628,2759,1,1.0
629,2770,1,1.0
630,2771,0,0.0
631,2772,0,0.0
632,2776,1,1.0
633,2789,1,1.0
634,2792,1,1.0
635,2800,0,1.0
636,2802,1,1.0
637,2803,1,1.0
638,2807,0,0.0
639,2811,1,1.0
640,2815,0,0.0
641,2816,1,1.0
642,2819,1,1.0
643,2822,1,1.0
644,2832,0,1.0
645,2834,0,0.0
646,2840,0,0.0
647,2854,1,1.0
648,2857,0,0.0
649,2860,0,1.0
650,2869,0,1.0
651,2879,1,0.0
652,2880,1,1.0
653,2882,0,0.0
654,2884,0,1.0
655,2892,1,1.0
656,2893,1,1.0
657,2897,1,1.0
658,2900,0,0.0
659,2902,1,1.0
660,2905,0,0.0
661,2909,1,1.0
662,2912,0,1.0
663,2913,0,1.0
664,2914,0,1.0
665,2922,1,0.0
666,2924,1,1.0
667,2925,0,0.0
668,2929,0,0.0
669,2930,0,1.0
670,2931,1,1.0
671,2940,0,1.0
672,2941,0,0.0
673,2952,0,1.0
674,2961,0,0.0
675,2966,1,0.0
676,2967,1,1.0
677,2970,1,1.0
678,2972,0,1.0
679,2974,1,0.0
680,2977,0,0.0
681,2985,1,0.0
682,2987,1,1.0
683,3002,0,0.0
684,3003,1,1.0
685,3004,1,1.0
686,3007,1,1.0
687,3022,0,0.0
688,3023,1,1.0
689,3031,1,1.0
690,3032,1,1.0
691,3041,0,0.0
692,3050,1,0.0
693,3055,0,1.0
694,3056,0,0.0
695,3061,1,1.0
696,3071,0,1.0
697,3072,1,1.0
698,3077,1,1.0
699,3079,1,1.0
700,3082,0,1.0
701,3092,1,1.0
702,3095,1,1.0
703,3097,0,1.0
704,3099,1,1.0
705,3104,1,0.0
706,3106,0,1.0
707,3114,0,0.0
708,3121,1,0.0
709,3136,1,1.0
710,3137,0,1.0
711,3139,1,1.0
712,3143,0,1.0
713,3146,0,1.0
714,3147,0,0.0
715,3154,0,1.0
716,3156,0,0.0
717,3157,1,1.0
718,3159,0,0.0
719,3164,0,0.0
720,3171,1,1.0
721,3175,0,0.0
722,3179,0,0.0
723,3182,0,0.0
724,3189,1,1.0
725,3196,0,0.0
726,3197,1,1.0
727,3200,0,0.0
728,3203,1,1.0
729,3204,0,1.0
730,3209,0,1.0
731,3214,1,0.0
732,3216,1,1.0
733,3222,1,1.0
734,3229,1,0.0
735,3234,1,0.0
736,3235,1,1.0
737,3239,1,1.0
738,3240,0,1.0
739,3245,0,1.0
740,3249,1,1.0
741,3250,0,0.0
742,3250,1,0.0
743,3251,1,1.0
744,3253,1,1.0
745,3254,1,1.0
746,3255,0,1.0
747,3256,1,1.0
748,3260,1,1.0
749,3262,0,1.0
750,3263,1,1.0
751,3269,1,0.0
752,3273,1,0.0
753,3287,1,0.0
754,3289,0,1.0
755,3291,0,0.0
756,3296,0,1.0
757,3306,1,1.0
758,3310,1,1.0
759,3312,1,1.0
760,3321,0,0.0
761,3322,0,0.0
762,3323,1,0.0
763,3326,0,1.0
764,3329,0,1.0
765,3330,1,1.0
766,3337,0,0.0
767,3340,1,1.0
768,3341,1,1.0
769,3344,0,1.0
770,3352,1,1.0
771,3357,1,1.0
772,3362,0,0.0
773,3365,0,0.0
774,3371,1,1.0
775,3372,0,0.0
776,3387,0,1.0
777,3394,0,0.0
778,3397,0,0.0
779,3405,0,0.0
780,3412,1,1.0
781,3413,0,1.0
782,3420,0,0.0
783,3423,0,0.0
784,3427,0,1.0
785,3431,0,0.0
786,3433,0,1.0
787,3436,1,1.0
788,3439,0,0.0
789,3443,0,1.0
790,3446,0,1.0
791,3451,0,0.0
792,3452,0,1.0
793,3453,0,0.0
794,3454,0,1.0
795,3460,0,1.0
796,3466,1,0.0
797,3467,1,1.0
798,3477,0,1.0
799,3482,1,0.0
800,3490,1,1.0
801,3494,1,0.0
802,3505,0,0.0
803,3511,1,1.0
804,3517,1,1.0
805,3521,1,1.0
806,3529,0,1.0
807,3539,0,0.0
808,3544,0,1.0
809,3545,0,1.0
810,3555,1,0.0
811,3559,0,0.0
812,3560,0,0.0
813,3564,0,1.0
814,3575,0,0.0
815,3582,0,0.0
816,3583,0,0.0
817,3586,0,1.0
818,3587,1,0.0
819,3600,1,0.0
820,3604,0,0.0
821,3607,1,1.0
822,3609,0,0.0
823,3612,0,0.0
824,3616,1,1.0
825,3624,1,1.0
826,3625,0,0.0
827,3632,0,1.0
828,3633,1,1.0
829,3635,1,1.0
830,3639,0,0.0
831,3642,0,1.0
832,3645,1,1.0
833,3649,0,1.0
834,3652,0,0.0
835,3654,0,0.0
836,3655,0,0.0
837,3659,0,0.0
838,3661,0,0.0
839,3662,1,1.0
840,3663,0,0.0
841,3664,0,0.0
842,3669,1,0.0
843,3683,1,1.0
844,3694,0,1.0
845,3702,0,0.0
846,3707,1,1.0
847,3724,1,1.0
848,3726,0,0.0
849,3729,1,1.0
850,3730,1,1.0
851,3731,1,1.0
852,3732,0,0.0
853,3734,0,1.0
854,3736,0,0.0
855,3740,0,0.0
856,3752,1,1.0
857,3761,0,0.0
858,3770,0,0.0
859,3771,0,0.0
860,3774,1,1.0
861,3775,0,0.0
862,3779,1,1.0
863,3782,0,0.0
864,3796,0,0.0
865,3797,1,1.0
866,3801,0,1.0
867,3815,0,1.0
868,3816,1,1.0
869,3827,0,0.0
870,3830,1,1.0
871,3832,1,0.0
872,3837,0,0.0
873,3842,0,0.0
874,3846,0,0.0
875,3849,0,1.0
876,3852,0,1.0
877,3854,0,1.0
878,3857,1,1.0
879,3859,0,0.0
880,3866,0,0.0
881,3869,0,1.0
882,3871,0,0.0
883,3880,1,1.0
884,3881,0,0.0
885,3882,1,1.0
886,3884,0,0.0
887,3886,0,1.0
888,3889,1,0.0
889,3891,1,0.0
890,3894,0,0.0
891,3899,1,1.0
892,3903,0,0.0
893,3905,0,1.0
894,3911,0,0.0
895,3912,0,0.0
896,3919,0,0.0
897,3922,0,0.0
898,3930,0,0.0
899,3931,1,1.0
900,3936,1,0.0
901,3937,0,0.0
902,3939,0,0.0
903,3943,0,0.0
904,3950,0,1.0
905,3954,1,1.0
906,3960,0,0.0
907,3961,0,1.0
908,3964,0,0.0
909,3969,0,0.0
910,3972,0,0.0
911,3974,1,1.0
912,3982,1,1.0
913,3986,0,0.0
914,3989,1,0.0
915,3990,0,0.0
916,3991,0,0.0
917,3993,0,1.0
918,3995,0,1.0
919,4003,0,0.0
920,4014,1,0.0
921,4020,0,0.0
922,4021,1,0.0
923,4032,1,1.0
924,4033,1,1.0
925,4044,0,0.0
926,4046,0,1.0
927,4052,0,1.0
928,4053,0,1.0
929,4054,1,1.0
930,4065,1,1.0
931,4067,0,0.0
932,4069,0,0.0
933,4075,0,0.0
934,4076,0,0.0
935,4077,0,1.0
936,4086,0,1.0
937,4090,1,1.0
938,4099,1,1.0
939,4105,0,1.0
940,4110,0,0.0
941,4120,1,0.0
942,4122,0,1.0
943,4123,0,0.0
944,4124,1,1.0
945,4129,0,1.0
946,4134,1,1.0
947,4136,0,0.0
948,4139,0,1.0
949,4141,0,0.0
950,4142,0,0.0
951,4143,0,0.0
952,4146,1,1.0
953,4156,1,1.0
954,4157,0,1.0
955,4163,0,0.0
956,4166,0,0.0
957,4172,0,1.0
958,4173,0,0.0
959,4175,0,0.0
960,4176,1,1.0
961,4181,0,0.0
962,4182,0,1.0
963,4192,1,0.0
964,4194,1,0.0
965,4199,0,1.0
966,4202,0,1.0
967,4207,0,0.0
968,4215,0,0.0
969,4216,0,1.0
970,4217,0,0.0
971,4222,0,0.0
972,4225,1,1.0
973,4232,0,0.0
974,4233,0,1.0
975,4239,1,0.0
976,4243,0,0.0
977,4244,0,0.0
978,4249,0,0.0
979,4251,1,1.0
980,4255,0,0.0
981,4259,1,0.0
982,4262,0,1.0
983,4263,0,1.0
984,4266,0,0.0
985,4267,0,1.0
986,4273,0,1.0
987,4276,0,1.0
988,4277,0,0.0
989,4283,0,1.0
990,4285,0,0.0
991,4289,1,0.0
992,4296,0,0.0
993,4301,0,0.0
994,4313,0,1.0
995,4320,1,0.0
996,4324,0,0.0
997,4326,1,1.0
998,4330,1,0.0
999,4335,0,1.0
1000,4336,0,1.0
1001,4337,1,0.0
1002,4339,0,0.0
1003,4340,0,1.0
1004,4342,0,0.0
1005,4343,1,1.0
1006,4345,1,1.0
1007,4349,1,1.0
1008,4356,0,1.0
1009,4365,0,1.0
1010,4366,1,0.0
1011,4369,0,0.0
1012,4373,0,0.0
1013,4375,1,1.0
1014,4377,0,0.0
1015,4379,0,0.0
1016,4380,0,0.0
1017,4384,0,0.0
1018,4391,1,1.0
1019,4406,1,1.0
1020,4407,1,1.0
1021,4411,0,0.0
1022,4412,1,1.0
1023,4415,1,1.0
1024,4424,0,0.0
1025,4427,0,1.0
1026,4431,0,1.0
1027,4435,0,0.0
1028,4436,1,1.0
1029,4443,1,1.0
1030,4450,0,0.0
1031,4453,0,1.0
1032,4459,0,1.0
1033,4460,0,1.0
1034,4461,0,0.0
1035,4462,0,1.0
1036,4465,0,0.0
1037,4471,0,1.0
1038,4474,0,0.0
1039,4481,0,0.0
1040,4482,1,1.0
1041,4484,1,1.0
1042,4485,0,0.0
1043,4493,0,1.0
1044,4496,1,1.0
1045,4499,0,0.0
1046,4500,1,0.0
1047,4502,1,1.0
1048,4505,0,0.0
1049,4507,0,0.0
1050,4510,1,1.0
1051,4516,1,1.0
1052,4517,0,1.0
1053,4525,0,0.0
1054,4530,0,0.0
1055,4547,0,0.0
1056,4549,0,1.0
1057,4551,1,0.0
1058,4560,0,1.0
1059,4565,1,1.0
1060,4571,0,1.0
1061,4572,0,0.0
1062,4573,1,1.0
1063,4574,0,0.0
1064,4576,0,1.0
1065,4587,0,0.0
1066,4589,0,0.0
1067,4590,1,1.0
1068,4595,1,0.0
1069,4597,0,0.0
1070,4601,1,1.0
1071,4604,0,0.0
1072,4611,1,0.0
1073,4613,1,1.0
1074,4614,0,0.0
1075,4615,0,0.0
1076,4617,0,0.0
1077,4621,1,1.0
1078,4625,1,1.0
1079,4626,1,1.0
1080,4630,0,0.0
1081,4634,1,1.0
1082,4637,1,1.0
1083,4644,0,0.0
1084,4647,1,1.0
1085,4649,1,0.0
1086,4650,0,1.0
1087,4655,1,1.0
1088,4662,0,1.0
1089,4663,1,1.0
1090,4667,0,1.0
1091,4671,1,1.0
1092,4673,1,0.0
1093,4675,1,1.0
1094,4679,1,1.0
1095,4696,1,1.0
1096,4699,0,1.0
1097,4702,1,1.0
1098,4713,0,0.0
1099,4715,0,1.0
1100,4716,1,0.0
1101,4726,0,0.0
1102,4732,1,0.0
1103,4743,0,0.0
1104,4745,1,0.0
1105,4746,1,1.0
1106,4749,0,0.0
1107,4752,0,1.0
1108,4753,1,1.0
1109,4754,0,0.0
1110,4765,0,0.0
1111,4770,0,1.0
1112,4771,1,0.0
1113,4774,1,0.0
1114,4779,0,1.0
1115,4780,1,1.0
1116,4785,0,0.0
1117,4786,0,0.0
1118,4793,1,1.0
1119,4796,0,1.0
1120,4805,0,1.0
1121,4806,0,0.0
1122,4812,0,0.0
1123,4814,0,0.0
1124,4815,1,0.0
1125,4817,0,1.0
1126,4826,1,0.0
1127,4827,0,0.0
1128,4833,1,1.0
1129,4834,0,0.0
1130,4835,1,1.0
1131,4836,1,0.0
1132,4852,0,0.0
1133,4855,0,0.0
1134,4861,0,1.0
1135,4863,0,0.0
1136,4864,0,0.0
1137,4866,0,0.0
1138,4869,1,1.0
1139,4872,0,0.0
1140,4881,1,0.0
1141,4882,0,0.0
1142,4883,0,0.0
1143,4886,0,0.0
1144,4889,1,1.0
1145,4890,0,0.0
1146,4891,1,0.0
1147,4901,0,1.0
1148,4906,1,1.0
1149,4910,1,1.0
1150,4913,0,0.0
1151,4915,0,1.0
1152,4917,0,1.0
1153,4919,0,0.0
1154,4921,0,0.0
1155,4925,0,1.0
1156,4927,0,0.0
1157,4933,1,1.0
1158,4940,0,0.0
1159,4945,1,0.0
1160,4949,1,1.0
1161,4954,1,1.0
1162,4965,0,1.0
1163,4966,1,1.0
1164,4967,0,0.0
1165,4969,1,1.0
1166,4970,0,1.0
1167,4972,1,1.0
1168,4974,1,1.0
1169,4980,1,1.0
1170,4984,1,1.0
1171,4985,1,0.0
1172,4990,0,1.0
1173,4993,0,0.0
1174,5002,1,1.0
1175,5006,1,0.0
1176,5007,0,0.0
1177,5011,0,1.0
1178,5013,1,1.0
1179,5015,0,1.0
1180,5016,0,0.0
1181,5019,0,0.0
1182,5021,0,1.0
1183,5026,1,1.0
1184,5027,0,0.0
1185,5034,0,1.0
1186,5037,0,1.0
1187,5043,1,1.0
1188,5053,0,0.0
1189,5057,1,0.0
1190,5061,1,0.0
1191,5062,1,0.0
1192,5063,0,0.0
1193,5064,0,1.0
1194,5065,0,0.0
1195,5083,0,0.0
1196,5086,0,0.0
1197,5090,0,1.0
1198,5094,0,0.0
1199,5099,0,1.0
1200,5100,0,0.0
1201,5101,0,0.0
1202,5104,0,0.0
1203,5107,1,1.0
1204,5112,1,1.0
1205,5120,1,1.0
1206,5121,0,1.0
1207,5127,0,0.0
1208,5133,1,1.0
1209,5135,1,1.0
1210,5142,1,1.0
1211,5146,0,0.0
1212,5153,0,0.0
1213,5155,0,0.0
1214,5156,0,0.0
1215,5160,0,0.0
1216,5161,0,1.0
1217,5162,0,0.0
1218,5166,1,0.0
1219,5169,0,0.0
1220,5170,0,1.0
1221,5183,0,0.0
1222,5185,0,0.0
1223,5190,0,0.0
1224,5191,0,0.0
1225,5192,1,0.0
1226,5193,1,1.0
1227,5195,1,0.0
1228,5196,1,1.0
1229,5199,0,1.0
1230,5205,0,0.0
1231,5211,0,0.0
1232,5219,0,0.0
1233,5220,0,0.0
1234,5223,0,1.0
1235,5229,1,1.0
1236,5234,0,1.0
1237,5241,1,1.0
1238,5244,1,1.0
1239,5246,0,0.0
1240,5247,1,1.0
1241,5252,1,0.0
1242,5259,0,0.0
1243,5262,0,1.0
1244,5263,0,1.0
1245,5264,0,1.0
1246,5265,0,0.0
1247,5266,1,1.0
1248,5269,0,0.0
1249,5274,0,0.0
1250,5275,0,1.0
1251,5281,0,1.0
1252,5289,0,0.0
1253,5290,1,1.0
1254,5291,1,1.0
1255,5297,1,1.0
1256,5300,0,0.0
1257,5303,0,0.0
1258,5307,1,1.0
1259,5313,0,0.0
1260,5317,1,0.0
1261,5326,0,1.0
1262,5330,0,0.0
1263,5337,0,1.0
1264,5339,1,1.0
