,id,missing_people,missing_people_prediction
169,761,0,0.0
170,763,0,0.0
171,772,0,0.0
172,773,0,0.0
173,777,0,0.0
174,782,0,0.0
175,787,0,0.0
176,789,0,0.0
177,790,0,0.0
178,792,0,0.0
179,795,0,0.0
180,801,0,0.0
181,806,0,0.0
182,812,0,0.0
183,822,0,0.0
184,827,0,0.0
185,829,0,0.0
186,835,0,0.0
187,845,0,0.0
188,847,0,0.0
189,849,0,0.0
190,850,0,0.0
191,853,0,0.0
192,854,0,0.0
193,857,0,0.0
194,861,0,0.0
195,874,0,0.0
196,883,0,0.0
197,884,0,0.0
198,886,0,0.0
199,887,0,0.0
200,900,0,0.0
201,901,0,0.0
202,907,0,0.0
203,916,0,0.0
204,917,0,0.0
205,919,0,0.0
206,920,0,0.0
207,921,0,0.0
208,925,0,0.0
209,931,0,0.0
210,945,0,0.0
211,954,0,0.0
212,959,0,0.0
213,960,0,0.0
214,962,0,0.0
215,963,0,0.0
216,966,0,0.0
217,970,0,0.0
218,974,0,0.0
219,975,0,0.0
220,976,0,0.0
221,979,0,0.0
222,981,0,0.0
223,984,0,0.0
224,985,0,0.0
225,991,0,0.0
226,992,0,0.0
227,997,0,0.0
228,1000,0,0.0
229,1007,0,0.0
230,1016,0,0.0
231,1017,0,0.0
232,1022,0,0.0
233,1025,0,0.0
234,1030,0,0.0
235,1031,0,0.0
236,1040,1,0.0
237,1042,0,0.0
238,1043,0,0.0
239,1046,0,0.0
240,1052,0,0.0
241,1053,0,0.0
242,1057,0,0.0
243,1063,0,0.0
244,1065,0,0.0
245,1066,0,0.0
246,1072,0,0.0
247,1076,0,0.0
248,1080,0,0.0
249,1081,0,0.0
250,1082,0,0.0
251,1084,0,0.0
252,1086,0,0.0
253,1090,1,0.0
254,1092,0,0.0
255,1099,0,0.0
256,1100,0,0.0
257,1101,0,0.0
258,1111,0,0.0
259,1115,0,0.0
260,1119,0,0.0
261,1123,0,0.0
262,1124,0,0.0
263,1129,0,0.0
264,1139,0,0.0
265,1141,0,0.0
266,1143,0,0.0
267,1144,0,0.0
268,1146,0,0.0
269,1155,0,0.0
270,1160,0,0.0
271,1163,0,0.0
272,1169,0,0.0
273,1176,0,0.0
274,1179,0,0.0
275,1191,0,0.0
276,1197,0,0.0
277,1206,0,0.0
278,1210,0,0.0
279,1212,0,0.0
280,1219,0,0.0
281,1223,0,0.0
282,1230,0,0.0
283,1236,0,0.0
284,1237,0,0.0
285,1239,0,0.0
286,1242,0,0.0
287,1250,0,0.0
288,1254,0,0.0
289,1255,0,0.0
290,1257,0,0.0
291,1264,0,0.0
292,1266,0,0.0
293,1270,0,0.0
294,1271,0,0.0
295,1276,0,0.0
296,1280,0,0.0
297,1284,0,0.0
298,1285,0,0.0
299,1287,0,0.0
300,1304,0,0.0
301,1305,0,0.0
302,1306,0,0.0
303,1307,0,0.0
304,1309,0,0.0
305,1312,0,0.0
306,1316,0,0.0
307,1317,0,0.0
308,1327,0,0.0
309,1330,0,0.0
310,1333,0,0.0
311,1339,0,0.0
312,1344,0,0.0
313,1345,0,0.0
314,1349,0,0.0
315,1353,1,0.0
316,1354,0,0.0
317,1356,0,0.0
318,1361,0,0.0
319,1365,0,0.0
320,1366,0,0.0
321,1370,1,0.0
322,1379,0,0.0
323,1382,0,0.0
324,1383,0,0.0
325,1384,0,0.0
326,1387,0,0.0
327,1390,0,0.0
328,1392,0,0.0
329,1394,0,0.0
330,1395,0,0.0
331,1401,0,0.0
332,1402,0,0.0
333,1419,0,0.0
334,1422,0,0.0
335,1424,0,0.0
336,1431,0,0.0
337,1436,0,0.0
338,1439,0,0.0
339,1442,0,0.0
340,1453,0,0.0
341,1454,0,0.0
342,1466,0,0.0
343,1472,0,0.0
344,1475,0,0.0
345,1477,0,0.0
346,1481,0,0.0
347,1483,0,1.0
348,1484,0,0.0
349,1486,0,0.0
350,1487,0,0.0
351,1491,0,0.0
352,1499,0,0.0
353,1502,0,0.0
354,1517,0,0.0
355,1526,0,0.0
356,1527,0,0.0
357,1537,0,0.0
358,1543,0,0.0
359,1547,0,0.0
360,1549,0,0.0
361,1550,0,0.0
362,1554,0,0.0
363,1561,0,0.0
364,1565,0,0.0
365,1566,0,0.0
366,1570,0,0.0
367,1576,0,0.0
368,1581,0,0.0
369,1582,0,0.0
370,1587,0,0.0
371,1590,0,0.0
372,1591,0,0.0
373,1600,0,0.0
374,1601,0,0.0
375,1602,0,0.0
376,1606,0,0.0
377,1609,0,0.0
378,1610,0,0.0
379,1612,0,0.0
380,1613,0,0.0
381,1620,0,0.0
382,1623,0,0.0
383,1627,0,0.0
384,1631,0,0.0
385,1633,0,0.0
386,1634,0,0.0
387,1641,0,0.0
388,1642,0,0.0
389,1644,0,0.0
390,1645,0,0.0
391,1647,0,0.0
392,1655,0,0.0
393,1656,0,0.0
394,1672,0,0.0
395,1675,0,0.0
396,1676,0,0.0
397,1686,0,0.0
398,1689,0,0.0
399,1693,0,0.0
400,1700,0,0.0
401,1702,0,0.0
402,1704,0,0.0
403,1709,0,0.0
404,1710,0,0.0
405,1714,0,0.0
406,1722,0,0.0
407,1733,0,0.0
408,1741,0,0.0
409,1742,0,0.0
410,1752,0,0.0
411,1763,0,0.0
412,1773,0,0.0
413,1785,0,0.0
414,1787,1,0.0
415,1793,0,0.0
416,1804,0,0.0
417,1806,0,0.0
418,1825,0,0.0
419,1830,0,0.0
420,1835,0,0.0
421,1837,0,0.0
422,1840,0,0.0
423,1841,0,0.0
424,1843,0,0.0
425,1847,0,0.0
426,1855,0,0.0
427,1856,0,0.0
428,1864,0,0.0
429,1867,0,0.0
430,1871,0,0.0
431,1874,0,0.0
432,1881,0,0.0
433,1889,0,0.0
434,1896,0,0.0
435,1899,0,0.0
436,1902,0,0.0
437,1905,0,0.0
438,1911,0,0.0
439,1927,0,0.0
440,1929,0,0.0
441,1933,0,0.0
442,1934,0,0.0
443,1937,0,0.0
444,1940,0,0.0
445,1941,0,0.0
446,1952,0,0.0
447,1960,0,0.0
448,1961,0,0.0
449,1969,0,0.0
450,1971,0,0.0
451,1974,0,0.0
452,1979,0,0.0
453,1980,0,0.0
454,1986,0,0.0
455,1989,0,0.0
456,1990,0,0.0
457,1995,0,0.0
458,2000,0,0.0
459,2003,0,0.0
460,2004,0,0.0
461,2005,0,0.0
462,2009,0,0.0
463,2012,0,0.0
464,2013,0,0.0
465,2014,0,0.0
466,2015,0,0.0
467,2016,0,0.0
468,2017,0,0.0
469,2021,0,0.0
470,2032,0,0.0
471,2033,0,0.0
472,2039,0,0.0
473,2041,0,0.0
474,2042,0,0.0
475,2047,0,0.0
476,2051,0,0.0
477,2057,0,0.0
478,2064,0,0.0
479,2066,0,0.0
480,2072,0,0.0
481,2073,0,0.0
482,2074,0,0.0
483,2076,0,0.0
484,2084,0,0.0
485,2085,0,0.0
486,2095,0,0.0
487,2096,0,0.0
488,2099,0,0.0
489,2101,0,0.0
490,2102,0,0.0
491,2104,0,0.0
492,2107,0,0.0
493,2110,0,0.0
494,2117,0,0.0
495,2121,0,0.0
496,2124,0,0.0
497,2126,1,0.0
498,2127,0,0.0
499,2139,0,0.0
500,2142,0,0.0
501,2145,0,0.0
502,2146,0,0.0
503,2149,0,0.0
504,2151,0,0.0
505,2157,0,0.0
506,2164,0,0.0
507,2182,0,0.0
508,2193,0,0.0
509,2195,0,0.0
510,2205,0,0.0
511,2206,0,0.0
512,2212,0,0.0
513,2213,0,0.0
514,2215,0,0.0
515,2221,0,0.0
516,2223,0,0.0
517,2230,0,0.0
518,2233,0,0.0
519,2243,0,0.0
520,2244,0,0.0
521,2250,0,0.0
522,2254,0,0.0
523,2255,0,0.0
524,2257,0,0.0
525,2262,0,0.0
526,2264,0,0.0
527,2266,0,0.0
528,2274,0,0.0
529,2275,0,0.0
530,2282,0,0.0
531,2286,0,0.0
532,2293,0,0.0
533,2301,0,0.0
534,2305,0,0.0
535,2309,0,0.0
536,2310,0,0.0
537,2312,0,0.0
538,2315,0,0.0
539,2317,0,0.0
540,2321,0,0.0
541,2323,0,0.0
542,2331,0,0.0
543,2333,0,0.0
544,2339,0,0.0
545,2342,0,0.0
546,2343,0,0.0
547,2353,0,0.0
548,2357,0,0.0
549,2359,0,0.0
550,2361,0,0.0
551,2365,0,0.0
552,2367,0,0.0
553,2369,0,0.0
554,2373,0,0.0
555,2377,0,0.0
556,2380,0,0.0
557,2381,0,0.0
558,2395,0,0.0
559,2397,0,0.0
560,2400,0,0.0
561,2406,0,0.0
562,2407,0,0.0
563,2411,0,0.0
564,2413,0,0.0
565,2416,0,0.0
566,2417,0,0.0
567,2420,0,0.0
568,2422,0,0.0
569,2426,0,0.0
570,2431,0,0.0
571,2432,0,0.0
572,2441,0,0.0
573,2443,0,0.0
574,2450,0,0.0
575,2451,0,0.0
576,2453,0,0.0
577,2455,0,0.0
578,2462,0,0.0
579,2465,0,0.0
580,2469,0,0.0
581,2470,0,0.0
582,2476,0,0.0
583,2481,0,0.0
584,2493,0,0.0
585,2504,0,0.0
586,2516,0,0.0
587,2517,0,0.0
588,2533,0,0.0
589,2536,0,0.0
590,2550,0,0.0
591,2551,0,0.0
592,2561,0,0.0
593,2570,0,0.0
594,2579,0,0.0
595,2581,0,0.0
596,2586,0,0.0
597,2601,0,0.0
598,2603,0,0.0
599,2607,0,0.0
600,2611,0,0.0
601,2613,0,0.0
602,2616,0,0.0
603,2623,0,0.0
604,2626,0,0.0
605,2630,0,0.0
606,2634,0,0.0
607,2635,0,0.0
608,2636,0,0.0
609,2642,0,0.0
610,2652,0,0.0
611,2664,0,0.0
612,2669,0,0.0
613,2670,0,0.0
614,2671,0,0.0
615,2676,0,0.0
616,2681,0,0.0
617,2682,0,0.0
618,2685,0,0.0
619,2687,0,0.0
620,2689,0,0.0
621,2693,0,0.0
622,2695,0,0.0
623,2697,0,0.0
624,2700,0,0.0
625,2702,0,0.0
626,2704,1,0.0
627,2712,0,0.0
628,2713,0,0.0
629,2715,0,0.0
630,2717,0,0.0
631,2730,0,0.0
632,2745,0,0.0
633,2749,0,0.0
634,2753,0,0.0
635,2754,0,0.0
636,2757,0,0.0
637,2759,0,0.0
638,2761,0,0.0
639,2765,0,0.0
640,2769,0,0.0
641,2770,0,0.0
642,2776,0,0.0
643,2781,0,0.0
644,2782,0,0.0
645,2783,0,0.0
646,2784,0,0.0
647,2787,0,0.0
648,2790,0,0.0
649,2791,0,0.0
650,2796,0,0.0
651,2801,0,0.0
652,2815,0,0.0
653,2819,0,0.0
654,2821,0,0.0
655,2824,0,0.0
656,2825,0,0.0
657,2833,0,0.0
658,2845,0,0.0
659,2849,0,0.0
660,2861,0,0.0
661,2862,0,0.0
662,2864,0,0.0
663,2866,0,0.0
664,2867,0,0.0
665,2874,0,0.0
666,2884,0,0.0
667,2886,0,0.0
668,2892,0,0.0
669,2897,0,0.0
670,2899,0,0.0
671,2901,0,0.0
672,2904,0,0.0
673,2905,0,0.0
674,2911,0,0.0
675,2913,0,0.0
676,2922,0,0.0
677,2924,0,0.0
678,2925,0,0.0
679,2927,0,0.0
680,2933,0,0.0
681,2935,0,0.0
682,2942,0,0.0
683,2947,0,0.0
684,2955,0,0.0
685,2957,0,0.0
686,2963,0,0.0
687,2964,0,0.0
688,2966,0,0.0
689,2967,0,0.0
690,2980,0,0.0
691,2986,0,0.0
692,2989,0,0.0
693,2990,0,0.0
694,3011,0,0.0
695,3012,0,0.0
696,3013,0,0.0
697,3020,0,0.0
698,3022,0,0.0
699,3032,0,0.0
700,3035,0,0.0
701,3037,0,0.0
702,3050,0,0.0
703,3055,0,0.0
704,3063,0,0.0
705,3065,1,0.0
706,3070,0,0.0
707,3075,1,0.0
708,3076,0,0.0
709,3081,0,0.0
710,3082,0,0.0
711,3083,0,0.0
712,3093,0,0.0
713,3097,0,0.0
714,3100,0,0.0
715,3101,0,0.0
716,3103,0,0.0
717,3104,0,0.0
718,3113,0,0.0
719,3114,0,0.0
720,3125,0,0.0
721,3134,0,0.0
722,3139,0,0.0
723,3140,0,0.0
724,3142,0,0.0
725,3145,0,0.0
726,3153,0,0.0
727,3155,0,0.0
728,3157,0,0.0
729,3159,0,0.0
730,3169,0,0.0
731,3174,0,0.0
732,3176,0,0.0
733,3183,0,0.0
734,3191,0,0.0
735,3192,0,0.0
736,3197,0,0.0
737,3207,0,0.0
738,3210,0,0.0
739,3213,0,0.0
740,3215,0,0.0
741,3217,0,0.0
742,3217,0,0.0
743,3220,0,0.0
744,3223,0,0.0
745,3224,0,0.0
746,3225,0,0.0
747,3229,0,0.0
748,3230,0,0.0
749,3232,0,0.0
750,3236,0,0.0
751,3243,0,0.0
752,3247,0,0.0
753,3249,0,0.0
754,3250,0,0.0
755,3255,0,0.0
756,3260,0,0.0
757,3265,0,0.0
758,3280,0,0.0
759,3281,0,0.0
760,3283,0,0.0
761,3296,0,0.0
762,3297,0,0.0
763,3309,0,0.0
764,3314,0,0.0
765,3317,0,0.0
766,3322,0,0.0
767,3326,0,0.0
768,3339,0,0.0
769,3341,0,0.0
770,3346,0,0.0
771,3351,0,0.0
772,3366,0,0.0
773,3374,0,0.0
774,3375,0,0.0
775,3376,0,0.0
776,3379,0,0.0
777,3380,0,0.0
778,3386,0,0.0
779,3399,0,0.0
780,3402,0,0.0
781,3405,0,0.0
782,3407,0,0.0
783,3409,0,0.0
784,3422,0,0.0
785,3425,0,0.0
786,3427,0,0.0
787,3444,0,0.0
788,3445,0,0.0
789,3451,0,0.0
790,3456,0,0.0
791,3461,0,0.0
792,3472,0,0.0
793,3473,0,0.0
794,3476,0,0.0
795,3477,0,0.0
796,3481,0,0.0
797,3483,0,0.0
798,3484,0,0.0
799,3489,0,0.0
800,3492,0,0.0
801,3502,0,0.0
802,3503,0,0.0
803,3507,0,0.0
804,3511,0,0.0
805,3512,0,0.0
806,3523,0,0.0
807,3526,0,0.0
808,3530,0,0.0
809,3535,0,0.0
810,3536,0,0.0
811,3539,0,0.0
812,3540,0,0.0
813,3542,0,0.0
814,3543,0,0.0
815,3544,0,0.0
816,3547,0,0.0
817,3551,0,0.0
818,3552,0,0.0
819,3553,0,0.0
820,3554,0,0.0
821,3556,0,0.0
822,3559,0,0.0
823,3562,0,0.0
824,3565,0,0.0
825,3572,0,0.0
826,3574,0,0.0
827,3580,0,0.0
828,3584,0,0.0
829,3591,0,0.0
830,3596,0,0.0
831,3599,0,0.0
832,3601,0,0.0
833,3602,0,0.0
834,3621,0,0.0
835,3624,0,0.0
836,3629,0,0.0
837,3631,0,0.0
838,3636,0,0.0
839,3639,0,0.0
840,3642,0,0.0
841,3645,0,0.0
842,3646,0,0.0
843,3659,0,0.0
844,3661,0,0.0
845,3662,0,0.0
846,3672,0,0.0
847,3675,0,0.0
848,3676,0,0.0
849,3686,0,0.0
850,3691,0,0.0
851,3696,0,0.0
852,3702,0,0.0
853,3703,0,0.0
854,3704,0,0.0
855,3707,0,0.0
856,3711,0,0.0
857,3715,0,0.0
858,3722,0,0.0
859,3733,0,0.0
860,3737,0,0.0
861,3745,0,0.0
862,3749,0,0.0
863,3759,0,0.0
864,3772,0,0.0
865,3775,0,0.0
866,3779,0,0.0
867,3780,0,0.0
868,3785,0,0.0
869,3786,0,0.0
870,3790,0,0.0
871,3800,0,0.0
872,3801,0,0.0
873,3803,0,0.0
874,3809,0,0.0
875,3811,0,0.0
876,3812,0,0.0
877,3813,0,0.0
878,3819,0,0.0
879,3821,0,0.0
880,3823,0,0.0
881,3824,0,0.0
882,3825,0,0.0
883,3832,0,0.0
884,3834,0,0.0
885,3840,0,0.0
886,3852,0,0.0
887,3855,0,0.0
888,3856,0,0.0
889,3865,0,0.0
890,3869,1,0.0
891,3872,0,0.0
892,3877,0,0.0
893,3880,0,0.0
894,3884,0,0.0
895,3885,0,0.0
896,3891,0,0.0
897,3893,0,0.0
898,3897,0,0.0
899,3899,0,0.0
900,3900,0,0.0
901,3904,0,0.0
902,3905,0,0.0
903,3906,0,0.0
904,3913,0,0.0
905,3915,0,0.0
906,3920,1,0.0
907,3926,0,0.0
908,3927,0,0.0
909,3936,0,0.0
910,3941,0,0.0
911,3942,0,0.0
912,3945,0,0.0
913,3951,0,0.0
914,3953,0,0.0
915,3954,0,0.0
916,3955,0,0.0
917,3959,0,0.0
918,3972,0,0.0
919,3979,0,0.0
920,3981,0,0.0
921,3982,0,0.0
922,3984,0,0.0
923,3985,0,0.0
924,3987,0,0.0
925,3989,0,0.0
926,3996,0,0.0
927,4004,0,0.0
928,4011,0,0.0
929,4013,0,0.0
930,4017,0,0.0
931,4024,0,0.0
932,4032,0,0.0
933,4033,0,0.0
934,4037,0,0.0
935,4039,0,0.0
936,4043,0,0.0
937,4046,0,0.0
938,4047,0,0.0
939,4056,0,0.0
940,4064,0,0.0
941,4070,0,0.0
942,4077,0,0.0
943,4080,0,0.0
944,4092,0,0.0
945,4099,0,0.0
946,4101,0,0.0
947,4102,0,0.0
948,4104,0,0.0
949,4109,0,0.0
950,4111,0,0.0
951,4113,0,0.0
952,4120,0,0.0
953,4123,0,0.0
954,4126,0,0.0
955,4129,0,0.0
956,4135,0,0.0
957,4137,0,0.0
958,4139,0,0.0
959,4141,0,0.0
960,4144,0,0.0
961,4150,0,0.0
962,4152,0,0.0
963,4161,0,0.0
964,4170,0,0.0
965,4175,0,0.0
966,4176,0,0.0
967,4177,0,0.0
968,4185,0,0.0
969,4195,0,0.0
970,4199,0,0.0
971,4200,0,0.0
972,4203,0,0.0
973,4205,0,0.0
974,4207,0,0.0
975,4209,0,0.0
976,4214,0,0.0
977,4216,0,0.0
978,4217,0,0.0
979,4219,0,0.0
980,4221,0,0.0
981,4229,0,0.0
982,4230,0,0.0
983,4231,0,0.0
984,4241,0,0.0
985,4242,0,0.0
986,4244,0,0.0
987,4246,0,0.0
988,4255,0,0.0
989,4256,0,0.0
990,4261,0,0.0
991,4265,0,0.0
992,4266,0,0.0
993,4269,0,0.0
994,4270,0,0.0
995,4271,0,0.0
996,4272,0,0.0
997,4273,0,0.0
998,4275,0,0.0
999,4276,0,0.0
1000,4279,0,0.0
1001,4281,0,0.0
1002,4285,0,0.0
1003,4316,0,0.0
1004,4325,0,0.0
1005,4334,0,0.0
1006,4335,0,0.0
1007,4337,0,0.0
1008,4343,0,0.0
1009,4345,0,0.0
1010,4346,0,0.0
1011,4349,0,0.0
1012,4350,0,0.0
1013,4351,0,0.0
1014,4353,0,0.0
1015,4355,0,0.0
1016,4356,0,0.0
1017,4362,0,0.0
1018,4364,0,0.0
1019,4365,0,0.0
1020,4367,0,0.0
1021,4374,0,0.0
1022,4376,0,0.0
1023,4377,0,0.0
1024,4379,0,0.0
1025,4385,0,0.0
1026,4397,0,0.0
1027,4400,0,0.0
1028,4404,0,0.0
1029,4411,0,0.0
1030,4413,0,0.0
1031,4421,0,0.0
1032,4423,0,0.0
1033,4426,0,0.0
1034,4429,0,0.0
1035,4433,0,0.0
1036,4435,0,0.0
1037,4436,0,0.0
1038,4442,0,0.0
1039,4444,0,0.0
1040,4445,0,0.0
1041,4462,0,0.0
1042,4463,0,0.0
1043,4464,0,0.0
1044,4476,0,0.0
1045,4481,0,0.0
1046,4482,0,0.0
1047,4484,0,0.0
1048,4493,0,0.0
1049,4499,0,0.0
1050,4501,0,0.0
1051,4505,0,0.0
1052,4510,0,0.0
1053,4511,0,0.0
1054,4512,0,0.0
1055,4514,0,0.0
1056,4515,0,0.0
1057,4519,0,0.0
1058,4533,0,0.0
1059,4539,0,0.0
1060,4541,0,0.0
1061,4542,0,0.0
1062,4543,0,0.0
1063,4553,0,0.0
1064,4557,0,0.0
1065,4560,0,0.0
1066,4562,0,0.0
1067,4564,0,0.0
1068,4566,0,0.0
1069,4571,0,0.0
1070,4575,0,0.0
1071,4580,0,0.0
1072,4586,0,0.0
1073,4590,0,0.0
1074,4594,0,0.0
1075,4597,0,0.0
1076,4604,0,0.0
1077,4615,0,0.0
1078,4620,0,0.0
1079,4622,0,0.0
1080,4626,1,0.0
1081,4629,0,0.0
1082,4635,0,0.0
1083,4636,0,0.0
1084,4637,0,0.0
1085,4643,0,0.0
1086,4645,0,0.0
1087,4655,0,0.0
1088,4656,0,0.0
1089,4657,0,0.0
1090,4659,0,0.0
1091,4663,1,0.0
1092,4664,0,0.0
1093,4671,0,0.0
1094,4682,0,0.0
1095,4684,0,0.0
1096,4686,0,0.0
1097,4687,0,0.0
1098,4689,0,0.0
1099,4705,0,0.0
1100,4711,0,0.0
1101,4713,0,0.0
1102,4723,0,0.0
1103,4724,0,0.0
1104,4726,0,0.0
1105,4729,0,0.0
1106,4731,0,0.0
1107,4733,0,0.0
1108,4735,0,0.0
1109,4741,0,0.0
1110,4742,0,0.0
1111,4744,0,0.0
1112,4745,0,0.0
1113,4749,0,0.0
1114,4753,0,0.0
1115,4757,0,0.0
1116,4760,0,0.0
1117,4765,0,0.0
1118,4766,0,0.0
1119,4787,0,0.0
1120,4793,0,0.0
1121,4804,0,0.0
1122,4809,0,0.0
1123,4813,0,0.0
1124,4817,0,0.0
1125,4824,0,0.0
1126,4827,0,0.0
1127,4830,0,0.0
1128,4833,0,0.0
1129,4839,1,0.0
1130,4842,0,0.0
1131,4843,0,0.0
1132,4847,0,0.0
1133,4850,1,0.0
1134,4853,0,0.0
1135,4854,0,0.0
1136,4859,0,0.0
1137,4861,0,0.0
1138,4866,0,0.0
1139,4887,0,0.0
1140,4891,0,0.0
1141,4902,0,0.0
1142,4906,0,0.0
1143,4907,0,0.0
1144,4909,0,0.0
1145,4912,0,0.0
1146,4921,0,0.0
1147,4924,0,0.0
1148,4925,0,0.0
1149,4927,0,0.0
1150,4930,0,0.0
1151,4935,0,0.0
1152,4945,0,0.0
1153,4952,0,0.0
1154,4955,0,0.0
1155,4964,0,0.0
1156,4966,0,0.0
1157,4972,0,0.0
1158,4982,0,0.0
1159,4985,0,0.0
1160,4986,0,0.0
1161,4989,0,0.0
1162,5001,0,0.0
1163,5005,0,0.0
1164,5006,0,0.0
1165,5014,0,0.0
1166,5019,0,0.0
1167,5020,0,0.0
1168,5022,0,0.0
1169,5023,0,0.0
1170,5026,0,0.0
1171,5027,0,0.0
1172,5030,0,0.0
1173,5035,0,0.0
1174,5040,0,0.0
1175,5046,0,0.0
1176,5056,0,0.0
1177,5057,0,0.0
1178,5061,0,0.0
1179,5065,0,0.0
1180,5067,0,0.0
1181,5074,0,0.0
1182,5081,0,0.0
1183,5086,0,0.0
1184,5087,0,0.0
1185,5090,0,0.0
1186,5099,0,0.0
1187,5101,0,0.0
1188,5109,0,0.0
1189,5114,0,0.0
1190,5121,0,0.0
1191,5123,0,0.0
1192,5124,0,0.0
1193,5130,0,0.0
1194,5135,0,0.0
1195,5137,0,0.0
1196,5142,0,0.0
1197,5145,0,0.0
1198,5146,0,0.0
1199,5147,0,0.0
1200,5149,0,0.0
1201,5151,0,0.0
1202,5152,0,0.0
1203,5154,0,0.0
1204,5156,0,0.0
1205,5161,0,0.0
1206,5162,0,0.0
1207,5166,0,0.0
1208,5170,0,0.0
1209,5172,0,0.0
1210,5174,0,0.0
1211,5195,0,0.0
1212,5196,0,0.0
1213,5213,0,0.0
1214,5215,0,0.0
1215,5224,0,0.0
1216,5225,0,0.0
1217,5227,0,0.0
1218,5230,0,0.0
1219,5232,0,0.0
1220,5235,0,0.0
1221,5236,0,0.0
1222,5240,0,0.0
1223,5244,0,0.0
1224,5254,0,0.0
1225,5255,0,0.0
1226,5257,0,0.0
1227,5259,0,0.0
1228,5263,0,0.0
1229,5267,0,0.0
1230,5270,0,0.0
1231,5273,0,0.0
1232,5283,0,0.0
1233,5287,0,0.0
1234,5289,0,0.0
1235,5290,0,0.0
1236,5306,0,0.0
1237,5307,0,0.0
1238,5310,0,0.0
1239,5313,0,0.0
1240,5320,0,0.0
1241,5322,0,0.0
1242,5323,0,0.0
1243,5324,0,0.0
1244,5327,0,0.0
1245,5329,0,0.0
1246,5330,0,0.0
1247,5339,0,0.0
1248,5343,0,0.0
1249,5344,0,0.0
1250,5347,0,0.0
1251,5350,0,0.0
1252,5351,0,0.0
1253,5357,0,0.0
1254,5361,0,0.0
1255,5362,0,0.0
1256,5365,0,0.0
1257,5371,0,0.0
1258,5373,0,0.0
1259,5379,0,0.0
1260,5381,0,0.0
1261,5383,0,0.0
1262,5384,0,0.0
1263,5385,0,0.0
1264,5386,0,0.0
1265,5390,0,0.0
