,id,clothing,clothing_prediction
190,861,0,0.0
191,862,0,0.0
192,863,1,0.0
193,873,0,0.0
194,875,0,0.0
195,879,0,0.0
196,883,0,0.0
197,886,0,0.0
198,890,0,0.0
199,892,0,0.0
200,897,0,0.0
201,899,0,0.0
202,901,0,0.0
203,902,0,0.0
204,913,0,0.0
205,919,0,0.0
206,925,0,0.0
207,930,0,0.0
208,933,0,0.0
209,937,0,0.0
210,939,0,0.0
211,942,0,0.0
212,947,0,0.0
213,952,0,0.0
214,953,0,0.0
215,955,0,0.0
216,959,0,0.0
217,970,0,0.0
218,971,0,0.0
219,981,0,0.0
220,986,0,0.0
221,989,0,0.0
222,1000,0,0.0
223,1001,0,0.0
224,1013,0,0.0
225,1020,0,0.0
226,1024,0,0.0
227,1025,0,0.0
228,1026,0,0.0
229,1039,0,0.0
230,1041,0,0.0
231,1044,0,0.0
232,1060,0,0.0
233,1063,0,0.0
234,1065,0,0.0
235,1067,0,0.0
236,1070,0,0.0
237,1072,0,0.0
238,1086,0,0.0
239,1090,0,0.0
240,1094,0,0.0
241,1096,0,0.0
242,1106,0,0.0
243,1109,0,0.0
244,1110,1,0.0
245,1115,0,0.0
246,1119,0,0.0
247,1122,0,0.0
248,1133,0,0.0
249,1136,0,0.0
250,1143,0,0.0
251,1146,0,0.0
252,1149,0,0.0
253,1150,0,0.0
254,1154,0,0.0
255,1161,0,0.0
256,1175,0,0.0
257,1180,0,0.0
258,1181,0,0.0
259,1185,0,0.0
260,1191,0,0.0
261,1193,0,0.0
262,1201,0,0.0
263,1202,0,0.0
264,1209,0,0.0
265,1210,0,0.0
266,1215,0,0.0
267,1219,0,0.0
268,1221,0,0.0
269,1230,0,0.0
270,1232,0,0.0
271,1233,0,0.0
272,1242,0,0.0
273,1244,0,0.0
274,1247,0,0.0
275,1251,0,0.0
276,1255,0,0.0
277,1260,0,0.0
278,1262,0,0.0
279,1265,0,0.0
280,1283,0,0.0
281,1300,0,0.0
282,1301,0,0.0
283,1304,0,0.0
284,1306,0,0.0
285,1313,0,0.0
286,1317,0,0.0
287,1321,0,0.0
288,1334,0,0.0
289,1339,0,0.0
290,1344,0,0.0
291,1346,0,0.0
292,1349,0,0.0
293,1353,0,0.0
294,1355,0,0.0
295,1357,0,0.0
296,1360,0,0.0
297,1369,0,0.0
298,1374,0,0.0
299,1376,0,0.0
300,1377,0,0.0
301,1380,0,0.0
302,1386,0,0.0
303,1394,0,0.0
304,1397,0,0.0
305,1402,0,0.0
306,1405,0,0.0
307,1410,0,0.0
308,1416,0,0.0
309,1421,0,0.0
310,1422,0,0.0
311,1423,0,0.0
312,1426,0,0.0
313,1430,0,0.0
314,1442,0,0.0
315,1451,0,0.0
316,1454,0,0.0
317,1462,0,0.0
318,1464,0,0.0
319,1466,0,0.0
320,1470,0,0.0
321,1474,0,0.0
322,1479,0,0.0
323,1482,0,0.0
324,1495,0,0.0
325,1500,0,0.0
326,1504,0,0.0
327,1511,0,0.0
328,1516,0,0.0
329,1519,0,0.0
330,1524,0,0.0
331,1525,0,0.0
332,1526,0,0.0
333,1533,1,0.0
334,1541,0,0.0
335,1546,0,0.0
336,1549,0,0.0
337,1550,0,0.0
338,1557,0,0.0
339,1563,0,0.0
340,1565,0,0.0
341,1571,0,0.0
342,1572,0,0.0
343,1583,0,0.0
344,1584,0,0.0
345,1585,0,0.0
346,1592,0,0.0
347,1597,0,0.0
348,1599,0,0.0
349,1602,0,0.0
350,1613,0,0.0
351,1615,0,0.0
352,1616,0,0.0
353,1625,0,0.0
354,1627,0,0.0
355,1630,0,0.0
356,1631,0,0.0
357,1633,0,0.0
358,1644,0,0.0
359,1647,0,0.0
360,1652,0,0.0
361,1655,0,0.0
362,1656,0,0.0
363,1662,0,0.0
364,1665,0,0.0
365,1675,0,0.0
366,1682,0,0.0
367,1683,0,0.0
368,1685,0,0.0
369,1686,0,0.0
370,1689,0,0.0
371,1693,0,0.0
372,1697,0,0.0
373,1703,0,0.0
374,1714,0,0.0
375,1719,0,0.0
376,1720,0,0.0
377,1723,0,0.0
378,1724,0,0.0
379,1729,0,0.0
380,1731,0,0.0
381,1732,0,0.0
382,1734,0,0.0
383,1741,0,0.0
384,1747,0,0.0
385,1750,0,0.0
386,1754,0,0.0
387,1757,0,0.0
388,1763,0,0.0
389,1764,0,0.0
390,1766,0,0.0
391,1767,0,0.0
392,1774,0,0.0
393,1775,0,0.0
394,1776,0,0.0
395,1781,0,0.0
396,1782,0,0.0
397,1783,0,0.0
398,1789,0,0.0
399,1790,0,0.0
400,1795,0,0.0
401,1811,0,0.0
402,1814,0,0.0
403,1817,0,0.0
404,1827,0,0.0
405,1832,0,0.0
406,1836,0,0.0
407,1837,0,0.0
408,1839,0,0.0
409,1842,0,0.0
410,1845,0,0.0
411,1847,0,0.0
412,1849,0,0.0
413,1853,0,0.0
414,1854,0,0.0
415,1859,0,0.0
416,1864,0,0.0
417,1865,0,0.0
418,1869,0,0.0
419,1876,0,0.0
420,1881,0,0.0
421,1886,0,0.0
422,1889,0,0.0
423,1896,0,0.0
424,1900,0,0.0
425,1903,0,0.0
426,1904,0,0.0
427,1909,0,0.0
428,1912,0,0.0
429,1913,0,0.0
430,1923,0,0.0
431,1926,0,0.0
432,1933,0,0.0
433,1935,0,0.0
434,1937,0,0.0
435,1939,0,0.0
436,1945,0,0.0
437,1949,0,0.0
438,1950,1,0.0
439,1952,0,0.0
440,1953,0,0.0
441,1960,0,0.0
442,1961,0,0.0
443,1964,0,0.0
444,1965,0,0.0
445,1967,0,0.0
446,1977,0,0.0
447,1985,0,0.0
448,1986,0,0.0
449,1989,0,0.0
450,1996,0,0.0
451,2002,0,0.0
452,2012,0,0.0
453,2013,0,0.0
454,2014,0,0.0
455,2016,0,0.0
456,2020,0,0.0
457,2022,0,0.0
458,2025,0,0.0
459,2029,0,0.0
460,2033,0,0.0
461,2036,0,0.0
462,2039,0,0.0
463,2041,0,0.0
464,2043,0,0.0
465,2045,0,0.0
466,2049,0,0.0
467,2054,0,0.0
468,2063,0,0.0
469,2064,0,0.0
470,2072,0,0.0
471,2073,0,0.0
472,2074,0,0.0
473,2077,0,0.0
474,2083,0,0.0
475,2096,0,0.0
476,2101,0,0.0
477,2104,0,0.0
478,2105,0,0.0
479,2107,0,0.0
480,2114,0,0.0
481,2115,0,0.0
482,2119,0,0.0
483,2123,0,0.0
484,2131,0,0.0
485,2132,0,0.0
486,2136,0,0.0
487,2140,0,0.0
488,2144,0,0.0
489,2152,0,0.0
490,2162,0,0.0
491,2163,0,0.0
492,2194,0,0.0
493,2200,0,0.0
494,2217,0,0.0
495,2227,0,0.0
496,2232,0,0.0
497,2233,0,0.0
498,2234,0,0.0
499,2237,0,0.0
500,2246,0,0.0
501,2257,0,0.0
502,2264,0,0.0
503,2267,0,0.0
504,2269,0,0.0
505,2272,0,0.0
506,2281,0,0.0
507,2283,0,0.0
508,2290,0,0.0
509,2293,0,0.0
510,2297,0,0.0
511,2299,0,0.0
512,2301,0,0.0
513,2303,0,0.0
514,2305,0,0.0
515,2315,0,0.0
516,2316,0,0.0
517,2326,0,0.0
518,2332,0,0.0
519,2334,0,0.0
520,2336,0,0.0
521,2341,0,0.0
522,2346,0,0.0
523,2351,0,0.0
524,2352,0,0.0
525,2360,0,0.0
526,2362,0,0.0
527,2363,0,0.0
528,2367,0,0.0
529,2369,0,0.0
530,2374,0,0.0
531,2376,0,0.0
532,2382,0,0.0
533,2385,0,0.0
534,2391,0,0.0
535,2395,0,0.0
536,2396,0,0.0
537,2399,0,0.0
538,2403,0,0.0
539,2406,0,0.0
540,2409,0,0.0
541,2412,0,0.0
542,2417,0,0.0
543,2422,0,0.0
544,2426,0,0.0
545,2429,0,0.0
546,2430,0,0.0
547,2432,0,0.0
548,2433,0,0.0
549,2434,0,0.0
550,2441,0,0.0
551,2446,0,0.0
552,2450,0,0.0
553,2451,0,0.0
554,2452,0,0.0
555,2454,0,0.0
556,2462,0,0.0
557,2464,0,0.0
558,2465,0,0.0
559,2469,0,0.0
560,2479,0,0.0
561,2486,0,0.0
562,2489,0,0.0
563,2504,0,0.0
564,2512,0,0.0
565,2517,0,0.0
566,2525,0,0.0
567,2533,0,0.0
568,2534,0,0.0
569,2545,0,0.0
570,2546,0,0.0
571,2549,0,0.0
572,2552,0,0.0
573,2565,0,0.0
574,2572,0,0.0
575,2577,0,0.0
576,2582,0,0.0
577,2584,0,0.0
578,2586,0,0.0
579,2596,0,0.0
580,2599,0,0.0
581,2604,0,0.0
582,2609,0,0.0
583,2619,0,0.0
584,2623,0,0.0
585,2629,0,0.0
586,2632,0,0.0
587,2640,0,0.0
588,2641,0,0.0
589,2642,0,0.0
590,2651,0,0.0
591,2656,0,0.0
592,2661,0,0.0
593,2664,0,0.0
594,2673,0,0.0
595,2676,0,0.0
596,2680,0,0.0
597,2683,0,0.0
598,2687,0,0.0
599,2689,0,0.0
600,2691,0,0.0
601,2693,0,0.0
602,2695,0,0.0
603,2702,0,0.0
604,2703,0,0.0
605,2704,0,0.0
606,2706,0,0.0
607,2712,0,0.0
608,2713,0,0.0
609,2720,0,0.0
610,2721,0,0.0
611,2730,0,0.0
612,2732,0,0.0
613,2739,0,0.0
614,2741,0,0.0
615,2745,0,0.0
616,2749,0,0.0
617,2751,0,0.0
618,2752,0,0.0
619,2753,0,0.0
620,2754,0,0.0
621,2756,0,0.0
622,2770,0,0.0
623,2771,0,0.0
624,2772,0,0.0
625,2777,0,0.0
626,2780,0,0.0
627,2783,0,0.0
628,2786,0,0.0
629,2789,1,0.0
630,2796,0,0.0
631,2797,0,0.0
632,2803,0,0.0
633,2809,0,0.0
634,2814,0,0.0
635,2817,0,0.0
636,2819,0,0.0
637,2824,0,0.0
638,2831,0,0.0
639,2833,0,0.0
640,2837,0,0.0
641,2846,0,0.0
642,2847,0,0.0
643,2862,0,0.0
644,2864,0,0.0
645,2872,0,0.0
646,2876,0,0.0
647,2881,0,0.0
648,2883,0,0.0
649,2884,0,0.0
650,2889,0,0.0
651,2893,0,0.0
652,2901,0,0.0
653,2902,0,0.0
654,2904,0,0.0
655,2911,0,0.0
656,2924,0,0.0
657,2925,0,0.0
658,2926,0,0.0
659,2927,0,0.0
660,2929,0,0.0
661,2930,0,0.0
662,2933,0,0.0
663,2934,0,0.0
664,2941,0,0.0
665,2942,0,0.0
666,2949,0,0.0
667,2956,0,0.0
668,2960,0,0.0
669,2961,0,0.0
670,2962,0,0.0
671,2963,0,0.0
672,2967,0,0.0
673,2980,0,0.0
674,2990,0,0.0
675,2991,0,0.0
676,2992,0,0.0
677,2997,0,0.0
678,2999,0,0.0
679,3003,0,0.0
680,3004,1,0.0
681,3006,0,0.0
682,3007,0,0.0
683,3010,0,0.0
684,3011,0,0.0
685,3022,0,0.0
686,3025,0,0.0
687,3031,0,0.0
688,3032,0,0.0
689,3039,0,0.0
690,3055,0,0.0
691,3063,0,0.0
692,3067,0,0.0
693,3069,0,0.0
694,3072,0,0.0
695,3077,0,0.0
696,3087,0,0.0
697,3097,0,0.0
698,3100,0,0.0
699,3115,0,0.0
700,3120,0,0.0
701,3121,0,0.0
702,3123,0,0.0
703,3124,0,0.0
704,3132,0,0.0
705,3134,0,0.0
706,3136,0,0.0
707,3137,0,0.0
708,3145,0,0.0
709,3146,0,0.0
710,3169,0,0.0
711,3181,0,0.0
712,3182,0,0.0
713,3183,0,0.0
714,3187,0,0.0
715,3192,0,0.0
716,3193,0,0.0
717,3197,0,0.0
718,3200,0,0.0
719,3209,0,0.0
720,3216,0,0.0
721,3219,0,0.0
722,3241,0,0.0
723,3243,0,0.0
724,3246,0,0.0
725,3247,0,0.0
726,3249,0,0.0
727,3253,0,0.0
728,3256,0,0.0
729,3260,0,0.0
730,3264,0,0.0
731,3266,0,0.0
732,3267,0,0.0
733,3273,0,0.0
734,3274,0,0.0
735,3281,0,0.0
736,3283,0,0.0
737,3289,0,0.0
738,3296,0,0.0
739,3313,0,0.0
740,3317,0,0.0
741,3319,0,0.0
742,3324,0,0.0
743,3334,0,0.0
744,3335,0,0.0
745,3341,0,0.0
746,3343,0,0.0
747,3344,0,0.0
748,3350,0,0.0
749,3356,0,0.0
750,3360,0,0.0
751,3367,0,0.0
752,3369,0,0.0
753,3370,0,0.0
754,3375,0,0.0
755,3381,0,0.0
756,3383,0,0.0
757,3386,0,0.0
758,3397,0,0.0
759,3399,0,0.0
760,3403,0,0.0
761,3405,0,0.0
762,3407,0,0.0
763,3411,0,0.0
764,3414,0,0.0
765,3423,0,0.0
766,3425,0,0.0
767,3441,0,0.0
768,3443,0,0.0
769,3447,0,0.0
770,3450,0,0.0
771,3456,0,0.0
772,3460,0,0.0
773,3471,0,0.0
774,3473,0,0.0
775,3476,0,0.0
776,3477,0,0.0
777,3487,0,0.0
778,3497,0,0.0
779,3499,0,0.0
780,3500,0,0.0
781,3503,0,0.0
782,3507,0,0.0
783,3512,0,0.0
784,3521,0,0.0
785,3527,0,0.0
786,3530,0,0.0
787,3533,0,0.0
788,3535,0,0.0
789,3539,0,0.0
790,3540,0,0.0
791,3542,0,0.0
792,3545,0,0.0
793,3551,0,0.0
794,3552,0,0.0
795,3554,0,0.0
796,3564,0,0.0
797,3579,0,0.0
798,3581,0,0.0
799,3586,0,0.0
800,3591,0,0.0
801,3595,0,0.0
802,3604,0,0.0
803,3611,0,0.0
804,3614,0,0.0
805,3616,0,0.0
806,3623,0,0.0
807,3632,0,0.0
808,3633,0,0.0
809,3634,0,0.0
810,3637,0,0.0
811,3639,0,0.0
812,3641,0,0.0
813,3646,0,0.0
814,3647,0,0.0
815,3654,0,0.0
816,3655,0,0.0
817,3656,0,0.0
818,3657,0,0.0
819,3659,0,0.0
820,3666,0,0.0
821,3667,0,0.0
822,3675,0,0.0
823,3676,0,0.0
824,3691,0,0.0
825,3696,0,0.0
826,3700,0,0.0
827,3704,0,0.0
828,3705,0,0.0
829,3709,0,0.0
830,3711,0,0.0
831,3714,0,0.0
832,3721,0,0.0
833,3731,0,0.0
834,3734,0,0.0
835,3742,0,0.0
836,3743,0,0.0
837,3746,0,0.0
838,3754,0,0.0
839,3756,0,0.0
840,3761,0,0.0
841,3764,0,0.0
842,3772,0,0.0
843,3777,0,0.0
844,3779,0,0.0
845,3781,0,0.0
846,3786,0,0.0
847,3790,0,0.0
848,3791,0,0.0
849,3792,0,0.0
850,3793,0,0.0
851,3795,0,0.0
852,3806,0,0.0
853,3812,0,0.0
854,3813,0,0.0
855,3815,0,0.0
856,3816,0,0.0
857,3819,0,0.0
858,3820,0,0.0
859,3823,0,0.0
860,3830,0,0.0
861,3836,0,0.0
862,3839,0,0.0
863,3840,0,0.0
864,3845,0,0.0
865,3847,0,0.0
866,3852,0,0.0
867,3855,0,0.0
868,3860,0,0.0
869,3862,0,0.0
870,3863,0,0.0
871,3864,0,0.0
872,3866,0,0.0
873,3874,0,0.0
874,3875,0,0.0
875,3882,0,0.0
876,3882,0,0.0
877,3885,0,0.0
878,3894,0,0.0
879,3895,0,0.0
880,3910,0,0.0
881,3914,0,0.0
882,3915,0,0.0
883,3927,0,0.0
884,3929,0,0.0
885,3934,0,0.0
886,3939,0,0.0
887,3941,0,0.0
888,3945,0,0.0
889,3950,0,0.0
890,3954,0,0.0
891,3957,0,0.0
892,3963,0,0.0
893,3966,0,0.0
894,3972,0,0.0
895,3975,0,0.0
896,3976,0,0.0
897,3977,0,0.0
898,3981,0,0.0
899,3985,0,0.0
900,3992,0,0.0
901,3993,0,0.0
902,3994,0,0.0
903,3997,0,0.0
904,4004,0,0.0
905,4007,0,0.0
906,4021,1,0.0
907,4031,0,0.0
908,4045,0,1.0
909,4046,0,0.0
910,4047,0,0.0
911,4052,0,0.0
912,4056,0,0.0
913,4060,0,0.0
914,4064,0,0.0
915,4069,0,0.0
916,4071,0,0.0
917,4073,0,0.0
918,4077,0,0.0
919,4080,0,0.0
920,4082,0,0.0
921,4089,0,0.0
922,4090,0,0.0
923,4094,0,0.0
924,4095,0,0.0
925,4105,0,0.0
926,4106,0,0.0
927,4107,0,0.0
928,4112,0,0.0
929,4115,0,0.0
930,4119,0,0.0
931,4124,0,0.0
932,4129,0,0.0
933,4130,0,0.0
934,4133,0,0.0
935,4134,0,0.0
936,4135,0,0.0
937,4137,0,0.0
938,4141,0,0.0
939,4142,0,0.0
940,4156,0,0.0
941,4163,0,0.0
942,4164,0,0.0
943,4165,0,0.0
944,4169,0,0.0
945,4173,0,0.0
946,4179,0,0.0
947,4181,0,0.0
948,4184,0,0.0
949,4185,0,0.0
950,4192,0,0.0
951,4196,0,0.0
952,4201,0,0.0
953,4204,0,0.0
954,4205,0,0.0
955,4207,0,0.0
956,4212,0,0.0
957,4222,0,0.0
958,4226,0,0.0
959,4229,0,0.0
960,4232,0,0.0
961,4233,0,0.0
962,4240,0,0.0
963,4243,0,0.0
964,4250,0,0.0
965,4253,0,0.0
966,4262,0,0.0
967,4263,0,0.0
968,4265,0,0.0
969,4266,0,0.0
970,4282,0,0.0
971,4287,0,0.0
972,4295,0,0.0
973,4296,0,0.0
974,4299,0,0.0
975,4300,0,0.0
976,4309,0,0.0
977,4310,0,0.0
978,4316,0,0.0
979,4317,0,0.0
980,4320,0,0.0
981,4333,0,0.0
982,4335,0,0.0
983,4336,0,0.0
984,4351,0,0.0
985,4352,0,0.0
986,4353,0,0.0
987,4356,0,0.0
988,4360,0,0.0
989,4365,0,0.0
990,4370,0,0.0
991,4375,0,0.0
992,4382,0,0.0
993,4385,0,0.0
994,4389,0,0.0
995,4391,0,0.0
996,4397,0,0.0
997,4404,0,0.0
998,4407,0,0.0
999,4410,0,0.0
1000,4413,0,0.0
1001,4415,0,0.0
1002,4421,0,0.0
1003,4424,0,0.0
1004,4425,0,0.0
1005,4436,0,0.0
1006,4449,0,0.0
1007,4450,0,0.0
1008,4457,0,0.0
1009,4459,0,0.0
1010,4463,0,0.0
1011,4465,0,0.0
1012,4467,0,0.0
1013,4475,0,0.0
1014,4476,0,0.0
1015,4479,0,0.0
1016,4480,0,0.0
1017,4481,0,0.0
1018,4491,0,0.0
1019,4495,0,0.0
1020,4497,0,0.0
1021,4505,0,0.0
1022,4506,0,0.0
1023,4514,0,0.0
1024,4516,1,0.0
1025,4521,0,0.0
1026,4524,0,0.0
1027,4532,0,0.0
1028,4533,0,0.0
1029,4534,0,0.0
1030,4536,0,0.0
1031,4539,0,0.0
1032,4542,0,0.0
1033,4543,0,0.0
1034,4546,0,0.0
1035,4553,0,0.0
1036,4554,0,0.0
1037,4562,0,0.0
1038,4563,0,0.0
1039,4565,0,0.0
1040,4566,0,0.0
1041,4569,0,0.0
1042,4572,0,0.0
1043,4577,0,0.0
1044,4581,0,0.0
1045,4585,0,0.0
1046,4587,0,0.0
1047,4593,0,0.0
1048,4606,0,0.0
1049,4615,0,0.0
1050,4617,0,0.0
1051,4624,0,0.0
1052,4632,0,0.0
1053,4634,0,0.0
1054,4636,0,0.0
1055,4639,0,0.0
1056,4640,0,0.0
1057,4650,0,0.0
1058,4655,0,0.0
1059,4659,0,0.0
1060,4662,0,0.0
1061,4665,0,0.0
1062,4669,0,0.0
1063,4670,0,0.0
1064,4676,0,0.0
1065,4677,0,0.0
1066,4681,0,0.0
1067,4685,0,0.0
1068,4695,0,0.0
1069,4696,0,0.0
1070,4712,0,0.0
1071,4713,0,0.0
1072,4720,0,0.0
1073,4731,0,0.0
1074,4733,0,0.0
1075,4735,0,0.0
1076,4737,0,0.0
1077,4751,0,0.0
1078,4752,0,0.0
1079,4754,0,0.0
1080,4762,0,0.0
1081,4767,0,0.0
1082,4769,0,0.0
1083,4770,0,0.0
1084,4772,0,0.0
1085,4773,0,0.0
1086,4776,0,0.0
1087,4787,0,0.0
1088,4793,0,0.0
1089,4797,0,0.0
1090,4811,0,0.0
1091,4814,0,0.0
1092,4820,0,0.0
1093,4821,0,0.0
1094,4824,0,0.0
1095,4827,0,0.0
1096,4836,0,0.0
1097,4837,0,0.0
1098,4842,0,0.0
1099,4843,0,0.0
1100,4844,0,0.0
1101,4853,0,0.0
1102,4863,0,0.0
1103,4865,0,0.0
1104,4866,0,0.0
1105,4872,0,0.0
1106,4876,0,0.0
1107,4884,0,0.0
1108,4893,0,0.0
1109,4902,0,0.0
1110,4907,0,0.0
1111,4909,0,0.0
1112,4911,0,0.0
1113,4915,0,0.0
1114,4916,0,0.0
1115,4920,0,0.0
1116,4932,0,0.0
1117,4934,0,0.0
1118,4935,0,0.0
1119,4939,0,0.0
1120,4945,0,0.0
1121,4955,0,0.0
1122,4959,0,0.0
1123,4961,0,0.0
1124,4962,0,0.0
1125,4967,0,0.0
1126,4973,0,0.0
1127,4977,0,0.0
1128,4979,0,0.0
1129,4985,0,0.0
1130,4987,0,0.0
1131,4989,0,0.0
1132,4990,0,0.0
1133,4994,0,0.0
1134,4995,0,0.0
1135,4997,0,0.0
1136,5006,0,0.0
1137,5009,0,0.0
1138,5011,0,0.0
1139,5014,0,0.0
1140,5020,0,0.0
1141,5026,0,0.0
1142,5033,0,0.0
1143,5040,0,0.0
1144,5045,0,0.0
1145,5047,0,0.0
1146,5053,0,0.0
1147,5061,0,0.0
1148,5064,0,0.0
1149,5065,0,0.0
1150,5069,0,0.0
1151,5075,0,0.0
1152,5076,0,0.0
1153,5077,0,0.0
1154,5081,0,0.0
1155,5082,0,0.0
1156,5087,0,0.0
1157,5093,1,0.0
1158,5097,0,0.0
1159,5103,0,0.0
1160,5113,0,0.0
1161,5122,0,0.0
1162,5124,0,0.0
1163,5127,0,0.0
1164,5133,0,0.0
1165,5140,0,0.0
1166,5141,0,0.0
1167,5147,0,0.0
1168,5150,0,0.0
1169,5151,0,0.0
1170,5159,0,0.0
1171,5162,0,0.0
1172,5167,0,0.0
1173,5171,0,0.0
1174,5173,0,0.0
1175,5179,0,0.0
1176,5184,0,0.0
1177,5186,0,0.0
1178,5191,0,0.0
1179,5195,0,0.0
1180,5196,0,0.0
1181,5201,0,0.0
1182,5207,0,0.0
1183,5219,0,0.0
1184,5221,0,0.0
1185,5224,0,0.0
1186,5226,0,0.0
1187,5227,0,0.0
1188,5234,0,0.0
1189,5237,0,0.0
1190,5243,0,0.0
1191,5244,0,0.0
1192,5245,0,0.0
1193,5246,0,0.0
1194,5247,0,0.0
1195,5249,0,0.0
1196,5253,0,0.0
1197,5263,0,0.0
1198,5265,0,1.0
1199,5265,0,1.0
1200,5266,0,0.0
1201,5280,0,0.0
1202,5282,0,0.0
1203,5289,0,0.0
1204,5300,0,0.0
1205,5301,0,0.0
1206,5302,0,0.0
1207,5306,0,0.0
1208,5313,0,0.0
1209,5321,0,0.0
1210,5329,0,0.0
1211,5331,0,0.0
1212,5335,0,0.0
1213,5337,0,0.0
1214,5341,0,0.0
1215,5346,0,0.0
1216,5349,0,0.0
1217,5351,0,0.0
1218,5354,0,0.0
1219,5361,0,0.0
1220,5362,0,0.0
1221,5363,0,0.0
1222,5373,0,0.0
1223,5374,0,0.0
1224,5375,0,0.0
1225,5379,0,0.0
1226,5386,0,0.0
1227,5390,0,0.0
1228,5393,0,0.0
1229,5407,0,0.0
1230,5410,0,0.0
1231,5413,0,0.0
1232,5414,0,0.0
1233,5427,0,0.0
1234,5429,0,0.0
1235,5430,0,0.0
1236,5434,0,0.0
1237,5437,0,0.0
1238,5442,0,0.0
1239,5443,0,0.0
1240,5444,0,0.0
1241,5450,0,0.0
1242,5456,0,0.0
1243,5459,0,0.0
1244,5467,0,0.0
1245,5475,0,0.0
1246,5476,0,0.0
1247,5477,0,0.0
1248,5481,0,0.0
1249,5484,0,0.0
1250,5486,0,0.0
1251,5487,0,0.0
1252,5503,0,0.0
1253,5507,0,0.0
1254,5509,0,0.0
1255,5511,0,0.0
1256,5517,1,0.0
1257,5521,0,0.0
1258,5522,0,0.0
1259,5525,0,0.0
1260,5529,0,0.0
1261,5535,1,0.0
1262,5537,0,0.0
1263,5541,0,0.0
1264,5544,0,0.0
1265,5554,0,0.0
