,id,request,request_prediction
364,1557,0,1.0
365,1561,0,0.0
366,1562,1,1.0
367,1563,1,1.0
368,1567,0,0.0
369,1573,0,1.0
370,1574,0,0.0
371,1587,0,0.0
372,1589,0,0.0
373,1594,0,0.0
374,1599,0,0.0
375,1601,0,0.0
376,1602,0,0.0
377,1615,0,0.0
378,1616,0,0.0
379,1623,1,1.0
380,1626,1,1.0
381,1630,0,0.0
382,1632,0,0.0
383,1640,0,0.0
384,1643,1,1.0
385,1645,0,1.0
386,1651,1,1.0
387,1656,0,0.0
388,1666,0,1.0
389,1672,0,0.0
390,1673,1,1.0
391,1681,0,0.0
392,1689,0,0.0
393,1700,0,0.0
394,1701,0,1.0
395,1703,0,0.0
396,1707,0,0.0
397,1712,1,1.0
398,1713,0,0.0
399,1714,0,0.0
400,1716,1,1.0
401,1720,0,0.0
402,1721,0,0.0
403,1725,1,1.0
404,1729,1,0.0
405,1731,0,0.0
406,1734,0,0.0
407,1739,1,0.0
408,1756,1,1.0
409,1759,0,0.0
410,1760,1,1.0
411,1766,1,1.0
412,1767,1,1.0
413,1773,1,1.0
414,1775,0,0.0
415,1781,0,1.0
416,1785,1,1.0
417,1789,1,0.0
418,1790,0,1.0
419,1799,1,0.0
420,1804,0,0.0
421,1805,1,0.0
422,1814,0,0.0
423,1817,0,0.0
424,1829,0,0.0
425,1837,0,0.0
426,1842,1,0.0
427,1846,0,0.0
428,1849,1,1.0
429,1855,0,1.0
430,1861,1,1.0
431,1863,0,0.0
432,1869,0,0.0
433,1875,1,0.0
434,1877,1,1.0
435,1886,0,1.0
436,1889,0,1.0
437,1895,0,0.0
438,1899,1,1.0
439,1907,0,1.0
440,1913,0,0.0
441,1916,0,1.0
442,1921,1,1.0
443,1922,0,0.0
444,1926,1,1.0
445,1927,0,0.0
446,1930,0,0.0
447,1934,1,1.0
448,1935,0,0.0
449,1940,0,0.0
450,1942,1,0.0
451,1951,0,1.0
452,1956,1,0.0
453,1959,1,1.0
454,1961,1,1.0
455,1967,1,1.0
456,1971,1,1.0
457,1973,1,0.0
458,1976,0,0.0
459,1977,0,0.0
460,1980,0,0.0
461,1986,0,0.0
462,1987,0,0.0
463,1990,0,1.0
464,1997,0,1.0
465,2000,1,1.0
466,2001,0,0.0
467,2005,0,1.0
468,2009,0,0.0
469,2013,0,0.0
470,2024,0,1.0
471,2030,0,0.0
472,2032,0,0.0
473,2036,0,0.0
474,2041,1,1.0
475,2047,0,0.0
476,2050,0,1.0
477,2059,1,1.0
478,2060,0,0.0
479,2066,1,1.0
480,2079,0,1.0
481,2080,0,0.0
482,2082,1,0.0
483,2083,0,0.0
484,2084,0,0.0
485,2085,1,1.0
486,2091,1,1.0
487,2100,0,0.0
488,2106,1,1.0
489,2109,1,1.0
490,2110,1,1.0
491,2114,1,1.0
492,2119,1,1.0
493,2124,0,1.0
494,2127,1,1.0
495,2133,0,0.0
496,2134,1,1.0
497,2135,1,1.0
498,2136,1,1.0
499,2142,0,0.0
500,2153,1,1.0
501,2155,1,1.0
502,2163,1,1.0
503,2164,0,1.0
504,2171,1,0.0
505,2172,0,1.0
506,2174,0,1.0
507,2175,0,0.0
508,2185,1,1.0
509,2189,0,1.0
510,2192,0,0.0
511,2202,0,1.0
512,2210,0,1.0
513,2213,0,0.0
514,2214,0,0.0
515,2217,0,0.0
516,2223,0,0.0
517,2237,1,0.0
518,2246,0,0.0
519,2249,1,1.0
520,2251,0,1.0
521,2257,0,0.0
522,2262,0,0.0
523,2263,1,1.0
524,2264,1,1.0
525,2266,0,0.0
526,2270,0,0.0
527,2274,0,0.0
528,2284,0,0.0
529,2296,1,1.0
530,2307,0,1.0
531,2309,1,0.0
532,2310,0,0.0
533,2314,0,0.0
534,2315,0,0.0
535,2316,1,1.0
536,2317,1,0.0
537,2321,0,0.0
538,2322,0,1.0
539,2326,1,1.0
540,2340,0,0.0
541,2341,0,1.0
542,2345,1,1.0
543,2346,1,1.0
544,2350,1,1.0
545,2351,1,1.0
546,2356,0,0.0
547,2360,0,1.0
548,2361,0,0.0
549,2366,0,1.0
550,2370,1,1.0
551,2371,1,0.0
552,2377,1,0.0
553,2384,0,0.0
554,2386,1,1.0
555,2390,1,0.0
556,2396,0,0.0
557,2397,1,1.0
558,2399,1,1.0
559,2402,0,0.0
560,2409,1,1.0
561,2410,0,0.0
562,2411,0,0.0
563,2416,1,1.0
564,2423,1,1.0
565,2424,1,1.0
566,2425,0,1.0
567,2426,0,1.0
568,2429,1,1.0
569,2434,0,0.0
570,2440,1,1.0
571,2441,0,0.0
572,2443,1,1.0
573,2444,0,0.0
574,2446,0,0.0
575,2452,1,1.0
576,2461,0,0.0
577,2462,0,0.0
578,2463,0,0.0
579,2469,0,1.0
580,2471,1,0.0
581,2472,1,1.0
582,2474,0,0.0
583,2483,0,0.0
584,2496,0,0.0
585,2499,1,0.0
586,2503,0,0.0
587,2507,1,1.0
588,2512,1,1.0
589,2521,1,0.0
590,2529,1,0.0
591,2531,1,0.0
592,2549,1,1.0
593,2550,1,1.0
594,2552,1,1.0
595,2560,1,0.0
596,2565,1,1.0
597,2581,0,1.0
598,2587,0,0.0
599,2590,1,1.0
600,2599,0,0.0
601,2601,0,1.0
602,2603,0,0.0
603,2604,1,1.0
604,2605,1,1.0
605,2606,0,1.0
606,2607,1,1.0
607,2609,0,0.0
608,2613,0,0.0
609,2619,1,1.0
610,2622,1,1.0
611,2623,1,1.0
612,2626,0,1.0
613,2633,0,1.0
614,2660,1,1.0
615,2661,1,0.0
616,2662,1,0.0
617,2667,0,0.0
618,2670,1,1.0
619,2673,1,1.0
620,2674,0,1.0
621,2687,0,0.0
622,2689,0,0.0
623,2693,1,1.0
624,2697,0,0.0
625,2707,0,1.0
626,2714,1,1.0
627,2716,0,1.0
628,2720,1,0.0
629,2721,1,1.0
630,2722,1,0.0
631,2730,1,1.0
632,2744,1,1.0
633,2746,1,0.0
634,2750,0,0.0
635,2752,0,0.0
636,2753,0,0.0
637,2754,0,0.0
638,2756,1,1.0
639,2757,1,1.0
640,2761,0,0.0
641,2765,1,1.0
642,2776,1,1.0
643,2780,0,0.0
644,2790,1,0.0
645,2799,0,1.0
646,2800,1,1.0
647,2802,1,1.0
648,2803,1,1.0
649,2805,1,1.0
650,2816,1,1.0
651,2817,0,1.0
652,2822,1,1.0
653,2823,0,1.0
654,2824,1,0.0
655,2830,0,1.0
656,2831,0,0.0
657,2832,0,1.0
658,2834,0,0.0
659,2847,1,1.0
660,2849,1,0.0
661,2853,0,0.0
662,2855,0,1.0
663,2857,1,0.0
664,2862,1,0.0
665,2863,0,0.0
666,2866,0,0.0
667,2870,0,1.0
668,2884,0,1.0
669,2887,1,1.0
670,2892,1,1.0
671,2901,1,1.0
672,2904,1,0.0
673,2913,0,1.0
674,2920,0,1.0
675,2921,0,0.0
676,2925,0,0.0
677,2926,0,1.0
678,2931,1,1.0
679,2932,1,1.0
680,2934,1,1.0
681,2935,0,0.0
682,2949,0,0.0
683,2955,0,1.0
684,2961,0,0.0
685,2967,1,0.0
686,2974,1,0.0
687,2975,0,0.0
688,2979,0,0.0
689,2981,0,0.0
690,2987,1,1.0
691,2991,1,1.0
692,2996,1,1.0
693,2999,0,1.0
694,3004,1,1.0
695,3012,0,0.0
696,3013,1,0.0
697,3015,1,1.0
698,3023,1,1.0
699,3024,0,1.0
700,3027,1,1.0
701,3031,1,1.0
702,3032,1,1.0
703,3033,1,0.0
704,3035,1,0.0
705,3047,0,0.0
706,3060,1,0.0
707,3061,1,1.0
708,3062,1,1.0
709,3069,0,1.0
710,3072,1,1.0
711,3080,1,1.0
712,3082,0,0.0
713,3083,0,0.0
714,3092,1,0.0
715,3093,0,0.0
716,3094,1,1.0
717,3097,0,0.0
718,3099,1,1.0
719,3101,1,1.0
720,3105,0,0.0
721,3113,1,0.0
722,3115,1,1.0
723,3116,1,1.0
724,3119,1,1.0
725,3120,1,0.0
726,3124,1,0.0
727,3131,1,0.0
728,3133,0,1.0
729,3136,1,1.0
730,3146,1,1.0
731,3156,0,0.0
732,3164,0,0.0
733,3170,1,1.0
734,3171,1,1.0
735,3175,1,0.0
736,3177,0,1.0
737,3181,0,0.0
738,3182,0,0.0
739,3184,0,1.0
740,3187,1,0.0
741,3196,0,1.0
742,3204,1,1.0
743,3215,1,1.0
744,3217,1,1.0
745,3221,0,0.0
746,3237,0,0.0
747,3245,1,1.0
748,3253,1,1.0
749,3255,1,1.0
750,3267,0,0.0
751,3269,1,0.0
752,3275,1,0.0
753,3291,0,0.0
754,3299,1,1.0
755,3301,1,1.0
756,3304,1,1.0
757,3312,0,1.0
758,3314,1,0.0
759,3319,1,1.0
760,3329,0,1.0
761,3331,1,1.0
762,3333,0,0.0
763,3337,0,0.0
764,3339,1,1.0
765,3345,0,1.0
766,3347,0,1.0
767,3357,1,1.0
768,3359,1,1.0
769,3370,0,1.0
770,3379,1,1.0
771,3383,0,0.0
772,3384,1,1.0
773,3385,1,0.0
774,3387,1,1.0
775,3390,1,1.0
776,3407,0,1.0
777,3410,1,0.0
778,3411,1,0.0
779,3414,0,0.0
780,3420,0,0.0
781,3423,0,0.0
782,3432,1,0.0
783,3446,0,1.0
784,3447,1,1.0
785,3449,0,0.0
786,3457,0,0.0
787,3463,0,0.0
788,3466,1,1.0
789,3470,1,1.0
790,3471,1,1.0
791,3476,0,0.0
792,3477,0,1.0
793,3479,1,0.0
794,3481,0,1.0
795,3489,1,1.0
796,3491,0,1.0
797,3494,1,1.0
798,3495,1,1.0
799,3502,1,0.0
800,3509,1,1.0
801,3510,1,1.0
802,3515,1,0.0
803,3516,1,0.0
804,3517,1,0.0
805,3520,1,1.0
806,3526,0,0.0
807,3533,0,1.0
808,3535,0,0.0
809,3539,0,0.0
810,3541,1,1.0
811,3544,0,1.0
812,3547,0,0.0
813,3550,0,1.0
814,3552,0,0.0
815,3553,1,1.0
816,3556,1,0.0
817,3557,0,0.0
818,3574,1,0.0
819,3580,1,1.0
820,3581,1,1.0
821,3582,0,0.0
822,3583,0,0.0
823,3589,0,1.0
824,3591,0,0.0
825,3593,0,0.0
826,3603,0,1.0
827,3605,1,1.0
828,3609,0,1.0
829,3629,1,1.0
830,3630,0,1.0
831,3634,0,0.0
832,3635,1,1.0
833,3642,1,1.0
834,3646,0,0.0
835,3647,1,1.0
836,3649,0,0.0
837,3656,1,1.0
838,3657,0,0.0
839,3661,0,0.0
840,3672,1,1.0
841,3679,0,0.0
842,3681,0,1.0
843,3690,1,0.0
844,3693,1,0.0
845,3696,0,0.0
846,3700,0,0.0
847,3701,1,1.0
848,3704,0,0.0
849,3706,0,0.0
850,3709,1,1.0
851,3721,0,0.0
852,3724,1,1.0
853,3726,0,0.0
854,3729,1,1.0
855,3730,1,1.0
856,3731,0,0.0
857,3732,0,0.0
858,3735,0,0.0
859,3741,1,1.0
860,3742,0,1.0
861,3743,0,1.0
862,3751,0,0.0
863,3755,0,1.0
864,3774,1,0.0
865,3777,1,1.0
866,3784,0,0.0
867,3786,1,0.0
868,3787,1,0.0
869,3792,0,0.0
870,3795,0,0.0
871,3797,1,1.0
872,3799,0,0.0
873,3807,1,0.0
874,3811,1,1.0
875,3813,1,1.0
876,3814,1,1.0
877,3817,0,1.0
878,3823,0,1.0
879,3824,0,1.0
880,3825,0,1.0
881,3836,1,1.0
882,3841,0,0.0
883,3842,0,0.0
884,3855,0,0.0
885,3856,1,0.0
886,3859,0,1.0
887,3860,0,0.0
888,3869,1,0.0
889,3874,0,0.0
890,3877,0,0.0
891,3882,1,1.0
892,3889,1,1.0
893,3891,1,0.0
894,3895,0,0.0
895,3896,0,1.0
896,3897,1,1.0
897,3899,1,1.0
898,3903,0,0.0
899,3905,1,1.0
900,3906,0,0.0
901,3929,1,0.0
902,3930,0,0.0
903,3931,1,1.0
904,3932,1,0.0
905,3933,1,1.0
906,3941,0,0.0
907,3947,0,1.0
908,3959,0,0.0
909,3960,0,0.0
910,3961,1,1.0
911,3964,0,0.0
912,3966,0,0.0
913,3969,0,0.0
914,3970,0,0.0
915,3979,1,0.0
916,3986,0,0.0
917,3987,1,1.0
918,3994,1,1.0
919,3999,0,1.0
920,4017,0,0.0
921,4019,0,0.0
922,4040,1,1.0
923,4054,1,1.0
924,4060,1,1.0
925,4062,0,0.0
926,4066,1,1.0
927,4079,1,1.0
928,4082,0,0.0
929,4085,1,1.0
930,4086,0,1.0
931,4089,1,1.0
932,4097,0,0.0
933,4099,1,1.0
934,4102,0,0.0
935,4113,0,1.0
936,4116,1,1.0
937,4119,0,0.0
938,4122,0,1.0
939,4124,1,1.0
940,4126,1,0.0
941,4129,0,1.0
942,4132,0,0.0
943,4133,1,1.0
944,4136,0,0.0
945,4137,0,0.0
946,4142,1,0.0
947,4144,0,0.0
948,4149,1,1.0
949,4152,0,0.0
950,4157,0,1.0
951,4161,0,1.0
952,4164,0,1.0
953,4166,0,0.0
954,4173,1,0.0
955,4175,0,0.0
956,4183,0,1.0
957,4184,0,0.0
958,4185,1,0.0
959,4187,1,0.0
960,4195,1,1.0
961,4197,0,1.0
962,4201,1,0.0
963,4204,0,0.0
964,4214,0,0.0
965,4217,0,0.0
966,4225,1,0.0
967,4226,0,0.0
968,4230,1,0.0
969,4232,0,0.0
970,4234,0,0.0
971,4235,0,0.0
972,4250,0,1.0
973,4251,1,1.0
974,4252,0,1.0
975,4253,1,0.0
976,4257,1,0.0
977,4261,1,1.0
978,4266,1,0.0
979,4267,1,1.0
980,4273,0,1.0
981,4274,0,1.0
982,4283,0,0.0
983,4284,1,1.0
984,4293,0,0.0
985,4295,1,1.0
986,4297,1,1.0
987,4299,1,0.0
988,4305,0,0.0
989,4310,1,1.0
990,4316,0,1.0
991,4321,0,0.0
992,4326,1,1.0
993,4327,0,0.0
994,4332,0,1.0
995,4336,1,1.0
996,4340,0,1.0
997,4343,1,1.0
998,4353,0,0.0
999,4354,1,1.0
1000,4356,0,1.0
1001,4361,1,1.0
1002,4362,1,1.0
1003,4365,0,1.0
1004,4366,1,0.0
1005,4371,1,1.0
1006,4374,0,0.0
1007,4375,1,1.0
1008,4376,0,1.0
1009,4377,0,1.0
1010,4382,0,0.0
1011,4383,0,0.0
1012,4389,1,1.0
1013,4396,1,1.0
1014,4403,1,0.0
1015,4411,0,0.0
1016,4412,1,0.0
1017,4412,1,0.0
1018,4419,0,0.0
1019,4420,0,0.0
1020,4421,0,0.0
1021,4426,0,0.0
1022,4429,1,0.0
1023,4432,1,1.0
1024,4447,0,0.0
1025,4457,0,1.0
1026,4460,0,1.0
1027,4462,1,0.0
1028,4467,0,0.0
1029,4475,1,1.0
1030,4483,0,0.0
1031,4491,1,0.0
1032,4492,0,0.0
1033,4497,1,1.0
1034,4499,0,0.0
1035,4501,1,1.0
1036,4512,1,1.0
1037,4514,0,1.0
1038,4522,0,0.0
1039,4525,0,0.0
1040,4530,0,0.0
1041,4531,0,0.0
1042,4534,0,0.0
1043,4537,1,1.0
1044,4542,0,1.0
1045,4546,1,1.0
1046,4549,0,0.0
1047,4554,0,1.0
1048,4557,1,1.0
1049,4566,0,0.0
1050,4569,0,1.0
1051,4571,0,0.0
1052,4572,0,0.0
1053,4579,0,0.0
1054,4581,0,0.0
1055,4584,0,0.0
1056,4585,1,1.0
1057,4593,0,0.0
1058,4594,0,0.0
1059,4597,0,0.0
1060,4600,1,0.0
1061,4602,1,1.0
1062,4604,0,0.0
1063,4605,1,1.0
1064,4610,0,0.0
1065,4611,0,0.0
1066,4614,0,0.0
1067,4620,1,0.0
1068,4637,1,1.0
1069,4639,1,1.0
1070,4644,0,0.0
1071,4656,1,1.0
1072,4657,0,0.0
1073,4662,0,1.0
1074,4667,1,1.0
1075,4669,1,1.0
1076,4671,0,1.0
1077,4672,1,1.0
1078,4676,1,1.0
1079,4680,1,0.0
1080,4681,0,1.0
1081,4684,1,1.0
1082,4685,1,1.0
1083,4686,1,1.0
1084,4690,1,1.0
1085,4691,0,0.0
1086,4695,0,1.0
1087,4697,1,1.0
1088,4699,0,1.0
1089,4701,0,1.0
1090,4705,0,0.0
1091,4706,1,1.0
1092,4715,0,0.0
1093,4716,1,0.0
1094,4719,1,1.0
1095,4725,0,0.0
1096,4729,1,1.0
1097,4730,0,0.0
1098,4733,1,1.0
1099,4735,0,0.0
1100,4736,0,1.0
1101,4742,0,0.0
1102,4743,0,0.0
1103,4745,1,1.0
1104,4766,0,0.0
1105,4767,0,0.0
1106,4770,0,0.0
1107,4773,0,0.0
1108,4779,0,1.0
1109,4780,1,1.0
1110,4787,0,0.0
1111,4793,1,1.0
1112,4796,0,1.0
1113,4797,0,0.0
1114,4800,0,0.0
1115,4804,0,0.0
1116,4809,1,0.0
1117,4810,1,1.0
1118,4813,1,1.0
1119,4814,1,0.0
1120,4820,1,1.0
1121,4823,0,1.0
1122,4824,0,1.0
1123,4827,0,0.0
1124,4833,1,1.0
1125,4834,0,0.0
1126,4835,1,1.0
1127,4836,0,0.0
1128,4839,1,0.0
1129,4842,1,0.0
1130,4847,0,0.0
1131,4855,0,0.0
1132,4859,1,0.0
1133,4861,0,0.0
1134,4862,0,0.0
1135,4865,0,0.0
1136,4867,0,0.0
1137,4875,1,1.0
1138,4882,0,0.0
1139,4883,0,0.0
1140,4895,1,0.0
1141,4902,1,1.0
1142,4903,1,0.0
1143,4905,0,0.0
1144,4907,1,1.0
1145,4910,1,1.0
1146,4915,1,1.0
1147,4920,0,0.0
1148,4925,0,1.0
1149,4930,1,1.0
1150,4942,1,0.0
1151,4944,0,1.0
1152,4945,1,0.0
1153,4947,1,1.0
1154,4953,0,0.0
1155,4956,0,1.0
1156,4956,0,1.0
1157,4962,0,0.0
1158,4963,0,1.0
1159,4966,1,1.0
1160,4967,0,0.0
1161,4970,0,1.0
1162,4972,1,1.0
1163,4973,1,0.0
1164,4974,1,1.0
1165,4975,1,1.0
1166,4977,0,0.0
1167,4979,1,1.0
1168,4980,1,1.0
1169,4989,1,1.0
1170,4992,0,0.0
1171,5000,0,1.0
1172,5001,0,0.0
1173,5002,1,1.0
1174,5006,0,0.0
1175,5011,0,1.0
1176,5013,1,1.0
1177,5015,1,0.0
1178,5020,1,1.0
1179,5023,0,0.0
1180,5027,0,0.0
1181,5043,1,0.0
1182,5047,0,0.0
1183,5049,0,1.0
1184,5052,0,0.0
1185,5056,0,0.0
1186,5059,0,0.0
1187,5060,0,0.0
1188,5064,0,1.0
1189,5067,1,1.0
1190,5071,1,0.0
1191,5074,1,1.0
1192,5077,0,0.0
1193,5081,0,0.0
1194,5083,0,0.0
1195,5091,0,1.0
1196,5102,1,1.0
1197,5106,0,1.0
1198,5107,1,1.0
1199,5110,0,0.0
1200,5114,0,0.0
1201,5116,0,0.0
1202,5119,1,1.0
1203,5120,1,0.0
1204,5122,0,1.0
1205,5132,0,1.0
1206,5133,1,1.0
1207,5135,1,1.0
1208,5136,1,1.0
1209,5137,1,1.0
1210,5142,1,1.0
1211,5143,0,0.0
1212,5146,0,0.0
1213,5150,0,0.0
1214,5153,0,0.0
1215,5154,0,0.0
1216,5155,0,0.0
1217,5157,0,0.0
1218,5160,0,0.0
1219,5163,0,0.0
1220,5174,0,0.0
1221,5187,1,1.0
1222,5190,0,0.0
1223,5196,1,1.0
1224,5200,1,1.0
1225,5202,0,0.0
1226,5205,0,0.0
1227,5207,0,0.0
1228,5213,1,0.0
1229,5222,0,0.0
1230,5224,0,1.0
1231,5230,1,1.0
1232,5243,1,1.0
1233,5245,0,1.0
1234,5246,0,0.0
1235,5254,1,0.0
1236,5269,0,0.0
1237,5276,0,0.0
1238,5281,0,0.0
1239,5287,0,0.0
1240,5291,1,1.0
1241,5293,0,0.0
1242,5294,1,0.0
1243,5300,0,0.0
1244,5301,0,0.0
1245,5305,1,1.0
1246,5307,1,1.0
1247,5312,1,1.0
1248,5313,0,0.0
1249,5316,0,0.0
1250,5322,1,0.0
1251,5325,0,0.0
1252,5326,0,1.0
1253,5330,0,0.0
1254,5333,1,1.0
1255,5336,1,0.0
1256,5339,1,1.0
1257,5341,1,0.0
1258,5342,0,1.0
1259,5354,0,1.0
1260,5357,0,0.0
1261,5359,1,0.0
1262,5362,1,0.0
1263,5363,0,0.0
1264,5364,0,0.0
1265,5366,0,0.0
