,id,related,related_prediction
268,1231,0,0.0
269,1232,1,0.0
270,1233,1,0.0
271,1237,1,0.0
272,1241,1,0.0
273,1247,1,0.0
274,1264,1,0.0
275,1265,1,0.0
276,1266,1,0.0
277,1270,1,0.0
278,1271,1,0.0
279,1277,1,0.0
280,1280,1,0.0
281,1284,1,0.0
282,1285,0,0.0
283,1293,1,0.0
284,1301,0,0.0
285,1306,1,0.0
286,1309,1,0.0
287,1311,1,0.0
288,1317,1,0.0
289,1321,1,0.0
290,1323,1,0.0
291,1325,1,0.0
292,1334,1,1.0
293,1341,0,1.0
294,1342,1,0.0
295,1345,1,0.0
296,1352,1,0.0
297,1360,1,0.0
298,1363,1,0.0
299,1366,0,1.0
300,1371,1,0.0
301,1373,1,0.0
302,1374,1,0.0
303,1379,1,0.0
304,1382,1,0.0
305,1387,1,0.0
306,1390,1,0.0
307,1391,1,0.0
308,1394,1,0.0
309,1400,1,0.0
310,1412,1,1.0
311,1414,1,0.0
312,1416,1,0.0
313,1419,1,0.0
314,1420,1,0.0
315,1421,1,0.0
316,1423,1,0.0
317,1425,1,0.0
318,1427,1,0.0
319,1429,0,1.0
320,1437,1,0.0
321,1445,1,0.0
322,1450,1,0.0
323,1453,1,0.0
324,1456,1,0.0
325,1459,0,0.0
326,1461,1,0.0
327,1464,0,1.0
328,1467,1,0.0
329,1471,1,0.0
330,1474,0,1.0
331,1481,0,0.0
332,1486,1,0.0
333,1487,1,0.0
334,1497,1,0.0
335,1505,0,0.0
336,1515,1,0.0
337,1516,1,0.0
338,1521,0,1.0
339,1524,1,0.0
340,1525,0,1.0
341,1530,1,1.0
342,1531,1,0.0
343,1543,1,0.0
344,1546,1,0.0
345,1551,0,1.0
346,1554,1,0.0
347,1555,1,0.0
348,1556,1,0.0
349,1560,1,0.0
350,1561,0,0.0
351,1562,1,0.0
352,1564,1,0.0
353,1570,0,1.0
354,1581,1,1.0
355,1593,1,0.0
356,1594,0,1.0
357,1596,1,0.0
358,1597,1,0.0
359,1600,1,0.0
360,1606,1,0.0
361,1613,1,0.0
362,1619,1,0.0
363,1620,1,0.0
364,1622,1,0.0
365,1626,1,0.0
366,1627,0,1.0
367,1633,0,1.0
368,1637,1,0.0
369,1640,1,0.0
370,1647,1,1.0
371,1650,1,0.0
372,1659,0,1.0
373,1669,1,1.0
374,1672,0,0.0
375,1676,0,1.0
376,1680,0,0.0
377,1681,0,1.0
378,1690,1,1.0
379,1692,0,0.0
380,1697,1,0.0
381,1706,0,1.0
382,1709,1,1.0
383,1710,1,0.0
384,1712,1,0.0
385,1714,1,0.0
386,1716,1,0.0
387,1719,1,0.0
388,1721,0,1.0
389,1727,1,0.0
390,1730,1,0.0
391,1735,1,0.0
392,1736,1,0.0
393,1744,1,0.0
394,1749,1,1.0
395,1751,1,1.0
396,1754,1,0.0
397,1755,1,0.0
398,1761,1,0.0
399,1769,1,0.0
400,1771,1,1.0
401,1775,0,1.0
402,1783,1,0.0
403,1785,1,0.0
404,1793,1,0.0
405,1794,1,0.0
406,1802,1,1.0
407,1805,1,0.0
408,1816,1,0.0
409,1829,0,0.0
410,1832,1,0.0
411,1836,0,0.0
412,1837,0,0.0
413,1844,0,1.0
414,1845,1,0.0
415,1846,0,1.0
416,1847,1,0.0
417,1850,0,1.0
418,1853,0,0.0
419,1857,1,0.0
420,1860,1,0.0
421,1864,1,0.0
422,1865,1,0.0
423,1869,0,0.0
424,1876,0,1.0
425,1883,0,0.0
426,1887,0,0.0
427,1895,1,0.0
428,1896,1,0.0
429,1906,1,0.0
430,1910,1,0.0
431,1913,1,0.0
432,1914,1,0.0
433,1923,1,0.0
434,1926,1,0.0
435,1942,1,0.0
436,1947,1,0.0
437,1953,1,0.0
438,1956,1,0.0
439,1969,1,0.0
440,1974,1,0.0
441,1976,1,0.0
442,1979,0,1.0
443,1980,0,1.0
444,1982,0,1.0
445,1983,1,0.0
446,1985,0,1.0
447,1987,1,0.0
448,1999,1,0.0
449,2004,1,0.0
450,2007,0,0.0
451,2009,1,0.0
452,2012,0,0.0
453,2013,0,1.0
454,2015,1,0.0
455,2016,1,0.0
456,2023,1,0.0
457,2025,1,0.0
458,2033,1,0.0
459,2039,1,1.0
460,2040,1,0.0
461,2050,0,0.0
462,2052,1,0.0
463,2054,1,0.0
464,2059,1,0.0
465,2061,1,0.0
466,2062,1,0.0
467,2063,1,1.0
468,2066,1,0.0
469,2077,0,1.0
470,2082,1,0.0
471,2087,1,0.0
472,2091,1,0.0
473,2093,1,0.0
474,2095,1,0.0
475,2099,1,0.0
476,2105,1,0.0
477,2109,1,0.0
478,2112,1,1.0
479,2116,1,0.0
480,2117,1,0.0
481,2119,1,1.0
482,2131,1,0.0
483,2134,1,1.0
484,2139,0,0.0
485,2140,1,1.0
486,2142,0,0.0
487,2156,0,0.0
488,2157,1,1.0
489,2162,1,0.0
490,2172,0,1.0
491,2174,1,0.0
492,2184,1,0.0
493,2185,1,0.0
494,2187,1,0.0
495,2189,0,0.0
496,2191,1,0.0
497,2192,1,0.0
498,2193,1,0.0
499,2213,1,0.0
500,2215,1,0.0
501,2216,1,0.0
502,2227,1,1.0
503,2230,1,0.0
504,2235,1,0.0
505,2243,1,1.0
506,2244,0,0.0
507,2245,0,0.0
508,2250,0,0.0
509,2251,1,0.0
510,2254,1,0.0
511,2257,0,0.0
512,2259,1,0.0
513,2260,0,0.0
514,2266,1,0.0
515,2274,1,0.0
516,2277,1,0.0
517,2282,1,0.0
518,2285,1,0.0
519,2286,0,1.0
520,2287,0,0.0
521,2292,1,0.0
522,2293,1,0.0
523,2299,1,0.0
524,2302,1,0.0
525,2303,1,0.0
526,2305,0,0.0
527,2309,1,0.0
528,2315,1,0.0
529,2317,1,0.0
530,2320,1,1.0
531,2321,1,0.0
532,2327,1,0.0
533,2332,1,0.0
534,2343,1,0.0
535,2347,0,0.0
536,2351,1,0.0
537,2353,1,0.0
538,2356,0,1.0
539,2357,0,1.0
540,2365,0,0.0
541,2367,1,0.0
542,2369,1,0.0
543,2371,1,0.0
544,2372,0,0.0
545,2373,1,0.0
546,2374,1,0.0
547,2376,0,1.0
548,2389,1,0.0
549,2392,1,0.0
550,2399,1,0.0
551,2402,1,0.0
552,2406,1,0.0
553,2407,1,0.0
554,2419,1,1.0
555,2422,1,0.0
556,2424,1,1.0
557,2426,0,0.0
558,2431,1,0.0
559,2433,1,0.0
560,2441,0,1.0
561,2446,1,1.0
562,2446,1,1.0
563,2449,1,1.0
564,2450,1,1.0
565,2453,1,0.0
566,2461,0,1.0
567,2462,0,1.0
568,2465,1,0.0
569,2469,1,0.0
570,2472,1,0.0
571,2473,0,0.0
572,2474,0,0.0
573,2479,1,0.0
574,2483,1,0.0
575,2486,0,0.0
576,2487,1,0.0
577,2491,1,0.0
578,2493,1,1.0
579,2506,1,0.0
580,2507,1,0.0
581,2512,1,0.0
582,2519,1,0.0
583,2521,1,0.0
584,2522,0,0.0
585,2530,1,0.0
586,2533,1,0.0
587,2535,1,0.0
588,2537,1,0.0
589,2544,0,0.0
590,2545,0,0.0
591,2551,1,0.0
592,2561,1,0.0
593,2563,1,0.0
594,2570,1,0.0
595,2572,1,0.0
596,2579,1,0.0
597,2593,1,0.0
598,2601,1,0.0
599,2605,1,0.0
600,2606,1,0.0
601,2610,0,0.0
602,2611,0,1.0
603,2619,1,0.0
604,2622,1,0.0
605,2623,1,0.0
606,2624,1,0.0
607,2631,1,0.0
608,2633,1,0.0
609,2634,1,0.0
610,2635,1,0.0
611,2636,1,0.0
612,2639,1,0.0
613,2641,1,0.0
614,2644,1,0.0
615,2645,0,0.0
616,2646,1,0.0
617,2651,1,0.0
618,2652,1,0.0
619,2663,1,0.0
620,2666,1,1.0
621,2667,0,1.0
622,2671,0,0.0
623,2677,1,1.0
624,2679,1,0.0
625,2682,1,0.0
626,2683,1,0.0
627,2689,1,0.0
628,2691,1,0.0
629,2693,1,0.0
630,2694,1,0.0
631,2703,1,0.0
632,2710,1,0.0
633,2717,1,0.0
634,2724,1,0.0
635,2726,1,0.0
636,2729,1,0.0
637,2732,1,1.0
638,2733,0,0.0
639,2737,1,0.0
640,2740,1,0.0
641,2741,1,0.0
642,2746,1,0.0
643,2749,1,0.0
644,2751,1,0.0
645,2755,1,0.0
646,2757,1,0.0
647,2760,1,0.0
648,2761,0,0.0
649,2763,1,0.0
650,2765,1,0.0
651,2770,1,0.0
652,2772,0,0.0
653,2784,1,0.0
654,2790,1,0.0
655,2797,1,0.0
656,2802,1,0.0
657,2803,1,0.0
658,2804,1,0.0
659,2805,1,0.0
660,2811,1,0.0
661,2814,0,0.0
662,2819,1,0.0
663,2821,1,0.0
664,2822,1,0.0
665,2829,1,1.0
666,2834,1,0.0
667,2837,1,0.0
668,2840,2,1.0
669,2841,1,0.0
670,2842,1,0.0
671,2845,0,1.0
672,2852,1,0.0
673,2856,1,0.0
674,2861,0,0.0
675,2862,1,0.0
676,2865,1,0.0
677,2866,1,0.0
678,2867,1,0.0
679,2870,0,0.0
680,2877,1,0.0
681,2879,1,0.0
682,2883,1,0.0
683,2887,1,0.0
684,2892,1,0.0
685,2893,1,0.0
686,2894,1,0.0
687,2896,1,0.0
688,2897,1,0.0
689,2899,1,1.0
690,2901,1,0.0
691,2902,1,0.0
692,2905,0,1.0
693,2907,1,0.0
694,2911,1,0.0
695,2912,1,0.0
696,2913,0,0.0
697,2919,0,0.0
698,2920,2,0.0
699,2931,1,0.0
700,2933,1,0.0
701,2936,2,0.0
702,2942,1,0.0
703,2945,1,0.0
704,2947,0,1.0
705,2952,1,0.0
706,2956,1,0.0
707,2959,1,0.0
708,2960,1,0.0
709,2962,1,0.0
710,2966,1,0.0
711,2977,1,1.0
712,2987,1,0.0
713,2991,1,0.0
714,2995,1,0.0
715,2996,1,0.0
716,2999,1,1.0
717,3005,1,0.0
718,3013,1,0.0
719,3015,1,1.0
720,3016,0,1.0
721,3020,1,0.0
722,3025,1,0.0
723,3029,1,0.0
724,3033,1,0.0
725,3035,1,0.0
726,3036,1,0.0
727,3039,1,0.0
728,3041,0,0.0
729,3056,0,1.0
730,3061,1,0.0
731,3063,1,0.0
732,3065,1,0.0
733,3066,0,0.0
734,3067,0,0.0
735,3069,1,0.0
736,3070,1,0.0
737,3082,1,0.0
738,3084,1,0.0
739,3087,1,0.0
740,3089,1,0.0
741,3092,1,0.0
742,3096,1,0.0
743,3112,1,0.0
744,3115,1,0.0
745,3119,1,0.0
746,3125,1,0.0
747,3134,1,0.0
748,3137,0,0.0
749,3154,1,0.0
750,3159,1,1.0
751,3160,1,0.0
752,3169,1,0.0
753,3171,1,0.0
754,3176,1,0.0
755,3184,0,0.0
756,3209,1,0.0
757,3212,1,0.0
758,3222,1,0.0
759,3230,1,1.0
760,3235,1,0.0
761,3237,0,1.0
762,3243,1,0.0
763,3250,1,0.0
764,3251,1,0.0
765,3261,1,0.0
766,3264,1,0.0
767,3269,1,0.0
768,3273,1,0.0
769,3275,1,0.0
770,3276,1,0.0
771,3277,1,1.0
772,3280,1,0.0
773,3281,1,0.0
774,3286,1,0.0
775,3295,1,0.0
776,3299,1,0.0
777,3300,1,0.0
778,3301,1,0.0
779,3306,1,0.0
780,3312,1,0.0
781,3316,1,0.0
782,3324,1,0.0
783,3329,0,1.0
784,3330,1,0.0
785,3331,1,0.0
786,3335,1,0.0
787,3339,1,0.0
788,3341,1,0.0
789,3344,1,0.0
790,3345,1,0.0
791,3346,1,1.0
792,3350,1,0.0
793,3360,1,0.0
794,3362,0,1.0
795,3372,1,0.0
796,3375,1,0.0
797,3377,1,0.0
798,3382,1,0.0
799,3383,0,0.0
800,3385,1,0.0
801,3393,0,1.0
802,3395,1,1.0
803,3396,1,0.0
804,3402,1,0.0
805,3410,1,0.0
806,3412,1,0.0
807,3414,0,0.0
808,3416,0,0.0
809,3419,1,0.0
810,3420,1,0.0
811,3421,1,0.0
812,3422,1,0.0
813,3423,1,0.0
814,3430,1,0.0
815,3440,1,0.0
816,3443,1,0.0
817,3446,1,0.0
818,3447,1,0.0
819,3450,1,0.0
820,3451,0,0.0
821,3454,0,0.0
822,3460,1,0.0
823,3466,1,1.0
824,3467,1,0.0
825,3472,1,0.0
826,3477,0,0.0
827,3479,1,0.0
828,3482,1,0.0
829,3486,1,0.0
830,3487,1,0.0
831,3491,1,0.0
832,3492,1,0.0
833,3497,1,0.0
834,3500,1,0.0
835,3510,1,0.0
836,3520,1,0.0
837,3529,1,1.0
838,3530,0,1.0
839,3544,1,0.0
840,3547,0,1.0
841,3551,1,0.0
842,3554,1,0.0
843,3555,1,0.0
844,3559,1,1.0
845,3562,1,0.0
846,3564,1,0.0
847,3565,1,0.0
848,3571,1,0.0
849,3573,1,0.0
850,3574,1,0.0
851,3575,1,1.0
852,3580,1,0.0
853,3581,1,0.0
854,3583,1,1.0
855,3586,0,0.0
856,3594,1,0.0
857,3595,1,0.0
858,3603,2,1.0
859,3606,0,1.0
860,3609,0,1.0
861,3610,1,0.0
862,3615,1,0.0
863,3620,1,0.0
864,3623,1,0.0
865,3635,1,0.0
866,3636,1,0.0
867,3637,1,0.0
868,3641,0,0.0
869,3642,1,0.0
870,3643,0,0.0
871,3654,1,1.0
872,3664,0,1.0
873,3667,1,0.0
874,3669,1,0.0
875,3670,1,0.0
876,3676,1,0.0
877,3679,1,0.0
878,3683,1,0.0
879,3694,0,1.0
880,3695,1,0.0
881,3699,0,0.0
882,3701,1,0.0
883,3710,1,0.0
884,3719,1,0.0
885,3721,1,0.0
886,3723,0,0.0
887,3724,1,0.0
888,3727,1,0.0
889,3735,0,0.0
890,3743,1,0.0
891,3745,0,0.0
892,3747,1,0.0
893,3755,1,0.0
894,3756,1,0.0
895,3759,1,0.0
896,3762,1,0.0
897,3767,0,0.0
898,3772,1,0.0
899,3774,1,0.0
900,3781,0,0.0
901,3790,1,0.0
902,3797,1,0.0
903,3799,0,1.0
904,3800,1,1.0
905,3802,0,1.0
906,3806,1,1.0
907,3809,1,0.0
908,3812,1,0.0
909,3813,1,0.0
910,3815,1,0.0
911,3821,1,0.0
912,3824,1,0.0
913,3827,1,0.0
914,3830,1,0.0
915,3832,1,0.0
916,3834,1,0.0
917,3836,1,0.0
918,3839,1,0.0
919,3840,1,0.0
920,3849,1,0.0
921,3851,1,1.0
922,3857,1,0.0
923,3860,1,0.0
924,3861,1,0.0
925,3865,1,0.0
926,3866,2,0.0
927,3870,1,1.0
928,3871,1,1.0
929,3881,1,1.0
930,3885,0,0.0
931,3886,0,0.0
932,3887,1,0.0
933,3889,1,0.0
934,3890,1,0.0
935,3891,1,0.0
936,3896,1,0.0
937,3899,1,0.0
938,3901,1,0.0
939,3902,1,0.0
940,3906,0,1.0
941,3907,1,0.0
942,3911,1,0.0
943,3912,1,1.0
944,3913,0,1.0
945,3914,1,1.0
946,3920,1,1.0
947,3929,1,0.0
948,3930,1,0.0
949,3934,1,0.0
950,3940,1,0.0
951,3941,1,1.0
952,3943,1,0.0
953,3947,1,0.0
954,3954,1,0.0
955,3957,1,0.0
956,3964,0,0.0
957,3965,1,0.0
958,3966,0,0.0
959,3975,0,0.0
960,3979,1,0.0
961,3986,0,0.0
962,3989,1,1.0
963,3990,0,1.0
964,3994,1,0.0
965,3997,0,1.0
966,4001,1,0.0
967,4002,1,0.0
968,4004,0,0.0
969,4005,1,0.0
970,4009,1,0.0
971,4013,1,0.0
972,4014,1,0.0
973,4015,1,0.0
974,4019,0,1.0
975,4027,1,0.0
976,4036,1,0.0
977,4040,1,0.0
978,4047,0,0.0
979,4052,0,0.0
980,4054,1,0.0
981,4055,1,0.0
982,4060,1,0.0
983,4061,1,0.0
984,4064,1,0.0
985,4067,1,1.0
986,4069,1,0.0
987,4073,1,0.0
988,4082,0,0.0
989,4083,1,1.0
990,4084,1,0.0
991,4096,1,0.0
992,4101,1,0.0
993,4103,1,0.0
994,4106,1,0.0
995,4110,1,0.0
996,4111,1,0.0
997,4116,1,0.0
998,4119,0,0.0
999,4125,1,0.0
1000,4126,1,0.0
1001,4130,0,1.0
1002,4137,1,0.0
1003,4146,1,0.0
1004,4149,1,0.0
1005,4164,0,0.0
1006,4165,0,0.0
1007,4170,0,0.0
1008,4171,1,0.0
1009,4172,0,0.0
1010,4175,1,0.0
1011,4176,1,0.0
1012,4180,1,0.0
1013,4182,1,0.0
1014,4183,0,0.0
1015,4184,1,0.0
1016,4189,1,0.0
1017,4195,1,0.0
1018,4196,0,0.0
1019,4197,0,1.0
1020,4203,1,0.0
1021,4210,1,0.0
1022,4213,0,1.0
1023,4214,0,0.0
1024,4215,0,0.0
1025,4217,0,1.0
1026,4221,1,1.0
1027,4223,0,0.0
1028,4224,1,0.0
1029,4226,1,0.0
1030,4229,1,0.0
1031,4231,1,0.0
1032,4232,1,0.0
1033,4233,1,1.0
1034,4239,1,0.0
1035,4240,1,0.0
1036,4249,1,0.0
1037,4253,1,0.0
1038,4255,0,0.0
1039,4256,1,0.0
1040,4264,1,0.0
1041,4266,1,0.0
1042,4272,1,0.0
1043,4274,1,1.0
1044,4281,1,0.0
1045,4283,1,0.0
1046,4295,1,0.0
1047,4301,0,0.0
1048,4305,1,0.0
1049,4310,1,0.0
1050,4313,0,0.0
1051,4321,0,0.0
1052,4327,1,0.0
1053,4330,1,0.0
1054,4340,1,0.0
1055,4343,1,0.0
1056,4349,1,0.0
1057,4352,1,0.0
1058,4355,1,0.0
1059,4356,1,0.0
1060,4360,1,0.0
1061,4363,0,0.0
1062,4367,1,0.0
1063,4369,0,1.0
1064,4373,1,0.0
1065,4374,0,1.0
1066,4376,1,0.0
1067,4380,1,0.0
1068,4382,1,1.0
1069,4383,0,1.0
1070,4385,1,0.0
1071,4390,1,1.0
1072,4392,1,0.0
1073,4402,1,0.0
1074,4406,1,0.0
1075,4412,1,0.0
1076,4415,1,0.0
1077,4419,0,0.0
1078,4421,1,0.0
1079,4431,1,0.0
1080,4435,0,0.0
1081,4442,0,0.0
1082,4444,1,0.0
1083,4447,1,0.0
1084,4449,1,1.0
1085,4450,1,0.0
1086,4455,1,0.0
1087,4460,1,0.0
1088,4461,1,0.0
1089,4462,1,0.0
1090,4470,1,0.0
1091,4473,1,0.0
1092,4476,1,0.0
1093,4482,1,0.0
1094,4490,1,0.0
1095,4491,1,0.0
1096,4492,0,0.0
1097,4493,0,0.0
1098,4497,1,0.0
1099,4499,1,1.0
1100,4517,0,0.0
1101,4524,1,1.0
1102,4533,0,1.0
1103,4536,0,1.0
1104,4542,1,1.0
1105,4543,0,1.0
1106,4547,1,0.0
1107,4551,1,0.0
1108,4559,1,0.0
1109,4561,0,0.0
1110,4565,1,0.0
1111,4583,1,0.0
1112,4584,1,1.0
1113,4594,0,0.0
1114,4595,1,0.0
1115,4596,0,0.0
1116,4600,1,0.0
1117,4602,1,0.0
1118,4605,1,0.0
1119,4615,0,1.0
1120,4619,0,1.0
1121,4624,0,0.0
1122,4633,0,1.0
1123,4635,1,0.0
1124,4636,1,0.0
1125,4639,1,0.0
1126,4640,1,1.0
1127,4645,1,0.0
1128,4646,1,0.0
1129,4650,0,0.0
1130,4652,0,0.0
1131,4657,0,0.0
1132,4659,1,0.0
1133,4661,0,0.0
1134,4672,1,0.0
1135,4673,1,0.0
1136,4675,1,0.0
1137,4676,1,0.0
1138,4682,1,0.0
1139,4684,1,0.0
1140,4685,1,0.0
1141,4694,1,0.0
1142,4695,0,0.0
1143,4696,1,0.0
1144,4697,1,0.0
1145,4703,0,1.0
1146,4705,0,1.0
1147,4706,1,0.0
1148,4711,1,0.0
1149,4714,1,0.0
1150,4722,1,0.0
1151,4724,0,0.0
1152,4726,1,1.0
1153,4729,1,0.0
1154,4730,0,1.0
1155,4733,1,0.0
1156,4737,1,1.0
1157,4740,1,0.0
1158,4744,0,0.0
1159,4745,1,0.0
1160,4751,1,0.0
1161,4759,0,1.0
1162,4761,0,0.0
1163,4762,1,0.0
1164,4765,1,0.0
1165,4769,1,0.0
1166,4770,0,0.0
1167,4786,1,0.0
1168,4787,0,0.0
1169,4789,0,1.0
1170,4790,0,0.0
1171,4796,0,0.0
1172,4803,1,0.0
1173,4813,1,0.0
1174,4815,1,0.0
1175,4820,1,0.0
1176,4825,0,0.0
1177,4829,0,0.0
1178,4831,1,0.0
1179,4834,1,0.0
1180,4836,1,1.0
1181,4839,1,0.0
1182,4840,0,1.0
1183,4847,0,1.0
1184,4854,0,0.0
1185,4857,1,0.0
1186,4859,1,0.0
1187,4861,0,0.0
1188,4864,1,0.0
1189,4866,1,0.0
1190,4867,0,0.0
1191,4873,1,0.0
1192,4879,1,0.0
1193,4883,0,1.0
1194,4887,1,0.0
1195,4889,1,0.0
1196,4895,1,0.0
1197,4897,1,0.0
1198,4907,1,0.0
1199,4912,1,1.0
1200,4919,1,1.0
1201,4921,0,1.0
1202,4925,1,0.0
1203,4927,1,0.0
1204,4932,1,1.0
1205,4936,0,0.0
1206,4942,1,0.0
1207,4945,1,0.0
1208,4947,1,0.0
1209,4950,1,0.0
1210,4952,1,0.0
1211,4953,0,1.0
1212,4955,1,0.0
1213,4960,0,1.0
1214,4961,1,0.0
1215,4966,1,0.0
1216,4972,1,0.0
1217,4973,1,0.0
1218,4974,1,0.0
1219,4983,1,0.0
1220,4984,1,0.0
1221,4985,1,0.0
1222,4986,1,0.0
1223,4989,1,1.0
1224,4992,1,0.0
1225,5000,0,0.0
1226,5004,1,0.0
1227,5006,1,0.0
1228,5011,1,0.0
1229,5024,1,0.0
1230,5026,1,0.0
1231,5029,0,1.0
1232,5035,0,0.0
1233,5041,0,1.0
1234,5043,1,0.0
1235,5046,0,1.0
1236,5047,0,0.0
1237,5055,1,0.0
1238,5056,1,0.0
1239,5067,1,0.0
1240,5070,1,0.0
1241,5071,1,0.0
1242,5075,1,1.0
1243,5079,0,1.0
1244,5082,1,0.0
1245,5087,1,0.0
1246,5091,1,0.0
1247,5093,1,0.0
1248,5094,0,1.0
1249,5097,1,0.0
1250,5100,0,0.0
1251,5101,1,0.0
1252,5103,1,0.0
1253,5104,0,1.0
1254,5105,0,0.0
1255,5106,1,0.0
1256,5109,0,0.0
1257,5112,1,0.0
1258,5117,1,0.0
1259,5120,1,0.0
1260,5124,1,0.0
1261,5133,1,0.0
1262,5135,1,0.0
1263,5137,1,0.0
1264,5139,1,0.0
1265,5140,1,0.0
