,id,other_infrastructure,other_infrastructure_prediction
237,1042,0,0.0
238,1044,0,0.0
239,1046,0,0.0
240,1047,0,0.0
241,1049,0,0.0
242,1052,0,0.0
243,1055,0,0.0
244,1056,0,0.0
245,1065,0,0.0
246,1066,0,0.0
247,1079,0,0.0
248,1082,0,0.0
249,1084,0,0.0
250,1089,0,0.0
251,1100,0,0.0
252,1103,0,0.0
253,1106,0,0.0
254,1107,0,0.0
255,1110,0,0.0
256,1111,0,0.0
257,1115,0,0.0
258,1117,0,0.0
259,1120,0,0.0
260,1127,0,0.0
261,1130,0,0.0
262,1135,0,0.0
263,1139,0,0.0
264,1141,0,0.0
265,1142,0,0.0
266,1145,0,0.0
267,1147,0,0.0
268,1155,1,0.0
269,1160,0,0.0
270,1161,0,0.0
271,1172,0,0.0
272,1177,0,0.0
273,1183,0,0.0
274,1187,0,0.0
275,1190,0,0.0
276,1193,0,0.0
277,1197,0,0.0
278,1199,0,0.0
279,1203,0,0.0
280,1211,0,0.0
281,1215,0,0.0
282,1217,0,0.0
283,1221,0,0.0
284,1222,0,0.0
285,1230,0,0.0
286,1231,0,0.0
287,1236,0,0.0
288,1239,0,0.0
289,1241,0,0.0
290,1243,0,0.0
291,1253,0,0.0
292,1255,0,0.0
293,1263,0,0.0
294,1267,0,0.0
295,1280,0,0.0
296,1287,0,0.0
297,1293,0,0.0
298,1300,0,0.0
299,1301,0,0.0
300,1305,0,0.0
301,1311,0,0.0
302,1314,0,0.0
303,1324,0,0.0
304,1326,0,0.0
305,1331,0,0.0
306,1333,0,0.0
307,1334,0,0.0
308,1337,0,0.0
309,1341,0,0.0
310,1342,0,0.0
311,1347,0,0.0
312,1364,0,0.0
313,1365,0,0.0
314,1369,0,0.0
315,1376,0,0.0
316,1377,0,0.0
317,1379,0,0.0
318,1382,0,0.0
319,1386,0,0.0
320,1387,0,0.0
321,1390,0,0.0
322,1392,0,0.0
323,1402,0,0.0
324,1404,0,0.0
325,1411,0,0.0
326,1412,0,0.0
327,1425,0,0.0
328,1426,1,0.0
329,1427,0,0.0
330,1435,1,0.0
331,1436,0,0.0
332,1447,0,0.0
333,1454,0,0.0
334,1456,0,0.0
335,1460,0,0.0
336,1461,0,0.0
337,1464,0,0.0
338,1471,0,0.0
339,1473,0,0.0
340,1474,0,0.0
341,1475,0,0.0
342,1480,0,0.0
343,1482,0,0.0
344,1491,1,0.0
345,1492,0,0.0
346,1494,0,0.0
347,1500,0,0.0
348,1505,0,0.0
349,1506,0,0.0
350,1511,0,0.0
351,1519,0,0.0
352,1524,0,0.0
353,1525,0,0.0
354,1535,0,0.0
355,1536,1,0.0
356,1540,0,0.0
357,1545,0,0.0
358,1546,0,0.0
359,1552,0,0.0
360,1555,0,0.0
361,1564,0,0.0
362,1573,0,0.0
363,1576,0,0.0
364,1582,0,0.0
365,1583,0,0.0
366,1589,0,0.0
367,1591,0,0.0
368,1593,0,0.0
369,1595,0,0.0
370,1601,0,0.0
371,1602,0,0.0
372,1613,0,0.0
373,1619,0,0.0
374,1621,0,0.0
375,1622,0,0.0
376,1623,0,0.0
377,1625,0,0.0
378,1626,0,0.0
379,1633,0,0.0
380,1634,0,0.0
381,1636,0,0.0
382,1647,0,0.0
383,1649,0,0.0
384,1651,0,0.0
385,1660,0,0.0
386,1662,0,0.0
387,1663,0,0.0
388,1670,0,0.0
389,1672,0,0.0
390,1679,0,0.0
391,1684,0,0.0
392,1685,0,0.0
393,1686,0,0.0
394,1687,0,0.0
395,1689,0,0.0
396,1691,0,0.0
397,1697,0,0.0
398,1701,0,0.0
399,1702,0,0.0
400,1703,0,0.0
401,1706,0,0.0
402,1710,0,0.0
403,1714,0,0.0
404,1721,0,0.0
405,1723,0,0.0
406,1724,0,0.0
407,1725,0,0.0
408,1726,0,0.0
409,1729,0,0.0
410,1736,0,0.0
411,1746,0,0.0
412,1757,0,0.0
413,1760,1,0.0
414,1765,1,0.0
415,1767,0,0.0
416,1771,0,0.0
417,1774,0,0.0
418,1783,0,0.0
419,1796,0,0.0
420,1797,0,0.0
421,1799,0,0.0
422,1801,0,0.0
423,1804,0,0.0
424,1807,0,0.0
425,1811,0,0.0
426,1814,0,0.0
427,1822,0,0.0
428,1823,0,0.0
429,1831,0,0.0
430,1835,0,0.0
431,1837,0,0.0
432,1845,0,0.0
433,1846,0,0.0
434,1849,0,0.0
435,1850,0,0.0
436,1851,0,0.0
437,1854,0,0.0
438,1856,0,0.0
439,1867,0,0.0
440,1869,0,0.0
441,1871,0,0.0
442,1874,0,0.0
443,1875,0,0.0
444,1876,0,0.0
445,1877,0,0.0
446,1880,0,0.0
447,1885,0,0.0
448,1886,0,0.0
449,1896,0,0.0
450,1901,0,0.0
451,1912,0,0.0
452,1915,0,0.0
453,1926,0,0.0
454,1930,0,0.0
455,1932,0,0.0
456,1936,0,0.0
457,1940,0,0.0
458,1941,0,0.0
459,1942,0,0.0
460,1950,1,0.0
461,1951,0,0.0
462,1952,0,0.0
463,1953,0,0.0
464,1961,0,0.0
465,1965,0,0.0
466,1967,0,0.0
467,1969,0,0.0
468,1970,0,0.0
469,1973,0,0.0
470,1980,0,0.0
471,1986,0,0.0
472,1995,0,0.0
473,1997,0,0.0
474,2001,0,0.0
475,2005,0,0.0
476,2009,0,0.0
477,2011,0,0.0
478,2016,0,0.0
479,2017,0,0.0
480,2020,0,0.0
481,2021,0,0.0
482,2030,0,0.0
483,2031,0,0.0
484,2032,0,0.0
485,2034,0,0.0
486,2039,0,1.0
487,2041,0,0.0
488,2043,0,0.0
489,2044,0,0.0
490,2050,0,0.0
491,2053,0,0.0
492,2057,0,0.0
493,2060,0,0.0
494,2069,0,0.0
495,2070,0,0.0
496,2071,0,0.0
497,2073,0,0.0
498,2074,0,0.0
499,2077,0,0.0
500,2079,0,0.0
501,2081,0,0.0
502,2083,0,0.0
503,2084,0,0.0
504,2085,0,0.0
505,2087,1,0.0
506,2093,0,0.0
507,2095,0,0.0
508,2096,0,0.0
509,2106,0,0.0
510,2109,0,0.0
511,2113,1,0.0
512,2115,0,0.0
513,2119,0,0.0
514,2122,0,0.0
515,2123,1,0.0
516,2133,0,0.0
517,2134,0,0.0
518,2136,0,0.0
519,2137,0,0.0
520,2139,0,0.0
521,2149,0,0.0
522,2156,0,0.0
523,2157,0,0.0
524,2166,0,0.0
525,2167,0,0.0
526,2170,0,0.0
527,2179,0,0.0
528,2180,0,0.0
529,2185,0,0.0
530,2193,0,0.0
531,2199,0,0.0
532,2202,0,0.0
533,2217,0,0.0
534,2219,0,0.0
535,2221,0,0.0
536,2229,0,0.0
537,2232,0,0.0
538,2234,0,0.0
539,2235,0,0.0
540,2242,0,0.0
541,2243,0,0.0
542,2249,0,0.0
543,2256,0,0.0
544,2259,0,0.0
545,2260,0,0.0
546,2264,0,0.0
547,2269,0,0.0
548,2277,0,0.0
549,2280,0,0.0
550,2281,0,0.0
551,2283,0,0.0
552,2289,0,0.0
553,2292,0,0.0
554,2294,0,0.0
555,2301,0,0.0
556,2306,0,0.0
557,2312,0,0.0
558,2317,0,0.0
559,2321,0,0.0
560,2326,0,0.0
561,2330,0,0.0
562,2331,0,0.0
563,2334,0,0.0
564,2340,0,1.0
565,2341,0,0.0
566,2344,0,0.0
567,2346,1,0.0
568,2349,0,0.0
569,2356,0,0.0
570,2359,0,0.0
571,2362,0,0.0
572,2365,0,0.0
573,2372,0,0.0
574,2373,0,0.0
575,2376,0,0.0
576,2377,0,0.0
577,2380,0,0.0
578,2382,0,0.0
579,2385,0,0.0
580,2389,0,0.0
581,2390,1,0.0
582,2395,0,0.0
583,2399,0,0.0
584,2400,0,0.0
585,2402,0,0.0
586,2403,0,0.0
587,2404,0,0.0
588,2407,0,0.0
589,2411,0,0.0
590,2413,0,0.0
591,2425,0,0.0
592,2429,0,0.0
593,2431,0,0.0
594,2441,0,0.0
595,2444,0,0.0
596,2446,0,0.0
597,2453,0,0.0
598,2456,0,0.0
599,2457,0,0.0
600,2459,0,0.0
601,2462,0,0.0
602,2471,0,0.0
603,2474,0,0.0
604,2481,0,0.0
605,2494,0,0.0
606,2503,0,0.0
607,2507,0,0.0
608,2510,0,0.0
609,2516,0,0.0
610,2529,0,0.0
611,2534,0,0.0
612,2536,0,0.0
613,2544,0,0.0
614,2547,0,0.0
615,2550,0,0.0
616,2557,0,0.0
617,2565,0,0.0
618,2572,0,0.0
619,2573,0,0.0
620,2581,0,0.0
621,2590,0,0.0
622,2604,0,0.0
623,2605,0,0.0
624,2610,0,0.0
625,2611,0,0.0
626,2615,0,0.0
627,2617,0,0.0
628,2634,0,0.0
629,2642,0,0.0
630,2644,0,0.0
631,2653,0,0.0
632,2666,0,0.0
633,2671,0,0.0
634,2672,0,0.0
635,2676,0,0.0
636,2677,0,0.0
637,2679,0,0.0
638,2685,0,0.0
639,2697,0,0.0
640,2706,0,0.0
641,2712,0,0.0
642,2714,0,0.0
643,2715,0,0.0
644,2723,0,0.0
645,2725,0,0.0
646,2732,0,0.0
647,2735,0,0.0
648,2752,0,0.0
649,2755,0,0.0
650,2760,0,0.0
651,2762,0,0.0
652,2765,0,0.0
653,2780,0,0.0
654,2783,0,0.0
655,2784,0,0.0
656,2785,0,0.0
657,2786,0,0.0
658,2791,0,0.0
659,2793,0,0.0
660,2795,0,0.0
661,2804,0,0.0
662,2814,0,0.0
663,2815,0,0.0
664,2817,0,0.0
665,2824,0,0.0
666,2840,0,0.0
667,2847,0,0.0
668,2849,0,0.0
669,2860,0,0.0
670,2861,0,0.0
671,2864,0,0.0
672,2866,0,0.0
673,2869,0,0.0
674,2870,0,0.0
675,2883,0,0.0
676,2886,0,0.0
677,2889,0,0.0
678,2892,0,0.0
679,2901,0,0.0
680,2909,0,0.0
681,2916,0,0.0
682,2919,0,0.0
683,2925,0,0.0
684,2926,0,0.0
685,2932,0,0.0
686,2935,0,0.0
687,2942,0,0.0
688,2946,1,0.0
689,2949,0,0.0
690,2951,0,0.0
691,2956,0,0.0
692,2962,0,0.0
693,2965,0,0.0
694,2967,0,0.0
695,2979,0,0.0
696,2980,1,0.0
697,2982,0,0.0
698,2984,0,0.0
699,2995,0,0.0
700,2999,0,0.0
701,3003,0,1.0
702,3012,0,0.0
703,3013,0,0.0
704,3027,0,0.0
705,3030,0,0.0
706,3032,0,0.0
707,3033,0,0.0
708,3034,0,0.0
709,3035,0,0.0
710,3037,0,0.0
711,3040,0,0.0
712,3045,0,0.0
713,3047,0,0.0
714,3049,0,0.0
715,3055,0,0.0
716,3062,0,0.0
717,3064,0,0.0
718,3070,0,0.0
719,3072,0,0.0
720,3075,0,0.0
721,3079,0,0.0
722,3080,0,0.0
723,3087,0,0.0
724,3104,0,0.0
725,3114,0,0.0
726,3119,0,0.0
727,3121,0,0.0
728,3122,0,0.0
729,3124,0,0.0
730,3125,0,0.0
731,3127,0,0.0
732,3136,0,0.0
733,3140,0,0.0
734,3142,0,0.0
735,3143,0,0.0
736,3145,0,0.0
737,3146,0,0.0
738,3149,0,0.0
739,3153,0,0.0
740,3164,1,0.0
741,3170,0,0.0
742,3176,0,0.0
743,3179,0,0.0
744,3180,0,0.0
745,3189,0,0.0
746,3200,0,0.0
747,3210,0,0.0
748,3215,0,0.0
749,3221,0,0.0
750,3222,0,0.0
751,3223,0,0.0
752,3227,0,0.0
753,3229,0,0.0
754,3230,0,0.0
755,3231,0,0.0
756,3232,0,0.0
757,3235,0,0.0
758,3240,0,0.0
759,3245,0,0.0
760,3246,0,0.0
761,3247,0,0.0
762,3254,0,0.0
763,3269,0,0.0
764,3274,0,0.0
765,3280,0,0.0
766,3283,0,0.0
767,3285,0,0.0
768,3294,1,0.0
769,3295,0,0.0
770,3296,0,0.0
771,3300,0,0.0
772,3307,0,0.0
773,3309,0,0.0
774,3314,0,0.0
775,3317,0,0.0
776,3321,0,0.0
777,3322,0,0.0
778,3329,0,0.0
779,3333,0,0.0
780,3336,0,0.0
781,3337,0,0.0
782,3341,0,0.0
783,3344,0,0.0
784,3345,0,0.0
785,3347,0,0.0
786,3351,0,0.0
787,3352,0,0.0
788,3357,0,0.0
789,3359,0,0.0
790,3371,0,0.0
791,3374,0,0.0
792,3381,0,0.0
793,3382,0,0.0
794,3386,0,0.0
795,3393,0,0.0
796,3395,0,0.0
797,3399,0,0.0
798,3400,0,0.0
799,3405,0,0.0
800,3409,0,0.0
801,3411,0,0.0
802,3414,0,0.0
803,3415,0,0.0
804,3417,0,0.0
805,3419,0,0.0
806,3420,0,0.0
807,3421,0,0.0
808,3423,0,0.0
809,3425,0,0.0
810,3436,0,0.0
811,3440,0,0.0
812,3445,0,0.0
813,3451,0,0.0
814,3452,0,0.0
815,3455,1,0.0
816,3456,0,0.0
817,3457,0,0.0
818,3460,0,0.0
819,3461,0,0.0
820,3464,1,0.0
821,3466,0,0.0
822,3471,0,0.0
823,3472,0,0.0
824,3475,0,0.0
825,3479,0,0.0
826,3481,0,0.0
827,3482,0,0.0
828,3484,0,0.0
829,3492,0,0.0
830,3495,0,0.0
831,3500,0,0.0
832,3503,0,0.0
833,3509,0,0.0
834,3523,0,0.0
835,3529,0,0.0
836,3530,0,0.0
837,3532,0,0.0
838,3545,0,0.0
839,3555,0,0.0
840,3557,0,0.0
841,3567,0,0.0
842,3571,0,0.0
843,3572,0,0.0
844,3579,0,0.0
845,3582,0,0.0
846,3583,0,0.0
847,3586,0,0.0
848,3591,0,0.0
849,3593,0,0.0
850,3601,0,0.0
851,3602,0,0.0
852,3616,0,0.0
853,3629,0,0.0
854,3630,0,0.0
855,3632,0,0.0
856,3635,0,0.0
857,3636,0,0.0
858,3637,0,0.0
859,3650,0,0.0
860,3655,0,0.0
861,3656,0,0.0
862,3659,0,0.0
863,3669,0,0.0
864,3675,1,0.0
865,3676,0,0.0
866,3687,0,0.0
867,3689,0,0.0
868,3690,0,0.0
869,3693,0,0.0
870,3694,0,0.0
871,3695,0,0.0
872,3700,0,0.0
873,3705,0,0.0
874,3707,0,0.0
875,3717,0,0.0
876,3721,0,0.0
877,3722,0,0.0
878,3723,0,0.0
879,3725,0,0.0
880,3727,0,0.0
881,3735,0,0.0
882,3744,0,0.0
883,3745,0,0.0
884,3747,0,0.0
885,3753,0,0.0
886,3760,0,0.0
887,3762,0,0.0
888,3763,0,0.0
889,3767,0,0.0
890,3769,0,0.0
891,3771,0,0.0
892,3775,0,0.0
893,3779,0,0.0
894,3780,0,0.0
895,3781,0,0.0
896,3782,0,0.0
897,3792,0,0.0
898,3796,0,0.0
899,3797,0,0.0
900,3801,1,0.0
901,3802,0,0.0
902,3807,0,0.0
903,3809,0,0.0
904,3811,0,0.0
905,3812,1,0.0
906,3815,0,0.0
907,3816,0,0.0
908,3819,0,0.0
909,3822,0,0.0
910,3823,0,0.0
911,3824,0,0.0
912,3830,0,0.0
913,3834,1,0.0
914,3837,0,0.0
915,3839,0,0.0
916,3843,0,0.0
917,3845,0,0.0
918,3847,0,0.0
919,3854,0,0.0
920,3860,0,0.0
921,3863,0,0.0
922,3870,0,0.0
923,3871,0,0.0
924,3875,0,0.0
925,3876,0,0.0
926,3880,0,0.0
927,3881,0,0.0
928,3890,0,0.0
929,3894,0,0.0
930,3902,0,0.0
931,3910,0,0.0
932,3912,0,0.0
933,3920,0,0.0
934,3927,0,0.0
935,3931,0,0.0
936,3946,0,0.0
937,3947,0,0.0
938,3953,0,0.0
939,3955,0,0.0
940,3957,0,0.0
941,3960,0,0.0
942,3961,0,0.0
943,3962,0,0.0
944,3963,0,0.0
945,3964,0,0.0
946,3965,0,0.0
947,3966,0,0.0
948,3967,0,0.0
949,3969,0,0.0
950,3970,0,0.0
951,3976,0,0.0
952,3977,0,0.0
953,3979,0,0.0
954,3982,0,0.0
955,3985,0,0.0
956,3987,0,0.0
957,3992,0,0.0
958,3993,0,0.0
959,3994,0,0.0
960,3995,0,0.0
961,3999,0,0.0
962,4004,0,0.0
963,4013,0,0.0
964,4023,0,0.0
965,4032,0,0.0
966,4034,0,0.0
967,4035,0,0.0
968,4036,0,0.0
969,4037,0,0.0
970,4041,0,0.0
971,4043,0,0.0
972,4045,0,1.0
973,4049,0,0.0
974,4056,0,0.0
975,4064,0,0.0
976,4069,0,0.0
977,4075,0,0.0
978,4077,0,0.0
979,4079,0,0.0
980,4083,0,0.0
981,4086,0,0.0
982,4087,0,0.0
983,4089,0,0.0
984,4090,0,0.0
985,4093,0,0.0
986,4096,0,0.0
987,4101,0,0.0
988,4105,0,0.0
989,4106,0,0.0
990,4109,0,0.0
991,4110,0,0.0
992,4111,0,0.0
993,4112,0,0.0
994,4116,0,0.0
995,4120,0,0.0
996,4124,0,0.0
997,4126,0,0.0
998,4131,0,0.0
999,4134,0,0.0
1000,4137,0,0.0
1001,4141,0,0.0
1002,4142,0,0.0
1003,4153,0,0.0
1004,4157,0,0.0
1005,4163,0,0.0
1006,4172,0,0.0
1007,4177,0,0.0
1008,4183,0,0.0
1009,4184,0,0.0
1010,4185,0,0.0
1011,4187,0,0.0
1012,4189,0,0.0
1013,4190,0,0.0
1014,4192,0,0.0
1015,4204,0,0.0
1016,4206,0,0.0
1017,4210,0,0.0
1018,4212,0,0.0
1019,4217,0,0.0
1020,4223,0,0.0
1021,4226,0,0.0
1022,4235,0,0.0
1023,4237,0,0.0
1024,4243,0,0.0
1025,4246,0,0.0
1026,4252,0,0.0
1027,4254,1,0.0
1028,4255,0,0.0
1029,4259,0,0.0
1030,4269,0,0.0
1031,4282,0,0.0
1032,4284,0,0.0
1033,4285,0,0.0
1034,4293,0,0.0
1035,4301,0,0.0
1036,4305,0,0.0
1037,4306,0,0.0
1038,4310,0,0.0
1039,4311,0,0.0
1040,4314,0,0.0
1041,4315,0,0.0
1042,4320,0,0.0
1043,4325,0,0.0
1044,4329,0,0.0
1045,4332,0,0.0
1046,4333,0,0.0
1047,4335,0,0.0
1048,4339,0,0.0
1049,4345,0,0.0
1050,4346,0,1.0
1051,4356,0,0.0
1052,4361,0,0.0
1053,4364,0,0.0
1054,4375,0,0.0
1055,4377,0,0.0
1056,4385,0,0.0
1057,4386,0,0.0
1058,4387,0,0.0
1059,4394,0,0.0
1060,4395,0,0.0
1061,4400,0,0.0
1062,4405,0,0.0
1063,4406,0,0.0
1064,4411,0,0.0
1065,4412,0,0.0
1066,4420,0,0.0
1067,4423,0,0.0
1068,4427,0,0.0
1069,4430,0,0.0
1070,4431,0,0.0
1071,4435,0,0.0
1072,4436,0,0.0
1073,4440,1,0.0
1074,4443,0,0.0
1075,4445,0,0.0
1076,4447,0,0.0
1077,4465,0,0.0
1078,4480,0,0.0
1079,4491,0,0.0
1080,4493,0,0.0
1081,4494,0,0.0
1082,4509,0,1.0
1083,4510,1,0.0
1084,4512,0,0.0
1085,4514,1,0.0
1086,4515,0,0.0
1087,4521,0,0.0
1088,4522,0,0.0
1089,4523,0,0.0
1090,4524,0,0.0
1091,4532,0,0.0
1092,4534,0,0.0
1093,4541,0,0.0
1094,4549,0,0.0
1095,4557,0,0.0
1096,4565,0,0.0
1097,4566,0,0.0
1098,4575,0,0.0
1099,4577,0,0.0
1100,4581,0,0.0
1101,4582,0,0.0
1102,4584,0,0.0
1103,4590,0,0.0
1104,4593,0,0.0
1105,4594,0,0.0
1106,4595,1,0.0
1107,4596,0,0.0
1108,4604,0,0.0
1109,4607,0,0.0
1110,4622,0,0.0
1111,4623,0,0.0
1112,4627,0,0.0
1113,4636,0,0.0
1114,4643,0,0.0
1115,4652,0,0.0
1116,4659,0,0.0
1117,4661,0,0.0
1118,4662,0,0.0
1119,4663,0,0.0
1120,4666,0,0.0
1121,4670,0,0.0
1122,4673,0,0.0
1123,4674,0,0.0
1124,4675,0,0.0
1125,4676,0,0.0
1126,4684,0,0.0
1127,4687,0,0.0
1128,4690,0,0.0
1129,4691,0,0.0
1130,4697,1,0.0
1131,4699,0,0.0
1132,4705,0,0.0
1133,4709,0,0.0
1134,4712,0,0.0
1135,4713,0,0.0
1136,4715,0,0.0
1137,4719,0,0.0
1138,4720,0,0.0
1139,4726,0,0.0
1140,4730,0,0.0
1141,4733,0,0.0
1142,4735,0,0.0
1143,4736,0,0.0
1144,4745,0,0.0
1145,4749,0,0.0
1146,4753,0,0.0
1147,4761,0,0.0
1148,4766,0,0.0
1149,4769,0,0.0
1150,4771,0,0.0
1151,4772,0,0.0
1152,4779,0,0.0
1153,4785,0,0.0
1154,4786,0,0.0
1155,4789,0,0.0
1156,4790,0,0.0
1157,4792,0,0.0
1158,4795,0,0.0
1159,4796,0,0.0
1160,4799,0,0.0
1161,4801,0,0.0
1162,4803,0,0.0
1163,4806,0,0.0
1164,4809,0,0.0
1165,4820,0,0.0
1166,4822,0,0.0
1167,4829,0,0.0
1168,4836,0,0.0
1169,4840,0,0.0
1170,4847,0,0.0
1171,4849,0,0.0
1172,4852,0,0.0
1173,4854,0,0.0
1174,4855,0,0.0
1175,4864,0,0.0
1176,4865,0,0.0
1177,4866,0,0.0
1178,4867,0,0.0
1179,4869,0,0.0
1180,4877,0,0.0
1181,4883,0,0.0
1182,4885,0,0.0
1183,4886,0,0.0
1184,4897,0,0.0
1185,4910,0,0.0
1186,4913,0,0.0
1187,4914,0,0.0
1188,4917,0,0.0
1189,4930,0,0.0
1190,4936,0,0.0
1191,4939,0,0.0
1192,4940,0,0.0
1193,4949,0,0.0
1194,4952,0,0.0
1195,4964,0,0.0
1196,4974,0,0.0
1197,4980,0,0.0
1198,4983,0,0.0
1199,4990,0,0.0
1200,4992,0,0.0
1201,4994,0,0.0
1202,4996,0,0.0
1203,4999,0,0.0
1204,5001,0,0.0
1205,5003,0,0.0
1206,5007,0,0.0
1207,5011,0,0.0
1208,5016,0,0.0
1209,5021,0,0.0
1210,5037,0,0.0
1211,5041,0,0.0
1212,5046,0,0.0
1213,5050,0,0.0
1214,5055,0,0.0
1215,5056,0,0.0
1216,5059,0,0.0
1217,5077,0,0.0
1218,5080,0,0.0
1219,5081,0,0.0
1220,5083,0,0.0
1221,5086,0,0.0
1222,5089,0,0.0
1223,5094,0,0.0
1224,5096,0,0.0
1225,5097,0,0.0
1226,5103,0,0.0
1227,5106,0,0.0
1228,5110,0,0.0
1229,5112,0,0.0
1230,5114,0,0.0
1231,5117,0,0.0
1232,5121,0,0.0
1233,5122,0,0.0
1234,5127,0,0.0
1235,5136,0,0.0
1236,5140,0,0.0
1237,5142,0,0.0
1238,5143,0,0.0
1239,5146,0,0.0
1240,5152,0,0.0
1241,5154,0,0.0
1242,5157,0,0.0
1243,5161,0,0.0
1244,5165,0,0.0
1245,5166,0,0.0
1246,5175,0,0.0
1247,5179,0,0.0
1248,5186,0,0.0
1249,5187,0,0.0
1250,5190,0,0.0
1251,5192,0,0.0
1252,5193,0,0.0
1253,5194,0,0.0
1254,5202,0,0.0
1255,5204,0,0.0
1256,5205,0,0.0
1257,5210,0,0.0
1258,5211,0,0.0
1259,5226,0,0.0
1260,5234,0,0.0
1261,5236,0,0.0
1262,5240,0,0.0
1263,5244,0,0.0
1264,5245,0,0.0
