,id,floods,floods_prediction
953,3994,0,0.0
954,3995,0,0.0
955,4000,0,0.0
956,4003,0,0.0
957,4005,0,0.0
958,4009,0,0.0
959,4010,0,0.0
960,4013,0,0.0
961,4014,0,0.0
962,4016,0,0.0
963,4023,0,0.0
964,4027,0,0.0
965,4030,0,0.0
966,4031,0,0.0
967,4034,0,0.0
968,4039,0,0.0
969,4040,0,0.0
970,4041,0,0.0
971,4043,0,0.0
972,4045,0,1.0
973,4049,0,0.0
974,4050,0,0.0
975,4051,0,0.0
976,4052,0,0.0
977,4065,0,0.0
978,4066,0,0.0
979,4069,0,0.0
980,4075,0,0.0
981,4079,0,0.0
982,4081,0,0.0
983,4086,0,0.0
984,4090,0,0.0
985,4094,0,0.0
986,4095,0,0.0
987,4097,0,0.0
988,4099,0,0.0
989,4110,0,0.0
990,4112,0,0.0
991,4113,0,0.0
992,4116,0,0.0
993,4117,0,0.0
994,4119,0,0.0
995,4123,0,0.0
996,4124,0,0.0
997,4125,0,0.0
998,4126,0,0.0
999,4130,0,0.0
1000,4142,0,0.0
1001,4143,0,0.0
1002,4152,0,0.0
1003,4153,0,0.0
1004,4154,0,0.0
1005,4155,0,0.0
1006,4156,0,0.0
1007,4170,0,0.0
1008,4171,0,0.0
1009,4179,0,0.0
1010,4180,0,0.0
1011,4191,0,0.0
1012,4195,0,0.0
1013,4199,0,0.0
1014,4200,0,0.0
1015,4202,0,0.0
1016,4204,0,0.0
1017,4207,0,0.0
1018,4210,0,0.0
1019,4211,0,0.0
1020,4212,0,0.0
1021,4214,0,0.0
1022,4223,0,0.0
1023,4230,0,0.0
1024,4234,0,0.0
1025,4235,0,0.0
1026,4236,0,0.0
1027,4239,0,0.0
1028,4243,0,0.0
1029,4245,0,0.0
1030,4253,0,0.0
1031,4254,0,0.0
1032,4259,0,0.0
1033,4260,0,0.0
1034,4261,0,0.0
1035,4270,0,0.0
1036,4274,0,0.0
1037,4275,0,0.0
1038,4277,0,0.0
1039,4279,0,0.0
1040,4281,0,0.0
1041,4284,0,0.0
1042,4289,0,0.0
1043,4297,0,0.0
1044,4300,0,0.0
1045,4302,0,0.0
1046,4306,0,0.0
1047,4316,0,0.0
1048,4321,0,0.0
1049,4332,0,0.0
1050,4340,0,0.0
1051,4342,0,0.0
1052,4346,0,1.0
1053,4350,0,0.0
1054,4352,0,0.0
1055,4354,0,0.0
1056,4359,0,0.0
1057,4361,0,0.0
1058,4365,0,0.0
1059,4369,0,0.0
1060,4371,0,0.0
1061,4373,0,0.0
1062,4375,1,0.0
1063,4380,0,0.0
1064,4384,0,0.0
1065,4403,0,0.0
1066,4406,0,0.0
1067,4410,0,0.0
1068,4413,1,0.0
1069,4416,0,0.0
1070,4419,0,0.0
1071,4421,0,0.0
1072,4422,0,0.0
1073,4426,0,0.0
1074,4430,0,0.0
1075,4433,0,0.0
1076,4434,0,0.0
1077,4436,0,0.0
1078,4437,0,0.0
1079,4440,0,0.0
1080,4442,0,0.0
1081,4447,0,0.0
1082,4455,0,0.0
1083,4457,0,0.0
1084,4459,0,0.0
1085,4460,0,0.0
1086,4462,0,0.0
1087,4464,0,0.0
1088,4465,0,0.0
1089,4470,0,0.0
1090,4472,0,0.0
1091,4485,0,0.0
1092,4486,0,0.0
1093,4487,0,0.0
1094,4493,0,0.0
1095,4503,0,0.0
1096,4505,0,0.0
1097,4511,0,0.0
1098,4513,0,0.0
1099,4514,0,0.0
1100,4516,1,0.0
1101,4517,0,0.0
1102,4519,0,0.0
1103,4520,0,0.0
1104,4524,0,0.0
1105,4526,0,0.0
1106,4536,0,0.0
1107,4537,0,0.0
1108,4539,0,1.0
1109,4541,0,0.0
1110,4547,0,0.0
1111,4554,0,0.0
1112,4556,0,0.0
1113,4559,0,0.0
1114,4562,0,0.0
1115,4564,0,0.0
1116,4565,0,0.0
1117,4585,0,0.0
1118,4586,0,0.0
1119,4589,0,0.0
1120,4591,0,0.0
1121,4592,0,0.0
1122,4595,0,0.0
1123,4601,0,0.0
1124,4604,0,0.0
1125,4606,0,0.0
1126,4607,0,0.0
1127,4620,0,0.0
1128,4621,0,0.0
1129,4622,0,0.0
1130,4624,0,0.0
1131,4629,0,0.0
1132,4631,0,0.0
1133,4634,0,0.0
1134,4639,0,0.0
1135,4640,0,0.0
1136,4652,0,0.0
1137,4661,0,0.0
1138,4664,0,0.0
1139,4667,0,0.0
1140,4670,0,0.0
1141,4672,0,0.0
1142,4679,0,0.0
1143,4681,0,0.0
1144,4691,0,0.0
1145,4692,0,0.0
1146,4695,0,0.0
1147,4705,0,0.0
1148,4716,0,0.0
1149,4729,0,0.0
1150,4735,0,0.0
1151,4736,0,0.0
1152,4737,1,0.0
1153,4740,0,0.0
1154,4742,0,0.0
1155,4746,0,0.0
1156,4755,0,0.0
1157,4757,0,0.0
1158,4760,0,0.0
1159,4761,0,0.0
1160,4763,0,0.0
1161,4765,0,0.0
1162,4772,0,1.0
1163,4773,0,0.0
1164,4776,0,0.0
1165,4777,0,0.0
1166,4779,0,0.0
1167,4786,0,0.0
1168,4795,0,0.0
1169,4799,0,0.0
1170,4802,0,0.0
1171,4809,0,0.0
1172,4815,0,0.0
1173,4829,0,0.0
1174,4831,0,0.0
1175,4834,0,0.0
1176,4836,1,0.0
1177,4842,0,1.0
1178,4853,0,0.0
1179,4854,0,0.0
1180,4860,0,0.0
1181,4862,0,0.0
1182,4865,0,0.0
1183,4875,0,0.0
1184,4886,0,0.0
1185,4900,0,0.0
1186,4901,0,0.0
1187,4902,0,0.0
1188,4906,0,0.0
1189,4912,0,0.0
1190,4913,0,0.0
1191,4914,0,0.0
1192,4917,0,0.0
1193,4930,0,0.0
1194,4933,0,0.0
1195,4936,0,0.0
1196,4937,0,0.0
1197,4942,0,0.0
1198,4943,0,0.0
1199,4944,0,1.0
1200,4960,0,0.0
1201,4962,0,0.0
1202,4969,0,0.0
1203,4973,0,0.0
1204,4975,0,0.0
1205,4986,0,0.0
1206,4990,0,0.0
1207,4991,0,0.0
1208,4992,0,0.0
1209,4994,0,0.0
1210,5004,0,0.0
1211,5012,0,0.0
1212,5013,0,0.0
1213,5014,0,0.0
1214,5016,0,0.0
1215,5017,0,0.0
1216,5022,0,0.0
1217,5024,0,0.0
1218,5026,0,0.0
1219,5033,0,0.0
1220,5036,0,0.0
1221,5045,0,0.0
1222,5049,0,0.0
1223,5050,0,0.0
1224,5053,0,0.0
1225,5055,0,0.0
1226,5057,0,0.0
1227,5059,0,0.0
1228,5063,0,0.0
1229,5069,1,0.0
1230,5070,0,0.0
1231,5071,0,0.0
1232,5086,0,0.0
1233,5087,0,0.0
1234,5091,0,0.0
1235,5093,0,0.0
1236,5099,0,0.0
1237,5107,0,0.0
1238,5109,0,0.0
1239,5112,0,0.0
1240,5115,0,0.0
1241,5123,0,0.0
1242,5134,0,0.0
1243,5135,0,0.0
1244,5136,0,0.0
1245,5141,0,0.0
1246,5143,0,0.0
1247,5147,0,0.0
1248,5151,0,0.0
1249,5153,0,0.0
1250,5157,0,0.0
1251,5159,0,0.0
1252,5160,0,0.0
1253,5161,0,0.0
1254,5162,0,0.0
1255,5165,0,0.0
1256,5166,0,0.0
1257,5171,0,0.0
1258,5177,0,0.0
1259,5180,0,0.0
1260,5185,0,0.0
1261,5187,0,0.0
1262,5190,0,0.0
1263,5194,0,0.0
1264,5196,0,0.0
1265,5199,0,0.0
