,id,earthquake,earthquake_prediction
274,1276,0,0.0
275,1277,0,0.0
276,1286,0,0.0
277,1293,0,0.0
278,1295,0,0.0
279,1297,0,0.0
280,1301,0,0.0
281,1305,0,0.0
282,1307,0,0.0
283,1317,0,0.0
284,1322,0,0.0
285,1323,0,0.0
286,1327,0,0.0
287,1329,0,0.0
288,1336,0,0.0
289,1337,0,0.0
290,1339,0,0.0
291,1340,0,0.0
292,1344,0,0.0
293,1346,1,0.0
294,1354,1,0.0
295,1355,0,0.0
296,1366,0,0.0
297,1371,0,0.0
298,1372,0,0.0
299,1386,0,0.0
300,1390,1,0.0
301,1395,0,0.0
302,1396,0,0.0
303,1397,0,0.0
304,1404,1,1.0
305,1407,1,0.0
306,1411,0,0.0
307,1412,0,0.0
308,1413,0,0.0
309,1416,0,0.0
310,1419,0,0.0
311,1421,0,0.0
312,1423,0,0.0
313,1424,0,0.0
314,1430,1,0.0
315,1431,0,0.0
316,1433,1,0.0
317,1434,0,0.0
318,1436,0,0.0
319,1444,1,0.0
320,1446,0,0.0
321,1447,0,1.0
322,1449,0,0.0
323,1452,0,0.0
324,1460,0,0.0
325,1461,0,0.0
326,1464,0,0.0
327,1469,0,0.0
328,1475,1,1.0
329,1486,0,0.0
330,1489,1,0.0
331,1499,0,0.0
332,1501,0,0.0
333,1505,0,0.0
334,1506,0,0.0
335,1510,0,0.0
336,1516,0,0.0
337,1517,0,0.0
338,1520,0,0.0
339,1525,0,0.0
340,1526,0,0.0
341,1527,0,0.0
342,1530,0,0.0
343,1537,0,0.0
344,1542,1,0.0
345,1554,0,0.0
346,1561,0,0.0
347,1566,0,0.0
348,1577,0,0.0
349,1580,0,0.0
350,1582,0,0.0
351,1583,0,0.0
352,1584,0,0.0
353,1590,0,0.0
354,1594,0,0.0
355,1596,0,0.0
356,1597,0,0.0
357,1602,0,0.0
358,1612,0,0.0
359,1617,0,0.0
360,1619,0,0.0
361,1620,0,0.0
362,1623,0,0.0
363,1626,0,0.0
364,1627,0,0.0
365,1629,0,0.0
366,1630,0,0.0
367,1635,0,0.0
368,1639,0,0.0
369,1640,0,0.0
370,1643,0,0.0
371,1650,0,0.0
372,1652,0,0.0
373,1653,0,0.0
374,1664,0,0.0
375,1672,0,0.0
376,1675,0,0.0
377,1677,0,0.0
378,1681,0,0.0
379,1682,0,0.0
380,1691,1,0.0
381,1695,0,0.0
382,1700,0,0.0
383,1704,0,0.0
384,1707,0,0.0
385,1712,0,0.0
386,1713,0,0.0
387,1715,0,0.0
388,1723,0,0.0
389,1727,0,0.0
390,1734,0,0.0
391,1736,0,0.0
392,1739,0,0.0
393,1741,0,0.0
394,1743,0,0.0
395,1747,0,0.0
396,1754,0,0.0
397,1755,0,0.0
398,1763,0,0.0
399,1765,0,0.0
400,1770,0,0.0
401,1773,0,0.0
402,1776,0,0.0
403,1783,1,0.0
404,1785,0,0.0
405,1787,0,0.0
406,1800,0,0.0
407,1801,0,0.0
408,1803,0,0.0
409,1804,0,0.0
410,1806,0,0.0
411,1807,1,0.0
412,1811,0,0.0
413,1814,1,1.0
414,1817,0,0.0
415,1822,0,0.0
416,1823,0,0.0
417,1837,0,0.0
418,1839,1,1.0
419,1843,0,0.0
420,1844,0,0.0
421,1845,0,0.0
422,1847,1,0.0
423,1849,0,0.0
424,1850,0,0.0
425,1851,0,0.0
426,1854,0,0.0
427,1855,0,0.0
428,1856,0,0.0
429,1860,0,0.0
430,1864,1,0.0
431,1865,1,0.0
432,1869,0,0.0
433,1870,0,0.0
434,1872,0,0.0
435,1877,0,0.0
436,1880,0,0.0
437,1881,0,0.0
438,1882,0,0.0
439,1884,0,0.0
440,1885,0,0.0
441,1894,0,0.0
442,1899,0,0.0
443,1901,0,0.0
444,1902,0,0.0
445,1905,0,0.0
446,1913,1,0.0
447,1917,0,0.0
448,1920,0,0.0
449,1923,0,0.0
450,1926,0,0.0
451,1936,0,0.0
452,1945,0,0.0
453,1946,0,0.0
454,1951,0,0.0
455,1953,0,0.0
456,1954,0,0.0
457,1955,0,0.0
458,1957,0,0.0
459,1960,0,0.0
460,1961,0,0.0
461,1964,0,0.0
462,1971,0,0.0
463,1973,0,0.0
464,1975,0,0.0
465,1979,0,0.0
466,1981,0,0.0
467,1996,0,0.0
468,2003,0,0.0
469,2005,0,0.0
470,2006,0,0.0
471,2007,0,0.0
472,2009,1,0.0
473,2010,0,0.0
474,2012,0,0.0
475,2013,0,0.0
476,2020,0,0.0
477,2021,0,0.0
478,2031,0,0.0
479,2033,0,0.0
480,2037,0,0.0
481,2047,0,0.0
482,2049,0,0.0
483,2061,0,0.0
484,2063,0,0.0
485,2064,1,0.0
486,2065,0,0.0
487,2073,0,0.0
488,2074,0,0.0
489,2076,0,0.0
490,2079,0,0.0
491,2083,0,0.0
492,2087,1,0.0
493,2097,0,1.0
494,2100,0,0.0
495,2103,1,0.0
496,2107,0,0.0
497,2117,0,0.0
498,2133,0,0.0
499,2137,0,0.0
500,2142,0,0.0
501,2151,1,0.0
502,2152,0,0.0
503,2154,0,0.0
504,2157,0,0.0
505,2162,0,0.0
506,2163,0,0.0
507,2164,0,0.0
508,2167,0,0.0
509,2170,0,0.0
510,2171,1,1.0
511,2173,1,1.0
512,2174,0,0.0
513,2175,1,0.0
514,2179,0,0.0
515,2185,1,0.0
516,2186,0,0.0
517,2189,0,0.0
518,2191,0,0.0
519,2194,0,0.0
520,2199,0,0.0
521,2207,0,0.0
522,2209,1,0.0
523,2210,0,0.0
524,2214,0,0.0
525,2215,0,0.0
526,2222,0,0.0
527,2223,0,0.0
528,2227,0,0.0
529,2232,0,0.0
530,2237,0,0.0
531,2239,0,0.0
532,2240,0,0.0
533,2246,0,0.0
534,2249,0,0.0
535,2254,0,0.0
536,2255,0,0.0
537,2262,0,0.0
538,2263,0,0.0
539,2270,0,1.0
540,2271,0,0.0
541,2276,0,0.0
542,2277,0,0.0
543,2280,0,0.0
544,2290,0,0.0
545,2296,0,0.0
546,2300,1,0.0
547,2303,0,0.0
548,2304,0,0.0
549,2305,0,0.0
550,2322,0,0.0
551,2329,0,0.0
552,2335,0,0.0
553,2341,0,0.0
554,2347,0,0.0
555,2350,0,0.0
556,2357,0,0.0
557,2361,0,0.0
558,2366,0,0.0
559,2369,0,0.0
560,2372,0,0.0
561,2377,0,0.0
562,2382,0,0.0
563,2386,0,0.0
564,2387,1,0.0
565,2392,0,0.0
566,2395,0,0.0
567,2402,1,1.0
568,2405,0,0.0
569,2409,0,0.0
570,2410,0,0.0
571,2411,0,0.0
572,2413,0,0.0
573,2420,1,0.0
574,2421,0,0.0
575,2425,0,0.0
576,2432,0,0.0
577,2433,1,0.0
578,2439,0,0.0
579,2445,0,0.0
580,2452,0,0.0
581,2454,0,0.0
582,2461,0,0.0
583,2463,0,0.0
584,2464,0,0.0
585,2467,0,0.0
586,2477,0,0.0
587,2479,0,0.0
588,2489,0,0.0
589,2493,0,0.0
590,2494,0,0.0
591,2496,0,0.0
592,2501,0,0.0
593,2503,0,0.0
594,2504,0,0.0
595,2505,0,0.0
596,2509,0,0.0
597,2517,0,0.0
598,2529,0,0.0
599,2530,0,0.0
600,2531,0,0.0
601,2535,0,0.0
602,2540,0,0.0
603,2541,0,0.0
604,2543,0,0.0
605,2544,0,0.0
606,2545,0,0.0
607,2547,0,0.0
608,2549,0,0.0
609,2550,0,0.0
610,2553,0,0.0
611,2561,0,0.0
612,2562,0,0.0
613,2563,0,0.0
614,2565,0,0.0
615,2577,0,0.0
616,2583,0,0.0
617,2584,0,0.0
618,2587,0,0.0
619,2589,0,0.0
620,2604,0,0.0
621,2607,0,0.0
622,2611,0,0.0
623,2615,0,0.0
624,2622,0,0.0
625,2623,0,0.0
626,2625,0,0.0
627,2630,0,0.0
628,2631,0,0.0
629,2632,0,0.0
630,2640,0,0.0
631,2643,0,0.0
632,2645,0,0.0
633,2647,0,0.0
634,2653,0,0.0
635,2671,0,0.0
636,2672,0,0.0
637,2674,0,0.0
638,2677,0,0.0
639,2682,0,0.0
640,2686,1,1.0
641,2692,0,0.0
642,2700,0,0.0
643,2705,0,0.0
644,2706,0,0.0
645,2707,0,0.0
646,2710,0,0.0
647,2714,1,0.0
648,2722,0,0.0
649,2724,0,0.0
650,2735,0,0.0
651,2739,0,0.0
652,2745,0,0.0
653,2747,0,0.0
654,2749,0,0.0
655,2752,0,0.0
656,2753,0,0.0
657,2759,0,0.0
658,2765,0,0.0
659,2772,0,0.0
660,2773,0,0.0
661,2776,0,0.0
662,2777,0,0.0
663,2793,0,0.0
664,2795,0,0.0
665,2802,1,0.0
666,2803,0,0.0
667,2809,0,0.0
668,2812,0,0.0
669,2814,0,0.0
670,2817,0,0.0
671,2820,0,0.0
672,2822,0,0.0
673,2832,0,0.0
674,2834,1,0.0
675,2837,0,0.0
676,2841,0,0.0
677,2842,0,0.0
678,2846,0,0.0
679,2847,0,0.0
680,2850,0,0.0
681,2854,0,0.0
682,2857,0,0.0
683,2870,0,0.0
684,2872,0,0.0
685,2874,0,0.0
686,2876,0,0.0
687,2881,0,0.0
688,2882,0,0.0
689,2883,0,0.0
690,2885,0,0.0
691,2889,0,0.0
692,2894,0,0.0
693,2896,0,0.0
694,2899,0,0.0
695,2904,1,0.0
696,2907,1,0.0
697,2909,0,0.0
698,2915,0,0.0
699,2921,0,0.0
700,2924,0,0.0
701,2925,0,0.0
702,2926,0,0.0
703,2929,0,0.0
704,2931,0,0.0
705,2934,1,0.0
706,2935,0,0.0
707,2936,0,0.0
708,2941,0,0.0
709,2942,0,0.0
710,2943,0,0.0
711,2947,0,0.0
712,2952,0,0.0
713,2956,0,0.0
714,2960,1,1.0
715,2967,0,0.0
716,2973,0,0.0
717,2974,0,0.0
718,2976,0,0.0
719,2977,0,0.0
720,2979,0,0.0
721,2981,0,0.0
722,2987,0,0.0
723,2991,0,0.0
724,2992,0,0.0
725,2995,0,0.0
726,2997,0,0.0
727,2999,0,0.0
728,3003,1,1.0
729,3010,0,0.0
730,3012,0,0.0
731,3013,0,0.0
732,3019,1,0.0
733,3032,1,0.0
734,3033,0,0.0
735,3037,0,0.0
736,3039,0,0.0
737,3040,0,0.0
738,3055,0,0.0
739,3063,0,0.0
740,3064,0,0.0
741,3067,0,0.0
742,3069,0,0.0
743,3071,0,0.0
744,3082,0,0.0
745,3090,0,0.0
746,3103,0,0.0
747,3104,0,0.0
748,3106,0,0.0
749,3112,0,0.0
750,3113,0,0.0
751,3115,0,0.0
752,3120,0,0.0
753,3123,1,0.0
754,3126,0,0.0
755,3129,0,0.0
756,3131,0,0.0
757,3133,0,0.0
758,3136,0,0.0
759,3147,0,0.0
760,3151,0,0.0
761,3152,0,0.0
762,3153,0,0.0
763,3160,0,0.0
764,3166,0,0.0
765,3167,0,0.0
766,3170,0,0.0
767,3173,0,0.0
768,3174,0,0.0
769,3176,0,0.0
770,3180,0,0.0
771,3182,0,0.0
772,3192,0,0.0
773,3196,0,1.0
774,3203,0,0.0
775,3209,0,0.0
776,3213,0,0.0
777,3214,0,0.0
778,3216,0,0.0
779,3223,0,0.0
780,3231,0,0.0
781,3239,0,0.0
782,3250,0,0.0
783,3253,0,0.0
784,3254,0,0.0
785,3262,0,0.0
786,3264,0,0.0
787,3265,0,0.0
788,3267,0,0.0
789,3273,0,0.0
790,3280,0,0.0
791,3283,0,0.0
792,3286,0,0.0
793,3291,0,0.0
794,3294,0,0.0
795,3296,0,0.0
796,3301,0,0.0
797,3304,0,0.0
798,3307,0,0.0
799,3319,0,0.0
800,3320,0,0.0
801,3331,0,0.0
802,3334,0,0.0
803,3336,0,0.0
804,3345,0,0.0
805,3347,0,0.0
806,3352,0,0.0
807,3354,0,0.0
808,3356,0,0.0
809,3369,0,0.0
810,3372,0,0.0
811,3373,0,0.0
812,3376,0,0.0
813,3382,1,0.0
814,3383,0,0.0
815,3384,0,0.0
816,3387,0,0.0
817,3390,0,0.0
818,3396,0,0.0
819,3399,0,0.0
820,3404,0,0.0
821,3409,0,0.0
822,3411,0,0.0
823,3414,0,0.0
824,3420,0,0.0
825,3430,1,0.0
826,3432,0,0.0
827,3433,0,0.0
828,3445,0,0.0
829,3446,0,0.0
830,3449,0,0.0
831,3454,0,0.0
832,3457,0,0.0
833,3460,0,0.0
834,3461,1,0.0
835,3471,0,0.0
836,3477,0,0.0
837,3479,0,0.0
838,3486,0,0.0
839,3489,0,0.0
840,3490,0,0.0
841,3494,0,0.0
842,3495,0,0.0
843,3497,0,0.0
844,3500,0,0.0
845,3502,0,0.0
846,3507,0,0.0
847,3511,0,0.0
848,3512,1,0.0
849,3516,0,0.0
850,3517,0,0.0
851,3520,0,0.0
852,3526,1,0.0
853,3530,0,0.0
854,3536,0,0.0
855,3539,0,0.0
856,3541,0,0.0
857,3550,0,0.0
858,3551,0,0.0
859,3557,0,0.0
860,3560,0,0.0
861,3564,0,0.0
862,3567,0,0.0
863,3573,0,0.0
864,3575,0,0.0
865,3580,0,0.0
866,3587,0,0.0
867,3593,0,0.0
868,3594,0,0.0
869,3596,1,0.0
870,3599,0,0.0
871,3600,0,0.0
872,3601,0,0.0
873,3614,0,0.0
874,3623,0,0.0
875,3624,0,0.0
876,3625,0,0.0
877,3641,0,0.0
878,3649,0,0.0
879,3650,0,1.0
880,3652,0,0.0
881,3659,0,0.0
882,3664,0,0.0
883,3666,0,0.0
884,3669,0,0.0
885,3672,0,0.0
886,3676,0,0.0
887,3685,0,0.0
888,3692,0,0.0
889,3696,1,0.0
890,3702,1,0.0
891,3704,0,0.0
892,3706,0,0.0
893,3717,1,1.0
894,3720,0,0.0
895,3721,0,0.0
896,3724,0,0.0
897,3730,0,0.0
898,3734,0,1.0
899,3735,0,0.0
900,3736,0,0.0
901,3741,0,0.0
902,3742,0,0.0
903,3746,0,0.0
904,3757,0,0.0
905,3767,0,0.0
906,3769,0,0.0
907,3771,0,0.0
908,3784,1,0.0
909,3790,0,0.0
910,3791,0,0.0
911,3793,0,0.0
912,3799,0,0.0
913,3800,0,0.0
914,3802,0,0.0
915,3806,0,0.0
916,3807,0,0.0
917,3813,0,0.0
918,3816,0,0.0
919,3819,0,0.0
920,3824,0,0.0
921,3825,0,0.0
922,3827,0,0.0
923,3829,0,0.0
924,3834,0,0.0
925,3837,0,0.0
926,3840,0,0.0
927,3845,0,1.0
928,3846,0,0.0
929,3847,0,0.0
930,3850,0,0.0
931,3853,0,0.0
932,3855,0,0.0
933,3856,0,0.0
934,3857,0,0.0
935,3861,0,1.0
936,3862,0,0.0
937,3863,0,0.0
938,3869,0,0.0
939,3875,0,0.0
940,3876,0,0.0
941,3877,0,0.0
942,3880,0,0.0
943,3881,0,0.0
944,3884,0,0.0
945,3890,0,0.0
946,3891,1,0.0
947,3893,0,0.0
948,3899,0,0.0
949,3900,0,0.0
950,3901,0,0.0
951,3914,0,0.0
952,3915,0,0.0
953,3916,0,0.0
954,3923,0,0.0
955,3933,1,0.0
956,3939,1,1.0
957,3944,1,0.0
958,3945,0,0.0
959,3946,0,0.0
960,3947,0,0.0
961,3950,1,0.0
962,3951,0,0.0
963,3954,0,0.0
964,3955,0,0.0
965,3956,0,0.0
966,3957,1,0.0
967,3959,0,0.0
968,3962,0,0.0
969,3964,0,0.0
970,3965,0,0.0
971,3967,1,0.0
972,3972,0,0.0
973,3975,0,0.0
974,3982,0,0.0
975,3990,0,0.0
976,3992,0,0.0
977,3994,0,0.0
978,4003,0,0.0
979,4011,1,0.0
980,4015,0,0.0
981,4020,0,0.0
982,4023,0,0.0
983,4032,0,1.0
984,4033,0,0.0
985,4034,0,0.0
986,4035,0,0.0
987,4036,0,0.0
988,4039,0,0.0
989,4044,0,0.0
990,4045,0,1.0
991,4046,0,0.0
992,4049,0,0.0
993,4056,0,0.0
994,4061,0,0.0
995,4062,0,0.0
996,4072,0,0.0
997,4073,0,0.0
998,4079,0,0.0
999,4084,0,0.0
1000,4085,0,0.0
1001,4092,0,0.0
1002,4093,0,0.0
1003,4101,0,0.0
1004,4103,0,0.0
1005,4104,0,0.0
1006,4106,0,0.0
1007,4112,0,0.0
1008,4114,0,0.0
1009,4120,0,0.0
1010,4121,0,0.0
1011,4126,0,0.0
1012,4129,0,0.0
1013,4136,0,0.0
1014,4139,0,0.0
1015,4147,0,0.0
1016,4150,0,0.0
1017,4152,0,0.0
1018,4153,0,0.0
1019,4156,0,0.0
1020,4157,0,0.0
1021,4164,0,0.0
1022,4165,0,0.0
1023,4171,0,0.0
1024,4172,0,0.0
1025,4173,0,0.0
1026,4179,0,0.0
1027,4180,0,0.0
1028,4183,0,0.0
1029,4190,1,0.0
1030,4191,0,0.0
1031,4197,0,1.0
1032,4200,0,0.0
1033,4209,0,0.0
1034,4212,0,0.0
1035,4215,0,0.0
1036,4221,0,0.0
1037,4224,0,1.0
1038,4225,0,0.0
1039,4229,0,0.0
1040,4231,0,0.0
1041,4233,0,0.0
1042,4243,0,0.0
1043,4250,0,0.0
1044,4253,0,0.0
1045,4254,0,0.0
1046,4255,0,0.0
1047,4256,0,0.0
1048,4257,0,0.0
1049,4282,0,0.0
1050,4285,0,0.0
1051,4315,0,0.0
1052,4317,0,0.0
1053,4320,0,0.0
1054,4325,0,0.0
1055,4330,0,0.0
1056,4332,0,0.0
1057,4333,0,0.0
1058,4336,0,0.0
1059,4340,0,0.0
1060,4342,0,0.0
1061,4343,0,0.0
1062,4345,0,0.0
1063,4349,0,0.0
1064,4351,0,0.0
1065,4352,0,0.0
1066,4356,0,0.0
1067,4360,0,0.0
1068,4363,0,0.0
1069,4365,0,0.0
1070,4367,0,0.0
1071,4371,0,0.0
1072,4375,0,0.0
1073,4382,0,0.0
1074,4384,0,0.0
1075,4392,0,0.0
1076,4397,0,0.0
1077,4400,0,0.0
1078,4407,0,0.0
1079,4410,0,0.0
1080,4420,0,0.0
1081,4424,0,0.0
1082,4427,0,0.0
1083,4431,0,0.0
1084,4443,0,0.0
1085,4445,1,0.0
1086,4447,0,0.0
1087,4459,0,0.0
1088,4460,0,0.0
1089,4463,0,0.0
1090,4467,1,0.0
1091,4469,0,0.0
1092,4471,0,0.0
1093,4472,0,0.0
1094,4473,0,0.0
1095,4477,0,0.0
1096,4479,1,1.0
1097,4480,0,0.0
1098,4484,0,0.0
1099,4486,0,0.0
1100,4487,0,0.0
1101,4490,0,0.0
1102,4494,0,0.0
1103,4495,0,0.0
1104,4501,0,0.0
1105,4505,0,0.0
1106,4511,0,0.0
1107,4512,0,0.0
1108,4514,0,0.0
1109,4516,0,0.0
1110,4527,0,0.0
1111,4551,0,0.0
1112,4560,0,0.0
1113,4561,0,0.0
1114,4564,0,0.0
1115,4565,0,0.0
1116,4566,0,0.0
1117,4571,0,0.0
1118,4580,0,0.0
1119,4581,0,0.0
1120,4582,0,0.0
1121,4589,0,0.0
1122,4590,0,0.0
1123,4593,0,0.0
1124,4596,0,0.0
1125,4604,0,0.0
1126,4605,0,0.0
1127,4606,0,0.0
1128,4611,0,0.0
1129,4621,1,0.0
1130,4627,0,0.0
1131,4631,0,0.0
1132,4639,0,0.0
1133,4646,0,0.0
1134,4649,0,0.0
1135,4662,0,0.0
1136,4667,0,0.0
1137,4675,0,0.0
1138,4679,0,0.0
1139,4681,0,0.0
1140,4687,0,0.0
1141,4690,0,0.0
1142,4699,0,0.0
1143,4702,0,0.0
1144,4705,0,0.0
1145,4714,0,0.0
1146,4719,0,0.0
1147,4720,0,0.0
1148,4723,0,0.0
1149,4726,0,0.0
1150,4735,1,0.0
1151,4736,0,0.0
1152,4737,0,0.0
1153,4741,0,0.0
1154,4742,0,0.0
1155,4743,0,0.0
1156,4745,0,0.0
1157,4749,1,0.0
1158,4757,0,0.0
1159,4760,0,0.0
1160,4762,0,0.0
1161,4765,1,0.0
1162,4766,0,0.0
1163,4773,0,0.0
1164,4774,1,0.0
1165,4780,1,0.0
1166,4785,0,0.0
1167,4787,0,0.0
1168,4789,0,0.0
1169,4792,0,0.0
1170,4796,0,0.0
1171,4800,1,0.0
1172,4801,0,0.0
1173,4804,0,0.0
1174,4805,0,0.0
1175,4811,0,0.0
1176,4816,0,0.0
1177,4817,0,0.0
1178,4821,0,0.0
1179,4822,0,0.0
1180,4830,0,0.0
1181,4833,0,0.0
1182,4843,0,1.0
1183,4844,0,0.0
1184,4847,0,0.0
1185,4852,0,0.0
1186,4854,0,0.0
1187,4856,0,0.0
1188,4863,0,0.0
1189,4864,1,0.0
1190,4873,0,0.0
1191,4876,0,0.0
1192,4877,0,0.0
1193,4900,0,0.0
1194,4902,0,0.0
1195,4906,1,0.0
1196,4915,0,0.0
1197,4922,0,0.0
1198,4927,0,0.0
1199,4932,0,0.0
1200,4933,0,0.0
1201,4937,0,0.0
1202,4939,0,0.0
1203,4952,0,0.0
1204,4955,0,0.0
1205,4956,0,0.0
1206,4959,0,0.0
1207,4963,0,0.0
1208,4969,0,0.0
1209,4975,0,0.0
1210,4976,0,0.0
1211,4983,1,0.0
1212,4985,0,0.0
1213,4990,0,0.0
1214,4993,0,0.0
1215,4997,0,0.0
1216,5001,0,0.0
1217,5004,0,0.0
1218,5005,0,0.0
1219,5016,0,0.0
1220,5020,0,0.0
1221,5022,0,0.0
1222,5025,0,0.0
1223,5026,0,0.0
1224,5027,0,0.0
1225,5032,0,0.0
1226,5034,0,0.0
1227,5035,0,0.0
1228,5036,0,0.0
1229,5037,0,0.0
1230,5040,0,0.0
1231,5043,0,0.0
1232,5047,0,0.0
1233,5051,0,0.0
1234,5055,0,0.0
1235,5056,0,0.0
1236,5059,0,0.0
1237,5060,0,0.0
1238,5062,0,0.0
1239,5064,0,0.0
1240,5067,0,0.0
1241,5071,0,0.0
1242,5075,1,0.0
1243,5081,0,0.0
1244,5083,0,0.0
1245,5089,1,0.0
1246,5095,0,0.0
1247,5105,0,0.0
1248,5107,0,0.0
1249,5115,0,0.0
1250,5116,0,0.0
1251,5120,0,0.0
1252,5132,0,0.0
1253,5133,0,0.0
1254,5136,0,0.0
1255,5137,0,0.0
1256,5147,0,0.0
1257,5151,0,0.0
1258,5153,0,0.0
1259,5153,0,0.0
1260,5154,0,0.0
1261,5155,0,0.0
1262,5160,0,0.0
1263,5164,0,0.0
