,id,money,money_prediction
233,1077,0,0.0
234,1089,0,0.0
235,1090,0,0.0
236,1094,0,0.0
237,1100,0,0.0
238,1102,0,0.0
239,1106,0,0.0
240,1111,0,0.0
241,1113,0,0.0
242,1117,0,0.0
243,1119,0,0.0
244,1121,0,0.0
245,1123,0,0.0
246,1127,0,0.0
247,1130,0,0.0
248,1142,0,0.0
249,1144,0,0.0
250,1146,0,0.0
251,1149,0,0.0
252,1153,0,0.0
253,1155,0,0.0
254,1171,0,0.0
255,1175,0,0.0
256,1177,0,0.0
257,1180,0,0.0
258,1181,0,0.0
259,1182,0,0.0
260,1184,0,0.0
261,1186,0,0.0
262,1190,0,0.0
263,1196,1,0.0
264,1197,0,0.0
265,1200,0,0.0
266,1201,0,0.0
267,1206,0,0.0
268,1207,0,0.0
269,1210,0,0.0
270,1219,0,0.0
271,1222,0,0.0
272,1230,0,0.0
273,1232,0,0.0
274,1235,0,0.0
275,1242,0,0.0
276,1247,0,0.0
277,1251,0,0.0
278,1254,0,0.0
279,1255,0,0.0
280,1259,0,0.0
281,1260,0,0.0
282,1263,1,0.0
283,1267,0,0.0
284,1270,0,0.0
285,1284,0,0.0
286,1287,0,0.0
287,1291,0,0.0
288,1292,0,0.0
289,1293,0,0.0
290,1295,0,0.0
291,1299,0,0.0
292,1304,0,0.0
293,1306,0,0.0
294,1311,0,0.0
295,1322,0,0.0
296,1325,0,0.0
297,1326,0,0.0
298,1330,0,0.0
299,1333,0,0.0
300,1336,0,0.0
301,1341,0,0.0
302,1353,0,0.0
303,1356,0,0.0
304,1357,0,0.0
305,1359,0,0.0
306,1361,0,0.0
307,1367,0,0.0
308,1370,0,0.0
309,1371,0,0.0
310,1374,0,0.0
311,1375,0,0.0
312,1376,0,0.0
313,1377,0,0.0
314,1382,0,0.0
315,1395,0,0.0
316,1397,0,0.0
317,1404,0,0.0
318,1405,0,0.0
319,1407,0,0.0
320,1410,0,0.0
321,1412,0,0.0
322,1413,0,0.0
323,1415,0,0.0
324,1417,0,0.0
325,1423,0,0.0
326,1425,0,0.0
327,1426,0,0.0
328,1427,0,0.0
329,1433,0,0.0
330,1437,0,0.0
331,1442,0,0.0
332,1445,0,0.0
333,1449,0,0.0
334,1450,0,0.0
335,1453,0,0.0
336,1459,0,0.0
337,1460,0,0.0
338,1463,0,0.0
339,1466,0,0.0
340,1470,0,0.0
341,1473,0,0.0
342,1474,0,0.0
343,1487,0,0.0
344,1489,0,0.0
345,1499,0,0.0
346,1500,0,0.0
347,1510,0,0.0
348,1512,0,0.0
349,1517,0,0.0
350,1519,1,0.0
351,1521,0,0.0
352,1526,0,0.0
353,1530,0,0.0
354,1536,0,0.0
355,1537,0,0.0
356,1541,0,0.0
357,1543,0,0.0
358,1545,0,0.0
359,1552,0,0.0
360,1557,0,0.0
361,1563,0,0.0
362,1566,0,0.0
363,1570,0,0.0
364,1571,0,0.0
365,1577,0,0.0
366,1580,0,0.0
367,1583,0,0.0
368,1590,0,0.0
369,1591,0,0.0
370,1596,0,0.0
371,1597,0,0.0
372,1601,0,0.0
373,1607,0,0.0
374,1610,0,0.0
375,1612,0,0.0
376,1615,0,0.0
377,1621,0,0.0
378,1629,0,0.0
379,1631,0,0.0
380,1635,0,0.0
381,1639,0,0.0
382,1640,0,0.0
383,1642,0,0.0
384,1649,0,0.0
385,1651,0,0.0
386,1652,0,0.0
387,1656,0,0.0
388,1660,0,0.0
389,1663,0,0.0
390,1665,0,0.0
391,1671,0,0.0
392,1672,0,0.0
393,1675,0,0.0
394,1679,0,0.0
395,1680,0,0.0
396,1683,0,0.0
397,1685,0,0.0
398,1692,0,0.0
399,1699,0,0.0
400,1700,0,0.0
401,1707,0,0.0
402,1713,0,0.0
403,1714,0,0.0
404,1716,0,0.0
405,1724,0,0.0
406,1725,0,0.0
407,1726,0,0.0
408,1736,0,0.0
409,1739,0,0.0
410,1741,0,0.0
411,1742,0,0.0
412,1754,0,0.0
413,1755,0,0.0
414,1756,0,0.0
415,1759,0,0.0
416,1769,0,0.0
417,1779,0,0.0
418,1782,0,0.0
419,1783,0,0.0
420,1786,0,0.0
421,1791,0,0.0
422,1795,0,0.0
423,1817,0,0.0
424,1827,0,0.0
425,1837,0,0.0
426,1840,0,0.0
427,1841,0,0.0
428,1843,0,0.0
429,1845,0,0.0
430,1852,0,0.0
431,1854,0,0.0
432,1859,0,0.0
433,1860,0,0.0
434,1863,0,0.0
435,1871,0,0.0
436,1874,0,0.0
437,1876,0,0.0
438,1881,0,0.0
439,1887,0,0.0
440,1899,0,0.0
441,1905,0,0.0
442,1909,0,0.0
443,1911,0,0.0
444,1912,0,0.0
445,1914,0,0.0
446,1916,0,0.0
447,1919,0,0.0
448,1921,0,0.0
449,1924,0,0.0
450,1934,0,0.0
451,1935,0,0.0
452,1937,1,0.0
453,1942,0,0.0
454,1944,0,0.0
455,1949,0,0.0
456,1953,0,0.0
457,1959,0,0.0
458,1960,0,0.0
459,1961,0,0.0
460,1963,0,0.0
461,1965,0,0.0
462,1966,0,0.0
463,1967,0,0.0
464,1971,0,0.0
465,1974,0,0.0
466,1979,0,0.0
467,1989,0,0.0
468,1999,0,0.0
469,2000,0,0.0
470,2003,0,0.0
471,2006,0,0.0
472,2010,0,0.0
473,2017,0,0.0
474,2019,0,0.0
475,2030,0,0.0
476,2035,0,0.0
477,2042,0,0.0
478,2050,0,0.0
479,2052,0,0.0
480,2054,0,0.0
481,2055,0,0.0
482,2059,0,0.0
483,2061,0,0.0
484,2065,0,0.0
485,2069,0,0.0
486,2081,0,0.0
487,2086,0,0.0
488,2089,0,0.0
489,2091,0,0.0
490,2092,0,0.0
491,2095,0,0.0
492,2096,0,0.0
493,2097,0,0.0
494,2099,0,0.0
495,2101,0,0.0
496,2106,0,0.0
497,2110,0,0.0
498,2112,0,0.0
499,2113,0,0.0
500,2114,0,0.0
501,2122,0,0.0
502,2126,0,0.0
503,2132,0,0.0
504,2133,0,0.0
505,2135,0,0.0
506,2136,0,0.0
507,2137,0,0.0
508,2139,0,0.0
509,2141,0,0.0
510,2143,0,0.0
511,2151,0,0.0
512,2153,0,0.0
513,2156,0,0.0
514,2163,0,0.0
515,2174,0,0.0
516,2176,0,0.0
517,2179,0,0.0
518,2182,0,0.0
519,2210,0,0.0
520,2215,0,0.0
521,2216,0,0.0
522,2233,0,0.0
523,2235,0,0.0
524,2237,0,0.0
525,2239,0,0.0
526,2243,0,0.0
527,2249,0,0.0
528,2250,0,0.0
529,2252,0,0.0
530,2255,0,0.0
531,2269,0,0.0
532,2275,0,0.0
533,2280,0,0.0
534,2282,0,0.0
535,2286,0,0.0
536,2293,0,0.0
537,2294,0,0.0
538,2303,0,0.0
539,2307,0,0.0
540,2309,0,0.0
541,2313,0,0.0
542,2314,0,0.0
543,2315,0,0.0
544,2351,0,0.0
545,2352,0,0.0
546,2356,0,0.0
547,2372,0,0.0
548,2380,0,0.0
549,2382,0,0.0
550,2384,0,0.0
551,2386,0,0.0
552,2390,0,0.0
553,2391,0,0.0
554,2394,0,0.0
555,2395,0,0.0
556,2400,0,0.0
557,2401,0,0.0
558,2404,0,0.0
559,2405,0,0.0
560,2406,0,0.0
561,2413,0,0.0
562,2414,0,0.0
563,2419,0,0.0
564,2420,0,0.0
565,2421,0,0.0
566,2424,0,0.0
567,2426,0,0.0
568,2430,0,0.0
569,2433,0,0.0
570,2439,0,0.0
571,2445,0,0.0
572,2451,0,0.0
573,2454,0,0.0
574,2461,0,0.0
575,2476,0,0.0
576,2477,0,0.0
577,2493,0,0.0
578,2495,0,0.0
579,2506,0,0.0
580,2512,0,0.0
581,2517,1,0.0
582,2522,0,0.0
583,2526,0,0.0
584,2533,0,0.0
585,2535,0,0.0
586,2537,0,0.0
587,2540,0,0.0
588,2544,0,0.0
589,2547,0,0.0
590,2561,0,0.0
591,2565,0,0.0
592,2569,0,0.0
593,2570,0,0.0
594,2572,0,0.0
595,2573,0,0.0
596,2577,0,0.0
597,2581,0,0.0
598,2582,0,0.0
599,2583,0,0.0
600,2584,0,0.0
601,2586,0,0.0
602,2590,0,0.0
603,2596,0,0.0
604,2603,0,0.0
605,2607,0,0.0
606,2609,0,0.0
607,2610,0,0.0
608,2611,0,0.0
609,2614,0,0.0
610,2622,0,0.0
611,2627,0,0.0
612,2635,0,0.0
613,2645,0,0.0
614,2646,0,0.0
615,2647,0,0.0
616,2652,0,0.0
617,2655,0,0.0
618,2667,0,0.0
619,2670,0,0.0
620,2681,0,0.0
621,2691,0,0.0
622,2693,0,0.0
623,2700,0,0.0
624,2702,0,0.0
625,2705,0,0.0
626,2707,0,0.0
627,2713,0,0.0
628,2714,1,0.0
629,2715,0,0.0
630,2716,0,0.0
631,2719,0,0.0
632,2724,0,0.0
633,2732,0,0.0
634,2740,0,0.0
635,2742,0,0.0
636,2745,0,0.0
637,2751,0,0.0
638,2753,0,0.0
639,2754,0,0.0
640,2762,0,0.0
641,2763,0,0.0
642,2765,0,0.0
643,2769,0,0.0
644,2779,0,0.0
645,2780,0,0.0
646,2782,0,0.0
647,2783,0,0.0
648,2785,0,0.0
649,2790,0,0.0
650,2791,0,0.0
651,2799,0,1.0
652,2816,0,0.0
653,2829,0,0.0
654,2831,0,0.0
655,2840,0,0.0
656,2845,0,0.0
657,2850,0,0.0
658,2853,0,0.0
659,2863,0,0.0
660,2865,0,0.0
661,2866,0,0.0
662,2867,0,0.0
663,2869,0,0.0
664,2872,0,0.0
665,2877,0,0.0
666,2880,0,0.0
667,2881,0,0.0
668,2882,0,0.0
669,2883,0,0.0
670,2889,0,0.0
671,2892,0,0.0
672,2894,0,0.0
673,2899,0,0.0
674,2901,0,0.0
675,2904,0,0.0
676,2905,0,0.0
677,2907,0,0.0
678,2911,0,0.0
679,2913,0,1.0
680,2914,0,0.0
681,2915,0,0.0
682,2916,0,0.0
683,2924,0,0.0
684,2925,0,0.0
685,2932,0,0.0
686,2935,0,0.0
687,2936,0,0.0
688,2941,0,0.0
689,2942,0,0.0
690,2945,0,0.0
691,2946,0,0.0
692,2952,0,0.0
693,2955,0,0.0
694,2959,0,0.0
695,2967,0,0.0
696,2972,0,0.0
697,2974,0,0.0
698,2984,0,0.0
699,2985,0,0.0
700,2991,0,0.0
701,3000,0,0.0
702,3003,0,0.0
703,3011,0,0.0
704,3015,0,0.0
705,3019,0,0.0
706,3022,0,0.0
707,3031,0,0.0
708,3041,0,0.0
709,3051,0,0.0
710,3061,0,0.0
711,3062,0,0.0
712,3079,0,0.0
713,3080,0,0.0
714,3082,0,0.0
715,3083,0,0.0
716,3089,0,0.0
717,3090,0,0.0
718,3093,0,0.0
719,3095,0,0.0
720,3101,0,0.0
721,3103,0,0.0
722,3114,0,0.0
723,3116,0,0.0
724,3122,0,0.0
725,3124,0,0.0
726,3136,0,0.0
727,3141,0,0.0
728,3142,0,0.0
729,3156,0,0.0
730,3157,0,0.0
731,3159,0,0.0
732,3163,0,0.0
733,3164,0,0.0
734,3165,0,0.0
735,3169,0,0.0
736,3170,0,0.0
737,3173,0,0.0
738,3175,0,0.0
739,3176,0,0.0
740,3182,0,0.0
741,3183,0,0.0
742,3185,0,0.0
743,3191,0,0.0
744,3200,0,0.0
745,3207,0,0.0
746,3209,0,0.0
747,3212,0,0.0
748,3213,0,0.0
749,3219,0,0.0
750,3220,0,0.0
751,3221,0,0.0
752,3224,0,0.0
753,3233,0,0.0
754,3236,0,0.0
755,3237,0,0.0
756,3242,0,0.0
757,3243,0,0.0
758,3256,0,0.0
759,3257,0,0.0
760,3260,0,0.0
761,3261,0,0.0
762,3263,0,0.0
763,3264,0,0.0
764,3267,0,0.0
765,3276,1,0.0
766,3280,0,0.0
767,3281,0,0.0
768,3285,0,0.0
769,3301,0,0.0
770,3304,0,0.0
771,3307,0,0.0
772,3310,0,0.0
773,3314,1,0.0
774,3321,0,0.0
775,3335,0,0.0
776,3336,0,0.0
777,3339,0,0.0
778,3345,0,0.0
779,3347,0,0.0
780,3356,0,0.0
781,3360,0,0.0
782,3362,0,0.0
783,3376,0,0.0
784,3383,0,0.0
785,3384,0,0.0
786,3386,0,0.0
787,3394,0,0.0
788,3395,0,0.0
789,3397,0,0.0
790,3399,0,0.0
791,3409,0,0.0
792,3410,0,0.0
793,3412,0,0.0
794,3413,0,0.0
795,3414,0,0.0
796,3419,0,0.0
797,3420,0,0.0
798,3424,0,0.0
799,3439,0,0.0
800,3441,0,0.0
801,3444,0,0.0
802,3446,0,0.0
803,3447,0,0.0
804,3451,0,0.0
805,3454,0,0.0
806,3461,0,0.0
807,3465,0,0.0
808,3471,0,0.0
809,3479,0,0.0
810,3484,0,0.0
811,3491,0,0.0
812,3494,0,0.0
813,3495,0,0.0
814,3499,0,0.0
815,3501,0,0.0
816,3509,0,0.0
817,3516,0,0.0
818,3517,0,0.0
819,3520,0,0.0
820,3532,0,0.0
821,3533,0,0.0
822,3535,0,0.0
823,3542,0,0.0
824,3545,0,0.0
825,3550,0,0.0
826,3552,0,0.0
827,3554,0,0.0
828,3555,0,0.0
829,3557,0,0.0
830,3560,0,0.0
831,3573,0,0.0
832,3574,0,0.0
833,3577,0,0.0
834,3586,0,0.0
835,3587,1,0.0
836,3593,0,0.0
837,3594,0,0.0
838,3596,0,0.0
839,3601,0,0.0
840,3603,0,0.0
841,3609,0,0.0
842,3610,0,0.0
843,3614,0,0.0
844,3617,0,0.0
845,3623,0,0.0
846,3624,0,0.0
847,3625,0,0.0
848,3626,0,0.0
849,3630,0,0.0
850,3652,0,0.0
851,3664,0,0.0
852,3667,0,0.0
853,3670,0,0.0
854,3672,0,0.0
855,3681,0,0.0
856,3686,0,0.0
857,3687,0,0.0
858,3690,0,0.0
859,3693,0,0.0
860,3702,0,0.0
861,3716,0,0.0
862,3717,0,0.0
863,3722,0,0.0
864,3724,0,0.0
865,3726,0,0.0
866,3731,0,0.0
867,3739,0,0.0
868,3741,0,0.0
869,3743,0,0.0
870,3744,0,0.0
871,3751,0,0.0
872,3754,0,0.0
873,3762,0,0.0
874,3764,0,0.0
875,3770,0,0.0
876,3784,0,0.0
877,3786,0,0.0
878,3789,0,0.0
879,3799,0,0.0
880,3801,0,0.0
881,3802,0,0.0
882,3806,0,0.0
883,3807,0,0.0
884,3817,0,0.0
885,3822,0,0.0
886,3830,0,0.0
887,3840,0,0.0
888,3850,0,0.0
889,3851,0,0.0
890,3861,0,0.0
891,3862,0,0.0
892,3863,0,0.0
893,3864,0,0.0
894,3865,0,0.0
895,3866,0,0.0
896,3877,0,0.0
897,3884,0,0.0
898,3886,0,0.0
899,3891,0,0.0
900,3899,0,0.0
901,3900,0,0.0
902,3902,0,0.0
903,3904,0,0.0
904,3905,0,0.0
905,3907,0,0.0
906,3910,0,0.0
907,3914,0,0.0
908,3917,0,0.0
909,3934,0,0.0
910,3935,0,0.0
911,3945,0,0.0
912,3946,0,0.0
913,3953,0,0.0
914,3955,0,0.0
915,3962,0,0.0
916,3964,0,0.0
917,3974,0,0.0
918,3979,0,0.0
919,3981,0,0.0
920,3983,0,0.0
921,3986,0,0.0
922,3989,0,0.0
923,3994,0,0.0
924,3995,0,0.0
925,4000,0,0.0
926,4002,0,0.0
927,4003,0,0.0
928,4007,1,0.0
929,4013,0,0.0
930,4017,0,0.0
931,4019,0,0.0
932,4027,0,0.0
933,4030,0,0.0
934,4036,0,0.0
935,4037,0,0.0
936,4043,0,0.0
937,4044,0,0.0
938,4049,1,0.0
939,4050,0,0.0
940,4051,0,0.0
941,4053,0,0.0
942,4062,0,0.0
943,4065,0,0.0
944,4066,0,0.0
945,4070,0,0.0
946,4080,0,0.0
947,4086,0,0.0
948,4087,0,0.0
949,4093,0,0.0
950,4094,0,0.0
951,4097,0,0.0
952,4101,0,0.0
953,4103,1,0.0
954,4104,0,0.0
955,4112,0,0.0
956,4113,0,0.0
957,4117,0,0.0
958,4123,0,0.0
959,4130,0,0.0
960,4134,0,0.0
961,4141,0,0.0
962,4147,0,0.0
963,4152,0,0.0
964,4153,0,0.0
965,4154,0,0.0
966,4156,0,0.0
967,4157,0,0.0
968,4163,0,0.0
969,4165,0,0.0
970,4169,0,0.0
971,4179,0,0.0
972,4180,0,0.0
973,4192,0,0.0
974,4195,0,0.0
975,4197,0,0.0
976,4206,0,0.0
977,4207,0,0.0
978,4216,0,0.0
979,4229,0,0.0
980,4232,0,0.0
981,4237,0,0.0
982,4241,0,0.0
983,4242,0,0.0
984,4250,0,0.0
985,4251,0,0.0
986,4253,0,0.0
987,4256,0,0.0
988,4257,0,0.0
989,4259,0,0.0
990,4260,0,0.0
991,4265,0,0.0
992,4266,0,0.0
993,4269,0,0.0
994,4274,0,0.0
995,4275,0,0.0
996,4279,0,0.0
997,4280,0,0.0
998,4281,0,0.0
999,4283,0,0.0
1000,4287,0,0.0
1001,4289,0,0.0
1002,4295,0,0.0
1003,4296,0,0.0
1004,4301,0,0.0
1005,4313,0,0.0
1006,4314,0,0.0
1007,4321,0,0.0
1008,4324,0,0.0
1009,4329,0,0.0
1010,4336,0,0.0
1011,4350,0,0.0
1012,4355,0,0.0
1013,4360,0,0.0
1014,4363,0,0.0
1015,4364,0,0.0
1016,4365,0,0.0
1017,4366,0,0.0
1018,4369,0,0.0
1019,4379,0,0.0
1020,4380,0,0.0
1021,4381,0,0.0
1022,4383,0,0.0
1023,4387,0,0.0
1024,4390,0,0.0
1025,4396,0,0.0
1026,4397,0,0.0
1027,4399,0,0.0
1028,4402,0,0.0
1029,4412,0,0.0
1030,4415,0,0.0
1031,4423,0,0.0
1032,4442,0,0.0
1033,4444,0,0.0
1034,4456,0,0.0
1035,4464,0,0.0
1036,4465,0,0.0
1037,4467,0,0.0
1038,4470,0,0.0
1039,4471,0,0.0
1040,4472,0,0.0
1041,4477,0,0.0
1042,4485,0,0.0
1043,4494,0,0.0
1044,4499,0,0.0
1045,4500,0,0.0
1046,4515,0,0.0
1047,4517,0,0.0
1048,4521,0,0.0
1049,4530,0,0.0
1050,4531,1,0.0
1051,4534,0,0.0
1052,4535,0,0.0
1053,4537,0,0.0
1054,4546,0,0.0
1055,4554,0,0.0
1056,4557,0,0.0
1057,4562,0,0.0
1058,4563,0,0.0
1059,4569,0,0.0
1060,4574,0,0.0
1061,4579,0,0.0
1062,4580,0,0.0
1063,4582,0,0.0
1064,4583,0,0.0
1065,4594,0,0.0
1066,4597,0,0.0
1067,4605,0,0.0
1068,4606,0,0.0
1069,4611,0,0.0
1070,4614,0,0.0
1071,4620,0,0.0
1072,4624,0,0.0
1073,4626,0,0.0
1074,4627,0,0.0
1075,4643,0,0.0
1076,4651,0,0.0
1077,4656,0,0.0
1078,4657,0,0.0
1079,4659,0,0.0
1080,4672,0,0.0
1081,4675,0,0.0
1082,4676,0,0.0
1083,4677,0,0.0
1084,4685,0,0.0
1085,4686,0,0.0
1086,4687,0,0.0
1087,4689,0,0.0
1088,4696,0,0.0
1089,4701,0,0.0
1090,4711,0,0.0
1091,4713,0,0.0
1092,4724,0,0.0
1093,4730,0,0.0
1094,4740,0,0.0
1095,4745,0,0.0
1096,4747,0,0.0
1097,4754,0,0.0
1098,4755,0,0.0
1099,4757,0,0.0
1100,4761,0,0.0
1101,4763,0,0.0
1102,4767,0,0.0
1103,4772,0,0.0
1104,4774,0,0.0
1105,4782,0,0.0
1106,4785,0,0.0
1107,4786,0,0.0
1108,4801,0,0.0
1109,4812,0,0.0
1110,4813,0,0.0
1111,4815,0,0.0
1112,4819,0,0.0
1113,4829,0,0.0
1114,4833,0,0.0
1115,4847,0,0.0
1116,4860,0,0.0
1117,4863,0,0.0
1118,4864,0,0.0
1119,4865,0,0.0
1120,4866,0,0.0
1121,4873,1,0.0
1122,4875,0,0.0
1123,4876,0,0.0
1124,4881,0,0.0
1125,4884,0,0.0
1126,4897,0,0.0
1127,4900,0,0.0
1128,4901,0,0.0
1129,4903,0,0.0
1130,4912,0,0.0
1131,4925,0,0.0
1132,4927,0,0.0
1133,4931,0,0.0
1134,4937,0,0.0
1135,4953,0,0.0
1136,4954,0,0.0
1137,4961,0,0.0
1138,4963,0,0.0
1139,4964,0,0.0
1140,4969,0,0.0
1141,4979,0,0.0
1142,4989,0,0.0
1143,4990,0,0.0
1144,4991,0,0.0
1145,4992,0,0.0
1146,4997,0,0.0
1147,5000,0,0.0
1148,5003,0,0.0
1149,5012,0,0.0
1150,5014,0,0.0
1151,5016,0,0.0
1152,5019,0,0.0
1153,5021,0,0.0
1154,5025,0,0.0
1155,5026,0,0.0
1156,5033,0,0.0
1157,5035,0,0.0
1158,5047,0,0.0
1159,5060,0,0.0
1160,5064,0,0.0
1161,5065,0,0.0
1162,5080,0,0.0
1163,5081,0,0.0
1164,5082,0,0.0
1165,5087,0,0.0
1166,5090,0,0.0
1167,5093,0,0.0
1168,5106,0,0.0
1169,5107,0,0.0
1170,5113,0,0.0
1171,5119,0,0.0
1172,5133,0,0.0
1173,5134,0,0.0
1174,5145,0,0.0
1175,5149,0,0.0
1176,5157,0,0.0
1177,5161,0,0.0
1178,5162,0,0.0
1179,5163,0,0.0
1180,5165,0,0.0
1181,5169,0,0.0
1182,5173,0,0.0
1183,5180,0,0.0
1184,5183,0,0.0
1185,5196,0,0.0
1186,5200,0,0.0
1187,5203,0,0.0
1188,5207,0,0.0
1189,5213,0,0.0
1190,5214,0,0.0
1191,5216,0,0.0
1192,5219,0,0.0
1193,5221,0,0.0
1194,5222,0,0.0
1195,5224,0,0.0
1196,5225,0,0.0
1197,5226,0,0.0
1198,5233,0,0.0
1199,5234,0,0.0
1200,5241,0,0.0
1201,5247,0,0.0
1202,5253,0,0.0
1203,5257,0,0.0
1204,5262,0,0.0
1205,5266,0,0.0
1206,5267,0,0.0
1207,5270,0,0.0
1208,5273,0,0.0
1209,5283,0,0.0
1210,5285,0,0.0
1211,5289,0,0.0
1212,5292,0,0.0
1213,5296,0,0.0
1214,5297,0,0.0
1215,5302,0,0.0
1216,5305,0,0.0
1217,5311,0,0.0
1218,5312,0,0.0
1219,5320,0,0.0
1220,5323,0,0.0
1221,5324,0,0.0
1222,5325,0,0.0
1223,5326,0,0.0
1224,5327,0,0.0
1225,5329,0,0.0
1226,5335,0,0.0
1227,5336,0,0.0
1228,5349,0,0.0
1229,5351,0,0.0
1230,5355,0,0.0
1231,5365,0,0.0
1232,5369,0,0.0
1233,5370,0,0.0
1234,5371,0,0.0
1235,5382,0,0.0
1236,5384,0,0.0
1237,5387,1,0.0
1238,5401,0,0.0
1239,5413,0,0.0
1240,5421,0,0.0
1241,5425,0,0.0
1242,5426,0,0.0
1243,5430,0,0.0
1244,5433,0,0.0
1245,5437,0,0.0
1246,5440,0,0.0
1247,5449,0,0.0
1248,5450,0,0.0
1249,5453,0,0.0
1250,5454,0,0.0
1251,5456,0,0.0
1252,5457,0,0.0
1253,5459,0,0.0
1254,5461,0,0.0
1255,5466,0,0.0
1256,5467,0,0.0
1257,5469,0,0.0
1258,5472,0,0.0
1259,5476,0,0.0
1260,5482,0,0.0
1261,5486,0,0.0
1262,5491,0,0.0
1263,5500,0,0.0
1264,5512,0,0.0
1265,5515,0,0.0
