,id,fire,fire_prediction
327,1446,0,0.0
328,1460,0,0.0
329,1464,0,0.0
330,1466,0,0.0
331,1470,0,0.0
332,1474,0,0.0
333,1479,0,0.0
334,1480,0,0.0
335,1495,0,0.0
336,1497,0,0.0
337,1499,0,0.0
338,1500,0,0.0
339,1505,0,0.0
340,1507,0,0.0
341,1517,0,0.0
342,1524,0,0.0
343,1525,0,0.0
344,1526,0,0.0
345,1534,0,0.0
346,1535,0,0.0
347,1536,0,0.0
348,1539,0,0.0
349,1544,0,0.0
350,1550,0,0.0
351,1553,0,0.0
352,1556,0,0.0
353,1559,0,0.0
354,1560,0,0.0
355,1562,0,0.0
356,1573,0,0.0
357,1576,0,0.0
358,1580,0,0.0
359,1584,0,0.0
360,1585,0,0.0
361,1587,0,0.0
362,1593,0,0.0
363,1594,0,0.0
364,1600,0,0.0
365,1612,0,0.0
366,1613,0,0.0
367,1615,0,0.0
368,1619,0,0.0
369,1632,0,0.0
370,1634,0,0.0
371,1636,0,0.0
372,1637,0,0.0
373,1640,0,0.0
374,1643,0,0.0
375,1650,0,0.0
376,1657,0,0.0
377,1665,0,0.0
378,1671,0,0.0
379,1672,0,0.0
380,1679,0,0.0
381,1680,0,0.0
382,1682,0,0.0
383,1685,0,0.0
384,1690,0,0.0
385,1691,0,0.0
386,1693,0,0.0
387,1694,0,0.0
388,1696,0,0.0
389,1704,0,0.0
390,1716,0,0.0
391,1719,0,0.0
392,1720,0,0.0
393,1721,0,0.0
394,1722,0,0.0
395,1724,0,0.0
396,1725,0,0.0
397,1727,0,0.0
398,1730,0,0.0
399,1732,0,0.0
400,1735,0,0.0
401,1739,0,0.0
402,1742,0,0.0
403,1751,0,0.0
404,1752,0,0.0
405,1760,0,0.0
406,1763,0,0.0
407,1769,0,0.0
408,1771,0,0.0
409,1772,0,0.0
410,1774,0,0.0
411,1776,0,0.0
412,1777,0,0.0
413,1790,0,0.0
414,1791,0,0.0
415,1793,0,0.0
416,1797,0,0.0
417,1807,0,0.0
418,1813,0,0.0
419,1827,0,0.0
420,1829,0,0.0
421,1835,0,0.0
422,1841,0,0.0
423,1844,0,0.0
424,1847,0,0.0
425,1852,0,0.0
426,1865,0,0.0
427,1867,0,0.0
428,1871,0,0.0
429,1874,0,0.0
430,1875,0,0.0
431,1876,0,0.0
432,1882,0,0.0
433,1884,0,0.0
434,1886,0,0.0
435,1899,0,0.0
436,1904,0,0.0
437,1907,1,0.0
438,1913,0,0.0
439,1919,0,0.0
440,1922,0,0.0
441,1923,0,0.0
442,1926,0,0.0
443,1927,0,0.0
444,1929,0,0.0
445,1933,0,0.0
446,1935,0,0.0
447,1941,0,0.0
448,1942,0,0.0
449,1947,0,0.0
450,1950,0,0.0
451,1969,0,0.0
452,1974,0,0.0
453,1976,0,0.0
454,1980,0,0.0
455,1982,0,0.0
456,1991,0,0.0
457,1997,0,0.0
458,2001,0,0.0
459,2002,0,0.0
460,2003,0,0.0
461,2014,0,0.0
462,2022,0,0.0
463,2023,0,0.0
464,2034,0,0.0
465,2037,0,0.0
466,2040,0,0.0
467,2042,0,0.0
468,2043,0,0.0
469,2049,0,0.0
470,2052,0,0.0
471,2054,0,0.0
472,2055,0,0.0
473,2069,0,0.0
474,2070,0,0.0
475,2073,0,0.0
476,2074,0,0.0
477,2075,0,0.0
478,2082,0,0.0
479,2089,0,0.0
480,2091,0,0.0
481,2094,0,0.0
482,2095,0,0.0
483,2101,0,0.0
484,2109,0,0.0
485,2122,0,0.0
486,2123,0,0.0
487,2127,0,0.0
488,2131,0,0.0
489,2133,0,0.0
490,2135,0,0.0
491,2136,0,0.0
492,2137,0,0.0
493,2149,0,0.0
494,2152,0,0.0
495,2154,0,0.0
496,2156,0,0.0
497,2160,0,0.0
498,2164,0,0.0
499,2166,0,0.0
500,2173,0,0.0
501,2174,0,0.0
502,2179,0,0.0
503,2180,0,0.0
504,2184,0,0.0
505,2186,0,0.0
506,2187,0,0.0
507,2190,0,0.0
508,2192,0,0.0
509,2202,0,0.0
510,2212,0,0.0
511,2213,0,0.0
512,2214,0,0.0
513,2216,0,0.0
514,2232,0,0.0
515,2237,0,0.0
516,2243,0,0.0
517,2244,0,0.0
518,2246,0,0.0
519,2271,0,0.0
520,2276,0,0.0
521,2277,0,0.0
522,2282,0,0.0
523,2283,0,0.0
524,2287,0,0.0
525,2292,0,0.0
526,2297,0,0.0
527,2302,0,0.0
528,2303,0,0.0
529,2306,0,0.0
530,2307,0,0.0
531,2309,0,0.0
532,2312,0,0.0
533,2325,0,0.0
534,2329,0,0.0
535,2339,0,0.0
536,2342,0,0.0
537,2351,0,0.0
538,2361,0,0.0
539,2367,0,0.0
540,2370,0,0.0
541,2371,0,0.0
542,2374,0,0.0
543,2375,0,0.0
544,2376,0,0.0
545,2380,0,0.0
546,2382,0,0.0
547,2385,0,0.0
548,2386,0,0.0
549,2391,0,0.0
550,2392,0,0.0
551,2395,0,0.0
552,2397,0,0.0
553,2401,0,0.0
554,2402,0,0.0
555,2405,0,0.0
556,2409,0,0.0
557,2410,0,0.0
558,2414,0,0.0
559,2416,0,0.0
560,2420,0,0.0
561,2426,0,0.0
562,2430,0,0.0
563,2434,0,0.0
564,2440,0,0.0
565,2443,0,0.0
566,2454,0,0.0
567,2461,0,0.0
568,2462,0,0.0
569,2463,0,0.0
570,2474,0,0.0
571,2479,0,0.0
572,2481,0,0.0
573,2494,0,0.0
574,2495,0,0.0
575,2499,0,0.0
576,2503,0,0.0
577,2510,0,0.0
578,2521,0,0.0
579,2530,0,0.0
580,2533,0,0.0
581,2537,0,0.0
582,2544,0,0.0
583,2547,0,0.0
584,2551,0,0.0
585,2562,0,0.0
586,2563,0,0.0
587,2573,0,0.0
588,2577,0,0.0
589,2579,0,0.0
590,2587,0,0.0
591,2590,0,0.0
592,2599,0,0.0
593,2604,0,0.0
594,2606,0,0.0
595,2624,0,0.0
596,2626,0,0.0
597,2633,0,0.0
598,2635,0,0.0
599,2644,0,0.0
600,2649,0,0.0
601,2656,0,0.0
602,2660,0,0.0
603,2661,0,0.0
604,2662,0,0.0
605,2663,0,0.0
606,2664,0,0.0
607,2670,0,0.0
608,2673,0,0.0
609,2679,0,0.0
610,2682,0,0.0
611,2713,0,0.0
612,2715,0,0.0
613,2730,0,0.0
614,2732,0,0.0
615,2733,0,0.0
616,2735,0,0.0
617,2740,0,0.0
618,2741,0,0.0
619,2744,0,0.0
620,2745,0,0.0
621,2753,0,0.0
622,2755,0,0.0
623,2757,0,0.0
624,2759,0,0.0
625,2762,0,0.0
626,2771,0,0.0
627,2776,0,0.0
628,2779,0,0.0
629,2786,0,0.0
630,2791,0,0.0
631,2793,0,0.0
632,2796,0,0.0
633,2797,0,0.0
634,2801,0,0.0
635,2816,0,0.0
636,2822,0,0.0
637,2823,0,0.0
638,2824,0,0.0
639,2832,0,0.0
640,2837,0,0.0
641,2845,0,0.0
642,2846,0,0.0
643,2849,0,0.0
644,2852,0,0.0
645,2856,0,0.0
646,2857,0,0.0
647,2861,0,0.0
648,2866,0,0.0
649,2876,0,0.0
650,2877,0,0.0
651,2883,0,0.0
652,2886,0,0.0
653,2889,0,0.0
654,2893,0,0.0
655,2896,0,0.0
656,2901,0,0.0
657,2904,0,0.0
658,2913,0,0.0
659,2915,0,0.0
660,2922,0,0.0
661,2924,0,0.0
662,2930,0,0.0
663,2931,0,0.0
664,2933,0,0.0
665,2935,0,0.0
666,2941,0,0.0
667,2951,0,0.0
668,2955,0,0.0
669,2960,0,0.0
670,2964,0,0.0
671,2965,0,0.0
672,2970,0,0.0
673,2972,0,0.0
674,2974,0,0.0
675,2976,0,0.0
676,2981,0,0.0
677,2985,0,0.0
678,2986,0,0.0
679,2987,0,0.0
680,2993,0,0.0
681,2996,0,0.0
682,2997,0,0.0
683,2999,0,0.0
684,3005,0,0.0
685,3011,0,0.0
686,3019,0,0.0
687,3035,0,0.0
688,3040,0,0.0
689,3047,0,0.0
690,3050,0,0.0
691,3062,0,0.0
692,3065,0,0.0
693,3066,0,0.0
694,3067,0,0.0
695,3070,0,0.0
696,3071,0,0.0
697,3075,0,0.0
698,3076,0,0.0
699,3087,0,0.0
700,3090,0,0.0
701,3093,0,0.0
702,3095,0,0.0
703,3097,0,0.0
704,3100,0,0.0
705,3106,0,0.0
706,3123,0,0.0
707,3124,0,0.0
708,3125,0,0.0
709,3130,0,0.0
710,3141,0,0.0
711,3142,0,0.0
712,3152,0,0.0
713,3153,0,0.0
714,3157,0,0.0
715,3165,0,0.0
716,3173,0,0.0
717,3175,0,0.0
718,3177,0,0.0
719,3184,0,0.0
720,3197,0,0.0
721,3200,0,0.0
722,3204,0,0.0
723,3206,0,0.0
724,3207,0,0.0
725,3210,0,0.0
726,3222,0,0.0
727,3227,0,0.0
728,3229,0,0.0
729,3231,0,0.0
730,3232,0,0.0
731,3235,0,0.0
732,3237,0,0.0
733,3240,0,0.0
734,3245,0,0.0
735,3246,0,0.0
736,3249,0,0.0
737,3250,0,0.0
738,3251,0,0.0
739,3255,0,0.0
740,3256,0,0.0
741,3257,0,0.0
742,3260,0,0.0
743,3265,0,0.0
744,3267,0,0.0
745,3276,0,0.0
746,3281,0,0.0
747,3287,0,0.0
748,3289,0,0.0
749,3294,0,0.0
750,3301,0,0.0
751,3312,0,0.0
752,3313,0,0.0
753,3316,0,0.0
754,3319,0,0.0
755,3325,0,0.0
756,3330,0,0.0
757,3332,0,0.0
758,3336,0,0.0
759,3344,0,0.0
760,3347,0,0.0
761,3352,0,0.0
762,3357,0,0.0
763,3360,0,0.0
764,3365,0,0.0
765,3366,0,0.0
766,3367,0,0.0
767,3377,0,0.0
768,3384,0,0.0
769,3385,0,0.0
770,3394,0,0.0
771,3395,0,0.0
772,3402,0,0.0
773,3404,0,0.0
774,3406,0,0.0
775,3413,0,0.0
776,3414,0,0.0
777,3420,0,0.0
778,3427,0,0.0
779,3430,0,0.0
780,3432,0,0.0
781,3437,0,0.0
782,3444,0,0.0
783,3446,0,0.0
784,3447,0,0.0
785,3449,0,0.0
786,3450,0,0.0
787,3455,0,0.0
788,3463,0,0.0
789,3464,0,0.0
790,3471,0,0.0
791,3472,0,0.0
792,3475,0,0.0
793,3476,0,0.0
794,3477,0,0.0
795,3481,0,0.0
796,3483,0,0.0
797,3487,0,0.0
798,3489,0,0.0
799,3501,0,0.0
800,3505,0,0.0
801,3507,0,0.0
802,3510,0,0.0
803,3511,0,0.0
804,3512,0,0.0
805,3517,0,0.0
806,3522,0,0.0
807,3539,0,0.0
808,3540,0,0.0
809,3542,0,0.0
810,3544,0,0.0
811,3545,0,0.0
812,3547,0,0.0
813,3549,0,0.0
814,3552,0,0.0
815,3556,0,0.0
816,3566,0,0.0
817,3567,0,0.0
818,3571,0,0.0
819,3574,0,0.0
820,3577,0,0.0
821,3585,0,0.0
822,3586,0,0.0
823,3587,0,0.0
824,3589,0,0.0
825,3593,0,0.0
826,3602,0,0.0
827,3609,0,0.0
828,3613,0,0.0
829,3614,0,0.0
830,3616,0,0.0
831,3617,0,0.0
832,3625,0,0.0
833,3632,0,0.0
834,3634,0,0.0
835,3635,0,0.0
836,3639,0,0.0
837,3647,0,0.0
838,3651,0,0.0
839,3655,0,0.0
840,3656,0,0.0
841,3660,0,0.0
842,3662,0,0.0
843,3663,0,0.0
844,3666,0,0.0
845,3681,0,0.0
846,3693,0,0.0
847,3696,0,0.0
848,3700,0,0.0
849,3702,0,0.0
850,3714,0,0.0
851,3725,0,0.0
852,3727,0,0.0
853,3729,0,0.0
854,3733,0,0.0
855,3742,0,0.0
856,3743,0,0.0
857,3749,0,0.0
858,3751,0,0.0
859,3753,0,0.0
860,3754,0,0.0
861,3756,0,0.0
862,3770,0,0.0
863,3771,0,0.0
864,3791,0,0.0
865,3792,0,0.0
866,3795,0,0.0
867,3800,0,0.0
868,3803,0,0.0
869,3806,0,0.0
870,3807,0,0.0
871,3811,0,0.0
872,3814,0,0.0
873,3817,0,0.0
874,3822,0,0.0
875,3825,0,0.0
876,3832,0,0.0
877,3839,0,0.0
878,3847,0,0.0
879,3849,0,0.0
880,3852,0,0.0
881,3854,0,0.0
882,3855,0,0.0
883,3857,0,0.0
884,3862,0,0.0
885,3864,1,0.0
886,3875,0,0.0
887,3876,0,0.0
888,3882,0,0.0
889,3893,0,0.0
890,3897,0,0.0
891,3900,0,0.0
892,3902,0,0.0
893,3903,0,0.0
894,3910,0,0.0
895,3916,0,0.0
896,3920,0,0.0
897,3923,0,0.0
898,3929,0,0.0
899,3933,0,0.0
900,3936,0,0.0
901,3941,0,0.0
902,3943,0,0.0
903,3944,0,0.0
904,3945,0,0.0
905,3951,0,0.0
906,3956,0,0.0
907,3957,0,0.0
908,3960,0,0.0
909,3967,0,0.0
910,3979,0,0.0
911,3982,0,0.0
912,3987,0,0.0
913,3989,0,0.0
914,3990,0,0.0
915,3997,0,0.0
916,4003,0,0.0
917,4004,0,0.0
918,4007,0,0.0
919,4009,0,0.0
920,4033,0,0.0
921,4036,0,0.0
922,4037,0,0.0
923,4039,0,0.0
924,4043,0,0.0
925,4046,0,0.0
926,4050,0,0.0
927,4053,0,0.0
928,4054,0,0.0
929,4056,0,0.0
930,4061,0,0.0
931,4067,0,0.0
932,4069,0,0.0
933,4070,0,0.0
934,4072,0,0.0
935,4076,0,0.0
936,4079,0,0.0
937,4080,0,0.0
938,4081,0,0.0
939,4089,0,0.0
940,4090,0,0.0
941,4092,0,0.0
942,4093,0,0.0
943,4104,0,0.0
944,4105,0,0.0
945,4112,0,0.0
946,4116,0,0.0
947,4121,0,0.0
948,4122,0,0.0
949,4126,0,0.0
950,4131,0,0.0
951,4132,0,0.0
952,4142,0,0.0
953,4145,0,1.0
954,4149,0,0.0
955,4157,0,0.0
956,4163,0,0.0
957,4169,0,0.0
958,4170,0,0.0
959,4171,0,0.0
960,4173,0,0.0
961,4182,0,0.0
962,4183,0,0.0
963,4184,0,0.0
964,4190,0,0.0
965,4191,0,0.0
966,4195,0,0.0
967,4196,0,0.0
968,4197,0,0.0
969,4205,0,0.0
970,4206,0,0.0
971,4207,0,0.0
972,4210,0,0.0
973,4212,0,0.0
974,4214,0,0.0
975,4215,0,0.0
976,4216,0,0.0
977,4219,0,0.0
978,4225,0,0.0
979,4229,0,0.0
980,4230,0,0.0
981,4231,0,0.0
982,4232,0,0.0
983,4235,0,0.0
984,4242,0,0.0
985,4245,0,0.0
986,4250,0,0.0
987,4251,0,0.0
988,4255,0,0.0
989,4263,0,0.0
990,4265,0,0.0
991,4275,0,0.0
992,4276,0,0.0
993,4281,0,0.0
994,4283,0,0.0
995,4285,0,0.0
996,4287,0,0.0
997,4306,0,0.0
998,4313,0,0.0
999,4315,0,0.0
1000,4317,0,0.0
1001,4320,0,0.0
1002,4327,0,0.0
1003,4329,0,0.0
1004,4332,0,0.0
1005,4336,0,0.0
1006,4337,0,0.0
1007,4340,0,0.0
1008,4346,0,0.0
1009,4350,0,0.0
1010,4352,0,0.0
1011,4354,0,0.0
1012,4361,0,0.0
1013,4364,0,0.0
1014,4365,0,0.0
1015,4371,0,0.0
1016,4376,0,0.0
1017,4379,0,0.0
1018,4381,0,0.0
1019,4383,0,0.0
1020,4387,0,0.0
1021,4395,0,0.0
1022,4396,0,0.0
1023,4407,0,0.0
1024,4410,0,0.0
1025,4412,0,0.0
1026,4412,0,0.0
1027,4413,0,0.0
1028,4420,0,0.0
1029,4421,0,0.0
1030,4423,0,0.0
1031,4424,0,0.0
1032,4425,0,0.0
1033,4431,0,0.0
1034,4437,0,0.0
1035,4442,0,0.0
1036,4445,0,0.0
1037,4447,0,0.0
1038,4453,0,0.0
1039,4457,0,0.0
1040,4461,0,0.0
1041,4464,0,0.0
1042,4465,0,0.0
1043,4472,0,0.0
1044,4477,0,0.0
1045,4479,0,0.0
1046,4492,0,0.0
1047,4495,0,0.0
1048,4496,0,0.0
1049,4497,0,0.0
1050,4500,0,0.0
1051,4505,0,0.0
1052,4507,0,0.0
1053,4512,0,0.0
1054,4524,0,0.0
1055,4526,0,0.0
1056,4531,0,0.0
1057,4542,0,0.0
1058,4546,0,0.0
1059,4547,0,0.0
1060,4551,0,0.0
1061,4559,0,0.0
1062,4561,0,0.0
1063,4562,0,0.0
1064,4565,0,0.0
1065,4566,0,0.0
1066,4572,0,0.0
1067,4574,0,0.0
1068,4582,0,0.0
1069,4584,0,0.0
1070,4585,0,0.0
1071,4587,0,0.0
1072,4589,0,0.0
1073,4591,0,0.0
1074,4593,0,0.0
1075,4597,0,0.0
1076,4605,0,0.0
1077,4621,0,0.0
1078,4622,0,0.0
1079,4624,0,0.0
1080,4629,0,0.0
1081,4630,0,0.0
1082,4632,0,0.0
1083,4634,0,0.0
1084,4643,0,0.0
1085,4645,0,0.0
1086,4646,0,0.0
1087,4647,0,0.0
1088,4649,0,0.0
1089,4651,0,0.0
1090,4652,0,0.0
1091,4653,0,0.0
1092,4655,0,0.0
1093,4657,0,0.0
1094,4659,0,0.0
1095,4665,0,0.0
1096,4667,0,0.0
1097,4670,0,0.0
1098,4671,0,0.0
1099,4672,0,0.0
1100,4673,0,0.0
1101,4682,0,0.0
1102,4684,0,0.0
1103,4687,0,0.0
1104,4694,0,0.0
1105,4696,0,0.0
1106,4704,0,0.0
1107,4709,0,0.0
1108,4711,0,0.0
1109,4717,0,0.0
1110,4720,0,0.0
1111,4722,0,0.0
1112,4723,0,0.0
1113,4724,0,0.0
1114,4726,0,0.0
1115,4729,0,0.0
1116,4740,0,0.0
1117,4742,0,0.0
1118,4743,0,0.0
1119,4746,0,0.0
1120,4747,0,0.0
1121,4750,0,0.0
1122,4751,0,0.0
1123,4763,0,0.0
1124,4770,0,0.0
1125,4772,0,0.0
1126,4773,0,0.0
1127,4785,0,0.0
1128,4790,0,0.0
1129,4792,0,0.0
1130,4797,0,0.0
1131,4803,0,0.0
1132,4805,0,0.0
1133,4807,0,0.0
1134,4809,0,0.0
1135,4813,0,0.0
1136,4816,0,0.0
1137,4820,0,0.0
1138,4821,0,0.0
1139,4826,0,0.0
1140,4830,0,0.0
1141,4831,0,0.0
1142,4833,0,0.0
1143,4834,0,0.0
1144,4836,1,0.0
1145,4837,0,0.0
1146,4840,0,0.0
1147,4854,0,0.0
1148,4861,0,0.0
1149,4862,0,0.0
1150,4863,0,0.0
1151,4866,0,0.0
1152,4875,0,0.0
1153,4876,0,0.0
1154,4882,0,0.0
1155,4884,0,0.0
1156,4891,0,0.0
1157,4893,0,0.0
1158,4907,0,0.0
1159,4911,0,0.0
1160,4915,0,0.0
1161,4931,1,0.0
1162,4932,0,0.0
1163,4940,0,0.0
1164,4949,0,0.0
1165,4951,0,0.0
1166,4955,0,0.0
1167,4956,0,0.0
1168,4960,0,0.0
1169,4962,0,0.0
1170,4973,0,0.0
1171,4974,0,0.0
1172,4979,0,0.0
1173,4982,0,0.0
1174,4985,0,0.0
1175,4987,0,0.0
1176,4989,0,0.0
1177,4999,0,0.0
1178,5002,0,0.0
1179,5003,0,0.0
1180,5019,0,0.0
1181,5022,0,0.0
1182,5023,0,0.0
1183,5024,0,0.0
1184,5029,0,0.0
1185,5036,0,0.0
1186,5049,0,0.0
1187,5051,0,0.0
1188,5053,0,0.0
1189,5057,0,0.0
1190,5060,0,0.0
1191,5065,0,0.0
1192,5066,0,0.0
1193,5067,0,0.0
1194,5074,0,0.0
1195,5077,0,0.0
1196,5083,0,0.0
1197,5090,0,0.0
1198,5096,0,0.0
1199,5097,0,0.0
1200,5099,0,0.0
1201,5106,0,0.0
1202,5109,0,0.0
1203,5113,0,0.0
1204,5116,0,0.0
1205,5119,0,0.0
1206,5121,0,0.0
1207,5123,0,0.0
1208,5127,0,0.0
1209,5137,0,0.0
1210,5153,0,0.0
1211,5154,0,0.0
1212,5156,0,0.0
1213,5157,0,0.0
1214,5159,0,0.0
1215,5161,0,0.0
1216,5162,0,0.0
1217,5166,0,0.0
1218,5170,0,0.0
1219,5173,0,0.0
1220,5175,0,0.0
1221,5179,0,0.0
1222,5180,0,0.0
1223,5182,0,0.0
1224,5183,0,0.0
1225,5186,0,0.0
1226,5189,0,0.0
1227,5197,0,0.0
1228,5204,0,0.0
1229,5205,0,0.0
1230,5209,0,0.0
1231,5211,0,0.0
1232,5220,0,0.0
1233,5229,0,0.0
1234,5240,0,0.0
1235,5241,0,0.0
1236,5245,0,0.0
1237,5247,0,0.0
1238,5252,0,0.0
1239,5257,0,0.0
1240,5260,0,0.0
1241,5262,0,0.0
1242,5263,0,0.0
1243,5267,0,0.0
1244,5271,0,0.0
1245,5274,0,0.0
1246,5281,0,0.0
1247,5282,0,0.0
1248,5286,0,0.0
1249,5287,0,0.0
1250,5290,0,0.0
1251,5292,0,0.0
1252,5301,0,0.0
1253,5304,0,0.0
1254,5306,0,0.0
1255,5311,0,0.0
1256,5313,0,0.0
1257,5317,0,0.0
1258,5322,0,0.0
1259,5327,0,0.0
1260,5330,0,0.0
1261,5335,0,0.0
1262,5342,0,0.0
1263,5351,0,0.0
1264,5352,0,0.0
