,id,military,military_prediction
545,2346,0,0.0
546,2361,0,0.0
547,2365,0,0.0
548,2369,0,0.0
549,2370,0,0.0
550,2374,0,0.0
551,2375,0,0.0
552,2377,0,0.0
553,2387,0,0.0
554,2392,0,0.0
555,2396,0,0.0
556,2397,0,0.0
557,2401,0,0.0
558,2406,0,0.0
559,2409,0,0.0
560,2410,0,0.0
561,2411,0,0.0
562,2413,0,0.0
563,2433,0,0.0
564,2439,0,0.0
565,2444,0,0.0
566,2449,0,0.0
567,2453,0,0.0
568,2455,0,0.0
569,2461,0,0.0
570,2471,0,0.0
571,2473,0,0.0
572,2475,0,0.0
573,2476,0,0.0
574,2477,0,0.0
575,2484,0,0.0
576,2486,0,0.0
577,2487,0,0.0
578,2491,0,0.0
579,2493,0,0.0
580,2494,0,0.0
581,2495,0,0.0
582,2501,0,0.0
583,2504,0,0.0
584,2510,0,0.0
585,2517,0,0.0
586,2530,0,0.0
587,2532,0,0.0
588,2533,0,0.0
589,2537,0,0.0
590,2540,0,0.0
591,2547,0,0.0
592,2560,0,0.0
593,2561,0,0.0
594,2575,0,0.0
595,2580,0,0.0
596,2581,0,0.0
597,2584,0,0.0
598,2589,0,0.0
599,2592,0,0.0
600,2593,0,0.0
601,2605,0,0.0
602,2606,0,0.0
603,2610,0,0.0
604,2611,0,0.0
605,2631,0,0.0
606,2635,0,0.0
607,2636,0,0.0
608,2639,0,0.0
609,2641,0,0.0
610,2642,0,0.0
611,2652,0,0.0
612,2653,0,0.0
613,2654,0,0.0
614,2655,0,0.0
615,2663,0,0.0
616,2666,0,0.0
617,2667,0,0.0
618,2669,0,0.0
619,2672,0,0.0
620,2674,0,0.0
621,2683,0,0.0
622,2685,0,0.0
623,2687,0,0.0
624,2689,0,0.0
625,2691,0,0.0
626,2692,0,0.0
627,2693,0,0.0
628,2694,0,0.0
629,2703,0,0.0
630,2715,0,0.0
631,2721,0,0.0
632,2726,0,0.0
633,2727,0,0.0
634,2737,0,0.0
635,2740,0,0.0
636,2756,0,0.0
637,2769,0,0.0
638,2771,0,0.0
639,2777,0,0.0
640,2783,0,0.0
641,2786,0,0.0
642,2793,0,0.0
643,2797,0,0.0
644,2811,0,0.0
645,2816,0,0.0
646,2817,0,0.0
647,2842,0,0.0
648,2846,0,0.0
649,2847,0,0.0
650,2850,0,0.0
651,2852,0,0.0
652,2856,0,0.0
653,2861,0,0.0
654,2862,0,0.0
655,2863,0,0.0
656,2864,0,0.0
657,2865,0,0.0
658,2866,0,0.0
659,2867,0,0.0
660,2876,0,0.0
661,2877,0,0.0
662,2882,0,0.0
663,2883,0,0.0
664,2885,0,0.0
665,2893,0,0.0
666,2900,0,0.0
667,2901,0,0.0
668,2905,0,0.0
669,2911,0,0.0
670,2913,0,0.0
671,2920,0,0.0
672,2923,0,0.0
673,2926,0,0.0
674,2934,0,0.0
675,2935,0,0.0
676,2936,0,0.0
677,2940,0,0.0
678,2942,0,0.0
679,2946,0,0.0
680,2949,0,0.0
681,2954,0,0.0
682,2964,0,0.0
683,2966,0,0.0
684,2977,0,0.0
685,2979,0,0.0
686,2986,0,0.0
687,2992,0,0.0
688,2996,0,0.0
689,3007,0,0.0
690,3019,0,0.0
691,3020,0,0.0
692,3022,0,0.0
693,3025,0,0.0
694,3032,0,0.0
695,3035,0,0.0
696,3037,0,0.0
697,3043,0,0.0
698,3047,0,0.0
699,3056,0,0.0
700,3065,0,0.0
701,3066,0,0.0
702,3072,0,0.0
703,3077,0,0.0
704,3080,0,0.0
705,3082,0,0.0
706,3083,0,0.0
707,3087,0,0.0
708,3093,0,0.0
709,3112,0,0.0
710,3120,0,0.0
711,3126,0,0.0
712,3130,0,0.0
713,3131,0,0.0
714,3133,0,0.0
715,3136,0,0.0
716,3140,0,0.0
717,3141,0,0.0
718,3144,0,0.0
719,3145,0,0.0
720,3146,0,0.0
721,3149,0,0.0
722,3153,0,0.0
723,3156,0,0.0
724,3162,0,0.0
725,3163,0,0.0
726,3169,0,0.0
727,3173,0,0.0
728,3174,0,0.0
729,3176,0,0.0
730,3184,0,0.0
731,3186,0,0.0
732,3187,0,0.0
733,3191,0,0.0
734,3194,0,0.0
735,3197,0,0.0
736,3214,0,0.0
737,3216,0,0.0
738,3217,0,0.0
739,3220,0,0.0
740,3222,0,0.0
741,3223,0,0.0
742,3224,0,0.0
743,3229,0,0.0
744,3232,0,0.0
745,3233,0,0.0
746,3237,0,0.0
747,3245,0,0.0
748,3249,0,0.0
749,3250,0,0.0
750,3250,0,0.0
751,3253,0,0.0
752,3254,0,0.0
753,3256,0,0.0
754,3263,0,0.0
755,3266,0,0.0
756,3269,0,0.0
757,3274,0,0.0
758,3286,0,0.0
759,3294,0,0.0
760,3295,0,0.0
761,3297,0,0.0
762,3312,0,0.0
763,3330,0,0.0
764,3331,0,0.0
765,3334,0,0.0
766,3335,0,0.0
767,3343,0,0.0
768,3347,0,0.0
769,3351,0,0.0
770,3354,0,0.0
771,3357,0,0.0
772,3359,0,0.0
773,3361,0,0.0
774,3371,0,0.0
775,3373,0,0.0
776,3377,0,0.0
777,3385,0,0.0
778,3395,0,0.0
779,3403,0,0.0
780,3404,0,0.0
781,3406,0,0.0
782,3420,0,0.0
783,3427,0,0.0
784,3430,0,0.0
785,3432,0,0.0
786,3436,0,0.0
787,3446,0,0.0
788,3447,0,0.0
789,3452,0,0.0
790,3455,0,0.0
791,3460,0,0.0
792,3472,0,0.0
793,3474,0,0.0
794,3480,0,0.0
795,3483,0,0.0
796,3486,0,0.0
797,3499,0,0.0
798,3501,0,0.0
799,3505,0,0.0
800,3510,0,0.0
801,3511,0,0.0
802,3516,0,0.0
803,3517,0,0.0
804,3540,0,0.0
805,3542,0,0.0
806,3544,0,0.0
807,3554,0,0.0
808,3556,0,0.0
809,3559,0,0.0
810,3562,0,0.0
811,3565,0,0.0
812,3571,0,0.0
813,3572,0,0.0
814,3574,0,0.0
815,3581,0,0.0
816,3587,0,0.0
817,3590,0,0.0
818,3607,0,0.0
819,3611,0,0.0
820,3620,0,0.0
821,3623,0,0.0
822,3624,0,0.0
823,3626,0,0.0
824,3634,0,0.0
825,3639,0,0.0
826,3649,0,0.0
827,3652,0,0.0
828,3659,0,0.0
829,3660,1,0.0
830,3663,0,0.0
831,3664,0,0.0
832,3670,0,0.0
833,3689,0,0.0
834,3690,0,0.0
835,3692,0,0.0
836,3693,0,0.0
837,3695,0,0.0
838,3696,0,0.0
839,3702,0,0.0
840,3706,0,0.0
841,3715,0,0.0
842,3717,0,0.0
843,3719,0,0.0
844,3722,0,0.0
845,3725,0,0.0
846,3726,0,0.0
847,3731,0,0.0
848,3734,0,0.0
849,3739,0,0.0
850,3744,0,0.0
851,3745,0,0.0
852,3759,0,0.0
853,3762,0,0.0
854,3767,0,0.0
855,3771,0,0.0
856,3781,0,0.0
857,3784,0,0.0
858,3797,0,0.0
859,3799,0,0.0
860,3801,0,0.0
861,3803,0,0.0
862,3805,0,0.0
863,3813,0,0.0
864,3822,0,0.0
865,3823,0,0.0
866,3832,0,0.0
867,3841,0,0.0
868,3847,0,0.0
869,3851,0,0.0
870,3854,0,0.0
871,3866,0,0.0
872,3869,0,0.0
873,3874,0,0.0
874,3875,0,0.0
875,3877,0,0.0
876,3886,0,0.0
877,3894,0,0.0
878,3896,0,0.0
879,3901,0,0.0
880,3903,0,0.0
881,3905,0,0.0
882,3906,0,0.0
883,3910,0,0.0
884,3911,0,0.0
885,3913,0,0.0
886,3923,0,0.0
887,3926,0,0.0
888,3931,0,0.0
889,3933,0,0.0
890,3940,0,0.0
891,3942,0,0.0
892,3945,0,0.0
893,3946,0,0.0
894,3950,0,0.0
895,3951,0,0.0
896,3956,1,0.0
897,3960,0,0.0
898,3962,0,0.0
899,3963,0,0.0
900,3967,0,0.0
901,3975,0,0.0
902,3976,0,0.0
903,3985,0,0.0
904,3991,0,0.0
905,3992,0,0.0
906,3994,0,0.0
907,3995,0,0.0
908,3997,0,0.0
909,3999,0,0.0
910,4000,0,0.0
911,4001,0,0.0
912,4002,0,0.0
913,4005,0,0.0
914,4007,0,0.0
915,4010,0,0.0
916,4011,0,0.0
917,4013,0,0.0
918,4014,0,0.0
919,4026,0,0.0
920,4029,0,0.0
921,4033,0,0.0
922,4034,0,0.0
923,4040,0,0.0
924,4041,0,0.0
925,4047,0,0.0
926,4049,0,0.0
927,4053,0,0.0
928,4054,0,0.0
929,4062,0,0.0
930,4065,0,0.0
931,4069,0,0.0
932,4070,0,0.0
933,4072,0,0.0
934,4073,0,0.0
935,4076,0,0.0
936,4080,0,0.0
937,4082,0,0.0
938,4083,0,0.0
939,4085,0,0.0
940,4086,0,0.0
941,4099,0,0.0
942,4104,0,0.0
943,4109,0,0.0
944,4116,0,0.0
945,4117,0,0.0
946,4122,0,0.0
947,4123,0,0.0
948,4126,0,0.0
949,4130,0,0.0
950,4131,0,0.0
951,4134,0,0.0
952,4143,0,0.0
953,4145,0,1.0
954,4147,0,0.0
955,4149,0,0.0
956,4152,0,0.0
957,4153,0,0.0
958,4154,0,0.0
959,4172,0,0.0
960,4173,0,0.0
961,4183,0,0.0
962,4184,0,0.0
963,4190,0,0.0
964,4191,0,0.0
965,4195,0,0.0
966,4202,0,0.0
967,4205,0,0.0
968,4211,0,0.0
969,4215,0,0.0
970,4229,0,0.0
971,4230,0,0.0
972,4231,0,0.0
973,4233,0,0.0
974,4243,0,0.0
975,4250,0,0.0
976,4260,0,0.0
977,4263,0,0.0
978,4265,0,0.0
979,4270,0,0.0
980,4276,0,0.0
981,4277,0,0.0
982,4283,0,0.0
983,4284,0,0.0
984,4291,0,0.0
985,4309,0,0.0
986,4310,0,0.0
987,4314,0,0.0
988,4320,0,0.0
989,4325,0,0.0
990,4329,0,0.0
991,4330,0,0.0
992,4343,0,0.0
993,4344,0,0.0
994,4350,0,0.0
995,4351,0,0.0
996,4352,0,0.0
997,4355,0,0.0
998,4359,0,0.0
999,4360,0,0.0
1000,4366,0,0.0
1001,4369,0,0.0
1002,4370,0,0.0
1003,4374,0,0.0
1004,4377,0,0.0
1005,4383,0,0.0
1006,4387,0,0.0
1007,4390,0,0.0
1008,4392,0,0.0
1009,4396,0,0.0
1010,4402,0,0.0
1011,4403,0,0.0
1012,4405,0,0.0
1013,4406,0,0.0
1014,4407,0,0.0
1015,4409,0,0.0
1016,4414,0,0.0
1017,4419,0,0.0
1018,4427,0,0.0
1019,4432,0,0.0
1020,4434,0,0.0
1021,4437,0,0.0
1022,4440,0,0.0
1023,4442,0,0.0
1024,4449,0,0.0
1025,4460,0,0.0
1026,4461,0,0.0
1027,4469,0,0.0
1028,4470,0,0.0
1029,4476,0,0.0
1030,4477,0,0.0
1031,4480,0,0.0
1032,4482,0,0.0
1033,4483,0,0.0
1034,4484,0,0.0
1035,4485,0,0.0
1036,4486,0,0.0
1037,4499,0,0.0
1038,4514,0,0.0
1039,4516,0,0.0
1040,4517,0,0.0
1041,4520,0,0.0
1042,4522,0,0.0
1043,4527,0,0.0
1044,4530,0,0.0
1045,4531,0,0.0
1046,4533,0,0.0
1047,4539,0,1.0
1048,4542,0,0.0
1049,4543,0,0.0
1050,4546,0,0.0
1051,4547,0,0.0
1052,4549,1,0.0
1053,4553,0,0.0
1054,4561,0,0.0
1055,4570,0,0.0
1056,4572,0,0.0
1057,4577,0,0.0
1058,4582,0,0.0
1059,4587,0,0.0
1060,4589,0,0.0
1061,4590,0,0.0
1062,4596,0,0.0
1063,4607,0,0.0
1064,4610,0,0.0
1065,4614,0,0.0
1066,4621,0,0.0
1067,4623,0,0.0
1068,4624,0,0.0
1069,4627,0,0.0
1070,4630,0,0.0
1071,4633,0,0.0
1072,4634,0,0.0
1073,4637,0,0.0
1074,4647,0,0.0
1075,4651,0,0.0
1076,4655,0,0.0
1077,4656,0,0.0
1078,4662,0,0.0
1079,4664,0,0.0
1080,4667,0,0.0
1081,4670,0,0.0
1082,4671,0,0.0
1083,4675,0,0.0
1084,4681,0,0.0
1085,4682,0,0.0
1086,4683,0,0.0
1087,4690,0,0.0
1088,4696,0,0.0
1089,4703,0,0.0
1090,4704,0,0.0
1091,4709,0,0.0
1092,4712,0,0.0
1093,4713,0,0.0
1094,4715,0,0.0
1095,4716,0,0.0
1096,4722,0,0.0
1097,4725,0,0.0
1098,4732,0,0.0
1099,4736,0,0.0
1100,4741,0,0.0
1101,4745,0,0.0
1102,4752,0,0.0
1103,4754,0,0.0
1104,4757,0,0.0
1105,4761,0,0.0
1106,4762,0,0.0
1107,4769,0,0.0
1108,4772,0,0.0
1109,4783,0,0.0
1110,4795,0,0.0
1111,4796,0,0.0
1112,4797,0,0.0
1113,4799,0,0.0
1114,4800,0,0.0
1115,4806,0,0.0
1116,4810,0,0.0
1117,4812,0,0.0
1118,4813,0,0.0
1119,4817,0,0.0
1120,4821,0,0.0
1121,4823,0,0.0
1122,4825,0,0.0
1123,4830,0,0.0
1124,4833,0,0.0
1125,4844,0,0.0
1126,4852,0,0.0
1127,4855,0,0.0
1128,4856,0,0.0
1129,4857,0,0.0
1130,4859,0,0.0
1131,4863,0,0.0
1132,4866,0,0.0
1133,4873,0,0.0
1134,4876,0,0.0
1135,4884,0,0.0
1136,4895,0,0.0
1137,4897,0,0.0
1138,4900,0,0.0
1139,4902,0,0.0
1140,4910,0,0.0
1141,4911,0,0.0
1142,4914,0,0.0
1143,4915,0,0.0
1144,4916,0,0.0
1145,4921,0,0.0
1146,4934,0,0.0
1147,4953,0,0.0
1148,4954,0,0.0
1149,4959,0,0.0
1150,4960,0,0.0
1151,4962,0,0.0
1152,4966,0,0.0
1153,4971,0,0.0
1154,4974,0,0.0
1155,4976,0,0.0
1156,4979,0,0.0
1157,4980,0,0.0
1158,4990,0,0.0
1159,4994,0,0.0
1160,4995,0,0.0
1161,4997,0,0.0
1162,4999,0,0.0
1163,5001,0,0.0
1164,5003,0,0.0
1165,5005,0,0.0
1166,5007,0,0.0
1167,5011,0,0.0
1168,5019,0,0.0
1169,5020,0,0.0
1170,5023,0,0.0
1171,5029,0,0.0
1172,5036,0,0.0
1173,5037,0,0.0
1174,5040,0,0.0
1175,5047,0,0.0
1176,5051,0,0.0
1177,5057,0,0.0
1178,5059,0,0.0
1179,5060,0,0.0
1180,5061,0,0.0
1181,5067,0,0.0
1182,5073,0,0.0
1183,5074,0,0.0
1184,5076,0,0.0
1185,5080,0,0.0
1186,5081,0,0.0
1187,5083,0,0.0
1188,5086,0,0.0
1189,5087,0,0.0
1190,5089,0,0.0
1191,5097,0,0.0
1192,5115,0,0.0
1193,5130,0,0.0
1194,5139,0,0.0
1195,5143,0,0.0
1196,5152,0,0.0
1197,5153,0,0.0
1198,5155,0,0.0
1199,5159,0,0.0
1200,5163,0,0.0
1201,5166,0,0.0
1202,5167,0,0.0
1203,5169,0,0.0
1204,5172,0,0.0
1205,5173,0,0.0
1206,5174,0,0.0
1207,5176,0,0.0
1208,5187,0,0.0
1209,5193,0,0.0
1210,5195,0,0.0
1211,5199,0,0.0
1212,5201,0,0.0
1213,5205,0,0.0
1214,5207,0,0.0
1215,5214,0,0.0
1216,5221,0,0.0
1217,5227,0,0.0
1218,5245,0,1.0
1219,5247,0,0.0
1220,5249,0,0.0
1221,5253,0,0.0
1222,5262,0,0.0
1223,5265,0,1.0
1224,5265,0,1.0
1225,5269,0,0.0
1226,5270,0,0.0
1227,5271,0,0.0
1228,5272,0,0.0
1229,5281,0,0.0
1230,5289,0,0.0
1231,5293,0,0.0
1232,5296,0,0.0
1233,5303,0,0.0
1234,5313,0,0.0
1235,5332,0,0.0
1236,5334,0,0.0
1237,5336,0,0.0
1238,5337,0,0.0
1239,5339,0,0.0
1240,5341,0,0.0
1241,5342,0,0.0
1242,5346,0,0.0
1243,5354,0,0.0
1244,5356,0,0.0
1245,5360,0,0.0
1246,5370,0,0.0
1247,5373,0,0.0
1248,5375,0,0.0
1249,5379,0,0.0
1250,5382,0,0.0
1251,5386,0,0.0
1252,5394,0,0.0
1253,5397,0,0.0
1254,5400,0,0.0
1255,5401,0,0.0
1256,5403,0,0.0
1257,5412,0,0.0
1258,5413,0,0.0
1259,5419,0,0.0
1260,5423,0,0.0
1261,5424,0,0.0
1262,5427,0,0.0
1263,5430,0,0.0
1264,5439,0,0.0
1265,5440,0,0.0
