,id,medical_help,medical_help_prediction
158,776,0,0.0
159,784,0,0.0
160,786,1,0.0
161,793,0,0.0
162,794,0,0.0
163,795,1,0.0
164,797,0,0.0
165,799,1,0.0
166,800,0,0.0
167,801,0,0.0
168,807,0,0.0
169,821,0,0.0
170,823,0,0.0
171,830,1,0.0
172,844,0,0.0
173,845,0,0.0
174,850,0,0.0
175,854,1,0.0
176,860,0,0.0
177,862,0,0.0
178,867,0,0.0
179,884,0,0.0
180,886,0,0.0
181,890,0,0.0
182,893,0,0.0
183,895,0,0.0
184,899,0,0.0
185,901,0,0.0
186,905,0,0.0
187,907,0,0.0
188,911,0,0.0
189,916,0,0.0
190,917,0,0.0
191,920,1,0.0
192,925,0,0.0
193,926,0,0.0
194,936,0,0.0
195,940,1,1.0
196,942,0,0.0
197,943,0,0.0
198,951,1,0.0
199,953,0,0.0
200,955,0,0.0
201,960,0,0.0
202,970,0,0.0
203,973,0,0.0
204,979,0,0.0
205,980,0,0.0
206,983,0,0.0
207,984,0,0.0
208,985,0,0.0
209,986,0,0.0
210,987,0,0.0
211,996,0,0.0
212,997,0,0.0
213,1000,0,0.0
214,1002,0,0.0
215,1004,1,0.0
216,1005,0,0.0
217,1007,0,0.0
218,1010,0,0.0
219,1012,0,0.0
220,1014,0,0.0
221,1016,0,0.0
222,1019,0,0.0
223,1024,0,0.0
224,1027,0,0.0
225,1031,0,0.0
226,1033,0,0.0
227,1037,0,0.0
228,1039,0,0.0
229,1040,0,0.0
230,1042,0,0.0
231,1043,0,0.0
232,1046,0,0.0
233,1060,0,0.0
234,1063,0,0.0
235,1074,0,0.0
236,1081,0,0.0
237,1084,0,0.0
238,1086,0,0.0
239,1092,0,0.0
240,1094,0,0.0
241,1096,0,0.0
242,1100,0,0.0
243,1101,0,0.0
244,1117,0,0.0
245,1122,0,0.0
246,1123,0,0.0
247,1126,0,0.0
248,1127,0,0.0
249,1130,0,0.0
250,1136,0,0.0
251,1141,0,0.0
252,1145,0,0.0
253,1146,1,0.0
254,1147,0,0.0
255,1149,0,0.0
256,1150,0,0.0
257,1155,0,0.0
258,1157,1,0.0
259,1162,0,0.0
260,1171,0,0.0
261,1174,0,0.0
262,1177,0,0.0
263,1179,0,0.0
264,1182,0,0.0
265,1184,0,0.0
266,1185,0,0.0
267,1186,0,0.0
268,1190,0,1.0
269,1202,0,0.0
270,1204,0,0.0
271,1210,0,0.0
272,1212,0,0.0
273,1217,0,0.0
274,1231,0,0.0
275,1236,0,0.0
276,1243,0,0.0
277,1244,0,0.0
278,1246,0,0.0
279,1249,0,0.0
280,1250,0,0.0
281,1251,0,0.0
282,1255,0,0.0
283,1257,0,0.0
284,1263,0,0.0
285,1264,0,0.0
286,1265,0,0.0
287,1266,0,0.0
288,1271,0,0.0
289,1279,0,0.0
290,1283,0,0.0
291,1284,0,0.0
292,1289,0,0.0
293,1291,0,0.0
294,1293,0,0.0
295,1295,0,0.0
296,1301,0,0.0
297,1316,0,0.0
298,1322,0,0.0
299,1332,0,0.0
300,1333,0,0.0
301,1344,0,0.0
302,1346,1,0.0
303,1360,0,0.0
304,1361,0,0.0
305,1363,0,0.0
306,1364,0,0.0
307,1370,0,0.0
308,1392,1,0.0
309,1400,0,0.0
310,1404,0,0.0
311,1417,0,0.0
312,1419,0,0.0
313,1420,0,0.0
314,1424,0,0.0
315,1425,0,0.0
316,1432,0,0.0
317,1435,0,0.0
318,1439,0,0.0
319,1447,0,1.0
320,1450,0,0.0
321,1452,0,0.0
322,1453,0,0.0
323,1461,0,0.0
324,1471,0,0.0
325,1473,0,0.0
326,1480,0,0.0
327,1484,0,0.0
328,1495,0,0.0
329,1500,0,0.0
330,1501,0,0.0
331,1504,0,0.0
332,1505,0,0.0
333,1506,0,0.0
334,1509,0,0.0
335,1510,0,0.0
336,1513,0,0.0
337,1514,0,0.0
338,1516,0,0.0
339,1517,0,0.0
340,1532,0,0.0
341,1533,0,0.0
342,1539,0,0.0
343,1542,1,0.0
344,1544,0,0.0
345,1545,1,0.0
346,1547,0,0.0
347,1554,0,0.0
348,1557,0,0.0
349,1559,0,0.0
350,1566,0,0.0
351,1570,0,0.0
352,1571,0,0.0
353,1583,0,0.0
354,1587,0,0.0
355,1592,0,0.0
356,1595,0,0.0
357,1596,0,0.0
358,1613,0,0.0
359,1615,0,0.0
360,1617,0,0.0
361,1619,0,0.0
362,1620,0,0.0
363,1623,0,0.0
364,1624,0,0.0
365,1625,0,0.0
366,1629,0,0.0
367,1634,0,0.0
368,1636,0,0.0
369,1640,0,0.0
370,1641,0,0.0
371,1642,0,0.0
372,1654,0,0.0
373,1663,0,0.0
374,1671,0,0.0
375,1675,1,0.0
376,1676,0,0.0
377,1677,0,0.0
378,1683,0,0.0
379,1684,0,0.0
380,1687,1,0.0
381,1693,0,0.0
382,1694,0,0.0
383,1699,0,0.0
384,1701,0,0.0
385,1702,0,0.0
386,1706,0,0.0
387,1709,0,0.0
388,1710,0,1.0
389,1711,0,0.0
390,1716,1,0.0
391,1725,0,0.0
392,1726,0,0.0
393,1731,0,0.0
394,1736,1,0.0
395,1737,0,0.0
396,1739,1,0.0
397,1741,0,0.0
398,1745,0,0.0
399,1747,0,1.0
400,1749,0,0.0
401,1750,1,0.0
402,1753,0,0.0
403,1754,0,0.0
404,1755,0,0.0
405,1756,0,0.0
406,1761,0,0.0
407,1765,0,0.0
408,1766,0,0.0
409,1770,0,0.0
410,1771,0,0.0
411,1774,0,0.0
412,1777,0,0.0
413,1781,0,0.0
414,1782,0,0.0
415,1786,0,0.0
416,1790,0,0.0
417,1795,1,0.0
418,1796,1,0.0
419,1799,0,0.0
420,1800,0,0.0
421,1802,0,0.0
422,1809,0,0.0
423,1814,0,0.0
424,1816,1,0.0
425,1822,0,0.0
426,1823,0,0.0
427,1829,0,0.0
428,1830,0,0.0
429,1831,0,0.0
430,1835,0,0.0
431,1841,0,0.0
432,1842,0,0.0
433,1844,0,0.0
434,1850,0,0.0
435,1859,0,0.0
436,1869,0,0.0
437,1873,0,0.0
438,1889,0,0.0
439,1901,0,0.0
440,1902,0,0.0
441,1903,0,0.0
442,1905,0,0.0
443,1915,0,0.0
444,1920,0,0.0
445,1932,0,0.0
446,1933,0,0.0
447,1941,0,0.0
448,1942,0,0.0
449,1949,0,0.0
450,1956,0,0.0
451,1960,0,0.0
452,1961,1,0.0
453,1963,0,0.0
454,1964,0,0.0
455,1966,0,0.0
456,1969,0,0.0
457,1970,0,0.0
458,1971,0,0.0
459,1975,1,0.0
460,1977,0,0.0
461,1981,1,0.0
462,1982,0,0.0
463,1983,0,0.0
464,1985,0,0.0
465,1989,0,0.0
466,1993,0,0.0
467,2000,0,0.0
468,2001,0,0.0
469,2007,0,0.0
470,2010,0,0.0
471,2015,0,0.0
472,2020,0,0.0
473,2029,0,0.0
474,2032,0,0.0
475,2033,0,0.0
476,2037,0,0.0
477,2049,1,0.0
478,2053,0,0.0
479,2059,0,0.0
480,2062,0,0.0
481,2064,0,0.0
482,2070,0,0.0
483,2075,0,0.0
484,2082,0,0.0
485,2086,0,0.0
486,2092,0,0.0
487,2094,0,0.0
488,2101,0,0.0
489,2102,1,0.0
490,2104,0,0.0
491,2105,0,0.0
492,2109,1,0.0
493,2113,0,0.0
494,2115,0,0.0
495,2119,0,1.0
496,2121,0,0.0
497,2123,0,0.0
498,2131,0,0.0
499,2132,0,0.0
500,2142,0,0.0
501,2143,0,0.0
502,2144,0,0.0
503,2149,0,0.0
504,2151,0,0.0
505,2152,0,0.0
506,2163,0,0.0
507,2170,0,0.0
508,2175,0,0.0
509,2180,0,0.0
510,2185,0,0.0
511,2187,0,0.0
512,2189,0,0.0
513,2191,0,0.0
514,2192,0,0.0
515,2193,0,0.0
516,2194,0,0.0
517,2197,0,0.0
518,2199,1,0.0
519,2202,0,0.0
520,2204,0,0.0
521,2205,0,0.0
522,2207,0,0.0
523,2209,0,0.0
524,2211,0,0.0
525,2215,0,0.0
526,2222,0,0.0
527,2226,0,0.0
528,2229,1,1.0
529,2235,0,0.0
530,2240,0,0.0
531,2243,0,0.0
532,2254,0,0.0
533,2256,0,0.0
534,2257,0,0.0
535,2260,0,0.0
536,2261,0,0.0
537,2266,0,0.0
538,2267,0,0.0
539,2271,0,0.0
540,2275,0,0.0
541,2277,0,0.0
542,2282,0,0.0
543,2284,0,0.0
544,2297,0,0.0
545,2299,0,0.0
546,2300,0,0.0
547,2303,0,0.0
548,2304,0,0.0
549,2307,0,0.0
550,2313,0,0.0
551,2315,0,0.0
552,2322,0,0.0
553,2326,0,0.0
554,2339,0,0.0
555,2340,0,0.0
556,2342,0,0.0
557,2344,0,0.0
558,2346,0,0.0
559,2349,0,0.0
560,2353,0,0.0
561,2356,0,0.0
562,2359,0,0.0
563,2360,0,0.0
564,2367,0,0.0
565,2376,0,0.0
566,2377,1,0.0
567,2381,0,0.0
568,2382,0,0.0
569,2384,0,0.0
570,2389,1,0.0
571,2392,0,0.0
572,2395,0,0.0
573,2397,0,0.0
574,2400,1,0.0
575,2401,0,0.0
576,2403,0,0.0
577,2414,0,0.0
578,2417,0,0.0
579,2420,0,0.0
580,2422,0,0.0
581,2433,0,0.0
582,2439,0,0.0
583,2444,0,0.0
584,2449,1,1.0
585,2450,0,0.0
586,2451,1,0.0
587,2462,0,0.0
588,2463,0,0.0
589,2469,0,0.0
590,2470,0,0.0
591,2473,0,0.0
592,2476,0,0.0
593,2482,0,0.0
594,2486,0,0.0
595,2487,0,0.0
596,2489,0,0.0
597,2491,0,0.0
598,2493,0,0.0
599,2496,0,0.0
600,2510,0,0.0
601,2513,0,0.0
602,2516,0,0.0
603,2529,0,0.0
604,2531,0,0.0
605,2532,0,0.0
606,2534,0,0.0
607,2535,0,0.0
608,2540,0,0.0
609,2553,1,0.0
610,2563,0,0.0
611,2564,0,0.0
612,2565,0,0.0
613,2569,0,0.0
614,2572,0,0.0
615,2575,0,0.0
616,2583,0,0.0
617,2584,0,0.0
618,2592,0,0.0
619,2611,0,1.0
620,2617,0,0.0
621,2619,0,0.0
622,2629,0,0.0
623,2631,0,0.0
624,2635,0,0.0
625,2636,0,0.0
626,2639,0,0.0
627,2640,0,0.0
628,2656,0,0.0
629,2662,0,0.0
630,2663,0,0.0
631,2667,0,0.0
632,2670,1,0.0
633,2673,0,0.0
634,2674,0,0.0
635,2676,0,0.0
636,2677,0,0.0
637,2685,0,0.0
638,2691,0,0.0
639,2692,0,0.0
640,2693,0,0.0
641,2694,0,0.0
642,2695,0,0.0
643,2704,0,0.0
644,2706,0,0.0
645,2713,0,0.0
646,2723,0,0.0
647,2727,0,0.0
648,2729,0,0.0
649,2736,0,0.0
650,2741,0,0.0
651,2755,0,0.0
652,2762,0,0.0
653,2763,1,0.0
654,2777,0,0.0
655,2781,0,0.0
656,2782,0,0.0
657,2786,0,0.0
658,2791,0,0.0
659,2799,0,1.0
660,2801,0,0.0
661,2803,0,0.0
662,2805,0,0.0
663,2814,0,0.0
664,2816,0,0.0
665,2820,0,0.0
666,2822,0,1.0
667,2825,0,0.0
668,2831,0,0.0
669,2840,0,1.0
670,2842,1,0.0
671,2846,0,0.0
672,2860,0,0.0
673,2862,0,0.0
674,2877,0,0.0
675,2886,0,0.0
676,2892,0,0.0
677,2905,0,0.0
678,2911,0,0.0
679,2915,0,0.0
680,2916,0,0.0
681,2923,0,0.0
682,2924,0,0.0
683,2925,0,0.0
684,2929,0,0.0
685,2935,0,0.0
686,2936,0,0.0
687,2941,0,0.0
688,2943,0,0.0
689,2947,0,0.0
690,2959,0,0.0
691,2962,0,0.0
692,2974,0,0.0
693,2975,0,0.0
694,2979,0,0.0
695,2982,0,0.0
696,2984,0,0.0
697,2987,0,0.0
698,2991,0,0.0
699,2992,0,0.0
700,2993,1,0.0
701,2995,1,0.0
702,3002,0,0.0
703,3003,0,1.0
704,3004,0,0.0
705,3019,0,0.0
706,3023,0,0.0
707,3027,0,0.0
708,3029,0,0.0
709,3032,0,0.0
710,3034,0,0.0
711,3036,0,0.0
712,3037,0,0.0
713,3039,0,0.0
714,3041,0,0.0
715,3047,0,0.0
716,3051,0,0.0
717,3055,0,0.0
718,3056,0,0.0
719,3064,0,0.0
720,3065,0,0.0
721,3073,0,0.0
722,3077,0,0.0
723,3086,0,0.0
724,3092,0,0.0
725,3093,0,0.0
726,3102,0,0.0
727,3103,0,0.0
728,3104,0,0.0
729,3107,0,0.0
730,3112,0,1.0
731,3119,0,0.0
732,3125,0,0.0
733,3131,0,0.0
734,3132,0,0.0
735,3134,0,0.0
736,3143,1,0.0
737,3144,0,0.0
738,3151,0,0.0
739,3153,0,0.0
740,3154,0,0.0
741,3159,0,0.0
742,3163,0,0.0
743,3170,0,0.0
744,3172,0,0.0
745,3182,0,0.0
746,3185,0,0.0
747,3186,0,0.0
748,3192,0,0.0
749,3197,0,0.0
750,3216,0,0.0
751,3217,0,0.0
752,3219,0,0.0
753,3220,0,0.0
754,3221,0,0.0
755,3223,0,0.0
756,3224,0,0.0
757,3229,0,0.0
758,3234,0,0.0
759,3240,0,1.0
760,3246,0,0.0
761,3250,0,0.0
762,3254,0,0.0
763,3256,0,0.0
764,3257,0,0.0
765,3261,0,0.0
766,3264,0,0.0
767,3265,0,0.0
768,3269,0,0.0
769,3276,0,0.0
770,3283,0,0.0
771,3287,0,0.0
772,3295,0,0.0
773,3296,0,0.0
774,3297,0,0.0
775,3299,0,0.0
776,3309,0,0.0
777,3310,0,0.0
778,3317,0,0.0
779,3322,0,0.0
780,3333,0,0.0
781,3334,0,0.0
782,3335,0,0.0
783,3341,1,0.0
784,3344,0,0.0
785,3345,0,0.0
786,3347,0,0.0
787,3354,0,0.0
788,3356,0,0.0
789,3360,0,0.0
790,3361,0,0.0
791,3369,0,0.0
792,3370,0,0.0
793,3372,0,0.0
794,3374,0,0.0
795,3375,0,0.0
796,3376,0,0.0
797,3379,0,0.0
798,3381,0,0.0
799,3382,1,0.0
800,3386,0,0.0
801,3394,0,0.0
802,3395,0,0.0
803,3402,0,0.0
804,3404,0,0.0
805,3411,0,0.0
806,3413,0,0.0
807,3415,0,0.0
808,3420,0,0.0
809,3421,1,0.0
810,3422,0,0.0
811,3424,0,0.0
812,3425,0,0.0
813,3427,0,0.0
814,3436,0,0.0
815,3440,0,0.0
816,3441,0,0.0
817,3450,0,0.0
818,3456,0,0.0
819,3457,0,0.0
820,3470,0,0.0
821,3471,0,0.0
822,3481,0,0.0
823,3485,0,0.0
824,3486,0,0.0
825,3487,0,0.0
826,3489,0,0.0
827,3490,0,0.0
828,3491,0,0.0
829,3501,0,0.0
830,3511,0,0.0
831,3522,0,0.0
832,3524,0,1.0
833,3526,0,0.0
834,3530,0,0.0
835,3535,0,0.0
836,3536,0,0.0
837,3539,0,0.0
838,3550,0,0.0
839,3551,0,0.0
840,3552,0,0.0
841,3554,0,0.0
842,3555,0,0.0
843,3556,0,0.0
844,3559,0,0.0
845,3562,0,0.0
846,3572,0,0.0
847,3574,0,0.0
848,3581,0,0.0
849,3582,0,0.0
850,3584,0,0.0
851,3594,0,0.0
852,3606,0,0.0
853,3609,0,0.0
854,3610,0,0.0
855,3613,0,0.0
856,3615,0,0.0
857,3617,0,0.0
858,3621,0,0.0
859,3623,0,0.0
860,3629,0,0.0
861,3631,0,0.0
862,3633,0,0.0
863,3643,0,0.0
864,3647,0,0.0
865,3651,0,0.0
866,3655,0,0.0
867,3662,0,0.0
868,3663,0,0.0
869,3669,0,0.0
870,3670,0,0.0
871,3675,0,0.0
872,3676,0,0.0
873,3687,0,0.0
874,3694,0,0.0
875,3703,0,0.0
876,3705,0,0.0
877,3711,0,0.0
878,3715,0,0.0
879,3716,0,0.0
880,3719,0,0.0
881,3720,0,0.0
882,3723,0,0.0
883,3727,0,0.0
884,3729,0,0.0
885,3735,0,0.0
886,3737,0,0.0
887,3740,0,0.0
888,3741,0,0.0
889,3743,0,0.0
890,3745,0,0.0
891,3747,0,0.0
892,3754,0,0.0
893,3755,0,0.0
894,3761,0,0.0
895,3762,0,0.0
896,3767,0,0.0
897,3770,0,0.0
898,3774,0,0.0
899,3782,0,0.0
900,3791,0,0.0
901,3801,0,0.0
902,3802,0,0.0
903,3803,0,0.0
904,3806,0,0.0
905,3809,1,0.0
906,3810,0,0.0
907,3812,0,0.0
908,3814,0,0.0
909,3819,0,0.0
910,3820,0,0.0
911,3821,0,0.0
912,3829,0,0.0
913,3830,0,0.0
914,3831,0,0.0
915,3834,1,0.0
916,3840,0,0.0
917,3842,0,0.0
918,3843,0,0.0
919,3846,0,0.0
920,3854,0,0.0
921,3855,1,0.0
922,3861,1,0.0
923,3862,0,0.0
924,3863,0,0.0
925,3875,0,0.0
926,3876,0,0.0
927,3881,0,0.0
928,3882,1,0.0
929,3886,0,0.0
930,3899,0,0.0
931,3903,0,0.0
932,3905,1,0.0
933,3912,0,0.0
934,3914,0,0.0
935,3915,0,0.0
936,3917,0,0.0
937,3919,0,0.0
938,3920,0,0.0
939,3921,0,0.0
940,3923,0,0.0
941,3926,0,0.0
942,3929,0,0.0
943,3931,0,0.0
944,3935,0,0.0
945,3939,0,0.0
946,3941,0,0.0
947,3942,0,1.0
948,3943,0,0.0
949,3944,1,0.0
950,3955,0,0.0
951,3959,0,0.0
952,3960,0,0.0
953,3966,0,0.0
954,3972,0,0.0
955,3975,0,0.0
956,3981,0,0.0
957,3982,0,0.0
958,3986,0,0.0
959,3993,0,0.0
960,3994,0,0.0
961,4000,0,0.0
962,4001,1,0.0
963,4009,0,0.0
964,4017,0,0.0
965,4021,1,0.0
966,4032,0,0.0
967,4043,0,0.0
968,4051,0,0.0
969,4060,0,0.0
970,4066,0,0.0
971,4067,0,0.0
972,4072,0,0.0
973,4074,0,0.0
974,4076,0,0.0
975,4077,0,0.0
976,4080,0,0.0
977,4084,0,0.0
978,4087,0,0.0
979,4093,0,0.0
980,4097,0,0.0
981,4099,1,0.0
982,4104,0,1.0
983,4105,0,0.0
984,4106,0,0.0
985,4107,0,0.0
986,4109,1,0.0
987,4117,0,0.0
988,4122,0,1.0
989,4129,0,0.0
990,4134,0,0.0
991,4143,0,0.0
992,4147,0,0.0
993,4154,0,0.0
994,4157,0,0.0
995,4161,0,0.0
996,4165,0,0.0
997,4171,0,0.0
998,4173,0,0.0
999,4175,0,0.0
1000,4176,0,0.0
1001,4177,1,0.0
1002,4179,0,0.0
1003,4184,0,0.0
1004,4185,0,0.0
1005,4189,0,0.0
1006,4195,0,0.0
1007,4196,0,0.0
1008,4197,0,0.0
1009,4199,0,0.0
1010,4209,0,0.0
1011,4210,0,0.0
1012,4211,0,0.0
1013,4213,0,0.0
1014,4216,0,0.0
1015,4217,0,0.0
1016,4224,0,0.0
1017,4231,0,0.0
1018,4233,0,1.0
1019,4241,0,0.0
1020,4243,0,0.0
1021,4246,0,0.0
1022,4250,0,0.0
1023,4252,0,1.0
1024,4253,0,0.0
1025,4257,0,0.0
1026,4261,0,0.0
1027,4263,0,0.0
1028,4265,0,0.0
1029,4280,0,0.0
1030,4283,0,0.0
1031,4291,0,0.0
1032,4293,0,0.0
1033,4295,0,0.0
1034,4300,0,0.0
1035,4306,0,0.0
1036,4313,0,0.0
1037,4320,0,0.0
1038,4324,0,0.0
1039,4331,1,0.0
1040,4333,0,0.0
1041,4336,0,1.0
1042,4337,0,0.0
1043,4339,0,0.0
1044,4340,0,0.0
1045,4343,0,0.0
1046,4344,0,0.0
1047,4352,0,0.0
1048,4355,1,0.0
1049,4357,1,0.0
1050,4359,0,0.0
1051,4360,0,0.0
1052,4361,0,0.0
1053,4369,0,0.0
1054,4373,0,0.0
1055,4379,0,0.0
1056,4386,0,0.0
1057,4391,0,0.0
1058,4395,0,0.0
1059,4397,0,0.0
1060,4399,0,0.0
1061,4403,0,0.0
1062,4406,0,0.0
1063,4407,1,0.0
1064,4411,0,0.0
1065,4412,0,0.0
1066,4420,0,0.0
1067,4430,0,0.0
1068,4432,0,0.0
1069,4434,0,0.0
1070,4449,0,0.0
1071,4459,0,0.0
1072,4461,1,0.0
1073,4462,0,0.0
1074,4464,0,0.0
1075,4469,0,0.0
1076,4471,0,0.0
1077,4472,0,0.0
1078,4473,1,0.0
1079,4475,0,0.0
1080,4479,0,0.0
1081,4480,0,0.0
1082,4482,1,0.0
1083,4493,0,0.0
1084,4497,0,0.0
1085,4502,0,0.0
1086,4507,0,0.0
1087,4509,0,0.0
1088,4513,0,0.0
1089,4516,1,0.0
1090,4522,0,0.0
1091,4524,0,0.0
1092,4530,0,0.0
1093,4531,0,0.0
1094,4535,0,0.0
1095,4542,0,0.0
1096,4546,0,0.0
1097,4551,0,0.0
1098,4560,0,0.0
1099,4561,0,0.0
1100,4563,0,0.0
1101,4564,0,0.0
1102,4565,0,0.0
1103,4574,0,0.0
1104,4575,1,0.0
1105,4580,0,0.0
1106,4587,1,0.0
1107,4590,0,0.0
1108,4594,0,0.0
1109,4595,0,0.0
1110,4597,0,0.0
1111,4602,0,1.0
1112,4605,0,0.0
1113,4607,0,0.0
1114,4613,0,0.0
1115,4614,0,0.0
1116,4617,0,0.0
1117,4622,0,0.0
1118,4630,0,0.0
1119,4636,0,0.0
1120,4637,0,0.0
1121,4639,0,0.0
1122,4640,0,0.0
1123,4645,0,0.0
1124,4649,0,0.0
1125,4650,0,0.0
1126,4654,0,0.0
1127,4659,0,0.0
1128,4664,0,0.0
1129,4671,0,0.0
1130,4673,0,0.0
1131,4676,0,0.0
1132,4686,0,0.0
1133,4691,0,0.0
1134,4704,0,0.0
1135,4712,1,0.0
1136,4717,0,0.0
1137,4732,0,0.0
1138,4740,0,0.0
1139,4745,0,0.0
1140,4747,0,0.0
1141,4749,0,0.0
1142,4753,0,0.0
1143,4754,0,0.0
1144,4760,0,0.0
1145,4779,0,0.0
1146,4780,0,0.0
1147,4783,0,0.0
1148,4785,0,0.0
1149,4787,0,0.0
1150,4791,0,0.0
1151,4795,0,0.0
1152,4807,0,0.0
1153,4812,0,0.0
1154,4813,0,0.0
1155,4815,0,0.0
1156,4819,0,0.0
1157,4825,0,0.0
1158,4826,1,0.0
1159,4827,0,0.0
1160,4842,0,0.0
1161,4849,0,0.0
1162,4852,0,0.0
1163,4855,0,0.0
1164,4861,0,0.0
1165,4863,0,0.0
1166,4872,0,0.0
1167,4873,0,0.0
1168,4876,0,0.0
1169,4877,0,0.0
1170,4881,0,0.0
1171,4882,0,0.0
1172,4885,0,0.0
1173,4889,0,0.0
1174,4890,0,0.0
1175,4909,0,0.0
1176,4910,0,0.0
1177,4916,1,0.0
1178,4919,0,0.0
1179,4921,0,0.0
1180,4924,0,0.0
1181,4931,1,0.0
1182,4941,1,0.0
1183,4942,0,0.0
1184,4943,0,0.0
1185,4947,0,0.0
1186,4950,1,0.0
1187,4956,0,0.0
1188,4961,0,0.0
1189,4962,0,0.0
1190,4965,0,0.0
1191,4969,1,0.0
1192,4972,0,0.0
1193,4979,0,0.0
1194,4982,0,0.0
1195,4990,0,0.0
1196,4991,0,0.0
1197,4994,0,0.0
1198,4995,0,0.0
1199,5005,0,0.0
1200,5006,0,0.0
1201,5016,0,0.0
1202,5017,0,0.0
1203,5025,0,0.0
1204,5029,0,0.0
1205,5035,0,0.0
1206,5037,0,0.0
1207,5045,0,0.0
1208,5046,0,0.0
1209,5047,0,0.0
1210,5050,0,0.0
1211,5051,0,0.0
1212,5052,0,0.0
1213,5056,0,0.0
1214,5060,0,0.0
1215,5064,0,0.0
1216,5069,1,0.0
1217,5074,0,0.0
1218,5077,0,0.0
1219,5080,0,0.0
1220,5083,0,0.0
1221,5089,1,0.0
1222,5094,0,0.0
1223,5095,0,0.0
1224,5096,0,0.0
1225,5100,0,0.0
1226,5101,1,0.0
1227,5106,0,0.0
1228,5110,0,0.0
1229,5114,0,0.0
1230,5132,0,0.0
1231,5133,0,0.0
1232,5137,0,0.0
1233,5140,0,0.0
1234,5144,0,0.0
1235,5149,0,0.0
1236,5155,0,0.0
1237,5161,0,0.0
1238,5165,0,0.0
1239,5167,0,0.0
1240,5174,0,0.0
1241,5177,0,0.0
1242,5179,0,0.0
1243,5180,0,0.0
1244,5181,0,0.0
1245,5182,0,0.0
1246,5186,0,0.0
1247,5187,0,0.0
1248,5199,0,0.0
1249,5200,0,1.0
1250,5201,0,0.0
1251,5203,0,0.0
1252,5209,0,0.0
1253,5210,0,0.0
1254,5214,0,0.0
1255,5219,0,0.0
1256,5221,0,0.0
1257,5229,0,0.0
1258,5231,0,0.0
1259,5233,0,0.0
1260,5234,0,0.0
1261,5240,0,0.0
1262,5241,0,0.0
1263,5242,0,0.0
