,id,other_weather,other_weather_prediction
166,711,0,0.0
167,712,0,0.0
168,720,0,0.0
169,730,0,0.0
170,731,0,0.0
171,733,0,0.0
172,734,0,0.0
173,736,0,0.0
174,745,0,0.0
175,749,0,0.0
176,756,0,0.0
177,765,0,0.0
178,787,0,0.0
179,791,0,0.0
180,793,0,0.0
181,795,0,0.0
182,796,0,0.0
183,801,0,0.0
184,802,0,0.0
185,805,0,0.0
186,807,0,0.0
187,811,0,0.0
188,813,0,0.0
189,819,0,0.0
190,821,0,0.0
191,827,0,0.0
192,831,0,0.0
193,834,0,0.0
194,835,0,0.0
195,845,0,0.0
196,849,0,0.0
197,854,0,0.0
198,862,0,0.0
199,862,0,0.0
200,863,0,0.0
201,864,0,0.0
202,866,0,0.0
203,869,0,0.0
204,871,0,0.0
205,872,0,0.0
206,876,0,0.0
207,877,0,0.0
208,880,0,0.0
209,885,0,0.0
210,886,0,0.0
211,892,0,0.0
212,896,0,0.0
213,897,0,0.0
214,905,0,0.0
215,911,0,0.0
216,915,0,0.0
217,920,0,0.0
218,924,0,0.0
219,925,0,0.0
220,927,0,0.0
221,932,0,0.0
222,936,0,0.0
223,937,0,0.0
224,942,0,0.0
225,951,0,0.0
226,952,0,0.0
227,957,0,0.0
228,970,0,0.0
229,971,0,0.0
230,976,0,0.0
231,979,0,0.0
232,985,0,0.0
233,990,0,0.0
234,991,0,0.0
235,995,0,0.0
236,1000,0,0.0
237,1001,1,0.0
238,1002,0,0.0
239,1006,0,0.0
240,1007,0,0.0
241,1012,0,0.0
242,1013,0,0.0
243,1015,0,0.0
244,1017,0,0.0
245,1021,0,0.0
246,1023,0,0.0
247,1024,0,0.0
248,1025,0,0.0
249,1031,0,0.0
250,1036,0,0.0
251,1040,1,0.0
252,1043,1,0.0
253,1044,0,0.0
254,1047,0,0.0
255,1049,0,0.0
256,1053,0,0.0
257,1055,0,0.0
258,1056,0,0.0
259,1061,1,0.0
260,1063,0,0.0
261,1066,0,0.0
262,1069,0,0.0
263,1080,0,0.0
264,1082,0,0.0
265,1093,0,0.0
266,1099,0,0.0
267,1103,0,0.0
268,1104,0,0.0
269,1106,0,0.0
270,1111,0,0.0
271,1113,0,0.0
272,1119,0,0.0
273,1122,1,0.0
274,1126,0,0.0
275,1130,0,0.0
276,1146,0,0.0
277,1150,0,0.0
278,1154,0,0.0
279,1157,0,0.0
280,1160,0,0.0
281,1166,0,0.0
282,1171,0,0.0
283,1177,0,0.0
284,1179,0,0.0
285,1182,0,0.0
286,1195,0,0.0
287,1196,0,0.0
288,1205,0,0.0
289,1212,0,0.0
290,1221,0,0.0
291,1223,0,0.0
292,1230,0,0.0
293,1231,0,0.0
294,1232,0,0.0
295,1244,0,0.0
296,1257,0,0.0
297,1260,0,0.0
298,1262,0,0.0
299,1263,0,0.0
300,1266,0,0.0
301,1267,0,0.0
302,1270,0,0.0
303,1271,0,0.0
304,1275,0,0.0
305,1276,0,0.0
306,1284,0,0.0
307,1289,0,0.0
308,1293,0,0.0
309,1299,0,0.0
310,1305,0,0.0
311,1307,0,0.0
312,1309,0,0.0
313,1312,0,0.0
314,1317,0,0.0
315,1320,0,0.0
316,1327,0,0.0
317,1331,0,0.0
318,1337,0,0.0
319,1351,0,0.0
320,1356,0,0.0
321,1365,0,0.0
322,1366,0,0.0
323,1367,0,0.0
324,1369,0,0.0
325,1372,0,0.0
326,1374,0,0.0
327,1377,0,0.0
328,1379,0,0.0
329,1382,0,0.0
330,1386,0,0.0
331,1387,0,0.0
332,1390,1,0.0
333,1399,0,0.0
334,1405,0,0.0
335,1409,0,0.0
336,1415,0,0.0
337,1420,1,0.0
338,1422,0,0.0
339,1423,0,0.0
340,1426,1,0.0
341,1427,0,0.0
342,1434,0,0.0
343,1436,0,0.0
344,1445,0,0.0
345,1454,0,0.0
346,1456,0,0.0
347,1463,0,0.0
348,1466,0,0.0
349,1483,0,0.0
350,1490,0,0.0
351,1491,1,0.0
352,1492,0,0.0
353,1502,0,0.0
354,1507,0,0.0
355,1514,0,0.0
356,1516,0,0.0
357,1517,0,0.0
358,1522,0,0.0
359,1524,0,0.0
360,1537,0,0.0
361,1540,0,0.0
362,1541,0,0.0
363,1543,0,0.0
364,1544,0,0.0
365,1560,0,0.0
366,1562,0,0.0
367,1569,0,0.0
368,1573,0,0.0
369,1574,0,0.0
370,1577,0,0.0
371,1580,0,0.0
372,1581,0,0.0
373,1582,0,0.0
374,1585,0,1.0
375,1586,0,0.0
376,1589,0,0.0
377,1590,0,0.0
378,1591,0,0.0
379,1594,0,0.0
380,1596,0,0.0
381,1601,0,0.0
382,1602,0,0.0
383,1606,0,0.0
384,1611,0,0.0
385,1625,0,0.0
386,1626,0,0.0
387,1637,0,0.0
388,1639,0,0.0
389,1640,0,0.0
390,1641,0,0.0
391,1643,1,0.0
392,1644,0,0.0
393,1645,0,0.0
394,1646,0,0.0
395,1650,0,0.0
396,1659,0,0.0
397,1663,0,0.0
398,1671,0,0.0
399,1673,0,0.0
400,1677,0,0.0
401,1682,0,0.0
402,1684,0,0.0
403,1685,0,0.0
404,1690,0,0.0
405,1691,0,0.0
406,1694,0,0.0
407,1695,0,0.0
408,1697,0,0.0
409,1702,0,0.0
410,1703,0,0.0
411,1710,0,0.0
412,1715,0,0.0
413,1716,0,0.0
414,1719,0,0.0
415,1720,0,0.0
416,1726,0,0.0
417,1731,0,0.0
418,1732,0,0.0
419,1742,0,0.0
420,1743,0,0.0
421,1745,0,0.0
422,1757,0,0.0
423,1761,0,0.0
424,1765,0,0.0
425,1767,0,0.0
426,1774,0,0.0
427,1775,0,0.0
428,1784,0,0.0
429,1786,0,0.0
430,1791,0,0.0
431,1793,0,0.0
432,1795,0,0.0
433,1797,0,0.0
434,1806,0,0.0
435,1813,0,0.0
436,1814,0,0.0
437,1817,0,0.0
438,1825,0,0.0
439,1826,0,0.0
440,1832,0,0.0
441,1835,0,0.0
442,1836,0,0.0
443,1837,0,0.0
444,1840,0,0.0
445,1842,0,0.0
446,1844,0,0.0
447,1845,0,0.0
448,1846,0,0.0
449,1847,0,0.0
450,1850,0,0.0
451,1852,0,0.0
452,1853,0,0.0
453,1854,0,0.0
454,1857,0,0.0
455,1859,0,0.0
456,1870,0,0.0
457,1874,0,0.0
458,1875,0,0.0
459,1876,0,0.0
460,1886,0,0.0
461,1887,0,0.0
462,1894,0,0.0
463,1895,0,0.0
464,1899,0,0.0
465,1900,0,0.0
466,1901,0,0.0
467,1905,0,0.0
468,1906,0,0.0
469,1907,0,0.0
470,1913,0,0.0
471,1915,0,0.0
472,1926,0,0.0
473,1930,0,0.0
474,1939,0,0.0
475,1940,0,0.0
476,1941,0,0.0
477,1949,0,0.0
478,1955,0,0.0
479,1957,0,0.0
480,1959,0,0.0
481,1963,0,0.0
482,1964,0,0.0
483,1970,1,0.0
484,1974,0,0.0
485,1975,0,0.0
486,1979,0,0.0
487,1980,0,0.0
488,1981,0,0.0
489,1983,0,0.0
490,1984,0,0.0
491,1985,0,0.0
492,1986,0,0.0
493,1987,0,0.0
494,1991,0,0.0
495,1997,0,0.0
496,2005,0,0.0
497,2007,0,0.0
498,2009,0,0.0
499,2012,0,0.0
500,2014,0,0.0
501,2015,0,0.0
502,2016,0,0.0
503,2020,0,0.0
504,2021,0,0.0
505,2023,0,0.0
506,2032,0,0.0
507,2040,0,0.0
508,2042,0,0.0
509,2057,0,0.0
510,2061,0,0.0
511,2070,0,0.0
512,2075,0,0.0
513,2076,0,0.0
514,2079,0,0.0
515,2080,0,0.0
516,2081,0,0.0
517,2083,0,0.0
518,2093,0,0.0
519,2095,0,0.0
520,2096,0,0.0
521,2099,0,0.0
522,2112,0,0.0
523,2116,0,0.0
524,2126,0,0.0
525,2132,0,0.0
526,2134,0,0.0
527,2137,0,0.0
528,2139,0,0.0
529,2153,0,0.0
530,2154,0,0.0
531,2156,0,0.0
532,2163,0,0.0
533,2164,0,0.0
534,2175,0,0.0
535,2176,0,0.0
536,2180,0,0.0
537,2185,0,0.0
538,2186,0,0.0
539,2192,0,0.0
540,2197,0,0.0
541,2202,0,0.0
542,2204,0,0.0
543,2206,0,0.0
544,2215,0,0.0
545,2216,0,0.0
546,2240,0,0.0
547,2245,0,0.0
548,2250,0,0.0
549,2251,0,0.0
550,2252,0,0.0
551,2260,0,0.0
552,2261,0,0.0
553,2264,0,0.0
554,2267,0,0.0
555,2271,0,0.0
556,2276,0,0.0
557,2282,0,0.0
558,2285,0,0.0
559,2287,0,0.0
560,2292,0,0.0
561,2293,0,0.0
562,2297,0,0.0
563,2299,0,0.0
564,2303,0,0.0
565,2304,0,0.0
566,2307,0,0.0
567,2316,0,0.0
568,2321,0,0.0
569,2325,0,0.0
570,2333,0,0.0
571,2335,0,0.0
572,2336,0,0.0
573,2341,0,0.0
574,2343,1,0.0
575,2344,0,0.0
576,2349,0,0.0
577,2352,0,0.0
578,2360,0,0.0
579,2362,0,0.0
580,2365,0,0.0
581,2367,0,0.0
582,2369,0,0.0
583,2372,0,0.0
584,2374,0,0.0
585,2375,0,0.0
586,2377,0,0.0
587,2381,0,0.0
588,2385,0,0.0
589,2386,0,0.0
590,2389,0,0.0
591,2393,0,0.0
592,2397,0,0.0
593,2403,0,0.0
594,2404,0,0.0
595,2405,0,0.0
596,2406,0,0.0
597,2411,0,0.0
598,2412,0,0.0
599,2416,0,0.0
600,2424,0,0.0
601,2426,0,0.0
602,2439,0,0.0
603,2441,0,0.0
604,2446,0,0.0
605,2449,0,0.0
606,2450,0,0.0
607,2452,0,0.0
608,2453,0,0.0
609,2456,0,0.0
610,2460,0,0.0
611,2461,0,0.0
612,2463,0,0.0
613,2464,0,0.0
614,2467,0,0.0
615,2469,0,0.0
616,2472,0,0.0
617,2473,0,0.0
618,2474,0,0.0
619,2481,0,0.0
620,2491,0,0.0
621,2496,0,0.0
622,2501,0,0.0
623,2504,0,0.0
624,2507,0,0.0
625,2510,0,0.0
626,2516,0,0.0
627,2517,0,0.0
628,2527,0,0.0
629,2529,0,0.0
630,2533,0,0.0
631,2534,0,0.0
632,2543,0,0.0
633,2545,0,0.0
634,2547,0,0.0
635,2549,0,0.0
636,2553,0,0.0
637,2557,0,0.0
638,2564,0,0.0
639,2579,0,0.0
640,2580,0,0.0
641,2581,0,0.0
642,2586,0,0.0
643,2587,0,0.0
644,2595,0,0.0
645,2596,0,0.0
646,2600,0,0.0
647,2605,0,0.0
648,2606,0,0.0
649,2610,0,0.0
650,2611,0,0.0
651,2615,0,0.0
652,2616,0,0.0
653,2622,0,0.0
654,2623,0,0.0
655,2624,0,0.0
656,2627,0,0.0
657,2639,0,0.0
658,2643,0,0.0
659,2647,0,0.0
660,2650,0,0.0
661,2653,0,0.0
662,2655,0,0.0
663,2660,1,0.0
664,2663,0,0.0
665,2664,0,0.0
666,2666,0,0.0
667,2671,0,0.0
668,2672,0,0.0
669,2680,0,0.0
670,2682,0,0.0
671,2686,0,0.0
672,2696,0,0.0
673,2712,0,0.0
674,2713,0,0.0
675,2714,0,0.0
676,2720,0,0.0
677,2723,0,0.0
678,2727,0,0.0
679,2729,0,0.0
680,2730,0,0.0
681,2737,0,0.0
682,2742,1,0.0
683,2744,0,0.0
684,2746,0,0.0
685,2754,0,0.0
686,2755,0,0.0
687,2757,0,0.0
688,2760,0,0.0
689,2769,0,0.0
690,2772,0,0.0
691,2773,0,0.0
692,2774,0,0.0
693,2780,0,0.0
694,2791,0,0.0
695,2792,0,0.0
696,2799,0,1.0
697,2800,0,0.0
698,2801,0,0.0
699,2811,0,0.0
700,2812,0,0.0
701,2819,0,0.0
702,2823,0,0.0
703,2831,0,0.0
704,2832,0,0.0
705,2840,0,1.0
706,2841,0,0.0
707,2846,0,0.0
708,2849,0,0.0
709,2851,0,0.0
710,2852,0,0.0
711,2853,0,0.0
712,2860,0,0.0
713,2862,0,0.0
714,2871,0,0.0
715,2880,0,0.0
716,2882,0,0.0
717,2884,0,0.0
718,2887,0,0.0
719,2897,0,0.0
720,2900,0,0.0
721,2902,0,0.0
722,2904,0,0.0
723,2905,0,0.0
724,2907,0,0.0
725,2909,0,0.0
726,2913,0,0.0
727,2914,0,0.0
728,2921,0,0.0
729,2923,0,0.0
730,2924,0,0.0
731,2925,0,0.0
732,2927,0,0.0
733,2929,0,0.0
734,2930,0,0.0
735,2932,0,0.0
736,2933,0,0.0
737,2935,0,0.0
738,2940,0,0.0
739,2947,0,0.0
740,2949,0,0.0
741,2952,0,0.0
742,2955,0,0.0
743,2957,0,0.0
744,2960,0,0.0
745,2964,0,0.0
746,2970,0,0.0
747,2972,0,0.0
748,2973,0,0.0
749,2975,0,0.0
750,2977,0,0.0
751,2979,0,0.0
752,2981,0,0.0
753,2986,0,0.0
754,2995,0,0.0
755,2996,0,0.0
756,3003,0,0.0
757,3005,0,0.0
758,3006,0,0.0
759,3007,0,0.0
760,3014,0,0.0
761,3016,0,0.0
762,3019,0,0.0
763,3022,0,0.0
764,3025,0,0.0
765,3029,0,0.0
766,3036,0,0.0
767,3039,0,0.0
768,3043,0,0.0
769,3049,0,0.0
770,3051,0,0.0
771,3055,0,0.0
772,3056,0,0.0
773,3060,0,0.0
774,3061,0,0.0
775,3073,0,0.0
776,3083,0,0.0
777,3093,0,0.0
778,3095,0,0.0
779,3096,0,0.0
780,3100,0,0.0
781,3102,0,0.0
782,3103,0,0.0
783,3105,0,0.0
784,3106,0,0.0
785,3112,1,0.0
786,3113,0,0.0
787,3114,0,0.0
788,3116,0,0.0
789,3119,0,0.0
790,3122,0,0.0
791,3123,0,0.0
792,3136,0,0.0
793,3137,0,0.0
794,3139,0,0.0
795,3143,0,0.0
796,3146,0,0.0
797,3149,0,0.0
798,3150,1,0.0
799,3151,0,0.0
800,3153,0,0.0
801,3154,0,0.0
802,3166,0,0.0
803,3170,0,0.0
804,3174,0,0.0
805,3193,0,0.0
806,3196,0,0.0
807,3206,0,0.0
808,3207,0,0.0
809,3210,0,0.0
810,3213,0,0.0
811,3217,0,0.0
812,3222,0,0.0
813,3234,0,0.0
814,3237,0,0.0
815,3241,0,0.0
816,3251,0,0.0
817,3254,0,0.0
818,3262,0,0.0
819,3267,0,0.0
820,3273,0,0.0
821,3274,0,0.0
822,3277,0,0.0
823,3287,0,0.0
824,3289,0,0.0
825,3291,0,0.0
826,3296,0,0.0
827,3299,0,0.0
828,3310,0,0.0
829,3312,0,0.0
830,3317,0,0.0
831,3322,0,0.0
832,3323,0,0.0
833,3324,1,0.0
834,3331,0,0.0
835,3332,0,0.0
836,3336,0,0.0
837,3340,0,0.0
838,3341,0,0.0
839,3344,0,0.0
840,3369,0,0.0
841,3370,0,0.0
842,3373,0,0.0
843,3380,0,0.0
844,3384,0,0.0
845,3385,0,0.0
846,3387,0,0.0
847,3395,0,0.0
848,3397,0,0.0
849,3400,0,0.0
850,3402,0,0.0
851,3403,0,0.0
852,3404,0,0.0
853,3406,0,0.0
854,3410,0,0.0
855,3412,0,0.0
856,3415,0,0.0
857,3416,0,0.0
858,3421,0,0.0
859,3422,0,0.0
860,3424,0,0.0
861,3427,0,0.0
862,3430,0,0.0
863,3433,0,0.0
864,3437,0,0.0
865,3439,0,0.0
866,3444,0,0.0
867,3445,0,0.0
868,3452,0,0.0
869,3455,0,0.0
870,3456,0,0.0
871,3463,0,0.0
872,3464,1,0.0
873,3466,0,0.0
874,3473,0,0.0
875,3474,0,0.0
876,3476,0,0.0
877,3482,0,0.0
878,3485,1,0.0
879,3486,0,0.0
880,3491,0,0.0
881,3492,0,0.0
882,3500,0,0.0
883,3501,0,0.0
884,3505,0,0.0
885,3506,0,0.0
886,3507,0,0.0
887,3509,0,0.0
888,3512,0,0.0
889,3513,0,0.0
890,3517,0,0.0
891,3529,0,0.0
892,3530,0,0.0
893,3532,0,0.0
894,3539,0,0.0
895,3540,0,0.0
896,3541,0,0.0
897,3542,0,0.0
898,3544,0,0.0
899,3549,0,0.0
900,3551,0,0.0
901,3555,0,0.0
902,3559,0,0.0
903,3573,0,0.0
904,3574,0,0.0
905,3580,0,0.0
906,3581,0,0.0
907,3582,0,0.0
908,3584,0,0.0
909,3589,0,0.0
910,3593,0,0.0
911,3594,0,0.0
912,3595,0,0.0
913,3601,0,0.0
914,3604,0,0.0
915,3607,0,0.0
916,3613,0,0.0
917,3617,0,0.0
918,3621,0,0.0
919,3625,0,0.0
920,3629,0,0.0
921,3632,0,0.0
922,3633,0,0.0
923,3637,0,0.0
924,3639,0,0.0
925,3645,0,0.0
926,3649,0,0.0
927,3669,0,0.0
928,3672,1,0.0
929,3676,0,0.0
930,3679,0,0.0
931,3685,0,0.0
932,3686,0,0.0
933,3687,0,0.0
934,3699,0,0.0
935,3704,0,0.0
936,3705,0,0.0
937,3707,0,0.0
938,3710,0,0.0
939,3716,0,0.0
940,3720,0,0.0
941,3721,0,0.0
942,3723,0,0.0
943,3727,0,0.0
944,3732,0,0.0
945,3735,0,0.0
946,3736,0,0.0
947,3737,0,0.0
948,3740,0,0.0
949,3744,0,0.0
950,3749,0,0.0
951,3754,0,0.0
952,3757,0,0.0
953,3771,0,0.0
954,3772,0,0.0
955,3775,0,0.0
956,3776,0,0.0
957,3782,0,0.0
958,3783,0,0.0
959,3787,0,0.0
960,3790,0,0.0
961,3797,0,0.0
962,3801,0,0.0
963,3803,0,0.0
964,3805,0,0.0
965,3814,0,0.0
966,3816,0,0.0
967,3823,0,0.0
968,3825,0,0.0
969,3827,0,0.0
970,3831,0,0.0
971,3845,0,0.0
972,3847,0,0.0
973,3850,0,0.0
974,3851,0,0.0
975,3853,0,0.0
976,3861,0,0.0
977,3865,1,0.0
978,3875,0,0.0
979,3877,0,0.0
980,3881,0,0.0
981,3886,0,0.0
982,3889,0,0.0
983,3891,0,0.0
984,3896,0,0.0
985,3897,0,0.0
986,3904,0,0.0
987,3912,0,0.0
988,3914,0,0.0
989,3915,0,0.0
990,3922,0,0.0
991,3931,0,0.0
992,3933,0,0.0
993,3939,0,0.0
994,3942,0,0.0
995,3954,0,0.0
996,3955,0,0.0
997,3956,0,0.0
998,3965,0,0.0
999,3966,0,0.0
1000,3974,0,0.0
1001,3977,0,0.0
1002,3985,0,0.0
1003,3989,0,0.0
1004,3991,0,0.0
1005,3993,0,0.0
1006,3995,0,0.0
1007,3996,0,0.0
1008,3999,0,0.0
1009,4000,0,0.0
1010,4002,0,0.0
1011,4004,0,0.0
1012,4015,0,0.0
1013,4019,0,0.0
1014,4021,0,0.0
1015,4024,0,0.0
1016,4030,0,0.0
1017,4032,0,0.0
1018,4036,0,0.0
1019,4045,0,1.0
1020,4046,0,0.0
1021,4052,0,0.0
1022,4054,0,0.0
1023,4060,0,0.0
1024,4066,0,0.0
1025,4067,0,0.0
1026,4069,0,0.0
1027,4072,0,0.0
1028,4075,0,0.0
1029,4076,0,0.0
1030,4077,0,0.0
1031,4081,1,0.0
1032,4082,0,0.0
1033,4085,0,0.0
1034,4086,0,0.0
1035,4089,0,0.0
1036,4090,0,0.0
1037,4103,0,0.0
1038,4104,0,0.0
1039,4111,0,0.0
1040,4119,0,0.0
1041,4120,0,0.0
1042,4122,0,0.0
1043,4133,0,0.0
1044,4136,0,0.0
1045,4139,0,0.0
1046,4141,0,0.0
1047,4142,0,0.0
1048,4145,0,1.0
1049,4150,0,0.0
1050,4153,0,0.0
1051,4163,0,0.0
1052,4181,0,0.0
1053,4182,0,0.0
1054,4190,0,0.0
1055,4192,0,0.0
1056,4196,0,0.0
1057,4200,0,0.0
1058,4204,0,0.0
1059,4211,0,0.0
1060,4212,0,0.0
1061,4213,0,0.0
1062,4219,0,0.0
1063,4234,0,0.0
1064,4241,0,0.0
1065,4245,0,0.0
1066,4249,0,0.0
1067,4256,0,0.0
1068,4261,0,0.0
1069,4263,0,0.0
1070,4264,0,0.0
1071,4270,0,0.0
1072,4276,0,0.0
1073,4277,0,0.0
1074,4289,0,0.0
1075,4291,0,0.0
1076,4293,0,0.0
1077,4296,0,0.0
1078,4299,0,0.0
1079,4309,0,0.0
1080,4316,0,0.0
1081,4321,0,0.0
1082,4329,0,0.0
1083,4330,0,0.0
1084,4333,0,0.0
1085,4342,0,0.0
1086,4343,0,0.0
1087,4345,0,0.0
1088,4352,0,0.0
1089,4353,0,0.0
1090,4360,0,0.0
1091,4363,0,0.0
1092,4365,0,0.0
1093,4369,0,0.0
1094,4371,0,0.0
1095,4381,0,0.0
1096,4385,0,0.0
1097,4395,0,0.0
1098,4404,0,0.0
1099,4405,0,0.0
1100,4407,0,0.0
1101,4411,0,0.0
1102,4412,0,0.0
1103,4422,0,0.0
1104,4425,0,0.0
1105,4427,0,0.0
1106,4430,0,0.0
1107,4431,0,0.0
1108,4432,0,0.0
1109,4433,0,0.0
1110,4434,0,0.0
1111,4435,0,0.0
1112,4436,0,0.0
1113,4437,0,0.0
1114,4440,0,0.0
1115,4442,0,0.0
1116,4443,1,0.0
1117,4444,0,0.0
1118,4445,0,0.0
1119,4447,0,0.0
1120,4449,0,0.0
1121,4450,0,0.0
1122,4456,0,0.0
1123,4457,0,0.0
1124,4465,0,0.0
1125,4469,0,0.0
1126,4472,0,0.0
1127,4474,0,0.0
1128,4475,0,0.0
1129,4479,0,0.0
1130,4482,0,0.0
1131,4483,0,0.0
1132,4490,1,0.0
1133,4497,0,0.0
1134,4501,0,0.0
1135,4505,0,0.0
1136,4510,0,0.0
1137,4511,0,0.0
1138,4517,0,0.0
1139,4526,0,0.0
1140,4527,0,0.0
1141,4533,0,0.0
1142,4536,0,0.0
1143,4551,0,0.0
1144,4556,0,0.0
1145,4561,0,0.0
1146,4565,0,0.0
1147,4566,0,0.0
1148,4570,0,0.0
1149,4571,0,0.0
1150,4572,0,0.0
1151,4576,0,0.0
1152,4581,0,0.0
1153,4583,0,0.0
1154,4584,0,0.0
1155,4592,0,0.0
1156,4593,0,0.0
1157,4597,0,0.0
1158,4601,0,0.0
1159,4610,0,0.0
1160,4620,0,0.0
1161,4626,0,0.0
1162,4629,0,0.0
1163,4633,0,0.0
1164,4634,0,0.0
1165,4635,0,0.0
1166,4637,0,0.0
1167,4639,0,0.0
1168,4643,0,0.0
1169,4645,0,0.0
1170,4646,0,0.0
1171,4653,0,0.0
1172,4654,0,0.0
1173,4655,0,0.0
1174,4656,0,0.0
1175,4657,0,0.0
1176,4664,0,0.0
1177,4665,0,0.0
1178,4667,0,0.0
1179,4669,0,0.0
1180,4672,0,0.0
1181,4676,0,0.0
1182,4679,0,0.0
1183,4680,0,0.0
1184,4692,0,0.0
1185,4699,0,0.0
1186,4703,0,0.0
1187,4704,0,0.0
1188,4705,0,0.0
1189,4711,1,0.0
1190,4713,0,0.0
1191,4716,0,0.0
1192,4719,0,0.0
1193,4720,0,0.0
1194,4726,0,0.0
1195,4729,0,0.0
1196,4733,0,0.0
1197,4742,0,0.0
1198,4745,0,0.0
1199,4752,0,0.0
1200,4754,0,0.0
1201,4760,0,0.0
1202,4761,0,0.0
1203,4765,0,0.0
1204,4777,0,0.0
1205,4780,0,0.0
1206,4782,0,0.0
1207,4785,0,0.0
1208,4787,0,0.0
1209,4792,0,0.0
1210,4793,0,0.0
1211,4801,0,0.0
1212,4809,0,0.0
1213,4819,0,0.0
1214,4822,0,0.0
1215,4824,0,0.0
1216,4827,0,0.0
1217,4843,0,0.0
1218,4844,0,0.0
1219,4847,0,0.0
1220,4855,0,0.0
1221,4859,0,0.0
1222,4865,0,0.0
1223,4866,0,0.0
1224,4869,0,0.0
1225,4882,0,0.0
1226,4883,0,0.0
1227,4892,0,0.0
1228,4894,0,0.0
1229,4895,0,0.0
1230,4901,0,0.0
1231,4905,0,0.0
1232,4907,0,0.0
1233,4909,0,0.0
1234,4917,0,0.0
1235,4920,0,0.0
1236,4924,0,0.0
1237,4931,0,0.0
1238,4932,0,0.0
1239,4933,0,0.0
1240,4934,0,0.0
1241,4936,0,0.0
1242,4937,0,0.0
1243,4942,0,0.0
1244,4953,0,0.0
1245,4956,0,0.0
1246,4959,0,0.0
1247,4969,0,0.0
1248,4971,0,0.0
1249,4974,0,0.0
1250,4975,0,0.0
1251,4976,0,0.0
1252,4984,0,0.0
1253,4992,0,0.0
1254,4996,0,0.0
1255,4997,0,0.0
1256,5001,0,0.0
1257,5004,0,0.0
1258,5011,0,0.0
1259,5012,0,0.0
1260,5013,0,0.0
1261,5014,0,0.0
1262,5016,0,0.0
1263,5017,0,0.0
1264,5019,0,0.0
1265,5025,0,0.0
